
[00:00:00.000 --> 00:00:01.340]  又來到《聖經考古》的時間了
[00:02:58.560 --> 00:03:01.760]  這個尼羅河支流叫做Wadi Toumala
[00:03:01.760 --> 00:03:05.560]  你在地圖上看到很深色綠色的
[00:03:05.560 --> 00:03:07.760]  這個尼羅河支流
[00:03:07.760 --> 00:03:10.860]  就是叫做Wadi Toumala
[00:03:10.860 --> 00:03:18.060]  這個法老嘗試再將這個溪谷延伸
[00:03:18.060 --> 00:03:21.360]  以至到達大虎湖
[00:03:21.360 --> 00:03:22.360]  Great Bitter Lake
[00:03:22.360 --> 00:03:28.160]  然後下面有一個當時自然的水道
[00:03:28.160 --> 00:03:31.360]  將這些不同的水域
[00:03:31.360 --> 00:03:33.360]  不同的湖會博通
[00:03:33.360 --> 00:03:35.060]  以至到達下面
[00:03:35.060 --> 00:03:37.560]  紅海蘇伊士灣這個地方
[00:03:37.560 --> 00:03:40.260]  這個法老第一次嘗試這麼做
[00:03:40.260 --> 00:03:42.460]  當然當時的技術有限
[00:03:42.460 --> 00:03:45.660]  到了公元前的十世紀
[00:03:45.660 --> 00:03:50.260]  另一個法老又想做大工程
[00:03:50.260 --> 00:03:52.160]  這個法老就是Nicole
[00:03:52.160 --> 00:03:53.560]  是尼哥
[00:03:53.560 --> 00:03:58.260]  他想打通這個水道
[00:03:58.260 --> 00:04:01.460]  當然也不算成功
[00:04:01.460 --> 00:04:04.660]  所以因為這麼多的嘗試
[00:04:04.660 --> 00:04:07.460]  現在我們回頭看的時候
[00:04:07.460 --> 00:04:10.960]  我們就會形容這個所謂的工程
[00:04:10.960 --> 00:04:13.060]  這個運河
[00:04:13.060 --> 00:04:15.160]  就叫做縱法老的運河
[00:04:15.160 --> 00:04:16.860]  Canal of the Pharaohs
[00:04:16.860 --> 00:04:19.660]  因為當時古時的技術
[00:04:19.660 --> 00:04:21.260]  科技有限
[00:04:21.260 --> 00:04:23.160]  不能夠接通
[00:04:23.160 --> 00:04:25.560]  直到什麼時候才能夠接通呢?
[00:04:25.560 --> 00:04:27.660]  就是到波斯帝國
[00:04:27.660 --> 00:04:29.260]  Persian Empire的時候
[00:04:29.260 --> 00:04:32.760]  就是大利烏王Darius I
[00:04:32.760 --> 00:04:35.760]  他征服了埃及之後
[00:04:35.760 --> 00:04:42.460]  他下令將Wadi Toumala的運河
[00:04:42.460 --> 00:04:44.860]  再一次發掘
[00:04:45.060 --> 00:04:48.760]  然後就駁通尼羅河三角洲的水域
[00:04:48.760 --> 00:04:50.560]  以至地中海的水域
[00:04:50.560 --> 00:04:53.560]  以及南面紅海的水域
[00:04:53.560 --> 00:04:58.360]  大利烏王是波斯帝國的帝王
[00:04:58.360 --> 00:05:01.760]  挖通了運河之後
[00:05:01.760 --> 00:05:04.460]  他就立了幾塊石碑
[00:05:04.460 --> 00:05:08.060]  其中一塊石碑上面的碑文是什麼呢?
[00:05:08.060 --> 00:05:09.760]  這裡翻譯出來就是說
[00:05:09.760 --> 00:05:11.160]  大利烏王說
[00:05:11.160 --> 00:05:13.560]  我是波斯人
[00:05:13.760 --> 00:05:15.460]  從波斯出發
[00:05:15.460 --> 00:05:17.460]  我征服了埃及
[00:05:17.460 --> 00:05:21.260]  我下令在尼羅河挖出這運河
[00:05:21.260 --> 00:05:24.460]  接通波斯開始的海洋
[00:05:24.460 --> 00:05:25.460]  因此
[00:05:25.460 --> 00:05:29.560]  當這條運河按照我的命令被發掘開的時候
[00:05:29.560 --> 00:05:31.660]  船隻就按照我的意旨
[00:05:31.660 --> 00:05:33.560]  從埃及經過這條運河
[00:05:33.560 --> 00:05:34.760]  到達波斯
[00:05:34.760 --> 00:05:37.360]  如果你放大來看的時候
[00:05:37.360 --> 00:05:40.960]  你就知道這條運河對波斯帝國有多重要
[00:05:41.260 --> 00:05:44.460]  波斯帝國在歷史當中
[00:05:44.460 --> 00:05:48.060]  是第一個最大的帝國
[00:05:48.060 --> 00:05:52.260]  波斯帝國就是由印度的西北面
[00:05:52.260 --> 00:05:56.760]  一直延伸到今天的土耳其
[00:05:56.760 --> 00:05:58.260]  以前小亞細亞
[00:05:58.260 --> 00:06:00.460]  安納托尼亞這個地方
[00:06:00.460 --> 00:06:02.260]  包括埃及
[00:06:02.260 --> 00:06:05.360]  將這條運河挖通的時候
[00:06:05.360 --> 00:06:08.060]  因為波斯帝國的中心
[00:06:08.060 --> 00:06:10.660]  幾個的京都
[00:06:10.660 --> 00:06:16.060]  都是在現在的伊朗的地方
[00:06:16.060 --> 00:06:17.360]  舒山是其中一個
[00:06:17.360 --> 00:06:19.760]  佩瑟布拉斯是其中一個
[00:06:19.760 --> 00:06:22.160]  所以如果你看到他
[00:06:22.160 --> 00:06:23.760]  征服了埃及之後
[00:06:23.760 --> 00:06:25.860]  他能夠挖通這一個運河
[00:06:25.860 --> 00:06:31.060]  他的商貿海洋路線就會有利了
[00:06:31.060 --> 00:06:33.660]  因為他從波斯灣出發
[00:06:33.660 --> 00:06:37.660]  繞過沙地阿拉伯半島
[00:06:37.660 --> 00:06:39.260]  上去紅海北面
[00:06:39.360 --> 00:06:43.460]  他就可以進入尼羅河的三角洲
[00:06:43.460 --> 00:06:46.760]  以至能夠直通地中海
[00:06:46.760 --> 00:06:50.460]  所以這個運河第一次在古代裡面
[00:06:50.460 --> 00:06:52.660]  真的打通了
[00:06:52.660 --> 00:06:57.260]  這個人就是波斯王大尼烏王
[00:06:57.260 --> 00:06:59.160]  這個石碑上面
[00:06:59.160 --> 00:07:00.160]  你會發現
[00:07:00.160 --> 00:07:04.060]  有波斯太陽神的形象
[00:07:04.060 --> 00:07:05.160]  一個太陽
[00:07:05.160 --> 00:07:08.660]  以及下面有一些太陽光線射下來
[00:07:09.360 --> 00:07:11.060]  太陽也是有翼的
[00:07:11.060 --> 00:07:14.760]  下面有一對面對面的形象
[00:07:14.760 --> 00:07:16.560]  就是大尼烏王自己
[00:07:16.560 --> 00:07:21.060]  中間有一個有埃及風格的
[00:07:21.060 --> 00:07:23.860]  一個長橢圓形的皇命框
[00:07:23.860 --> 00:07:25.360]  叫做Kathulj
[00:07:25.360 --> 00:07:29.160]  上面當然是大尼烏王的皇銜了
[00:07:29.160 --> 00:07:32.660]  當然這條運河挖通之後
[00:07:32.660 --> 00:07:34.360]  在Wadi Thumala這裡
[00:07:34.360 --> 00:07:38.460]  當然一定會繼續要去維修
[00:07:38.460 --> 00:07:41.960]  因為河流下來的泥土
[00:07:41.960 --> 00:07:46.160]  不斷會有淤泥塞住運河
[00:07:46.160 --> 00:07:49.460]  所以不久之後也塞住了
[00:07:49.460 --> 00:07:53.360]  直到公元前三世紀
[00:07:53.360 --> 00:07:56.060]  就是公元前大概二百多年的時候
[00:07:56.060 --> 00:07:59.460]  當時就是另外一個王
[00:07:59.460 --> 00:08:01.960]  就是多利米王Philadelphus
[00:08:01.960 --> 00:08:07.360]  他再下令清理和挖通這個Canal
[00:08:07.660 --> 00:08:10.760]  話說這個Canal
[00:08:10.760 --> 00:08:14.260]  這個Wadi Thumala的運河
[00:08:14.260 --> 00:08:16.060]  有很多名人
[00:08:16.060 --> 00:08:22.560]  古代的貴族都曾經在這裡暢遊過
[00:08:22.560 --> 00:08:25.160]  其中一個就是埃及艷后
[00:08:25.160 --> 00:08:27.260]  或者埃及妖后Cleopatra
[00:08:27.260 --> 00:08:30.960]  第二點跟聖經考古有關
[00:08:30.960 --> 00:08:32.660]  聖經的世界有關的
[00:08:32.660 --> 00:08:36.460]  就是講到出埃及的路線
[00:08:36.560 --> 00:08:38.960]  如果我們放大去看的時候
[00:08:38.960 --> 00:08:41.560]  你會發現出埃及的路線
[00:08:41.560 --> 00:08:45.660]  裡面提到過紅海這個事跡
[00:08:45.660 --> 00:08:49.560]  如果舊的聖經地圖就會告訴你
[00:08:49.560 --> 00:08:53.360]  這些以色列人出埃及的時候
[00:08:53.360 --> 00:08:57.160]  他們從蘭室這個歌山地開始出發
[00:08:57.160 --> 00:08:58.960]  他們一直往南
[00:08:58.960 --> 00:09:02.860]  經過下面蘇伊士灣這個所謂的紅海
[00:09:02.860 --> 00:09:05.660]  我們今天中英文聖經
[00:09:05.660 --> 00:09:08.060]  很多時候現代翻譯是這樣的
[00:09:08.060 --> 00:09:09.760]  就是Red Sea Crossing
[00:09:09.760 --> 00:09:11.760]  就是過紅海
[00:09:11.760 --> 00:09:13.860]  我們現代人一聽到紅海的時候
[00:09:13.860 --> 00:09:16.660]  我們自然當然就會想起蘇伊士灣
[00:09:16.660 --> 00:09:18.360]  因為這裡真的叫Red Sea
[00:09:18.360 --> 00:09:20.160]  但其實這個傳統
[00:09:20.160 --> 00:09:23.460]  是來自公元前二三世紀
[00:09:23.460 --> 00:09:28.660]  七十世日本的希臘文的希伯來聖經翻譯出來的
[00:09:28.660 --> 00:09:33.460]  當時的七十世日本翻譯的猶太人
[00:09:33.460 --> 00:09:38.060]  他們大致上都是在埃及這個地方居住
[00:09:38.060 --> 00:09:40.460]  很可能他們翻譯的時候
[00:09:40.460 --> 00:09:44.460]  他們覺得摩西大以色列人過紅海
[00:09:44.460 --> 00:09:48.560]  那個紅海就是南面的Gulf of Suez
[00:09:48.560 --> 00:09:50.960]  這個Red Sea
[00:09:50.960 --> 00:09:57.960]  所以他們就將希伯來文的原文翻譯成Red Sea
[00:09:57.960 --> 00:10:00.560]  其實就不是真的Red Sea
[00:10:01.360 --> 00:10:04.060]  真正的原文其實這裡看到了
[00:10:04.060 --> 00:10:05.260]  就是Yam Suv
[00:10:05.260 --> 00:10:11.060]  希伯來文可以翻譯為草海或者是蘆葦海
[00:10:11.060 --> 00:10:14.860]  所以真正的所謂過紅海
[00:10:14.860 --> 00:10:16.760]  或者過Yam Suv
[00:10:16.760 --> 00:10:20.360]  以色列人過蘆葦海的時候
[00:10:20.360 --> 00:10:21.960]  那個水域
[00:10:21.960 --> 00:10:24.960]  那個水體應該是在這一處的
[00:10:24.960 --> 00:10:26.160]  為什麼呢?
[00:10:26.160 --> 00:10:29.560]  因為將聖經的地理資料
[00:10:29.760 --> 00:10:35.360]  將考古的資料結合的時候
[00:10:35.360 --> 00:10:38.660]  你會發現他們從蘭塞這個地方出發
[00:10:38.660 --> 00:10:40.760]  一直往西南走
[00:10:40.760 --> 00:10:42.260]  到了以上的時候
[00:10:42.260 --> 00:10:43.860]  就發生了一件事
[00:10:43.860 --> 00:10:45.160]  什麼事呢?
[00:10:45.160 --> 00:10:48.060]  就是出埃及記第十四章
[00:10:48.060 --> 00:10:50.060]  十四章第一節說什麼呢?
[00:10:50.060 --> 00:10:51.360]  去到這個地方的時候
[00:10:51.360 --> 00:10:52.960]  耶和華就曉言摩西了
[00:10:52.960 --> 00:10:55.860]  他說你要吩咐以色列人轉回
[00:10:55.860 --> 00:10:57.960]  Make a U-turn
[00:10:57.960 --> 00:10:59.660]  回頭
[00:10:59.960 --> 00:11:03.860]  所以如果你按照這樣的數據的話
[00:11:03.860 --> 00:11:07.260]  他們就會在以上這一處
[00:11:07.260 --> 00:11:09.360]  他們會回到北面
[00:11:09.360 --> 00:11:14.560]  然後在一個海或者湖
[00:11:14.560 --> 00:11:16.360]  一個水體面前
[00:11:16.360 --> 00:11:18.360]  來安營
[00:11:18.360 --> 00:11:19.860]  在海邊安營
[00:11:19.860 --> 00:11:21.660]  靠近海邊安營
[00:11:21.660 --> 00:11:23.460]  那個海邊
[00:11:23.460 --> 00:11:25.660]  在《上文夏利》我們知道
[00:11:25.660 --> 00:11:27.260]  只是提到Yam Suv
[00:11:27.560 --> 00:11:30.660]  當時新王國出埃及記的時候
[00:11:30.660 --> 00:11:34.560]  也有提過Yam Suv這個水體
[00:11:34.560 --> 00:11:37.360]  這個水體就在蘭塞的東面
[00:11:37.360 --> 00:11:38.060]  在這裡
[00:11:38.060 --> 00:11:41.160]  當你今天去到這個地方的時候
[00:11:41.160 --> 00:11:44.960]  你會發現只有一些很淺的小湖
[00:11:44.960 --> 00:11:46.760]  或者甚至是乾地
[00:11:46.760 --> 00:11:47.760]  為什麼呢?
[00:11:47.760 --> 00:11:51.760]  這就是蘇伊士運河所產生的問題
[00:11:51.760 --> 00:11:53.460]  就是十九世紀中的時候
[00:11:53.460 --> 00:11:55.160]  刮通這條運河的時候
[00:11:55.160 --> 00:11:58.460]  就將這條運河附近一帶的
[00:11:58.460 --> 00:12:01.560]  本身有的古代的一些湖
[00:12:01.560 --> 00:12:03.360]  一些水域
[00:12:03.360 --> 00:12:05.460]  全部沽乾了
[00:12:05.460 --> 00:12:07.660]  所以你今天去到那裡
[00:12:07.660 --> 00:12:10.360]  只不過是一個乾地
[00:12:10.360 --> 00:12:12.060]  以及一條運河
[00:12:12.060 --> 00:12:14.560]  但是結合了《聖經考古》
[00:12:14.560 --> 00:12:16.360]  最新的一些研究
[00:12:16.360 --> 00:12:19.960]  我們就發現原來有很多這些古代的湖
[00:12:19.960 --> 00:12:26.060]  就是在運河北至南部署在這裡的
[00:12:26.060 --> 00:12:30.860]  所以摩西大以色列人出埃及的時候
[00:12:30.860 --> 00:12:33.360]  過紅海Yam Suv
[00:12:33.360 --> 00:12:35.460]  草海路尾海的時候
[00:12:35.460 --> 00:12:39.060]  其實大概應該是這個地方
[00:12:39.060 --> 00:12:43.460]  所以他過了這個湖或者海的時候
[00:12:43.460 --> 00:12:45.760]  他們就到了西乃的曠野
[00:12:45.760 --> 00:12:47.560]  一直向南面走
[00:12:47.560 --> 00:12:50.960]  就到了南面的西乃山
[00:12:50.960 --> 00:12:57.860]  所以在這個所謂出埃及的故事的事跡裡面
[00:12:57.860 --> 00:13:00.260]  是一種 itinerary(故事)
[00:13:00.260 --> 00:13:04.460]  一種神帶領著以色列人出埃及的
[00:13:04.460 --> 00:13:09.860]  一種路線的旅程的事跡故事
[00:13:09.860 --> 00:13:15.360]  裡面有很多更深的屬靈的信息
[00:13:15.560 --> 00:13:17.660]  就好像十四章第一節這裡所說的
[00:13:17.660 --> 00:13:19.660]  耶和華曉玄摩西
[00:13:19.660 --> 00:13:20.960]  他說吩咐以色列人
[00:13:20.960 --> 00:13:23.060]  這個時候突然間要轉會
[00:13:23.060 --> 00:13:25.560]  去到一個地方是前無去路
[00:13:25.560 --> 00:13:26.760]  後有追兵
[00:13:26.760 --> 00:13:27.660]  那麼你看到了
[00:13:27.660 --> 00:13:29.960]  這個帶領的故事
[00:13:29.960 --> 00:13:31.260]  旅程的故事
[00:13:31.260 --> 00:13:36.160]  就講到上帝帶領神的子民的道路
[00:13:36.160 --> 00:13:40.660]  往往不是我們人心想一定是這麼順利
[00:13:40.660 --> 00:13:42.160]  一定是這麼方便
[00:13:42.160 --> 00:13:43.260]  或者是最快
[00:13:43.660 --> 00:13:46.260]  神帶領人走的道路
[00:13:46.260 --> 00:13:48.860]  往往最重要的目的
[00:13:48.860 --> 00:13:52.060]  是彰顯神自己的奇事
[00:13:52.060 --> 00:13:54.460]  神自己的榮耀
[00:13:54.460 --> 00:13:56.160]  講到這裡
[00:13:56.160 --> 00:13:59.560]  下次繼續跟大家探討聖經考古

