
[00:00:00.000 --> 00:00:00.840]   - Right.
[00:03:15.220 --> 00:03:16.460]   the apostle John.
[00:03:16.460 --> 00:03:18.940]   He testifies to everything he saw.
[00:03:18.940 --> 00:03:21.260]   That is the word of God, the testimony of Jesus Christ.
[00:03:21.260 --> 00:03:26.040]   Blessed is the one who reads the words of the prophecies.
[00:03:26.040 --> 00:03:28.940]   The book of Revelation, this book.
[00:03:28.940 --> 00:03:33.220]   Blessed is the one who reads the words of this book.
[00:03:33.220 --> 00:03:36.180]   And blessed are those who hear it and take to heart
[00:03:36.180 --> 00:03:37.500]   what is written in it.
[00:03:37.500 --> 00:03:41.740]   Because the time is near, the time of Jesus' second coming.
[00:03:41.740 --> 00:03:44.320]   He came 2,000 years ago into human history
[00:03:44.320 --> 00:03:46.900]   and accomplished salvation for us on the cross.
[00:03:46.900 --> 00:03:48.420]   But he will come back.
[00:03:48.420 --> 00:03:51.380]   The book of Revelation is all about the second coming.
[00:03:51.380 --> 00:03:54.260]   What will happen, what will soon take place?
[00:03:54.260 --> 00:03:56.480]   The first word, apocalypses.
[00:03:56.480 --> 00:03:59.540]   This is the word very familiar to us, right?
[00:03:59.540 --> 00:04:04.540]   Because we get the English word apocalypse out of this word.
[00:04:04.540 --> 00:04:07.700]   Remember two years ago when we first locked down,
[00:04:10.100 --> 00:04:14.360]   I went out with my two children to pick up some takeouts
[00:04:14.360 --> 00:04:15.300]   from a restaurant.
[00:04:15.300 --> 00:04:17.640]   It was March, right?
[00:04:17.640 --> 00:04:20.580]   2020, right?
[00:04:20.580 --> 00:04:22.100]   2020.
[00:04:22.100 --> 00:04:23.560]   So it was at night.
[00:04:23.560 --> 00:04:27.120]   So we drove out there to a restaurant nearby.
[00:04:27.120 --> 00:04:31.040]   We're trying to pick up some takeouts for dinner.
[00:04:31.040 --> 00:04:35.660]   It was the first day of lockdown and we drove on the street.
[00:04:35.660 --> 00:04:39.040]   And it was quite a sight.
[00:04:39.040 --> 00:04:41.280]   Because as you know, in Chicago,
[00:04:41.280 --> 00:04:43.360]   you know, the traffic is crazy, right?
[00:04:43.360 --> 00:04:45.000]   All the time.
[00:04:45.000 --> 00:04:46.640]   But it was the first day of lockdown
[00:04:46.640 --> 00:04:49.400]   and the street is totally empty.
[00:04:49.400 --> 00:04:52.960]   It was like a ghost town.
[00:04:52.960 --> 00:04:56.440]   It was kind of crazy, right?
[00:04:56.440 --> 00:05:00.340]   This is how we describe situations like this.
[00:05:00.340 --> 00:05:02.140]   Apocalypse, right?
[00:05:02.140 --> 00:05:05.040]   It's the modern meaning of the word apocalypse.
[00:05:05.040 --> 00:05:07.120]   Means doomsday, right?
[00:05:07.120 --> 00:05:09.840]   Destruction of all kinds.
[00:05:09.840 --> 00:05:12.720]   But originally in the first century,
[00:05:12.720 --> 00:05:14.820]   when this word is spoken,
[00:05:14.820 --> 00:05:19.380]   the basic meanings means uncover, disclose.
[00:05:19.380 --> 00:05:22.160]   Something which was unknown before.
[00:05:22.160 --> 00:05:23.400]   Now it's being revealed.
[00:05:23.400 --> 00:05:25.720]   So that is what apocalypse means.
[00:05:25.720 --> 00:05:27.680]   The revelation of Jesus Christ.
[00:05:27.680 --> 00:05:31.520]   Reveal something to us that is not known before.
[00:05:31.520 --> 00:05:32.760]   What is it?
[00:05:32.760 --> 00:05:35.320]   What must soon take place
[00:05:35.320 --> 00:05:37.500]   before the second coming of Christ?
[00:05:37.500 --> 00:05:42.200]   And then the passage goes on to explain to us
[00:05:42.200 --> 00:05:43.900]   what is the situation.
[00:05:43.900 --> 00:05:46.440]   Verse four, John the apostle,
[00:05:46.440 --> 00:05:49.360]   writing a letter to seven churches in the province of Asia,
[00:05:49.360 --> 00:05:52.360]   which is today's Turkey.
[00:05:52.360 --> 00:05:55.980]   John, your brother, I am with you guys.
[00:05:55.980 --> 00:06:00.980]   Company in suffering and kingdom and patient.
[00:06:00.980 --> 00:06:01.980]   And patience.
[00:06:01.980 --> 00:06:03.780]   And doings.
[00:06:03.780 --> 00:06:07.260]   There are hours in Jesus.
[00:06:07.260 --> 00:06:11.260]   Who, John is saying that I'm writing it
[00:06:11.260 --> 00:06:15.060]   from the island of Patmos,
[00:06:15.060 --> 00:06:17.020]   which is a small island
[00:06:17.020 --> 00:06:22.100]   off the coast of Ephesus from Turkey.
[00:06:22.100 --> 00:06:23.420]   So he was exiled, why?
[00:06:23.420 --> 00:06:28.100]   Because the Roman Empire was oppressing the churches,
[00:06:28.100 --> 00:06:30.700]   the early churches in those days.
[00:06:30.700 --> 00:06:34.460]   It was kind of the 1890s,
[00:06:34.460 --> 00:06:38.180]   so '90s after Christ.
[00:06:38.180 --> 00:06:42.880]   So the Roman Emperor was instituting
[00:06:42.880 --> 00:06:46.340]   some sort of systematic persecution,
[00:06:46.340 --> 00:06:50.980]   systematic pressure on the early church.
[00:06:50.980 --> 00:06:53.480]   So it was time of crisis for the church.
[00:06:53.480 --> 00:06:57.300]   And then John was exiled
[00:06:57.300 --> 00:06:59.540]   because he was one of the leaders, one of the pastors.
[00:06:59.540 --> 00:07:04.260]   He was exiled on Patmos, on the island.
[00:07:04.260 --> 00:07:07.500]   And he was suffering with other brothers and sisters
[00:07:07.500 --> 00:07:12.020]   who were in the mainland under the Roman persecution.
[00:07:12.020 --> 00:07:15.700]   So this is what the book of Revelation is all about.
[00:07:15.700 --> 00:07:19.140]   Sometimes we describe the book of Revelation
[00:07:19.140 --> 00:07:23.580]   as some special type of literature.
[00:07:23.580 --> 00:07:27.480]   We call this type of literature apocalyptic literature.
[00:07:27.480 --> 00:07:30.700]   And what it says is it's a group
[00:07:30.700 --> 00:07:32.980]   or a collection of many different writings,
[00:07:32.980 --> 00:07:33.820]   different kinds of writings.
[00:07:33.820 --> 00:07:36.380]   Some of them end up in the New Testament.
[00:07:36.380 --> 00:07:38.820]   Some of them is outside the New Testament.
[00:07:38.820 --> 00:07:40.420]   Some are written by Jewish writers,
[00:07:40.420 --> 00:07:43.340]   some are by early Christian writers.
[00:07:43.340 --> 00:07:46.500]   And they have some commonalities.
[00:07:46.500 --> 00:07:49.880]   You know, think of Old Testament, the book of Daniel,
[00:07:49.880 --> 00:07:52.220]   or some chapters in Ezekiel.
[00:07:52.220 --> 00:07:55.940]   Some of the passages in the Gospels or Paul's letters.
[00:07:57.060 --> 00:08:02.060]   Some common languages all these writings would use,
[00:08:02.060 --> 00:08:04.800]   including the book of Revelation.
[00:08:04.800 --> 00:08:06.480]   So as we turn to the book of Revelation,
[00:08:06.480 --> 00:08:08.500]   it's a strange book, right?
[00:08:08.500 --> 00:08:12.280]   It talks about horses, it talks about locusts,
[00:08:12.280 --> 00:08:15.480]   it talks about all kinds of strange phenomenon
[00:08:15.480 --> 00:08:17.800]   that is foreign to us.
[00:08:17.800 --> 00:08:20.500]   But you need to remember this.
[00:08:20.500 --> 00:08:23.000]   This sort of writings, apocalyptic literature,
[00:08:23.000 --> 00:08:26.700]   is written to the people of God who are in crisis
[00:08:26.700 --> 00:08:29.180]   in order to encourage them,
[00:08:29.180 --> 00:08:34.180]   in order to let them see what the real reality is.
[00:08:34.180 --> 00:08:36.660]   It's not what you see here now.
[00:08:36.660 --> 00:08:38.100]   It's something happening in the future,
[00:08:38.100 --> 00:08:40.700]   and something happening above,
[00:08:40.700 --> 00:08:43.140]   in another realm, in the heavenly realm.
[00:08:43.140 --> 00:08:44.380]   What is really happening?
[00:08:44.380 --> 00:08:46.220]   You see conflicts on Earth,
[00:08:46.220 --> 00:08:47.580]   but there's spiritual warfare,
[00:08:47.580 --> 00:08:52.580]   which is so real up there and in soon future.
[00:08:52.580 --> 00:08:54.900]   So the book of Revelation or apocalyptic literature
[00:08:54.900 --> 00:08:58.060]   is trying to write to,
[00:08:58.060 --> 00:09:00.700]   to say to the people of God who are under pressure,
[00:09:00.700 --> 00:09:03.860]   their faith is being tested.
[00:09:03.860 --> 00:09:08.860]   And the purpose is to help them see a different reality
[00:09:08.860 --> 00:09:11.860]   so that they will find hope in God.
[00:09:11.860 --> 00:09:14.020]   They will not find hope on Earth.
[00:09:14.020 --> 00:09:16.900]   They will be encouraged in times of chaos.
[00:09:16.900 --> 00:09:19.320]   Don't we all need that?
[00:09:19.320 --> 00:09:21.340]   We need this today, right?
[00:09:21.340 --> 00:09:24.300]   We see conflicts and we see chaos
[00:09:24.300 --> 00:09:25.820]   and uncertainties,
[00:09:25.820 --> 00:09:28.380]   all sorts of crazy things happening in our world.
[00:09:28.380 --> 00:09:29.740]   What is going on?
[00:09:29.740 --> 00:09:31.260]   And the apocalyptic literature,
[00:09:31.260 --> 00:09:32.860]   especially the book of Revelation,
[00:09:32.860 --> 00:09:34.780]   is trying to talk to us.
[00:09:34.780 --> 00:09:36.780]   It's a message written for us
[00:09:36.780 --> 00:09:40.260]   so that we will understand what God is doing.
[00:09:40.260 --> 00:09:42.180]   So the first three chapters,
[00:09:42.180 --> 00:09:44.140]   we're not going to go into details,
[00:09:44.140 --> 00:09:47.440]   but first three chapters is actually Apostle John
[00:09:47.440 --> 00:09:49.580]   writing seven letters to seven churches.
[00:09:49.580 --> 00:09:51.620]   And they will circulate those letters
[00:09:51.620 --> 00:09:53.140]   and to encourage the churches
[00:09:53.140 --> 00:09:54.900]   who are under trials and temptations.
[00:09:54.900 --> 00:09:56.780]   And then in chapter four,
[00:09:56.780 --> 00:09:59.540]   the Apostle John is being lifted up,
[00:09:59.540 --> 00:10:02.180]   being taken away from the Earth.
[00:10:02.180 --> 00:10:05.100]   And he entered into the heavenly realm.
[00:10:05.100 --> 00:10:10.020]   And he saw something like a Roman Empire royal court,
[00:10:10.020 --> 00:10:12.420]   like the king's court, right?
[00:10:12.420 --> 00:10:14.740]   Going to the White House up there.
[00:10:14.740 --> 00:10:18.900]   So he looked around and see who is seated on the floor.
[00:10:18.900 --> 00:10:21.540]   It's not the Roman emperor.
[00:10:21.540 --> 00:10:22.380]   It's not Caesar.
[00:10:23.380 --> 00:10:28.380]   He saw who is seated on the floor is God himself.
[00:10:28.380 --> 00:10:32.340]   Is the God of history.
[00:10:32.340 --> 00:10:35.180]   The God who's still in control.
[00:10:35.180 --> 00:10:38.180]   And then it launched many, many different chapters
[00:10:38.180 --> 00:10:41.300]   talking about the visions that he saw.
[00:10:41.300 --> 00:10:44.420]   And he reported back to the churches.
[00:10:44.420 --> 00:10:46.020]   Let's take a look.
[00:10:46.020 --> 00:10:47.580]   Chapter five.
[00:10:47.580 --> 00:10:50.200]   Let me get this ready.
[00:10:51.580 --> 00:10:53.260]   It's so dark here.
[00:10:53.260 --> 00:10:54.540]   Hold on one second.
[00:10:54.540 --> 00:10:55.380]   All right.
[00:10:55.380 --> 00:10:56.540]   Chapter five, verse one.
[00:10:56.540 --> 00:10:59.380]   See that?
[00:10:59.380 --> 00:11:00.540]   Chapter five, verse one.
[00:11:00.540 --> 00:11:06.500]   Then I saw in the right hand of him,
[00:11:06.500 --> 00:11:08.680]   who sat on the floor,
[00:11:08.680 --> 00:11:12.060]   a scroll with writing on both sides
[00:11:12.060 --> 00:11:14.340]   and sealed with seven seals.
[00:11:14.340 --> 00:11:16.660]   I saw a mighty angel proclaiming in a loud voice,
[00:11:16.660 --> 00:11:21.140]   who is worthy to break the seals and open the scroll.
[00:11:21.140 --> 00:11:23.620]   But no one in heaven or on earth,
[00:11:23.620 --> 00:11:27.140]   under the earth could open the scroll
[00:11:27.140 --> 00:11:29.380]   or even look inside it.
[00:11:29.380 --> 00:11:32.340]   So I wept and wept
[00:11:32.340 --> 00:11:35.260]   because no one was found who has authority,
[00:11:35.260 --> 00:11:38.140]   who was worthy to open the scroll
[00:11:38.140 --> 00:11:40.600]   to see what is written inside.
[00:11:40.600 --> 00:11:42.980]   Now in the ancient world,
[00:11:42.980 --> 00:11:47.980]   important information is always written on the scroll.
[00:11:48.780 --> 00:11:51.260]   Made of animal skin or paper.
[00:11:51.260 --> 00:11:53.060]   And then they roll it up
[00:11:53.060 --> 00:11:55.340]   and then they put some lumps of clay
[00:11:55.340 --> 00:11:59.820]   on top of the roll up document.
[00:11:59.820 --> 00:12:01.940]   And then someone who has authority
[00:12:01.940 --> 00:12:04.100]   with a ring or with a stamp,
[00:12:04.100 --> 00:12:07.740]   will put the stamp on the lump of clay
[00:12:07.740 --> 00:12:10.760]   and seal it, close it up,
[00:12:10.760 --> 00:12:13.140]   and archive it in the royal bank
[00:12:13.140 --> 00:12:16.980]   or royal building or temple, anywhere important.
[00:12:16.980 --> 00:12:19.580]   In the, say in today's language,
[00:12:19.580 --> 00:12:21.860]   the White House office, right?
[00:12:21.860 --> 00:12:23.340]   In the government archive.
[00:12:23.340 --> 00:12:29.440]   So whoever wants to check what was written in the document,
[00:12:29.440 --> 00:12:33.700]   he has to bring his stamp or the ring
[00:12:33.700 --> 00:12:38.540]   and to match with the impression on the clay
[00:12:38.540 --> 00:12:41.340]   to break the seal and open it up.
[00:12:41.340 --> 00:12:44.100]   Now what John saw was this.
[00:12:44.100 --> 00:12:46.920]   He saw a scroll with seven seals.
[00:12:46.920 --> 00:12:49.340]   The document is closed up.
[00:12:49.340 --> 00:12:52.960]   But he found no one who could open the scroll.
[00:12:52.960 --> 00:12:56.420]   What is written inside the scroll
[00:12:56.420 --> 00:12:58.300]   is definitely words of judgment.
[00:12:58.300 --> 00:13:01.420]   If you have some Old Testament background,
[00:13:01.420 --> 00:13:04.100]   you understand a scroll written,
[00:13:04.100 --> 00:13:07.740]   words with front and back all over the place.
[00:13:07.740 --> 00:13:12.740]   Book of Ezekiel, talking about the word of judgment from God.
[00:13:13.420 --> 00:13:17.880]   He will vindicate the oppressed,
[00:13:17.880 --> 00:13:19.080]   vindicate the people of God.
[00:13:19.080 --> 00:13:20.720]   He will help the people of God
[00:13:20.720 --> 00:13:23.480]   and will bring judgment on the oppressor,
[00:13:23.480 --> 00:13:27.380]   on the evil forces that is pressing down on the church.
[00:13:27.380 --> 00:13:30.960]   John found no one having the authority to open the scroll.
[00:13:30.960 --> 00:13:34.280]   So what will happen?
[00:13:34.280 --> 00:13:36.000]   Nobody knows.
[00:13:36.000 --> 00:13:37.040]   What is the fate?
[00:13:37.040 --> 00:13:39.440]   What is happening to the church?
[00:13:39.440 --> 00:13:42.840]   What will look like tomorrow?
[00:13:42.840 --> 00:13:45.440]   Nobody can tell.
[00:13:45.440 --> 00:13:47.440]   That's why he was weeping.
[00:13:47.440 --> 00:13:50.360]   Nobody can be found to open the scroll,
[00:13:50.360 --> 00:13:53.820]   to tell us who is in control tomorrow, right?
[00:13:53.820 --> 00:13:55.660]   Especially in the church
[00:13:55.660 --> 00:13:58.020]   when they were under so much pressure.
[00:13:58.020 --> 00:14:00.180]   Then in verse five,
[00:14:00.180 --> 00:14:04.800]   then one of the elders who was worshiping in the throne room
[00:14:04.800 --> 00:14:07.040]   said to me, "Do not weep.
[00:14:07.040 --> 00:14:11.480]   See the lion from the tribe of Judah, the root of David.
[00:14:11.480 --> 00:14:13.160]   He has triumph.
[00:14:13.160 --> 00:14:15.800]   He is able, he has the authority to open the scroll
[00:14:15.800 --> 00:14:16.960]   and his seven seals.
[00:14:16.960 --> 00:14:21.960]   Finally, the lamb of God, who was slain and rose again.
[00:14:21.960 --> 00:14:26.160]   He is also the lion from the tribe of Judah,
[00:14:26.160 --> 00:14:27.720]   from the tribe of David.
[00:14:27.720 --> 00:14:30.440]   He is the real conquering king.
[00:14:30.440 --> 00:14:32.600]   He has conquered death and evil,
[00:14:32.600 --> 00:14:36.500]   and he has the authority to open and break the seal,
[00:14:36.500 --> 00:14:40.720]   to help us see what will soon happen.
[00:14:41.720 --> 00:14:44.240]   Who is in charge tomorrow?"
[00:14:44.240 --> 00:14:49.440]   So chapter six, six verse one.
[00:14:49.440 --> 00:14:53.880]   "I saw as the lamb opened the first of the seven seals,
[00:14:53.880 --> 00:14:57.440]   that I heard one of the four living creatures, the angels,
[00:14:57.440 --> 00:15:01.880]   say in a voice like thunder, 'Come!'"
[00:15:01.880 --> 00:15:02.960]   Verse two.
[00:15:02.960 --> 00:15:07.800]   "I look, and there before me was a white horse.
[00:15:07.800 --> 00:15:11.040]   Its rider holding a bow.
[00:15:11.040 --> 00:15:15.800]   He was given a crown, and he rode out as a conqueror,
[00:15:15.800 --> 00:15:17.800]   bent on conquest."
[00:15:17.800 --> 00:15:22.480]   Now definitely this is some strange images for us.
[00:15:22.480 --> 00:15:25.560]   For sure, this is negative.
[00:15:25.560 --> 00:15:28.680]   It's a world of judgment, right?
[00:15:28.680 --> 00:15:32.120]   So definitely it's judgment of God
[00:15:32.120 --> 00:15:35.480]   against the church oppressor, right?
[00:15:35.480 --> 00:15:38.720]   God will do something to stop the oppression.
[00:15:38.720 --> 00:15:42.880]   God will do something to the evil empire.
[00:15:42.880 --> 00:15:47.880]   And definitely in this image, we see war, white horse,
[00:15:47.880 --> 00:15:53.200]   rider holding a bow, conquest, military image.
[00:15:53.200 --> 00:15:56.640]   Now here's what we struggle with,
[00:15:56.640 --> 00:16:00.320]   because we modern readers, we modern people,
[00:16:00.320 --> 00:16:03.720]   we often misunderstand the images
[00:16:03.720 --> 00:16:05.200]   from the book of Revelation.
[00:16:05.200 --> 00:16:10.160]   There are all sorts of, we're trying to read our own meaning
[00:16:10.160 --> 00:16:11.000]   into the text, right?
[00:16:11.000 --> 00:16:16.000]   We try to impose our own understanding onto the text.
[00:16:16.000 --> 00:16:18.160]   Let me demonstrate how,
[00:16:18.160 --> 00:16:20.480]   you probably heard something like this.
[00:16:20.480 --> 00:16:24.840]   Many people would misinterpret the images here.
[00:16:24.840 --> 00:16:28.840]   Let me demonstrate how to do it wrongly, okay?
[00:16:28.840 --> 00:16:29.760]   All right?
[00:16:29.760 --> 00:16:32.240]   Let me try to demonstrate how to do it wrongly.
[00:16:32.240 --> 00:16:34.080]   And this is so wrong, okay?
[00:16:34.080 --> 00:16:37.080]   So you see in this image, there's color white.
[00:16:37.080 --> 00:16:40.120]   There's white horse, right?
[00:16:40.120 --> 00:16:44.880]   And you see, no, military conflict, right?
[00:16:44.880 --> 00:16:46.480]   Conquest.
[00:16:46.480 --> 00:16:47.400]   Let me demonstrate.
[00:16:47.400 --> 00:16:55.200]   You see the flag of Russia has white color, right?
[00:16:55.200 --> 00:16:59.000]   White, blue, and red, right?
[00:16:59.000 --> 00:17:01.120]   White, bingo.
[00:17:02.040 --> 00:17:06.640]   You got Revelation chapter six, white horse, right?
[00:17:06.640 --> 00:17:09.920]   And then if you Google white horse Putin,
[00:17:09.920 --> 00:17:13.120]   you find pictures like this, right?
[00:17:13.120 --> 00:17:14.640]   Bingo.
[00:17:14.640 --> 00:17:16.440]   Revelation six, right?
[00:17:16.440 --> 00:17:18.920]   That's the first seal being broken, right?
[00:17:18.920 --> 00:17:22.600]   And then you say, "Ha ha, you know, prophecy fulfilled.
[00:17:22.600 --> 00:17:24.920]   "2,000 years ago it was written there, right?
[00:17:24.920 --> 00:17:27.280]   "Chapter six of Revelation, the first seal, right?
[00:17:27.280 --> 00:17:29.560]   "Last week it happened, it broke the seal."
[00:17:29.560 --> 00:17:31.840]   (laughs)
[00:17:31.840 --> 00:17:34.640]   You see a lot of misinterpretation,
[00:17:34.640 --> 00:17:38.520]   just so wrong these days, you know?
[00:17:38.520 --> 00:17:41.920]   Because we just don't know how to interpret
[00:17:41.920 --> 00:17:44.160]   this sort of, you know, imageries.
[00:17:44.160 --> 00:17:45.720]   They're strange to us.
[00:17:45.720 --> 00:17:48.520]   Now I want to tell you how to read the Bible,
[00:17:48.520 --> 00:17:50.440]   especially the book of Revelation.
[00:17:50.440 --> 00:17:51.840]   The Bible, the book of Revelation,
[00:17:51.840 --> 00:17:55.720]   is not written to us, right?
[00:17:55.720 --> 00:17:57.120]   It's not directly written to us.
[00:17:57.120 --> 00:18:00.520]   It was originally in Greek, not in English,
[00:18:00.520 --> 00:18:04.520]   not in Chinese, not in any contemporary languages.
[00:18:04.520 --> 00:18:06.840]   It was written in Greek.
[00:18:06.840 --> 00:18:09.000]   It's not written to us, but it's written for us.
[00:18:09.000 --> 00:18:12.520]   So when we try to understand what is going on here,
[00:18:12.520 --> 00:18:17.520]   we should stop from reading our own meaning onto the text.
[00:18:17.520 --> 00:18:22.960]   We should ask, how did the first audience,
[00:18:22.960 --> 00:18:25.400]   the early churches in the first century,
[00:18:25.400 --> 00:18:28.680]   how would they understand these images, right?
[00:18:28.680 --> 00:18:30.640]   So this is totally wrong, okay?
[00:18:30.640 --> 00:18:32.400]   Don't take it home, all right?
[00:18:32.400 --> 00:18:33.240]   Don't take it home.
[00:18:33.240 --> 00:18:34.840]   This is the wrong interpretation.
[00:18:34.840 --> 00:18:39.200]   But you see this kind of problem
[00:18:39.200 --> 00:18:41.480]   whenever we try to understand
[00:18:41.480 --> 00:18:44.240]   what the book of Revelation is all about?
[00:18:44.240 --> 00:18:45.840]   Don't do that.
[00:18:45.840 --> 00:18:49.360]   Instead, we ask, how would the first century Christians
[00:18:49.360 --> 00:18:50.680]   understand the imageries?
[00:18:50.680 --> 00:18:54.240]   White horse rider with a bow.
[00:18:54.240 --> 00:18:57.080]   Let me show you some.
[00:18:58.080 --> 00:19:00.160]   Ancient coins.
[00:19:00.160 --> 00:19:03.880]   Parthian coins, all right?
[00:19:03.880 --> 00:19:06.880]   Do you see a soldier holding a bow?
[00:19:06.880 --> 00:19:09.720]   Yeah, the triangular thing, right?
[00:19:09.720 --> 00:19:13.400]   It's not very clear, but it definitely is a bow, okay?
[00:19:13.400 --> 00:19:16.720]   And then underneath, horses, right?
[00:19:16.720 --> 00:19:19.440]   White horse.
[00:19:19.440 --> 00:19:21.760]   And the king was riding on the horse.
[00:19:21.760 --> 00:19:23.240]   These are Parthian coins.
[00:19:24.920 --> 00:19:29.920]   And it just happened for the ancient Parthian empire,
[00:19:29.920 --> 00:19:33.880]   the sacred color happens to be white.
[00:19:33.880 --> 00:19:40.040]   In their army, there's always white horses.
[00:19:40.040 --> 00:19:43.080]   Let's take a look at the map.
[00:19:43.080 --> 00:19:46.240]   The Roman Empire on the left,
[00:19:46.240 --> 00:19:48.320]   the Parthian Empire on the right.
[00:19:48.320 --> 00:19:52.800]   For 400 years, this is the ancient, powerful empire.
[00:19:54.040 --> 00:19:59.040]   It always posed a military threat
[00:19:59.040 --> 00:20:04.160]   to the eastern border of Roman Empire, the Parthian Empire.
[00:20:04.160 --> 00:20:07.360]   In fact, the Roman historians,
[00:20:07.360 --> 00:20:10.600]   when they talk about the threat against the empire,
[00:20:10.600 --> 00:20:12.040]   the old Roman Empire,
[00:20:12.040 --> 00:20:14.840]   they would talk about the Parthian Empire.
[00:20:14.840 --> 00:20:16.600]   In those days, even the Jewish people
[00:20:16.600 --> 00:20:19.880]   living on the east coast, the east border,
[00:20:19.880 --> 00:20:21.160]   the land of Palestine,
[00:20:21.160 --> 00:20:26.160]   from time to time when they talk about the last day,
