
[00:00:00.000 --> 00:00:05.440]  開到《九日妄想》第十九集,今次來到創世紀另一個新的段落
[00:12:59.840 --> 00:13:01.840]  然後又用紅豆湯
[00:13:01.840 --> 00:13:04.720]  雅各就去威脅著他
[00:13:04.720 --> 00:13:07.360]  還在帳篷裡面威脅著他
[00:13:07.360 --> 00:13:10.400]  因為以素就在野地作主
[00:13:10.400 --> 00:13:13.120]  雅各就躲在帳篷裡
[00:13:13.120 --> 00:13:17.840]  所以當以素跟隨力進回到帳篷裡面的時候
[00:13:17.840 --> 00:13:20.320]  在方圓幾里都沒有人的時候
[00:13:20.320 --> 00:13:24.160]  雅各就在帳篷裡面佔上風
[00:13:24.160 --> 00:13:25.600]  煮紅豆湯
[00:13:25.600 --> 00:13:31.040]  就是用一些野豆或者野菜蔬去煮成的湯
[00:13:31.040 --> 00:13:35.120]  是當時最基本最簡陋的一些食物
[00:13:35.120 --> 00:13:38.320]  雅各為人比較內斂
[00:13:38.320 --> 00:13:40.720]  比較思想型一點
[00:13:40.720 --> 00:13:42.320]  心思熟慮一點
[00:13:42.320 --> 00:13:43.920]  他可能從小到大
[00:13:43.920 --> 00:13:47.840]  大家兄弟都知道大家的個性
[00:13:47.840 --> 00:13:52.960]  他就抓到以素哥哥的致命傷
[00:13:52.960 --> 00:13:55.520]  在以素最軟弱的時候
[00:13:55.520 --> 00:13:57.680]  他就欺騙了
[00:13:57.680 --> 00:13:58.880]  拿了
[00:13:58.880 --> 00:14:01.280]  搶了這個長子的名分
[00:14:01.280 --> 00:14:03.680]  經文只是告訴我們
[00:14:03.680 --> 00:14:04.640]  叫他起誓
[00:14:04.640 --> 00:14:06.240]  以素就立刻起誓
[00:14:06.240 --> 00:14:11.520]  但是沒有詳細的來交代這個交易
[00:14:11.520 --> 00:14:13.520]  是怎麼進行的
[00:14:13.520 --> 00:14:15.760]  可能有其他的僕人在
[00:14:15.760 --> 00:14:17.440]  他就起誓了
[00:14:17.440 --> 00:14:20.240]  或者有一些條文的簽署等等
[00:14:20.240 --> 00:14:25.760]  經文就假設了是一個正式的交易
[00:14:25.760 --> 00:14:28.960]  只是告訴我們交易的事實
[00:14:28.960 --> 00:14:30.880]  長子的特權
[00:14:30.880 --> 00:14:32.720]  我們講過有兩方面
[00:14:32.720 --> 00:14:33.920]  一方面是財產
[00:14:33.920 --> 00:14:37.440]  另一方面就是社會的領導權
[00:14:37.440 --> 00:14:38.960]  家族的領導權
[00:14:38.960 --> 00:14:44.880]  這裡似乎告訴我們雅各是第一次騙取長子的名分
[00:14:44.880 --> 00:14:47.440]  似乎牽涉財產
[00:14:47.440 --> 00:14:52.400]  而沒有的就是家族的繼承權
[00:14:52.400 --> 00:14:53.840]  那種領導權
[00:14:53.840 --> 00:14:56.400]  所以你記得故事繼續發展下去的時候
[00:14:56.400 --> 00:14:58.720]  創世紀27章的時候
[00:14:58.720 --> 00:15:05.360]  才講到雅各第二次騙取以薩加夫的祝福
[00:15:05.360 --> 00:15:07.360]  所以你想像一下
[00:15:07.360 --> 00:15:10.240]  這種背景這種情況
[00:15:10.240 --> 00:15:12.240]  近東的人
[00:15:12.240 --> 00:15:14.000]  當時古代的人
[00:15:14.000 --> 00:15:16.000]  熟悉所謂丁權
[00:15:16.000 --> 00:15:19.120]  熟悉所謂長子名分
[00:15:19.120 --> 00:15:22.720]  聽到這個故事的時候會有什麼反應
[00:15:22.720 --> 00:15:29.040]  你會不會為了一些小小的湯水
[00:15:29.040 --> 00:15:32.080]  你會出賣所謂丁權
[00:15:32.080 --> 00:15:35.280]  如果我們都是丁屋的家族
[00:15:35.280 --> 00:15:40.080]  從小到大我們知道財產領導上有一種特權
[00:15:40.080 --> 00:15:42.320]  那種很有價值的地位
[00:15:42.320 --> 00:15:45.200]  很尊貴的財產
[00:15:45.200 --> 00:15:48.400]  我們會不會為了出錢一丁
[00:15:48.400 --> 00:15:50.960]  然後放棄丁權
[00:15:50.960 --> 00:15:52.800]  所以如果你這樣看
[00:15:52.800 --> 00:15:55.680]  這個故事對當時的人來說
[00:15:55.680 --> 00:15:57.680]  是不可思議的
[00:15:57.680 --> 00:15:59.680]  怎麼會將一些與生俱來
[00:15:59.680 --> 00:16:02.320]  有的價值有的地位
[00:16:02.320 --> 00:16:07.760]  為了一碗紅豆湯這麼基本的東西而出賣
[00:16:07.760 --> 00:16:08.880]  聽到這個故事
[00:16:08.880 --> 00:16:11.520]  相信古人一定會有這樣的反應
[00:16:11.520 --> 00:16:16.640]  長子的名分怎麼可能會當為等閒事
[00:16:16.640 --> 00:16:17.600]  第34節
[00:16:17.600 --> 00:16:20.000]  這裡怎麼形容耳掃
[00:16:20.000 --> 00:16:23.200]  他說於是雅各將餅和紅豆湯給了耳掃
[00:16:23.200 --> 00:16:24.800]  耳掃做了什麼
[00:16:24.800 --> 00:16:27.200]  吃了喝了就起來走了
[00:16:27.200 --> 00:16:32.000]  耳掃就這樣興旱了他長子的名分
[00:16:32.000 --> 00:16:35.360]  這裡用了多少個動詞
[00:16:35.360 --> 00:16:39.040]  五個連續短的動詞
[00:16:39.040 --> 00:16:43.680]  吃喝起來走了興旱
[00:16:43.680 --> 00:16:45.680]  或者應該說藐視
[00:16:45.680 --> 00:16:47.680]  藐視了長子的名分
[00:16:47.680 --> 00:16:54.320]  為了解決和舒緩前面短暫的痛苦
[00:16:54.320 --> 00:16:56.080]  肚餓口渴
[00:16:56.080 --> 00:16:59.120]  就將一個最有價值的東西
[00:16:59.120 --> 00:17:01.840]  就興旱了藐視了
[00:17:01.840 --> 00:17:06.320]  藐視不是不知道價值
[00:17:06.320 --> 00:17:08.320]  不小心放過了
[00:17:08.320 --> 00:17:09.920]  這種不是藐視
[00:17:09.920 --> 00:17:11.920]  這種不是興旱
[00:17:11.920 --> 00:17:17.520]  興旱藐視的意思是明知道某一個地位
[00:17:17.520 --> 00:17:23.200]  那種價值就將它當成等閒事
[00:17:23.200 --> 00:17:27.520]  這裡我們只看耳掃的刻畫
[00:17:27.520 --> 00:17:28.880]  你看償文夏利
[00:17:28.880 --> 00:17:35.200]  其實都是強調耳掃是否配授長子的名分
[00:17:35.200 --> 00:17:37.520]  你看文理的脈絡
[00:17:37.520 --> 00:17:40.080]  二十五章這裡說一個故事
[00:17:40.080 --> 00:17:42.080]  三十四節結束的時候
[00:17:42.080 --> 00:17:44.960]  就說耳掃興旱長子的名分
[00:17:44.960 --> 00:17:48.080]  然後二十六章一到三十三節
[00:17:48.080 --> 00:17:50.080]  整個故事說到耳剎
[00:17:50.080 --> 00:17:54.400]  是傳言繼承阿伯拉罕的承諾
[00:17:54.400 --> 00:17:58.800]  繼承神的財產
[00:17:58.800 --> 00:18:01.600]  然後二十六章三十四至三十五節
[00:18:01.600 --> 00:18:03.120]  又再提到耳掃
[00:18:03.120 --> 00:18:06.720]  說他娶了外邦的女子為妻
[00:18:06.720 --> 00:18:10.800]  並且帶來這些客人的女子
[00:18:10.800 --> 00:18:15.200]  常常會使家父和家母傷心難過
[00:18:15.200 --> 00:18:18.880]  夾在中間頭和尾都是刻畫耳掃
[00:18:18.880 --> 00:18:22.400]  到底是否真的配授長子的名分
[00:18:22.400 --> 00:18:34.640]  我們知道《創世紀》舊約
[00:18:34.640 --> 00:18:38.320]  直接寫給當時古代以色列人
[00:18:38.320 --> 00:18:39.920]  屬神的子民
[00:18:39.920 --> 00:18:43.280]  《創世紀》要寫給這些人的時候
[00:18:43.280 --> 00:18:45.760]  就揀選不同的情節
[00:18:45.760 --> 00:18:49.120]  這裡揀選了俗長一些故事
[00:18:49.120 --> 00:18:53.920]  說到耳掃興旱長子名分的故事
[00:18:53.920 --> 00:18:57.920]  到底想直接跟以色列人說些什麼
[00:18:57.920 --> 00:18:59.360]  或者延伸下來
[00:18:59.360 --> 00:19:01.120]  由舊約到新約
[00:19:01.120 --> 00:19:04.560]  我們作為教會會有什麼教導
[00:19:04.560 --> 00:19:06.800]  對於以色列人來說
[00:19:06.800 --> 00:19:10.720]  直接寫給他們一個長子的故事
[00:19:10.720 --> 00:19:14.480]  講到長子名分的問題的時候
[00:19:14.480 --> 00:19:20.160]  故事當然是想以色列人了解自己的身份
[00:19:20.160 --> 00:19:23.120]  原來其他的經文告訴我們
[00:19:23.120 --> 00:19:29.280]  以色列民 以色列國是神的長子
[00:19:29.280 --> 00:19:32.480]  我們看《出埃及記》四章二十二節
[00:19:32.480 --> 00:19:36.000]  這裡說到你要對法老說
[00:19:36.000 --> 00:19:41.440]  摩西地神差派要跟法老對抗
[00:19:41.440 --> 00:19:42.800]  對法老說什麼呢
[00:19:42.800 --> 00:19:44.400]  耶和華者人說
[00:19:44.400 --> 00:19:47.920]  以色列是我的長子
[00:19:47.920 --> 00:19:51.920]  原來以色列人整個民族的子民
[00:19:51.920 --> 00:19:54.560]  就是上帝的第一端
[00:19:54.560 --> 00:19:56.320]  是上帝的恩典
[00:19:56.320 --> 00:19:59.360]  白白地將他們從遺老之地
[00:19:59.360 --> 00:20:02.960]  埃及救出來作為他的長子
[00:20:02.960 --> 00:20:04.160]  他的第一端
[00:20:04.160 --> 00:20:06.960]  在上帝的財產當中
[00:20:06.960 --> 00:20:08.720]  在上帝的國度裡面
[00:20:08.720 --> 00:20:10.560]  他們是多麼寶貴
[00:20:10.560 --> 00:20:12.160]  《出埃及記》十九章
[00:20:12.160 --> 00:20:15.040]  繼續有一種主題
[00:20:15.040 --> 00:20:18.960]  十九章他們快要來到西大山的時候
[00:20:18.960 --> 00:20:21.120]  摩西上到神的那裡
[00:20:21.120 --> 00:20:23.680]  耶和華在山上呼召他
[00:20:23.680 --> 00:20:26.880]  你要跟亞國家和以色列人說什麼呢
[00:20:26.880 --> 00:20:27.840]  第四節
[00:20:27.840 --> 00:20:29.920]  我向埃及人所行的
[00:20:29.920 --> 00:20:30.800]  你們都看見
[00:20:30.800 --> 00:20:33.360]  看見我怎樣將鷹一樣
[00:20:33.360 --> 00:20:35.840]  背在我翅膀上
[00:20:35.840 --> 00:20:38.320]  帶領你來到這個地方西大山
[00:20:38.320 --> 00:20:41.440]  現在你們若是實在聽我的話
[00:20:41.440 --> 00:20:42.960]  遵守我的約
[00:20:42.960 --> 00:20:46.000]  你們就會在萬民當中
[00:20:46.000 --> 00:20:49.760]  作為我屬我的產業
[00:20:49.760 --> 00:20:51.200]  這是一個特別的字
[00:20:51.200 --> 00:20:52.480]  Treasure
