
[00:00:00.000 --> 00:00:04.880]  我們看巴黎宗教的背景
[00:09:29.840 --> 00:09:33.680]  巴力的循環就是最著名的
[00:09:33.680 --> 00:09:37.360]  有時候我們叫這個故事
[00:09:37.360 --> 00:09:44.880]  在六塊的泥板上講述了巴力的故事
[00:09:44.880 --> 00:09:49.040]  有時候叫做巴力的循環故事
[00:09:49.040 --> 00:09:50.320]  Bale Cycle
[00:09:50.320 --> 00:09:52.640]  有時候叫做巴力神話
[00:09:52.640 --> 00:09:53.600]  Bale Myth
[00:09:53.600 --> 00:09:56.560]  或者有時候叫做Bale Anarch Myth
[00:09:56.560 --> 00:10:02.240]  Anarch就是巴力的妹妹
[00:10:02.240 --> 00:10:04.080]  或者又是他的情人
[00:10:04.080 --> 00:10:07.440]  他們叫做兩夫妻
[00:10:07.440 --> 00:10:12.720]  他們有一些神話的故事跟他們有關等等
[00:10:12.720 --> 00:10:16.000]  在這六塊泥板上
[00:10:16.000 --> 00:10:18.000]  Tablet 1-6
[00:10:18.000 --> 00:10:21.680]  記載了一個相當完整的故事
[00:10:21.680 --> 00:10:26.960]  講述巴力如何在眾神裡面崛起
[00:10:26.960 --> 00:10:29.680]  然後他最後贏得了王權
[00:10:29.680 --> 00:10:31.680]  成為至高者
[00:10:31.680 --> 00:10:34.880]  成為真正的God of Gods
[00:10:34.880 --> 00:10:36.560]  就是眾神裡面的神
[00:10:36.560 --> 00:10:39.120]  所以我們需要理解一下
[00:10:39.120 --> 00:10:42.640]  當時的人如何理解巴力
[00:10:42.640 --> 00:10:47.680]  以至我們可以理解到聖經裡面提到巴力的時候
[00:10:47.680 --> 00:10:50.080]  耶和華跟巴力的鬥爭上
[00:10:50.080 --> 00:10:52.080]  到底為什麼會出現這樣的故事
[00:10:52.080 --> 00:10:53.600]  或者這樣的記載
[00:10:53.600 --> 00:10:56.800]  你看看地圖
[00:10:56.800 --> 00:10:58.800]  你就知道烏加利亞就在最北邊
[00:10:58.800 --> 00:11:01.200]  以色列就在南邊
[00:11:01.200 --> 00:11:02.800]  耶路撒冷這個地方
[00:11:02.800 --> 00:11:04.320]  當時分了南北角
[00:11:04.320 --> 00:11:05.120]  阿哈的時候
[00:11:05.120 --> 00:11:06.080]  北角就是以色列
[00:11:06.080 --> 00:11:07.760]  下面就是猶大國
[00:11:07.760 --> 00:11:12.880]  但是整塊土地叫做大迦南地
[00:11:12.880 --> 00:11:14.880]  Greater Canaan這個地方
[00:11:14.880 --> 00:11:19.280]  之前我們提過這個地方是一個中間之地
[00:11:19.280 --> 00:11:22.320]  所以在文化上一定會有互通
[00:11:22.320 --> 00:11:25.600]  或者互相交流
[00:11:25.600 --> 00:11:27.600]  互相有互動
[00:11:27.600 --> 00:11:33.920]  所以看烏加利亞講巴力的故事
[00:11:33.920 --> 00:11:37.680]  這些泥板一定可以幫助我們去理解
[00:11:37.680 --> 00:11:39.680]  以色列或者猶大國
[00:11:39.680 --> 00:11:42.720]  以色列在迦南地這個地方
[00:11:42.720 --> 00:11:46.000]  他們所面對的一些文化的衝擊
[00:11:46.000 --> 00:11:48.000]  巴力給他們的衝擊
[00:11:48.000 --> 00:11:49.040]  一定是有用的
[00:11:49.040 --> 00:11:51.680]  並且我們知道烏加利文
[00:11:51.680 --> 00:11:54.320]  剛才我們所講的泥板等等
[00:11:54.320 --> 00:12:00.720]  烏加利文是屬於西面閃族的語言
[00:12:00.720 --> 00:12:02.720]  West Semitic
[00:12:02.720 --> 00:12:03.920]  這一堆
[00:12:03.920 --> 00:12:06.480]  敘利亞和巴勒斯坦地
[00:12:06.480 --> 00:12:08.480]  很多不同的語言
[00:12:08.480 --> 00:12:10.480]  包括希伯來文
[00:12:10.480 --> 00:12:12.480]  都是屬於West Semitic
[00:12:12.480 --> 00:12:14.480]  就是西閃族語
[00:12:14.480 --> 00:12:16.480]  西閃族語是什麼意思呢
[00:12:16.480 --> 00:12:18.480]  大概最簡單來說
[00:12:18.480 --> 00:12:20.480]  西閃族語就是
[00:12:20.480 --> 00:12:22.480]  很多時候他們的字根
[00:12:22.480 --> 00:12:26.480]  都是用三個字母來組成
[00:12:26.480 --> 00:12:29.520]  所以如果讀過一點點希伯來文就知道了
[00:12:29.520 --> 00:12:33.520]  大部分希伯來文的生字
[00:12:33.520 --> 00:12:34.480]  動詞
[00:12:34.480 --> 00:12:36.480]  都是用三個字母
[00:12:36.480 --> 00:12:39.600]  三個consonant來組成的
[00:12:39.600 --> 00:12:42.480]  這個就是西閃族語的特色
[00:12:42.480 --> 00:12:45.360]  並且我們知道在西閃族語裡面
[00:12:45.360 --> 00:12:48.880]  烏加利文的文字
[00:12:48.880 --> 00:12:51.760]  和希伯來文是非常相似的
[00:12:51.760 --> 00:12:53.280]  有很多的字眼
[00:12:53.280 --> 00:12:54.800]  甚至是一模一樣的
[00:12:54.800 --> 00:12:56.320]  只不過寫法是不同的
[00:12:56.320 --> 00:12:58.320]  他們就是用楔形文字
[00:12:58.320 --> 00:13:00.320]  然後後期的希伯來文
[00:13:00.320 --> 00:13:02.320]  就是用一些square script
[00:13:02.320 --> 00:13:05.680]  就是正方的字母
[00:13:05.680 --> 00:13:08.720]  所以這個對比
[00:13:08.720 --> 00:13:11.360]  是一定有好處的
[00:13:11.360 --> 00:13:13.360]  一定可以幫助我們理解
[00:13:13.360 --> 00:13:17.200]  聖經怎麼去對抗當時的文化

