
[00:00:00.000 --> 00:00:04.600]  弟兄姊妹平安!我們還在農曆新年裏面
[00:03:38.360 --> 00:03:44.280]  「這些時以後 耶穌在提比利亞海又向門徒顯現」
[00:03:44.280 --> 00:03:46.160]  這裏提及「這些時」
[00:03:46.160 --> 00:03:49.480]  是指二十章
[00:03:49.480 --> 00:03:53.080]  耶穌向瑪利亞、彼得、約翰
[00:03:53.080 --> 00:03:59.760]  又向一個門徒甚至多瑪顯現的事
[00:03:59.760 --> 00:04:01.600]  當時甚麼門徒
[00:04:01.600 --> 00:04:06.400]  就好像我們在2020年裏面的那種感受
[00:04:06.400 --> 00:04:10.680]  感受到恐懼、懷疑、憂愁
[00:04:10.680 --> 00:04:15.160]  所以你見到他們不斷在背後哭
[00:04:15.160 --> 00:04:20.800]  也怕得要關上門 不讓人進來
[00:04:20.800 --> 00:04:22.520]  但來到這裏
[00:04:22.520 --> 00:04:24.880]  來到提比利亞海邊
[00:04:24.880 --> 00:04:28.600]  門徒顯然不同了
[00:04:28.600 --> 00:04:30.600]  敢走出去
[00:04:30.600 --> 00:04:34.960]  但他們卻在當中不同
[00:04:34.960 --> 00:04:39.880]  他們這班人有的是西門彼得
[00:04:39.880 --> 00:04:43.680]  和稱為底土馬的多瑪
[00:04:43.680 --> 00:04:47.200]  並有加利利、加南人拿達葉
[00:04:47.200 --> 00:04:50.440]  還有西米泰的兩個兒子
[00:04:50.440 --> 00:04:52.080]  還有兩個門徒
[00:04:52.080 --> 00:04:54.680]  都在一起做甚麼?
[00:04:54.680 --> 00:04:57.440]  無所事事 頹
[00:04:57.440 --> 00:05:01.640]  你見到彼得說「去打魚了」
[00:05:01.640 --> 00:05:05.080]  其他人竟然說「跟」
[00:05:05.080 --> 00:05:06.880]  情況像甚麼呢?
[00:05:06.880 --> 00:05:08.080]  今天無緣無故
[00:05:08.080 --> 00:05:11.480]  可能大家在打麻將
[00:05:11.480 --> 00:05:15.040]  突然說「很無聊 不過去喝早茶」
[00:05:15.040 --> 00:05:19.240]  「等茶樓開門」
[00:05:19.240 --> 00:05:21.520]  這班人又說「都幾好」
[00:05:21.520 --> 00:05:23.520]  就跟了
[00:05:23.520 --> 00:05:25.920]  他們去了打魚
[00:05:25.920 --> 00:05:29.200]  但到頭來只有一個頹
[00:05:29.200 --> 00:05:32.000]  你見到他們真的很無所事事
[00:05:32.000 --> 00:05:36.000]  到一個真是
[00:05:36.000 --> 00:05:38.960]  都不知道怎樣說的狀態
[00:05:38.960 --> 00:05:40.960]  但耶穌起耳後
[00:05:40.960 --> 00:05:42.280]  祂就出現
[00:05:42.280 --> 00:05:43.560]  祂就出手
[00:05:43.560 --> 00:05:48.160]  祂很刻意想幫這班無所事事的人
[00:05:48.160 --> 00:05:50.160]  祂怎樣幫?
[00:05:50.160 --> 00:05:52.280]  在四至五節可以說
[00:05:52.280 --> 00:05:55.280]  去暫住
[00:05:55.280 --> 00:05:57.880]  去叫他們出去打魚
[00:05:57.880 --> 00:06:00.600]  但你發現一件事
[00:06:00.600 --> 00:06:02.600]  我們無所事事
[00:06:02.600 --> 00:06:05.080]  但耶穌出現的同在
[00:06:05.080 --> 00:06:10.760]  祂是想跟我們一起無所事事
[00:06:10.760 --> 00:06:12.640]  我自己說到這一句
[00:06:12.640 --> 00:06:14.120]  自己都想偷笑
[00:06:14.120 --> 00:06:18.760]  其實覺得很有安慰
[00:06:18.760 --> 00:06:21.040]  耶穌不是罵我們
[00:06:21.040 --> 00:06:23.040]  祂是想跟我們一起
[00:06:23.040 --> 00:06:24.800]  感恩的是
[00:06:24.800 --> 00:06:28.040]  耶穌透過這種無所事事
[00:06:28.040 --> 00:06:31.400]  就在做門徒訓練
[00:06:31.400 --> 00:06:34.920]  很多人說一段門徒訓練
[00:06:34.920 --> 00:06:38.920]  其實是去嘗試
[00:06:38.920 --> 00:06:44.520]  回想當初
[00:06:44.520 --> 00:06:47.280]  去呼召他們做門徒的經驗
[00:06:47.280 --> 00:06:51.720]  但我不是很認同這個說法
[00:06:51.720 --> 00:06:52.920]  為甚麼這樣說呢?
[00:06:52.920 --> 00:06:58.320]  你想想作為當事人的作者約翰
[00:06:58.320 --> 00:07:02.920]  如果他真的想你每一個讀者
[00:07:02.920 --> 00:07:05.240]  去聯想這兩件事
[00:07:05.240 --> 00:07:08.080]  一定會有些提示在當中
[00:07:08.080 --> 00:07:10.200]  但整卷約翰福音
[00:07:10.200 --> 00:07:16.440]  連提當時呼召的經歷都沒有
[00:07:16.440 --> 00:07:18.440]  提甚麼?
[00:07:18.440 --> 00:07:19.720]  更加另一方面
[00:07:19.720 --> 00:07:22.520]  你會看到整個呼召裡面
[00:07:22.520 --> 00:07:26.760]  當初的呼召有彼得、安德烈
[00:07:26.760 --> 00:07:31.440]  雅各和約翰在當中
[00:07:31.440 --> 00:07:35.880]  但這裡的七個人
[00:07:35.880 --> 00:07:39.080]  耶穌沒有理由想做門徒訓練
[00:07:39.080 --> 00:07:40.640]  只對著那四個
[00:07:40.640 --> 00:07:43.560]  而其他三個就當做教會人士
[00:07:43.560 --> 00:07:44.960]  沒有理由的
[00:07:44.960 --> 00:07:46.960]  還有一個原因
[00:07:46.960 --> 00:07:53.400]  如果耶穌要說呼召工作的話
[00:07:53.400 --> 00:07:55.600]  第一句應該會問他
[00:07:55.600 --> 00:07:58.080]  你在做甚麼?
[00:07:58.080 --> 00:07:59.840]  但這裡耶穌說甚麼?
[00:07:59.840 --> 00:08:02.200]  你吃飯了沒有?
[00:08:02.200 --> 00:08:04.000]  問他在吃飯了沒有
[00:08:04.000 --> 00:08:05.400]  是完全不同的
[00:08:05.400 --> 00:08:10.040]  耶穌不是我不斷說廢話的人
[00:08:10.040 --> 00:08:15.640]  他叫他去打魚似乎另有一個目的
[00:08:15.640 --> 00:08:17.240]  如果你想知道是甚麼目的
[00:08:17.240 --> 00:08:19.560]  就看看有甚麼效果
[00:08:19.560 --> 00:08:22.760]  最快你看到的一個效果
[00:08:22.760 --> 00:08:30.360]  就是去想那班門徒認得是主
[00:08:30.360 --> 00:08:34.600]  想那班門徒認得是主
[00:08:34.600 --> 00:08:41.000]  按照亞當·格蘭特所說的語言
[00:08:41.000 --> 00:08:44.200]  其實要怎樣面對語言呢?
[00:08:44.200 --> 00:08:46.120]  首先做一件事
[00:08:46.120 --> 00:08:49.240]  就是要去認知它
[00:08:49.240 --> 00:08:53.080]  你能夠提到那些情緒
[00:08:53.080 --> 00:08:56.400]  去認知自己有甚麼情緒
[00:08:56.400 --> 00:08:57.840]  發生了甚麼事
[00:08:57.840 --> 00:09:00.120]  是第一個步驟
[00:09:00.120 --> 00:09:03.600]  但耶穌不僅幫助那班門徒
[00:09:03.600 --> 00:09:10.120]  去認知他們那一刻無所事事
[00:09:10.120 --> 00:09:16.600]  耶穌更加幫助他們認知自己就是主
[00:09:16.600 --> 00:09:23.640]  去讓那班門徒認得主現在實實在在
[00:09:23.640 --> 00:09:25.000]  存在
[00:09:25.000 --> 00:09:28.200]  正在工作
[00:09:28.200 --> 00:09:29.760]  七罩八積
[00:09:29.760 --> 00:09:35.840]  你看到那班門徒拿到耶穌是主
[00:09:35.840 --> 00:09:38.400]  認得是主
[00:09:38.400 --> 00:09:39.760]  他們的行動是怎樣的呢?
[00:09:39.760 --> 00:09:41.240]  快了很多
[00:09:41.240 --> 00:09:43.520]  彼得立即跳進水裡
[00:09:43.520 --> 00:09:47.320]  噗噗噗
[00:09:47.320 --> 00:09:50.440]  你看到人生是會有改變的
[00:09:50.440 --> 00:09:51.960]  當你拿到
[00:09:51.960 --> 00:09:54.240]  你知道發生了甚麼事
[00:09:54.240 --> 00:09:56.880]  是有改變的
[00:09:56.880 --> 00:10:00.280]  當我們很多人遇上一些很頹
[00:10:00.280 --> 00:10:02.960]  或者一些困局裡面
[00:10:02.960 --> 00:10:05.640]  上上都會問一件事
[00:10:05.640 --> 00:10:08.720]  耶穌你死了嗎?
[00:10:08.720 --> 00:10:10.320]  我不知道你有沒有問過
[00:10:10.320 --> 00:10:14.760]  我很認真跟你說一件事
[00:10:14.760 --> 00:10:17.240]  問這句話
[00:10:17.240 --> 00:10:19.160]  很值得
[00:10:19.160 --> 00:10:21.880]  因為當你問的時候
[00:10:21.880 --> 00:10:22.880]  你會知道
[00:10:22.880 --> 00:10:26.040]  耶穌真的為了我們死了
[00:10:26.040 --> 00:10:28.720]  死了在十字架之上
[00:10:28.720 --> 00:10:30.480]  降在陰間
[00:10:30.480 --> 00:10:31.800]  第三天
[00:10:31.800 --> 00:10:34.160]  滿有能力地復活
[00:10:34.160 --> 00:10:35.240]  祂是主
[00:10:35.240 --> 00:10:37.600]  祂是復活得性的主
[00:10:37.600 --> 00:10:41.440]  現在正在工作
[00:10:41.440 --> 00:10:43.400]  當我們知道之後
[00:10:43.400 --> 00:10:44.840]  我們在當中
[00:10:44.840 --> 00:10:47.000]  耶穌也帶了另一個層次
[00:10:47.000 --> 00:10:49.840]  另一個效果在當中
[00:10:49.840 --> 00:10:52.200]  一個的另一個效果
[00:10:52.200 --> 00:10:55.800]  祂很想讓那班門徒
[00:10:55.800 --> 00:10:57.640]  有得吃
[00:10:57.640 --> 00:10:59.160]  我們看下去
[00:10:59.160 --> 00:11:01.320]  我們看到
[00:11:01.320 --> 00:11:03.200]  有得吃
[00:11:03.200 --> 00:11:07.240]  就是耶穌特意走出來
[00:11:07.240 --> 00:11:09.080]  要他們打魚的目的
[00:11:09.080 --> 00:11:10.600]  所以在當中
[00:11:10.600 --> 00:11:14.080]  我想改一下題目或者更正
[00:11:14.080 --> 00:11:20.880]  耶穌不單止想跟我們無所事事
[00:11:20.880 --> 00:11:24.240]  耶穌很想跟你無所事事
[00:11:24.240 --> 00:11:25.840]  吃吃喝喝
[00:11:25.840 --> 00:11:29.640]  才是耶穌想做的目的
[00:11:29.640 --> 00:11:33.000]  我在這裡不是無緣無故地說
[00:11:33.000 --> 00:11:35.720]  或者隨便說的
[00:11:35.720 --> 00:11:40.760]  你看看耶穌四句話
[00:11:40.760 --> 00:11:41.720]  在當中
[00:11:41.720 --> 00:11:44.560]  在第五、第六、第十、第十二節
[00:11:44.560 --> 00:11:46.720]  耶穌說的四句話
[00:11:46.720 --> 00:11:52.360]  其實大部分都跟吃有關
[00:11:52.360 --> 00:11:54.520]  但是很好奇一件事
[00:11:54.520 --> 00:11:59.000]  明明耶穌整晚沒有發過屎
[00:11:59.000 --> 00:12:01.400]  對著那班門徒
[00:12:01.400 --> 00:12:03.400]  就叫他們去找東西吃
[00:12:03.400 --> 00:12:07.280]  叫這班沒有發過屎的門徒去找東西吃
[00:12:07.280 --> 00:12:09.480]  他們辛辛苦苦
[00:12:09.480 --> 00:12:13.560]  最後帶了153條魚回來
[00:12:13.560 --> 00:12:14.680]  那些魚
[00:12:14.680 --> 00:12:15.480]  你想一下
[00:12:15.480 --> 00:12:17.960]  你一天吃這麼多的魚
[00:12:17.960 --> 00:12:22.040]  我也覺得應該夠一個月吃的
[00:12:22.040 --> 00:12:25.160]  他們帶了這麼多外賣回來的時候
[00:12:25.160 --> 00:12:26.240]  但是耶穌怎樣?
[00:12:26.240 --> 00:12:29.520]  他早就預備了早餐
[00:12:29.520 --> 00:12:30.840]  這麼多東西吃不吃
[00:12:30.840 --> 00:12:34.160]  竟然都預備了早餐
[00:12:34.160 --> 00:12:36.480]  還要當初幫他們煮好
[00:12:36.480 --> 00:12:38.760]  等他們回來吃
[00:12:38.760 --> 00:12:42.440]  那為什麼叫外賣呢?
[00:12:42.440 --> 00:12:45.720]  最多就是叫他們「我加餸」
[00:12:45.720 --> 00:12:49.720]  「我們坐在一起圍爐」
[00:12:49.720 --> 00:12:52.680]  當然門徒就不像我這樣
[00:12:52.680 --> 00:12:56.680]  馬上問「圍甚麼」
[00:12:56.680 --> 00:13:04.520]  這班門徒連問耶穌你是誰都不敢問
[00:13:04.520 --> 00:13:07.040]  他們怎麼敢問得出這句話?
[00:13:07.040 --> 00:13:09.600]  你說什麼?
[00:13:09.600 --> 00:13:12.800]  為什麼這麼無所事事、這麼無聊
[00:13:12.800 --> 00:13:14.120]  做這些事
[00:13:14.120 --> 00:13:16.160]  又要我去打魚
[00:13:16.160 --> 00:13:18.720]  但是自己又幫我預備了早餐
[00:13:18.720 --> 00:13:22.320]  他們不敢問
[00:13:22.320 --> 00:13:25.480]  他們很安靜地
[00:13:25.480 --> 00:13:31.120]  去容讓耶穌拿起餅來
[00:13:31.120 --> 00:13:36.680]  拿起魚來給他們吃
[00:13:36.680 --> 00:13:45.000]  我猜那一刻他們不單很安靜地等著
[00:13:45.000 --> 00:13:48.960]  更加想起一件事
[00:13:48.960 --> 00:13:50.640]  我再重申
[00:13:50.640 --> 00:13:53.960]  他們不是想起當初的枯燥
[00:13:53.960 --> 00:13:57.120]  但是想起另一件事
[00:13:57.120 --> 00:14:01.280]  大家知不知道是什麼事?
[00:14:01.280 --> 00:14:05.640]  這裡提到的是提比利亞海
[00:14:05.640 --> 00:14:08.880]  耶穌好像掌管一切
[00:14:08.880 --> 00:14:15.800]  但是這班門徒卻已經預備食物
[00:14:15.800 --> 00:14:20.320]  當中有魚、有餅
[00:14:20.320 --> 00:14:24.880]  並且分級探望
[00:14:24.880 --> 00:14:32.760]  約翰在這裡就刻意用了一些字眼提示我們
[00:14:32.760 --> 00:14:37.080]  你能否想到是什麼?
[00:14:37.080 --> 00:14:38.040]  我們想到魚
[00:14:38.040 --> 00:14:40.400]  我們不想到是很正常的
[00:14:40.400 --> 00:14:44.280]  但是那班門徒一想就想到了
[00:14:44.280 --> 00:14:49.480]  約翰福音六章一至十五節
[00:14:49.480 --> 00:14:53.360]  五名二元
[00:14:53.360 --> 00:14:59.640]  他們回想起那一天
[00:14:59.640 --> 00:15:02.960]  同樣在提比利亞海
[00:15:02.960 --> 00:15:05.800]  耶穌掌管一切
[00:15:05.800 --> 00:15:11.800]  並要門徒去預備食物
[00:15:11.800 --> 00:15:14.400]  約翰福音六章五節
[00:15:14.400 --> 00:15:19.440]  耶穌舉目看見許多的人
[00:15:19.440 --> 00:15:22.840]  就對費力說
[00:15:22.840 --> 00:15:29.480]  我們從哪裡買餅叫這些人吃呢?
[00:15:29.480 --> 00:15:34.440]  這裡耶穌很刻意地問他的本地人
[00:15:34.440 --> 00:15:40.640]  「費力,你在哪裡?從哪裡買餅呢?」
[00:15:40.640 --> 00:15:43.760]  這裡強調的字眼起源是
[00:15:43.760 --> 00:15:49.120]  「從哪裡來?」
[00:15:49.120 --> 00:15:54.560]  似乎想啟發費力去想一想
[00:15:54.560 --> 00:15:59.920]  去鼓勵他實踐、去找
[00:15:59.920 --> 00:16:03.760]  不過在六章六節
[00:16:03.760 --> 00:16:06.320]  費力的回答卻是
[00:16:06.320 --> 00:16:13.840]  「我只有二十兩銀子,這麼多而已」
[00:16:13.840 --> 00:16:19.280]  「要買一個餅叫各人吃飽是不夠的」
[00:16:19.280 --> 00:16:21.640]  你看到費力不是很知道
[00:16:21.640 --> 00:16:22.840]  耶穌問他
[00:16:22.840 --> 00:16:27.200]  他真的看見他的資源很緊絀
[00:16:27.200 --> 00:16:29.800]  但卻沒有回答耶穌問
[00:16:29.800 --> 00:16:33.640]  「從哪裡來?」
[00:16:33.640 --> 00:16:37.200]  另一個門徒安德烈就厲害一點
[00:16:37.200 --> 00:16:39.720]  在六章九節裡
[00:16:39.720 --> 00:16:42.400]  他回答耶穌
[00:16:42.400 --> 00:16:45.040]  他說這裡有一個孩子
[00:16:45.040 --> 00:16:48.800]  帶著五個大麥餅、兩條魚
[00:16:48.800 --> 00:16:51.600]  只是分級在許多人裡
[00:16:51.600 --> 00:16:55.280]  還算什麼呢?
[00:16:55.280 --> 00:17:00.800]  似乎他知道耶穌是資源的來源
[00:17:00.800 --> 00:17:02.800]  他會安排一切的
[00:17:02.800 --> 00:17:04.720]  但他的回答裡
[00:17:04.720 --> 00:17:06.480]  他有一些擔心
[00:17:06.480 --> 00:17:13.000]  擔心現實不夠需求大
[00:17:13.000 --> 00:17:14.960]  但最後耶穌怎樣?
[00:17:14.960 --> 00:17:16.720]  他就出手
[00:17:16.720 --> 00:17:18.320]  跟這段經文一樣
[00:17:18.320 --> 00:17:20.560]  他出手
[00:17:20.560 --> 00:17:22.840]  當他出手的時候
[00:17:22.840 --> 00:17:29.840]  這幫門徒就知道自己再一次衰老
[00:17:29.840 --> 00:17:36.560]  他再一次被這幫門徒提醒一件事
[00:17:36.560 --> 00:17:40.240]  不要再去看現在的現狀
[00:17:40.240 --> 00:17:45.240]  不要再去看那些資源是否緊絀
[00:17:45.240 --> 00:17:48.640]  他仍然要相信
[00:17:48.640 --> 00:17:54.560]  是主已經安排一切去供應
[00:17:54.560 --> 00:17:56.720]  我們要做的
[00:17:56.720 --> 00:18:05.120]  是讓耶穌去鼓勵我們去做應該要做的事
[00:18:05.120 --> 00:18:09.320]  五餅二魚不單止讓我們知道
[00:18:09.320 --> 00:18:13.920]  主是供應的主
[00:18:13.920 --> 00:18:15.520]  是主供應
[00:18:15.520 --> 00:18:16.760]  另一方面
[00:18:16.760 --> 00:18:20.160]  其實也讓我們回望一件事
[00:18:20.160 --> 00:18:25.200]  主是恩典的來源
[00:18:25.200 --> 00:18:29.200]  因為在六章四節
[00:18:29.200 --> 00:18:32.280]  五餅二魚整個片段裡
[00:18:32.280 --> 00:18:37.000]  你會看到約翰會刻意記載
[00:18:37.000 --> 00:18:42.320]  那時猶太人的禹節近了
[00:18:42.320 --> 00:18:51.240]  耶穌在幫大家一起預備這個禹節的一餐
[00:18:51.240 --> 00:18:53.280]  他行這個神蹟
[00:18:53.280 --> 00:18:57.000]  是幫大家去想起禹節
[00:18:57.000 --> 00:18:57.960]  大家都知道
[00:18:57.960 --> 00:19:02.840]  猶太人想起禹節就是恩典的記號
[00:19:02.840 --> 00:19:07.880]  每年猶太人都會回想事主
[00:19:07.880 --> 00:19:12.360]  去拯救以色列人出埃及
[00:19:12.360 --> 00:19:14.360]  不是人說事
[00:19:14.360 --> 00:19:19.240]  不是自己可以完美地處理事主
[00:19:19.240 --> 00:19:21.360]  所以當中
[00:19:21.360 --> 00:19:26.360]  我們猶太人每一年都會用禹節的晚餐
[00:19:26.360 --> 00:19:29.040]  去紀念那份恩典
[00:19:29.040 --> 00:19:33.200]  那份舊恩
[00:19:33.200 --> 00:19:35.400]  這份回想
[00:19:35.400 --> 00:19:37.800]  這份回望
[00:19:37.800 --> 00:19:41.040]  令到門徒記得起
[00:19:41.040 --> 00:19:44.360]  所有事都是恩典來的
[00:19:44.360 --> 00:19:50.480]  去知道自己頂多只是那個途徑
[00:19:50.480 --> 00:19:52.600]  那個器皿
[00:19:52.600 --> 00:19:57.200]  或者只是那個見證人
[00:19:57.200 --> 00:20:01.240]  去見證神那份恩典
[00:20:01.240 --> 00:20:03.600]  在我們當中
[00:20:03.600 --> 00:20:04.880]  而我們要做什麼?
[00:20:04.880 --> 00:20:07.440]  作為那份器皿的途徑
[00:20:07.440 --> 00:20:13.640]  我們只可以跟著
[00:20:13.640 --> 00:20:15.640]  以愛還愛
[00:20:15.640 --> 00:20:21.320]  以恩報恩
[00:20:21.320 --> 00:20:25.000]  可以想像這一餐圍爐
[00:20:25.000 --> 00:20:28.680]  應該是一份很靜態的
[00:20:28.680 --> 00:20:33.480]  一邊吃一邊都沒有人出聲
[00:20:33.480 --> 00:20:35.320]  不過每一個人
[00:20:35.320 --> 00:20:40.000]  內心卻不是無所事事
[00:20:40.000 --> 00:20:45.000]  而是不斷去回想、回望
[00:20:45.000 --> 00:20:50.480]  我想回望是一樣很重要的事
[00:20:50.480 --> 00:20:52.480]  我會想像
[00:20:52.480 --> 00:20:55.480]  當我們去看《聖經》的時候
[00:20:55.480 --> 00:20:57.480]  我們會想像
[00:20:57.480 --> 00:20:59.480]  當我們去看《聖經》的時候
[00:20:59.480 --> 00:21:01.480]  我們會想像
[00:21:01.480 --> 00:21:03.480]  當我們去看《聖經》的時候
[00:21:03.480 --> 00:21:05.480]  我們會想像
[00:21:05.480 --> 00:21:07.480]  當我們去看《聖經》的時候
[00:21:07.480 --> 00:21:09.480]  我們會想像
[00:21:09.480 --> 00:21:11.480]  當我們去看《聖經》的時候
[00:21:11.480 --> 00:21:13.480]  我們會想像
[00:21:13.480 --> 00:21:15.480]  當我們去看《聖經》的時候
[00:21:15.480 --> 00:21:17.480]  我們會想像
[00:21:17.480 --> 00:21:19.480]  當我們去看《聖經》的時候
[00:21:19.480 --> 00:21:21.480]  我們會想像
[00:21:21.480 --> 00:21:23.480]  當我們去看《聖經》的時候
[00:21:23.480 --> 00:21:25.480]  我們會想像
[00:21:25.480 --> 00:21:27.480]  當我們去看《聖經》的時候
[00:21:27.480 --> 00:21:29.480]  我們會想像
[00:21:29.480 --> 00:21:31.480]  當我們去看《聖經》的時候
[00:21:31.480 --> 00:21:33.480]  我們會想像
[00:21:33.480 --> 00:21:35.480]  當我們去看《聖經》的時候
[00:21:35.480 --> 00:21:37.480]  我們會想像
[00:21:37.480 --> 00:21:39.480]  當我們去看《聖經》的時候
[00:21:39.480 --> 00:21:41.480]  我們會想像
[00:21:41.480 --> 00:21:43.480]  當我們去看《聖經》的時候
[00:21:43.480 --> 00:21:45.480]  我們會想像
[00:21:45.480 --> 00:21:47.480]  當我們去看《聖經》的時候
[00:21:47.480 --> 00:21:49.480]  我們會想像
[00:21:49.480 --> 00:21:51.480]  當我們去看《聖經》的時候
[00:21:51.480 --> 00:21:53.480]  我們會想像
[00:21:53.480 --> 00:21:55.480]  當我們去看《聖經》的時候
[00:21:55.480 --> 00:21:57.480]  我們會想像
[00:21:57.480 --> 00:21:59.480]  當我們去看《聖經》的時候
[00:21:59.480 --> 00:22:01.480]  我們會想像
[00:22:01.480 --> 00:22:03.480]  當我們去看《聖經》的時候
[00:22:03.480 --> 00:22:05.480]  我們會想像
[00:22:05.480 --> 00:22:07.480]  當我們去看《聖經》的時候
[00:22:07.480 --> 00:22:09.480]  我們會想像
[00:22:09.480 --> 00:22:11.480]  當我們去看《聖經》的時候
[00:22:11.480 --> 00:22:13.480]  我們會想像
[00:22:13.480 --> 00:22:15.480]  當我們去看《聖經》的時候
[00:22:15.480 --> 00:22:17.480]  我們會想像
[00:22:17.480 --> 00:22:19.480]  當我們去看《聖經》的時候
[00:22:19.480 --> 00:22:21.480]  我們會想像
[00:22:21.480 --> 00:22:23.480]  當我們去看《聖經》的時候
[00:22:23.480 --> 00:22:25.480]  我們會想像
[00:22:25.480 --> 00:22:27.480]  當我們去看《聖經》的時候
[00:22:27.480 --> 00:22:29.480]  我們會想像
[00:22:29.480 --> 00:22:31.480]  當我們去看《聖經》的時候
[00:22:31.480 --> 00:22:33.480]  我們會想像
[00:22:33.480 --> 00:22:35.480]  當我們去看《聖經》的時候
[00:22:35.480 --> 00:22:37.480]  我們會想像
[00:22:37.480 --> 00:22:39.480]  當我們去看《聖經》的時候
[00:22:39.480 --> 00:22:41.480]  我們會想像
[00:22:41.480 --> 00:22:43.480]  當我們去看《聖經》的時候
[00:22:43.480 --> 00:22:45.480]  我們會想像
[00:22:45.480 --> 00:22:47.480]  當我們去看《聖經》的時候
[00:22:47.480 --> 00:22:49.480]  我們會想像
[00:22:49.480 --> 00:22:51.480]  當我們去看《聖經》的時候
[00:22:51.480 --> 00:22:53.480]  我們會想像
[00:22:53.480 --> 00:22:55.480]  當我們去看《聖經》的時候
[00:22:55.480 --> 00:22:57.480]  我們會想像
[00:22:57.480 --> 00:22:59.480]  當我們去看《聖經》的時候
[00:22:59.480 --> 00:23:01.480]  我們會想像
[00:23:01.480 --> 00:23:03.480]  當我們去看《聖經》的時候
[00:23:03.480 --> 00:23:05.480]  我們會想像
[00:23:05.480 --> 00:23:07.480]  當我們去看《聖經》的時候
[00:23:07.480 --> 00:23:09.480]  我們會想像
[00:23:09.480 --> 00:23:11.480]  當我們去看《聖經》的時候
[00:23:11.480 --> 00:23:13.480]  我們會想像
[00:23:13.480 --> 00:23:15.480]  當我們去看《聖經》的時候
[00:23:15.480 --> 00:23:17.480]  我們會想像
