
[00:00:00.000 --> 00:00:01.840]   - Good morning everyone.
[00:02:39.840 --> 00:02:42.680]   without the Word of God, without a correct understanding,
[00:02:42.680 --> 00:02:46.480]   without a solid teaching of sound doctrine.
[00:02:46.480 --> 00:02:49.400]   And that's why God has given us the scripture.
[00:02:49.400 --> 00:02:51.440]   And this is the verse of the week for this week,
[00:02:51.440 --> 00:02:52.720]   for this current week.
[00:02:52.720 --> 00:02:56.360]   And it's taken from the chapters that we are studying on.
[00:02:56.360 --> 00:03:00.560]   It's 2 Timothy 3, the last two verses.
[00:03:00.560 --> 00:03:03.000]   16 and 17, last two verses.
[00:03:03.000 --> 00:03:05.600]   Let's recite it together.
[00:03:05.600 --> 00:03:08.800]   All scripture is breathed out by God
[00:03:08.800 --> 00:03:13.520]   and profitable for teaching, for reproof, for correction,
[00:03:13.520 --> 00:03:15.520]   for training in righteousness,
[00:03:15.520 --> 00:03:18.320]   that the man of God may be complete,
[00:03:18.320 --> 00:03:20.960]   equipped for every good work.
[00:03:20.960 --> 00:03:24.860]   2 Timothy 3, 16 to 17.
[00:03:24.860 --> 00:03:28.000]   All right, so we got to have this verse,
[00:03:28.000 --> 00:03:31.440]   or these verses memorized for this week, okay?
[00:03:31.440 --> 00:03:34.680]   So whenever you are doing this or doing your work
[00:03:34.680 --> 00:03:39.680]   or there is some break time in your mind,
[00:03:39.680 --> 00:03:41.560]   try to recite this.
[00:03:41.560 --> 00:03:44.560]   I give you the Bible reference, 2 Timothy 3,
[00:03:44.560 --> 00:03:47.440]   and you can find it and recite it.
[00:03:47.440 --> 00:03:52.120]   All scripture is the breath of God, you know?
[00:03:52.120 --> 00:03:54.760]   And we're gonna study this chapter, chapter three.
[00:03:54.760 --> 00:03:58.760]   And remember last time I said this long chapter
[00:03:58.760 --> 00:04:02.840]   of 17 verses can be divided into two parts.
[00:04:02.840 --> 00:04:05.600]   And the first part is verses one to nine.
[00:04:05.600 --> 00:04:08.160]   Second part is 10 to 17.
[00:04:08.160 --> 00:04:11.600]   And the first part from verses one to nine
[00:04:11.600 --> 00:04:16.520]   is the dangers of neglecting God's word.
[00:04:16.520 --> 00:04:19.360]   God's own word, if we neglect or we ignore,
[00:04:19.360 --> 00:04:21.080]   there are dangers, right?
[00:04:21.080 --> 00:04:24.320]   Remember Paul is trying to warn Timothy.
[00:04:24.320 --> 00:04:27.480]   And again, Paul is the mentor pastor of Timothy.
[00:04:27.480 --> 00:04:29.360]   Timothy is his disciple.
[00:04:29.360 --> 00:04:31.360]   Timothy is kind of his mentee.
[00:04:31.360 --> 00:04:36.360]   And Timothy is being in charge of the churches in Ephesus.
[00:04:36.360 --> 00:04:39.760]   And Paul is writing this letter in very personal tone.
[00:04:39.760 --> 00:04:42.720]   That's why we call it pastoral letters, right?
[00:04:42.720 --> 00:04:46.480]   First and second Timothy in the book of Titus.
[00:04:46.480 --> 00:04:48.440]   He's writing to his mentees.
[00:04:48.440 --> 00:04:49.720]   Timothy is one of them.
[00:04:49.720 --> 00:04:52.520]   And trying to teach them, trying to encourage him
[00:04:52.520 --> 00:04:56.720]   to persevere in shepherding the church of God.
[00:04:56.720 --> 00:04:58.840]   There were many opposition, there were false teachers,
[00:04:58.840 --> 00:05:02.040]   there were many dangers in the church,
[00:05:02.040 --> 00:05:04.600]   in the small churches in Ephesus.
[00:05:04.600 --> 00:05:08.400]   And the first nine verses, it says there were dangers
[00:05:08.400 --> 00:05:12.280]   warning Timothy that this is the last days.
[00:05:12.280 --> 00:05:15.840]   Remember what I said about last day in New Testament term?
[00:05:15.840 --> 00:05:19.200]   The last day is the period between the first coming
[00:05:19.200 --> 00:05:23.220]   of Christ and the second coming of Christ,
[00:05:23.220 --> 00:05:24.680]   the final coming of Christ,
[00:05:24.680 --> 00:05:28.800]   which is still lying in the future, right?
[00:05:28.800 --> 00:05:31.040]   First coming of Christ, we know what it is.
[00:05:31.040 --> 00:05:34.760]   Incarnation of Christ, Jesus came in human form,
[00:05:34.760 --> 00:05:36.680]   fully God and fully man.
[00:05:36.680 --> 00:05:39.480]   And he died for us, died for our sins.
[00:05:39.480 --> 00:05:41.240]   And on the cross, he was crucified.
[00:05:41.240 --> 00:05:42.760]   And on the third day, he rose again
[00:05:42.760 --> 00:05:45.920]   and he was ascended to heaven.
[00:05:45.920 --> 00:05:47.840]   And he's king in heaven.
[00:05:47.840 --> 00:05:49.520]   And that is the first coming.
[00:05:49.520 --> 00:05:53.240]   And between first and second coming, it is the last days,
[00:05:53.240 --> 00:05:54.920]   the last period of human history
[00:05:54.920 --> 00:05:56.920]   according to biblical timeline.
[00:05:56.920 --> 00:06:00.320]   And Paul is saying to Timothy, this is a dangerous time
[00:06:00.320 --> 00:06:03.280]   because there are many difficulties
[00:06:03.280 --> 00:06:06.800]   and people are drawn to falsehood, right?
[00:06:08.040 --> 00:06:13.040]   I remember a few years ago when we had the pandemic,
[00:06:13.040 --> 00:06:18.320]   when the pandemic first hit us, right?
[00:06:18.320 --> 00:06:24.280]   Remember on social media, there's so much misinformation,
[00:06:24.280 --> 00:06:25.520]   right?
[00:06:25.520 --> 00:06:27.320]   There's so much conspiracy theories
[00:06:27.320 --> 00:06:32.320]   or just feeding our uncertainty, feeding our fear.
[00:06:32.320 --> 00:06:35.280]   And sometimes people are being hijacked
[00:06:35.280 --> 00:06:37.460]   by fear and uncertainty.
[00:06:37.460 --> 00:06:40.160]   And because the time was difficult, right?
[00:06:40.160 --> 00:06:41.760]   And we were in fear.
[00:06:41.760 --> 00:06:45.080]   And whatever information feed into our brain, our mind,
[00:06:45.080 --> 00:06:47.720]   especially sensational materials,
[00:06:47.720 --> 00:06:52.720]   they become like wildfire in the social media.
[00:06:52.720 --> 00:06:58.440]   And I just wonder, shaking my head at times,
[00:06:58.440 --> 00:07:02.800]   why people would come to believe in falsehood, right?
[00:07:02.800 --> 00:07:07.080]   Something is clearly wrong, right?
[00:07:07.080 --> 00:07:10.080]   And they just never double check, right?
[00:07:10.080 --> 00:07:15.080]   And, you know, scammers, right?
[00:07:15.080 --> 00:07:18.640]   It's all over the place, right?
[00:07:18.640 --> 00:07:19.480]   Yeah.
[00:07:19.480 --> 00:07:24.040]   I don't know how many scam calls you get during the week.
[00:07:24.040 --> 00:07:26.120]   How many calls you get during the week?
[00:07:26.120 --> 00:07:27.960]   Or text messages?
[00:07:27.960 --> 00:07:29.280]   I can't count, you know?
[00:07:29.280 --> 00:07:30.120]   I can't count.
[00:07:30.120 --> 00:07:32.440]   You know, every day I get something like,
[00:07:32.440 --> 00:07:36.360]   (speaking in foreign language)
[00:07:36.360 --> 00:07:38.440]   (laughing)
[00:07:38.440 --> 00:07:39.280]   Something like that.
[00:07:39.280 --> 00:07:41.680]   In Chinese sometimes, sometimes in English, right?
[00:07:41.680 --> 00:07:45.160]   Hi, you know, I'm your old friend, you know.
[00:07:45.160 --> 00:07:46.640]   I know some of your friend.
[00:07:46.640 --> 00:07:50.320]   Or I even claim that they know my dad, you know?
[00:07:50.320 --> 00:07:52.120]   My dad passed away many years ago.
[00:07:52.120 --> 00:07:53.560]   (laughing)
[00:07:53.560 --> 00:07:57.160]   But, you know, there are people who believe in scams, right?
[00:07:57.160 --> 00:08:02.160]   Not too long ago, I received a phone call from a young girl.
[00:08:02.400 --> 00:08:04.920]   I received a phone call from a young girl.
[00:08:04.920 --> 00:08:09.480]   And she was in the mid-twenties.
[00:08:09.480 --> 00:08:11.760]   And she called me because she was in trouble.
[00:08:11.760 --> 00:08:16.800]   She received a call from IRS, you know,
[00:08:16.800 --> 00:08:18.240]   our tax department, right?
[00:08:18.240 --> 00:08:19.280]   US tax department.
[00:08:19.280 --> 00:08:20.920]   It's very scary.
[00:08:20.920 --> 00:08:22.280]   Called her and said,
[00:08:22.280 --> 00:08:24.920]   "Hey, you did not file your taxes, right?
[00:08:24.920 --> 00:08:26.040]   "For so many years, right?
[00:08:26.040 --> 00:08:28.440]   "You've been working, you did not file your taxes.
[00:08:28.440 --> 00:08:31.100]   "And now you have to pay back, all right?
[00:08:31.100 --> 00:08:33.700]   "And you have to pay back like $5,000.
[00:08:33.700 --> 00:08:37.680]   "But this is how you, you know, deal with IRS, right?"
[00:08:37.680 --> 00:08:39.800]   There's a scammer told her,
[00:08:39.800 --> 00:08:42.920]   "Okay, you go to the Apple store, all right?
[00:08:42.920 --> 00:08:47.920]   "You go to Apple store and buy Apple gift cards
[00:08:47.920 --> 00:08:50.740]   "of 5,000 worth, all right?
[00:08:50.740 --> 00:08:54.420]   "And you're gonna give me the gift card number
[00:08:54.420 --> 00:08:56.920]   "and the code or whatever identification.
[00:08:56.920 --> 00:09:00.500]   "And you give it to me, you know, through email online.
[00:09:00.500 --> 00:09:03.680]   "And then, you know, we're gonna cancel out your taxes.
[00:09:03.680 --> 00:09:04.520]   "All right?"
[00:09:04.520 --> 00:09:06.840]   And she believed it.
[00:09:06.840 --> 00:09:12.320]   She went to Apple store and got all the gift cards
[00:09:12.320 --> 00:09:17.660]   and 5,000 worth and gave all the numbers away.
[00:09:17.660 --> 00:09:19.680]   It was crazy.
[00:09:19.680 --> 00:09:21.940]   And that's why she called me.
[00:09:21.940 --> 00:09:24.900]   She said, "My goodness, I'm in trouble.
[00:09:24.900 --> 00:09:29.280]   "Now I realize, you know, it was a scam, right?"
[00:09:30.260 --> 00:09:33.060]   So miserable, right?
[00:09:33.060 --> 00:09:34.740]   There's nothing I can do, right?
[00:09:34.740 --> 00:09:36.820]   There's nothing you can do, right?
[00:09:36.820 --> 00:09:39.140]   But it just blow my mind, you know,
[00:09:39.140 --> 00:09:44.140]   how she could have believed something like that, right?
[00:09:44.140 --> 00:09:45.420]   You know why?
[00:09:45.420 --> 00:09:47.700]   It's not because she was stupid, right?
[00:09:47.700 --> 00:09:48.760]   She's very smart.
[00:09:48.760 --> 00:09:54.740]   It was because she was in fear, right?
[00:09:54.740 --> 00:09:57.000]   Indeed, she did not file taxes.
[00:09:58.300 --> 00:10:00.280]   Indeed, for a couple of years, she did not,
[00:10:00.280 --> 00:10:03.840]   she forgot or she just ignore it, right?
[00:10:03.840 --> 00:10:08.020]   And she knew that she owed some money to IRS, right?
[00:10:08.020 --> 00:10:13.080]   And that's how the scammers got to her, right?
[00:10:13.080 --> 00:10:16.300]   Because she was in a state of uncertainty and fear
[00:10:16.300 --> 00:10:18.520]   and all sorts of misleading content
[00:10:18.520 --> 00:10:20.800]   that she would believe, right?
[00:10:20.800 --> 00:10:23.560]   And this is the last stage, right?
[00:10:23.560 --> 00:10:25.720]   And we continue to read this passage.
[00:10:25.720 --> 00:10:30.720]   We find that Paul is trying to urge Timothy
[00:10:30.720 --> 00:10:33.780]   to learn the truth and learn the word of God.
[00:10:33.780 --> 00:10:35.980]   And that's why the second part, he says,
[00:10:35.980 --> 00:10:40.920]   there's so much benefit of learning the word of God,
[00:10:40.920 --> 00:10:43.220]   learning the truth, trying to discern, right?
[00:10:43.220 --> 00:10:46.380]   And we go through this part of this passage already
[00:10:46.380 --> 00:10:49.920]   last week from verses 10 to 15.
[00:10:49.920 --> 00:10:53.720]   And now we come to this two verses,
[00:10:53.720 --> 00:10:57.720]   the verse of the week, verse of this week.
[00:10:57.720 --> 00:11:00.520]   And I tell you, in the entire Bible,
[00:11:00.520 --> 00:11:04.440]   these two verses, 2 Timothy 3, 16 to 17,
[00:11:04.440 --> 00:11:09.300]   are some of the most important verses in the Bible.
[00:11:09.300 --> 00:11:15.440]   These two verses are some of the most important verses
[00:11:15.440 --> 00:11:16.820]   in scripture.
[00:11:16.820 --> 00:11:20.820]   And let's unpack it and we'll see why.
[00:11:20.820 --> 00:11:23.680]   It says, "All scripture is the breath of God."
[00:11:23.680 --> 00:11:24.520]   God breathed.
[00:11:24.520 --> 00:11:26.960]   God breathed.
[00:11:26.960 --> 00:11:31.960]   And it's useful for teaching, rebuking,
[00:11:31.960 --> 00:11:35.200]   correcting, and training in righteousness,
[00:11:35.200 --> 00:11:39.360]   so that the man of God may be thoroughly equipped
[00:11:39.360 --> 00:11:42.920]   for every good work.
[00:11:42.920 --> 00:11:47.920]   Now, these verses are very, very valuable, very important.
[00:11:47.920 --> 00:11:49.000]   And why?
[00:11:49.920 --> 00:11:54.600]   Now, this is the last paragraph of chapter three.
[00:11:54.600 --> 00:11:57.040]   And Paul is trying to encourage Timothy,
[00:11:57.040 --> 00:11:59.760]   yeah, learn from your mentors, right?
[00:11:59.760 --> 00:12:02.640]   Remember, Paul is one of his mentors.
[00:12:02.640 --> 00:12:04.480]   And who else?
[00:12:04.480 --> 00:12:09.480]   His mother and Timothy's grandmother, right?
[00:12:09.480 --> 00:12:11.720]   Eunice and Lois.
[00:12:11.720 --> 00:12:14.880]   Learn from them, because since you were a child,
[00:12:14.880 --> 00:12:19.240]   you were learning scripture from these people, right?
[00:12:19.240 --> 00:12:21.800]   And here in verse 16, he says,
[00:12:21.800 --> 00:12:25.000]   "All scripture is the breath of God."
[00:12:25.000 --> 00:12:26.120]   Well, let's unpack it.
[00:12:26.120 --> 00:12:31.120]   Our first, the key word here is the breath of God.
[00:12:31.120 --> 00:12:33.280]   God breathed out.
[00:12:33.280 --> 00:12:35.920]   He spoke forth His word.
[00:12:35.920 --> 00:12:38.400]   And God is the speaking God.
[00:12:38.400 --> 00:12:44.040]   God spoke and God is speaking today.
[00:12:44.040 --> 00:12:47.200]   And God will be speaking tomorrow.
[00:12:47.200 --> 00:12:50.040]   And God is the God who speaks.
[00:12:50.040 --> 00:12:51.880]   The idols don't speak.
[00:12:51.880 --> 00:12:55.320]   They may have mouth, they may have lips,
[00:12:55.320 --> 00:12:57.560]   but they do not speak.
[00:12:57.560 --> 00:13:00.560]   Now, you don't have to be thoroughly learned in the Bible
[00:13:00.560 --> 00:13:02.840]   and you get the point, right?
[00:13:02.840 --> 00:13:04.440]   Because the first page of the Bible,
[00:13:04.440 --> 00:13:07.520]   when you turn to the Bible, the very first page,
[00:13:07.520 --> 00:13:10.080]   the very first chapter, very first passage,
[00:13:10.080 --> 00:13:12.080]   is Genesis one, right?
[00:13:12.080 --> 00:13:14.900]   In the beginning, God created the heaven and earth, right?
[00:13:14.900 --> 00:13:16.400]   And then there were some other details,
[00:13:16.400 --> 00:13:18.040]   the spirit of God upon the water.
[00:13:18.040 --> 00:13:19.800]   And what did God do?
[00:13:19.800 --> 00:13:22.400]   What was the first thing God did?
[00:13:22.400 --> 00:13:25.360]   He said, right?
[00:13:25.360 --> 00:13:28.320]   And God said, what did He say?
[00:13:28.320 --> 00:13:30.080]   Let there be light, right?
[00:13:30.080 --> 00:13:31.800]   Let there be light.
[00:13:31.800 --> 00:13:33.680]   And then there was light.
[00:13:33.680 --> 00:13:36.800]   So you got that from the first passage of the Bible,
[00:13:36.800 --> 00:13:41.800]   that God has the attribute of speaking.
[00:13:41.800 --> 00:13:44.200]   God is someone who reveals.
[00:13:44.200 --> 00:13:46.640]   God is someone who tells you what to do.
[00:13:46.640 --> 00:13:48.720]   God is someone who can speak.
[00:13:48.720 --> 00:13:51.920]   And here it says all scripture is the breath of God.
[00:13:51.920 --> 00:13:53.160]   It's the very breath of God.
[00:13:53.160 --> 00:13:56.200]   It tells you that God himself
[00:13:56.200 --> 00:14:00.560]   is the ultimate author of the Bible.
[00:14:00.560 --> 00:14:03.000]   You have your Bible on your phone app
[00:14:03.000 --> 00:14:05.640]   or you have a physical print Bible,
[00:14:05.640 --> 00:14:09.860]   but here it declares that all scripture,
[00:14:09.860 --> 00:14:13.360]   the Bible is actually written by God.
[00:14:13.360 --> 00:14:17.480]   Of course, it's written by God through people, right?
[00:14:17.480 --> 00:14:20.840]   Through human authors, like Paul himself, right?
[00:14:20.840 --> 00:14:23.680]   Like Luke, who wrote the Gospel of Luke.
[00:14:23.680 --> 00:14:26.320]   And Mark, the Gospel of Mark.
[00:14:26.320 --> 00:14:27.240]   And some of the letters,
[00:14:27.240 --> 00:14:29.600]   or Moses wrote some of the books, right?
[00:14:29.600 --> 00:14:33.800]   But the ultimate author is God himself.
[00:14:33.800 --> 00:14:36.720]   And it tells you the authority of scripture,
[00:14:36.720 --> 00:14:38.720]   the standard of scripture.
[00:14:38.720 --> 00:14:41.560]   You know, we are an evangelical church,
[00:14:41.560 --> 00:14:46.360]   and we are in the great tradition of reformation.
[00:14:46.360 --> 00:14:51.360]   More than 500 years ago, 1517.
[00:14:51.360 --> 00:14:53.200]   1517.
[00:14:53.200 --> 00:14:58.200]   That was the year that launched the movement of reformation.
[00:14:58.200 --> 00:15:01.200]   And the guy who launched it,
[00:15:01.200 --> 00:15:06.200]   one of the guys who reformed the faith at that time
[00:15:06.200 --> 00:15:08.400]   was Martin Luther, right?
[00:15:08.400 --> 00:15:10.360]   Not Martin Luther King, Jr., okay?
[00:15:10.360 --> 00:15:11.900]   That's a different guy, right?
[00:15:11.900 --> 00:15:14.240]   Martin Luther, 1517.
[00:15:14.240 --> 00:15:15.880]   Martin Luther, okay?
[00:15:15.880 --> 00:15:17.320]   He's a church reformer,
[00:15:17.320 --> 00:15:22.320]   because he saw the Catholic church was broken,
[00:15:22.320 --> 00:15:26.560]   and they were not coming under scripture.
[00:15:26.560 --> 00:15:31.560]   So the entire movement of reformation is to call people,
[00:15:31.560 --> 00:15:35.440]   call the churches to return to the word of God.
[00:15:35.440 --> 00:15:39.360]   And the scripture is the final authority
[00:15:39.360 --> 00:15:41.400]   of everything that we believe
[00:15:41.400 --> 00:15:43.720]   and how we practice the Christian faith.
[00:15:43.720 --> 00:15:45.680]   We always have to return to the word,
[00:15:45.680 --> 00:15:47.040]   return to scripture.
[00:15:47.040 --> 00:15:50.440]   And Paul is saying all scripture is the standard,
[00:15:50.440 --> 00:15:52.120]   because God has written it,
[00:15:52.120 --> 00:15:54.360]   and he has divine authority.
[00:15:54.360 --> 00:15:59.360]   It says all scripture, all scripture, singular, singular.
[00:15:59.360 --> 00:16:07.440]   Now, in the time of Paul, they only had the Old Testament.
[00:16:09.000 --> 00:16:09.960]   Do you get my point?
[00:16:09.960 --> 00:16:12.680]   The New Testament was still in the making, right?
[00:16:12.680 --> 00:16:15.240]   Some of the letters are being written.
[00:16:15.240 --> 00:16:18.160]   By this time when Paul wrote 2 Timothy,
[00:16:18.160 --> 00:16:20.820]   some of the letters from the Old New Testament
[00:16:20.820 --> 00:16:25.160]   or even the gospels were already being circulated,
[00:16:25.160 --> 00:16:27.800]   circulated in different churches.
[00:16:27.800 --> 00:16:31.280]   But the entire New Testament, New Testament canon,
[00:16:31.280 --> 00:16:34.200]   all 27 books are still in the making.
[00:16:34.200 --> 00:16:37.160]   And the Christians in Paul's days in the first century,
[00:16:37.160 --> 00:16:38.960]   they only had the Old Testament,
[00:16:38.960 --> 00:16:43.000]   which was originally written in Hebrew.
[00:16:43.000 --> 00:16:46.920]   And a couple of hundred years before Jesus,
[00:16:46.920 --> 00:16:49.080]   it was translated into Greek.
[00:16:49.080 --> 00:16:51.560]   And the apostle Paul or the early churches,
[00:16:51.560 --> 00:16:53.960]   they were using the Old Testament only,
[00:16:53.960 --> 00:16:58.400]   either in Hebrew or in the translated version Greek,
[00:16:58.400 --> 00:17:00.200]   we call it Septuagint.
[00:17:00.200 --> 00:17:02.320]   They only had the Old Testament.
[00:17:02.320 --> 00:17:04.080]   Now, listen up.
[00:17:04.080 --> 00:17:09.080]   All scripture, Paul is saying all of the Old Testament,
[00:17:09.080 --> 00:17:11.400]   right?
[00:17:11.400 --> 00:17:15.000]   All of the Old Testament, whether it's Hebrew or translated,
[00:17:15.000 --> 00:17:20.000]   they are as one, the Word of God, right?
[00:17:20.000 --> 00:17:24.960]   The whole Old Testament is already the very Word of God.
[00:17:24.960 --> 00:17:25.800]   Right?
[00:17:25.800 --> 00:17:30.880]   Now, you think about it, this is pretty interesting,
[00:17:30.880 --> 00:17:32.720]   pretty inspiring.
[00:17:32.720 --> 00:17:34.480]   Just the Old Testament, right?
[00:17:34.480 --> 00:17:35.680]   Just the Old Testament.
[00:17:35.680 --> 00:17:39.680]   Yeah, maybe somehow your house got caught on fire, right?
[00:17:39.680 --> 00:17:42.000]   And your Bible is being burned, right?
[00:17:42.000 --> 00:17:44.080]   Let's say the New Testament, all 27 books
[00:17:44.080 --> 00:17:45.840]   are being burned away, right?
[00:17:45.840 --> 00:17:47.640]   They've been consumed by fire.
[00:17:47.640 --> 00:17:51.920]   You got out of the fire and you got the Old Testament, right?
[00:17:51.920 --> 00:17:54.960]   You still have the Word of God, right?
[00:17:54.960 --> 00:17:58.360]   The first 39 books.
[00:17:58.360 --> 00:18:00.320]   Paul is saying all the Old Testament
[00:18:00.320 --> 00:18:03.480]   is already the very Word of God.
[00:18:03.480 --> 00:18:05.400]   And think about it, this is very interesting.
[00:18:05.400 --> 00:18:08.960]   For us, we have more than the Old Testament, right?
[00:18:08.960 --> 00:18:13.080]   Because Jesus came and all the books of New Testament
[00:18:13.080 --> 00:18:16.280]   are being written about Him coming, right?
[00:18:16.280 --> 00:18:20.720]   And all 27 books are being added to the,
[00:18:20.720 --> 00:18:24.960]   what we call canon, what we call the full revelation
[00:18:24.960 --> 00:18:26.480]   of God in scripture.
[00:18:26.480 --> 00:18:29.680]   And now we have Old Testament and the New Testament.
[00:18:29.680 --> 00:18:31.760]   We have the Old Testament's 39 books
[00:18:31.760 --> 00:18:34.000]   and we have the New Testament 27 books.
[00:18:34.000 --> 00:18:39.360]   How perfect we are, right?
[00:18:39.360 --> 00:18:42.920]   We have more than what Paul had, right?
[00:18:42.920 --> 00:18:44.360]   What Timothy had.
[00:18:44.360 --> 00:18:46.000]   And we know the Word of God,
[00:18:46.000 --> 00:18:49.000]   we know the will of God so much more.
[00:18:49.000 --> 00:18:51.320]   And we can comprehend the Word of God
[00:18:51.320 --> 00:18:55.360]   or the mind of God, even with more content, right?
[00:18:55.360 --> 00:18:58.400]   We are so blessed to have so much
[00:18:58.400 --> 00:19:00.880]   that God has revealed to all of us,
[00:19:00.880 --> 00:19:02.720]   the Old and the New Testament.
[00:19:02.720 --> 00:19:05.800]   And Paul is saying all scripture is the breath of God
[00:19:05.800 --> 00:19:09.280]   and it's useful, it's profitable, right?
[00:19:09.280 --> 00:19:13.000]   Useful for teaching, for rebuilding, correcting
[00:19:13.000 --> 00:19:15.320]   and training in righteousness
[00:19:15.320 --> 00:19:20.320]   so that we can be fully equipped for every good work.
[00:19:20.320 --> 00:19:23.200]   Let's unpack this.
[00:19:23.200 --> 00:19:27.400]   I still like the New Living Translation, NLT.
[00:19:27.400 --> 00:19:30.480]   And I give you here and at the bottom of the screen
[00:19:30.480 --> 00:19:33.560]   is the contemporary Chinese translation.
[00:19:33.560 --> 00:19:39.080]   I think these more contemporary language
[00:19:39.080 --> 00:19:43.520]   would have us better understand
[00:19:43.520 --> 00:19:46.360]   the usefulness of scripture.
[00:19:46.360 --> 00:19:48.120]   There are four phrases.
[00:19:48.120 --> 00:19:50.360]   Paul is saying, if you go to scripture,
[00:19:50.360 --> 00:19:53.520]   you read the Bible, first thing,
[00:19:53.520 --> 00:19:57.360]   the Bible will teach you what is true, right?
[00:19:57.360 --> 00:19:59.920]   (speaking in foreign language)
[00:19:59.920 --> 00:20:00.760]   Right?
[00:20:00.760 --> 00:20:02.320]   Teach you what is true.
[00:20:02.320 --> 00:20:04.960]   And secondly, is to make you realize
[00:20:04.960 --> 00:20:08.320]   what is wrong in your life, right?
[00:20:08.320 --> 00:20:11.040]   I tell you one of the secrets, I think,
[00:20:11.040 --> 00:20:13.560]   that we don't like to read Bible.
[00:20:13.560 --> 00:20:15.120]   You know why?
[00:20:15.120 --> 00:20:17.400]   Because of this second purpose.
[00:20:17.400 --> 00:20:19.840]   We don't like to be confronted, right?
[00:20:19.840 --> 00:20:23.000]   We always want to be comforted, right?
