
[00:00:00.000 --> 00:00:00.840]   Here we go.
[00:01:26.640 --> 00:01:30.440]   And look, I mean, the author even tells us he's from Gilead
[00:01:30.440 --> 00:01:33.560]   because we don't even know what a Tishbit is.
[00:01:33.560 --> 00:01:35.280]   We don't even know what Tishbit is.
[00:01:35.280 --> 00:01:37.000]   We know it's somewhere in Gilead,
[00:01:37.000 --> 00:01:39.440]   and that's what 1 Kings 17 tells us.
[00:01:39.440 --> 00:01:42.960]   And so he comes out of nowhere in 1 Kings 17,
[00:01:42.960 --> 00:01:45.600]   and he gets a meeting with the king,
[00:01:45.600 --> 00:01:48.060]   King Ahab of the Northern Kingdom.
[00:01:48.060 --> 00:01:50.520]   As we talked about the last time I was here,
[00:01:50.520 --> 00:01:54.200]   and we looked at 1 Kings 17, post-Solomon,
[00:01:54.200 --> 00:01:57.920]   post-David, post-Saul, the kingdom of Israel
[00:01:57.920 --> 00:02:00.080]   was split into two parts.
[00:02:00.080 --> 00:02:03.520]   You had a northern part, northern kingdom,
[00:02:03.520 --> 00:02:05.940]   which was called Judah, and the southern part,
[00:02:05.940 --> 00:02:07.520]   which was called Israel.
[00:02:07.520 --> 00:02:10.260]   Israel was the site of the Babylonian invasions.
[00:02:10.260 --> 00:02:13.120]   That was where, when you look at Nehemiah, Ezra,
[00:02:13.120 --> 00:02:15.280]   that's where the story takes place.
[00:02:15.280 --> 00:02:18.840]   Our story with Elijah takes place actually
[00:02:18.840 --> 00:02:21.200]   right in the northern kingdom.
[00:02:21.200 --> 00:02:22.920]   And out of the northern kingdom,
[00:02:22.920 --> 00:02:27.920]   there's 19 kings who ruled for a long time post-Solomon.
[00:02:27.920 --> 00:02:32.440]   And scripture tells us all 19 kings
[00:02:32.440 --> 00:02:34.940]   were evil in the eyes of the Lord.
[00:02:34.940 --> 00:02:36.580]   None of them were good.
[00:02:36.580 --> 00:02:38.420]   All of them were bad.
[00:02:38.420 --> 00:02:40.440]   But the king that we're looking at today
[00:02:40.440 --> 00:02:44.520]   during the time of Elijah was King Ahab.
[00:02:44.520 --> 00:02:48.840]   He was the worst of the worst of all of the kings.
[00:02:48.840 --> 00:02:52.000]   But ironically, he actually was not the worst.
[00:02:52.000 --> 00:02:54.480]   His wife, Queen Jezebel, actually ends up
[00:02:54.480 --> 00:02:57.120]   being the villain of the story, as you will see,
[00:02:57.120 --> 00:03:01.080]   throughout 17, 18, and 19, the first kings.
[00:03:01.080 --> 00:03:06.080]   And so this guy, Elijah, this Tishbit the Tishbi in Gilead
[00:03:06.080 --> 00:03:08.720]   gets a meeting with King Ahab.
[00:03:08.720 --> 00:03:11.240]   How this real guy gets a meeting with the king,
[00:03:11.240 --> 00:03:12.560]   we don't know.
[00:03:12.560 --> 00:03:17.200]   But he shows up one day and he gets a meeting with the king
[00:03:17.200 --> 00:03:20.800]   and he tells them and the king this,
[00:03:20.800 --> 00:03:25.600]   "Neither dew nor rain except by my word."
[00:03:25.600 --> 00:03:27.400]   He predicts a drought.
[00:03:27.400 --> 00:03:29.620]   He says, "You will not have dew, you will not have rain,
[00:03:29.620 --> 00:03:33.160]   "and it'll last for three and a half years."
[00:03:33.160 --> 00:03:35.920]   And he tells them that my motivation is
[00:03:35.920 --> 00:03:38.040]   the God before whom I stand.
[00:03:38.040 --> 00:03:39.800]   That's why I'm doing all these things.
[00:03:39.800 --> 00:03:44.800]   I'm doing it on behalf of the God before whom I stand.
[00:03:44.800 --> 00:03:47.060]   And so from that point on, later on,
[00:03:47.060 --> 00:03:48.640]   once he says that to the king,
[00:03:48.640 --> 00:03:50.600]   he then ushers him over to Cherith.
[00:03:50.600 --> 00:03:52.480]   God says to him, "Go to Cherith."
[00:03:52.480 --> 00:03:54.920]   And he walks over to Cherith.
[00:03:54.920 --> 00:03:56.840]   And therefore, now he just doesn't,
[00:03:56.840 --> 00:04:00.120]   he lives there for at least a year
[00:04:00.120 --> 00:04:02.000]   or maybe a long number of months,
[00:04:02.000 --> 00:04:04.120]   not definitely, not a couple weeks,
[00:04:04.120 --> 00:04:07.840]   where scripture tells us he's fed by the ravens
[00:04:07.840 --> 00:04:11.720]   and he is drinking from the brook over in Cherith.
[00:04:11.720 --> 00:04:14.320]   Soon after, the brook dries up in Cherith,
[00:04:14.320 --> 00:04:17.760]   and God tells him, "I want you to go to Zarephath."
[00:04:17.760 --> 00:04:20.040]   And it's a hundred miles walking.
[00:04:20.040 --> 00:04:22.360]   By the way, it's the birthplace of Queen Jezebel,
[00:04:22.360 --> 00:04:25.640]   who is the villain and the queen of this entire story,
[00:04:25.640 --> 00:04:26.460]   married to Ahab.
[00:04:26.460 --> 00:04:29.680]   "Go, walk over to Zarephath,
[00:04:29.680 --> 00:04:32.560]   "and there you will find a widow."
[00:04:32.560 --> 00:04:36.520]   And he comes across this widow and she's picking up sticks.
[00:04:36.520 --> 00:04:38.560]   And this widow is picking up sticks and he approaches her,
[00:04:38.560 --> 00:04:42.240]   and she says to him, "Look, whatever you need,
[00:04:42.240 --> 00:04:43.760]   "I don't have anything.
[00:04:43.760 --> 00:04:46.200]   "I'm picking up sticks.
[00:04:46.200 --> 00:04:48.800]   "I have a little flour, a little oil.
[00:04:48.800 --> 00:04:50.460]   "I'm gonna mix it with water.
[00:04:50.460 --> 00:04:51.420]   "I'm gonna make some bread,
[00:04:51.420 --> 00:04:53.520]   "and then my son and I are gonna die.
[00:04:53.520 --> 00:04:54.540]   "And we're just gonna eat and die.
[00:04:54.540 --> 00:04:56.260]   "That's it, we have nothing.
[00:04:56.260 --> 00:04:59.240]   "So Lord, you made me walk a hundred miles
[00:04:59.240 --> 00:05:02.320]   "to Zarephath for this, yes?"
[00:05:02.320 --> 00:05:04.080]   The Lord knows where you are.
[00:05:05.160 --> 00:05:08.120]   The Lord knows what you need.
[00:05:08.120 --> 00:05:10.320]   The Lord knows where you're going.
[00:05:10.320 --> 00:05:14.460]   That's the key that Elijah had to learn.
[00:05:14.460 --> 00:05:19.520]   The God before whom I stand, that's my motivation.
[00:05:19.520 --> 00:05:24.400]   Go to Zarephath, go to Cherith, all of those things.
[00:05:24.400 --> 00:05:28.480]   We follow the Lord because one, he knows where we are,
[00:05:28.480 --> 00:05:32.420]   he knows what we need, and he knows where we're going.
[00:05:32.420 --> 00:05:34.840]   It doesn't go according to plan.
[00:05:34.840 --> 00:05:36.400]   It may not be where we wanna go.
[00:05:36.400 --> 00:05:39.120]   It may not be what we think that we need,
[00:05:39.120 --> 00:05:40.960]   but the Lord knows what we need,
[00:05:40.960 --> 00:05:43.520]   where we're going, and where we are.
[00:05:43.520 --> 00:05:47.760]   Later on, stories, his son dies and all that other stuff,
[00:05:47.760 --> 00:05:51.000]   and now there's a miracle that performs,
[00:05:51.000 --> 00:05:53.440]   and now today in 1 Kings 7, 18,
[00:05:53.440 --> 00:05:56.000]   which some of you guys who have been here have heard,
[00:05:56.000 --> 00:05:59.160]   and so we're gonna go through that story one more time,
[00:05:59.160 --> 00:06:02.580]   is the showdown and the battle at Mount Carmel.
[00:06:03.680 --> 00:06:07.240]   And so now it's been three and a half years.
[00:06:07.240 --> 00:06:11.120]   The drought is finally over.
[00:06:11.120 --> 00:06:13.880]   And 1 Kings 18 tells us,
[00:06:13.880 --> 00:06:18.320]   "After many days, the word of the Lord came to Elijah
[00:06:18.320 --> 00:06:22.220]   "in the third year, saying, 'Go, show yourself to Ahab,
[00:06:22.220 --> 00:06:24.800]   "'and I will send rain upon the earth.'"
[00:06:24.800 --> 00:06:29.800]   After three and a half years, go to Ahab, the drought is over.
[00:06:29.800 --> 00:06:33.060]   So Elijah went to show himself to Ahab.
[00:06:33.060 --> 00:06:37.440]   Now, the famine was very severe in Samaria.
[00:06:37.440 --> 00:06:40.480]   Samaria is the capital city of the northern kingdom
[00:06:40.480 --> 00:06:42.220]   where Ahab has his kingdom.
[00:06:42.220 --> 00:06:47.640]   The famine is very severe, the drought is very severe.
[00:06:47.640 --> 00:06:52.640]   It's been three and a half years of no water.
[00:06:52.640 --> 00:06:55.720]   And there later on, there's Obadiah,
[00:06:55.720 --> 00:06:57.200]   we don't have time to go through that,
[00:06:57.200 --> 00:06:59.560]   that's the chief of staff, his conversation, Obadiah.
[00:06:59.560 --> 00:07:04.560]   And so now he gets to Ahab and he proposes a challenge.
[00:07:04.560 --> 00:07:09.400]   Ahab, we're gonna meet at Mount Carmel.
[00:07:09.400 --> 00:07:15.160]   You bring all your prophets, Abau and Asherah.
[00:07:15.160 --> 00:07:19.020]   I will bring my God and we're gonna meet here
[00:07:19.020 --> 00:07:22.160]   and we're gonna call upon the name of the Lord
[00:07:22.160 --> 00:07:25.300]   and whoever, whatever happens, if the Lord brings fire,
[00:07:25.300 --> 00:07:29.400]   whichever God, whether it's Abau or my God brings fire,
[00:07:29.400 --> 00:07:32.260]   that is the true God, what do you think?
[00:07:32.260 --> 00:07:35.240]   Ahab says, I like this idea.
[00:07:35.240 --> 00:07:40.240]   You have one God, I have 450, let's do it.
[00:07:40.240 --> 00:07:46.240]   So they came together and they meet at Mount Carmel.
[00:07:46.240 --> 00:07:50.980]   450 prophets, Abau and Asherah shows up.
[00:07:50.980 --> 00:07:55.700]   Elijah shows up and all of Israel, because they're curious,
[00:07:55.700 --> 00:07:57.200]   they wanna know what happens.
[00:07:58.080 --> 00:08:02.000]   They all show up and here's what he says.
[00:08:02.000 --> 00:08:07.120]   So Ahab sent to all the people of Israel
[00:08:07.120 --> 00:08:10.060]   and gathered the prophets together at Mount Carmel.
[00:08:10.060 --> 00:08:13.040]   This is verse 20, chapter 18.
[00:08:13.040 --> 00:08:15.800]   And Elijah came near to all the people and said,
[00:08:15.800 --> 00:08:17.920]   "How long will you go limping
[00:08:17.920 --> 00:08:21.520]   "between two different opinions?
[00:08:21.520 --> 00:08:24.700]   "If the Lord is God, follow him.
[00:08:24.700 --> 00:08:27.820]   "But if Baal, then follow him."
[00:08:27.820 --> 00:08:33.720]   And the people did not answer him a word.
[00:08:33.720 --> 00:08:37.300]   The Israelites sat there and stood there.
[00:08:37.300 --> 00:08:40.440]   They had no response.
[00:08:40.440 --> 00:08:43.800]   They did not answer him a word.
[00:08:43.800 --> 00:08:45.520]   One of the things that we talked about,
[00:08:45.520 --> 00:08:47.360]   and there's two things that I wanted to touch base
[00:08:47.360 --> 00:08:49.960]   on the second part, is are we limping
[00:08:49.960 --> 00:08:52.980]   between two different opinions?
[00:08:53.880 --> 00:08:56.060]   As Christ followers, as Christians,
[00:08:56.060 --> 00:09:00.320]   are we limping through two different opinions?
[00:09:00.320 --> 00:09:02.580]   Let me give you two illustrations of what that means
[00:09:02.580 --> 00:09:04.940]   for us in our context.
[00:09:04.940 --> 00:09:07.000]   There's the first one, there's more the black
[00:09:07.000 --> 00:09:09.440]   and white version of it, right?
[00:09:09.440 --> 00:09:12.600]   In terms of limping between two different opinions.
[00:09:12.600 --> 00:09:15.380]   The first one is that we limp between following Christ
[00:09:15.380 --> 00:09:17.160]   and we limp between the world.
[00:09:17.160 --> 00:09:18.000]   It's black and white.
[00:09:18.000 --> 00:09:21.380]   We have one foot following Christ, we're all in.
[00:09:21.380 --> 00:09:24.920]   We're all in in terms of following Christ.
[00:09:24.920 --> 00:09:28.460]   But there's another part of our life
[00:09:28.460 --> 00:09:32.140]   where we're attracted by what the world offers.
[00:09:32.140 --> 00:09:37.020]   We're attracted by the power, the influence,
[00:09:37.020 --> 00:09:40.620]   the money, the wealth, the promises.
[00:09:40.620 --> 00:09:43.660]   We limp between following Christ
[00:09:43.660 --> 00:09:46.480]   and following what the world has to offer.
[00:09:46.480 --> 00:09:51.000]   Because that was Ahab and Jezebel's problem.
[00:09:51.000 --> 00:09:54.360]   They wanted the prosperity and fertility
[00:09:54.360 --> 00:09:57.060]   which they believed that Baal could offer them.
[00:09:57.060 --> 00:10:01.880]   For us as Christians, we want what the world has to offer
[00:10:01.880 --> 00:10:05.080]   because it's the money, the relationship,
[00:10:05.080 --> 00:10:08.940]   the job, the status that we believe
[00:10:08.940 --> 00:10:11.880]   is the answer to all of our problems.
[00:10:11.880 --> 00:10:15.080]   That's what Judas believed.
[00:10:15.080 --> 00:10:17.400]   That's why he turned on Jesus.
[00:10:17.400 --> 00:10:18.960]   That's what David believed
[00:10:18.960 --> 00:10:20.400]   and that's why he made the decisions
[00:10:20.400 --> 00:10:23.760]   when he saw Bathsheba, he wanted Bathsheba.
[00:10:23.760 --> 00:10:26.540]   That's what Solomon believed and all of his wisdom,
[00:10:26.540 --> 00:10:28.760]   the wisest of all the kings,
[00:10:28.760 --> 00:10:33.340]   fell into a lust of women
[00:10:33.340 --> 00:10:36.840]   because for him, that gave him fulfillment.
[00:10:36.840 --> 00:10:41.960]   But ultimately, did Judas find fulfillment?
[00:10:41.960 --> 00:10:45.720]   Ultimately, did David find fulfillment?
[00:10:47.440 --> 00:10:50.960]   Ultimately, did Solomon find fulfillment?
[00:10:50.960 --> 00:10:54.840]   The rich, young ruler, when Jesus would come in front of him,
[00:10:54.840 --> 00:10:57.800]   the rich, young ruler wanted to follow Jesus
[00:10:57.800 --> 00:11:01.480]   and Jesus says to him, "Sell everything and follow me."
[00:11:01.480 --> 00:11:05.020]   The rich, young ruler had a hard time.
[00:11:05.020 --> 00:11:08.880]   The black and white issue is that as Christ followers,
[00:11:08.880 --> 00:11:12.480]   we limp between two different opinions.
[00:11:12.480 --> 00:11:15.400]   We limp between the opinions of following Christ
[00:11:16.360 --> 00:11:19.800]   versus the opinion of what the world has to offer.
[00:11:19.800 --> 00:11:21.440]   Now, here's the one thing.
[00:11:21.440 --> 00:11:23.640]   And some of you guys are sitting here right now.
[00:11:23.640 --> 00:11:26.880]   So it's like my friend who I was texting
[00:11:26.880 --> 00:11:28.720]   and when I was originally did this sermon,
[00:11:28.720 --> 00:11:30.660]   this one friend texted me and she says,
[00:11:30.660 --> 00:11:33.720]   "You know, I have a hard time following
[00:11:33.720 --> 00:11:36.260]   "and giving up my life because I actually,
[00:11:36.260 --> 00:11:38.520]   "do I really wanna sell everything
[00:11:38.520 --> 00:11:42.400]   "and be poor all my life just to follow Christ?"
[00:11:42.400 --> 00:11:45.520]   I actually think sometimes people believe that.
[00:11:45.520 --> 00:11:47.680]   I believe that a lot of times with Christians,
[00:11:47.680 --> 00:11:50.160]   we sit here and we say, "Okay, following Christ
[00:11:50.160 --> 00:11:51.760]   "means I have to sell everything,
[00:11:51.760 --> 00:11:53.560]   "I have to be poor and give up everything."
[00:11:53.560 --> 00:11:54.920]   Is that what, no, no, no, no, no.
[00:11:54.920 --> 00:11:57.720]   I don't think that's really what God is trying to say.
[00:11:57.720 --> 00:12:00.080]   Being a Christian does not mean that you sit there
[00:12:00.080 --> 00:12:02.320]   and you sell everything and you become poor
[00:12:02.320 --> 00:12:04.360]   and you give up everything.
[00:12:04.360 --> 00:12:06.040]   For some of us who are sitting here,
[00:12:06.040 --> 00:12:08.160]   God has placed us in a position,
[00:12:08.160 --> 00:12:11.720]   whether it's your job, your gifts, or your creativity,
[00:12:11.720 --> 00:12:15.440]   all of those things, he has given you certain things.
[00:12:15.440 --> 00:12:19.120]   Some of you guys who are sitting here right now
[00:12:19.120 --> 00:12:23.160]   have the capability of making money.
[00:12:23.160 --> 00:12:26.000]   If God is giving you the skills and the gifts
[00:12:26.000 --> 00:12:29.500]   to make money, make money.
[00:12:29.500 --> 00:12:32.160]   If God has given you the skills to be a pharmacist,
[00:12:32.160 --> 00:12:34.120]   be the best pharmacist that you can.
[00:12:34.120 --> 00:12:36.560]   If God has given you the skills to be an engineer,
[00:12:36.560 --> 00:12:39.080]   be the best engineer that you possibly can.
[00:12:39.080 --> 00:12:42.780]   Whatever you do, thrive and be successful at it.
[00:12:43.960 --> 00:12:46.680]   That doesn't mean that you can't have vacations
[00:12:46.680 --> 00:12:48.400]   or have nice stuff and all that stuff.
[00:12:48.400 --> 00:12:50.820]   You know what it means to follow Christ?
[00:12:50.820 --> 00:12:55.460]   It's whose life do you belong to?
[00:12:55.460 --> 00:12:59.120]   That when you sit there and look at all your skills
[00:12:59.120 --> 00:13:04.120]   and all your gifts and all your money and all your time,
[00:13:04.120 --> 00:13:08.920]   whose life does it belong to?
[00:13:08.920 --> 00:13:13.520]   Do you sit there and just say, "A part of it is mine,"
[00:13:13.520 --> 00:13:16.240]   or, "Lord, here's my entire life.
[00:13:16.240 --> 00:13:19.040]   "Here's all my skills that you've given me.
[00:13:19.040 --> 00:13:20.440]   "Here's all my talents.
[00:13:20.440 --> 00:13:21.800]   "Here's everything I'm able to achieve
[00:13:21.800 --> 00:13:25.880]   "because of your name, and I lift it up to you."
[00:13:25.880 --> 00:13:29.260]   Whose life do you belong to?
[00:13:29.260 --> 00:13:31.880]   That's one aspect of wrestling
[00:13:31.880 --> 00:13:34.040]   between two different opinions.
[00:13:34.040 --> 00:13:34.960]   What's the other one?
[00:13:34.960 --> 00:13:37.040]   Here's another one that's kind of new,
[00:13:37.040 --> 00:13:38.520]   that's emerging as well, too,
[00:13:38.520 --> 00:13:40.220]   that I really wanna talk with,
[00:13:40.220 --> 00:13:43.860]   because I'm not sure, I bet you some of you guys here,
[00:13:43.860 --> 00:13:47.560]   especially living in the US and being in America,
[00:13:47.560 --> 00:13:50.680]   you probably see, it's this.
[00:13:50.680 --> 00:13:56.300]   We are disenchanted by the local church.
[00:13:56.300 --> 00:13:59.140]   We get frustrated by Christians.
[00:13:59.140 --> 00:14:02.780]   We get frustrated by what we see
[00:14:02.780 --> 00:14:06.680]   on behalf of the church in America and over the world.
[00:14:06.680 --> 00:14:10.400]   That has created a new phenomenon
[00:14:10.400 --> 00:14:12.700]   that we've started seeing in the last 10 years.
[00:14:12.700 --> 00:14:14.800]   Let me give you some examples of what I mean by that.
[00:14:14.800 --> 00:14:16.080]   And I wanna land on that.
[00:14:16.080 --> 00:14:17.480]   That's one of the reasons why I wanna spend
[00:14:17.480 --> 00:14:18.720]   some time on this.
[00:14:18.720 --> 00:14:20.140]   There's this whole aspect of limping
[00:14:20.140 --> 00:14:23.040]   between two different opinions, black and white.
[00:14:23.040 --> 00:14:25.620]   One way in the world, one way of following Christ,
[00:14:25.620 --> 00:14:27.940]   but there's another one where we're limped
[00:14:27.940 --> 00:14:31.000]   between two worlds, and it's a little more gray.
[00:14:31.000 --> 00:14:32.120]   What do I mean by that?
[00:14:32.120 --> 00:14:33.280]   Let me talk about this.
[00:14:33.280 --> 00:14:34.320]   It's this whole idea.
[00:14:34.320 --> 00:14:36.680]   I don't exactly like this word,
[00:14:36.680 --> 00:14:37.800]   but people have been using it,
[00:14:37.800 --> 00:14:41.280]   calling it the deconstruction of the Christian faith.
[00:14:41.280 --> 00:14:44.920]   Here's what we're beginning to see a lot.
[00:14:44.920 --> 00:14:49.920]   Church attendance over the last 10 years
[00:14:49.920 --> 00:14:54.600]   have continued to decline at a rapid rate.
[00:14:54.600 --> 00:14:56.600]   Here's some reasons.
[00:14:56.600 --> 00:15:00.060]   We're dissatisfied with many of our church options.
[00:15:00.060 --> 00:15:04.040]   I'm not, and this is not Urban Voice, please,
[00:15:04.040 --> 00:15:06.800]   but this is just a general church in America.
[00:15:06.800 --> 00:15:08.720]   People in America are frustrated
[00:15:08.720 --> 00:15:11.740]   by the behavior of church members.
[00:15:11.740 --> 00:15:15.720]   We don't know how to disagree anymore.
[00:15:15.720 --> 00:15:16.880]   We fight too much.
[00:15:16.880 --> 00:15:20.040]   In too many churches, the whole idea of proclamation
[00:15:20.040 --> 00:15:23.400]   refers to justice, politics play a role in it,
[00:15:23.400 --> 00:15:24.420]   everything like that.
[00:15:24.420 --> 00:15:25.480]   People are frustrated.
[00:15:25.480 --> 00:15:27.280]   People are frustrated with what they see
[00:15:27.280 --> 00:15:30.320]   and the behavior of different church members.
[00:15:30.320 --> 00:15:31.960]   People are frustrated because they feel like
[00:15:31.960 --> 00:15:34.880]   when they come to church, it's just a show.
[00:15:34.880 --> 00:15:36.920]   We sit there, we listen to music,
[00:15:36.920 --> 00:15:40.960]   and some of these guys just have all these different pizzazz
[00:15:40.960 --> 00:15:45.240]   and lights and smoke shows and all these different things.
[00:15:45.240 --> 00:15:48.200]   We feel like it's a show,
[00:15:48.200 --> 00:15:50.400]   and we're frustrated by what we see.
[00:15:50.400 --> 00:15:53.340]   More and more, you're hearing about
[00:15:53.340 --> 00:15:55.600]   the controversy of pastors,
[00:15:55.600 --> 00:15:56.960]   the things that they do,
[00:15:56.960 --> 00:15:59.760]   the things, times when they get in trouble.
[00:15:59.760 --> 00:16:03.560]   We're frustrated by how much that we read in the news
[00:16:03.560 --> 00:16:06.360]   about how bad pastors are.
[00:16:06.360 --> 00:16:10.440]   The church is intolerant and exclusionary to people
[00:16:10.440 --> 00:16:15.000]   who do not believe like them or act like them.
[00:16:15.000 --> 00:16:18.020]   The church in America is unwilling to engage
[00:16:18.020 --> 00:16:20.500]   in contemporary issues.
[00:16:20.500 --> 00:16:23.240]   We don't talk about the role of the church
[00:16:23.240 --> 00:16:25.280]   as dealing with migrants.
[00:16:25.280 --> 00:16:30.120]   We don't deal with church issues in dealing with racism.
[00:16:30.120 --> 00:16:32.200]   We do talk a lot about black, white.
[00:16:32.200 --> 00:16:34.120]   Sometimes we have a hard time with that.
[00:16:34.120 --> 00:16:36.240]   We don't talk about Asian hate
[00:16:36.240 --> 00:16:38.600]   a lot of times in many churches.
[00:16:38.600 --> 00:16:42.160]   Churches struggle with talking about LGBTQ.
[00:16:42.160 --> 00:16:46.520]   We don't talk about cultural issues in churches.
[00:16:46.520 --> 00:16:51.180]   There is an overemphasis on political and social agendas.
[00:16:51.180 --> 00:16:52.920]   There's many belief that if you're a Christian,
[00:16:52.920 --> 00:16:54.560]   you have to be a Republican.
[00:16:54.560 --> 00:16:55.800]   You can't be a Democrat.
[00:16:55.800 --> 00:16:58.240]   Democrats disagree with all of these things.
[00:16:58.240 --> 00:17:00.220]   And people may say,
[00:17:00.220 --> 00:17:03.160]   "Hey man, it's been really developing
[00:17:03.160 --> 00:17:04.760]   and building up since COVID."
[00:17:04.760 --> 00:17:07.720]   No, no, it's been building up for over 10 years.
[00:17:07.720 --> 00:17:12.240]   Back in the early 80s and 90s,
[00:17:12.240 --> 00:17:14.600]   a few churches, a few pastors in the US
[00:17:14.600 --> 00:17:17.940]   began to experiment with a new way of doing church,
[00:17:17.940 --> 00:17:20.260]   according to different people who are out there
[00:17:20.260 --> 00:17:24.580]   in terms of Barna studies and also Gallup studies.
[00:17:24.580 --> 00:17:29.060]   These ministries began to design a church experience
[00:17:29.060 --> 00:17:31.860]   that will be available to everyone
[00:17:31.860 --> 00:17:34.420]   in which it reaches out to everyone.
[00:17:34.420 --> 00:17:38.620]   It would draw and make church attractive.
[00:17:38.620 --> 00:17:40.380]   One author writes this,
[00:17:40.380 --> 00:17:42.740]   "The logic was simple.
[00:17:42.740 --> 00:17:45.420]   If the baby boomers in the US
[00:17:45.420 --> 00:17:48.780]   did not feel the need to connect with God,
[00:17:48.780 --> 00:17:51.660]   then perhaps another felt need
[00:17:51.660 --> 00:17:53.880]   would draw them into the church,
[00:17:53.880 --> 00:17:56.640]   the need for community, entertainment,
[00:17:56.640 --> 00:17:59.120]   help with their children and their marriage.
[00:17:59.120 --> 00:18:03.620]   They would include music, improve the music,
[00:18:03.620 --> 00:18:06.820]   support groups, drama, sermons
[00:18:06.820 --> 00:18:09.660]   that reached out and ministered to you.
[00:18:09.660 --> 00:18:12.640]   And hopefully you will find God as well."
[00:18:12.640 --> 00:18:13.980]   And that was a strategy.
[00:18:14.820 --> 00:18:19.820]   And that strategy worked very well in the 80s and 90s.
[00:18:19.820 --> 00:18:23.380]   Evangelical churches began experimenting
[00:18:23.380 --> 00:18:26.760]   on Sunday morning services with worship experience
[00:18:26.760 --> 00:18:29.460]   with the emphasis on production.
[00:18:29.460 --> 00:18:33.440]   In the 1990s, the emphasis starts shifting
[00:18:33.440 --> 00:18:36.260]   to program, art, and services
[00:18:36.260 --> 00:18:41.500]   that really excited and drew in different people.
[00:18:41.500 --> 00:18:44.580]   New churches strip religious icons from their exteriors
[00:18:44.580 --> 00:18:49.580]   and interiors and gravitated toward an architectural style
[00:18:49.580 --> 00:18:53.500]   that blended the feeling of a mall,
[00:18:53.500 --> 00:18:58.500]   a university campus, movie theater versus a church.
[00:18:58.500 --> 00:19:01.420]   Church could be anything
[00:19:01.420 --> 00:19:05.380]   as long as it wasn't boring.
[00:19:05.380 --> 00:19:08.380]   But the problem is,
[00:19:08.380 --> 00:19:11.500]   the problem with creating a church that attracted people
[00:19:11.500 --> 00:19:14.180]   that we saw in the US in the 80s and 90s,
[00:19:14.180 --> 00:19:16.960]   created another problem.
[00:19:16.960 --> 00:19:21.000]   The growth and direction of the modern church
[00:19:21.000 --> 00:19:23.460]   was fueled and influenced by money
[00:19:23.460 --> 00:19:26.380]   donated by all of these people
[00:19:26.380 --> 00:19:28.220]   who were attracted by this model
[00:19:28.220 --> 00:19:30.060]   because the plan worked.
[00:19:30.060 --> 00:19:33.300]   People started coming to church
[00:19:33.300 --> 00:19:36.940]   and there started being a lot of money
[00:19:36.940 --> 00:19:39.100]   flowing into churches.
[00:19:39.100 --> 00:19:41.980]   And now churches began to really fall
[00:19:41.980 --> 00:19:45.100]   in the temptation of consumerism.
[00:19:45.100 --> 00:19:47.580]   And soon, many other churches,
[00:19:47.580 --> 00:19:50.140]   not only in the US but around the world,
[00:19:50.140 --> 00:19:55.040]   began to copy this model and it worked.
[00:19:55.040 --> 00:19:57.060]   But there was a cost.
[00:19:57.060 --> 00:19:58.020]   One author writes this,
