
[00:00:00.000 --> 00:00:08.500]  上幾次我們談到比對研究
[00:02:44.820 --> 00:02:48.460]  上次我們說到在1902年的時候
[00:02:48.460 --> 00:02:52.340]  就有一個分水嶺的講學
[00:02:52.340 --> 00:02:55.700]  這個講學就是Frederick Deluge
[00:02:55.700 --> 00:02:56.860]  他所說的
[00:02:56.860 --> 00:02:58.660]  這個叫做Bible of Babel
[00:02:58.660 --> 00:03:00.100]  巴別語聖經
[00:03:00.100 --> 00:03:01.700]  已經百多年了
[00:03:01.700 --> 00:03:03.700]  就是因為這個講學
[00:03:03.700 --> 00:03:06.700]  德國的學者Deluge
[00:03:06.700 --> 00:03:11.660]  他主張某一些的學說
[00:03:11.660 --> 00:03:13.660]  某一些的假設
[00:03:13.660 --> 00:03:15.660]  引起了很大的爭論
[00:03:15.660 --> 00:03:17.660]  因為當時的德國
[00:03:17.660 --> 00:03:18.940]  他自己的民族
[00:03:18.940 --> 00:03:23.860]  正在面對很多要成為強國
[00:03:23.860 --> 00:03:26.340]  或者民族主義上將等等
[00:03:26.340 --> 00:03:29.420]  他就有這些影響
[00:03:29.420 --> 00:03:31.420]  結果我們上次說
[00:03:31.420 --> 00:03:34.060]  其實其他學者也是這麼說的
[00:03:34.060 --> 00:03:35.300]  現在已經100年之後
[00:03:35.300 --> 00:03:37.300]  再回顧就更加明白
[00:03:37.300 --> 00:03:40.220]  當時為什麼他會說一些這樣的東西
[00:03:40.220 --> 00:03:42.220]  認為德國民族是很好
[00:03:42.220 --> 00:03:44.220]  然後以色列的民族
[00:03:44.220 --> 00:03:45.660]  或者聖經
[00:03:45.660 --> 00:03:46.700]  舊的聖經
[00:03:46.700 --> 00:03:47.500]  希伯來聖經
[00:03:47.500 --> 00:03:50.620]  猶太教是一些後期的劣貨
[00:03:50.620 --> 00:03:52.620]  一些比較低劣的產品
[00:03:52.620 --> 00:03:54.620]  近東找到這些泥板的時候
[00:03:54.620 --> 00:03:56.620]  發現原來更早期的
[00:03:56.620 --> 00:03:58.620]  這些是聖經的根源
[00:03:58.620 --> 00:03:59.820]  聖經是抄襲他們的
[00:03:59.820 --> 00:04:01.820]  或者是模仿他們的
[00:04:01.820 --> 00:04:06.820]  所以就引致一種這樣的錯誤
[00:04:06.820 --> 00:04:10.820]  或者一種不應該有的看法
[00:04:10.820 --> 00:04:13.620]  我們說過那種看法就是
[00:04:13.620 --> 00:04:16.620]  叫做Parallel Mania
[00:04:16.620 --> 00:04:18.620]  就是到處去找一些相似的地方
[00:04:18.620 --> 00:04:21.620]  找到的時候就會認為是巴比倫
[00:04:21.620 --> 00:04:24.620]  高超過希伯來聖經
[00:04:24.620 --> 00:04:25.620]  希伯來聖經是後期的
[00:04:25.620 --> 00:04:29.620]  所以就是比較差的東西
[00:04:29.620 --> 00:04:33.620]  也引致一些所謂的認信派
[00:04:33.620 --> 00:04:34.620]  Confessional
[00:04:34.620 --> 00:04:37.620]  我們今天叫他做保守派
[00:04:37.620 --> 00:04:40.620]  信聖經或者尊重聖經
[00:04:40.620 --> 00:04:42.620]  就非常之卻步
[00:04:42.620 --> 00:04:44.620]  因為很怕看到這些東西
[00:04:44.620 --> 00:04:47.620]  會不小心將聖經和其他東西相比
[00:04:47.620 --> 00:04:48.620]  時至今日都是這樣
[00:04:48.620 --> 00:04:52.620]  特別在西方教會也是這樣
[00:04:52.620 --> 00:04:54.620]  華人教會更加
[00:04:54.620 --> 00:04:56.620]  我們一看到這些
[00:04:56.620 --> 00:04:58.620]  聖經背景
[00:04:58.620 --> 00:05:00.620]  近東的神話的時候
[00:05:00.620 --> 00:05:02.620]  我們非常之抗拒
[00:05:02.620 --> 00:05:04.620]  因為我們覺得聖經是神聖
[00:05:04.620 --> 00:05:05.620]  是超越性的
[00:05:05.620 --> 00:05:07.620]  正如我所說
[00:05:07.620 --> 00:05:09.620]  我們了解那個方法的時候
[00:05:09.620 --> 00:05:13.620]  了解那個文化的Dynamic
[00:05:13.620 --> 00:05:14.620]  文化的動態的時候
[00:05:14.620 --> 00:05:16.620]  我們就不需要這樣看
[00:05:16.620 --> 00:05:18.620]  上次我們停在這裡
[00:05:18.620 --> 00:05:20.620]  其實在Delish
[00:05:20.620 --> 00:05:22.620]  1902年
[00:05:22.620 --> 00:05:24.620]  他講了這個講學之後
[00:05:24.620 --> 00:05:27.620]  有大概70-80年裡面
[00:05:27.620 --> 00:05:30.620]  學界都不斷有更新
[00:05:30.620 --> 00:05:33.620]  在方法論上是有成長
[00:05:33.620 --> 00:05:34.620]  有成熟的
[00:05:34.620 --> 00:05:38.620]  不斷有更多近東考古的發言
[00:05:38.620 --> 00:05:39.620]  當然
[00:05:39.620 --> 00:05:41.620]  這些神話的例版
[00:05:41.620 --> 00:05:44.620]  或者這些神話的文獻
[00:05:44.620 --> 00:05:47.620]  都是不斷慢慢翻譯出來
[00:05:47.620 --> 00:05:49.620]  其中一個很好的學者
[00:05:49.620 --> 00:05:51.620]  就叫William Howell
[00:05:51.620 --> 00:05:55.620]  William Howell在70年代的時候
[00:05:55.620 --> 00:05:56.620]  80年代的時候
[00:05:56.620 --> 00:06:00.620]  他就開始提出
[00:06:00.620 --> 00:06:03.620]  一種進路叫做背景的進路
[00:06:03.620 --> 00:06:05.620]  Contextual Approach
[00:06:05.620 --> 00:06:07.620]  或者有時候是一種對立的進路
[00:06:07.620 --> 00:06:10.620]  就是Contrastive Approach
[00:06:10.620 --> 00:06:12.620]  他就寫了幾本
[00:06:12.620 --> 00:06:16.620]  或者集合了幾本書
[00:06:16.620 --> 00:06:19.620]  學術的研究
[00:06:19.620 --> 00:06:21.620]  有三冊
[00:06:21.620 --> 00:06:22.620]  都是很舊的書
[00:06:22.620 --> 00:06:24.620]  但是都是很好的書
[00:06:24.620 --> 00:06:26.620]  因為他在講一種方法
[00:06:26.620 --> 00:06:29.620]  就是我們去看這些
[00:06:29.620 --> 00:06:32.620]  譬如巴比倫和以色列
[00:06:32.620 --> 00:06:34.620]  希伯來聖經之間的關係的時候
[00:06:34.620 --> 00:06:37.620]  我們不需要一定整天去想
[00:06:37.620 --> 00:06:39.620]  就是誰借用誰
[00:06:39.620 --> 00:06:42.620]  一定是後期的前者
[00:06:42.620 --> 00:06:45.620]  所以後期就是比較低劣一點
[00:06:45.620 --> 00:06:48.620]  前者就是先祖
[00:06:48.620 --> 00:06:50.620]  所以他們就比較厲害
[00:06:50.620 --> 00:06:51.620]  不應該這樣看
[00:06:51.620 --> 00:06:53.620]  因為文化是不會這樣運作的
[00:06:53.620 --> 00:06:56.620]  所以要將兩者都放在
[00:06:56.620 --> 00:07:00.620]  同一個近東的背景下
[00:07:00.620 --> 00:07:03.620]  就是大家有一個所謂Shared Environment
[00:07:03.620 --> 00:07:09.620]  一個分享的共通的環境
[00:07:09.620 --> 00:07:11.620]  一個文化的環境
[00:07:11.620 --> 00:07:13.620]  甚至是講到一些文學著作
[00:07:13.620 --> 00:07:14.620]  思潮
[00:07:14.620 --> 00:07:16.620]  想法的方法等等
[00:07:16.620 --> 00:07:21.620]  都是大家同屬於同一個背景下
[00:07:21.620 --> 00:07:23.620]  所以在這個方法裏面
[00:07:23.620 --> 00:07:25.620]  所謂Contextual Approach
[00:07:25.620 --> 00:07:27.620]  就是Comparative Study
[00:07:27.620 --> 00:07:28.620]  現在叫做
[00:07:28.620 --> 00:07:31.620]  就一定要看相似的地方
[00:07:31.620 --> 00:07:33.620]  相似的地方是我們預期的
[00:07:33.620 --> 00:07:36.620]  但是一定要留意
[00:07:36.620 --> 00:07:38.620]  有分別
[00:07:38.620 --> 00:07:42.620]  希伯來聖經所記載的可能是同一件事
[00:07:42.620 --> 00:07:46.620]  近東的文獻神話也同記載一件事
[00:07:46.620 --> 00:07:47.620]  但是大家的神學
[00:07:47.620 --> 00:07:49.620]  大家的解釋
[00:07:49.620 --> 00:07:51.620]  傳釋是很不同的
[00:07:51.620 --> 00:07:58.620]  所以一定要在一個宏大的文化背景下
[00:07:58.620 --> 00:08:01.620]  文學等等之下去看聖經
[00:08:01.620 --> 00:08:09.620]  我們就更加明白文化的動態
[00:08:09.620 --> 00:08:12.620]  希伯來聖經也是在文化的處境裏面
[00:08:12.620 --> 00:08:14.620]  去到反應
[00:08:14.620 --> 00:08:18.620]  去到作對話
[00:08:18.620 --> 00:08:20.620]  甚至作批判
[00:08:20.620 --> 00:08:21.620]  有爭辯等等
[00:08:21.620 --> 00:08:23.620]  所以有相似的地方
[00:08:23.620 --> 00:08:26.620]  這個是我們絕對會認同的
[00:08:26.620 --> 00:08:27.620]  有概念上一樣
[00:08:27.620 --> 00:08:30.620]  譬如我們曾經說過創世紀第一章
[00:08:30.620 --> 00:08:32.620]  所謂Cosmology
[00:08:32.620 --> 00:08:35.620]  人怎樣看宇宙
[00:08:35.620 --> 00:08:37.620]  和我們今天21世紀的人怎樣看宇宙
[00:08:37.620 --> 00:08:39.620]  是完全兩回事
[00:08:39.620 --> 00:08:40.620]  以前是平面
[00:08:40.620 --> 00:08:41.620]  上面有個蓋
[00:08:41.620 --> 00:08:43.620]  蓋上面是水
[00:08:43.620 --> 00:08:44.620]  下面也是水
[00:08:44.620 --> 00:08:47.620]  世界本身是一個氣泡
[00:08:47.620 --> 00:08:48.620]  分開了水
[00:08:48.620 --> 00:08:51.620]  然後我們就能夠有這個世界
[00:08:51.620 --> 00:08:54.620]  這些聖經的記載
[00:08:54.620 --> 00:08:55.620]  創世故事的記載
[00:08:55.620 --> 00:08:57.620]  和近東的創世故事的記載
[00:08:57.620 --> 00:08:59.620]  都是有很相似的概念
[00:08:59.620 --> 00:09:01.620]  但聖經不是
[00:09:01.620 --> 00:09:04.620]  經文的主要目的
[00:09:04.620 --> 00:09:09.620]  不是去教我們近東的Cosmology
[00:09:09.620 --> 00:09:12.620]  不是教我們近東背景下
[00:09:12.620 --> 00:09:13.620]  近東人怎樣想事
[00:09:13.620 --> 00:09:15.620]  然後我們就照樣轉換今天
[00:09:15.620 --> 00:09:17.620]  我們就說這個是合乎聖經
[00:09:17.620 --> 00:09:18.620]  不是的
[00:09:18.620 --> 00:09:20.620]  因為那個聖經是用
[00:09:20.620 --> 00:09:22.620]  神啟示那個經文的時候
[00:09:22.620 --> 00:09:25.620]  是用近東背景
[00:09:25.620 --> 00:09:29.620]  人的文化的宇宙觀的概念
[00:09:29.620 --> 00:09:32.620]  大家當時明白的一種意識
[00:09:32.620 --> 00:09:35.620]  來啟示出上帝自己永恆的真理
[00:09:35.620 --> 00:09:39.620]  所以我們曾經第一次的時候都提過
[00:09:39.620 --> 00:09:41.620]  創世紀的時候
[00:09:41.620 --> 00:09:42.620]  就是我們要記清楚
[00:09:42.620 --> 00:09:43.620]  想清楚
[00:09:43.620 --> 00:09:45.620]  聖經不是直接寫給我們的
[00:09:45.620 --> 00:09:47.620]  是為我們而寫的
[00:09:47.620 --> 00:09:49.620]  所以我們要明白那個背景
[00:09:49.620 --> 00:09:50.620]  共享文化背景的時候
[00:09:50.620 --> 00:09:52.620]  我們就知道
[00:09:52.620 --> 00:09:54.620]  他們這些文獻
[00:09:54.620 --> 00:09:56.620]  兩者是有相似的地方
[00:09:56.620 --> 00:09:59.620]  但是差異我們同樣需要去強調
[00:09:59.620 --> 00:10:01.620]  這個就是William Howell
[00:10:01.620 --> 00:10:04.620]  一直去到強調的事
[00:10:04.620 --> 00:10:05.620]  就是差異
[00:10:05.620 --> 00:10:06.620]  有什麼差異呢
[00:10:06.620 --> 00:10:08.620]  希伯來的文化
[00:10:08.620 --> 00:10:10.620]  就是一個
[00:10:10.620 --> 00:10:12.620]  獨神論
[00:10:12.620 --> 00:10:14.620]  然後呢
[00:10:14.620 --> 00:10:18.620]  一個神人之間的關係是完全不同
[00:10:18.620 --> 00:10:20.620]  整個世界的秩序
[00:10:20.620 --> 00:10:22.620]  有倫理上的秩序
[00:10:22.620 --> 00:10:24.620]  有order, moral order等等
[00:10:24.620 --> 00:10:26.620]  所以希伯來的聖經
[00:10:26.620 --> 00:10:28.620]  就是去到否定反對
[00:10:28.620 --> 00:10:30.620]  或者去辯別
[00:10:30.620 --> 00:10:33.620]  去爭辯這些思潮
[00:10:33.620 --> 00:10:36.620]  就告訴希伯來的讀者
[00:10:36.620 --> 00:10:38.620]  告訴聖經的讀者
[00:10:38.620 --> 00:10:40.620]  真正的神是怎麼樣
[00:10:40.620 --> 00:10:42.620]  神在世界當中在做什麼
[00:10:42.620 --> 00:10:45.620]  所以這個才是所謂
[00:10:45.620 --> 00:10:47.620]  聖經是為我們而寫
[00:10:47.620 --> 00:10:50.620]  所以我們今天能夠去應用出來
[00:10:50.620 --> 00:10:54.620]  所以文化是怎麼work的呢
[00:10:54.620 --> 00:10:57.620]  我們需要去了解
[00:10:57.620 --> 00:11:01.620]  坊間,今天的坊間仍然有很多人會這樣說
[00:11:01.620 --> 00:11:03.620]  聖經那個羅亞洪水的故事
[00:11:03.620 --> 00:11:05.620]  一定是抄襲人的
[00:11:05.620 --> 00:11:07.620]  後期的嘛
[00:11:07.620 --> 00:11:09.620]  真正那個故事本身
[00:11:09.620 --> 00:11:11.620]  是巴比倫的版本
[00:11:11.620 --> 00:11:14.620]  所以是照版主觀的抄襲
[00:11:14.620 --> 00:11:16.620]  所以沒有什麼洞見的
[00:11:16.620 --> 00:11:19.620]  這個看法雖然是很流行
[00:11:19.620 --> 00:11:21.620]  仍然是非常流行
[00:11:21.620 --> 00:11:23.620]  但是有一個很大的漏洞
[00:11:23.620 --> 00:11:25.620]  那個漏洞就是我們不明白
[00:11:25.620 --> 00:11:28.620]  近東的文化是怎麼運作
[00:11:28.620 --> 00:11:31.620]  或者文化一般性是怎麼運作
[00:11:31.620 --> 00:11:33.620]  如果你喜歡我們的video
[00:11:33.620 --> 00:11:36.620]  就記得要like, comment和share啦
[00:11:36.620 --> 00:11:38.620]  (字幕製作:貝爾)

