
[00:00:00.000 --> 00:00:01.600]   our time to John.
[00:13:24.440 --> 00:13:27.680]   and his sacrifice is so superior,
[00:13:27.680 --> 00:13:29.580]   he never has to do it again.
[00:13:29.580 --> 00:13:33.540]   Once and for all, Christ has died for his church.
[00:13:33.540 --> 00:13:38.240]   Once and for all.
[00:13:40.920 --> 00:13:45.840]   That's as long as there's a high priest
[00:13:45.840 --> 00:13:46.960]   who has done it right.
[00:13:46.960 --> 00:13:52.360]   A high priest that was acceptable to God,
[00:13:52.360 --> 00:13:56.940]   who followed every law,
[00:13:56.940 --> 00:13:59.880]   obeyed every command to the utmost.
[00:13:59.880 --> 00:14:05.560]   But the church, as I said,
[00:14:05.560 --> 00:14:07.740]   has an even greater high priest,
[00:14:09.040 --> 00:14:11.880]   the Son of God, the Son of Man.
[00:14:11.880 --> 00:14:17.000]   The superior high priest, the super priest.
[00:14:17.000 --> 00:14:22.000]   For sinners, we cannot move forward.
[00:14:22.000 --> 00:14:27.000]   We cannot move forward in a relationship with God.
[00:14:27.000 --> 00:14:30.880]   We cannot go boldly into God's presence
[00:14:30.880 --> 00:14:32.400]   without great danger.
[00:14:35.200 --> 00:14:39.440]   We just cannot unless we have a great high priest.
[00:14:39.440 --> 00:14:44.640]   And for those who don't know, I'm here to tell you,
[00:14:44.640 --> 00:14:49.520]   there is a great high priest and his name is Jesus.
[00:14:49.520 --> 00:14:51.520]   If you have not trusted in him,
[00:14:51.520 --> 00:14:55.640]   don't you dare even think about approaching God.
[00:14:55.640 --> 00:15:00.140]   It's nothing but danger.
[00:15:00.140 --> 00:15:04.300]   But if you have Jesus as your high priest,
[00:15:04.300 --> 00:15:08.680]   your Savior, who didn't slaughter a lamb,
[00:15:08.680 --> 00:15:13.360]   he himself was slaughtered.
[00:15:13.360 --> 00:15:17.360]   He shed his own blood, his own body broken for us.
[00:15:17.360 --> 00:15:23.560]   Trust that high priest 'cause he has made us a way.
[00:15:23.560 --> 00:15:31.380]   He's made us guilt-free and he has purified us from sin
[00:15:31.380 --> 00:15:36.380]   so that the righteous judge might declare us righteous.
[00:15:36.380 --> 00:15:38.920]   Righteous.
[00:15:38.920 --> 00:15:44.480]   And that's what he does when we have put our faith
[00:15:44.480 --> 00:15:46.820]   in the righteous one, Jesus.
[00:15:46.820 --> 00:15:53.040]   He has made us new, or he has made a new and living way
[00:15:53.040 --> 00:15:56.240]   for sinners to have intimate relationship with holy God.
[00:15:56.240 --> 00:15:58.560]   This is the gospel of Jesus Christ,
[00:15:58.560 --> 00:16:02.280]   that he has secured God's forgiveness for us,
[00:16:02.280 --> 00:16:07.280]   that he has secured for us on the cross a birthright.
[00:16:07.280 --> 00:16:10.540]   As I said before, the birthright that we would dare
[00:16:10.540 --> 00:16:14.880]   to claim to be sons and daughters of God.
[00:16:14.880 --> 00:16:18.480]   Sons and daughters of God.
[00:16:18.480 --> 00:16:24.860]   This is the gospel of Jesus and this is that foundation
[00:16:24.860 --> 00:16:26.840]   that we share together.
[00:16:26.840 --> 00:16:31.840]   So let us draw near to God with a sincere heart
[00:16:31.840 --> 00:16:34.800]   and the full assurance of faith.
[00:16:34.800 --> 00:16:37.720]   When you have trusted Jesus,
[00:16:37.720 --> 00:16:40.520]   you don't have to walk carefully,
[00:16:40.520 --> 00:16:44.960]   you don't have to walk sheepishly shy, afraid.
[00:16:44.960 --> 00:16:49.560]   No, we can approach him as our God and father.
[00:16:49.560 --> 00:16:56.160]   Second, in verse 23, let us hold unswervingly
[00:16:56.160 --> 00:16:57.440]   to the hope we profess.
[00:16:57.440 --> 00:17:01.880]   That same gospel, for he who promised is faithful.
[00:17:01.880 --> 00:17:04.780]   The church is holding unwaveringly
[00:17:04.780 --> 00:17:06.360]   to the gospel of Jesus Christ,
[00:17:06.360 --> 00:17:09.320]   her hope and her conviction and her claim.
[00:17:09.320 --> 00:17:12.360]   The church is unshakable trust in the faithful one.
[00:17:12.360 --> 00:17:16.280]   We trust the Lord Jesus Christ, that he has done enough,
[00:17:16.280 --> 00:17:18.400]   that he has done it right.
[00:17:18.400 --> 00:17:20.480]   We trust his finished work on the cross.
[00:17:20.480 --> 00:17:24.360]   There's no one else that we trust, is there?
[00:17:24.360 --> 00:17:28.840]   There's nothing we can add to perfectly finished work,
[00:17:28.840 --> 00:17:29.840]   is there?
[00:17:29.840 --> 00:17:36.680]   Whose gospel is the power of salvation
[00:17:36.680 --> 00:17:37.780]   for those who believe?
[00:17:37.780 --> 00:17:41.200]   It's the gospel of Jesus.
[00:17:41.200 --> 00:17:45.500]   It's the gospel of Jesus, amen?
[00:17:45.500 --> 00:17:48.240]   Do we really believe that?
[00:17:48.240 --> 00:17:53.040]   Do we really believe that without this gospel,
[00:17:53.040 --> 00:17:55.820]   we are doomed, we are hopeless?
[00:17:55.820 --> 00:18:01.880]   So then we are able to spur each other on.
[00:18:01.880 --> 00:18:04.640]   We are called to push and to press,
[00:18:04.640 --> 00:18:08.020]   to encourage and to inspire, to provoke each other,
[00:18:08.020 --> 00:18:13.020]   to move forward because we share this fundamental commitment
[00:18:13.020 --> 00:18:16.580]   to Jesus Christ and his gospel.
[00:18:16.580 --> 00:18:21.820]   How many times in recent days have you heard somebody
[00:18:21.820 --> 00:18:24.240]   call people to unity?
[00:18:24.240 --> 00:18:27.640]   We have to stop being so divided.
[00:18:27.640 --> 00:18:30.880]   I just heard it recently.
[00:18:30.880 --> 00:18:34.860]   You know, when the Kyle Rittenhouse verdict was read,
[00:18:34.860 --> 00:18:37.680]   there was a call for peace and unity.
[00:18:37.680 --> 00:18:39.000]   Let's not fight about this.
[00:18:39.000 --> 00:18:41.760]   Let's be united.
[00:18:41.760 --> 00:18:44.360]   Let's hold together.
[00:18:44.360 --> 00:18:45.200]   And you know what?
[00:18:45.200 --> 00:18:47.800]   No matter who makes that call, whether it's the president,
[00:18:49.520 --> 00:18:52.220]   whether it's somebody influential in your life,
[00:18:52.220 --> 00:18:57.220]   a celebrity, no matter who makes that call, it's hopeless.
[00:18:57.220 --> 00:19:01.140]   We can't be united.
[00:19:01.140 --> 00:19:03.700]   There's too much that divides us.
[00:19:03.700 --> 00:19:07.320]   Being a Chicagoan doesn't unite us.
[00:19:07.320 --> 00:19:09.440]   Being an American doesn't unite us.
[00:19:09.440 --> 00:19:11.620]   Being Chinese doesn't unite us.
[00:19:11.620 --> 00:19:15.020]   A person, a citizen of the world doesn't unite us.
[00:19:15.020 --> 00:19:17.260]   It all divides us.
[00:19:18.460 --> 00:19:20.000]   But you know what unites us?
[00:19:20.000 --> 00:19:25.200]   Our hope, the gospel of Jesus Christ.
[00:19:25.200 --> 00:19:29.180]   It's the only thing that unites the church.
[00:19:29.180 --> 00:19:32.320]   So here's a little warning.
[00:19:32.320 --> 00:19:35.620]   I'm not a prophet, so later on don't say,
[00:19:35.620 --> 00:19:37.360]   "Man, that John Yee was a prophet.
[00:19:37.360 --> 00:19:40.100]   "He knew what was coming."
[00:19:40.100 --> 00:19:42.260]   I just know, and you know human nature.
[00:19:42.260 --> 00:19:45.980]   There is going to be things that will come up
[00:19:45.980 --> 00:19:47.620]   that will divide us.
[00:19:47.620 --> 00:19:52.700]   There are gonna be things that will happen
[00:19:52.700 --> 00:19:54.740]   that will cause us to say,
[00:19:54.740 --> 00:19:57.260]   "I don't wanna be with that person anymore.
[00:19:57.260 --> 00:19:58.300]   "I don't wanna have anything to do
[00:19:58.300 --> 00:20:00.560]   "with those people anymore."
[00:20:00.560 --> 00:20:05.860]   But the question we need to ask ourselves is,
[00:20:05.860 --> 00:20:08.460]   but do we agree?
[00:20:08.460 --> 00:20:12.280]   Are we united in the gospel?
[00:20:13.980 --> 00:20:17.020]   Are we all one in Christ?
[00:20:17.020 --> 00:20:20.820]   Are we?
[00:20:20.820 --> 00:20:29.820]   Only the gospel of Jesus Christ can unite people.
[00:20:29.820 --> 00:20:36.620]   Only Jesus is worthy of such commitment,
[00:20:36.620 --> 00:20:39.440]   loyalty, and devotion.
[00:20:39.440 --> 00:20:43.080]   Only Jesus.
[00:20:44.080 --> 00:20:47.080]   So when division appears again and it's imminent,
[00:20:47.080 --> 00:20:48.920]   let's hold together.
[00:20:48.920 --> 00:20:54.640]   Hold on to the hope we profess, the hope we claim.
[00:20:54.640 --> 00:20:58.420]   I know the gospel is preached here at least once a week.
[00:20:58.420 --> 00:21:06.200]   Hold to that hope we profess.
[00:21:06.200 --> 00:21:11.600]   Hold on to the promises of God in Jesus Christ
[00:21:11.600 --> 00:21:14.080]   to give us that new life, eternal life,
[00:21:14.080 --> 00:21:18.520]   to forgive us for our sins, to declare us righteous,
[00:21:18.520 --> 00:21:21.620]   and to say, "You are my children.
[00:21:21.620 --> 00:21:24.460]   "You are my son, you are my daughter."
[00:21:24.460 --> 00:21:27.320]   Let us hold together to the one faith,
[00:21:27.320 --> 00:21:30.240]   Jesus, our superior high priest.
[00:21:30.240 --> 00:21:31.360]   Let's hold on to him.
[00:21:31.360 --> 00:21:34.080]   Third, let us consider in verse 24
[00:21:34.080 --> 00:21:37.820]   how we may spur each other on towards love and good deeds,
[00:21:37.820 --> 00:21:39.600]   not giving up meeting together
[00:21:39.600 --> 00:21:41.200]   as some are in the habit of doing,
[00:21:41.200 --> 00:21:43.120]   but encouraging one another,
[00:21:43.120 --> 00:21:46.200]   and all the more as you see the day approaching.
[00:21:46.200 --> 00:21:48.680]   Mark, I'm about to say something
[00:21:48.680 --> 00:21:50.240]   that is probably gonna,
[00:21:50.240 --> 00:21:53.000]   that could potentially lead to saying,
[00:21:53.000 --> 00:21:55.960]   we wanna cancel your December visit.
[00:21:55.960 --> 00:22:02.880]   Folks, what excuses are we making?
[00:22:02.880 --> 00:22:10.720]   People at home, what excuses are you making
[00:22:10.960 --> 00:22:14.680]   that seem like a good enough excuse
[00:22:14.680 --> 00:22:17.020]   to forsake meeting together?
[00:22:17.020 --> 00:22:28.760]   There are people all around the world,
[00:22:28.760 --> 00:22:33.480]   COVID or not, who have imminent threats to their life,
[00:22:33.480 --> 00:22:38.720]   and they are still meeting together.
[00:22:39.720 --> 00:22:42.720]   I think it's time that a lot of people,
[00:22:42.720 --> 00:22:47.720]   the church needs to repent for all the excuses
[00:22:47.720 --> 00:22:50.560]   that they make for not meeting together.
[00:22:50.560 --> 00:23:01.400]   I'm gonna say it right here, enough is enough.
[00:23:05.120 --> 00:23:10.120]   Mark, people need to just give up their membership
[00:23:10.120 --> 00:23:12.480]   and say, you know what, I'm not coming back.
[00:23:12.480 --> 00:23:13.640]   Stop making excuses.
[00:23:13.640 --> 00:23:15.240]   Stop saying it's gonna be next month,
[00:23:15.240 --> 00:23:18.520]   or when the next wave of COVID is passed,
[00:23:18.520 --> 00:23:22.680]   or whatever it is, when my toe doesn't hurt anymore,
[00:23:22.680 --> 00:23:24.840]   or when I get a new pair of pants
[00:23:24.840 --> 00:23:26.520]   that I can wear to church.
[00:23:26.520 --> 00:23:28.460]   Let's stop making excuses.
[00:23:28.460 --> 00:23:31.440]   Gather together.
[00:23:31.440 --> 00:23:35.080]   Let's stop forsaking the meeting together.
[00:23:35.080 --> 00:23:37.920]   How are we gonna spur each other on
[00:23:37.920 --> 00:23:39.940]   when we are not together?
[00:23:39.940 --> 00:23:45.640]   How?
[00:23:45.640 --> 00:23:50.280]   How are we gonna encourage each other
[00:23:50.280 --> 00:23:52.660]   when we're not meeting together?
[00:23:52.660 --> 00:23:59.720]   The church faced all kinds of dangers.
