
[00:00:00.000 --> 00:00:02.000]  又到聖經考古探秘的時間了
[00:02:35.640 --> 00:02:38.140]  你看到遠遠是一個山脊
[00:02:38.140 --> 00:02:40.340]  是一個中央山區
[00:02:40.340 --> 00:02:43.740]  就是猶大山區向東面
[00:02:43.740 --> 00:02:46.140]  而他所身處的地方
[00:02:46.140 --> 00:02:48.240]  這些山都是比較矮小一點的
[00:02:48.240 --> 00:02:51.740]  這個地方在聖經裡面曾經提過
[00:02:51.740 --> 00:02:54.640]  叫做低山地
[00:02:54.640 --> 00:02:57.140]  或者是西山腳
[00:02:57.140 --> 00:02:59.140]  我們看看地圖
[00:02:59.140 --> 00:03:02.240]  如何給我們一些方向線
[00:03:02.240 --> 00:03:04.840]  首先我們去到這個迦林地
[00:03:04.840 --> 00:03:08.140]  然後我們放大到這個阿拉圖丘
[00:03:08.140 --> 00:03:10.240]  阿拉圖丘就在這裡
[00:03:10.240 --> 00:03:12.240]  你看到在這一區
[00:03:12.240 --> 00:03:14.340]  就是所謂西山腳
[00:03:14.340 --> 00:03:16.340]  低山地
[00:03:17.440 --> 00:03:20.240]  我這裡畫了綠色的地方
[00:03:20.240 --> 00:03:23.040]  就是沿海平原下菲利士地的地方
[00:03:23.040 --> 00:03:28.340]  在菲利士地這裡有五大最重要的城鎮
[00:03:28.340 --> 00:03:30.340]  就是從這裡左邊的加薩
[00:03:30.340 --> 00:03:32.040]  然後上面有艾克隆
[00:03:32.040 --> 00:03:35.040]  有艾克隆和加德
[00:03:35.040 --> 00:03:37.840]  據印哥利亞就是在加德出來的
[00:03:37.840 --> 00:03:40.740]  中間這裡就是西山地
[00:03:40.740 --> 00:03:44.840]  西山腳或者是低山地
[00:03:44.840 --> 00:03:48.440]  在東邊剛才那張相片看到的
[00:03:48.440 --> 00:03:50.840]  就是中央山脊
[00:03:50.840 --> 00:03:53.240]  比低山地更高
[00:03:53.240 --> 00:03:56.240]  上面你看到耶路撒冷、希伯來等等
[00:03:56.240 --> 00:04:00.240]  這個地方其實就是在聖經的歷史裡面
[00:04:00.240 --> 00:04:03.440]  西山地是一個緩衝區
[00:04:03.440 --> 00:04:06.640]  兩個主要的地帶
[00:04:06.640 --> 00:04:08.040]  沿海平原
[00:04:08.040 --> 00:04:11.240]  就是菲利士人聚居的地方
[00:04:11.240 --> 00:04:14.440]  以及山地以色列人初入迦林的時候
[00:04:14.440 --> 00:04:15.840]  聚居的地方
[00:04:15.840 --> 00:04:18.840]  中間很多時候就是一個 transition zone
[00:04:18.840 --> 00:04:20.840]  一個過渡的地帶
[00:04:20.840 --> 00:04:21.840]  或者一個 buffer zone
[00:04:21.840 --> 00:04:23.440]  一個緩衝區
[00:04:23.440 --> 00:04:27.840]  所以這個 cubic array 這個地方
[00:04:27.840 --> 00:04:30.640]  就是在西山地那裡
[00:04:30.640 --> 00:04:32.840]  其實這個土優
[00:04:32.840 --> 00:04:35.640]  在十九世紀的時候
[00:04:35.640 --> 00:04:40.240]  英國來的聖地的探索家
[00:04:40.240 --> 00:04:41.840]  其實都已經知道了
[00:04:41.840 --> 00:04:44.840]  這裡是有考古的遺跡
[00:04:44.840 --> 00:04:47.240]  只不過到了2015年的時候
[00:04:47.240 --> 00:04:49.240]  才開始正式發掘
[00:04:49.240 --> 00:04:53.040]  為什麼考古團隊會進行發掘呢?
[00:04:53.040 --> 00:04:56.040]  因為他們在這個土優的面上
[00:04:56.040 --> 00:04:57.640]  面頭那一層
[00:04:57.640 --> 00:04:59.840]  他們發現到一些圖像
[00:04:59.840 --> 00:05:02.640]  是跟附近已經發掘了的土優
[00:05:02.640 --> 00:05:04.440]  是非常相似的
[00:05:04.440 --> 00:05:05.440]  是同一個時期
[00:05:05.440 --> 00:05:06.840]  就是 Iron I 的時期
[00:05:06.840 --> 00:05:08.840]  再看回 Google Earth 你就知道了
[00:05:08.840 --> 00:05:10.840]  阿拉土優 Array 就在這裡
[00:05:10.840 --> 00:05:15.240]  其他的土優在 Iron I 找到冥文
[00:05:15.240 --> 00:05:17.040]  或者找到一些遺跡
[00:05:17.040 --> 00:05:20.640]  就是譬如薩埃這個地方
[00:05:20.640 --> 00:05:23.640]  上面的 Kiyava
[00:05:23.640 --> 00:05:25.440]  一個基亞法的地方
[00:05:25.440 --> 00:05:27.240]  阿塞卡這個地方
[00:05:27.240 --> 00:05:29.840]  都是同樣在這個時期
[00:05:29.840 --> 00:05:31.840]  是有一些遺跡的
[00:05:31.840 --> 00:05:33.440]  這個基亞法的地方
[00:05:33.440 --> 00:05:34.840]  這裡就是伊拉谷
[00:05:34.840 --> 00:05:36.840]  Eli Valley
[00:05:36.840 --> 00:05:40.640]  大衛和哥利亞對壘的地方
[00:05:40.640 --> 00:05:41.840]  打仗的地方
[00:05:41.840 --> 00:05:43.640]  就是在這個地方
[00:05:43.640 --> 00:05:45.440]  所以在緩衝區裡面
[00:05:45.440 --> 00:05:47.240]  很多時候會有衝突
[00:05:47.240 --> 00:05:49.040]  但是無論如何
[00:05:49.040 --> 00:05:50.240]  在地理上
[00:05:50.240 --> 00:05:53.840]  Array 就是在緩衝區的西面
[00:05:53.840 --> 00:05:56.840]  在這個 Array 土優上面
[00:05:56.840 --> 00:06:00.440]  找到這幾年發掘出來的文物
[00:06:00.440 --> 00:06:05.040]  我們看到是一個迦南人的成真
[00:06:05.040 --> 00:06:08.840]  因為這裡找到一些迦南的實物文化
[00:06:08.840 --> 00:06:11.640]  這些文化都告訴我們
[00:06:11.640 --> 00:06:13.240]  那裡聚居的人
[00:06:13.240 --> 00:06:14.840]  是一些迦南人
[00:06:14.840 --> 00:06:16.640]  譬如這裡有一個例子
[00:06:16.640 --> 00:06:20.040]  就是找到一些迦南風俗裡面有的
[00:06:20.040 --> 00:06:24.440]  所謂 Bolambo 碗燈碗的裝置
[00:06:24.440 --> 00:06:28.240]  這些裝置很多時候都是在房屋的地基那裡
[00:06:28.240 --> 00:06:29.240]  賣在那裡的
[00:06:29.240 --> 00:06:30.840]  什麼叫碗燈碗呢?
[00:06:30.840 --> 00:06:31.840]  很簡單就是
[00:06:31.840 --> 00:06:33.440]  上面有一個碗蓋著
[00:06:33.440 --> 00:06:35.040]  中間有一盞燈
[00:06:35.040 --> 00:06:35.840]  右燈
[00:06:35.840 --> 00:06:38.040]  然後下面有另外一盞碗
[00:06:38.040 --> 00:06:39.640]  你看到左邊這幅圖就是
[00:06:39.640 --> 00:06:42.440]  看到上面蓋著的碗
[00:06:42.440 --> 00:06:44.040]  然後將碗打開
[00:06:44.040 --> 00:06:45.840]  下面就有一個油燈
[00:06:45.840 --> 00:06:49.440]  然後最底就有另外一個碗
[00:06:49.440 --> 00:06:52.440]  這些可能是保佑
[00:06:52.440 --> 00:06:54.240]  或者是辟邪用的
[00:06:54.240 --> 00:06:58.640]  一些迦南宗教的實物文化
[00:06:58.640 --> 00:07:01.640]  因為這個阿拉土優
[00:07:01.640 --> 00:07:02.640]  Cubic Array
[00:07:02.640 --> 00:07:05.240]  它是靠近菲利士地
[00:07:05.240 --> 00:07:09.440]  所以也找到菲利士人的雙色彩圖
[00:07:09.440 --> 00:07:12.040]  這些就是一些很著名很明顯的
[00:07:12.040 --> 00:07:16.640]  受到菲利士人文化所影響的遺跡
[00:07:16.640 --> 00:07:18.240]  這些 Bicrom
[00:07:18.240 --> 00:07:21.440]  有兩種顏色的雙色彩圖
[00:07:21.440 --> 00:07:26.240]  那麼這個阿拉土優到底是怎麼找到那個命運的呢?
[00:07:26.240 --> 00:07:31.840]  原來就是考古人員去到發掘這個土優的時候
[00:07:31.840 --> 00:07:35.440]  他們就開始去到發掘一個地下坑
[00:07:35.440 --> 00:07:36.640]  叫做Silo
[00:07:36.640 --> 00:07:40.040]  下面就放著不同的瓷器
[00:07:40.040 --> 00:07:41.840]  不同的瓷缸
[00:07:41.840 --> 00:07:44.840]  來裝飾物或者飲品等等
[00:07:44.840 --> 00:07:46.240]  這個Silo
[00:07:46.240 --> 00:07:49.240]  我們看到四周圍有石塊來鞏固
[00:07:49.240 --> 00:07:53.240]  坑裡面有好幾個這些瓷缸
[00:07:53.240 --> 00:07:55.640]  這些瓷缸已經打爛了
[00:07:55.640 --> 00:07:59.640]  只不過是考古學家再拼起來
[00:07:59.640 --> 00:08:05.240]  在這些碎片當中就發現了這些冥文
[00:08:05.240 --> 00:08:11.640]  這些冥文是用一些古代的嘉南字體
[00:08:11.640 --> 00:08:13.240]  字母來寫的
[00:08:13.240 --> 00:08:15.240]  或者是希伯來文
[00:08:15.240 --> 00:08:16.240]  前身
[00:08:16.240 --> 00:08:17.640]  很相似的
[00:08:17.640 --> 00:08:19.040]  這些幾個冥文
[00:08:19.040 --> 00:08:24.840]  如果你把它們比較成同時期的字母的話
[00:08:24.840 --> 00:08:26.640]  你就可以拼第一個
[00:08:26.640 --> 00:08:28.240]  可能就是肉
[00:08:28.240 --> 00:08:30.240]  第二個是鼻
[00:08:30.240 --> 00:08:32.240]  第三個是rage
[00:08:32.240 --> 00:08:34.640]  第四個是iron
[00:08:34.640 --> 00:08:36.640]  第五個是lamen
[00:08:36.640 --> 00:08:38.640]  所以用英文寫出來的時候
[00:08:38.640 --> 00:08:43.240]  拼起來就是ybr一撇和lamen是L
[00:08:43.240 --> 00:08:48.440]  你會看到有五個字母可以看得很清楚
[00:08:48.440 --> 00:08:50.440]  或者是重構出來的
[00:08:50.440 --> 00:08:54.840]  這個同行評審的論文
[00:08:54.840 --> 00:09:03.440]  就是在這個星期2021年7月12日星期一刊登出來的
[00:09:03.440 --> 00:09:08.040]  刊登的期刊叫做Jerusalem Journal of Archaeology
[00:09:08.040 --> 00:09:14.240]  是一個學術上的同行評審的論文的期刊
[00:09:14.240 --> 00:09:17.840]  這份論文有好幾個考古學家的名字
[00:09:17.840 --> 00:09:21.640]  其中有法國的主要的director是Gavrilo Gavrilo Gavrilo Gavrilo
[00:09:21.640 --> 00:09:27.640]  另外第一個主要的作者主要研究這個名文的就是Christopher Wollstone
[00:09:27.640 --> 00:09:30.640]  Christopher Wollstone不單是在美國
[00:09:30.640 --> 00:09:32.640]  在世界都是首位一指
[00:09:32.640 --> 00:09:37.240]  專門研究聖經考古時期的名文的專家
[00:09:37.240 --> 00:09:43.840]  所以如果你想看這個同行評審的學刊的文章的話
[00:09:43.840 --> 00:09:46.440]  在我們的description下面有個link
[00:09:46.440 --> 00:09:49.640]  你點進去就可以看到一個公開的學刊
[00:09:49.640 --> 00:09:54.640]  你就知道這個名文中間的細節是怎樣的
[00:09:54.640 --> 00:09:59.440]  怎樣去推敲到這些字體是從哪個時代出來的呢
[00:09:59.440 --> 00:10:03.340]  其實是將這些在考古發現到的名文
[00:10:03.340 --> 00:10:08.440]  將它擺列出來的時候就可以做一些比對
[00:10:08.440 --> 00:10:12.040]  我這裡有一個圖畫一個列表
[00:10:12.040 --> 00:10:14.840]  就告訴你第一行由幼稚組體
[00:10:14.840 --> 00:10:18.240]  是現代希伯來文的字母寫法
[00:10:18.240 --> 00:10:24.240]  今天我們拿出一本列印出來的希伯來文聖經
[00:10:24.240 --> 00:10:28.040]  我們學習希伯來文的時候就是學習這些字體
[00:10:28.040 --> 00:10:30.440]  Aleph, Be, Gimel, Tala, Hiv, Av, San, Heter, Yod
[00:10:30.440 --> 00:10:34.440]  然後有22個這些希伯來文字
[00:10:34.440 --> 00:10:36.440]  這個是現代的字體
[00:10:36.440 --> 00:10:37.640]  以前的字體是怎樣的呢
[00:10:37.640 --> 00:10:40.440]  不同的時代就有不同的寫法
[00:10:40.440 --> 00:10:43.040]  譬如將Gazette Calendar
[00:10:43.040 --> 00:10:46.840]  基式閱歷大概是公元前十世紀
[00:10:46.840 --> 00:10:53.040]  即是主前大概九百多至一千年的石板
[00:10:53.040 --> 00:10:56.440]  上面有一首詩我們叫它基式閱歷
[00:10:56.440 --> 00:10:58.640]  裡面有的字母我們擺出來的時候
[00:10:58.640 --> 00:11:00.240]  我們就知道原來Aleph
[00:11:00.240 --> 00:11:05.440]  以前公元前一千年九百年的時候是這樣寫的
[00:11:05.440 --> 00:11:08.440]  然後再過一百年就到米沙石碑
[00:11:08.440 --> 00:11:13.840]  這個是在約旦河東摩押旺留下的石碑
[00:11:13.840 --> 00:11:17.840]  裡面有的字母幾乎齊全
[00:11:17.840 --> 00:11:23.040]  22個對稱的希伯來文或者摩押文
[00:11:23.040 --> 00:11:25.640]  你看到Aleph的寫法又不同
[00:11:25.640 --> 00:11:26.840]  這個是穿透
[00:11:26.840 --> 00:11:31.240]  或者Mem的寫法就不同一百年前的寫法
[00:11:31.240 --> 00:11:33.040]  它的撇是彎彎的
[00:11:33.040 --> 00:11:34.640]  一直推敲下去
[00:11:34.640 --> 00:11:37.840]  有一個地方叫做Kentile Ajru
[00:11:37.840 --> 00:11:48.040]  在南邊的西乃半島東北邊的一個Way Station
[00:11:48.040 --> 00:11:53.240]  一個客旅所停的站那裡
[00:11:53.240 --> 00:11:55.040]  就找到一些石缸
[00:11:55.040 --> 00:11:56.640]  裡面有一些名文
[00:11:56.640 --> 00:11:58.840]  我們看到那些字體
[00:11:58.840 --> 00:12:04.240]  就不同之前米沙石碑或者基式閱歷的字體
[00:12:04.240 --> 00:12:08.040]  繼續下去我們看到Ceylon Inscription
[00:12:08.040 --> 00:12:10.440]  就是西羅亞名文
[00:12:10.440 --> 00:12:12.240]  這個是希西加的時候
[00:12:12.240 --> 00:12:14.640]  是七百年的BCE
[00:12:14.640 --> 00:12:16.040]  701 BCE
[00:12:16.040 --> 00:12:18.840]  希西加水道留下來的名文
[00:12:18.840 --> 00:12:23.240]  你看到Aleph和Beth的彎位都有一些不同
[00:12:23.240 --> 00:12:25.440]  所以你這樣推敲的時候
[00:12:25.440 --> 00:12:28.440]  你就發現一些Epigraph
[00:12:28.440 --> 00:12:30.440]  就是古名文的學家
[00:12:30.440 --> 00:12:36.440]  如何將一個名文找出它的時代
[00:12:36.440 --> 00:12:39.440]  譬如耶路巴力的名文
[00:12:39.440 --> 00:12:41.040]  你看到有Beth
[00:12:41.040 --> 00:12:43.440]  你要去比對一下
[00:12:43.440 --> 00:12:45.640]  到底Beth在這段時間
[00:12:45.640 --> 00:12:49.240]  還在基式閱歷之前的百多二百年
[00:12:49.240 --> 00:12:51.040]  到底是怎樣寫的呢?
[00:12:51.040 --> 00:12:52.640]  這些不同的Rage
[00:12:52.640 --> 00:12:54.440]  到底是怎樣寫的呢?
[00:12:54.440 --> 00:12:57.040]  在這個更加複雜的圖表
[00:12:57.040 --> 00:12:58.840]  你就更加能夠看到
[00:12:58.840 --> 00:13:01.640]  你可以自己去拼一下
[00:13:01.640 --> 00:13:07.240]  如何拼出耶路巴力的名文
[00:13:07.240 --> 00:13:09.240]  這個圖表是如何看的呢?
[00:13:09.240 --> 00:13:10.240]  由左邊開始看
[00:13:10.240 --> 00:13:14.640]  左邊這一欄就是今天希伯來文的字體
[00:13:14.640 --> 00:13:16.640]  Aleph,Beth,Gabriel,Dalek,Hepha,Sinai,Heth,Jerusalem
[00:13:16.640 --> 00:13:20.240]  然後繼續下去有22個希伯來文
[00:13:20.240 --> 00:13:24.240]  然後你會看到有BC15 BC13 BC13 13
[00:13:24.240 --> 00:13:25.640]  直到去什麼時候?
[00:13:25.640 --> 00:13:27.440]  直到去BC2
[00:13:27.440 --> 00:13:29.040]  BC2 Isaiah Scroll
[00:13:29.040 --> 00:13:30.840]  即是死海古卷的時間
[00:13:30.840 --> 00:13:32.640]  你看到只是看Aleph
[00:13:32.640 --> 00:13:35.240]  都有不同的演進和寫法
[00:13:35.240 --> 00:13:37.840]  如果我們說耶路巴力的名文
[00:13:37.840 --> 00:13:41.240]  是屬於公元前1200至1000年的時候
[00:13:41.240 --> 00:13:43.640]  我們所比對的就是
[00:13:43.640 --> 00:13:48.040]  Tel-Said裡面有的名文
[00:13:48.040 --> 00:13:49.240]  他的Aleph
[00:13:49.240 --> 00:13:51.840]  和Isbeth-Sattar的名文
[00:13:51.840 --> 00:13:54.440]  因為這裡是公元前13世紀
[00:13:54.440 --> 00:13:56.040]  1200年左右
[00:13:56.040 --> 00:14:01.440]  Tel-Said裡面是怎樣寫Aleph的呢?
[00:14:01.440 --> 00:14:02.640]  原來是好像A字一樣
[00:14:02.640 --> 00:14:03.440]  打橫的
[00:14:03.440 --> 00:14:05.440]  有時左有時右
[00:14:05.440 --> 00:14:07.240]  我圈上了
[00:14:07.240 --> 00:14:08.640]  框上了
[00:14:08.640 --> 00:14:09.840]  Beth是怎樣寫的?
[00:14:09.840 --> 00:14:13.240]  一個圓圈這樣卷下來
[00:14:13.240 --> 00:14:15.440]  Yod有不同的寫法
[00:14:15.440 --> 00:14:17.640]  可以這樣插下去
[00:14:17.640 --> 00:14:18.440]  打橫插下去
[00:14:18.440 --> 00:14:20.040]  或者這樣打直
[00:14:20.040 --> 00:14:23.640]  然後Lamed就是一個
[00:14:23.640 --> 00:14:25.440]  好像Beth一樣的
[00:14:25.440 --> 00:14:28.640]  但方向有時是不同的
[00:14:28.640 --> 00:14:33.240]  下面的Rage就像一支棒
[00:14:33.240 --> 00:14:36.840]  後期就像一支棋
[00:14:36.840 --> 00:14:38.240]  如果這樣看的話
[00:14:38.240 --> 00:14:43.240]  就像一個古命文學家這樣看
[00:14:43.240 --> 00:14:48.240]  這裡大致重構出來的就是Yod
[00:14:48.240 --> 00:14:51.240]  這個就是Rage
[00:14:51.240 --> 00:14:54.640]  第三個是一個凹下去
[00:14:54.640 --> 00:14:57.240]  中間有一個斜劃的Beth
[00:14:57.240 --> 00:14:58.640]  就是B
[00:14:58.640 --> 00:15:01.440]  第四個就是一個圓圈
[00:15:01.440 --> 00:15:02.040]  一點
[00:15:02.040 --> 00:15:03.840]  這個就是Iron
[00:15:03.840 --> 00:15:06.040]  第五個就是一個這樣的圈
[00:15:06.040 --> 00:15:06.840]  剛才你記得
[00:15:06.840 --> 00:15:07.840]  看Lamed的時候
[00:15:07.840 --> 00:15:09.840]  就是一個這樣的圈
[00:15:09.840 --> 00:15:11.840]  這個就是L
[00:15:11.840 --> 00:15:13.240]  所以你這樣拼出來的時候
[00:15:13.240 --> 00:15:14.840]  YRB一撇
[00:15:14.840 --> 00:15:16.440]  L的話
[00:15:16.440 --> 00:15:20.040]  Yod Rage Beth Iron Lamed
[00:15:20.040 --> 00:15:23.040]  這樣拼出來加上響音
[00:15:23.040 --> 00:15:25.040]  就是Jerubal
[00:15:25.040 --> 00:15:27.240]  耶路巴力
[00:15:27.240 --> 00:15:30.040]  為什麼耶路巴力的名字
[00:15:30.040 --> 00:15:33.640]  這麼受人著重呢
[00:15:33.640 --> 00:15:35.640]  或者這麼多人留意呢
[00:15:35.640 --> 00:15:37.040]  因為在聖經裡面
[00:15:37.040 --> 00:15:39.640]  確實有出現過這個名號
[00:15:39.640 --> 00:15:41.040]  或者這個名字
[00:15:41.040 --> 00:15:42.440]  耶路巴力什麼時候出現的呢
[00:15:42.440 --> 00:15:46.040]  在《事司紀》六章三十二節等等的經文
[00:15:46.040 --> 00:15:51.240]  其實在整個基典的故事裡面
[00:15:51.240 --> 00:15:52.840]  六至八章九章
[00:15:52.840 --> 00:15:56.640]  經常出現耶路巴力這個字
[00:15:56.640 --> 00:15:58.440]  這個名是什麼意思呢
[00:15:58.440 --> 00:16:00.440]  六章三十二節說
[00:16:00.440 --> 00:16:02.840]  當基典受到神的呼召
[00:16:02.840 --> 00:16:05.640]  他拆毀了他父家的巴力祭壇之後
[00:16:05.640 --> 00:16:06.840]  人們就很生氣
[00:16:06.840 --> 00:16:09.240]  然後就將他改名
[00:16:09.240 --> 00:16:10.640]  或者給他一個綽號
[00:16:10.640 --> 00:16:11.840]  就叫做耶路巴力
[00:16:11.840 --> 00:16:15.840]  當日基典被稱為耶路巴力
[00:16:15.840 --> 00:16:19.040]  意思說他拆毀了巴力的祭壇
[00:16:19.040 --> 00:16:23.240]  讓巴力與他爭辯吧
[00:16:23.240 --> 00:16:25.640]  所以他就叫做耶路巴力
[00:16:25.640 --> 00:16:28.440]  他跟巴力作對
[00:16:28.440 --> 00:16:30.240]  巴力這個風雨神
[00:16:30.240 --> 00:16:33.840]  或者假神會不會真的跟他作對呢等等
[00:16:33.840 --> 00:16:36.840]  所以你看到這個名字
[00:16:36.840 --> 00:16:38.640]  真的出現在聖經
[00:16:38.640 --> 00:16:43.640]  並且還出現在聖經的《事司紀》
[00:16:43.640 --> 00:16:46.040]  考古找到的時代
[00:16:46.040 --> 00:16:50.040]  是Iron 1 1200-1000 B.C.
[00:16:50.040 --> 00:16:53.440]  在《事司紀》記載到耶路巴力
[00:16:53.440 --> 00:16:56.840]  這種名字配上巴力這個字
[00:16:56.840 --> 00:17:01.240]  又是在這一段歷史的時間
[00:17:01.240 --> 00:17:03.240]  在《事司紀》的基典故事
[00:17:03.240 --> 00:17:08.440]  出現了很多次耶路巴力的名字
[00:17:08.440 --> 00:17:10.840]  你看到名字的形式
[00:17:10.840 --> 00:17:15.240]  在這個時候是特別受歡迎的
[00:17:15.240 --> 00:17:17.840]  比如什麼巴力
[00:17:17.840 --> 00:17:20.240]  什麼Isht-Bael
[00:17:20.240 --> 00:17:24.440]  這種名字在撒姆爾基
[00:17:24.440 --> 00:17:26.640]  蘇羅時代
[00:17:26.640 --> 00:17:29.840]  和《事司紀》時代出現比較多
[00:17:29.840 --> 00:17:32.640]  後期以色列人入主了迦南
[00:17:32.640 --> 00:17:35.840]  在皇朝時期開始了
[00:17:35.840 --> 00:17:38.640]  這些名字就沒有了這種特點
[00:17:38.640 --> 00:17:40.440]  另外一種特點就出現了
[00:17:40.440 --> 00:17:43.840]  就不再是用Bael巴力這個字
[00:17:43.840 --> 00:17:45.440]  當然我們想起巴力
[00:17:45.440 --> 00:17:47.240]  我們不一定要想起
[00:17:47.240 --> 00:17:52.040]  迦南宗教的風雨神Bael巴力神
[00:17:52.040 --> 00:17:55.840]  巴力的意思其實只是主人Master的意思
[00:17:55.840 --> 00:17:59.240]  所以耶路巴力這個字
[00:17:59.240 --> 00:18:05.040]  可以說是爭辯主人等等的意思
[00:18:05.040 --> 00:18:08.840]  不一定和雨神巴力有關
[00:18:08.840 --> 00:18:09.640]  但無論如何
[00:18:09.640 --> 00:18:12.040]  後期以色列人的名字
[00:18:12.040 --> 00:18:17.040]  你會發現不再有Bael的字加上去
[00:18:17.040 --> 00:18:18.840]  加上去就是Yah了
[00:18:18.840 --> 00:18:20.040]  Yahweh
[00:18:20.040 --> 00:18:21.640]  Yah-Hu
[00:18:21.640 --> 00:18:22.640]  就是耶和華
[00:18:22.640 --> 00:18:25.640]  或者短寫叫做Yah
[00:18:25.640 --> 00:18:28.840]  比如伊利亞
[00:18:28.840 --> 00:18:30.240]  El-Yah-Hu
[00:18:30.240 --> 00:18:32.640]  My God is Yahweh
[00:18:32.640 --> 00:18:36.640]  我的神El-Yah-Hu
[00:18:36.640 --> 00:18:38.240]  就是耶和華了
[00:18:38.240 --> 00:18:41.040]  或者希西加
[00:18:41.040 --> 00:18:46.640]  等等這些字就開始有不同的形式出現
[00:18:46.640 --> 00:18:48.640]  所以單單看名字
[00:18:48.640 --> 00:18:50.440]  你都可以猜到
[00:18:50.440 --> 00:18:52.640]  知道它是屬於哪個時代
[00:18:52.640 --> 00:18:56.240]  所以找到耶路巴力名文
[00:18:56.240 --> 00:19:01.440]  就和聖經的歷史有一些吻合的地方
[00:19:01.440 --> 00:19:04.440]  當然耶路巴力肯定不會是基典
[00:19:04.440 --> 00:19:07.040]  但是如果你這樣去比對的時候
[00:19:07.040 --> 00:19:11.440]  考古在這段時間找到耶路巴力這個名字
[00:19:11.440 --> 00:19:14.640]  也在史詩記初入迦南的時候
[00:19:14.640 --> 00:19:16.640]  這段歷史的時期
[00:19:16.640 --> 00:19:19.040]  找到耶路巴力的記載
[00:19:19.040 --> 00:19:21.240]  基典改了這個名字
[00:19:21.240 --> 00:19:24.040]  你就會看到聖經的經文
[00:19:24.040 --> 00:19:29.040]  很多時候其實是保留了一些很真實的歷史記憶

