
[00:00:00.000 --> 00:00:14.240]  聖誕節一定要講一下聖誕的故事
[00:04:40.240 --> 00:04:44.240]  但同時也不能夠有我們的罪性
[00:04:44.240 --> 00:04:45.240]  原罪是什麼意思呢?
[00:04:45.240 --> 00:04:51.240]  就是那個罪惡的狀況裡面
[00:04:51.240 --> 00:04:53.240]  我們生活出生的
[00:04:53.240 --> 00:04:55.240]  但耶穌卻不是這樣
[00:04:55.240 --> 00:04:59.240]  所以為什麼這個同精類瑪利亞的教義
[00:04:59.240 --> 00:05:02.240]  是一個很重要的教義
[00:05:02.240 --> 00:05:04.240]  同時聖經也告訴我們
[00:05:04.240 --> 00:05:06.240]  每逢有奇蹟的誕生
[00:05:06.240 --> 00:05:12.240]  每逢有神蹟出生的嬰孩出現的時候
[00:05:12.240 --> 00:05:14.240]  無論是阿伯拉罕的兒子
[00:05:14.240 --> 00:05:18.240]  以撒等等不同的奇蹟誕生出現的時候
[00:05:18.240 --> 00:05:20.240]  聖經裡面告訴我們
[00:05:20.240 --> 00:05:23.240]  只有上帝才能夠成事
[00:05:23.240 --> 00:05:25.240]  不是人能夠做
[00:05:25.240 --> 00:05:29.240]  是上帝藉著他的恩典和權能去成就這些事
[00:05:29.240 --> 00:05:35.240]  所以為什麼這個同精類瑪利亞的教義這麼重要
[00:05:35.240 --> 00:05:37.240]  當然翻開聖經
[00:05:37.240 --> 00:05:40.240]  看瑪利亞的故事或記載的時候
[00:05:40.240 --> 00:05:43.240]  他就不是抽象地講這些神學理論
[00:05:43.240 --> 00:05:45.240]  主要是講門徒
[00:05:45.240 --> 00:05:47.240]  一個跟隨耶穌基督的人
[00:05:47.240 --> 00:05:50.240]  或者跟天國有關的女子
[00:05:50.240 --> 00:05:52.240]  她到底有什麼經歷
[00:05:52.240 --> 00:05:54.240]  是一個有血有肉的歷史故事
[00:05:54.240 --> 00:05:58.240]  所以今天結束這個女子組的系列的時候
[00:05:58.240 --> 00:05:59.240]  用瑪利亞來結束
[00:05:59.240 --> 00:06:04.240]  抽幾段瑪利亞對於瑪利亞的描述
[00:06:04.240 --> 00:06:08.240]  到底對我們有什麼鼓勵
[00:06:08.240 --> 00:06:10.240]  這個人很重要
[00:06:10.240 --> 00:06:12.240]  這個人的信心歷程
[00:06:12.240 --> 00:06:14.240]  也是我們每一個基督徒
[00:06:14.240 --> 00:06:17.240]  需要被提醒的不同地方
[00:06:17.240 --> 00:06:20.240]  今天我們看聖經的時候
[00:06:20.240 --> 00:06:23.240]  有一樣東西大家一定要做
[00:06:23.240 --> 00:06:24.240]  看聖經
[00:06:24.240 --> 00:06:27.240]  就是一種神學的想像
[00:06:27.240 --> 00:06:30.240]  Illogical imagination
[00:06:30.240 --> 00:06:32.240]  不是亂想的,不是幻想
[00:06:32.240 --> 00:06:34.240]  而是有了聖經的資料
[00:06:34.240 --> 00:06:36.240]  有了背景的資料
[00:06:36.240 --> 00:06:39.240]  再加上一些我們可能從經歷
[00:06:39.240 --> 00:06:41.240]  或者人性裡面的
[00:06:41.240 --> 00:06:44.240]  一些的illogical imagination
[00:06:44.240 --> 00:06:47.240]  就想一想到底他經歷的是什麼
[00:06:47.240 --> 00:06:49.240]  所以這幾樣東西
[00:06:49.240 --> 00:06:52.240]  我們今天在這幾個字裡面一起做
[00:06:52.240 --> 00:06:55.240]  瑪利亞的記載有好幾處
[00:06:55.240 --> 00:06:57.240]  第一處當然是
[00:06:57.240 --> 00:06:59.240]  盧家福音第一章
[00:06:59.240 --> 00:07:01.240]  這個女子出現的時候
[00:07:01.240 --> 00:07:03.240]  第26節
[00:07:03.240 --> 00:07:05.240]  他說到了第六個月
[00:07:05.240 --> 00:07:08.240]  天使加伯列奉上帝的差遣
[00:07:08.240 --> 00:07:10.240]  往加利尼的一座城去
[00:07:10.240 --> 00:07:13.240]  這個城名叫做拿撒勒
[00:07:13.240 --> 00:07:15.240]  是一個很小很小的地方
[00:07:15.240 --> 00:07:19.240]  按統計當時應該大概幾百人最多的人口
[00:07:19.240 --> 00:07:21.240]  一個很小很小的town
[00:07:21.240 --> 00:07:23.240]  到一個童女那裡
[00:07:23.240 --> 00:07:27.240]  是已經許配給大衛加的一個人名叫約瑟
[00:07:27.240 --> 00:07:30.240]  童女的名字叫做瑪利亞
[00:07:30.240 --> 00:07:33.240]  天使進去對她說
[00:07:33.240 --> 00:07:36.240]  蒙大恩的女子我問你安
[00:07:36.240 --> 00:07:38.240]  主和你同在了
[00:07:38.240 --> 00:07:41.240]  瑪利亞因為這話就很驚慌
[00:07:41.240 --> 00:07:42.240]  反覆思想
[00:07:42.240 --> 00:07:45.240]  這樣問安是什麼意思
[00:07:45.240 --> 00:07:47.240]  天使對她說
[00:07:47.240 --> 00:07:48.240]  瑪利亞不要怕
[00:07:48.240 --> 00:07:51.240]  你在上帝面前已經蒙恩了
[00:07:51.240 --> 00:07:53.240]  你要懷孕生子
[00:07:53.240 --> 00:07:55.240]  吸他在名叫耶穌
[00:07:55.240 --> 00:07:56.240]  他要為大
[00:07:56.240 --> 00:07:58.240]  稱為至高者的兒子
[00:07:58.240 --> 00:08:04.240]  主上帝要把他祖大位的位給他
[00:08:04.240 --> 00:08:07.240]  他要作亞國家的皇席到永遠
[00:08:07.240 --> 00:08:10.240]  他的國也沒有窮盡
[00:08:10.240 --> 00:08:13.240]  這個所謂天使報喜
[00:08:13.240 --> 00:08:15.240]  就是annunciation
[00:08:15.240 --> 00:08:19.240]  通常呢
[00:08:19.240 --> 00:08:21.240]  人有新人
[00:08:21.240 --> 00:08:23.240]  就是有媽媽
[00:08:23.240 --> 00:08:24.240]  他有了
[00:08:24.240 --> 00:08:27.240]  我們應該會說什麼
[00:08:27.240 --> 00:08:30.240]  恭喜
[00:08:30.240 --> 00:08:33.240]  希望是這樣吧
[00:08:33.240 --> 00:08:35.240]  應該是這樣吧
[00:08:35.240 --> 00:08:36.240]  他有嬰兒
[00:08:36.240 --> 00:08:37.240]  有恭喜
[00:08:37.240 --> 00:08:39.240]  所以叫做報喜
[00:08:39.240 --> 00:08:44.240]  但如果我們想一想當時的父權文化
[00:08:44.240 --> 00:08:48.240]  會不會就是這樣呢
[00:08:48.240 --> 00:08:51.240]  當時瑪利亞已經訂婚了
[00:08:51.240 --> 00:08:54.240]  或者所謂許配了給約瑟
[00:08:54.240 --> 00:08:56.240]  當時猶太人的規矩
[00:08:56.240 --> 00:08:59.240]  訂婚許配已經是正式的了
[00:08:59.240 --> 00:09:01.240]  不能chicken out了
[00:09:01.240 --> 00:09:04.240]  只不過是還沒有正式出嫁
[00:09:04.240 --> 00:09:06.240]  還有一年就會正式出嫁
[00:09:06.240 --> 00:09:08.240]  如果這個時候有新人
[00:09:08.240 --> 00:09:10.240]  在一個父權的文化
[00:09:10.240 --> 00:09:12.240]  重男輕女的文化裡面
[00:09:12.240 --> 00:09:16.240]  會有多大的衝擊
[00:09:16.240 --> 00:09:18.240]  會有多大的羞辱
[00:09:18.240 --> 00:09:22.240]  那個壓力會有多大呢
[00:09:22.240 --> 00:09:25.240]  問一問我們中間的男人
[00:09:25.240 --> 00:09:27.240]  如果你是約瑟
[00:09:27.240 --> 00:09:28.240]  你的未婚妻懷孕了
[00:09:28.240 --> 00:09:32.240]  你會有什麼反應呢
[00:09:32.240 --> 00:09:34.240]  以往我們一直以為
[00:09:34.240 --> 00:09:37.240]  這個故事報喜之後
[00:09:37.240 --> 00:09:39.240]  約瑟就有一個掙扎
[00:09:39.240 --> 00:09:45.240]  他的抉擇就是可以迎娶她
[00:09:45.240 --> 00:09:48.240]  按照同樣計劃迎娶她
[00:09:48.240 --> 00:09:51.240]  或者另一個選擇就是離婚
[00:09:51.240 --> 00:09:54.240]  所以馬太福記載這件事的時候
[00:09:54.240 --> 00:09:56.240]  約瑟是一個異人
[00:09:56.240 --> 00:09:58.240]  他不想明明羞辱瑪麗亞
[00:09:58.240 --> 00:10:02.240]  所以他就想靜靜的離婚
[00:10:02.240 --> 00:10:04.240]  不想明明羞辱她
[00:10:04.240 --> 00:10:06.240]  你可以想想
[00:10:06.240 --> 00:10:10.240]  這對男女報喜之後
[00:10:10.240 --> 00:10:13.240]  到底他們的對話會是怎樣
[00:10:13.240 --> 00:10:16.240]  大家聊天的時候會是怎樣
[00:10:16.240 --> 00:10:19.240]  特別是在一個父權社會的陰影下
[00:10:19.240 --> 00:10:21.240]  男人有什麼抉擇
[00:10:21.240 --> 00:10:22.240]  我們以往一直以為
[00:10:22.240 --> 00:10:25.240]  唯一一個給約瑟的抉擇就是離婚
[00:10:25.240 --> 00:10:29.240]  但其實也可以有其他的抉擇
[00:10:29.240 --> 00:10:32.240]  按照一些文化的平衡
[00:10:32.240 --> 00:10:34.240]  我們知道他的抉擇
[00:10:34.240 --> 00:10:37.240]  可以是一件事叫做honor killing
[00:10:37.240 --> 00:10:39.240]  大家可能聽過
[00:10:39.240 --> 00:10:45.240]  現在在一些很保守的社會裡
[00:10:45.240 --> 00:10:48.240]  都有這樣的事情發生
[00:10:48.240 --> 00:10:53.240]  2014年華盛頓郵報有一個這樣的報導
[00:10:53.240 --> 00:10:56.240]  在一些巴勒斯坦的地區
[00:10:56.240 --> 00:10:58.240]  一些保守的地區
[00:10:58.240 --> 00:11:00.240]  有越來越多的honor killings
[00:11:00.240 --> 00:11:02.240]  什麼叫做honor killings
[00:11:02.240 --> 00:11:03.240]  你要想一想
[00:11:03.240 --> 00:11:06.240]  一個大男人的文化裡
[00:11:06.240 --> 00:11:08.240]  如果家裡有一個女子
[00:11:08.240 --> 00:11:12.240]  被侵犯、被污辱
[00:11:12.240 --> 00:11:16.240]  或者有姦淫等等
[00:11:16.240 --> 00:11:19.240]  在家族裡的男人
[00:11:19.240 --> 00:11:23.240]  需要去維護家族的光榮
[00:11:23.240 --> 00:11:27.240]  很多時候會將被羞辱的
[00:11:27.240 --> 00:11:32.240]  或者是shame了我們family name的人
[00:11:32.240 --> 00:11:33.240]  姐妹
[00:11:33.240 --> 00:11:37.240]  將他們殺死
[00:11:37.240 --> 00:11:39.240]  這件新聞發生什麼事呢
[00:11:39.240 --> 00:11:43.240]  就是一個家族裡的女子
[00:11:43.240 --> 00:11:49.240]  她跟一個家族不批准她跟他一起的男人
[00:11:49.240 --> 00:11:53.240]  她走了去找那個男人
[00:11:53.240 --> 00:11:58.240]  那個兄弟就去那個男人的家
[00:11:58.240 --> 00:12:00.240]  他就拍門
[00:12:00.240 --> 00:12:02.240]  他說給我妹妹
[00:12:02.240 --> 00:12:04.240]  我們不會對她做什麼
[00:12:04.240 --> 00:12:07.240]  你儘管給她帶回家
[00:12:07.240 --> 00:12:10.240]  他就將妹妹帶回家
[00:12:10.240 --> 00:12:14.240]  他們就在食物裡下毒
[00:12:14.240 --> 00:12:17.240]  然後就將那個女子毒死了
[00:12:17.240 --> 00:12:19.240]  這個叫做honor killings
[00:12:19.240 --> 00:12:22.240]  當然這個聖經不批准
[00:12:22.240 --> 00:12:27.240]  這是大男人的問題
[00:12:27.240 --> 00:12:28.240]  所以你想想
[00:12:28.240 --> 00:12:30.240]  收到這個信息的時候
[00:12:30.240 --> 00:12:31.240]  報喜的時候
[00:12:31.240 --> 00:12:34.240]  是不是純粹我們今天在Facebook說
[00:12:34.240 --> 00:12:35.240]  恭喜
[00:12:35.240 --> 00:12:36.240]  這麼簡單
[00:12:36.240 --> 00:12:38.240]  是非常複雜的
[00:12:38.240 --> 00:12:40.240]  瑪利亞也非常奇怪
[00:12:40.240 --> 00:12:42.240]  一章第34節
[00:12:42.240 --> 00:12:46.240]  瑪利亞對天使說
[00:12:46.240 --> 00:12:48.240]  我都沒有出嫁
[00:12:48.240 --> 00:12:50.240]  怎麼會有這事呢
[00:12:50.240 --> 00:12:52.240]  天使回答說
[00:12:52.240 --> 00:12:54.240]  聖靈要臨在你的身上
[00:12:54.240 --> 00:12:56.240]  至高者能力要任避
[00:12:56.240 --> 00:12:57.240]  你要保護你
[00:12:57.240 --> 00:12:59.240]  這個時候你就需要protection
[00:12:59.240 --> 00:13:04.240]  因此你所生的聖者必稱為上帝的兒子
[00:13:04.240 --> 00:13:07.240]  況且你的親戚伊麗莎白
[00:13:07.240 --> 00:13:08.240]  是一個老年的親戚
[00:13:08.240 --> 00:13:11.240]  在年老的時候也懷了男胎
[00:13:11.240 --> 00:13:13.240]  是數來稱為畢生育的
[00:13:13.240 --> 00:13:16.240]  現在有人六個月了
[00:13:16.240 --> 00:13:18.240]  因為出於上帝的話
[00:13:18.240 --> 00:13:19.240]  沒有一句不大能力
[00:13:19.240 --> 00:13:21.240]  瑪利亞說
[00:13:21.240 --> 00:13:24.240]  我是主的使者
[00:13:24.240 --> 00:13:27.240]  請願照你的話
[00:13:27.240 --> 00:13:29.240]  成就在我身上
[00:13:29.240 --> 00:13:31.240]  天使就離開他
[00:13:31.240 --> 00:13:32.240]  走了
[00:13:32.240 --> 00:13:36.240]  請願照你的話
[00:13:36.240 --> 00:13:38.240]  成就在我身上
[00:13:38.240 --> 00:13:39.240]  你想想
[00:13:39.240 --> 00:13:40.240]  在這種社會的背景
[00:13:40.240 --> 00:13:41.240]  你想像一下
[00:13:41.240 --> 00:13:44.240]  theological imagination
[00:13:44.240 --> 00:13:47.240]  他受的壓力會是怎樣
[00:13:47.240 --> 00:13:49.240]  而說出這句話
[00:13:49.240 --> 00:13:50.240]  做出這樣的決定
[00:13:50.240 --> 00:13:52.240]  他的faith是怎樣的faith
[00:13:52.240 --> 00:13:56.240]  是一個很risk taking的faith
[00:13:56.240 --> 00:13:59.240]  是一個很不簡單的決定
[00:13:59.240 --> 00:14:03.240]  在眾人眼中是看為羞恥的
[00:14:03.240 --> 00:14:07.240]  但他願意去聽上帝的話
[00:14:07.240 --> 00:14:09.240]  他沒有這樣的一個欠
[00:14:09.240 --> 00:14:10.240]  你想想
[00:14:10.240 --> 00:14:12.240]  生命可能會有危險
[00:14:12.240 --> 00:14:13.240]  by the way
[00:14:13.240 --> 00:14:15.240]  瑪利亞多少歲
[00:14:15.240 --> 00:14:19.240]  這個也需要我們一點imagination
[00:14:19.240 --> 00:14:22.240]  當時的少女出嫁
[00:14:22.240 --> 00:14:25.240]  大概十二三歲就會出嫁
[00:14:25.240 --> 00:14:27.240]  不是我們今天在等
[00:14:27.240 --> 00:14:29.240]  在等
[00:14:29.240 --> 00:14:30.240]  先買一間房子
[00:14:30.240 --> 00:14:32.240]  先買一輛好車
[00:14:32.240 --> 00:14:33.240]  不是這樣的
[00:14:33.240 --> 00:14:34.240]  以前是沒有選擇的
[00:14:34.240 --> 00:14:36.240]  十三四歲她就會出嫁
[00:14:36.240 --> 00:14:37.240]  你想想
[00:14:37.240 --> 00:14:39.240]  這種情況
[00:14:39.240 --> 00:14:42.240]  一個junior high student
[00:14:42.240 --> 00:14:45.240]  十多歲的一個猶太人女子
[00:14:45.240 --> 00:14:49.240]  她可以有一個這樣的信心表現
[00:14:49.240 --> 00:14:50.240]  告訴我們
[00:14:50.240 --> 00:14:52.240]  信心
[00:14:52.240 --> 00:14:55.240]  對上帝的信仰
[00:14:55.240 --> 00:14:58.240]  有時候真的要take risk
[00:14:58.240 --> 00:15:02.240]  信心的相反是什麼?
[00:15:02.240 --> 00:15:05.240]  不信
[00:15:05.240 --> 00:15:07.240]  有時候我們覺得信心相反就是問題
[00:15:07.240 --> 00:15:08.240]  我們有doubt
[00:15:08.240 --> 00:15:09.240]  有掙扎
[00:15:09.240 --> 00:15:10.240]  有很多疑問
[00:15:10.240 --> 00:15:11.240]  有很多困難
[00:15:11.240 --> 00:15:14.240]  這裡不是信心相反
[00:15:14.240 --> 00:15:17.240]  信心相反是什麼?
[00:15:17.240 --> 00:15:20.240]  是certainty
[00:15:20.240 --> 00:15:22.240]  是我們有把握
[00:15:22.240 --> 00:15:24.240]  所以人們不信主
[00:15:24.240 --> 00:15:26.240]  沒有把握
[00:15:26.240 --> 00:15:28.240]  先給我看天堂
[00:15:28.240 --> 00:15:32.240]  我只需要有100%的certainty
[00:15:32.240 --> 00:15:35.240]  這就是和信心相反
[00:15:35.240 --> 00:15:37.240]  瑪利亞就是在這種uncertainty裡面
[00:15:37.240 --> 00:15:40.240]  去投靠上帝
[00:15:40.240 --> 00:15:42.240]  當然我不是說
[00:15:42.240 --> 00:15:44.240]  someone跳過湧字就可以
[00:15:44.240 --> 00:15:46.240]  最近有篇大熱的新聞
[00:15:46.240 --> 00:15:47.240]  大家聽過了
[00:15:47.240 --> 00:15:49.240]  John Aaron Chau
[00:15:49.240 --> 00:15:52.240]  一個美國的宣教士
[00:15:52.240 --> 00:15:57.240]  他去了印度附近的一個孤島
[00:15:57.240 --> 00:15:59.240]  擅自闖入孤島
[00:15:59.240 --> 00:16:01.240]  然後去那裡宣教
[00:16:01.240 --> 00:16:03.240]  然後被土人殺死
[00:16:03.240 --> 00:16:07.240]  你有聽過吧
[00:16:07.240 --> 00:16:09.240]  當然我沒有看完所有的東西
[00:16:09.240 --> 00:16:11.240]  但我想問的問題就是
[00:16:11.240 --> 00:16:13.240]  這樣做會不會只有勇字
[00:16:13.240 --> 00:16:15.240]  而缺乏常識呢?
[00:16:15.240 --> 00:16:17.240]  common sense
[00:16:17.240 --> 00:16:20.240]  但無論你怎麼說
[00:16:20.240 --> 00:16:22.240]  信心的底線都是要冒險的
[00:16:22.240 --> 00:16:25.240]  這就是瑪利亞的信心的典範
[00:16:25.240 --> 00:16:27.240]  一個中學生
[00:16:27.240 --> 00:16:30.240]  在我們中間沒有一個是中學生
[00:16:30.240 --> 00:16:32.240]  沒有一個是十二三歲的
[00:16:32.240 --> 00:16:34.240]  外面有的
[00:16:34.240 --> 00:16:36.240]  他有這樣的faith
[00:16:36.240 --> 00:16:38.240]  是不簡單的
[00:16:38.240 --> 00:16:41.240]  在聖經的描述裡面
[00:16:41.240 --> 00:16:45.240]  瑪利亞是經常去
[00:16:45.240 --> 00:16:47.240]  聽到主的話
[00:16:47.240 --> 00:16:51.240]  他就會去ponder
[00:16:51.240 --> 00:16:54.240]  心裡面反覆思想
[00:16:54.240 --> 00:16:58.240]  反覆思想不只是分析思考這麼簡單
[00:16:58.240 --> 00:17:02.240]  也不是安安靜靜的去默想
[00:17:02.240 --> 00:17:04.240]  不是這樣的意思
[00:17:04.240 --> 00:17:06.240]  是一種掙扎
[00:17:06.240 --> 00:17:08.240]  是一種struggle
[00:17:08.240 --> 00:17:11.240]  是很多晚上可能睡不著的
[00:17:11.240 --> 00:17:13.240]  就是struggle到底上帝的計劃是怎樣
[00:17:13.240 --> 00:17:15.240]  如果你這樣看的時候
[00:17:15.240 --> 00:17:17.240]  你會再看瑪利亞的故事
[00:17:17.240 --> 00:17:19.240]  是一個很浪漫的故事
[00:17:19.240 --> 00:17:21.240]  聖誕卡那一隻
[00:17:21.240 --> 00:17:23.240]  是一個很大的struggle
[00:17:23.240 --> 00:17:25.240]  很大的掙扎裡面
[00:17:25.240 --> 00:17:28.240]  他要去完成上帝的計劃
[00:17:28.240 --> 00:17:30.240]  所以說到瑪利亞的信心
[00:17:30.240 --> 00:17:33.240]  也說到瑪利亞有的掙扎
[00:17:33.240 --> 00:17:35.240]  在掙扎的當中
[00:17:35.240 --> 00:17:37.240]  他自己也在信心的旅程裡面
[00:17:37.240 --> 00:17:39.240]  有跌有碰
[00:17:39.240 --> 00:17:41.240]  有成長
[00:17:41.240 --> 00:17:43.240]  第二段的聖經說到瑪利亞
[00:17:43.240 --> 00:17:45.240]  就是耶穌已經成人了
[00:17:45.240 --> 00:17:48.240]  他出來傳道
[00:17:48.240 --> 00:17:51.240]  馬克福音也有這樣的記載
[00:17:51.240 --> 00:17:53.240]  耶穌進了一間房屋
[00:17:53.240 --> 00:17:55.240]  眾人就聚集了
[00:17:55.240 --> 00:17:59.240]  甚至他連飯也顧不得吃
[00:17:59.240 --> 00:18:01.240]  吃飯也忘記了
[00:18:01.240 --> 00:18:03.240]  21節
[00:18:03.240 --> 00:18:05.240]  耶穌的親屬聽見
[00:18:05.240 --> 00:18:07.240]  當然一定是瑪利亞在裡面
[00:18:07.240 --> 00:18:09.240]  我想路約瑟已經過世了
[00:18:09.240 --> 00:18:11.240]  聖經沒有怎麼說他
[00:18:11.240 --> 00:18:15.240]  耶穌的親屬聽見這件事的時候
[00:18:15.240 --> 00:18:17.240]  他就出來拉住他
[00:18:17.240 --> 00:18:19.240]  或者應該這麼翻譯
[00:18:19.240 --> 00:18:21.240]  就是想強拉住他
[00:18:21.240 --> 00:18:24.240]  因為他們說他癲狂了
[00:18:24.240 --> 00:18:27.240]  為上帝做事做到癲了
[00:18:27.240 --> 00:18:29.240]  31節當下
[00:18:29.240 --> 00:18:32.240]  耶穌的母親和弟兄就站在屋外
[00:18:32.240 --> 00:18:34.240]  打發人來叫他
[00:18:34.240 --> 00:18:37.240]  有很多人在耶穌周圍坐著的時候
[00:18:37.240 --> 00:18:39.240]  他們就告訴他
[00:18:39.240 --> 00:18:42.240]  看啊,你的母親和弟兄在外面找你
[00:18:42.240 --> 00:18:44.240]  耶穌回答
[00:18:44.240 --> 00:18:46.240]  媽媽來找你
[00:18:46.240 --> 00:18:48.240]  媽媽來找你
[00:18:48.240 --> 00:18:50.240]  耶穌回答說
[00:18:50.240 --> 00:18:52.240]  誰是我的母親
[00:18:52.240 --> 00:18:54.240]  誰是我的弟兄
[00:18:54.240 --> 00:18:56.240]  四面觀看周圍坐著的人
[00:18:56.240 --> 00:18:58.240]  他說看啊,我的母親
[00:18:58.240 --> 00:18:59.240]  我的弟兄
[00:18:59.240 --> 00:19:01.240]  凡遵行上帝旨意的人
