
[00:00:00.000 --> 00:00:04.440]   Alright guys, good morning.
[00:04:36.360 --> 00:04:41.000]   And the plan of God is universal as you can see is to bless every tribe and nation through
[00:04:41.000 --> 00:04:45.280]   one single guy, one single family.
[00:04:45.280 --> 00:04:52.640]   And last time we focus on the personal weaknesses, failures of Abraham and today we're going
[00:04:52.640 --> 00:05:03.880]   to zoom out to see what kind of family is coming out of Abraham, the chosen family.
[00:05:03.880 --> 00:05:16.640]   And as you can tell from this simple outline that after Abraham, there were three kinds
[00:05:16.640 --> 00:05:21.200]   of generations, Isaac and Jacob and Joseph and the brothers.
[00:05:21.200 --> 00:05:29.880]   And these three family generations are all actually broken families.
[00:05:29.880 --> 00:05:45.960]   So number one is Isaac, Rebekah, I mean, Isaac, Rebekah versus Esau and Jacob.
[00:05:45.960 --> 00:05:50.760]   And as you know from the story, if you are kind of familiar with the Bible story, especially
[00:05:50.760 --> 00:05:54.280]   the patriarchs, Isaac loved Esau, right?
[00:05:54.280 --> 00:05:59.480]   The firstborn son, because he loved the game, right?
[00:05:59.480 --> 00:06:05.560]   He loved the game and Esau was kind of a hunter and the love of father is determined by appetite,
[00:06:05.560 --> 00:06:06.560]   right?
[00:06:06.560 --> 00:06:16.440]   By his stomach and Rebekah plot to deceive the blind Isaac at the end and Jacob, the
[00:06:16.440 --> 00:06:26.280]   younger son stole the blessing and Esau was enraged and Jacob fled to exile for 20 years
[00:06:26.280 --> 00:06:32.880]   and the family entrusted with blessing to the nations, they were shattered in the very
[00:06:32.880 --> 00:06:33.880]   first generation.
[00:06:33.880 --> 00:07:02.840]   So as you can see from the story of the first generation, they are all broken.
[00:07:02.840 --> 00:07:12.200]   The second generation starting with Jacob and his wives and concubine, the wives are
[00:07:12.200 --> 00:07:21.840]   Leah and Rachel and they compete for the favor of Jacob and each sending their own maidservants
[00:07:21.840 --> 00:07:25.280]   to bear more children because more children you get more inheritance.
[00:07:25.280 --> 00:07:29.920]   And then the 12 tribes of Israel were born out of jealousy.
[00:07:29.920 --> 00:07:42.700]   So the second generation of the patriarchs actually pretty broken, right?
[00:07:42.700 --> 00:08:01.820]   And then we come to the third generation which is Joseph and the brothers and Jacob repeat
[00:08:01.820 --> 00:08:03.900]   the same sin.
[00:08:03.900 --> 00:08:09.300]   He favors one of his sons, his younger son Joseph and give him the clove of many colors.
[00:08:09.300 --> 00:08:27.180]   So in Genesis 37, verse 4 it says when the brothers saw that his father, their father
[00:08:27.180 --> 00:08:33.740]   loved Joseph more than any of them and they hated him and could not speak a kind word
[00:08:33.740 --> 00:08:44.740]   to him.
[00:08:44.740 --> 00:08:53.540]   And the Hebrew word behind the kind word is actually shalom.
[00:08:53.540 --> 00:08:57.740]   As you can tell even modern Jewish people they say hi to each other, they don't say
[00:08:57.740 --> 00:09:00.540]   how are you, they say what?
[00:09:00.540 --> 00:09:03.780]   They say shalom, right?
[00:09:03.780 --> 00:09:07.900]   They say shalom.
[00:09:07.900 --> 00:09:14.060]   So you see the brothers hated Joseph so much that they can't even greet him and they can't
[00:09:14.060 --> 00:09:22.060]   even say shalom to him.
[00:09:22.060 --> 00:09:26.300]   So here the brother could not and would not say hi to him.
[00:09:26.300 --> 00:09:39.380]   The hatred went so deep and they could not even manage to greet him.
[00:09:39.380 --> 00:09:44.020]   And then all the rest of the story talk about the brothers, the elder brothers fought against
[00:09:44.020 --> 00:09:49.660]   one another to be the number one in the family.
[00:09:49.660 --> 00:09:55.420]   You see Reuben is the first born, is the son of Leah and he after the death of Rachel he
[00:09:55.420 --> 00:10:03.860]   slept with Bilhah which is who is the maid servant of Rachel and that is kind of the
[00:10:03.860 --> 00:10:11.780]   act of political power grab and attack on Rachel's family and her sons and trying to
[00:10:11.780 --> 00:10:20.700]   strip the and at the end of the story Jacob stripped him from his birthright.
[00:10:20.700 --> 00:10:42.980]   And then some of the story tells what happened to son number two and three Simeon and Levi.
[00:10:42.980 --> 00:10:51.500]   They used the rules of circumcision to massacre the men in Shechem and Jacob cursed their
[00:10:51.500 --> 00:11:00.940]   violence.
[00:11:00.940 --> 00:11:09.900]   And then son number four named Judah he proposed to sell Joseph to Egypt and he kind of dressed
[00:11:09.900 --> 00:11:26.020]   it up in a nicer way but you know in essence he's trying to illuminate a rival in the family.
[00:11:26.020 --> 00:11:32.860]   And then the brothers, the other brothers flew Joseph into the pit and they what did
[00:11:32.860 --> 00:11:33.860]   they do?
[00:11:33.860 --> 00:11:39.340]   They sat down to eat, they sat down to have lunch and they sold him for twenty pieces
[00:11:39.340 --> 00:11:57.860]   of silver and they bought the coat to the father to deceive him that Joseph is dead.
[00:11:57.860 --> 00:12:04.140]   So from Genesis we get the bits and pieces from the long story you can tell you know
[00:12:04.140 --> 00:12:17.700]   these are the stories of the founding fathers of the people of God.
[00:12:17.700 --> 00:12:22.660]   And I always tell people you know the stories in the Bible are rated R.
[00:12:22.660 --> 00:12:35.100]   The stories are actually not for children to read.
[00:12:35.100 --> 00:12:42.060]   And we have to ask the question you know why did the author of Genesis focus on these kind
[00:12:42.060 --> 00:12:50.460]   of stories instead of telling the glorious moments he chose stories of deception, betrayal
[00:12:50.460 --> 00:12:52.380]   and murder even.
[00:12:52.380 --> 00:13:07.500]   And we have to ask the question why?
[00:13:07.500 --> 00:13:14.980]   So often we read the Bible as a moral book and we ask the question okay he picked all
[00:13:14.980 --> 00:13:25.700]   this you know dark sides of the people and perhaps maybe a moral warning to the reader.
[00:13:25.700 --> 00:13:32.380]   But you know if we turn Genesis into a morality textbook then we miss the whole point and
[00:13:32.380 --> 00:13:33.980]   the whole point asks different question.
[00:13:33.980 --> 00:13:36.500]   It's not a moral example story.
[00:13:36.500 --> 00:13:53.460]   It is who is God behind all of this.
[00:13:53.460 --> 00:13:56.340]   So the Bible is not so much of a moral book.
[00:13:56.340 --> 00:14:02.860]   It is a theological book.
[00:14:02.860 --> 00:14:08.820]   And perhaps the second question is more important because it's theological question is asking
[00:14:08.820 --> 00:14:10.180]   who is God.
[00:14:10.180 --> 00:14:15.940]   Now you ask yourself with all those founding fathers that are shattered and they're broken
[00:14:15.940 --> 00:14:21.900]   if you were God if you were God you kind of look at the disaster of the family and what
[00:14:21.900 --> 00:14:23.140]   would you do right?
[00:14:23.140 --> 00:14:25.900]   What would you do if you were God?
[00:14:25.900 --> 00:14:30.140]   Alright in the ancient near east actually the answer was pretty clear because you look
[00:14:30.140 --> 00:14:37.540]   at the pagan religion the gods would destroy they would destroy the people if they make
[00:14:37.540 --> 00:14:43.780]   troubles so violence is kind of the normal norm to deal with you know rebellions.
[00:14:43.780 --> 00:15:12.900]   But as you can tell from the book of Genesis the God of the Bible is completely different.
[00:15:12.900 --> 00:15:19.460]   He does not abandon the sinners he chooses the harder way the higher way which is take
[00:15:19.460 --> 00:15:25.540]   the broken pieces take the broken lives and set them into his picture so that his light
[00:15:25.540 --> 00:15:41.180]   will shine through to bless the nations.
[00:15:41.180 --> 00:15:47.380]   So toward the end of the book of Genesis Joseph was being sold into Egypt for 13 years he
[00:15:47.380 --> 00:15:54.420]   was accused and he was being forgotten then Pharaoh had a dream and then Joseph was called
[00:15:54.420 --> 00:15:59.620]   to interpret it and he interpreted the dream as seven years of plenty and seven years of
[00:15:59.620 --> 00:16:09.180]   famine and Joseph eventually became the prime minister of Egypt.
[00:16:09.180 --> 00:16:26.780]   As you can see from this verses from chapter 41 verse 57 what happened was that all the
[00:16:26.780 --> 00:16:32.140]   world the people were coming to Joseph coming to Egypt to buy grain because the famine was
[00:16:32.140 --> 00:16:41.500]   so severe.
[00:16:41.500 --> 00:16:48.500]   And do you see that Genesis 12 we were in part one I talk about this is quietly becoming
[00:16:48.500 --> 00:16:54.700]   true not because the patriarchs or the founding fathers were better people they were not they
[00:16:54.700 --> 00:16:59.900]   were evil people but because of the promise of God was unbreakable.
[00:16:59.900 --> 00:17:20.220]   So when the brothers reconciled with Joseph at the moment of recognition Joseph said something
[00:17:20.220 --> 00:17:31.500]   like that and Genesis 45 verse 8 it says Joseph said it was not you guys who sent me here
[00:17:31.500 --> 00:17:40.180]   in Egypt but God sent me to Egypt.
[00:17:40.180 --> 00:17:44.740]   And then toward the end of the story Joseph said to the brothers you intended to harm
[00:17:44.740 --> 00:17:50.700]   me you guys you brothers intended to harm me but God intended it for good to save many
[00:17:50.700 --> 00:18:00.820]   many lives.
[00:18:00.820 --> 00:18:05.260]   Now you have to understand that God did not whitewash the sins of the brothers the evil
[00:18:05.260 --> 00:18:13.420]   was real but human evils cannot stop God's purposes his mission it cannot stop it.
[00:18:13.420 --> 00:18:29.180]   Despite the brokenness God was running an other intention simultaneously.
[00:18:29.180 --> 00:18:33.780]   So you read the stories of the founding fathers of the people of God in summary they all fell
[00:18:33.780 --> 00:18:38.900]   short of the glory of God and the people of God in the world look exactly like this they
[00:18:38.900 --> 00:18:54.780]   were weak they were fragile and they were footless and they were unimpressive.
[00:18:54.780 --> 00:19:01.140]   And you look at the church actually that is the real picture.
[00:19:01.140 --> 00:19:06.780]   But I want to quote a very ancient document for almost 500 years old document it's called
[00:19:06.780 --> 00:19:14.060]   Belgic confession.
[00:19:14.060 --> 00:19:22.460]   In this Belgic confession written in 1561 article 27 it says it says something about
[00:19:22.460 --> 00:19:23.460]   the church.
[00:19:23.460 --> 00:19:35.220]   He said the church has existed from the very beginning of the world and will be to the
[00:19:35.220 --> 00:19:43.540]   end it will exist to the end for Christ is the eternal King who cannot be without subjects
[00:19:43.540 --> 00:19:47.020]   right as long as Christ exists church exists.
[00:19:47.020 --> 00:19:53.180]   So this holy church is preserved by God against the fury of the whole world although for a
[00:19:53.180 --> 00:20:04.740]   while now right now for a while it may look very small and extinct in the eyes of men.
[00:20:04.740 --> 00:20:27.500]   That's the patriarch family of Abraham, Isaac, Jacob and Joseph and that is so often sadly
[00:20:27.500 --> 00:20:35.180]   the picture of the church.
[00:20:35.180 --> 00:20:40.860]   Now you come back to the original picture I show you the picture of stained glass no
[00:20:40.860 --> 00:20:47.860]   single piece of stained glass can complete the whole picture on its own and that is what
[00:20:47.860 --> 00:20:53.900]   the founding fathers the patriarchal family look like and that is what we look like most
[00:20:53.900 --> 00:21:14.980]   of the time but the patriarchal stories from Genesis leave us with this uncomfortable reminder.
[00:21:14.980 --> 00:21:21.100]   And we read the stories from the Bible again it's rated out stories and we shake our heads
[00:21:21.100 --> 00:21:29.260]   we shake our heads because Jacob was evil guy and Judah sell his brothers to illuminate
[00:21:29.260 --> 00:21:35.460]   him and the biggest problem in the stories of patriarch is not simply that they wrecked
[00:21:35.460 --> 00:21:41.380]   the plan of God the biggest problem is that their attitude is I don't care attitude.
[00:21:41.380 --> 00:22:08.180]   See Esau sold his birthright to Jacob for a bowl of stew because he doesn't care right
[00:22:08.180 --> 00:22:15.460]   he doesn't care about the plan of God not because he was evil it's just because he didn't
[00:22:15.460 --> 00:22:24.380]   care at all.
[00:22:24.380 --> 00:22:29.940]   And the brothers of Joseph thrown him into the pit and they sat down to do what they
[00:22:29.940 --> 00:22:36.620]   sat down to eat right they sat down to eat that is the attitude of not caring at all
[00:22:36.620 --> 00:22:42.660]   and that is most frightening because it's a bystander mentality I just want to stand
[00:22:42.660 --> 00:22:47.780]   on the side and I don't participate I don't care and that is the fatal wound for the people
[00:22:47.780 --> 00:23:06.300]   of God fatal wound for the church.
[00:23:06.300 --> 00:23:15.300]   Maybe we are doing this you never pray for the church and you never care right you have
[00:23:15.300 --> 00:23:23.780]   this attitude I don't care you know the plan of God the glory of God I don't care.
[00:23:23.780 --> 00:23:34.700]   There are three invitations today as you leave as I told you you pick up a piece of puzzle
[00:23:34.700 --> 00:23:42.540]   and you are going to place it in the jar that you got from last time and this piece please
[00:23:42.540 --> 00:23:50.380]   you know be a reminder to you that you need every piece around you no piece can complete
[00:23:50.380 --> 00:23:57.820]   the picture you need other pieces to join together every piece has its own place including
[00:23:57.820 --> 00:24:18.740]   you yourself including you in your brokenness in your incompleteness right now.
[00:24:18.740 --> 00:24:25.020]   And I think the first invitation is humility you know go back to the illustration you know
[00:24:25.020 --> 00:24:33.140]   go back to the stories of Genesis God you know that's a wrong attitude to say that God
[00:24:33.140 --> 00:24:38.820]   can only use me once I'm good enough because I'm not good enough God is not going to use
[00:24:38.820 --> 00:24:44.700]   me you know from the book of Genesis God is never waiting for the perfect person to use.
[00:24:44.700 --> 00:25:06.660]   And God knows you are not perfect God knows you are broken but God can still use you it's
[00:25:06.660 --> 00:25:12.660]   not because you are better because God is great.
[00:25:12.660 --> 00:25:18.580]   Now the second reminder is to wake up is kind of awakening.
[00:25:18.580 --> 00:25:24.540]   So you ask yourself this you know kind of cosmic question have I been watching the word
[00:25:24.540 --> 00:25:31.940]   of God from the sidelines?
[00:25:31.940 --> 00:25:36.380]   You know the mission of the church the needs of the people around me have I ever said you
[00:25:36.380 --> 00:25:42.020]   know I have nothing to do with them.
[00:25:42.020 --> 00:25:48.460]   And we need to repent from them.
[00:25:48.460 --> 00:25:55.180]   And thirdly is the invitation to participate in the plan of God.
[00:25:55.180 --> 00:26:02.740]   You know I am this broken piece am I willing to place myself this broken piece into the
[00:26:02.740 --> 00:26:19.820]   hands of the craftsman God himself not waiting on the sideline until I get good enough but
[00:26:19.820 --> 00:26:25.140]   right now with all the cracks and all the incompleteness I'm going to hand myself and
[00:26:25.140 --> 00:26:35.180]   trust myself to God because the whole picture God is putting together is not about one piece
[00:26:35.180 --> 00:26:39.140]   it's all the pieces together the whole picture of the grace of God and the power of God and
[00:26:39.140 --> 00:26:52.980]   glory of God and you are part small part of that big picture.
[00:26:52.980 --> 00:26:57.500]   So at the end of the sermon I want to take some time some quiet time so that you can
[00:26:57.500 --> 00:27:03.460]   talk to God.
[00:27:03.460 --> 00:27:11.620]   I'm sure you have been to church more than one time.
[00:27:11.620 --> 00:27:16.220]   And I'm sure God has spoken to you.
[00:27:16.220 --> 00:27:21.580]   You know you can ignore the voice of God.
[00:27:21.580 --> 00:27:28.380]   You can silence the voice of God inside of you.
[00:27:28.380 --> 00:27:32.100]   But God is still speaking to you.
[00:27:32.100 --> 00:27:43.580]   And it's an invitation for you to come be humble and be awakened and to participate.
[00:27:43.580 --> 00:27:48.580]   While the music is playing let's spend a couple of minutes and you talk to God yourself
[00:27:48.580 --> 00:27:50.580]   right here right now.
[00:27:50.580 --> 00:27:51.580]   Let's all pray.
[00:27:51.580 --> 00:28:15.580]   (Praying in Chinese) Let's all pray.
[00:28:15.580 --> 00:28:42.020]   (Praying in Chinese) Dear Lord we are broken pieces.
[00:28:42.020 --> 00:28:50.260]   We are cracked and we are fall and not enough on our own.
[00:28:50.260 --> 00:28:56.340]   But you dear God you are the craftsman.
[00:28:56.340 --> 00:29:01.020]   And you never discard what is broken.
[00:29:01.020 --> 00:29:03.340]   Take us please.
[00:29:03.340 --> 00:29:08.100]   And set us into your picture.
[00:29:08.100 --> 00:29:11.700]   Let your light shine through.
[00:29:11.700 --> 00:29:17.300]   And with open hands we are yours.
[00:29:17.300 --> 00:29:20.300]   In Jesus name.
[00:29:20.300 --> 00:29:23.300]   Amen.
[00:29:23.300 --> 00:29:25.060]   What the invitation is for you.

