
[00:00:00.000 --> 00:00:02.000]  為我們講道 現在將時間交給他
[00:01:44.000 --> 00:01:47.000]  神的護理 上帝的護理
[00:01:47.000 --> 00:01:49.000]  很多時候舊有的翻譯 中文的翻譯
[00:01:49.000 --> 00:01:52.000]  Providence翻譯成天明
[00:01:52.000 --> 00:01:54.000]  有沒有聽過 天明
[00:01:54.000 --> 00:01:56.000]  因為有一點像我們華人
[00:01:56.000 --> 00:01:58.000]  有一個很重的意識
[00:01:58.000 --> 00:02:00.000]  就是天明 宿命
[00:02:00.000 --> 00:02:04.000]  就是每一件事都set死了
[00:02:04.000 --> 00:02:08.000]  等於我們廣東話會說什麼
[00:02:08.000 --> 00:02:10.000]  整定
[00:02:10.000 --> 00:02:12.000]  什麼叫整定
[00:02:12.000 --> 00:02:14.000]  吃多少 穿多少 是怎樣
[00:02:14.000 --> 00:02:16.000]  整定的
[00:02:16.000 --> 00:02:18.000]  吃多少 穿多少 整定的
[00:02:18.000 --> 00:02:20.000]  就是每一件事都安排了
[00:02:20.000 --> 00:02:22.000]  命運裡面安排了等等
[00:02:22.000 --> 00:02:24.000]  比如說緣份的事不可以強求
[00:02:24.000 --> 00:02:26.000]  為什麼
[00:02:26.000 --> 00:02:28.000]  整定了
[00:02:28.000 --> 00:02:30.000]  你急都沒用
[00:02:30.000 --> 00:02:32.000]  整定的就有些事
[00:02:32.000 --> 00:02:36.000]  有一種這樣的概念
[00:02:36.000 --> 00:02:38.000]  或者我們廣東話說
[00:02:38.000 --> 00:02:40.000]  啱啱
[00:02:40.000 --> 00:02:42.000]  啱啱這個詞語很好用
[00:02:42.000 --> 00:02:44.000]  啱啱
[00:02:44.000 --> 00:02:46.000]  就是這樣啱啱
[00:02:46.000 --> 00:02:48.000]  啱啱可以說
[00:02:48.000 --> 00:02:50.000]  少少 數量
[00:02:50.000 --> 00:02:52.000]  啱啱到位
[00:02:52.000 --> 00:02:54.000]  或者天下萬無
[00:02:54.000 --> 00:02:56.000]  你所遇見的事
[00:02:56.000 --> 00:02:58.000]  啱啱善 啱啱
[00:02:58.000 --> 00:03:00.000]  不過我想說說
[00:03:00.000 --> 00:03:02.000]  聖經裡面所說的
[00:03:02.000 --> 00:03:04.000]  跟華人的傳統的思想
[00:03:04.000 --> 00:03:06.000]  有些不同
[00:03:06.000 --> 00:03:08.000]  因為我們說整定 命運
[00:03:08.000 --> 00:03:10.000]  命生成是這樣
[00:03:10.000 --> 00:03:12.000]  等等
[00:03:12.000 --> 00:03:16.000]  跟聖經裡面所說的不同
[00:03:16.000 --> 00:03:18.000]  因為命運不會跟你說話
[00:03:18.000 --> 00:03:20.000]  是不是
[00:03:20.000 --> 00:03:22.000]  整定的事
[00:03:22.000 --> 00:03:24.000]  或者所謂的命運
[00:03:24.000 --> 00:03:26.000]  是不會跟你有任何互動的
[00:03:26.000 --> 00:03:28.000]  但是聖經裡面說
[00:03:28.000 --> 00:03:30.000]  上主的護理就不同了
[00:03:30.000 --> 00:03:32.000]  上主是跟這個世界會有互動的
[00:03:32.000 --> 00:03:34.000]  會大家
[00:03:34.000 --> 00:03:36.000]  有彼此的互動
[00:03:36.000 --> 00:03:38.000]  上帝是會參與在世界裡面
[00:03:38.000 --> 00:03:40.000]  並且參與在你生命裡面
[00:03:40.000 --> 00:03:42.000]  對不對
[00:03:42.000 --> 00:03:44.000]  有時候直接
[00:03:44.000 --> 00:03:46.000]  有時候是間接的
[00:03:46.000 --> 00:03:48.000]  有時候是明明的
[00:03:48.000 --> 00:03:50.000]  有時候呢
[00:03:50.000 --> 00:03:52.000]  或者更多時候是暗地
[00:03:52.000 --> 00:03:54.000]  無論是明的 或者暗的
[00:03:54.000 --> 00:03:56.000]  聖經裡面都去到
[00:03:56.000 --> 00:03:58.000]  很直接的告訴我們
[00:03:58.000 --> 00:04:00.000]  我們的生命是在上帝自己的看顧裡面
[00:04:00.000 --> 00:04:02.000]  在上帝自己的
[00:04:02.000 --> 00:04:04.000]  providence裡面
[00:04:04.000 --> 00:04:06.000]  聖經裡面當然有些直接的
[00:04:06.000 --> 00:04:08.000]  教導 直接的經文
[00:04:08.000 --> 00:04:10.000]  說到這件事
[00:04:10.000 --> 00:04:12.000]  詩篇139篇 大家很熟了
[00:04:12.000 --> 00:04:14.000]  我認識 我坐下起來
[00:04:14.000 --> 00:04:16.000]  我休息的時候
[00:04:16.000 --> 00:04:18.000]  我做工的時候 起來
[00:04:18.000 --> 00:04:20.000]  你都曉得
[00:04:20.000 --> 00:04:22.000]  從遠處你見到
[00:04:22.000 --> 00:04:24.000]  知道我的意念
[00:04:24.000 --> 00:04:26.000]  我走路忙的時候
[00:04:26.000 --> 00:04:28.000]  我得閒的時候
[00:04:28.000 --> 00:04:30.000]  休息的時候 你都細察
[00:04:30.000 --> 00:04:32.000]  你也心知
[00:04:32.000 --> 00:04:34.000]  我一切
[00:04:34.000 --> 00:04:36.000]  whatsoever 我所行的
[00:04:36.000 --> 00:04:38.000]  這些是很直接的經文
[00:04:38.000 --> 00:04:40.000]  我們不會翻開這些經文
[00:04:40.000 --> 00:04:42.000]  為什麼呢
[00:04:42.000 --> 00:04:44.000]  因為聖經文化 希伯來文化
[00:04:44.000 --> 00:04:46.000]  甚至到今天都是
[00:04:46.000 --> 00:04:48.000]  很少會像我們
[00:04:48.000 --> 00:04:50.000]  比較西方
[00:04:50.000 --> 00:04:52.000]  現代人這樣想的
[00:04:52.000 --> 00:04:54.000]  我們就想point for
[00:04:54.000 --> 00:04:56.000]  1234 bullet point
[00:04:56.000 --> 00:04:58.000]  什麼叫上主護理
[00:04:58.000 --> 00:05:00.000]  1234這樣列出來
[00:05:00.000 --> 00:05:02.000]  將它抽空 或者將它抽象地
[00:05:02.000 --> 00:05:04.000]  有些概念
[00:05:04.000 --> 00:05:06.000]  去表達出來
[00:05:06.000 --> 00:05:08.000]  希伯來文化 聖經文化不是這樣的
[00:05:08.000 --> 00:05:10.000]  到今時今日都是一樣
[00:05:10.000 --> 00:05:12.000]  拉比 你問他一些東西
[00:05:12.000 --> 00:05:14.000]  怎樣解釋這個概念
[00:05:14.000 --> 00:05:16.000]  他會怎樣回答你
[00:05:16.000 --> 00:05:18.000]  Let me tell you a story
[00:05:18.000 --> 00:05:20.000]  Let me tell you a story
[00:05:20.000 --> 00:05:22.000]  聖經裡面都有
[00:05:22.000 --> 00:05:24.000]  這些東西
[00:05:24.000 --> 00:05:26.000]  先知拿丹去指責
[00:05:26.000 --> 00:05:28.000]  大衛 君王犯罪的時候
[00:05:28.000 --> 00:05:30.000]  他怎樣做的
[00:05:30.000 --> 00:05:32.000]  他不是一棍子
[00:05:32.000 --> 00:05:34.000]  這樣下去
[00:05:34.000 --> 00:05:36.000]  他講一個story給他聽
[00:05:36.000 --> 00:05:38.000]  講一個比喻給他聽
[00:05:38.000 --> 00:05:40.000]  耶穌的教導當然也是這樣
[00:05:40.000 --> 00:05:42.000]  所以是一種story telling的culture
[00:05:42.000 --> 00:05:44.000]  講一個故事給你聽
[00:05:44.000 --> 00:05:46.000]  讓一個故事
[00:05:46.000 --> 00:05:48.000]  讓你能夠咀嚼一下
[00:05:48.000 --> 00:05:50.000]  讓你明白
[00:05:50.000 --> 00:05:52.000]  裡面所講的一些很重要的
[00:05:52.000 --> 00:05:54.000]  很寶貴的教導
[00:05:54.000 --> 00:05:56.000]  很重要的一些概念
[00:05:56.000 --> 00:05:58.000]  所以為什麼我們做父母
[00:05:58.000 --> 00:06:00.000]  特別小孩子小的時候
[00:06:00.000 --> 00:06:02.000]  要跟他讀那些
[00:06:02.000 --> 00:06:04.000]  兒童故事 讀那些好的故事
[00:06:04.000 --> 00:06:06.000]  因為我們每個人都是tell a story
[00:06:06.000 --> 00:06:08.000]  hear a story
[00:06:08.000 --> 00:06:10.000]  learn from a story
[00:06:10.000 --> 00:06:12.000]  所以在這個系列裡面
[00:06:12.000 --> 00:06:14.000]  我們要多看一點聖經 看一點經文
[00:06:14.000 --> 00:06:16.000]  這些經文都跟故事有關
[00:06:16.000 --> 00:06:18.000]  所以今天我也跟你講一個故事
[00:06:18.000 --> 00:06:20.000]  就是約瑟的故事
[00:06:20.000 --> 00:06:22.000]  37章我們開始講
[00:06:22.000 --> 00:06:24.000]  就是約瑟的故事開始的時候
[00:06:24.000 --> 00:06:26.000]  這裡講什麼呢
[00:06:26.000 --> 00:06:28.000]  他說這個是雅各的事蹟
[00:06:28.000 --> 00:06:30.000]  約瑟十七歲和他哥哥們一同牧羊
[00:06:30.000 --> 00:06:32.000]  他是個少年
[00:06:32.000 --> 00:06:38.000]  父親的切丕拉和色柏的兒子們常在一起
[00:06:38.000 --> 00:06:42.000]  約瑟把他們的惡行報給父親
[00:06:42.000 --> 00:06:46.000]  以色列愛約瑟過於其他兒子
[00:06:46.000 --> 00:06:48.000]  因為約瑟是他年老時候生的
[00:06:48.000 --> 00:06:52.000]  他就給約瑟造了一件長袍
[00:06:52.000 --> 00:06:54.000]  這個是新的翻譯
[00:06:54.000 --> 00:06:58.000]  因為我們知道七十四本書說是彩衣
[00:06:58.000 --> 00:07:00.000]  希伯文本身就是彩袍的意思
[00:07:00.000 --> 00:07:02.000]  長的袍 總之就是漂亮的袍
[00:07:02.000 --> 00:07:04.000]  總之他有名牌的東西穿
[00:07:04.000 --> 00:07:06.000]  他哥哥就沒有
[00:07:06.000 --> 00:07:08.000]  全部名牌的東西都買在他身上
[00:07:08.000 --> 00:07:10.000]  第四節
[00:07:10.000 --> 00:07:16.000]  哥哥們見父親愛約瑟過於他們就恨約瑟
[00:07:16.000 --> 00:07:20.000]  不與他說友善的話
[00:07:20.000 --> 00:07:24.000]  然後經文下一節就講到兩個夢
[00:07:24.000 --> 00:07:26.000]  記得嗎
[00:07:26.000 --> 00:07:28.000]  有兩個夢
[00:07:28.000 --> 00:07:30.000]  約瑟做了兩個夢
[00:07:30.000 --> 00:07:33.000]  第一個夢是有關收割的時候的和菌
[00:07:33.000 --> 00:07:35.000]  把那些東西摘起
[00:07:35.000 --> 00:07:40.000]  然後他說全部哥哥的和菌就向他下拜
[00:07:40.000 --> 00:07:45.000]  第二個夢就講到太陽、月亮和十一顆星星
[00:07:45.000 --> 00:07:47.000]  就向他下拜
[00:07:47.000 --> 00:07:49.000]  對嗎 兩次
[00:07:49.000 --> 00:07:52.000]  很多時候兩次都是重要的東西
[00:07:52.000 --> 00:07:55.000]  所以約瑟整個故事裡面
[00:07:55.000 --> 00:07:57.000]  很多時候夢境都出兩次
[00:07:57.000 --> 00:07:59.000]  從不同的人都好
[00:07:59.000 --> 00:08:01.000]  總之是兩個夢
[00:08:01.000 --> 00:08:03.000]  兩個dreams
[00:08:03.000 --> 00:08:06.000]  這些dreams很多時候在以前的社會
[00:08:06.000 --> 00:08:08.000]  或者以前的文化
[00:08:08.000 --> 00:08:10.000]  以前的語言
[00:08:10.000 --> 00:08:13.000]  是帶著一種預言性在那裡
[00:08:13.000 --> 00:08:16.000]  就是預計將來會發生什麼事
[00:08:16.000 --> 00:08:18.000]  當然我們知道
[00:08:18.000 --> 00:08:20.000]  我們已經看完整個約瑟的故事
[00:08:20.000 --> 00:08:21.000]  或者聽過
[00:08:21.000 --> 00:08:23.000]  37至50章
[00:08:23.000 --> 00:08:25.000]  最後約瑟結束的時候
[00:08:25.000 --> 00:08:28.000]  他雖然經過很多苦
[00:08:28.000 --> 00:08:31.000]  但最後他成為一個很重要的人物
[00:08:31.000 --> 00:08:34.000]  救了他的家庭
[00:08:34.000 --> 00:08:37.000]  這個就是開頭
[00:08:37.000 --> 00:08:40.000]  如何去介紹約瑟這個故事
[00:08:40.000 --> 00:08:42.000]  14節
[00:08:42.000 --> 00:08:44.000]  以色列就是雅各
[00:08:44.000 --> 00:08:45.000]  對他說
[00:08:45.000 --> 00:08:46.000]  對約瑟說
[00:08:46.000 --> 00:08:49.000]  你去看看你哥哥是否平安
[00:08:49.000 --> 00:08:50.000]  羊群是否平安
[00:08:50.000 --> 00:08:51.000]  栽糊內告訴我
[00:08:51.000 --> 00:08:54.000]  於是他派約瑟出希伯來谷
[00:08:54.000 --> 00:08:56.000]  在南邊
[00:08:56.000 --> 00:08:58.000]  約瑟就往士劍去了
[00:08:58.000 --> 00:08:59.000]  在北邊
[00:08:59.000 --> 00:09:01.000]  由南走到北
[00:09:01.000 --> 00:09:02.000]  有人遇見他
[00:09:02.000 --> 00:09:05.000]  看他在田野走迷了路
[00:09:05.000 --> 00:09:06.000]  那人問他說
[00:09:06.000 --> 00:09:08.000]  你找什麼
[00:09:08.000 --> 00:09:10.000]  他說我找我哥哥
[00:09:10.000 --> 00:09:13.000]  請告訴我他們在那裡放羊
[00:09:13.000 --> 00:09:15.000]  那人說
[00:09:15.000 --> 00:09:18.000]  他們已經離開這裡走了
[00:09:18.000 --> 00:09:20.000]  我聽到他們這樣說
[00:09:20.000 --> 00:09:22.000]  我們往多丹去
[00:09:22.000 --> 00:09:25.000]  多丹在士劍再北一點
[00:09:25.000 --> 00:09:27.000]  約瑟就追趕他哥哥
[00:09:27.000 --> 00:09:29.000]  在多丹找到他們
[00:09:29.000 --> 00:09:30.000]  接著發生什麼事
[00:09:30.000 --> 00:09:32.000]  18節
[00:09:32.000 --> 00:09:35.000]  哥哥遠遠看見他的時候
[00:09:35.000 --> 00:09:38.000]  趁他還沒有就緊的時候
[00:09:38.000 --> 00:09:42.000]  就圖謀地去謀殺他
[00:09:42.000 --> 00:09:43.000]  他們彼此說
[00:09:43.000 --> 00:09:45.000]  看那做夢的人來了
[00:09:45.000 --> 00:09:47.000]  The dreamer
[00:09:47.000 --> 00:09:48.000]  現在來把我們把他殺了
[00:09:48.000 --> 00:09:50.000]  丟在一個坑裡面
[00:09:50.000 --> 00:09:53.000]  就說有猛獸把他吃掉
[00:09:53.000 --> 00:09:57.000]  我們且看他的夢將來會不會實現
[00:09:57.000 --> 00:09:58.000]  裡面聽見
[00:09:58.000 --> 00:10:00.000]  裡面是大兒子
[00:10:00.000 --> 00:10:02.000]  12個兒子
[00:10:02.000 --> 00:10:05.000]  裡面聽見就要救約瑟脫離他們的手
[00:10:05.000 --> 00:10:08.000]  說你們不可以害他的性命
[00:10:08.000 --> 00:10:09.000]  裡面又對他們說
[00:10:09.000 --> 00:10:10.000]  不可流他的血
[00:10:10.000 --> 00:10:12.000]  可以把他丟在這礦的坑裡面
[00:10:12.000 --> 00:10:13.000]  不可以下手害他
[00:10:13.000 --> 00:10:15.000]  裡面這樣說是什麼意思
[00:10:15.000 --> 00:10:19.000]  是想救約瑟脫離他其他哥哥的手
[00:10:19.000 --> 00:10:22.000]  將他交還給他父親
[00:10:22.000 --> 00:10:23.000]  約瑟終於到了
[00:10:23.000 --> 00:10:25.000]  23節
[00:10:25.000 --> 00:10:28.000]  到了他哥哥們的那裡
[00:10:28.000 --> 00:10:31.000]  他們就削去他的外衣
[00:10:31.000 --> 00:10:34.000]  就是他身上那件長袍
[00:10:34.000 --> 00:10:35.000]  他們抓住他
[00:10:35.000 --> 00:10:37.000]  把他丟在坑裡
[00:10:37.000 --> 00:10:40.000]  那坑是空的
[00:10:40.000 --> 00:10:43.000]  裡面會有誰
[00:10:43.000 --> 00:10:46.000]  你覺得那些兄弟想怎樣
[00:10:46.000 --> 00:10:49.000]  他們想將他謀殺
[00:10:49.000 --> 00:10:52.000]  不是純粹將他教訓一下
[00:10:52.000 --> 00:10:54.000]  因為憎恨到他入骨
[00:10:54.000 --> 00:10:57.000]  來到的時候就想將他殺死
[00:10:57.000 --> 00:11:01.000]  然後將他的屍體丟在坑裡面
[00:11:01.000 --> 00:11:04.000]  坑裡面沒有誰
[00:11:04.000 --> 00:11:09.000]  或者就算裡面大兒子Rubin
[00:11:09.000 --> 00:11:12.000]  想去救駕
[00:11:12.000 --> 00:11:14.000]  他都可能會死
[00:11:14.000 --> 00:11:15.000]  為什麼
[00:11:15.000 --> 00:11:17.000]  明明講清楚那坑沒有水
[00:11:17.000 --> 00:11:18.000]  在那裡
[00:11:18.000 --> 00:11:20.000]  如果將他丟下去
[00:11:20.000 --> 00:11:21.000]  誰會幫他
[00:11:21.000 --> 00:11:24.000]  叫天不應 叫地不聞
[00:11:24.000 --> 00:11:28.000]  然後發生什麼事
[00:11:28.000 --> 00:11:34.000]  丟了約瑟下坑之後
[00:11:34.000 --> 00:11:37.000]  那些兄弟居然有胃口吃飯
[00:11:37.000 --> 00:11:39.000]  他們坐下吃飯
[00:11:39.000 --> 00:11:41.000]  誰知道舉頭觀看
[00:11:41.000 --> 00:11:44.000]  有一群以實瑪利人從基列來
[00:11:44.000 --> 00:11:46.000]  基列在東邊
[00:11:46.000 --> 00:11:50.000]  用駱駝帶著香料與香末藥
[00:11:50.000 --> 00:11:51.000]  他們要去哪裡
[00:11:51.000 --> 00:11:53.000]  去埃及
[00:11:53.000 --> 00:11:56.000]  猶大突然間出了一個主意
[00:11:56.000 --> 00:11:58.000]  跟其他哥哥說
[00:11:58.000 --> 00:12:00.000]  我們殺了弟弟
[00:12:00.000 --> 00:12:03.000]  遮掩他的血有什麼好處
[00:12:03.000 --> 00:12:07.000]  我們將他賣給以實瑪利人
[00:12:07.000 --> 00:12:09.000]  不要下手害他
[00:12:09.000 --> 00:12:12.000]  因為我們的弟弟是我們的骨肉
[00:12:12.000 --> 00:12:14.000]  其他兄弟就聽他說
[00:12:14.000 --> 00:12:19.000]  那時有些米電的商人從那裡經過
[00:12:19.000 --> 00:12:23.000]  他們就將約瑟從坑裡面拉上來
[00:12:23.000 --> 00:12:26.000]  他們就用20塊的銀紙
[00:12:26.000 --> 00:12:28.000]  20塊
[00:12:28.000 --> 00:12:31.000]  就將約瑟賣給以實瑪利人
[00:12:31.000 --> 00:12:35.000]  他們就把約瑟帶到埃及去了
[00:12:35.000 --> 00:12:38.000]  你以為完了嗎
[00:12:38.000 --> 00:12:39.000]  還未完
[00:12:39.000 --> 00:12:41.000]  29節
[00:12:41.000 --> 00:12:43.000]  回到坑旁
[00:12:43.000 --> 00:12:45.000]  這個不知道去哪了
[00:12:45.000 --> 00:12:47.000]  可能要照顧羊
[00:12:47.000 --> 00:12:49.000]  羊可能跑了
[00:12:49.000 --> 00:12:51.000]  可能要把羊抓回來
[00:12:51.000 --> 00:12:53.000]  剛剛好他不在
[00:12:53.000 --> 00:12:55.000]  回到坑裡面
[00:12:55.000 --> 00:12:57.000]  看見約瑟不在坑裡
[00:12:57.000 --> 00:12:59.000]  就撕裂自己的衣服
[00:12:59.000 --> 00:13:01.000]  回到他的兄弟那裡說
[00:13:01.000 --> 00:13:02.000]  孩子不在了
[00:13:02.000 --> 00:13:04.000]  我在那裡才好呢
[00:13:04.000 --> 00:13:07.000]  於是他們就宰了一隻公山羊
[00:13:07.000 --> 00:13:11.000]  拿了約瑟的那件外衣染了一些血
[00:13:11.000 --> 00:13:16.000]  派人把長袍先送回他爸爸那裡
[00:13:16.000 --> 00:13:19.000]  說我們發現這件長袍有血的
[00:13:19.000 --> 00:13:21.000]  你來認一認
[00:13:21.000 --> 00:13:23.000]  是不是你兒子的外衣呢
[00:13:23.000 --> 00:13:26.000]  然後我們skip下去第36節
[00:13:26.000 --> 00:13:28.000]  鏡頭轉過去就是米電人
[00:13:28.000 --> 00:13:32.000]  就將約瑟賣到埃及
[00:13:32.000 --> 00:13:34.000]  給了一個法老的官員
[00:13:34.000 --> 00:13:37.000]  一個護衛長叫波提法
[00:13:37.000 --> 00:13:39.000]  約瑟的故事當然很長
[00:13:39.000 --> 00:13:41.000]  37章至50章
[00:13:41.000 --> 00:13:45.000]  有14章的成經是創世紀最後的
[00:13:45.000 --> 00:13:48.000]  是很迂迴曲折的一個故事
[00:13:48.000 --> 00:13:50.000]  很多時候我們看這個故事的時候
[00:13:50.000 --> 00:13:52.000]  當然我們如果真的會看故事的話
[00:13:52.000 --> 00:13:54.000]  你想看故事的話
[00:13:54.000 --> 00:13:56.000]  其實這個故事是很好看的
[00:13:56.000 --> 00:13:58.000]  但是怎樣去解釋一些東西呢
[00:13:58.000 --> 00:14:01.000]  這個就是巧妙的地方
[00:14:01.000 --> 00:14:03.000]  希伯來人的文化是怎樣呢
[00:14:03.000 --> 00:14:05.000]  Let me tell you a story
[00:14:05.000 --> 00:14:09.000]  有一些很重要和你有關的
[00:14:09.000 --> 00:14:11.000]  屬靈的教導
[00:14:11.000 --> 00:14:13.000]  怎樣告訴你呢
[00:14:13.000 --> 00:14:14.000]  不是list個form
[00:14:14.000 --> 00:14:15.000]  point form給你
[00:14:15.000 --> 00:14:20.000]  而是去到給一個迂迴曲折的故事給你
[00:14:20.000 --> 00:14:22.000]  當然我們先劇透
[00:14:22.000 --> 00:14:25.000]  約瑟被賣到埃及發生什麼事
[00:14:25.000 --> 00:14:28.000]  經過很多苦難很多波折等等
[00:14:28.000 --> 00:14:31.000]  最後成為了埃及的一個大官
[00:14:31.000 --> 00:14:33.000]  然後當地有大饑荒
[00:14:33.000 --> 00:14:39.000]  然後雅各一家又被逼到埃及去吃糧
[00:14:39.000 --> 00:14:42.000]  然後故事最後有一個所謂好的收場
[00:14:42.000 --> 00:14:46.000]  輾轉之下兄弟和約瑟就復和
[00:14:46.000 --> 00:14:50.000]  整個家庭就被救回來
[00:14:50.000 --> 00:14:52.000]  到最後的時候
[00:14:52.000 --> 00:14:54.000]  50章第20節
[00:14:54.000 --> 00:14:55.000]  約瑟就說什麼
[00:14:55.000 --> 00:14:56.000]  跟他的哥哥說
[00:14:56.000 --> 00:14:59.000]  從前你們的意思是要害我
[00:14:59.000 --> 00:15:03.000]  但上帝的意思原是好的
[00:15:03.000 --> 00:15:05.000]  我們剛才看第37章
[00:15:05.000 --> 00:15:07.000]  有很多很多的細節
[00:15:07.000 --> 00:15:09.000]  這裡有兩個point值得留意
[00:15:09.000 --> 00:15:11.000]  第一
[00:15:11.000 --> 00:15:13.000]  在上帝的providence底下
[00:15:13.000 --> 00:15:15.000]  上帝的護理底下
[00:15:15.000 --> 00:15:19.000]  第一每個人都有自由作主
[00:15:19.000 --> 00:15:27.000]  37章我們剛才看了很多不同的經文
[00:15:27.000 --> 00:15:29.000]  家父做過什麼
[00:15:29.000 --> 00:15:32.000]  派約瑟去視察一下
[00:15:32.000 --> 00:15:34.000]  他們就平安
[00:15:34.000 --> 00:15:37.000]  他絕對有自由去做一個這樣的選擇
[00:15:37.000 --> 00:15:38.000]  派約瑟去探望一下
[00:15:38.000 --> 00:15:40.000]  保佑平安
[00:15:40.000 --> 00:15:41.000]  第二
[00:15:41.000 --> 00:15:43.000]  他的兄弟
[00:15:43.000 --> 00:15:47.000]  由希伯文谷上到北面事件
[00:15:47.000 --> 00:15:48.000]  他們做什麼呢
[00:15:48.000 --> 00:15:50.000]  放羊
[00:15:50.000 --> 00:15:52.000]  可能那裡找不到水
[00:15:52.000 --> 00:15:54.000]  不夠水不夠草
[00:15:54.000 --> 00:15:56.000]  他們再往北一點
[00:15:56.000 --> 00:16:00.000]  往北一點就會有多一點雨水
[00:16:00.000 --> 00:16:03.000]  他們一直往北走的時候
[00:16:03.000 --> 00:16:06.000]  他們是不是在做他們自己的決定
[00:16:06.000 --> 00:16:08.000]  非常自由
[00:16:08.000 --> 00:16:10.000]  free choice
[00:16:10.000 --> 00:16:14.000]  也是按照他們當時的環境去做一些決定
[00:16:14.000 --> 00:16:17.000]  你記得那個坑有沒有水
[00:16:17.000 --> 00:16:19.000]  坑有沒有水
[00:16:19.000 --> 00:16:20.000]  沒有水
[00:16:20.000 --> 00:16:23.000]  坑沒有水是什麼意思
[00:16:23.000 --> 00:16:26.000]  一年裡面什麼時間
[00:16:26.000 --> 00:16:28.000]  夏季最後的時候
[00:16:28.000 --> 00:16:31.000]  因為他們最喜歡掟坑
[00:16:31.000 --> 00:16:34.000]  雨水掉下去他們就儲起雨水
[00:16:34.000 --> 00:16:36.000]  然後夏季的時候沒有雨水
[00:16:36.000 --> 00:16:37.000]  四五個月
[00:16:37.000 --> 00:16:39.000]  他們就舀水來用
[00:16:39.000 --> 00:16:42.000]  無論是放羊需要喝的水
[00:16:42.000 --> 00:16:44.000]  或者人需要喝的水
[00:16:44.000 --> 00:16:46.000]  他們就會舀水
[00:16:46.000 --> 00:16:48.000]  到了夏季最後的時候
[00:16:48.000 --> 00:16:49.000]  就舀到底
[00:16:49.000 --> 00:16:51.000]  沒有水
[00:16:51.000 --> 00:16:54.000]  夏天最末的時候
[00:16:54.000 --> 00:16:58.000]  他們就上去越來越北面放羊
[00:16:58.000 --> 00:17:01.000]  這個是牧羊人應該要做的事情
[00:17:01.000 --> 00:17:03.000]  絕對有自由
[00:17:03.000 --> 00:17:05.000]  弱勢做了什麼
[00:17:05.000 --> 00:17:10.000]  他遵命在希伯倫谷往北上去
[00:17:10.000 --> 00:17:12.000]  先去哪裡
[00:17:12.000 --> 00:17:13.000]  事件
[00:17:13.000 --> 00:17:18.000]  然後再往多丹去追他的哥哥
[00:17:18.000 --> 00:17:20.000]  他有沒有自由
[00:17:20.000 --> 00:17:22.000]  他不是機械人
[00:17:22.000 --> 00:17:25.000]  他一直跑上去就是想找他的哥哥
[00:17:25.000 --> 00:17:26.000]  就是為了做什麼
[00:17:26.000 --> 00:17:29.000]  為他家父報一個平安
[00:17:29.000 --> 00:17:32.000]  然後兄弟遠遠見到
