
[00:00:00.000 --> 00:00:08.900]  我們說大衛城 石安 耶路撒冷 原本的耶路撒冷
[00:04:16.400 --> 00:04:17.400]  他就不是停在那裡
[00:04:17.400 --> 00:04:21.400]  耶和華也好像這樣圍繞他的百姓
[00:04:21.400 --> 00:04:23.400]  從今時時到永遠
[00:04:23.400 --> 00:04:27.400]  山是動不了的 大家都知道
[00:04:27.400 --> 00:04:30.400]  甚至現代科技可以把山爆破
[00:04:30.400 --> 00:04:32.400]  或者建造隧道
[00:04:32.400 --> 00:04:36.400]  我們都知道山是動搖不了的
[00:04:36.400 --> 00:04:38.400]  所以他說在耶路撒冷
[00:04:38.400 --> 00:04:39.400]  在石安山
[00:04:39.400 --> 00:04:41.400]  看到眾山環繞的時候
[00:04:41.400 --> 00:04:44.400]  他就發現如果我們去依靠耶和華的時候
[00:04:44.400 --> 00:04:51.400]  我們都可以安穩坐定
[00:04:51.400 --> 00:04:54.400]  這個就是地理可以幫助我們
[00:04:54.400 --> 00:04:56.400]  他就是在說這一點
[00:04:56.400 --> 00:04:58.400]  眾山環繞耶路撒冷
[00:04:58.400 --> 00:05:00.400]  東南西北都是環繞著大衛城
[00:05:00.400 --> 00:05:03.400]  原本的石安
[00:05:03.400 --> 00:05:05.400]  不單止是這樣
[00:05:05.400 --> 00:05:09.400]  他說依靠耶和華的好象石安山
[00:05:09.400 --> 00:05:11.400]  必不動搖
[00:05:11.400 --> 00:05:16.400]  永久安居
[00:05:16.400 --> 00:05:18.400]  眾山怎樣環繞耶和華
[00:05:18.400 --> 00:05:20.400]  也照樣環繞他的百姓
[00:05:20.400 --> 00:05:21.400]  從今時時到永遠
[00:05:21.400 --> 00:05:23.400]  必不動搖
[00:05:23.400 --> 00:05:25.400]  山當然不動搖
[00:05:25.400 --> 00:05:27.400]  大家都知道
[00:05:27.400 --> 00:05:29.400]  但這個永不動搖
[00:05:29.400 --> 00:05:32.400]  在舊約很有趣
[00:05:32.400 --> 00:05:36.400]  因為在不同的地方都會形容一些東西會動搖
[00:05:36.400 --> 00:05:39.400]  有些什麼東西會動搖呢
[00:05:39.400 --> 00:05:42.400]  我們看一些例子
[00:05:42.400 --> 00:05:45.400]  以賽亞書四十章十八節
[00:05:45.400 --> 00:05:49.400]  耶和華對那些被露的神的子民
[00:05:49.400 --> 00:05:52.400]  說要帶他們回歸
[00:05:52.400 --> 00:05:54.400]  以賽亞書四十章開始
[00:05:54.400 --> 00:05:57.400]  就是以賽亞書的下一半
[00:05:57.400 --> 00:06:01.400]  安慰耶路撒冷和神的子民
[00:06:01.400 --> 00:06:03.400]  十八節的時候
[00:06:03.400 --> 00:06:05.400]  他就說神是多麼偉大
[00:06:05.400 --> 00:06:09.400]  神是不可以和偶像假神相比
[00:06:09.400 --> 00:06:13.400]  究竟你們將誰給神
[00:06:13.400 --> 00:06:17.400]  用什麼形象與他相較呢
[00:06:17.400 --> 00:06:19.400]  至於偶像
[00:06:19.400 --> 00:06:21.400]  像人去鑄造他
[00:06:21.400 --> 00:06:23.400]  銀像用金紙包裹他
[00:06:23.400 --> 00:06:27.400]  又為他鑄造銀鏈
[00:06:27.400 --> 00:06:29.400]  沒有能力捐獻的人
[00:06:29.400 --> 00:06:31.400]  就挑選不易扭壞的木頭
[00:06:31.400 --> 00:06:34.400]  為自己尋找巧像
[00:06:34.400 --> 00:06:37.400]  樹立不會倒的
[00:06:37.400 --> 00:06:41.400]  No Emote 偶像
[00:06:41.400 --> 00:06:43.400]  會倒的偶像
[00:06:43.400 --> 00:06:45.400]  No Emote
[00:06:45.400 --> 00:06:47.400]  但誰使他不倒呢
[00:06:47.400 --> 00:06:49.400]  就是人使他不倒
[00:06:49.400 --> 00:06:51.400]  其實以賽亞取笑
[00:06:51.400 --> 00:06:53.400]  這是文化背景
[00:06:53.400 --> 00:06:55.400]  或者考古背景
[00:06:55.400 --> 00:06:56.400]  取笑什麼呢
[00:06:56.400 --> 00:06:58.400]  偶像 假神
[00:06:58.400 --> 00:07:01.400]  要放偶像在他面前參拜
[00:07:01.400 --> 00:07:04.400]  但偶像會如何不倒呢
[00:07:04.400 --> 00:07:07.400]  就是人使他不倒
[00:07:07.400 --> 00:07:10.400]  使他不動搖
[00:07:10.400 --> 00:07:12.400]  偶像才能站得住
[00:07:12.400 --> 00:07:15.400]  這是取笑偶像的方法
[00:07:15.400 --> 00:07:17.400]  是一種羞恥
[00:07:17.400 --> 00:07:19.400]  你看他們多容易動搖
[00:07:19.400 --> 00:07:22.400]  因為人使他能站立
[00:07:22.400 --> 00:07:24.400]  如果不是人做的事
[00:07:24.400 --> 00:07:26.400]  偶像就會跌
[00:07:26.400 --> 00:07:28.400]  為什麼要敬拜他呢
[00:07:28.400 --> 00:07:30.400]  絕對不能與他
[00:07:30.400 --> 00:07:34.400]  與真正的創天造地相比
[00:07:34.400 --> 00:07:36.400]  然後41章又繼續說
[00:07:36.400 --> 00:07:38.400]  木象鼓勵銀像
[00:07:38.400 --> 00:07:40.400]  用錘子打光
[00:07:40.400 --> 00:07:46.400]  鼓勵家賤
[00:07:46.400 --> 00:07:48.400]  對看工說
[00:07:48.400 --> 00:07:49.400]  看得好
[00:07:49.400 --> 00:07:51.400]  因為將銀、金
[00:07:51.400 --> 00:07:53.400]  看上去偶像身上
[00:07:53.400 --> 00:07:55.400]  用釘子釘穩
[00:07:55.400 --> 00:07:57.400]  免得他倒下
[00:07:57.400 --> 00:07:59.400]  所以以賽亞就是
[00:07:59.400 --> 00:08:01.400]  用拜假神
[00:08:01.400 --> 00:08:03.400]  做偶像的工匠
[00:08:03.400 --> 00:08:05.400]  去取笑他們
[00:08:05.400 --> 00:08:07.400]  要很小心地看好東西
[00:08:07.400 --> 00:08:09.400]  使偶像不會跌倒
[00:08:09.400 --> 00:08:14.400]  這就是巴力的神像
[00:08:14.400 --> 00:08:16.400]  很小的
[00:08:16.400 --> 00:08:18.400]  幾吋高
[00:08:18.400 --> 00:08:20.400]  你看到巴力神像
[00:08:20.400 --> 00:08:22.400]  是看了金上去
[00:08:22.400 --> 00:08:26.400]  在巴勒斯坦地
[00:08:26.400 --> 00:08:29.400]  是很重要的神明
[00:08:29.400 --> 00:08:31.400]  因為巴力神
[00:08:31.400 --> 00:08:34.400]  是雷電風雨神明
[00:08:34.400 --> 00:08:37.400]  巴力是帶來雨水
[00:08:37.400 --> 00:08:41.400]  所以你看到巴力神像
[00:08:41.400 --> 00:08:44.400]  兩隻手拿著的東西
[00:08:44.400 --> 00:08:46.400]  已經不見了
[00:08:46.400 --> 00:08:50.400]  但右手在很多巴力神話
[00:08:50.400 --> 00:08:52.400]  巴力圖像等等
[00:08:52.400 --> 00:08:54.400]  他拿著什麼呢
[00:08:54.400 --> 00:08:56.400]  就是拿著雷電
[00:08:56.400 --> 00:08:58.400]  拿著一把刀
[00:08:58.400 --> 00:08:59.400]  是曲的刀
[00:08:59.400 --> 00:09:01.400]  代表是雷電
[00:09:01.400 --> 00:09:03.400]  即是說他伸手
[00:09:03.400 --> 00:09:07.400]  能夠將雷電打下來
[00:09:07.400 --> 00:09:11.400]  有雷電就會有雨水
[00:09:11.400 --> 00:09:15.400]  所以巴力是風雨神明
[00:09:15.400 --> 00:09:17.400]  但你看到下面是怎樣
[00:09:17.400 --> 00:09:20.400]  這個出土的巴力像
[00:09:20.400 --> 00:09:24.400]  腳下面有一個釘的地方
[00:09:24.400 --> 00:09:25.400]  釘住它
[00:09:25.400 --> 00:09:27.400]  讓它不會動
[00:09:27.400 --> 00:09:30.400]  這就是以賽亞所說
[00:09:30.400 --> 00:09:33.400]  那些假神
[00:09:33.400 --> 00:09:36.400]  他們為何會去拜他們
[00:09:36.400 --> 00:09:40.400]  為何會以他們為安身立命之道
[00:09:40.400 --> 00:09:42.400]  根本沒有可能
[00:09:42.400 --> 00:09:44.400]  因為他們自己都站不穩
[00:09:44.400 --> 00:09:47.400]  是人使他們站穩
[00:09:47.400 --> 00:09:50.400]  另外一些猶大處像
[00:09:50.400 --> 00:09:53.400]  Judean Pillar Figurine
[00:09:53.400 --> 00:09:57.400]  可能是一些女神
[00:09:57.400 --> 00:09:59.400]  生育的神
[00:09:59.400 --> 00:10:01.400]  學者都在猜測
[00:10:01.400 --> 00:10:05.400]  她本身的功能是什麼
[00:10:05.400 --> 00:10:08.400]  很小的 只有幾吋高
[00:10:08.400 --> 00:10:12.400]  一個用泥或瓦去造的
[00:10:12.400 --> 00:10:16.400]  這些假神 偶像
[00:10:16.400 --> 00:10:20.400]  這些偶像可能是亞瑟拉
[00:10:20.400 --> 00:10:24.400]  可能是一些婦女
[00:10:24.400 --> 00:10:25.400]  她們要生育的時候
[00:10:25.400 --> 00:10:29.400]  她們有一些辟邪的偶像等等
[00:10:29.400 --> 00:10:31.400]  可能有不同的功用
[00:10:31.400 --> 00:10:33.400]  怎樣都好
[00:10:33.400 --> 00:10:34.400]  這裡想告訴你
[00:10:34.400 --> 00:10:38.400]  做法也是要讓它站穩
[00:10:38.400 --> 00:10:40.400]  所以叫做Pillar Figurine
[00:10:40.400 --> 00:10:42.400]  叫做處狀偶像
[00:10:42.400 --> 00:10:43.400]  為什麼呢
[00:10:43.400 --> 00:10:48.400]  因為這些偶像在以色列的地方
[00:10:48.400 --> 00:10:51.400]  猶大國的地方找到很多
[00:10:51.400 --> 00:10:57.400]  秘魯之前 猶大國亡國之前
[00:10:57.400 --> 00:10:59.400]  特別多在耶路撒冷找到
[00:10:59.400 --> 00:11:03.400]  幾百個在耶路撒冷不同家居的地方找到
[00:11:03.400 --> 00:11:08.400]  可以看到那些人去拜這些假神
[00:11:08.400 --> 00:11:10.400]  依靠虛妄的東西
[00:11:10.400 --> 00:11:12.400]  你會看到舊約的先知
[00:11:12.400 --> 00:11:16.400]  去斥責這些以色列人去背道
[00:11:16.400 --> 00:11:18.400]  去敬拜這些假神
[00:11:18.400 --> 00:11:21.400]  巴力 亞瑟拉等等
[00:11:21.400 --> 00:11:23.400]  不去敬拜耶和華
[00:11:23.400 --> 00:11:26.400]  次生育的是誰 是耶和華
[00:11:26.400 --> 00:11:30.400]  是創造力的主 不是這些偶像
[00:11:30.400 --> 00:11:33.400]  但你會看到這些偶像的做法
[00:11:33.400 --> 00:11:35.400]  就像以塞雅所說
[00:11:35.400 --> 00:11:39.400]  No Emotions 不動搖
[00:11:39.400 --> 00:11:40.400]  為什麼呢
[00:11:40.400 --> 00:11:43.400]  因為人做了一些事 使他不動搖
[00:11:43.400 --> 00:11:45.400]  這裡有另外一些
[00:11:45.400 --> 00:11:47.400]  也是迦林地出土的
[00:11:47.400 --> 00:11:49.400]  這些偶像
[00:11:49.400 --> 00:11:53.400]  這裡就讓我們看到一個模型
[00:11:53.400 --> 00:11:55.400]  讓他大量生產
[00:11:55.400 --> 00:11:57.400]  人們就買這些偶像
[00:11:57.400 --> 00:12:01.400]  去拜也好 拿著祈禱也好
[00:12:01.400 --> 00:12:05.400]  詩篇125篇就是在說
[00:12:05.400 --> 00:12:08.400]  真正不倒的東西是什麼
[00:12:08.400 --> 00:12:12.400]  依靠耶和華的人
[00:12:12.400 --> 00:12:14.400]  是永不動搖
[00:12:14.400 --> 00:12:17.400]  永久可以長居
[00:12:17.400 --> 00:12:18.400]  為什麼呢
[00:12:18.400 --> 00:12:20.400]  因為好像種生去到
[00:12:20.400 --> 00:12:21.400]  環繞耶和華
[00:12:21.400 --> 00:12:23.400]  好像山崗一樣
[00:12:23.400 --> 00:12:26.400]  是永遠都不會動搖的
[00:12:26.400 --> 00:12:28.400]  依靠耶和華的人
[00:12:28.400 --> 00:12:32.400]  就會是這種人
[00:12:32.400 --> 00:12:34.400]  這首詩篇就是挑戰我們
[00:12:34.400 --> 00:12:38.400]  到底我們是否真心真意去依靠耶和華
[00:12:38.400 --> 00:12:40.400]  就是用一個地理的方法
[00:12:40.400 --> 00:12:42.400]  來表述出來
[00:12:42.400 --> 00:12:44.400]  讓我們能夠更加清楚
[00:12:44.400 --> 00:12:46.400]  知道這篇詩篇所說的神話訊息
[00:12:46.400 --> 00:12:48.400]  到底是什麼

