
[00:00:00.000 --> 00:00:01.200]  有請Mark Sir
[00:05:18.080 --> 00:05:20.600]  在巴比倫,古代巴比倫
[00:05:20.600 --> 00:05:23.280]  有一個神話叫做Eluma Elish
[00:05:23.280 --> 00:05:27.080]  中文可以翻譯為「創世史詩」
[00:05:27.080 --> 00:05:30.280]  即是說到世界的開頭是怎樣的
[00:05:30.280 --> 00:05:35.320]  就是巴比倫的假神叫做馬杜克
[00:05:35.320 --> 00:05:38.160]  他就是其中一個很年輕的神
[00:05:38.160 --> 00:05:39.600]  因為是多神論
[00:05:39.600 --> 00:05:42.360]  天庭裡面有很多的神神怪怪
[00:05:42.440 --> 00:05:46.600]  他其中一個是年輕的時候長大
[00:05:46.600 --> 00:05:50.080]  然後他成為一個英雄
[00:05:50.080 --> 00:05:51.000]  為甚麼呢
[00:05:51.000 --> 00:05:55.120]  因為有點像漫威的電影
[00:05:55.120 --> 00:05:56.440]  有一個很大的威脅
[00:05:56.440 --> 00:05:57.760]  威脅整個宇宙
[00:05:57.760 --> 00:05:59.080]  就是那個大水
[00:05:59.080 --> 00:06:01.240]  突然間那個大水的神發瘋
[00:06:01.240 --> 00:06:04.680]  想剿滅所有的神明
[00:06:04.680 --> 00:06:08.280]  這個馬杜克年輕力壯
[00:06:08.280 --> 00:06:10.640]  他突然興起
[00:06:10.720 --> 00:06:15.840]  他去到戰勝了海神或水神
[00:06:15.840 --> 00:06:19.720]  然後故事是寫得很好的
[00:06:19.720 --> 00:06:21.640]  好像天龍八部一樣
[00:06:21.640 --> 00:06:23.680]  他就將水神斬開
[00:06:23.680 --> 00:06:24.520]  好像一條魚一樣
[00:06:24.520 --> 00:06:25.760]  你們有宰過魚嗎
[00:06:25.760 --> 00:06:28.880]  吃魚的時候將牠分開一半
[00:06:28.880 --> 00:06:31.760]  然後有一半的魚和一半的水
[00:06:31.760 --> 00:06:32.880]  就頂在上面
[00:06:32.880 --> 00:06:34.800]  然後一半的水就頂在下面
[00:06:34.800 --> 00:06:38.400]  然後弄到有旱地、陸地出現
[00:06:38.400 --> 00:06:40.000]  然後他這樣頂著的時候
[00:06:40.080 --> 00:06:42.000]  他就說「我就是統治者」
[00:06:42.000 --> 00:06:44.160]  「我將大水戰勝征服之後」
[00:06:44.160 --> 00:06:46.080]  「我就是最大的權兵」
[00:06:46.080 --> 00:06:47.640]  「你就應該要譴責我」
[00:06:47.640 --> 00:06:49.600]  然後這個馬杜克
[00:06:49.600 --> 00:06:54.840]  去到安立了宇宙萬物的秩序
[00:06:54.840 --> 00:06:57.840]  然後就建立了他的聖城巴比倫
[00:06:57.840 --> 00:06:59.320]  這個就是所謂的
[00:06:59.320 --> 00:07:01.840]  Eluma Elish的神話
[00:07:01.840 --> 00:07:04.520]  你看看這部詩篇第46篇
[00:07:04.520 --> 00:07:06.600]  其實都是用一種
[00:07:06.600 --> 00:07:09.600]  當時人熟悉的一種語言
[00:07:09.680 --> 00:07:12.600]  來表達上帝的權威
[00:07:12.600 --> 00:07:14.960]  本身這個世界是有水包著
[00:07:14.960 --> 00:07:19.200]  有混沌來壓制著我們
[00:07:19.200 --> 00:07:22.120]  但是耶和華是掌權
[00:07:22.120 --> 00:07:24.160]  他將重水分開
[00:07:24.160 --> 00:07:27.840]  然後將大水來制服
[00:07:27.840 --> 00:07:30.200]  阻止重水去威脅我們
[00:07:30.200 --> 00:07:32.560]  這就顯明上帝有他的大能
[00:07:32.560 --> 00:07:35.240]  用這樣的方法宣講
[00:07:35.240 --> 00:07:38.480]  上帝是值得我們去信教的
[00:07:38.560 --> 00:07:41.840]  因為宇宙最大的能力是誰
[00:07:41.840 --> 00:07:43.280]  是耶和華
[00:07:43.280 --> 00:07:44.840]  是祂自己
[00:07:44.840 --> 00:07:48.560]  所以我們值得思考一下
[00:07:48.560 --> 00:07:51.960]  這位上帝既然是最終極權能的
[00:07:51.960 --> 00:07:56.200]  我們就需要敬畏和敬拜祂
[00:07:56.200 --> 00:07:57.840]  第四節到第七節
[00:07:57.840 --> 00:07:59.440]  剛才我提到甚麼
[00:07:59.440 --> 00:08:03.280]  說馬杜克,即是那個假神
[00:08:03.280 --> 00:08:04.640]  他戰勝了大水之後
[00:08:04.640 --> 00:08:06.120]  他做了甚麼
[00:08:06.120 --> 00:08:07.600]  創造世界,對吧
[00:08:07.680 --> 00:08:09.520]  然後他做了甚麼
[00:08:09.520 --> 00:08:11.120]  聖城,對吧
[00:08:11.120 --> 00:08:14.320]  敬拜他的聖城,巴比倫
[00:08:14.320 --> 00:08:16.360]  但在這裡說到甚麼
[00:08:16.360 --> 00:08:18.480]  就說到另一個城
[00:08:18.480 --> 00:08:19.920]  詩篇46篇
[00:08:19.920 --> 00:08:22.520]  一至三節說到上帝戰勝大水
[00:08:22.520 --> 00:08:23.960]  值得我們去信教
[00:08:23.960 --> 00:08:27.680]  四節到第七節就說到一個城市
[00:08:27.680 --> 00:08:28.680]  說到城市的時候
[00:08:28.680 --> 00:08:32.760]  我們心靈裡都有不同代表性的城市
[00:08:32.760 --> 00:08:35.440]  可能你的家鄉是某某城市
[00:08:35.520 --> 00:08:38.000]  可能你的家鄉或你很愛的城市
[00:08:38.000 --> 00:08:41.600]  或很多有代表性的市鎮
[00:08:41.600 --> 00:08:44.960]  就是你的安全感的地方,對吧
[00:08:44.960 --> 00:08:48.680]  無論是香港、台灣、台北
[00:08:48.680 --> 00:08:51.920]  或是北京,哪裡都好
[00:08:51.920 --> 00:08:53.840]  總之是你覺得有安全感
[00:08:53.840 --> 00:08:56.080]  有那種家的感覺
[00:08:56.080 --> 00:08:57.640]  對於希伯來人來說
[00:08:57.640 --> 00:08:59.320]  舊約神的子民
[00:08:59.320 --> 00:09:00.840]  那個城市是誰
[00:09:00.840 --> 00:09:03.560]  一定是耶路撒冷
[00:09:03.560 --> 00:09:05.360]  耶路撒冷又叫甚麼
[00:09:05.440 --> 00:09:06.920]  錫安
[00:09:06.920 --> 00:09:08.520]  Jerusalem就是Zion
[00:09:08.520 --> 00:09:10.000]  Zion就是Jerusalem
[00:09:10.000 --> 00:09:14.440]  這裡說到最重要的城市就是錫安城
[00:09:14.440 --> 00:09:16.400]  就是耶路撒冷
[00:09:16.400 --> 00:09:20.320]  所以有些人說詩篇第46篇
[00:09:20.320 --> 00:09:22.720]  可以叫作「Zion的歌」
[00:09:22.720 --> 00:09:25.120]  因為詩篇150首的詩歌裡面
[00:09:25.120 --> 00:09:29.760]  有好幾首都是去歌頌這個城市
[00:09:29.760 --> 00:09:32.880]  不是因為這個城市是世界之最
[00:09:32.880 --> 00:09:34.520]  不一定的
[00:09:34.600 --> 00:09:36.080]  而是因為這個城市
[00:09:36.080 --> 00:09:39.640]  就是上帝揀選他會住在那裡
[00:09:39.640 --> 00:09:40.840]  所以上帝的子民知道
[00:09:40.840 --> 00:09:43.120]  上帝在這裡跟他同在的時候
[00:09:43.120 --> 00:09:45.320]  就不需要懼怕
[00:09:45.320 --> 00:09:46.320]  4至第7節
[00:09:46.320 --> 00:09:49.400]  他說有一條河,這條河是分岔的
[00:09:49.400 --> 00:09:51.600]  在上帝的城歡喜
[00:09:51.600 --> 00:09:55.200]  這個城就是至高者上帝居住的城鎖
[00:09:55.200 --> 00:09:57.520]  就是耶路撒冷聖殿的地方
[00:09:57.520 --> 00:09:59.240]  有一條河走出來
[00:09:59.240 --> 00:10:02.840]  上帝在其中,城就不會動搖了
[00:10:02.840 --> 00:10:04.320]  雖然冰冷盛夏
[00:10:04.400 --> 00:10:07.280]  但是上帝必幫助這個城市
[00:10:07.280 --> 00:10:09.360]  耶和華與我們同在
[00:10:09.360 --> 00:10:11.800]  亞國的神是我們的避難所
[00:10:11.800 --> 00:10:15.520]  這裡說到耶和華戰勝大水之後
[00:10:15.520 --> 00:10:17.360]  他所建立的是甚麼
[00:10:17.360 --> 00:10:20.480]  是安穩、平安
[00:10:20.480 --> 00:10:23.960]  他所建立的城市不是巴比倫
[00:10:23.960 --> 00:10:25.520]  不是埃及的城市
[00:10:25.520 --> 00:10:28.440]  而是耶路撒冷,是錫安
[00:10:28.440 --> 00:10:30.920]  你留意到4至第7節
[00:10:31.000 --> 00:10:34.400]  那裡說的動詞、意象
[00:10:34.400 --> 00:10:38.880]  是跟開頭3節完全相反的
[00:10:38.880 --> 00:10:41.640]  頭3節的感覺應該是很澎湃
[00:10:41.640 --> 00:10:43.280]  有很多聲音、很多噪音
[00:10:43.280 --> 00:10:45.720]  很多東西煩擾和威脅你
[00:10:45.720 --> 00:10:48.520]  4至第7節突然靜下來
[00:10:48.520 --> 00:10:51.120]  而且每件事都反轉
[00:10:51.120 --> 00:10:56.440]  你記得頭3節說甚麼震動、澎湃等等
[00:10:56.440 --> 00:10:58.560]  4至第7節出現的時候
[00:10:58.640 --> 00:11:01.080]  意境就將那些東西全部反轉
[00:11:01.080 --> 00:11:02.920]  本來是混沌
[00:11:02.920 --> 00:11:07.480]  但現在我們看到是上帝給我們的平靜
[00:11:07.480 --> 00:11:11.720]  有一條河,河水流出來
[00:11:11.720 --> 00:11:14.840]  地理上,耶路撒冷不是有一條河
[00:11:14.840 --> 00:11:20.240]  不過地理上,耶路撒冷山腳確實有水泉
[00:11:20.240 --> 00:11:23.280]  叫做積分泉,是從那裡流出來的
[00:11:23.280 --> 00:11:26.760]  這不是說實際的地理
[00:11:26.840 --> 00:11:29.760]  而是說你心靈的地理
[00:11:29.760 --> 00:11:33.880]  在你的生命、心靈裡有這樣的地理
[00:11:33.880 --> 00:11:35.160]  有這樣的地圖
[00:11:35.160 --> 00:11:37.560]  有一條河流出來分岔
[00:11:37.560 --> 00:11:42.320]  這是聖殿,這是伊甸園
[00:11:42.320 --> 00:11:45.560]  有一條河流出來滋潤大地
[00:11:45.560 --> 00:11:47.880]  敬拜上帝來到聖殿的時候
[00:11:47.880 --> 00:11:50.600]  這些人、這些詩篇就想起
[00:11:50.600 --> 00:11:53.080]  上帝仍然與我們同在
[00:11:54.960 --> 00:11:58.720]  幾年前,我收到一個電郵
[00:11:58.720 --> 00:12:04.200]  那個電郵是說中東一些教會的狀況
[00:12:04.200 --> 00:12:05.880]  有甚麼代討等等
[00:12:05.880 --> 00:12:10.640]  那裡說到一些宣教士去到敘利亞
[00:12:10.640 --> 00:12:14.880]  在一個村莊裡探訪
[00:12:14.880 --> 00:12:16.840]  去到慰問當中的人
[00:12:16.840 --> 00:12:18.120]  因為當時,好幾年前
[00:12:18.120 --> 00:12:23.920]  你記得ISIS威脅很多村莊
[00:12:24.000 --> 00:12:25.880]  刪除了很多東西
[00:12:25.880 --> 00:12:29.000]  這些宣教士去了敘利亞的村莊時
[00:12:29.000 --> 00:12:32.040]  他們去到一個姐妹的家
[00:12:32.040 --> 00:12:33.320]  一個女孩的家
[00:12:33.320 --> 00:12:36.680]  發現這個女孩的村屋裡
[00:12:36.680 --> 00:12:41.160]  寫了很多字在牆上
[00:12:41.160 --> 00:12:45.200]  那些字全都是耶穌的名字
[00:12:45.200 --> 00:12:47.880]  用阿拉伯文寫等等
[00:12:47.880 --> 00:12:53.520]  全部把耶穌的名字貼在屋內
[00:12:54.160 --> 00:12:57.400]  在慰問之中和她探訪的時候
[00:12:57.400 --> 00:13:02.200]  這些宣教士就去問敘利亞的基督徒
[00:13:02.200 --> 00:13:04.360]  為何你會這樣做
[00:13:04.360 --> 00:13:10.880]  因為他說在ISIS威脅和做很多破壞時
[00:13:10.880 --> 00:13:12.720]  他在生命裡很害怕
[00:13:12.720 --> 00:13:15.920]  經常害怕被人捉了
[00:13:15.920 --> 00:13:18.520]  經常害怕他的家人有事
[00:13:18.520 --> 00:13:21.960]  他的複製方法是甚麼
[00:13:22.920 --> 00:13:26.200]  就是把耶穌的名字提醒自己
[00:13:26.200 --> 00:13:29.520]  提醒他有耶穌與他同在
[00:13:29.520 --> 00:13:34.800]  以致他的生命能夠心底安穩
[00:13:34.800 --> 00:13:36.960]  就是看到耶穌的名字
[00:13:36.960 --> 00:13:38.280]  在他的恐懼裡
[00:13:38.280 --> 00:13:41.880]  他能夠知道上帝與他同在
[00:13:41.880 --> 00:13:45.760]  詩篇繼續
[00:13:45.760 --> 00:13:49.520]  他說我們可以安穩在一個
[00:13:49.520 --> 00:13:52.440]  值得我們信靠的上帝裡面
[00:13:53.320 --> 00:13:54.600]  第八節到第十一節
[00:13:54.600 --> 00:13:58.960]  他說你們來看耶和華的作為
[00:13:58.960 --> 00:14:01.680]  看他使地怎樣荒涼
[00:14:01.680 --> 00:14:05.040]  他止息戰爭直到地極
[00:14:05.040 --> 00:14:11.320]  斷弓、斷槍、戰車焚燒在火中
[00:14:11.320 --> 00:14:15.200]  你們要休息,要知道我是上帝
[00:14:15.200 --> 00:14:17.600]  我必在列國中受尊崇
[00:14:17.600 --> 00:14:20.960]  在全地也受尊崇
[00:14:21.040 --> 00:14:23.160]  萬軍之耶和華與我們同在
[00:14:23.160 --> 00:14:26.680]  亞國的神是我們的避難所
[00:14:26.680 --> 00:14:29.320]  順帶一提,我想…
[00:14:29.320 --> 00:14:31.400]  你記得舊約裡其中一個
[00:14:31.400 --> 00:14:34.960]  上帝截弓斷槍的故事嗎
[00:14:34.960 --> 00:14:37.600]  記得嗎?在希西加的時候
[00:14:37.600 --> 00:14:41.920]  希西加在主前大概701年的時候
[00:14:41.920 --> 00:14:44.400]  不是大概701,直接是701年
[00:14:44.400 --> 00:14:48.480]  701年,主前701BC的時候
[00:14:48.560 --> 00:14:53.120]  就用亞述帝國、亞述西征
[00:14:53.120 --> 00:14:54.920]  打到猶大地
[00:14:54.920 --> 00:14:57.480]  然後在耶路撒冷的京城
[00:14:57.480 --> 00:15:01.920]  佈設著千千萬萬的軍隊
[00:15:01.920 --> 00:15:05.800]  要攻打耶路撒冷的時候
[00:15:05.800 --> 00:15:07.280]  希西加做了甚麼
[00:15:07.280 --> 00:15:09.400]  他去聖殿
[00:15:09.400 --> 00:15:14.680]  他去尋求上帝
[00:15:14.680 --> 00:15:16.840]  上帝藉著衣衫跟他說
[00:15:16.920 --> 00:15:20.000]  「不用怕,我會幫你打仗」
[00:15:20.000 --> 00:15:25.760]  「明天亞述就會退兵了」
[00:15:25.760 --> 00:15:28.280]  結果那個故事的記載
[00:15:28.280 --> 00:15:30.120]  只是一次而已
[00:15:30.120 --> 00:15:34.240]  就是當晚有一位耶和華的使者
[00:15:34.240 --> 00:15:35.480]  就是耶和華的軍兵
[00:15:35.480 --> 00:15:37.040]  一位單純的
[00:15:37.040 --> 00:15:42.880]  就出去圍剿耶路撒冷的亞述兵營裡
[00:15:42.880 --> 00:15:46.400]  殺了18萬多的士兵
[00:15:46.480 --> 00:15:48.280]  然後亞述王就退兵
[00:15:48.280 --> 00:15:52.000]  我想這個詩篇
[00:15:52.000 --> 00:15:56.320]  大概應該回顧這個歷史的故事
[00:15:56.320 --> 00:15:58.280]  當你恐懼的時候
[00:15:58.280 --> 00:16:01.320]  原來耶和華是可以為你打仗
[00:16:01.320 --> 00:16:06.880]  你不需要被恐懼制服或支配
[00:16:06.880 --> 00:16:09.320]  我不知道你恐懼的時候
[00:16:09.320 --> 00:16:12.080]  或者你所謂壓力大的時候
[00:16:12.080 --> 00:16:13.560]  你會是怎樣的
[00:16:13.560 --> 00:16:16.160]  我是一個很急的人
[00:16:16.240 --> 00:16:20.000]  當我再急、再有威脅的時候
[00:16:20.000 --> 00:16:20.840]  我就會…
[00:16:20.840 --> 00:16:22.960]  你覺得我是否很理性的人
[00:16:22.960 --> 00:16:25.760]  你們覺得是嗎
[00:16:25.760 --> 00:16:26.440]  (是)
[00:16:26.440 --> 00:16:30.560]  是,我99%的時間都是很理性的
[00:16:30.560 --> 00:16:35.560]  你們在笑甚麼
[00:16:35.560 --> 00:16:38.240]  我覺得應該大部分時間都是很理性的
[00:16:38.240 --> 00:16:41.800]  誰知道剛好是星期五
[00:16:41.800 --> 00:16:43.880]  剛好星期五就發生了一件事
[00:16:43.960 --> 00:16:46.320]  就是完結了NBTI研討會
[00:16:46.320 --> 00:16:48.280]  那些人就散了
[00:16:48.280 --> 00:16:49.840]  我接到電話
[00:16:49.840 --> 00:16:52.520]  他們說媽媽的車輛…
[00:16:52.520 --> 00:16:55.000]  就是那輛車的輪胎
[00:16:55.000 --> 00:16:57.000]  突然在高速公路沒有氣
[00:16:57.000 --> 00:16:58.880]  他們打來求救
[00:16:58.880 --> 00:17:01.520]  我接了電話,然後就飛奔去
[00:17:01.520 --> 00:17:04.640]  除了飛奔去之外,我就打給我兒子
[00:17:04.640 --> 00:17:06.320]  我就告訴我兒子
[00:17:06.320 --> 00:17:07.640]  「你馬上要去」
[00:17:07.640 --> 00:17:09.640]  他就問長問短
[00:17:09.640 --> 00:17:13.760]  因為他跟朋友在高興
[00:17:13.840 --> 00:17:15.560]  我說「不…你必須去」
[00:17:15.560 --> 00:17:16.800]  「你必須去,為甚麼」
[00:17:16.800 --> 00:17:18.440]  他就問「為甚麼?發生甚麼事」
[00:17:18.440 --> 00:17:19.640]  我說「我不知道」
[00:17:19.640 --> 00:17:21.120]  「總之你一定要去」
[00:17:21.120 --> 00:17:28.440]  我就知道當時我已經有恐慌的狀態
[00:17:28.440 --> 00:17:30.200]  即是在壓力下的狀態
[00:17:30.200 --> 00:17:32.520]  我已經在電話裡罵了他10句
[00:17:32.520 --> 00:17:35.440]  終於我用我的方法
[00:17:35.440 --> 00:17:39.040]  就是用恐懼來威脅他
[00:17:39.040 --> 00:17:41.040]  總之我受到威脅,我也想威脅他
[00:17:42.240 --> 00:17:45.440]  我威脅了他一段時間,他說「我現在去」
[00:17:45.440 --> 00:17:46.640]  「我們兩輛車要去」
[00:17:46.640 --> 00:17:49.160]  因為大風大雪,每隔五晚
[00:17:49.160 --> 00:17:50.400]  很煩躁
[00:17:50.400 --> 00:17:55.000]  我走出去,我就飛車去
[00:17:55.000 --> 00:17:59.800]  飛了兩個街口,我說「電話在哪裡」
[00:17:59.800 --> 00:18:01.320]  我剛才明明聽完電話
[00:18:01.320 --> 00:18:03.680]  翻來覆去我的褸袋
[00:18:03.680 --> 00:18:05.680]  翻來覆去也翻不到
[00:18:05.680 --> 00:18:07.960]  然後我說「糟糕,一定是掉了」
[00:18:07.960 --> 00:18:11.360]  我馬上調頭回來停車場
[00:18:11.440 --> 00:18:14.200]  我到處在地上尋找
[00:18:14.200 --> 00:18:15.280]  但電視節目很好
[00:18:15.280 --> 00:18:18.160]  「你忘記電話了嗎?你沒事吧」
[00:18:18.160 --> 00:18:22.160]  其實當時是非常慌亂的
[00:18:22.160 --> 00:18:29.960]  不知為何我踏入了瀕臨的狀態
[00:18:29.960 --> 00:18:31.080]  我找來找去也找不到
[00:18:31.080 --> 00:18:32.520]  褸袋也找不到,沒理由的
[00:18:32.520 --> 00:18:35.360]  剛才談完電話,車也找不到等等
[00:18:35.360 --> 00:18:38.640]  我走進UV,遇上一個女同性戀者
[00:18:40.560 --> 00:18:41.680]  那個女同性戀者不知為何
[00:18:41.680 --> 00:18:43.760]  平時不太鎮定
[00:18:43.760 --> 00:18:47.280]  平時也很鎮定,我很害怕
[00:18:47.280 --> 00:18:48.160]  她特別鎮定
[00:18:48.160 --> 00:18:52.120]  因為跟我相反的時候
[00:18:52.120 --> 00:18:54.400]  她顯得非常鎮定
[00:18:54.400 --> 00:18:57.440]  她竟然跟我說「你冷靜點」
[00:18:57.440 --> 00:19:03.560]  她用「Find me」的應用程式
[00:19:03.560 --> 00:19:06.960]  指向我的電話,於是找到了
[00:19:07.040 --> 00:19:10.520]  「對嗎?我登入了」
[00:19:10.520 --> 00:19:13.040]  「我登入了她的電話,找到我了」
[00:19:13.040 --> 00:19:15.600]  電話響起了
[00:19:15.600 --> 00:19:17.040]  「你猜她的電話在哪裡」
[00:19:17.040 --> 00:19:20.080]  原來她的電話在我的袋子裡
[00:19:20.080 --> 00:19:24.160]  我的天
