
[00:00:00.000 --> 00:00:06.080]  我們一向都在講這個創世記
[00:05:46.080 --> 00:05:48.080]  只不過第四日才呈現出來
[00:05:48.080 --> 00:05:54.800]  這個在原文的文法語言裡面是不能夠通過的
[00:05:54.800 --> 00:05:56.800]  我們只能夠在第一章的時候說
[00:05:56.800 --> 00:06:02.800]  根本古代的聖經古近東的寫作
[00:06:02.800 --> 00:06:04.800]  講到創造的時候
[00:06:04.800 --> 00:06:06.800]  其實就不是回答科學的問題
[00:06:06.800 --> 00:06:08.800]  是回答比科學更重要的問題
[00:06:08.800 --> 00:06:10.800]  身份的問題
[00:06:10.800 --> 00:06:12.800]  還有誰是創造主的問題
[00:06:12.800 --> 00:06:14.800]  不是who、不是how
[00:06:14.800 --> 00:06:16.800]  也不是when
[00:06:16.800 --> 00:06:18.800]  所以有一些修正
[00:06:18.800 --> 00:06:20.800]  correction是可以幫助到我們
[00:06:20.800 --> 00:06:22.800]  考古學裡面找到的東西
[00:06:22.800 --> 00:06:24.800]  可以告訴我們
[00:06:24.800 --> 00:06:26.800]  矯正到我們
[00:06:26.800 --> 00:06:28.800]  以往我們對聖經的詮釋
[00:06:28.800 --> 00:06:30.800]  可能需要一些修改
[00:06:30.800 --> 00:06:32.800]  但當我們修改我們詮釋的時候
[00:06:32.800 --> 00:06:34.800]  我們不需要怕
[00:06:34.800 --> 00:06:36.800]  因為不會影響聖經的權威
[00:06:36.800 --> 00:06:38.800]  因為只會影響
[00:06:38.800 --> 00:06:40.800]  我本身對聖經的詮釋
[00:06:40.800 --> 00:06:42.800]  那個解法
[00:06:42.800 --> 00:06:44.800]  所以解法是可以變
[00:06:44.800 --> 00:06:46.800]  聖經的最高權威
[00:06:46.800 --> 00:06:48.800]  沒有變
[00:06:48.800 --> 00:06:50.800]  只不過現在越來越修正
[00:06:50.800 --> 00:06:52.800]  越來越correct的時候
[00:06:52.800 --> 00:06:54.800]  我更加預備了解
[00:06:54.800 --> 00:06:56.800]  第三方面最重要的
[00:06:56.800 --> 00:06:58.800]  這個也是
[00:06:58.800 --> 00:07:00.800]  在華人的信徒裡面
[00:07:00.800 --> 00:07:02.800]  認識
[00:07:02.800 --> 00:07:04.800]  所謂考古學的時候
[00:07:04.800 --> 00:07:06.800]  很多時候都沒有留意
[00:07:06.800 --> 00:07:08.800]  其實考古學最重要的是什麼
[00:07:08.800 --> 00:07:10.800]  就是讓我們知道聖經的背景
[00:07:10.800 --> 00:07:12.800]  不是confirm什麼
[00:07:12.800 --> 00:07:14.800]  如果我剛才說找到
[00:07:14.800 --> 00:07:16.800]  大衛的歷史城
[00:07:16.800 --> 00:07:18.800]  大衛皇朝的歷史城
[00:07:18.800 --> 00:07:20.800]  你只能夠說
[00:07:20.800 --> 00:07:22.800]  真的有一個人存在過
[00:07:22.800 --> 00:07:24.800]  但你confirm不到
[00:07:24.800 --> 00:07:26.800]  很多聖經裡面說的
[00:07:26.800 --> 00:07:28.800]  大衛的信心
[00:07:28.800 --> 00:07:30.800]  大衛的豐功偉績
[00:07:30.800 --> 00:07:32.800]  大衛的屬靈心靈
[00:07:32.800 --> 00:07:34.800]  那些根本是不可以
[00:07:34.800 --> 00:07:36.800]  在考古的東西裡面
[00:07:36.800 --> 00:07:38.800]  能夠證明出來
[00:07:38.800 --> 00:07:40.800]  是吧
[00:07:40.800 --> 00:07:42.800]  所以
[00:07:42.800 --> 00:07:44.800]  可以confirm到的東西
[00:07:44.800 --> 00:07:46.800]  只不過是歷史城
[00:07:46.800 --> 00:07:48.800]  但很多時候神學的真理
[00:07:48.800 --> 00:07:50.800]  是不能夠歷史的方法去confirm的
[00:07:50.800 --> 00:07:52.800]  對嗎
[00:07:52.800 --> 00:07:54.800]  在這裡順帶一提
[00:07:54.800 --> 00:07:56.800]  快到復活節了
[00:07:56.800 --> 00:07:58.800]  復活節的時候
[00:07:58.800 --> 00:08:00.800]  我很喜歡一本書
[00:08:00.800 --> 00:08:02.800]  是一個以色列的考古學家寫的
[00:08:02.800 --> 00:08:04.800]  我這裡沒有列出來
[00:08:04.800 --> 00:08:06.800]  叫做Final Days of Jesus
[00:08:06.800 --> 00:08:08.800]  這個以色列的考古學家是猶太人
[00:08:08.800 --> 00:08:10.800]  他是不信耶穌的
[00:08:10.800 --> 00:08:12.800]  他就將四福音
[00:08:12.800 --> 00:08:14.800]  當成一些
[00:08:14.800 --> 00:08:16.800]  是
[00:08:16.800 --> 00:08:18.800]  有歷史
[00:08:18.800 --> 00:08:20.800]  真實性的文件
[00:08:20.800 --> 00:08:22.800]  來去查考
[00:08:22.800 --> 00:08:24.800]  他就研究
[00:08:24.800 --> 00:08:26.800]  他在耶路撒冷找到的東西
[00:08:26.800 --> 00:08:28.800]  然後配合
[00:08:28.800 --> 00:08:30.800]  這個福音書裡面
[00:08:30.800 --> 00:08:32.800]  所講的一些細節
[00:08:32.800 --> 00:08:34.800]  等等
[00:08:34.800 --> 00:08:36.800]  他就發現原來是match的
[00:08:36.800 --> 00:08:38.800]  原來是match
[00:08:38.800 --> 00:08:40.800]  但他這本書
[00:08:40.800 --> 00:08:42.800]  在最後的conclusion
[00:08:42.800 --> 00:08:44.800]  他就說什麼呢
[00:08:44.800 --> 00:08:46.800]  他說
[00:08:46.800 --> 00:08:48.800]  耶穌的墳墓
[00:08:48.800 --> 00:08:50.800]  是空的
[00:08:50.800 --> 00:08:52.800]  他說有很多人
[00:08:52.800 --> 00:08:54.800]  以往曾經用不同的方法
[00:08:54.800 --> 00:08:56.800]  用不同的歷史方法
[00:08:56.800 --> 00:08:58.800]  來去否定他
[00:08:58.800 --> 00:09:00.800]  又或者去到
[00:09:00.800 --> 00:09:02.800]  自言其說等等
[00:09:02.800 --> 00:09:04.800]  他就認為這些是很奇怪的理論
[00:09:04.800 --> 00:09:06.800]  根本是不合理性的
[00:09:06.800 --> 00:09:08.800]  他說最終
[00:09:08.800 --> 00:09:10.800]  這個墳墓是空的
[00:09:10.800 --> 00:09:12.800]  但為什麼是空的呢
[00:09:12.800 --> 00:09:14.800]  他說
[00:09:14.800 --> 00:09:16.800]  不需要用一些
[00:09:16.800 --> 00:09:18.800]  旁門左道
[00:09:18.800 --> 00:09:20.800]  就是說可能耶穌沒有死
[00:09:20.800 --> 00:09:22.800]  等等不同的想法
[00:09:22.800 --> 00:09:24.800]  去解釋耶穌的墳墓
[00:09:24.800 --> 00:09:26.800]  是空的
[00:09:26.800 --> 00:09:28.800]  他說什麼呢
[00:09:28.800 --> 00:09:30.800]  他說除非你去到
[00:09:30.800 --> 00:09:32.800]  接受聖經的解釋
[00:09:32.800 --> 00:09:34.800]  聖經如何詮釋耶穌的空墳墓呢
[00:09:34.800 --> 00:09:36.800]  就是神使基督復活
[00:09:36.800 --> 00:09:38.800]  這是神學性的真理
[00:09:38.800 --> 00:09:40.800]  他就說
[00:09:40.800 --> 00:09:42.800]  這是超過了
[00:09:42.800 --> 00:09:44.800]  超過了
[00:09:44.800 --> 00:09:46.800]  這個歷史
[00:09:46.800 --> 00:09:48.800]  和考古的方法
[00:09:48.800 --> 00:09:50.800]  能夠溝通的範圍
[00:09:50.800 --> 00:09:52.800]  所以他就說
[00:09:52.800 --> 00:09:54.800]  留待讀者你自己決定
[00:09:54.800 --> 00:09:56.800]  換句話說
[00:09:56.800 --> 00:09:58.800]  這個所謂信仰神學的真理
[00:09:58.800 --> 00:10:00.800]  不是考古學可以觸及的
[00:10:00.800 --> 00:10:02.800]  所以
[00:10:02.800 --> 00:10:04.800]  最重要
[00:10:04.800 --> 00:10:06.800]  我們不是
[00:10:06.800 --> 00:10:08.800]  確定一些東西
[00:10:08.800 --> 00:10:10.800]  正確是可以有
[00:10:10.800 --> 00:10:12.800]  但最重要是context
[00:10:12.800 --> 00:10:14.800]  讓我們知道聖經的世界
[00:10:14.800 --> 00:10:16.800]  聖經背後的世界
[00:10:16.800 --> 00:10:18.800]  你記得這個
[00:10:18.800 --> 00:10:20.800]  圖表
[00:10:20.800 --> 00:10:22.800]  我們看聖經的時候有三個視野
[00:10:22.800 --> 00:10:24.800]  其中一個視野我們往往很多時候
[00:10:24.800 --> 00:10:26.800]  我們之前說過的
[00:10:26.800 --> 00:10:28.800]  都是說背後的世界
[00:10:28.800 --> 00:10:30.800]  就是說context
[00:10:30.800 --> 00:10:32.800]  找到的東西我們能夠重建
[00:10:32.800 --> 00:10:34.800]  當時那些人的生活
[00:10:34.800 --> 00:10:36.800]  或者他們的
[00:10:36.800 --> 00:10:38.800]  留下的文獻
[00:10:38.800 --> 00:10:40.800]  等等
[00:10:40.800 --> 00:10:42.800]  這是考古學的部分
[00:10:42.800 --> 00:10:44.800]  所謂找到的東西可以讓我們知道
[00:10:44.800 --> 00:10:46.800]  當時人怎麼想創造
[00:10:46.800 --> 00:10:48.800]  怎麼想歷史
[00:10:48.800 --> 00:10:50.800]  怎麼寫他們的東西等等
[00:10:50.800 --> 00:10:52.800]  這些都是聖經背後的世界
[00:10:52.800 --> 00:10:54.800]  所以我們說
[00:10:54.800 --> 00:10:56.800]  三個horizon
[00:10:56.800 --> 00:10:58.800]  三個視野
[00:10:58.800 --> 00:11:00.800]  the world behind the bible
[00:11:00.800 --> 00:11:02.800]  然後
[00:11:02.800 --> 00:11:04.800]  聖經裡面的世界
[00:11:04.800 --> 00:11:06.800]  然後我們
[00:11:06.800 --> 00:11:08.800]  或者我們以往歷史裡面
[00:11:08.800 --> 00:11:10.800]  一群人一起看聖經
[00:11:10.800 --> 00:11:12.800]  就是world in front of the bible
[00:11:12.800 --> 00:11:14.800]  三方面都需要
[00:11:14.800 --> 00:11:16.800]  考古學做什麼呢?就是背後
[00:11:16.800 --> 00:11:18.800]  context或者background
[00:11:18.800 --> 00:11:20.800]  在這裡先看看書
[00:11:20.800 --> 00:11:22.800]  有些書我覺得
[00:11:22.800 --> 00:11:24.800]  是很好的
[00:11:24.800 --> 00:11:26.800]  是近幾年寫的
[00:11:26.800 --> 00:11:28.800]  現在是2022年
[00:11:28.800 --> 00:11:30.800]  這些書
[00:11:30.800 --> 00:11:32.800]  叫做
[00:11:32.800 --> 00:11:34.800]  大部分的作者就是John Wharton
[00:11:34.800 --> 00:11:36.800]  John Wharton現在在Whitman College
[00:11:36.800 --> 00:11:38.800]  他教近東教
[00:11:38.800 --> 00:11:40.800]  他由
[00:11:40.800 --> 00:11:42.800]  第一本叫做Lost World Series
[00:11:42.800 --> 00:11:44.800]  就是失去的世界
[00:11:44.800 --> 00:11:46.800]  意思是說
[00:11:46.800 --> 00:11:48.800]  聖經背後的世界
[00:11:48.800 --> 00:11:50.800]  很多時候我們現代人已經失傳了
[00:11:50.800 --> 00:11:52.800]  我們已經忘記了
[00:11:52.800 --> 00:11:54.800]  藉著很多不同的方法
[00:11:54.800 --> 00:11:56.800]  譬如近東的文獻、考古等等
[00:11:56.800 --> 00:11:58.800]  這些就呈現了
[00:11:58.800 --> 00:12:00.800]  Lost World
[00:12:00.800 --> 00:12:02.800]  他由第一本開始出
[00:12:02.800 --> 00:12:04.800]  就是講Lost World of Genesis 1
[00:12:04.800 --> 00:12:06.800]  然後第二本
[00:12:06.800 --> 00:12:08.800]  就是Lost World of Scripture
[00:12:08.800 --> 00:12:12.800]  聖經文學背後的世界
[00:12:12.800 --> 00:12:14.800]  第三本就是
[00:12:14.800 --> 00:12:16.800]  Lost World of Adam and Eve
[00:12:16.800 --> 00:12:18.800]  就是亞當夏娃遺失了的世界
[00:12:18.800 --> 00:12:20.800]  是怎樣呢?
[00:12:20.800 --> 00:12:22.800]  第四本就是
[00:12:22.800 --> 00:12:24.800]  Lost World of Israelite Conquest
[00:12:24.800 --> 00:12:26.800]  就是講到約書亞進入
[00:12:26.800 --> 00:12:28.800]  迦南
[00:12:28.800 --> 00:12:30.800]  這本書也是很有趣的書
[00:12:30.800 --> 00:12:32.800]  也是考古裡面幫到我們
[00:12:32.800 --> 00:12:34.800]  我們經常說
[00:12:34.800 --> 00:12:36.800]  滅迦南那麼多族
[00:12:36.800 --> 00:12:38.800]  死了很多人
[00:12:38.800 --> 00:12:40.800]  什麼人都要殺
[00:12:40.800 --> 00:12:42.800]  到底怎樣去解釋
[00:12:42.800 --> 00:12:44.800]  戰技裡面的技術呢?
[00:12:44.800 --> 00:12:46.800]  就是
[00:12:46.800 --> 00:12:48.800]  每個人都死了
[00:12:48.800 --> 00:12:50.800]  近東有很多同類的戰技
[00:12:50.800 --> 00:12:52.800]  我們需要去比對
[00:12:52.800 --> 00:12:54.800]  去看
[00:12:54.800 --> 00:12:56.800]  你就知道實況未必是我們
[00:12:56.800 --> 00:12:58.800]  現代的字面
[00:12:58.800 --> 00:13:00.800]  這樣去解釋
[00:13:00.800 --> 00:13:02.800]  第五本就是Lost World of the Flood
[00:13:02.800 --> 00:13:04.800]  就是講到羅亞方舟
[00:13:04.800 --> 00:13:06.800]  這本就是兩個
[00:13:06.800 --> 00:13:08.800]  美國方派的神學的
[00:13:08.800 --> 00:13:10.800]  學者巨人
[00:13:10.800 --> 00:13:12.800]  所寫的,就是John Wotton和
[00:13:12.800 --> 00:13:14.800]  Trevor Norman
[00:13:14.800 --> 00:13:16.800]  兩個都是很有資格的
[00:13:16.800 --> 00:13:18.800]  舊約的識經者
[00:13:18.800 --> 00:13:20.800]  然後第六本就是
[00:13:20.800 --> 00:13:22.800]  Lost World of Torah
[00:13:22.800 --> 00:13:24.800]  就是講到解這些律法
[00:13:24.800 --> 00:13:26.800]  就是五經裡面
[00:13:26.800 --> 00:13:28.800]  不同的律法,到底應該怎樣解釋呢?
[00:13:28.800 --> 00:13:30.800]  Again,這些也是
[00:13:30.800 --> 00:13:32.800]  用一些比對的研究的方法
[00:13:32.800 --> 00:13:34.800]  讓我們知道當時的背景
[00:13:34.800 --> 00:13:36.800]  是怎樣,然後
[00:13:36.800 --> 00:13:38.800]  告訴我們聖經直接寫給當時的
[00:13:38.800 --> 00:13:40.800]  古利史人的時候
[00:13:40.800 --> 00:13:42.800]  他們怎樣理解那個信息
[00:13:42.800 --> 00:13:44.800]  然後那個信息才可以
[00:13:44.800 --> 00:13:46.800]  用到在我們現在
[00:13:46.800 --> 00:13:48.800]  現代的社會裡面
[00:13:48.800 --> 00:13:50.800]  所以第一
[00:13:50.800 --> 00:13:52.800]  這裡我想提的就是Lost World of the Flood
[00:13:52.800 --> 00:13:54.800]  之前我們有很多課
[00:13:54.800 --> 00:13:56.800]  都是有很多的
[00:13:56.800 --> 00:13:58.800]  原則和觀察
[00:13:58.800 --> 00:14:00.800]  都是從這些
[00:14:00.800 --> 00:14:02.800]  這個
[00:14:02.800 --> 00:14:04.800]  Lost World of Genesis 1
[00:14:04.800 --> 00:14:06.800]  World of Adam and Eve等等
[00:14:06.800 --> 00:14:08.800]  那裡拿出來
[00:14:08.800 --> 00:14:10.800]  所以我們今天可以看一下
[00:14:10.800 --> 00:14:12.800]  這本Lost World of the Flood
[00:14:12.800 --> 00:14:14.800]  逐字去看
[00:14:14.800 --> 00:14:16.800]  大概上他們的立論是什麼
[00:14:16.800 --> 00:14:18.800]  還有一些什麼
[00:14:18.800 --> 00:14:20.800]  傳息的原則
[00:14:20.800 --> 00:14:22.800]  能夠讓我們學到一些東西
[00:14:22.800 --> 00:14:24.800]  我引用這些書的原因
[00:14:24.800 --> 00:14:26.800]  就是這樣
[00:14:26.800 --> 00:14:28.800]  就是在
[00:14:28.800 --> 00:14:30.800]  我現在針對的教會
[00:14:30.800 --> 00:14:32.800]  這個世界,很多時候我以為
[00:14:32.800 --> 00:14:34.800]  哇,Mark Sir,你說的東西
[00:14:34.800 --> 00:14:36.800]  很不同我們平時
[00:14:36.800 --> 00:14:38.800]  從小到大在教會
[00:14:38.800 --> 00:14:40.800]  學那些東西,傳統學那些東西
[00:14:40.800 --> 00:14:42.800]  你現在是新派了
[00:14:42.800 --> 00:14:44.800]  我想告訴你,我引用這些書的原因
[00:14:44.800 --> 00:14:46.800]  就是你要知道
[00:14:46.800 --> 00:14:48.800]  我們都要update(更新)
[00:14:48.800 --> 00:14:50.800]  因為這些書
[00:14:50.800 --> 00:14:52.800]  都是誰寫的?
[00:14:52.800 --> 00:14:54.800]  都是一些很穩打穩紮的
[00:14:54.800 --> 00:14:56.800]  保守的
[00:14:56.800 --> 00:14:58.800]  方派的學者寫的
[00:14:58.800 --> 00:15:00.800]  我們不知道那些
[00:15:00.800 --> 00:15:02.800]  我們不知道那些
[00:15:02.800 --> 00:15:04.800]  過去我們講過的
[00:15:04.800 --> 00:15:06.800]  所謂新的解釋
[00:15:06.800 --> 00:15:08.800]  原因是因為我們沒有upgrade(更新)
[00:15:08.800 --> 00:15:10.800]  其實這些
[00:15:10.800 --> 00:15:12.800]  知識
[00:15:12.800 --> 00:15:14.800]  這些發現的
[00:15:14.800 --> 00:15:16.800]  一些資料,藉著考古
[00:15:16.800 --> 00:15:18.800]  等等,其實已經
[00:15:18.800 --> 00:15:20.800]  存在了幾十年
[00:15:20.800 --> 00:15:22.800]  只不過很多時候我們做教務太忙了
[00:15:22.800 --> 00:15:24.800]  我們離開了
[00:15:24.800 --> 00:15:26.800]  神樂園太久
[00:15:26.800 --> 00:15:28.800]  我們就沒有upgrade(更新)
[00:15:28.800 --> 00:15:30.800]  我們沒有
[00:15:30.800 --> 00:15:32.800]  所謂跟隨
[00:15:32.800 --> 00:15:34.800]  學界裡面
[00:15:34.800 --> 00:15:36.800]  有的新的發現
[00:15:36.800 --> 00:15:38.800]  所以我們脫節了
[00:15:38.800 --> 00:15:40.800]  我們以為以往
[00:15:40.800 --> 00:15:42.800]  我們有西都大學那套就是對的
[00:15:42.800 --> 00:15:44.800]  Again
[00:15:44.800 --> 00:15:46.800]  我們在詮釋上需要修改
[00:15:46.800 --> 00:15:48.800]  因為我們越來越知道
[00:15:48.800 --> 00:15:50.800]  背景的時候,我們越來越容易
[00:15:50.800 --> 00:15:52.800]  去掌握
[00:15:52.800 --> 00:15:54.800]  聖經裡面的意思
[00:15:54.800 --> 00:15:56.800]  這個Laws of the Flood
[00:15:56.800 --> 00:15:58.800]  我們先講
[00:15:58.800 --> 00:16:00.800]  Laws of the Flood
[00:16:00.800 --> 00:16:02.800]  如果你能夠看到英文的話
[00:16:02.800 --> 00:16:04.800]  我想這本書是
[00:16:04.800 --> 00:16:06.800]  美中文翻譯的
[00:16:06.800 --> 00:16:08.800]  如果你看得到的話
[00:16:08.800 --> 00:16:10.800]  我非常推薦
[00:16:10.800 --> 00:16:12.800]  你去看,Again是Trumper Lohmann和John Wharton
[00:16:12.800 --> 00:16:14.800]  兩個神學界
[00:16:14.800 --> 00:16:16.800]  舊約的巨人
[00:16:16.800 --> 00:16:18.800]  書的內容
[00:16:18.800 --> 00:16:20.800]  不是那麼難看的
[00:16:20.800 --> 00:16:22.800]  因為它是分開不同的propositions
[00:16:22.800 --> 00:16:24.800]  就是每一個chapter
[00:16:24.800 --> 00:16:26.800]  每一個章
[00:16:26.800 --> 00:16:28.800]  就有一個的命題
[00:16:28.800 --> 00:16:30.800]  所以它有十幾個的命題
[00:16:30.800 --> 00:16:32.800]  每一個命題
[00:16:32.800 --> 00:16:34.800]  我們討論一個中心的思想
[00:16:34.800 --> 00:16:36.800]  譬如第一個命題
[00:16:36.800 --> 00:16:38.800]  就是
[00:16:38.800 --> 00:16:40.800]  創世紀是一個
[00:16:40.800 --> 00:16:42.800]  古代近東的文獻
[00:16:42.800 --> 00:16:44.800]  Ancient Document
[00:16:44.800 --> 00:16:46.800]  你不要當它是現代科學的報告
[00:16:46.800 --> 00:16:48.800]  這樣就不會那麼笨
[00:16:48.800 --> 00:16:50.800]  這是第一個命題
[00:16:50.800 --> 00:16:52.800]  第二個命題就是
[00:16:52.800 --> 00:16:54.800]  創世紀1-11章
[00:16:54.800 --> 00:16:56.800]  宣稱是一些真實過去
[00:16:56.800 --> 00:16:58.800]  發生過的事
[00:16:58.800 --> 00:17:00.800]  真實的事件
[00:17:00.800 --> 00:17:02.800]  我們從頭到尾一直說
[00:17:02.800 --> 00:17:04.800]  如果你聽得清楚的話
[00:17:04.800 --> 00:17:06.800]  聽得明白的話
[00:17:06.800 --> 00:17:08.800]  仔細的話
[00:17:08.800 --> 00:17:10.800]  你就知道我從來沒有
[00:17:10.800 --> 00:17:12.800]  去質疑過
[00:17:12.800 --> 00:17:16.800]  有歷史的亞當夏娃
[00:17:16.800 --> 00:17:18.800]  也沒有質疑過有歷史的創造
[00:17:18.800 --> 00:17:20.800]  創造真的發生過
[00:17:20.800 --> 00:17:22.800]  It's a fact
[00:17:22.800 --> 00:17:24.800]  所以聖經1-11章
[00:17:24.800 --> 00:17:26.800]  是在宣稱一些
[00:17:26.800 --> 00:17:28.800]  Historical events
[00:17:28.800 --> 00:17:30.800]  第三個命題
[00:17:30.800 --> 00:17:32.800]  就是
[00:17:32.800 --> 00:17:34.800]  頭十一章
[00:17:34.800 --> 00:17:36.800]  運用了一些修辭手法
[00:17:36.800 --> 00:17:38.800]  Rhetorical devices
[00:17:38.800 --> 00:17:40.800]  這些都是文學上的修辭手法
[00:17:40.800 --> 00:17:42.800]  說到文學的時候
[00:17:42.800 --> 00:17:44.800]  傳統的教目
[00:17:44.800 --> 00:17:46.800]  或者比我更老的教目
[00:17:46.800 --> 00:17:48.800]  一聽見文學式經
