
[00:00:00.000 --> 00:00:01.000]   Right here?
[00:05:13.000 --> 00:05:15.000]   And the hand of Midian overpowered Israel.
[00:05:15.000 --> 00:05:18.000]   And because of Midian, the people of Israel made for themselves
[00:05:18.000 --> 00:05:22.000]   the debris that are in the mountains and the caves and the strongholds.
[00:05:22.000 --> 00:05:26.000]   For whenever the Israelites planted crops to Midianites and the Amalekites
[00:05:26.000 --> 00:05:30.000]   and the people of the east would come up against them.
[00:05:30.000 --> 00:05:35.000]   They would encamp against them and devour the produce of the land as far as Gaza
[00:05:35.000 --> 00:05:40.000]   and leave no sustenance in Israel and no sheep or ox or donkey.
[00:05:40.000 --> 00:05:45.000]   For they would come up with their livestock in their tents.
[00:05:45.000 --> 00:05:49.000]   They would come like locusts in numbers.
[00:05:49.000 --> 00:05:52.000]   Both they and their camels could not be counted,
[00:05:52.000 --> 00:05:56.000]   so that they laid waste to land as they came in.
[00:05:56.000 --> 00:05:59.000]   And Israel was brought very low because of Midian.
[00:05:59.000 --> 00:06:02.000]   And the people of Israel cried out for help in the Lord.
[00:06:02.000 --> 00:06:09.000]   Don't ever misinterpret how God uses events in our life to turn us back to him.
[00:06:09.000 --> 00:06:13.000]   And too often with the Israelites, time and time and time again,
[00:06:13.000 --> 00:06:17.000]   the Israelites go and do whatever they want to do.
[00:06:17.000 --> 00:06:23.000]   But yet God uses situations and circumstances in our life
[00:06:23.000 --> 00:06:26.000]   to call and draw us back to them.
[00:06:26.000 --> 00:06:31.000]   And some of those circumstances may be trials in hard times.
[00:06:31.000 --> 00:06:36.000]   And here we see an example of that in the hands of the Midian.
[00:06:36.000 --> 00:06:41.000]   When the people of Israel in John chapter, Judges chapter 6, verse 7,
[00:06:41.000 --> 00:06:45.000]   when the people of Israel cried out to the Lord on count of the Midianites,
[00:06:45.000 --> 00:06:49.000]   the Lord sent a prophet to the people of Israel, and he said to them,
[00:06:49.000 --> 00:06:51.000]   "Thus says the Lord, the God of Israel,
[00:06:51.000 --> 00:06:56.000]   'I led you up from Egypt and brought you out of the house of bondage,
[00:06:56.000 --> 00:06:59.000]   and I delivered you from the hands of the Egyptians
[00:06:59.000 --> 00:07:02.000]   and from the hand of all who oppressed you,
[00:07:02.000 --> 00:07:05.000]   and drove them out before you and gave you their land.
[00:07:05.000 --> 00:07:08.000]   And I said to you, 'I am the Lord your God,
[00:07:08.000 --> 00:07:13.000]   and you shall not fear the gods of the Amorites in whose land you dwell,
[00:07:13.000 --> 00:07:17.000]   but you have not obeyed my voice.'"
[00:07:17.000 --> 00:07:21.000]   And now the angel of the Lord, when the angel of the Lord appears,
[00:07:21.000 --> 00:07:26.000]   you listen to him, "came and sat down on the terebth at Oprah," in verse 11,
[00:07:26.000 --> 00:07:28.000]   "which belonged to Joash the Abyssalite,
[00:07:28.000 --> 00:07:32.000]   while his son Gideon was beating out wheat in the winepress
[00:07:32.000 --> 00:07:33.000]   to hide it from the Midianites."
[00:07:33.000 --> 00:07:37.000]   And here's a key verse, and we've looked at it before, verse 12,
[00:07:37.000 --> 00:07:40.000]   "And the angel of the Lord appeared to him and says to him,
[00:07:40.000 --> 00:07:43.000]   'The Lord is with you, O mighty man of valor.'"
[00:07:43.000 --> 00:07:51.000]   In verse 12, "The Lord says to him, 'The Lord is with you, O mighty man of valor.'"
[00:07:51.000 --> 00:07:55.000]   If you were to look at the NIV, I'm reading from the ESV,
[00:07:55.000 --> 00:08:00.000]   if you were to look at the NIV, it says, "O mighty, mighty warrior."
[00:08:00.000 --> 00:08:06.000]   "The Lord is with you, O mighty warrior."
[00:08:06.000 --> 00:08:10.000]   And when you're looking at that, your first thought is,
[00:08:10.000 --> 00:08:16.000]   "Wait a minute, Lord, why are you calling him a mighty warrior?"
[00:08:16.000 --> 00:08:20.000]   That is the verse that sticks out.
[00:08:20.000 --> 00:08:25.000]   Why is the angel of the Lord calling him a mighty warrior?
[00:08:25.000 --> 00:08:27.000]   Why is that?
[00:08:27.000 --> 00:08:33.000]   He's threshing wheat in a winepress.
[00:08:33.000 --> 00:08:37.000]   That and being a mighty warrior don't go hand in hand.
[00:08:37.000 --> 00:08:40.000]   And you're wondering why.
[00:08:40.000 --> 00:08:44.000]   Because if you go into it, it's harvest time, right?
[00:08:44.000 --> 00:08:47.000]   It is harvest time, the wheat is ready to be harvested,
[00:08:47.000 --> 00:08:51.000]   and you're pulling out all of the wheat, and you pull out all the stalks
[00:08:51.000 --> 00:08:55.000]   and everything like that, and you usually grab all your wheat,
[00:08:55.000 --> 00:08:59.000]   and you lay out on top of a threshing floor.
[00:08:59.000 --> 00:09:04.000]   And a threshing floor is usually an inclined space out in the open,
[00:09:04.000 --> 00:09:07.000]   on a hill and everything like that, and you'll understand exactly what it is,
[00:09:07.000 --> 00:09:10.000]   and you'll lay out all your wheat on the threshing floor.
[00:09:10.000 --> 00:09:14.000]   And from that point on, if you have a lot of wheat, you'll get your oxen,
[00:09:14.000 --> 00:09:16.000]   you'll get your horses, you'll get all that stuff,
[00:09:16.000 --> 00:09:19.000]   and you're going to stomp on it, stomp on it, stomp on it.
[00:09:19.000 --> 00:09:23.000]   If you have a tiny little harvest, you'll take a little flail or hammer,
[00:09:23.000 --> 00:09:27.000]   and you sit there and you'll hit the wheat over and over and over again,
[00:09:27.000 --> 00:09:32.000]   and it separates the stalks and it separates the head.
[00:09:32.000 --> 00:09:35.000]   And from that point on, once you do that, remember it's out in the open,
[00:09:35.000 --> 00:09:39.000]   you'll take a little rake or a winnowing fork, and you'll sit there
[00:09:39.000 --> 00:09:42.000]   and you'll lift it high and you'll throw it high up in the air.
[00:09:42.000 --> 00:09:44.000]   And it separates the two areas.
[00:09:44.000 --> 00:09:50.000]   It separates the heavier grain on one side and the straw on the other side.
[00:09:50.000 --> 00:09:54.000]   And then there's seed covering the chaff, and as you're throwing it up
[00:09:54.000 --> 00:09:59.000]   with this winnowing fork, it's blowing all over.
[00:09:59.000 --> 00:10:03.000]   And that's why it has to be up on an inclined space out in the open
[00:10:03.000 --> 00:10:08.000]   where there's a lot of breeze that blows everything away.
[00:10:08.000 --> 00:10:12.000]   And that is threshing wheat on the threshing floor.
[00:10:12.000 --> 00:10:17.000]   But where is this guy at? He's in--what? He's threshing wheat where?
[00:10:17.000 --> 00:10:21.000]   In a wine press. What's a wine press?
[00:10:21.000 --> 00:10:27.000]   It's literally a hole, a rectangular hole, in which when I stand in there,
[00:10:27.000 --> 00:10:32.000]   it goes up to my waist, and you lay out all your grapes right there.
[00:10:32.000 --> 00:10:35.000]   And you sit there and you stomp on it.
[00:10:35.000 --> 00:10:40.000]   And there's a little hole which leads to a set of cisterns or jars
[00:10:40.000 --> 00:10:41.000]   and everything like that.
[00:10:41.000 --> 00:10:44.000]   And as soon as you sit there and you stomp on it and you stomp on it
[00:10:44.000 --> 00:10:48.000]   and you stomp on it, all the juice rolls into a cistern.
[00:10:48.000 --> 00:10:52.000]   But yet it's not an inclined space.
[00:10:52.000 --> 00:10:56.000]   And yet he is threshing wheat. In where?
[00:10:56.000 --> 00:10:59.000]   In a wine press.
[00:10:59.000 --> 00:11:04.000]   And the angel of the Lord, the Lord, the angel of the Lord calls him,
[00:11:04.000 --> 00:11:09.000]   "The Lord is with you, mighty warrior."
[00:11:09.000 --> 00:11:12.000]   And when you're sitting there in verse 12, looking at it,
[00:11:12.000 --> 00:11:19.000]   you're sitting there, "Okay, Lord, what are you seeing?
[00:11:19.000 --> 00:11:23.000]   He's not a mighty warrior.
[00:11:23.000 --> 00:11:27.000]   He's afraid. He's a coward.
[00:11:27.000 --> 00:11:32.000]   So why are you calling him a mighty warrior?"
[00:11:32.000 --> 00:11:35.000]   Two things, two things, two very important things.
[00:11:35.000 --> 00:11:41.000]   Number one, the Lord sees you differently.
[00:11:41.000 --> 00:11:48.000]   The how you see yourself and not how others see you.
[00:11:48.000 --> 00:11:52.000]   The Lord sees you differently to how you see yourself
[00:11:52.000 --> 00:11:56.000]   and how others see you.
[00:11:56.000 --> 00:12:02.000]   The Lord sees in him Gideon, a mighty warrior.
[00:12:02.000 --> 00:12:07.000]   We see in him a guy who's afraid.
[00:12:07.000 --> 00:12:12.000]   That's why he's threshing wheat on the wine press.
[00:12:12.000 --> 00:12:15.000]   We see a guy who's scared.
[00:12:15.000 --> 00:12:19.000]   We see a guy who lacks courage.
[00:12:19.000 --> 00:12:23.000]   And we don't understand what God is trying to say to him.
[00:12:23.000 --> 00:12:27.000]   "The Lord is with you, almighty man of valor.
[00:12:27.000 --> 00:12:31.000]   The Lord is with you, mighty warrior." Yes!
[00:12:31.000 --> 00:12:36.000]   Because God sees you differently
[00:12:36.000 --> 00:12:41.000]   to how you see yourselves and how others see you.
[00:12:41.000 --> 00:12:43.000]   That's number one.
[00:12:43.000 --> 00:12:49.000]   Number two, in terms of this, God has a name for you.
[00:12:49.000 --> 00:12:52.000]   God has a purpose for you.
[00:12:52.000 --> 00:12:57.000]   God has a vision for you.
[00:12:57.000 --> 00:13:05.000]   For Gideon was a mighty man of valor, mighty warrior.
[00:13:05.000 --> 00:13:10.000]   What's the name that he has for you?
[00:13:10.000 --> 00:13:16.000]   What's the name that you believe that he's calling you to be?
[00:13:16.000 --> 00:13:20.000]   If we all sat here in a group and had an exercise
[00:13:20.000 --> 00:13:22.000]   and we got a chance to brag each other,
[00:13:22.000 --> 00:13:25.000]   and I know a lot of times primarily with us Asians
[00:13:25.000 --> 00:13:27.000]   and other stuff is we don't like to talk,
[00:13:27.000 --> 00:13:30.000]   we don't like to brag about ourselves,
[00:13:30.000 --> 00:13:36.000]   but we are familiar with what skills and gifts we do have.
[00:13:36.000 --> 00:13:40.000]   What's the name that he's given to you?
[00:13:40.000 --> 00:13:46.000]   What vision does he have for your life?
[00:13:46.000 --> 00:13:50.000]   For Gideon is the mighty warrior.
[00:13:50.000 --> 00:13:54.000]   Maybe for Mark, a lot of times, it's leadership
[00:13:54.000 --> 00:13:59.000]   or it's shepherding or something like that, administrative.
[00:13:59.000 --> 00:14:02.000]   Maybe it's the ability to convene people.
[00:14:02.000 --> 00:14:04.000]   Maybe it's the ability to inspire people.
[00:14:04.000 --> 00:14:07.000]   Maybe it's the ability to build together a team
[00:14:07.000 --> 00:14:09.000]   or whatever it is.
[00:14:09.000 --> 00:14:12.000]   Maybe a lot of times your intellect is so brilliant
[00:14:12.000 --> 00:14:14.000]   because that's how God is going to--
[00:14:14.000 --> 00:14:17.000]   he's using you to do things and change education.
[00:14:17.000 --> 00:14:21.000]   Maybe it's because your skill, you're going to change healthcare.
[00:14:21.000 --> 00:14:25.000]   Whatever it is, what is that vision?
[00:14:25.000 --> 00:14:31.000]   Maybe it's being an engineer to create innovative tools.
[00:14:31.000 --> 00:14:36.000]   What is that vision in your life?
[00:14:36.000 --> 00:14:40.000]   As we continue to seek the Lord,
[00:14:40.000 --> 00:14:44.000]   what is he calling us in our life?
[00:14:44.000 --> 00:14:47.000]   There's this one lady that I got a chance to meet.
[00:14:47.000 --> 00:14:51.000]   She's Filipino, and if you came, she's very quiet,
[00:14:51.000 --> 00:14:54.000]   and she would just sit there, and you probably wouldn't even know her.
[00:14:54.000 --> 00:14:56.000]   Her name is Nikki.
[00:14:56.000 --> 00:15:01.000]   But what you don't know about Nikki is she is a brilliant lady.
[00:15:01.000 --> 00:15:06.000]   She is extremely talented, teaches part-time at Stanford University.
[00:15:06.000 --> 00:15:11.000]   Then she's an entrepreneur, started working in education,
[00:15:11.000 --> 00:15:15.000]   worked in colleges and universities and the executive level,
[00:15:15.000 --> 00:15:18.000]   but then she started realizing she doesn't have a medical degree
[00:15:18.000 --> 00:15:19.000]   and all that stuff.
[00:15:19.000 --> 00:15:23.000]   She was great at entrepreneurial things.
[00:15:23.000 --> 00:15:28.000]   She was great at starting up and launching different ideas.
[00:15:28.000 --> 00:15:30.000]   Now she teaches part-time at Stanford.
[00:15:30.000 --> 00:15:37.000]   She's the founding CEO of a company that is working with
[00:15:37.000 --> 00:15:42.000]   artificial intelligence and nanobots to replace--
[00:15:42.000 --> 00:15:46.000]   Kelly, what is that thing when you put oxygen in your--
[00:15:46.000 --> 00:15:48.000]   - [Kelly] The nasal canthopathy?
[00:15:48.000 --> 00:15:51.000]   - Something like that, where it puts oxygen in your--
[00:15:51.000 --> 00:15:53.000]   You can breathe through oxygen, right?
[00:15:53.000 --> 00:15:55.000]   I completely blanked on it.
[00:15:55.000 --> 00:15:58.000]   That's what she's working on right now.
[00:15:58.000 --> 00:16:01.000]   And why in the world was she doing that?
[00:16:01.000 --> 00:16:06.000]   Because during COVID, her mother died because she wasn't getting
[00:16:06.000 --> 00:16:09.000]   enough oxygen in her body.
[00:16:09.000 --> 00:16:13.000]   And she's a single older lady, and she started searching
[00:16:13.000 --> 00:16:17.000]   while she was in San Francisco with her mother passing away.
[00:16:17.000 --> 00:16:20.000]   How do we address this problem?
[00:16:20.000 --> 00:16:23.000]   Because her mother was at older age, and she wasn't able to get
[00:16:23.000 --> 00:16:24.000]   enough oxygen.
[00:16:24.000 --> 00:16:27.000]   They weren't able to put enough oxygen in her body, and she
[00:16:27.000 --> 00:16:29.000]   passed because of COVID.
[00:16:29.000 --> 00:16:34.000]   And God used that experience as hard as it was as a Christ follower
[00:16:34.000 --> 00:16:37.000]   to look and address the problem.
[00:16:37.000 --> 00:16:39.000]   And she started finding out these different doctors and what they're
[00:16:39.000 --> 00:16:43.000]   doing, and through her entrepreneurial skill, launched this entire
[00:16:43.000 --> 00:16:48.000]   company that she's doing to change how she integrates her faith
[00:16:48.000 --> 00:16:50.000]   in her work.
[00:16:50.000 --> 00:16:55.000]   What is the name that God has given us?
[00:16:55.000 --> 00:16:58.000]   Gideon, it was "Mighty Warrior."
[00:16:58.000 --> 00:17:03.000]   What is the name that he has given you?
[00:17:03.000 --> 00:17:09.000]   Because how God looks at you, how God sees you, is different than
[00:17:09.000 --> 00:17:15.000]   the picture that we see of ourselves and that others see us.
[00:17:15.000 --> 00:17:20.000]   Go on, and Gideon says to her, "Please, sir, if the Lord is with
[00:17:20.000 --> 00:17:23.000]   us, then why then has all this happened to us?
[00:17:23.000 --> 00:17:27.000]   And were all his wonderful deeds that our fathers recounted to us
[00:17:27.000 --> 00:17:31.000]   saying, 'Did not the Lord bring us up out of Egypt?'
[00:17:31.000 --> 00:17:35.000]   But now the Lord has forsaken us and given us into the hand of
[00:17:35.000 --> 00:17:37.000]   Midian.'
[00:17:37.000 --> 00:17:41.000]   And the Lord turned to him and says, 'Go in this might of yours
[00:17:41.000 --> 00:17:45.000]   and save Israel from the hand of Midian.'
[00:17:45.000 --> 00:17:47.000]   Do not I send you?'
[00:17:47.000 --> 00:17:51.000]   And verse 15, "And he said to him, 'Please, Lord, how can I save
[00:17:51.000 --> 00:17:53.000]   Israel?
[00:17:53.000 --> 00:17:58.000]   Because my clan is the weakest in Manasseh, and I am the least in
[00:17:58.000 --> 00:18:01.000]   my father's home.'"
[00:18:01.000 --> 00:18:03.000]   Take a look at that.
[00:18:03.000 --> 00:18:07.000]   You know how Gideon saw himself?
[00:18:07.000 --> 00:18:13.000]   The angel of the Lord, the Lord sees him as mighty warrior.
[00:18:13.000 --> 00:18:20.000]   Gideon himself sees him as the weakest clan and him as the
[00:18:20.000 --> 00:18:23.000]   weakest in the weakest clan.
[00:18:23.000 --> 00:18:26.000]   "Behold, my clan is the weakest in Manasseh."
[00:18:26.000 --> 00:18:32.000]   Of all these clans that we have here, my clan is the weakest, and
[00:18:32.000 --> 00:18:36.000]   I am the least in my father's home.
[00:18:36.000 --> 00:18:38.000]   You don't understand this.
[00:18:38.000 --> 00:18:41.000]   My clan of all the clans is the weakest, and I am the weakest in
[00:18:41.000 --> 00:18:42.000]   the weakest clan.
[00:18:42.000 --> 00:18:44.000]   You know where that put me?
[00:18:44.000 --> 00:18:47.000]   Dead last, dead last.
[00:18:47.000 --> 00:18:49.000]   That's how Gideon sees himself.
[00:18:49.000 --> 00:18:52.000]   That was the name that he has given himself.
[00:18:52.000 --> 00:18:59.000]   He has defined himself as someone who couldn't accomplish much
[00:18:59.000 --> 00:19:04.000]   because I am the weakest in the weakest clan of everyone, and I
[00:19:04.000 --> 00:19:08.000]   am last, and what in the world can you do for me?
[00:19:08.000 --> 00:19:12.000]   And now here I am threshing wheat in a wine press because I'm
[00:19:12.000 --> 00:19:16.000]   scared of the Midianites, and even though this threshing wheat
[00:19:16.000 --> 00:19:19.000]   on the threshing floor is not gonna cut it in the threshing,
[00:19:19.000 --> 00:19:25.000]   I'll take whatever I can get because my name is defined by
[00:19:25.000 --> 00:19:30.000]   being in the weakest clan and me being the weakest.
[00:19:30.000 --> 00:19:33.000]   What defines you?
[00:19:33.000 --> 00:19:38.000]   What are the insecurities that you have?
[00:19:38.000 --> 00:19:41.000]   How do you see yourself?
[00:19:41.000 --> 00:19:46.000]   How do you look at yourself in the mirror?
[00:19:46.000 --> 00:19:48.000]   Are you not the smartest?
[00:19:48.000 --> 00:19:50.000]   Are you not the brightest?
[00:19:50.000 --> 00:19:55.000]   And you may have all of these ideas, and if you look at the
[00:19:55.000 --> 00:20:02.000]   story in verse 16, the Lord said to him, "But I will be with you,
[00:20:02.000 --> 00:20:07.000]   and you shall strike the Midianites as one man."
[00:20:07.000 --> 00:20:11.000]   Do you not see what's happening here?
[00:20:11.000 --> 00:20:16.000]   When you look at the verses, you know what the Lord never says
[00:20:16.000 --> 00:20:19.000]   to Gideon?
[00:20:19.000 --> 00:20:22.000]   He never disagrees with him.
[00:20:22.000 --> 00:20:25.000]   When he says to him, "My clan is the weakest, and menace I am,
[00:20:25.000 --> 00:20:30.000]   and the weakest in my weakest clan," the Lord never disagrees
[00:20:30.000 --> 00:20:32.000]   with him.
[00:20:32.000 --> 00:20:36.000]   The Lord doesn't say to Gideon, "Hey, hey, hey, hey, your clan's
[00:20:36.000 --> 00:20:38.000]   not the weakest.
[00:20:38.000 --> 00:20:41.000]   So-and-so, I think, is the weaker one.
[00:20:41.000 --> 00:20:45.000]   Look, you're not the weakest of the weakest clan, all right?
[00:20:45.000 --> 00:20:47.000]   Maybe you're not the weakest, but you're not the weakest.
[00:20:47.000 --> 00:20:49.000]   So-and-so probably is weak."
[00:20:49.000 --> 00:20:54.000]   No, he doesn't disagree with him.
[00:20:54.000 --> 00:20:57.000]   He doesn't say otherwise.
[00:20:57.000 --> 00:20:59.000]   He agrees with him.
[00:20:59.000 --> 00:21:03.000]   He says, "Go in the strength that you have."
[00:21:03.000 --> 00:21:09.000]   That when you and I sit here, "Lord, I'm not that smart."
[00:21:09.000 --> 00:21:11.000]   You know what the Lord says?
[00:21:11.000 --> 00:21:13.000]   "I know.
[00:21:13.000 --> 00:21:16.000]   Lord, I'm not that talented.
[00:21:16.000 --> 00:21:18.000]   I know.
[00:21:18.000 --> 00:21:22.000]   Lord, do you not know the history that I came from?
[00:21:22.000 --> 00:21:28.000]   Do you not know how bad I was, my family, the path I came in?
[00:21:28.000 --> 00:21:30.000]   Yes, I know.
[00:21:30.000 --> 00:21:32.000]   Lord, I came through a poor family.
[00:21:32.000 --> 00:21:34.000]   My parents immigrated here.
[00:21:34.000 --> 00:21:37.000]   My parents immigrated in '72, and a lot of times, I don't know
[00:21:37.000 --> 00:21:39.000]   how to operate in these worlds.
[00:21:39.000 --> 00:21:40.000]   I know.
[00:21:40.000 --> 00:21:41.000]   You don't have that experience.
[00:21:41.000 --> 00:21:43.000]   I know, I know, I know.
[00:21:43.000 --> 00:21:45.000]   Lord, I'm a little socially awkward.
[00:21:45.000 --> 00:21:47.000]   I get a little shy.
[00:21:47.000 --> 00:21:49.000]   I don't know what to say.
[00:21:49.000 --> 00:21:51.000]   I know.
[00:21:51.000 --> 00:21:52.000]   I know.
[00:21:52.000 --> 00:21:54.000]   I know.
[00:21:54.000 --> 00:21:57.000]   You know why I know?
[00:21:57.000 --> 00:21:59.000]   Because I made you.
[00:21:59.000 --> 00:22:02.000]   I created you.
[00:22:02.000 --> 00:22:04.000]   I painted your life.
[00:22:04.000 --> 00:22:08.000]   I designed your entire path in your life.
[00:22:08.000 --> 00:22:11.000]   I know what's going to happen in your life.
[00:22:11.000 --> 00:22:13.000]   I know these things.
[00:22:13.000 --> 00:22:15.000]   I gave you your strengths.
[00:22:15.000 --> 00:22:18.000]   I gave you your weaknesses.
[00:22:18.000 --> 00:22:24.000]   You're stuck, Gideon, that you just see what you have.
[00:22:24.000 --> 00:22:27.000]   You come from the weakest clan, and you're the weakest in the
[00:22:27.000 --> 00:22:29.000]   weakest clan.
[00:22:29.000 --> 00:22:34.000]   But despite all that, Gideon, you're a mighty warrior, because
[00:22:34.000 --> 00:22:38.000]   that's the vision I have for you.
[00:22:38.000 --> 00:22:42.000]   What's the vision that he has for your life?
[00:22:42.000 --> 00:22:50.000]   And how is that manipulated by sometimes the name that we have
[00:22:50.000 --> 00:22:55.000]   given to ourselves?
[00:22:55.000 --> 00:22:59.000]   My biggest encouragement to each one of you, and those who are
[00:22:59.000 --> 00:23:04.000]   watching, those who are sitting here, don't you ever, ever let
[00:23:04.000 --> 00:23:09.000]   anyone say anything, because your age, your sex, the color of
[00:23:09.000 --> 00:23:15.000]   your skin, your education, how wealthy you are, how bright you
[00:23:15.000 --> 00:23:19.000]   are, the quality of your work, your job title, all of that,
[00:23:19.000 --> 00:23:23.000]   don't ever let people look down on you.
[00:23:23.000 --> 00:23:26.000]   You come before the Lord each and every single day.
