
[00:00:00.000 --> 00:00:02.320]  歡迎來到《九月網上》第六集
[00:01:31.040 --> 00:01:34.040]  上帝來混亂和分散他們
[00:01:34.040 --> 00:01:38.040]  最後是阿拉罕的出現
[00:01:38.040 --> 00:01:40.880]  這一大段我們稱為族長的歷史
[00:01:40.880 --> 00:01:42.360]  Patriarchal History
[00:01:42.360 --> 00:01:45.920]  裡面主要講到幾個以色列人
[00:01:45.920 --> 00:01:48.920]  神子民的始祖事跡
[00:01:48.920 --> 00:01:53.520]  就是阿拉罕以撒亞國和十二派
[00:01:53.520 --> 00:01:58.520]  這段歷史大約在公元前2000至1500年
[00:01:58.520 --> 00:02:01.520]  背景當然是古近東的世界
[00:02:01.520 --> 00:02:04.520]  當中最重要的角色當然是阿拉罕
[00:02:04.520 --> 00:02:06.120]  想告訴你
[00:02:06.120 --> 00:02:08.520]  無論你看過聖經還是沒看過
[00:02:08.520 --> 00:02:10.720]  信聖經還是不信
[00:02:10.720 --> 00:02:14.520]  你都需要認識一下阿拉罕的事跡
[00:02:14.520 --> 00:02:15.720]  為什麼呢?
[00:02:15.720 --> 00:02:18.920]  我帶大家去耶路撒冷的舊城
[00:02:18.920 --> 00:02:22.520]  舊城大概是一個正方形
[00:02:22.520 --> 00:02:24.520]  分開四個區域
[00:02:24.520 --> 00:02:27.520]  右上角是穆斯林區
[00:02:27.520 --> 00:02:30.520]  右下角是猶太人區
[00:02:30.520 --> 00:02:36.520]  左邊的上下就是基督教和亞美尼亞區
[00:02:36.520 --> 00:02:41.520]  這四個大區域代表著世界三大宗教
[00:02:41.520 --> 00:02:43.520]  三大獨一神的信仰
[00:02:43.520 --> 00:02:49.520]  而三個區域裡面都有一個神聖的地標
[00:02:49.520 --> 00:02:52.520]  穆斯林區當然是金頂清真寺
[00:02:52.520 --> 00:02:55.520]  猶太人的區域Jewish Quarter
[00:02:55.520 --> 00:02:58.520]  當然最神聖的地方就是西牆Western Wall
[00:02:58.520 --> 00:03:01.520]  而基督教就是聖母堂
[00:03:01.520 --> 00:03:05.520]  就是耶穌基督死而復活的地標
[00:03:05.520 --> 00:03:08.520]  三大獨一神的信仰
[00:03:08.520 --> 00:03:14.520]  代表著今天世界的人口成千上萬甚至數億
[00:03:14.520 --> 00:03:18.520]  所以你要了解今天世界的狀況
[00:03:18.520 --> 00:03:21.520]  或者世界的宗教政治動向
[00:03:21.520 --> 00:03:25.520]  你不能夠不了解阿伯拉罕的事跡
[00:03:25.520 --> 00:03:27.520]  但我想最重要的是
[00:03:27.520 --> 00:03:29.520]  《約聖經》裡面告訴我們
[00:03:29.520 --> 00:03:32.520]  每一位信奉耶穌基督的人
[00:03:32.520 --> 00:03:36.520]  都是以阿伯拉罕為我們屬靈的父親
[00:03:36.520 --> 00:03:39.520]  因為我們就是阿伯拉罕的子孫
[00:03:39.520 --> 00:03:41.520]  阿伯拉罕是我們所謂的信心之父
[00:03:41.520 --> 00:03:44.520]  所以他的事跡就是一個信心的旅程
[00:03:44.520 --> 00:03:47.520]  教導我們如何跟隨神跟隨耶穌基督
[00:03:47.520 --> 00:03:48.520]  多謝
[00:03:48.520 --> 00:03:49.520]  字幕:阿里郎
[00:03:50.520 --> 00:03:52.520]  阿伯拉罕的母親
[00:03:52.520 --> 00:03:54.520]  阿伯拉罕的父親
[00:03:54.520 --> 00:03:56.520]  阿伯拉罕的母親
[00:03:56.520 --> 00:03:58.520]  阿伯拉罕的母親
[00:03:58.520 --> 00:04:00.520]  阿伯拉罕的母親
[00:04:00.520 --> 00:04:02.520]  阿伯拉罕的母親
[00:04:02.520 --> 00:04:04.520]  阿伯拉罕的母親
[00:04:04.520 --> 00:04:06.520]  阿伯拉罕的母親
[00:04:06.520 --> 00:04:08.520]  阿伯拉罕的母親
[00:04:08.520 --> 00:04:10.520]  阿伯拉罕的母親
[00:04:10.520 --> 00:04:12.520]  阿伯拉罕的母親
[00:04:12.520 --> 00:04:14.520]  阿伯拉罕的母親
[00:04:14.520 --> 00:04:16.520]  阿伯拉罕的母親
[00:04:16.520 --> 00:04:18.520]  阿伯拉罕的母親
[00:04:18.520 --> 00:04:21.520]  阿伯拉罕和阿伯拉罕其實是同一個人
[00:04:21.520 --> 00:04:24.520]  阿伯拉罕的意思就是尊貴之父
[00:04:24.520 --> 00:04:27.520]  然後上帝為他起了一個新的名號
[00:04:27.520 --> 00:04:28.520]  叫做阿伯拉罕
[00:04:28.520 --> 00:04:30.520]  意思就是萬國之父
[00:04:30.520 --> 00:04:32.520]  阿伯拉罕出現的時候
[00:04:32.520 --> 00:04:34.520]  就是創世紀第十一章尾的時候
[00:04:34.520 --> 00:04:37.520]  沒有交代他童年或青年的時間
[00:04:37.520 --> 00:04:41.520]  一開始的起點就是加勒底人的吾爾
[00:04:41.520 --> 00:04:45.520]  這是南米索不達米亞一個歷史悠久的古城
[00:04:45.520 --> 00:04:49.520]  我們所知道的吾爾這個地方其實也有很多
[00:04:49.520 --> 00:04:51.520]  在公元前2500年的時候
[00:04:51.520 --> 00:04:55.520]  當時是吾爾城邦最高峰的時候
[00:04:55.520 --> 00:04:57.520]  我們叫他做第一皇朝
[00:04:57.520 --> 00:04:58.520]  第一皇朝
[00:04:58.520 --> 00:05:01.520]  在1922至34年之間
[00:05:01.520 --> 00:05:04.520]  有一個英國考古學家叫做Wooley
[00:05:04.520 --> 00:05:06.520]  他去到吾爾這個地方發掘的時候
[00:05:06.520 --> 00:05:11.520]  就發現了很多舉世聞名震驚世界的出土
[00:05:11.520 --> 00:05:15.520]  那裡他找到16個皇陵
[00:05:15.520 --> 00:05:16.520]  這些皇陵
[00:05:16.520 --> 00:05:18.520]  當時的皇的墳墓
[00:05:18.520 --> 00:05:24.520]  其中兩個的皇陵特別令到新聞界震撼
[00:05:24.520 --> 00:05:28.520]  因為裡面找到幾十具屍體
[00:05:28.520 --> 00:05:31.520]  最著名的一個墳墓
[00:05:31.520 --> 00:05:32.520]  就是屬於一個女皇
[00:05:32.520 --> 00:05:35.520]  裡面有74具屍體
[00:05:35.520 --> 00:05:37.520]  6具是男人
[00:05:37.520 --> 00:05:39.520]  其他都是女子
[00:05:39.520 --> 00:05:42.520]  裡面有很多名貴的陪葬品
[00:05:42.520 --> 00:05:44.520]  譬如金樹山羊
[00:05:44.520 --> 00:05:46.520]  女皇的頭飾
[00:05:46.520 --> 00:05:47.520]  戰車
[00:05:47.520 --> 00:05:50.520]  用金箱建造的樂器等等
[00:05:50.520 --> 00:05:53.520]  屍體很整齊
[00:05:53.520 --> 00:05:56.520]  擺放在墳墓裡面
[00:05:56.520 --> 00:05:59.520]  並且穿上了華麗的衣服
[00:05:59.520 --> 00:06:01.520]  有頭飾
[00:06:01.520 --> 00:06:05.520]  Wooley開始發掘這個地方的時候
[00:06:05.520 --> 00:06:06.520]  他起初去解釋
[00:06:06.520 --> 00:06:09.520]  這些年輕的男女
[00:06:09.520 --> 00:06:13.520]  被埋到女皇的墳墓裡面
[00:06:13.520 --> 00:06:15.520]  原因是
[00:06:15.520 --> 00:06:17.520]  是一種陪葬的人製
[00:06:17.520 --> 00:06:20.520]  即是軍王一聲令下
[00:06:20.520 --> 00:06:24.520]  他們全部進入墳墓裡面
[00:06:24.520 --> 00:06:27.520]  然後將他們殺死
[00:06:27.520 --> 00:06:30.520]  以致他們成為陪葬的人製
[00:06:30.520 --> 00:06:34.520]  所以Wooley稱這個為死亡大坑
[00:06:34.520 --> 00:06:36.520]  Great Death Pit
[00:06:36.520 --> 00:06:38.520]  之後
[00:06:38.520 --> 00:06:41.520]  Wooley再檢驗這些屍體的時候
[00:06:41.520 --> 00:06:44.520]  發現很整齊的擺放
[00:06:44.520 --> 00:06:46.520]  沒有掙扎的跡象
[00:06:46.520 --> 00:06:49.520]  於是他太太給他一個意見
[00:06:49.520 --> 00:06:51.520]  他太太認為
[00:06:51.520 --> 00:06:53.520]  這些宮女和侍從
[00:06:53.520 --> 00:06:55.520]  其實是一起服毒
[00:06:55.520 --> 00:06:57.520]  去到自殺
[00:06:57.520 --> 00:06:59.520]  然後去陪葬
[00:06:59.520 --> 00:07:02.520]  因為有一個新的解釋
[00:07:02.520 --> 00:07:04.520]  1928年的時候
[00:07:04.520 --> 00:07:06.520]  英國有一份報紙叫
[00:07:06.520 --> 00:07:08.520]  Illustrated London News
[00:07:08.520 --> 00:07:10.520]  那裏有一個畫家
[00:07:10.520 --> 00:07:12.520]  將這個情況
[00:07:12.520 --> 00:07:14.520]  用一個畫像來表達出來
[00:07:14.520 --> 00:07:16.520]  你可以看到
[00:07:16.520 --> 00:07:18.520]  這些黑白的油畫
[00:07:18.520 --> 00:07:20.520]  講到這些隊伍
[00:07:20.520 --> 00:07:23.520]  進入墳墓裡面
[00:07:23.520 --> 00:07:26.520]  然後他們服毒自殺
[00:07:26.520 --> 00:07:28.520]  然後每一個都倒閉
[00:07:28.520 --> 00:07:30.520]  以致這麼多年之後
[00:07:30.520 --> 00:07:32.520]  Wooley再找出來
[00:07:32.520 --> 00:07:35.520]  這些是很毛骨悚然的情景
[00:07:35.520 --> 00:07:37.520]  當時是驚動一時
[00:07:37.520 --> 00:07:39.520]  但近年
[00:07:39.520 --> 00:07:41.520]  在University of Pennsylvania
[00:07:41.520 --> 00:07:45.520]  用CT Scan去掃描幾個頭骨
[00:07:45.520 --> 00:07:47.520]  發現幾個頭骨都有一個
[00:07:47.520 --> 00:07:51.520]  30毫米的斧頭造成的創傷破口
[00:07:51.520 --> 00:07:53.520]  所以現在學者相信
[00:07:53.520 --> 00:07:55.520]  這些宮女和侍從
[00:07:55.520 --> 00:07:57.520]  不是服毒而死
[00:07:57.520 --> 00:07:59.520]  而是先被殺死
[00:07:59.520 --> 00:08:01.520]  然後整整齊齊的
[00:08:01.520 --> 00:08:02.520]  穿好衣服
[00:08:02.520 --> 00:08:03.520]  有頭飾
[00:08:03.520 --> 00:08:06.520]  然後放進墳墓裡面
[00:08:06.520 --> 00:08:09.520]  作為女王的陪葬
[00:08:09.520 --> 00:08:11.520]  怎樣也好
[00:08:11.520 --> 00:08:13.520]  這些都是告訴我們
[00:08:13.520 --> 00:08:15.520]  當時古米索不達人米亞
[00:08:15.520 --> 00:08:17.520]  吾爾的王朝
[00:08:17.520 --> 00:08:19.520]  甚至那裏的背景
[00:08:19.520 --> 00:08:22.520]  有一些神人祭的儀式
[00:08:22.520 --> 00:08:23.520]  怎樣也好
[00:08:23.520 --> 00:08:27.520]  是一個非常富庶的地方
[00:08:27.520 --> 00:08:30.520]  你看到那些金器
[00:08:30.520 --> 00:08:34.520]  這些名貴的珠寶
[00:08:34.520 --> 00:08:36.520]  全部都不是米索不達人米亞
[00:08:36.520 --> 00:08:39.520]  本有的天然資源
[00:08:39.520 --> 00:08:41.520]  全部都是從第二個地方
[00:08:41.520 --> 00:08:44.520]  藉著貿易運來的
[00:08:44.520 --> 00:08:47.520]  所以這個吾爾的地方
[00:08:47.520 --> 00:08:49.520]  確實是一個非常富庶
[00:08:49.520 --> 00:08:54.520]  當時是一個很繁榮的世界
[00:08:54.520 --> 00:08:56.520]  但最終在公元前2000年的時候
[00:08:56.520 --> 00:08:58.520]  瓦解了
[00:08:58.520 --> 00:09:02.520]  也宣告了蘇美爾文明的沒落
[00:09:02.520 --> 00:09:04.520]  阿巴拉罕的事跡
[00:09:04.520 --> 00:09:06.520]  是在這個時間之後
[00:09:06.520 --> 00:09:12.520]  在吾爾最輝煌的時代之後才出現
[00:09:12.520 --> 00:09:15.520]  雖然吾爾在阿巴拉罕的時候
[00:09:15.520 --> 00:09:18.520]  不再稱霸米索不達人米亞
[00:09:18.520 --> 00:09:24.520]  但仍然是一個非常重要的經濟宗教中心
[00:09:24.520 --> 00:09:27.520]  這些發現可以幫助我們
[00:09:27.520 --> 00:09:30.520]  想像一下阿巴拉罕當時的背景
[00:09:30.520 --> 00:09:32.520]  吾爾的文化
[00:09:32.520 --> 00:09:44.520]  創世紀十一章這樣記載
[00:09:44.520 --> 00:09:46.520]  以下是他拉的後代
[00:09:46.520 --> 00:09:49.520]  他拉生阿巴蘭 拿學和哈蘭
[00:09:49.520 --> 00:09:50.520]  哈蘭生羅德
[00:09:50.520 --> 00:09:53.520]  哈蘭在他父親他拉之前死在他出生之地
[00:09:53.520 --> 00:09:56.520]  就是迦勒底人的吾爾
[00:09:56.520 --> 00:09:58.520]  阿巴蘭和拿學各自娶妻
[00:09:58.520 --> 00:10:00.520]  阿巴蘭的妻子叫做撒萊
[00:10:00.520 --> 00:10:03.520]  拿學的妻子叫做密格
[00:10:03.520 --> 00:10:04.520]  是哈蘭的女兒
[00:10:04.520 --> 00:10:08.520]  哈蘭是加密和易加的父親
[00:10:08.520 --> 00:10:14.520]  以往近東的家譜的作用就是追溯一個民族的歷史
[00:10:14.520 --> 00:10:18.520]  聖經裡面的家譜就是追溯神的子民
[00:10:18.520 --> 00:10:23.520]  由亞當 瑟特 羅亞直到閃的後代
[00:10:23.520 --> 00:10:27.520]  現在追溯到他拉 即阿巴拉罕的父親
[00:10:27.520 --> 00:10:30.520]  這些家譜的名字我們知道
[00:10:30.520 --> 00:10:32.520]  全部都是屬於西閃族
[00:10:32.520 --> 00:10:35.520]  即敘利亞一帶的民族名字
[00:10:35.520 --> 00:10:40.520]  所以他們不是南美索不達米亞本土的名字
[00:10:40.520 --> 00:10:42.520]  為什麼呢?
[00:10:42.520 --> 00:10:45.520]  似乎我們所知道的歷史背景
[00:10:45.520 --> 00:10:48.520]  在公元前大概二千年左右
[00:10:48.520 --> 00:10:51.520]  當時有一個遷徙的現象
[00:10:51.520 --> 00:10:55.520]  就是從美索不達米亞的人眼中
[00:10:55.520 --> 00:10:58.520]  有些西方人 敘利亞的人
[00:10:58.520 --> 00:11:04.520]  他們很大批逐漸遷徙到美索不達米亞兩河流域的地方
[00:11:04.520 --> 00:11:07.520]  這個現象叫做阿摩利人遷徙
[00:11:07.520 --> 00:11:08.520]  Amorite Migration
[00:11:08.520 --> 00:11:12.520]  所以他們很多時候因為不同的原因
[00:11:12.520 --> 00:11:16.520]  這些阿摩利人遷徙到南邊
[00:11:16.520 --> 00:11:17.520]  然後落地生根
[00:11:17.520 --> 00:11:21.520]  甚至進駐在南美索不達米亞一帶
[00:11:21.520 --> 00:11:23.520]  建立自己城邦
[00:11:23.520 --> 00:11:26.520]  所以他拉和阿巴拉罕
[00:11:26.520 --> 00:11:31.520]  似乎都是來自這些阿摩利人的民族
[00:11:31.520 --> 00:11:33.520]  我們看看家譜的名字
[00:11:33.520 --> 00:11:39.520]  都可能會猜到他們宗教信仰的背景
[00:11:39.520 --> 00:11:41.520]  他們不是敘利亞人
[00:11:41.520 --> 00:11:43.520]  他們是阿摩利人
[00:11:43.520 --> 00:11:45.520]  他們的名字是Tala
[00:11:45.520 --> 00:11:47.520]  Tala這個字Tala
[00:11:47.520 --> 00:11:49.520]  很可能是一個月神的名字
[00:11:49.520 --> 00:11:52.520]  或者是一些很典型的阿摩利人的名字
[00:11:52.520 --> 00:11:54.520]  我們也知道
[00:11:54.520 --> 00:11:59.520]  唔爾或者將來他們去到哈蘭的古城
[00:11:59.520 --> 00:12:04.520]  都是當時拜月神的宗教地方
[00:12:04.520 --> 00:12:08.520]  事實上在聖經之後也是這樣交代
[00:12:08.520 --> 00:12:10.520]  在約書亞記二十四章第二節
[00:12:10.520 --> 00:12:12.520]  耶和華以色列的神使這樣說
[00:12:12.520 --> 00:12:14.520]  古時你們的列祖
[00:12:14.520 --> 00:12:18.520]  說到阿巴拉罕那河的父親Tala
[00:12:18.520 --> 00:12:20.520]  他們住在大河的那邊
[00:12:20.520 --> 00:12:24.520]  在幽伐拉底河的美索不達米亞地方
[00:12:24.520 --> 00:12:25.520]  他們是侍奉什麼?
[00:12:25.520 --> 00:12:26.520]  別的神
[00:12:26.520 --> 00:12:29.520]  就是其他的眾神
[00:12:29.520 --> 00:12:30.520]  所以屬靈上
[00:12:30.520 --> 00:12:32.520]  我們看到這個家譜
[00:12:32.520 --> 00:12:36.520]  似乎發現這個家族開始已經死亡
[00:12:36.520 --> 00:12:38.520]  Exspiritual death
[00:12:38.520 --> 00:12:41.520]  Tala生了三個兒子
[00:12:41.520 --> 00:12:44.520]  阿巴拉罕那河和哈蘭
[00:12:44.520 --> 00:12:47.520]  聖經的家譜通常都是很工整的
[00:12:47.520 --> 00:12:50.520]  好像我們看《創世紀》第五章等等
[00:12:50.520 --> 00:12:55.520]  每逢有離題或者附插了一些細節的時候
[00:12:55.520 --> 00:12:56.520]  就有特別的意思
[00:12:56.520 --> 00:12:59.520]  這裡有兩處地方值得留意
[00:12:59.520 --> 00:13:00.520]  第一
[00:13:00.520 --> 00:13:04.520]  就是哈蘭在父親死之前去世
[00:13:04.520 --> 00:13:06.520]  這是非常不幸的
[00:13:06.520 --> 00:13:08.520]  這是Physical death
[00:13:08.520 --> 00:13:12.520]  另外一處就是撒萊
[00:13:12.520 --> 00:13:14.520]  就是阿巴蘭的妻子
[00:13:14.520 --> 00:13:15.520]  不能夠生育
[00:13:15.520 --> 00:13:17.520]  是沒有孩子的
[00:13:17.520 --> 00:13:19.520]  當時在古晉通的社會裡面
[00:13:19.520 --> 00:13:22.520]  絕子絕孫是非常不幸
[00:13:22.520 --> 00:13:25.520]  因為沒有人去延續你的名字
[00:13:25.520 --> 00:13:28.520]  所以我們看到這個家譜告訴我們
[00:13:28.520 --> 00:13:31.520]  阿巴拉罕的世代
[00:13:31.520 --> 00:13:32.520]  來到這個時間
[00:13:32.520 --> 00:13:35.520]  在屬靈上已經死亡
[00:13:35.520 --> 00:13:39.520]  在身體上也死亡
[00:13:39.520 --> 00:13:43.520]  好像我們看星球大戰
[00:13:43.520 --> 00:13:46.520]  最後的The Last Jedi
[00:13:46.520 --> 00:13:50.520]  沒有人再繼續這個神的世代
[00:13:50.520 --> 00:13:53.520]  好像一件事都玩完了
[00:13:53.520 --> 00:13:55.520]  31節
[00:13:55.520 --> 00:13:59.520]  塔拉帶著她的兒子阿巴蘭和她的孫子
[00:13:59.520 --> 00:14:02.520]  就是哈蘭的兒子羅德
[00:14:02.520 --> 00:14:04.520]  以及她的媳婦撒萊
[00:14:04.520 --> 00:14:08.520]  一同出了迦勒底的梧意
[00:14:08.520 --> 00:14:11.520]  想要去迦蘭這個地方
[00:14:11.520 --> 00:14:14.520]  他們到了哈蘭這個古城
[00:14:14.520 --> 00:14:15.520]  住在那裡
[00:14:15.520 --> 00:14:16.520]  32節
[00:14:16.520 --> 00:14:18.520]  塔拉死在哈蘭
[00:14:18.520 --> 00:14:20.520]  她的壽數是205歲
[00:14:20.520 --> 00:14:23.520]  從這個故事的情節來看
[00:14:23.520 --> 00:14:25.520]  告訴我們
[00:14:25.520 --> 00:14:28.520]  塔拉和阿巴蘭罕
[00:14:28.520 --> 00:14:32.520]  有一個神的呼召
[00:14:32.520 --> 00:14:37.520]  所以整個家離開了這個古城
[00:14:37.520 --> 00:14:42.520]  本身想去的目的地就是迦蘭
[00:14:42.520 --> 00:14:48.520]  他們應該按照當時古代商貿路線
[00:14:48.520 --> 00:14:53.520]  或者沿著幼發拉底河不斷北上
[00:14:53.520 --> 00:14:56.520]  經過一個大的城邦
[00:14:56.520 --> 00:14:59.520]  叫做馬里
[00:14:59.520 --> 00:15:03.520]  是一個大的阿摩利亞城邦國家
[00:15:03.520 --> 00:15:07.520]  那裡出土了很多泥板和文獻
[00:15:07.520 --> 00:15:09.520]  裡面提到一些雜族
[00:15:09.520 --> 00:15:14.520]  與創世紀族長阿巴拉罕爾薩亞國
[00:15:14.520 --> 00:15:16.520]  他們的風俗非常近
[00:15:16.520 --> 00:15:21.520]  從馬里一直向左上角
[00:15:21.520 --> 00:15:23.520]  向西北的方向
[00:15:23.520 --> 00:15:26.520]  來到哈蘭這個大的古城
[00:15:26.520 --> 00:15:29.520]  這是美索不達米亞的北面
[00:15:29.520 --> 00:15:32.520]  不知什麼原因他們停留在這裡
[00:15:32.520 --> 00:15:34.520]  到底是叛逃而廢
[00:15:34.520 --> 00:15:38.520]  還是他們回到自己的阿摩利亞家鄉
[00:15:38.520 --> 00:15:40.520]  他們留戀在那個地方
[00:15:40.520 --> 00:15:42.520]  無論如何
[00:15:42.520 --> 00:15:45.520]  都好像是一個死路一條
[00:15:45.520 --> 00:15:48.520]  神的西多能否延續
[00:15:48.520 --> 00:15:49.520]  就是這個時候
[00:15:49.520 --> 00:15:51.520]  上帝說話
[00:15:51.520 --> 00:15:53.520]  創世紀十二章第一節
[00:15:53.520 --> 00:15:55.520]  對阿巴蘭說
[00:15:55.520 --> 00:15:59.520]  你要離開本地、本族、父家
[00:15:59.520 --> 00:16:01.520]  到我指示你的地方去
[00:16:01.520 --> 00:16:03.520]  然後有七句說話
[00:16:03.520 --> 00:16:06.520]  就是上帝對阿巴拉罕的應許
[00:16:06.520 --> 00:16:08.520]  我必使你成為大國
[00:16:08.520 --> 00:16:09.520]  賜福給你
[00:16:09.520 --> 00:16:11.520]  使你的名為大
[00:16:11.520 --> 00:16:14.520]  你也要使別人得福
[00:16:14.520 --> 00:16:16.520]  給你祝福的
[00:16:16.520 --> 00:16:17.520]  我必賜福給他
[00:16:17.520 --> 00:16:20.520]  興翰你的或者周助你的
[00:16:20.520 --> 00:16:21.520]  我必周助他
[00:16:21.520 --> 00:16:22.520]  第七句
[00:16:22.520 --> 00:16:27.520]  地上的萬族都要因你得福
[00:16:27.520 --> 00:16:31.520]  神賜給阿巴拉罕一個大國
[00:16:31.520 --> 00:16:33.520]  你也應許告訴他
[00:16:33.520 --> 00:16:35.520]  會有一個大的名字
[00:16:35.520 --> 00:16:38.520]  別人會因為他而得福
[00:16:38.520 --> 00:16:40.520]  萬國會因為他而得福
[00:16:40.520 --> 00:16:44.520]  這個其實都是回應創世紀一至十一章
[00:16:44.520 --> 00:16:46.520]  裡面不同的主題
[00:16:46.520 --> 00:16:49.520]  你記得人類在這頭十一章裡面
[00:16:49.520 --> 00:16:53.520]  不斷地叛變上帝
[00:16:53.520 --> 00:16:55.520]  並且是一種愚昧的行動
[00:16:55.520 --> 00:16:58.520]  帶來的只是審判和咒詛
[00:16:58.520 --> 00:17:00.520]  亞當夏娃我們說過
[00:17:00.520 --> 00:17:02.520]  他們叛變是想得到智慧
[00:17:02.520 --> 00:17:04.520]  想變成神
[00:17:04.520 --> 00:17:06.520]  誰知道以為是一個福氣
[00:17:06.520 --> 00:17:08.520]  但是帶來的就是咒詛
[00:17:08.520 --> 00:17:09.520]  第四章
[00:17:09.520 --> 00:17:10.520]  就是戈仁
[00:17:10.520 --> 00:17:12.520]  他的敬拜獻祭
[00:17:12.520 --> 00:17:14.520]  得不到上帝閱立
[00:17:14.520 --> 00:17:16.520]  他就說想為首
[00:17:16.520 --> 00:17:18.520]  誰知道他也是流亡
[00:17:18.520 --> 00:17:20.520]  第六章
[00:17:20.520 --> 00:17:22.520]  一個比較難解的經文
[00:17:22.520 --> 00:17:24.520]  就是說當時的日子
[00:17:24.520 --> 00:17:26.520]  有所謂巨人
[00:17:26.520 --> 00:17:28.520]  這些人是神的兒子
[00:17:28.520 --> 00:17:30.520]  是君王
[00:17:30.520 --> 00:17:33.520]  他和人的女子結合
[00:17:33.520 --> 00:17:38.520]  生了上古英武有名的人物
[00:17:38.520 --> 00:17:41.520]  這些君王也是罪大惡極
[00:17:41.520 --> 00:17:44.520]  因為以自己的名為大
[00:17:44.520 --> 00:17:49.520]  上帝說要洪水氾濫去審判這個世界
[00:17:49.520 --> 00:17:52.520]  十一章我們說過巴別塔的故事
[00:17:52.520 --> 00:17:55.520]  就是人為自己來立名
[00:17:55.520 --> 00:17:59.520]  一直來說都是人類
[00:17:59.520 --> 00:18:02.520]  想高超自己
[00:18:02.520 --> 00:18:05.520]  說自己要為自己來立名
[00:18:05.520 --> 00:18:07.520]  甚至超越神
[00:18:07.520 --> 00:18:10.520]  在這裡有一個調轉
[00:18:10.520 --> 00:18:14.520]  就是上帝叫阿不蘭的名為大
[00:18:14.520 --> 00:18:18.520]  以至他能夠使萬國得福
[00:18:18.520 --> 00:18:22.520]  即是說要使萬國認識創造主
[00:18:22.520 --> 00:18:25.520]  上帝對阿不拉罕的呼召
[00:18:25.520 --> 00:18:31.520]  開展了上帝救贖人類的計劃
[00:18:31.520 --> 00:18:34.520]  但是有一樣很重要的東西
[00:18:34.520 --> 00:18:36.520]  就是人要回應
[00:18:36.520 --> 00:18:39.520]  這裡唯一一個命令式
[00:18:39.520 --> 00:18:41.520]  就是離開
[00:18:41.520 --> 00:18:43.520]  離開不易
[00:18:43.520 --> 00:18:47.520]  或者可以以這段經文去翻譯
[00:18:47.520 --> 00:18:50.520]  上帝對阿不拉罕說
[00:18:50.520 --> 00:18:52.520]  你要離開
[00:18:52.520 --> 00:18:57.520]  以至我能夠在你身上實施實行
[00:18:57.520 --> 00:19:01.520]  我祝福萬國的計劃
[00:19:01.520 --> 00:19:03.520]  阿不拉罕如何回應?
[00:19:03.520 --> 00:19:05.520]  十二章第四節
[00:19:05.520 --> 00:19:10.520]  阿不蘭照著耶和華吩咐他的去了
[00:19:10.520 --> 00:19:13.520]  羅德也跟他同去
[00:19:13.520 --> 00:19:18.520]  阿不蘭離開哈蘭古城的時候已經是七十五歲
[00:19:18.520 --> 00:19:21.520]  阿不蘭帶著他的妻子撒萊和侄兒羅德
[00:19:21.520 --> 00:19:24.520]  以及他們在哈蘭古城裡面
[00:19:24.520 --> 00:19:27.520]  所積蓄的一切財物所獲得的人口
[00:19:27.520 --> 00:19:28.520]  一同出去
[00:19:28.520 --> 00:19:30.520]  要到迦南地
