
[00:00:00.000 --> 00:00:12.000]  我們回到正經,C篇第19篇,我們繼續思考C篇的說話,
[00:10:50.000 --> 00:10:59.000]  一直按照他的萬有引力,或者其他的principle,他會繼續去run,好像一個機械,一個engine,
[00:10:59.000 --> 00:11:08.000]  但是C篇十九篇就是形容這個宇宙,就是有上帝去掌管和帶領著,有上帝去involve的,
[00:11:08.000 --> 00:11:20.000]  他去介入的,一個這樣的cosmos,一個這樣的宇宙,用太陽去導出上帝自己的榮耀,
[00:11:20.000 --> 00:11:29.000]  我相信也有另外一個意思,為什麼用到婚禮Hooper,因為在古代的婚禮裡面,永遠都是公開的,
[00:11:29.000 --> 00:11:38.000]  古時的婚禮永遠都是公開,不需要有我們今天現在搞婚禮的時候,我們有guest list,
[00:11:38.000 --> 00:11:46.000]  有些人請,有些人不請,不請就怕不請他,得罪大家,請了他又怕他不給禮金等等,
[00:11:46.000 --> 00:11:54.000]  我們不會這樣,古時的時候婚禮就不會這樣,古時的婚禮整條村都知道的,
[00:11:54.000 --> 00:12:05.000]  誰結婚,誰有組織新的家庭,整條村就being invited,就會被歡迎來參與婚禮,
[00:12:05.000 --> 00:12:11.000]  所以換句話說,因為說到太陽,每個人都知道的,就好像婚禮每個人都知道一樣,
[00:12:11.000 --> 00:12:19.000]  就是你沒理由會miss那個婚禮,你想像一下在那些小的村落裡面,農村,
[00:12:19.000 --> 00:12:28.000]  怎麼可能有喜事的時候,你是不知道的,沒可能,因為你一定會去那個banquet,
[00:12:28.000 --> 00:12:39.000]  一定會被歡迎,你可以參加,這裡就告訴我們上帝所述說的榮耀,是不能夠不知的,
[00:12:39.000 --> 00:12:46.000]  沒理由你聽不到,沒理由你留意不到,就是這個意思,詩篇十九篇,
[00:12:46.000 --> 00:12:57.000]  我記得好幾年前去網上聽一個英國的兩個學者去辯論,辯論上帝的存在,宗教等等信仰,
[00:12:57.000 --> 00:13:06.000]  其中一個學者就是一個英國的大拉比,叫做Jonathan Sachs,幾年前他剛剛離開世界,
[00:13:06.000 --> 00:13:13.000]  另一個跟他debate的,就是Jonathan Sachs,就是英國的大拉比,代表猶太教,
[00:13:13.000 --> 00:13:21.000]  另一個就是英國的一個生物學家,或者進化論的學家,叫做Richard Dawkins,
[00:13:21.000 --> 00:13:28.000]  他就認為是無神的,一個有神論,一個沒有神論,兩個去到debate的時候,
[00:13:28.000 --> 00:13:36.000]  我覺得很有趣的一個地方,當然是很熱烈的debate,但我其中一個對話我覺得很有趣,
[00:13:36.000 --> 00:13:49.000]  那個對話就是Rabbi Sachs跟Richard講,他說,religion is music, but you are tone deaf,
[00:13:49.000 --> 00:13:59.000]  Dawkins就回答他,他說,yes, it's true, I am tone deaf, but there is no music,
[00:13:59.000 --> 00:14:08.000]  這個對話值得我們去想一想,到底有沒有music,還是我們是tone deaf,
[00:14:08.000 --> 00:14:23.000]  詩篇十九篇,就說有一個music不斷的奏響,there is no way you miss, no way你會聽不見,是無法推諉的,
[00:14:23.000 --> 00:14:34.000]  只要你豎起耳朵聽一下,你就知道上帝的榮耀,這個在聖經的概念裏面,
[00:14:34.000 --> 00:14:44.000]  就叫做普世的啟示,universal revelation,即是每個人都可以知道,在你心裏面知道,
[00:14:44.000 --> 00:14:52.000]  上帝的存在,在見到這個宇宙的浩瀚的時候,你會感受到上帝的存在,
[00:14:52.000 --> 00:14:59.000]  universal或者general revelation,普遍的啟示,詩篇十九篇,頭一半就是講這件事,
[00:14:59.000 --> 00:15:10.000]  然後就講到另外一種的啟示,我們或者可以叫它做特別的啟示,特殊的啟示,special revelation,
[00:15:10.000 --> 00:15:17.000]  不是每個人都可以有的,只有屬於相信他的人才能夠得到這些啟示,
[00:15:17.000 --> 00:15:22.000]  上帝的子民才能夠得到上帝給他們這些訊息,
[00:15:22.000 --> 00:15:30.000]  看看你能不能找到,三對並聯的詩句,第七節開始,
[00:15:30.000 --> 00:15:39.000]  耶和華的律法傳遞,使人素成,耶和華的法道確定,使圓滿人有智慧,
[00:15:39.000 --> 00:15:52.000]  有一對的詞,Torah,律法,法道,testimony,當然有很多不同的字,都是指到舊約聖經,希伯來聖經,
[00:15:52.000 --> 00:16:00.000]  但他們可能是同意,但都有他自己特別的強調的地方,
[00:16:00.000 --> 00:16:10.000]  耶和華的分辭,是三個的名詞,正直,分辭是正直的,使人心快活,
[00:16:10.000 --> 00:16:19.000]  耶和華的命令,第四個,清潔,使眼目明亮,耶和華的典章真實,傳言公義,
[00:16:19.000 --> 00:16:28.000]  驚威耶和華是純潔的,傳道榮元,找不找到三對在哪裏,律法和法道,
[00:16:28.000 --> 00:16:37.000]  分辭與命令,典章和所謂驚威耶和華,Fear of the law,律法是甚麼意思,
[00:16:37.000 --> 00:16:44.000]  有時我們中文翻譯不是很好,我們想起法律,開車,就捉你,
[00:16:44.000 --> 00:16:52.000]  Torah是甚麼意思,Torah其實就是guidance的意思,即是指示我們的意思,
[00:16:52.000 --> 00:16:59.000]  是一個像指南針那樣,使我們人心能夠蘇醒,能夠回轉,
[00:16:59.000 --> 00:17:08.000]  法道就是一種警惕的意味,即是前面有危險,就使人愚昧,
[00:17:08.000 --> 00:17:14.000]  不知道危險的,不知道試探的人,不知道會跌倒的人,他就得到智慧,
[00:17:14.000 --> 00:17:25.000]  這個就叫做testimony,是法道,分辭就代表一種從上而來的command,
[00:17:25.000 --> 00:17:33.000]  一種authority,命令亦都是同一樣,但很清楚地告訴你,不會出爾反爾,
[00:17:33.000 --> 00:17:41.000]  上帝是對我們生命裏面有著這種吩咐,這種命令,應該很清楚,
[00:17:41.000 --> 00:17:52.000]  即是在近東裏面所有人都是有神論,很多時那些神明是不會講清楚他們自己想怎樣,
[00:17:52.000 --> 00:18:00.000]  因為他要發脾氣,就發脾氣,好像我們人一樣,但是你打開上帝的律法,
[00:18:00.000 --> 00:18:07.000]  耶和華的律法的時候,他就樣樣東西都跟我們講清楚,大的原則會講清楚,
[00:18:07.000 --> 00:18:21.000]  大的誡命會很清楚地點醒我們,耶和華的典章講到他很真實,很堅定的,不會改變的,
[00:18:21.000 --> 00:18:36.000]  耶和華的話語和典章,代表上帝真真實實將他的心意告訴我們,聽的人就能夠得到好處,
[00:18:36.000 --> 00:18:45.000]  最近我教我的兒子駕駛棍波車,因為我覺得這些,我知道現在通常都買EV,
[00:18:45.000 --> 00:18:53.000]  下一代都是買EV,電子車,應該都不用學了,但我就覺得我們的家族,
[00:18:53.000 --> 00:19:02.000]  有些Lost Art是不可以不懂的,我就教他駕駛,我每晚都出去教他駕駛,
[00:19:02.000 --> 00:19:08.000]  你知油費多貴,現在好像跌了一點點,好多了,如果你懂得駕駛棍波車,你會知道,
[00:19:08.000 --> 00:19:19.000]  你會浪費很多油,因為他不停地丟油,你知不知道怎樣可以成功地教到一個人駕駛,
[00:19:19.000 --> 00:19:30.000]  當然要有一個好教師,但我想那個Key都是,那個學車的人,他剛剛聽完,
[00:19:30.000 --> 00:19:40.000]  有很多東西我會清楚講出,但去到路面的時候,他自己就要去揣摩,
[00:19:40.000 --> 00:19:48.000]  我會給他大的方向,哪裏前面轉右,哪裏轉左,所以他學得都幾好,
[00:19:48.000 --> 00:19:55.000]  他學得都OK,不要覺得好像很危險,我太太就會覺得很危險,她從來都不敢教,
[00:19:55.000 --> 00:20:05.000]  我就去教她,但我教了她一兩次,她開始明白到,到底一波起步,二波起步,三波是會死貨的,
[00:20:05.000 --> 00:20:17.000]  但她肯聽,所以慢慢她就覺得原來不是那麼難,這個Key不是聖靈在我們生命裏面做的工作,
[00:20:17.000 --> 00:20:26.000]  當我們信主的時候,我們得到這個特殊的啟示,一種特別的啟示,上帝會用他的話語來提醒我們,
[00:20:26.000 --> 00:20:35.000]  當然不是我們平日生活裏面任何很細微的決定,他都會指明我們不需要,
[00:20:35.000 --> 00:20:43.000]  但有很多大的原則就已經足夠給我們,就好像我教車,
[00:20:43.000 --> 00:20:57.000]  我會告訴一些大的原則,有危險的地方在哪裏,我會給他有法道,有命令,讓他知道怎樣去開好車,
[00:20:57.000 --> 00:21:07.000]  事實上我們基督徒的生活都是一樣,我不知道你最近你自己的生活是怎樣,
[00:21:07.000 --> 00:21:16.000]  基督徒的生活,可能你都是懵懵懵,或者有些事情忘記了做,是時候去考牌,
[00:21:16.000 --> 00:21:25.000]  是時候去想清楚上帝對我們的吩咐是怎樣,這裏當然不是單單說你聽我說就可以,
[00:21:25.000 --> 00:21:32.000]  他告訴我價值在哪裏,What is the value,value很多時候是給我們的,
[00:21:32.000 --> 00:21:49.000]  是對我們有好處的,如同金紙的寶貴,大量的精金更加寶貴,比蜂蜜或者比蜜棗更加甘甜,
[00:21:49.000 --> 00:21:58.000]  基督徒的生活,我們跟神的關係應當是這樣,我們會漸漸覺得是一些很寶貴的東西,
[00:21:58.000 --> 00:22:08.000]  經歷上帝給我們的指示,對我們的指導,慢慢我們會覺得是甘甜的,
[00:22:08.000 --> 00:22:18.000]  開頭可能有一波二波死火,很笨拙,但慢慢他就會說原來都不是那麼差,其實都很enjoy,
[00:22:18.000 --> 00:22:34.000]  我兒子前晚跟我說一樣東西,他說I enjoy it,不愧是enjoy it,因為車如果不死的話,可能都是你繼承了,
[00:22:34.000 --> 00:22:47.000]  舊車一輛,如同金紙那麼寶貴,大家在美國的移民,我們知道三藩市又叫舊金山,
[00:22:47.000 --> 00:22:58.000]  特別是上一代的移民更加清楚,為什麼叫舊金山,因為十九世紀中的時候,有很多人尋金,
[00:22:58.000 --> 00:23:14.000]  1849年的時候正式掀起尋金業,當時我以前在北加州住,有很多地方都是紀念這些事跡,
[00:23:14.000 --> 00:23:31.000]  哪裡曾經尋金,哪裡曾經有人去掘金等等,你記得以前去掘金的時候,那些相片或紀錄,
[00:23:31.000 --> 00:23:42.000]  採金,掘金,不是在山上真的有大塊金,好像金磚那樣拿走,那些是拍電影才有,
[00:23:42.000 --> 00:23:54.000]  是要用沙拿盤子,慢慢篩,然後才有一兩滴出來,然後才集合到一些所謂金紙,
[00:23:54.000 --> 00:24:09.000]  很難的,要很多耐性,我覺得這個比喻非常好,上帝的話語,我們要得著寶貴,得著公榮,
[00:24:09.000 --> 00:24:21.000]  同樣我們需要做什麼,很多時候要花耐性,很多時候都需要給功夫,有血有汗,你才能夠拿到,
[00:24:21.000 --> 00:24:32.000]  不是說30秒就下載下來,不是說15分鐘,甚至3分鐘,看完一個影片,我們所有東西就掌握到,
[00:24:32.000 --> 00:24:45.000]  不,你需要去揣摩,你需要去學習,需要有功夫,需要有技術,在我們經常快走的文化相反,
[00:24:45.000 --> 00:24:59.000]  但你所得到的東西就是屬於你的,你在上帝的話語裏面所揣摩的所有得著,就是給你生命裏面的好處,
[00:24:59.000 --> 00:25:10.000]  得著的啟示,是一些很寶貴的東西,請你不要忘記,不要因為疫情去打斷我們很多時候教會的生活,
[00:25:10.000 --> 00:25:16.000]  什麼時候案例就重新上,然後我們有很多擔心,我們有很多東西要擔心,
[00:25:16.000 --> 00:25:30.000]  生命裏面是需要去尋急上帝的道,上帝的律法,你要我們生命去到經歷上帝的話,就需要下功夫,要給耐性,
[00:25:30.000 --> 00:25:44.000]  《詩篇》十九篇,由第一段講到創造界在說話,普世的啟示,然後第二段講到創造主的說話,特殊的啟示,
[00:25:44.000 --> 00:25:57.000]  他叫律法,十一至十四節,就講到被造者在說話,就是私人在說話,這個就是我們的回應,是你的回應,
[00:25:57.000 --> 00:26:08.000]  十一節至十四節,並且你的僕人也藉著這些特殊的啟示,剛剛講完,上帝的律法分辭,
[00:26:08.000 --> 00:26:19.000]  謹守這些就得到大的賞賜,誰能知道自己的錯誤,求你赦免我隱而未見的過失,
[00:26:19.000 --> 00:26:31.000]  求你攔阻你僕人,不犯任意妄為的罪,不許他們克制我,我也可以完全不犯大過,
[00:26:31.000 --> 00:26:38.000]  願我口中的言語,心裡的意念,在你面前蒙月臨。
[00:26:38.000 --> 00:26:48.000]  這個很特別,因為如果你習慣看詩篇的話,通常詩篇那些請求的詩歌,都是請求開始,
[00:26:48.000 --> 00:26:57.000]  然後才慢慢的移動到後面,就是讚美和感謝,通常都是Petition Prayer開始,然後最後有Praises,
[00:26:57.000 --> 00:27:07.000]  通常所有的詩篇都會有這樣的格式,詩篇十九篇就是相反,先有讚美,先有敬拜,
[00:27:07.000 --> 00:27:14.000]  然後到第三段的時候,就由我們自己去思想,自己去悔改,
[00:27:14.000 --> 00:27:26.000]  詩人見到上帝的榮耀,在宇宙裡面彰顯出來,見到上帝的話語,他的訓詞,在聖經裡面彰顯出來,
[00:27:26.000 --> 00:27:36.000]  現在他就去悔轉,這個很特別,除了格式之外,倒過來,
[00:27:36.000 --> 00:27:52.000]  就是見到上帝的話語奇妙,宇宙浩瀚的時候,他不是發出讚美,他是發出請求,求上帝去赦免他,
[00:27:52.000 --> 00:28:03.000]  其實這個很有道理,當我們見到上帝的偉大的時候,我們其中一個反應,應當就是去反省一下,
[00:28:03.000 --> 00:28:23.000]  我們有多麼渺小,我們有多麼多的錯實,我們有多麼的broken,有不足,誰能知道自己的錯實,誰會知道,
[00:28:23.000 --> 00:28:36.000]  這些是一些rhetorical question,一些修辭上的問句,意思就是說答案其實大家都知道,問來的時候其實就是要提醒我們,
[00:28:36.000 --> 00:28:50.000]  誰會知道自己的過失,沒有人知道自己的過失,你和我都不能去找清楚我們到底有什麼的不是,
[00:28:50.000 --> 00:29:02.000]  我們不知道的,無論我們做了多久的基督徒也好,做了多久的人也好,我們總有一些是我們不知道的,原來那些不知道的就是我們的不是,
[00:29:02.000 --> 00:29:18.000]  謙卑在上帝面前,我們去承認原來我們有的過失,不單止我們明做出來,明講出來,而是隱而未見,看不見,
[00:29:18.000 --> 00:29:31.000]  並且我們的罪成,我們人的本成,他去到反省度的時候,他說他會犯任意妄為的罪,
[00:29:31.000 --> 00:29:49.000]  剛才我們守詩歌都是一個很好的提醒,我們來到上帝面前,聽見他的律法,來到敬拜的時候,我們有沒有想清楚我們是不是謙卑,我們自己下來,
[00:29:49.000 --> 00:30:12.000]  這裡多少次講到他形容自己是僕人,兩次,你的僕人,你的僕人,肯聽悔憤,肯聽受教,見到上帝的榮耀,聽見上帝的律法對我們說話,
[00:30:12.000 --> 00:30:26.000]  我們有的回應就是去受教,原來我口中言語心裡面的意念在你面前蒙越南,acceptable,這個經常在五經裡面出現,
[00:30:26.000 --> 00:30:38.000]  就是那些古意識的人,他們拿著牛、羊,去到上帝面前都去獻祭,無論你獻什麼祭都好,贖罪祭,感恩祭,凡祭等等,
[00:30:38.000 --> 00:30:53.000]  acceptable,蒙越南,獻上的時候,上帝是歡迎的,你都去接受,或者我們今天來到上帝面前敬拜,或者每一個禮拜來到上帝面前敬拜,
[00:30:53.000 --> 00:31:13.000]  我們有沒有這樣去自問,你有沒有這樣自問,那個時候我們來到教會,我們總會帶著顧客心態,今天音樂好不好,歌剛剛好聽,
[00:31:13.000 --> 00:31:30.000]  這當然是很基本的,偏偏我們最基本的東西就未能掌握,今天那個program行不行,是不是給五顆星,你今天來到敬拜,
[00:31:30.000 --> 00:31:43.000]  如果你真的想去到遇見你的主,你的上帝的話,不是就這篇詩篇最後那幾節說,你的心態,你的態度,才要調好,
[00:31:43.000 --> 00:31:55.000]  如果你不調整好的話,我告訴你,你來多少次教會,都不會對你有大的賞賜,你想你心靈裡面得到易主的話,
[00:31:55.000 --> 00:32:15.000]  你去做上帝的僕人,聽聽上帝今天對我們的訓誨,我們同心協力祈禱,主我們感謝祢,因為祢是對我們說話的神,
[00:32:15.000 --> 00:32:29.000]  上帝我們求祢,祢都去謙卑我們,讓我們知道我們是祢的僕人,主祢對我們說話,並且祢幫助我們,
[00:32:29.000 --> 00:32:43.000]  去誓聽祢自己的言語,請在我們心裡面有很多我們不能夠看見的東西,主我們有個過失,我們求祢赦免,
[00:32:43.000 --> 00:33:00.000]  求祢都去引導我們,行一條易路,讓我們作為祢喜悅的,我們的敬拜,我們所奉獻的,夢祢的月亮,祈禱奉傳明禁。

