
[00:00:00.000 --> 00:00:04.480]  你知道聖經裡面有很多不同的內容
[00:01:22.280 --> 00:01:25.280]  舊約傳書和新約傳書
[00:01:25.280 --> 00:01:29.280]  舊約傳書就是耶穌基督未來之前所寫的
[00:01:29.280 --> 00:01:33.280]  新約傳書就是耶穌基督來了之後所寫的
[00:01:33.280 --> 00:01:35.280]  但是舊約呢
[00:01:35.280 --> 00:01:38.280]  頭五本書我們有時候叫做摩西五經
[00:01:38.280 --> 00:01:40.280]  摩西五經有五本書的
[00:01:40.280 --> 00:01:48.280]  《創世紀》、《出埃及紀》、《利美紀》、《文素紀》和《新明紀》
[00:01:48.280 --> 00:01:52.280]  為什麼說這兩節開頭
[00:01:52.280 --> 00:01:56.280]  就帶我們回到摩西五經頭五本書呢
[00:01:56.280 --> 00:01:59.280]  因為這裡說到群山尚未出
[00:01:59.280 --> 00:02:01.280]  世界尚未造成的時候
[00:02:01.280 --> 00:02:03.280]  上帝已經在這裡
[00:02:03.280 --> 00:02:05.280]  上帝是永遠到永遠的
[00:02:05.280 --> 00:02:07.280]  即是上帝是無始無終的
[00:02:07.280 --> 00:02:11.280]  我們每個人都有開始的
[00:02:11.280 --> 00:02:14.280]  我們地上的生命也會有結終的
[00:02:14.280 --> 00:02:16.280]  但是上帝是沒有的
[00:02:16.280 --> 00:02:19.280]  祂是由永恆到永恆
[00:02:19.280 --> 00:02:21.280]  祂就是在這裡
[00:02:21.280 --> 00:02:24.280]  並且這裡說到神人摩西
[00:02:24.280 --> 00:02:27.280]  形容摩西是man of God 神的人
[00:02:27.280 --> 00:02:29.280]  屬神的人
[00:02:29.280 --> 00:02:31.280]  或者神所尊貴的人
[00:02:31.280 --> 00:02:32.280]  man of God
[00:02:32.280 --> 00:02:35.280]  在舊約聖經裡面
[00:02:35.280 --> 00:02:37.280]  摩西五經頭五本書
[00:02:37.280 --> 00:02:40.280]  只有一個地方提到摩西
[00:02:40.280 --> 00:02:43.280]  是說他是man of God 神人
[00:02:43.280 --> 00:02:46.280]  就是《新明紀》第三十三章
[00:02:46.280 --> 00:02:48.280]  《新明紀》你記得就是第五本書
[00:02:48.280 --> 00:02:50.280]  摩西五經的結束
[00:02:50.280 --> 00:02:52.280]  最後那兩章
[00:02:52.280 --> 00:02:55.280]  他就說到摩西臨終的時候
[00:02:55.280 --> 00:02:57.280]  有一個祝福和祈禱
[00:02:57.280 --> 00:02:59.280]  他說以下就是神人摩西
[00:02:59.280 --> 00:03:00.280]  未死之前
[00:03:00.280 --> 00:03:05.280]  先為以色列人所祝的福
[00:03:05.280 --> 00:03:07.280]  所以告訴我們
[00:03:07.280 --> 00:03:11.280]  回到聖經的開頭
[00:03:11.280 --> 00:03:14.280]  提到我們知道上帝
[00:03:14.280 --> 00:03:17.280]  是從亙古到永恆
[00:03:17.280 --> 00:03:20.280]  很多時候我們生命裡面
[00:03:20.280 --> 00:03:22.280]  我們遇見的東西
[00:03:22.280 --> 00:03:26.280]  我們很多時候會將那件事放大
[00:03:26.280 --> 00:03:29.280]  無論我們生活裡面的焦慮
[00:03:29.280 --> 00:03:31.280]  我們的疾病
[00:03:31.280 --> 00:03:32.280]  我們的前途
[00:03:32.280 --> 00:03:36.280]  這些問題我們經常將它放在眼前
[00:03:36.280 --> 00:03:38.280]  放大到一個地步
[00:03:38.280 --> 00:03:41.280]  我們只看見這些問題
[00:03:41.280 --> 00:03:44.280]  神人摩西的禱告一說
[00:03:44.280 --> 00:03:48.280]  原來是有永恆的
[00:03:48.280 --> 00:03:53.280]  將我們所注目的前面的問題
[00:03:53.280 --> 00:03:55.280]  我們無限放大的問題
[00:03:55.280 --> 00:03:58.280]  就將它拿開一點
[00:03:58.280 --> 00:04:02.280]  然後讓我們看到整個局面
[00:04:02.280 --> 00:04:04.280]  整幅圖畫
[00:04:04.280 --> 00:04:08.280]  從亙古到永恆
[00:04:08.280 --> 00:04:10.280]  耶和華是神
[00:04:10.280 --> 00:04:13.280]  祢世世代代作我們的居所
[00:04:13.280 --> 00:04:16.280]  上帝所創造給我們的家居
[00:04:16.280 --> 00:04:18.280]  住在這個世界
[00:04:18.280 --> 00:04:20.280]  我們就是一個這樣的地方
[00:04:20.280 --> 00:04:25.280]  原來是從這位永恆的神而來的
[00:04:25.280 --> 00:04:27.280]  然後第三節開始
[00:04:27.280 --> 00:04:30.280]  這個祈禱就帶我們回頭
[00:04:30.280 --> 00:04:32.280]  再想想我們現在的人生
[00:04:32.280 --> 00:04:34.280]  上帝是永恆的
[00:04:34.280 --> 00:04:35.280]  但是我們呢
[00:04:35.280 --> 00:04:36.280]  祂說
[00:04:36.280 --> 00:04:40.280]  神,祢使人歸於塵土
[00:04:40.280 --> 00:04:42.280]  說你們世人要歸回
[00:04:42.280 --> 00:04:46.280]  在祢看來千年如同已過的昨日
[00:04:46.280 --> 00:04:48.280]  猶如夜更的一更
[00:04:48.280 --> 00:04:51.280]  祢叫他們如水沖去
[00:04:51.280 --> 00:04:52.280]  如水一較
[00:04:52.280 --> 00:04:55.280]  早晨如生長的草
[00:04:55.280 --> 00:04:59.280]  早晨發出的野草
[00:04:59.280 --> 00:05:03.280]  然後晚上就割下來去枯乾
[00:05:03.280 --> 00:05:04.280]  歸回塵土
[00:05:04.280 --> 00:05:05.280]  這裡就告訴我們
[00:05:05.280 --> 00:05:08.280]  我們生命是有限的
[00:05:08.280 --> 00:05:12.280]  我們的人生永遠都是有啟發的
[00:05:12.280 --> 00:05:15.280]  有什麼好處呢?
[00:05:15.280 --> 00:05:18.280]  這個詩篇所提到的東西
[00:05:18.280 --> 00:05:21.280]  就是告訴我們我們有限期
[00:05:21.280 --> 00:05:23.280]  我們每個人都有一個警鐘
[00:05:23.280 --> 00:05:25.280]  無論你今天是年輕也好
[00:05:25.280 --> 00:05:26.280]  你是年長也好
[00:05:26.280 --> 00:05:28.280]  你是中年也好
[00:05:28.280 --> 00:05:31.280]  我們每一個都會歸回
[00:05:31.280 --> 00:05:33.280]  歸回塵土
[00:05:33.280 --> 00:05:35.280]  就是說我們生命裡面
[00:05:35.280 --> 00:05:37.280]  只有這個機會
[00:05:37.280 --> 00:05:39.280]  只有一個機會
[00:05:39.280 --> 00:05:45.280]  如何再思考生命如何過去
[00:05:45.280 --> 00:05:48.280]  摩西的祈禱就是探索這個問題
[00:05:48.280 --> 00:05:49.280]  人是有限的
[00:05:49.280 --> 00:05:51.280]  我們很快就會過去
[00:05:51.280 --> 00:05:53.280]  上帝是永恆的
[00:05:53.280 --> 00:05:54.280]  但是這兩者中間
[00:05:54.280 --> 00:05:57.280]  神和我們人
[00:05:57.280 --> 00:05:59.280]  這位永恆的主
[00:05:59.280 --> 00:06:02.280]  和我們這些有限的人
[00:06:02.280 --> 00:06:04.280]  很快我們的生命就會過去
[00:06:04.280 --> 00:06:06.280]  我們的關係是如何的
[00:06:06.280 --> 00:06:07.280]  dynamics
[00:06:07.280 --> 00:06:10.280]  如何去相處呢?
[00:06:10.280 --> 00:06:11.280]  你想像一下
[00:06:11.280 --> 00:06:16.280]  有一張很大的白色的dry erase board
[00:06:16.280 --> 00:06:20.280]  你在白板上面
[00:06:20.280 --> 00:06:21.280]  你點一點
[00:06:21.280 --> 00:06:24.280]  然後你數1、2、3
[00:06:24.280 --> 00:06:26.280]  你馬上抹掉
[00:06:26.280 --> 00:06:33.280]  這個就是你的生命
[00:06:33.280 --> 00:06:36.280]  我們就是這麼快
[00:06:36.280 --> 00:06:38.280]  或者我們數三聲
[00:06:38.280 --> 00:06:40.280]  我們拍一下手指
[00:06:40.280 --> 00:06:41.280]  可以嗎?
[00:06:41.280 --> 00:06:44.280]  1、2、3
[00:06:44.280 --> 00:06:47.280]  這個就是你和我的生命
[00:06:47.280 --> 00:06:49.280]  就是可以這麼快
[00:06:49.280 --> 00:06:51.280]  我們如水沖去
[00:06:51.280 --> 00:06:53.280]  如早晨生出的草
[00:06:53.280 --> 00:06:56.280]  然後晚上就會不見
[00:06:56.280 --> 00:06:59.280]  但是永恆的上帝看時間
[00:06:59.280 --> 00:07:00.280]  是不同的
[00:07:00.280 --> 00:07:02.280]  因為神是outside of time
[00:07:02.280 --> 00:07:05.280]  就是他在時間以外的
[00:07:05.280 --> 00:07:07.280]  我們都不知道如何去描述這件事
[00:07:07.280 --> 00:07:09.280]  因為我們全部都在時間以內的
[00:07:09.280 --> 00:07:12.280]  時空底下生活的人
[00:07:12.280 --> 00:07:13.280]  上帝不是的
[00:07:13.280 --> 00:07:19.280]  上帝是在時空的以外的存在者
[00:07:19.280 --> 00:07:20.280]  我們只能夠說
[00:07:20.280 --> 00:07:22.280]  他是outside of time
[00:07:22.280 --> 00:07:25.280]  就是在時間以外的
[00:07:25.280 --> 00:07:27.280]  我們過一千年
[00:07:27.280 --> 00:07:29.280]  等於上帝過一天
[00:07:29.280 --> 00:07:32.280]  我們過一更
[00:07:32.280 --> 00:07:33.280]  夜更
[00:07:33.280 --> 00:07:35.280]  一更大概是四個小時
[00:07:35.280 --> 00:07:37.280]  三個小時的時間
[00:07:37.280 --> 00:07:41.280]  上帝是這麼快的看時間
[00:07:41.280 --> 00:07:43.280]  我們過了一千年
[00:07:43.280 --> 00:07:45.280]  對上帝來說
[00:07:45.280 --> 00:07:47.280]  只不過是夜裡面的一更
[00:07:47.280 --> 00:07:49.280]  昨天你睡了幾更
[00:07:49.280 --> 00:07:52.280]  已經幾千年了
[00:07:52.280 --> 00:07:55.280]  上帝是永恆的
[00:07:55.280 --> 00:07:57.280]  所以我們有限的人
[00:07:57.280 --> 00:08:00.280]  我們看時間和上帝看時間是不同的
[00:08:00.280 --> 00:08:01.280]  或者可以這樣說
[00:08:01.280 --> 00:08:02.280]  打個比喻
[00:08:02.280 --> 00:08:04.280]  我的小朋友小的時候
[00:08:04.280 --> 00:08:06.280]  幾歲三四歲的時候
[00:08:06.280 --> 00:08:08.280]  我想我們中間很多家庭
[00:08:08.280 --> 00:08:10.280]  都是在經歷這個生活的階段
[00:08:10.280 --> 00:08:13.280]  你開車去某個地方
[00:08:13.280 --> 00:08:15.280]  然後小朋友坐在後面
[00:08:15.280 --> 00:08:17.280]  那時候小的時候
[00:08:17.280 --> 00:08:19.280]  我們無論去suburb
[00:08:19.280 --> 00:08:20.280]  四十分鐘車
[00:08:20.280 --> 00:08:22.280]  三十分鐘車我們覺得很快會到
[00:08:22.280 --> 00:08:25.280]  但是小朋友會覺得很久
[00:08:25.280 --> 00:08:27.280]  他每分鐘就問你
[00:08:27.280 --> 00:08:29.280]  How long does it take?
[00:08:29.280 --> 00:08:31.280]  到底還有多久?
[00:08:31.280 --> 00:08:32.280]  問完之後回答他
[00:08:32.280 --> 00:08:34.280]  要再等多三十分鐘
[00:08:34.280 --> 00:08:35.280]  過多一分鐘之後
[00:08:35.280 --> 00:08:37.280]  他又說還要等多久才到?
[00:08:37.280 --> 00:08:39.280]  How long?
[00:08:39.280 --> 00:08:42.280]  他對時間的觀感
[00:08:42.280 --> 00:08:44.280]  和我對時間的觀感是完全不同的
[00:08:44.280 --> 00:08:47.280]  你將這個分別再誠意無限
[00:08:47.280 --> 00:08:49.280]  就是永恆的上帝
[00:08:49.280 --> 00:08:51.280]  和我們有限的人
[00:08:51.280 --> 00:08:53.280]  那個時間感
[00:08:53.280 --> 00:08:55.280]  是完全不同的
[00:08:55.280 --> 00:08:58.280]  你記不記得你年輕的時候
[00:08:58.280 --> 00:09:00.280]  你很年輕的時候
[00:09:00.280 --> 00:09:03.280]  你等生日呢
[00:09:03.280 --> 00:09:04.280]  等很久
[00:09:04.280 --> 00:09:06.280]  怎麼這麼久都還沒到生日?
[00:09:06.280 --> 00:09:08.280]  剛剛生日結束了
[00:09:08.280 --> 00:09:10.280]  下次生日什麼時候?
[00:09:10.280 --> 00:09:12.280]  我記得我女兒幾歲的時候
[00:09:12.280 --> 00:09:13.280]  她等她生日
[00:09:13.280 --> 00:09:14.280]  就是預備她生日party的時候
[00:09:14.280 --> 00:09:16.280]  她是幾個月前預備的
[00:09:16.280 --> 00:09:18.280]  我心想用不著這麼早
[00:09:18.280 --> 00:09:21.280]  你覺不覺得你年紀大了的時候
[00:09:21.280 --> 00:09:23.280]  生日來得很快
[00:09:23.280 --> 00:09:24.280]  眨眼
[00:09:24.280 --> 00:09:26.280]  原來生日了
[00:09:26.280 --> 00:09:28.280]  如水沖去
[00:09:28.280 --> 00:09:32.280]  一眨眼我們就會過
[00:09:32.280 --> 00:09:34.280]  上帝經歷時間
[00:09:34.280 --> 00:09:35.280]  和我們經歷時間
[00:09:35.280 --> 00:09:37.280]  是完全兩回事
[00:09:37.280 --> 00:09:38.280]  不單止這樣
[00:09:38.280 --> 00:09:44.280]  上帝看我們人生裏面的過煩
[00:09:44.280 --> 00:09:46.280]  我們的破碎
[00:09:46.280 --> 00:09:48.280]  我們的罪
[00:09:48.280 --> 00:09:50.280]  都是有所不同
[00:09:50.280 --> 00:09:51.280]  我們過每一天
[00:09:51.280 --> 00:09:53.280]  我們做錯事
[00:09:53.280 --> 00:09:55.280]  做錯了之後可能say sorry
[00:09:55.280 --> 00:09:58.280]  然後如水沖去
[00:09:58.280 --> 00:10:00.280]  我們就繼續過生活
[00:10:00.280 --> 00:10:02.280]  做錯了一件事
[00:10:02.280 --> 00:10:03.280]  第二天都會繼續
[00:10:03.280 --> 00:10:05.280]  Life goes on
[00:10:05.280 --> 00:10:08.280]  但對永恆的主就不同
[00:10:08.280 --> 00:10:11.280]  因為永恆上帝去看我們每一天生活的時候
[00:10:11.280 --> 00:10:14.280]  因為時間的過去
[00:10:14.280 --> 00:10:17.280]  和將來都常在他面前
[00:10:17.280 --> 00:10:20.280]  因為他永恆到永恆
[00:10:20.280 --> 00:10:23.280]  所以整天的事都在他面前
[00:10:23.280 --> 00:10:25.280]  第七節
[00:10:25.280 --> 00:10:27.280]  我們做人的
[00:10:27.280 --> 00:10:29.280]  因為你上帝的怒氣而消滅
[00:10:29.280 --> 00:10:31.280]  因你的憤怒而驚惶
[00:10:31.280 --> 00:10:34.280]  你將我們的罪業常擺在你的面前
[00:10:34.280 --> 00:10:38.280]  將我們的忍惡擺在你面光之中
[00:10:38.280 --> 00:10:41.280]  我們經過的日子都在你震怒之下
[00:10:41.280 --> 00:10:44.280]  我們進度的年歲好像人一聲嘆息
[00:10:44.280 --> 00:10:47.280]  我們一生的年日是七十歲
[00:10:47.280 --> 00:10:49.280]  若強壯的話可以有八十歲
[00:10:49.280 --> 00:10:51.280]  但其中所驚誇的
[00:10:51.280 --> 00:10:53.280]  不過是勞苦受煩
[00:10:53.280 --> 00:10:55.280]  轉眼成空
[00:10:55.280 --> 00:10:57.280]  我們便如飛而去
[00:10:57.280 --> 00:11:00.280]  誰曉得你怒氣的權勢
[00:11:00.280 --> 00:11:05.280]  誰安著你該受的敬畏
[00:11:05.280 --> 00:11:07.280]  曉得你的憤怒
[00:11:07.280 --> 00:11:12.280]  我們的罪業常在這位永恆的主
[00:11:12.280 --> 00:11:15.280]  時間以外的主的面前
[00:11:15.280 --> 00:11:21.280]  這也是一個很難明白的概念
[00:11:21.280 --> 00:11:23.280]  正如我所說
[00:11:23.280 --> 00:11:25.280]  神是外在的時間
[00:11:25.280 --> 00:11:28.280]  我們在用時空之下的語言來形容他
[00:11:28.280 --> 00:11:32.280]  到底他怎樣看我們破碎的人生
[00:11:32.280 --> 00:11:34.280]  我們的過犯
[00:11:34.280 --> 00:11:36.280]  他說常在他的面前
[00:11:36.280 --> 00:11:38.280]  常在他的面光之中
[00:11:38.280 --> 00:11:40.280]  我們的忍惡都在上帝面前
[00:11:40.280 --> 00:11:42.280]  可能可以這樣說
[00:11:42.280 --> 00:11:44.280]  我打個比喻
[00:11:44.280 --> 00:11:46.280]  又說回年輕的家長
[00:11:46.280 --> 00:11:48.280]  小孩子小的時候
[00:11:48.280 --> 00:11:50.280]  我們不是經常跟他們拍照嗎
[00:11:50.280 --> 00:11:52.280]  經常跟他們拍照
[00:11:52.280 --> 00:11:56.280]  拍完有些漂亮的我們便曬出來
[00:11:56.280 --> 00:11:58.280]  印出來
[00:11:58.280 --> 00:12:01.280]  我們便經常放在家裡
[00:12:01.280 --> 00:12:03.280]  所以我們看小孩子
[00:12:03.280 --> 00:12:07.280]  永遠都是看他小時候的樣子
[00:12:07.280 --> 00:12:09.280]  我的女兒十八歲了
[00:12:09.280 --> 00:12:13.280]  最近我跟她說笑
[00:12:13.280 --> 00:12:15.280]  我叫她妹妹
[00:12:15.280 --> 00:12:17.280]  因為小時候我都叫她妹妹
[00:12:17.280 --> 00:12:19.280]  她說我不是妹妹
[00:12:19.280 --> 00:12:25.280]  除了她生活中有個阿姨還是叫她妹妹
[00:12:25.280 --> 00:12:27.280]  沒有人再叫她妹妹
[00:12:27.280 --> 00:12:29.280]  但在我心目中
[00:12:29.280 --> 00:12:32.280]  她都是常時妹妹
[00:12:32.280 --> 00:12:35.280]  我永遠都想起她幾歲的時候
[00:12:35.280 --> 00:12:37.280]  想起她以前的樣子
[00:12:37.280 --> 00:12:40.280]  想起那些照片
[00:12:40.280 --> 00:12:45.280]  這就是時間觀感差別的問題
[00:12:45.280 --> 00:12:47.280]  上帝看我們其實都是一樣
[00:12:47.280 --> 00:12:49.280]  上帝是永恆的
[00:12:49.280 --> 00:12:51.280]  他是無所不知的
[00:12:51.280 --> 00:12:53.280]  過去現在將來都在他的面前
[00:12:53.280 --> 00:12:55.280]  這位聖潔的上帝
[00:12:55.280 --> 00:12:57.280]  這位公義的上帝
[00:12:57.280 --> 00:12:59.280]  如果按照他的公義的話
[00:12:59.280 --> 00:13:01.280]  我們每個人應該得到的
[00:13:01.280 --> 00:13:03.280]  就是審判
[00:13:03.280 --> 00:13:05.280]  所以他在這裡說
[00:13:05.280 --> 00:13:07.280]  嘆息我們整個人生
[00:13:07.280 --> 00:13:11.280]  在這位永恆的主裡面
[00:13:11.280 --> 00:13:13.280]  無論有多少年歲都好
[00:13:13.280 --> 00:13:17.280]  都是在他的憤怒和審判當中
[00:13:17.280 --> 00:13:21.280]  他說人的生命
[00:13:21.280 --> 00:13:23.280]  長可以七十歲
[00:13:23.280 --> 00:13:25.280]  強壯的話可以八十歲
[00:13:25.280 --> 00:13:29.280]  在我們中間有很多長者可能過了八十歲
[00:13:29.280 --> 00:13:31.280]  這些全部都是bonus
[00:13:31.280 --> 00:13:36.280]  但人的生命大概都是這幾十年
[00:13:36.280 --> 00:13:40.280]  這篇詩篇的祈禱就是掙扎的問題
[00:13:40.280 --> 00:13:43.280]  他就向上帝禱告
[00:13:43.280 --> 00:13:45.280]  他說上帝如果你這樣看我們的話
[00:13:45.280 --> 00:13:51.280]  你是不是真的想這樣繼續紀念我們
[00:13:51.280 --> 00:13:54.280]  在你永恆的主的眼中
[00:13:54.280 --> 00:13:58.280]  我們的罪事上在你的面前
[00:13:58.280 --> 00:14:02.280]  如果你這樣定義我和你之間的關係
[00:14:02.280 --> 00:14:06.280]  我們只會憤怒
[00:14:06.280 --> 00:14:10.280]  還有什麼罪呢
[00:14:10.280 --> 00:14:14.280]  可不可以用另一個方法去定義我們的關係
[00:14:14.280 --> 00:14:16.280]  第十二節
[00:14:16.280 --> 00:14:21.280]  他說求你教我們怎樣數算自己的日子
[00:14:21.280 --> 00:14:26.280]  好使我們得著智慧的心
[00:14:26.280 --> 00:14:30.280]  在這位永恆的主的目光下
[00:14:30.280 --> 00:14:34.280]  怎樣去過得有智慧呢
[00:14:34.280 --> 00:14:40.280]  數算不是只是計算有多少日子
[00:14:40.280 --> 00:14:42.280]  數算是有計劃的意思
[00:14:42.280 --> 00:14:45.280]  數算是有accounting的意思
[00:14:45.280 --> 00:14:47.280]  即是evaluation的意思
[00:14:47.280 --> 00:14:49.280]  核數的意思
[00:14:49.280 --> 00:14:51.280]  即是核數一下我們的生命裏面
[00:14:51.280 --> 00:14:53.280]  評估一下
[00:14:53.280 --> 00:14:56.280]  到底我們有限的年日
[00:14:56.280 --> 00:15:01.280]  我們是否懂得用一個智慧的心去活出來
[00:15:01.280 --> 00:15:04.280]  這是神人摩西的禱告
[00:15:04.280 --> 00:15:07.280]  如果你想起摩西的話
[00:15:07.280 --> 00:15:10.280]  詩篇是一本書
[00:15:10.280 --> 00:15:14.280]  裏面有150首詩歌是集成的
[00:15:14.280 --> 00:15:16.280]  有些是大衛寫的
[00:15:16.280 --> 00:15:19.280]  有些是其他的作者寫的
[00:15:19.280 --> 00:15:21.280]  只有一篇是摩西所寫的
[00:15:21.280 --> 00:15:23.280]  就是這篇90篇
[00:15:23.280 --> 00:15:26.280]  如果你是熟悉摩西的人生的話
[00:15:26.280 --> 00:15:30.280]  在摩西五經裏面記載摩西的生平
[00:15:30.280 --> 00:15:33.280]  你可能會想起某一些字眼
[00:15:33.280 --> 00:15:35.280]  在這個禱告裏面
[00:15:35.280 --> 00:15:37.280]  在詩篇90篇裏面
[00:15:37.280 --> 00:15:45.280]  經常在摩西的生平的時間出現
[00:15:45.280 --> 00:15:47.280]  或者那個episode出現
[00:15:47.280 --> 00:15:50.280]  我想起什麼episode會經常有
[00:15:50.280 --> 00:15:52.280]  要上帝轉回等等
[00:15:52.280 --> 00:15:55.280]  這些字眼在哪裏出現呢?
[00:15:55.280 --> 00:15:57.280]  你知道摩西的人生
[00:15:57.280 --> 00:15:59.280]  很簡單的說
[00:15:59.280 --> 00:16:01.280]  他是在埃及出生
[00:16:01.280 --> 00:16:04.280]  然後在埃及的宮廷長大
[00:16:04.280 --> 00:16:07.280]  但他沒有忘記自己是希伯來人的血統
[00:16:07.280 --> 00:16:10.280]  然後他又流亡到別處
[00:16:10.280 --> 00:16:12.280]  因為不同的事故
[00:16:12.280 --> 00:16:15.280]  然後上帝在曠野裏呼召他回到埃及
[00:16:15.280 --> 00:16:18.280]  救他自己希伯來的人民
[00:16:18.280 --> 00:16:20.280]  帶領以色列人出埃及
[00:16:20.280 --> 00:16:22.280]  過紅海
[00:16:22.280 --> 00:16:25.280]  在曠野裏他們去了一個山
[00:16:25.280 --> 00:16:27.280]  叫西乃山
[00:16:27.280 --> 00:16:29.280]  在那裏上帝和他的人民
[00:16:29.280 --> 00:16:31.280]  藉著摩西來到納約
[00:16:31.280 --> 00:16:34.280]  拿了十戒、拿了法板、拿了律法
[00:16:34.280 --> 00:16:39.280]  然後在曠野裏留殮了40年
[00:16:39.280 --> 00:16:43.280]  快要去到上帝所認許的迦南地獄
[00:16:43.280 --> 00:16:45.280]  他就進不去
[00:16:45.280 --> 00:16:47.280]  他只能夠看到
[00:16:47.280 --> 00:16:50.280]  這就是摩西說一聲的人生
[00:16:50.280 --> 00:16:53.280]  如水沖去就過了
[00:16:53.280 --> 00:16:55.280]  但有件很大的事
[00:16:55.280 --> 00:16:57.280]  聖經有很多的細節說到
[00:16:57.280 --> 00:17:02.280]  就是在摩西帶領以色列人出埃及的時候
[00:17:02.280 --> 00:17:03.280]  我們說過了
[00:17:03.280 --> 00:17:04.280]  我們看聖經的時候
[00:17:04.280 --> 00:17:06.280]  我們不可以只看聖經的內容
[00:17:06.280 --> 00:17:10.280]  我們要看聖經作者怎樣寫出內容
[00:17:10.280 --> 00:17:12.280]  因為他怎樣寫出內容呢?
[00:17:12.280 --> 00:17:14.280]  很能告訴我們他想說些什麼
[00:17:14.280 --> 00:17:20.280]  這裏已經是摩西帶領以色列人出埃及
[00:17:20.280 --> 00:17:23.280]  經過了一段曠野的路程
[00:17:23.280 --> 00:17:26.280]  然後去到西乃山的山腳底下
[00:17:26.280 --> 00:17:28.280]  神告訴摩西
[00:17:28.280 --> 00:17:29.280]  你上來
[00:17:29.280 --> 00:17:30.280]  上到山頂
[00:17:30.280 --> 00:17:31.280]  他和神面對面
[00:17:31.280 --> 00:17:35.280]  他將上帝將律法書交給摩西
[00:17:35.280 --> 00:17:37.280]  再帶回去給人民
[00:17:37.280 --> 00:17:39.280]  山腳底下發生什麼事呢?
[00:17:39.280 --> 00:17:41.280]  那些人等得久的時候
[00:17:41.280 --> 00:17:45.280]  他們發現摩西會不會壽終正寢呢?
[00:17:45.280 --> 00:17:47.280]  不見了人呢?
[00:17:47.280 --> 00:17:48.280]  他們就說
[00:17:48.280 --> 00:17:52.280]  不如我們弄一隻金牛出來
[00:17:52.280 --> 00:17:55.280]  他們就將耳環、首飾等等
[00:17:55.280 --> 00:17:57.280]  金銀寶石
[00:17:57.280 --> 00:17:58.280]  然後將它溶化
[00:17:58.280 --> 00:17:59.280]  然後弄一隻金牛出來
[00:17:59.280 --> 00:18:01.280]  以前古代的人就是這樣
[00:18:01.280 --> 00:18:02.280]  他們拜的是什麼呢?
[00:18:02.280 --> 00:18:04.280]  拜的是最有力氣的東西
[00:18:04.280 --> 00:18:06.280]  就是家畜裏面
[00:18:06.280 --> 00:18:08.280]  人養的動物
[00:18:08.280 --> 00:18:10.280]  能力最大的是什麼呢?
[00:18:10.280 --> 00:18:12.280]  就是牛
[00:18:12.280 --> 00:18:15.280]  就好像你今天在家裏
[00:18:15.280 --> 00:18:17.280]  你最疼愛的可能是你的車
[00:18:17.280 --> 00:18:19.280]  最大力的東西
[00:18:19.280 --> 00:18:21.280]  或者最有能量的東西
[00:18:21.280 --> 00:18:22.280]  最有產力的東西
[00:18:22.280 --> 00:18:23.280]  就是牛
[00:18:23.280 --> 00:18:24.280]  他們就弄了一隻金牛
[00:18:24.280 --> 00:18:25.280]  然後他們說
[00:18:25.280 --> 00:18:27.280]  這隻金牛就是我們的神
[00:18:27.280 --> 00:18:29.280]  他們做了一個這樣的牛像
[00:18:29.280 --> 00:18:31.280]  然後就去下拜
[00:18:31.280 --> 00:18:35.280]  這就是24章至40章所說的
[00:18:35.280 --> 00:18:37.280]  首先24章說什麼呢?
