
[00:00:00.000 --> 00:00:01.660]  各位,我不是Hanna
[00:05:24.540 --> 00:05:26.540]  我們還要去傳揚他
[00:05:26.540 --> 00:05:30.540]  我們看《哥羅西書》其實是一卷很寶貴的書信
[00:05:30.540 --> 00:05:33.540]  《哥羅西》不是保羅所建立的教會
[00:05:33.540 --> 00:05:34.540]  不過《哥羅西》
[00:05:34.540 --> 00:05:37.540]  保羅聽說有一個教會
[00:05:37.540 --> 00:05:39.540]  他們發現有異端進入
[00:05:39.540 --> 00:05:43.540]  很多人是跟從了當時的異端
[00:05:43.540 --> 00:05:45.540]  諾斯底主義
[00:05:45.540 --> 00:05:47.540]  是將很多的奧秘
[00:05:47.540 --> 00:05:52.540]  或者是透過神秘主義進入得著的榮耀
[00:05:52.540 --> 00:05:56.540]  而保羅很特別地去寫這個書信
[00:05:56.540 --> 00:06:00.540]  《哥羅西》不是他所建立的教會
[00:06:00.540 --> 00:06:04.540]  但是他懷著一個牧者的心去勸戒
[00:06:04.540 --> 00:06:08.540]  他這封書信所用的語氣其實是很溫和的
[00:06:08.540 --> 00:06:11.540]  跟寫《哥羅西》那些書是很不同的
[00:06:11.540 --> 00:06:14.540]  可以看到他裡面有一個牧者的心
[00:06:14.540 --> 00:06:16.540]  一個勸戒的語氣
[00:06:16.540 --> 00:06:19.540]  而今天我們即將看《哥羅西書》
[00:06:19.540 --> 00:06:24.540]  他如何將人引導回神的面前
[00:06:24.540 --> 00:06:29.540]  最主要是在基督內來看我們要傳揚神
[00:06:29.540 --> 00:06:31.540]  是要怎樣去傳揚他
[00:06:31.540 --> 00:06:35.540]  《哥羅西書》的一章28到29節
[00:06:35.540 --> 00:06:40.540]  其實它裡面很捉住我們的眼球
[00:06:40.540 --> 00:06:44.540]  他一直提到在基督內
[00:06:44.540 --> 00:06:46.540]  其實在基督內
[00:06:46.540 --> 00:06:52.540]  這是保羅在很多書信當中經常會提到的一個觀念
[00:06:52.540 --> 00:06:54.540]  在基督內
[00:06:54.540 --> 00:06:58.540]  保羅在新約當中留下了13封書信
[00:06:58.540 --> 00:07:02.540]  他自己在他所寫的書信當中
[00:07:02.540 --> 00:07:07.540]  很多次用到「在基督裡」這個詞
[00:07:07.540 --> 00:07:10.540]  「在基督裡」這個詞如果我們在新約裡面看的話
[00:07:10.540 --> 00:07:13.540]  至少出現了一百七十多次
[00:07:13.540 --> 00:07:16.540]  為什麼保羅這麼重視「在基督裡」
[00:07:16.540 --> 00:07:22.540]  是因為我們整個基督信仰是在基督裡而成就的
[00:07:22.540 --> 00:07:25.540]  我要看回保羅的書信當中
[00:07:25.540 --> 00:07:31.540]  他是怎樣幫助我們去了解「在基督裡」
[00:07:31.540 --> 00:07:33.540]  我們在保羅的其他書信
[00:07:33.540 --> 00:07:35.540]  包括《哥羅西書》
[00:07:35.540 --> 00:07:39.540]  他提到在基督裡面的三個主要的層面
[00:07:39.540 --> 00:07:43.540]  第一個層面就是在基督裡面我們領受神一切的美善
[00:07:43.540 --> 00:07:47.540]  這個包括了我們在基督裡面的福氣
[00:07:47.540 --> 00:07:49.540]  如果我們看伊弗所書的話
[00:07:49.540 --> 00:07:51.540]  他有很多的介紹
[00:07:51.540 --> 00:07:55.540]  其實包括在《哥羅西書》的二章第十節
[00:07:55.540 --> 00:07:59.540]  也會提到在基督裡面的一切的豐盛
[00:07:59.540 --> 00:08:01.540]  這個是神給我們的
[00:08:01.540 --> 00:08:05.540]  在基督裡我們領受了神給我們一切的美善
[00:08:05.540 --> 00:08:08.540]  如果沒有耶穌基督的救恩
[00:08:08.540 --> 00:08:10.540]  沒有祂的救贖的話
[00:08:10.540 --> 00:08:15.540]  我們是沒有辦法去享受這一切從基督而來給我們的美善
[00:08:15.540 --> 00:08:17.540]  而另一個層面
[00:08:17.540 --> 00:08:21.540]  在基督裡的意思是我們是信徒的身份
[00:08:21.540 --> 00:08:23.540]  不單止我們個人是基督徒
[00:08:23.540 --> 00:08:25.540]  是在基督內的基督徒
[00:08:25.540 --> 00:08:29.540]  我們也是有其他的基督徒和我們一起
[00:08:29.540 --> 00:08:34.540]  所以在基督裡也包括了我們和神個人的身份
[00:08:34.540 --> 00:08:37.540]  我們作為信徒也和其他弟兄姊妹
[00:08:37.540 --> 00:08:39.540]  同在基督裡
[00:08:39.540 --> 00:08:42.540]  同在基督內的那種身份
[00:08:42.540 --> 00:08:44.540]  是彼此相連的
[00:08:44.540 --> 00:08:47.540]  再來看看第三個基督裡
[00:08:47.540 --> 00:08:50.540]  在《保羅書信》當中經常會提到的
[00:08:50.540 --> 00:08:53.540]  就是我們在基督裡面和主的聯合
[00:08:53.540 --> 00:08:55.540]  因著耶穌基督的救贖的關係
[00:08:55.540 --> 00:09:01.540]  我們罪人的我可以去連接聖潔的神
[00:09:01.540 --> 00:09:04.540]  而神的靈可以駐載在我裡面
[00:09:04.540 --> 00:09:07.540]  來督責、勸戒、引導
[00:09:07.540 --> 00:09:12.540]  這個連接是因著耶穌基督的救贖、救恩的關係
[00:09:12.540 --> 00:09:16.540]  所以我們可以不單止與基督連接
[00:09:16.540 --> 00:09:18.540]  而基督可以在我們裡面
[00:09:18.540 --> 00:09:21.540]  這是很特別的一個真理
[00:09:21.540 --> 00:09:25.540]  而《保羅》藉著它很多的書信來帶出這個真理
[00:09:25.540 --> 00:09:28.540]  而當我們看《哥羅西書》的時候
[00:09:28.540 --> 00:09:30.540]  它所提到的
[00:09:30.540 --> 00:09:34.540]  我們要傳揚祂
[00:09:34.540 --> 00:09:36.540]  是靠在基督裡面
[00:09:36.540 --> 00:09:41.540]  也是要引導人進入到基督裡面
[00:09:41.540 --> 00:09:44.540]  耶穌基督給我們的是一個救贖
[00:09:44.540 --> 00:09:47.540]  這個救贖不單止是給我們個人
[00:09:47.540 --> 00:09:48.540]  或者給我們這個族群
[00:09:48.540 --> 00:09:50.540]  它是給萬民的
[00:09:50.540 --> 00:09:52.540]  當我們看《哥羅西書》的時候
[00:09:52.540 --> 00:09:54.540]  看一章28節
[00:09:54.540 --> 00:09:55.540]  它開始的時候
[00:09:55.540 --> 00:09:57.540]  《保羅》說「我們傳揚祂」
[00:09:57.540 --> 00:09:59.540]  這個「祂」是基督
[00:09:59.540 --> 00:10:02.540]  而當我們在28節之前
[00:10:02.540 --> 00:10:04.540]  它所提到的一些經文
[00:10:04.540 --> 00:10:06.540]  如果你有聖經的話
[00:10:06.540 --> 00:10:07.540]  可以打開看
[00:10:07.540 --> 00:10:10.540]  28節之前它所說到的是
[00:10:10.540 --> 00:10:12.540]  我們在基督裡面的豐盛
[00:10:12.540 --> 00:10:14.540]  還有就是我們在基督裡面
[00:10:14.540 --> 00:10:16.540]  所得著的這個榮耀
[00:10:16.540 --> 00:10:17.540]  不單止是給我們
[00:10:17.540 --> 00:10:20.540]  也是給其他的外族人或者外邦人
[00:10:20.540 --> 00:10:23.540]  所以當它一章28節所說到的
[00:10:23.540 --> 00:10:25.540]  「我們傳揚祂」
[00:10:25.540 --> 00:10:27.540]  傳揚祂的對象
[00:10:27.540 --> 00:10:30.540]  不單止是給我們同一個族群
[00:10:30.540 --> 00:10:32.540]  我們其實本身也是外邦人
[00:10:32.540 --> 00:10:33.540]  在以色列人來說
[00:10:33.540 --> 00:10:34.540]  我們是外邦人、外族人
[00:10:34.540 --> 00:10:36.540]  但是我們沒有了神的救贖
[00:10:36.540 --> 00:10:38.540]  當我們得著這個救恩之後
[00:10:38.540 --> 00:10:41.540]  我們是要跟不同的族群
[00:10:41.540 --> 00:10:43.540]  不同的年齡層來傳揚
[00:10:43.540 --> 00:10:44.540]  所以它這裡說到
[00:10:44.540 --> 00:10:46.540]  「我們傳揚祂」
[00:10:46.540 --> 00:10:49.540]  這個「傳揚」其實不單止是
[00:10:49.540 --> 00:10:51.540]  對我們同族群的人
[00:10:51.540 --> 00:10:52.540]  也是包括萬民
[00:10:52.540 --> 00:10:55.540]  包括各年齡層的人
[00:10:55.540 --> 00:10:57.540]  「我們傳揚祂」
[00:10:57.540 --> 00:10:59.540]  「傳揚」這個字眼
[00:10:59.540 --> 00:11:03.540]  其實是讓我們傳人傳心
[00:11:03.540 --> 00:11:07.540]  我們是很用力地去宣講
[00:11:07.540 --> 00:11:09.540]  有關基督的一切
[00:11:09.540 --> 00:11:10.540]  這個有關基督的一切
[00:11:10.540 --> 00:11:12.540]  當然包括祂所給我們
[00:11:12.540 --> 00:11:14.540]  救贖的恩典
[00:11:14.540 --> 00:11:16.540]  我們要怎樣傳揚呢?
[00:11:16.540 --> 00:11:18.540]  是藉著各樣的智慧
[00:11:18.540 --> 00:11:19.540]  珠般的智慧
[00:11:19.540 --> 00:11:21.540]  如果我們看新譯本的話
[00:11:21.540 --> 00:11:24.540]  它的翻譯跟和合本前面的一樣
[00:11:24.540 --> 00:11:26.540]  但是後面稍微有些不同
[00:11:26.540 --> 00:11:29.540]  一樣的部分是包括了傳揚祂
[00:11:29.540 --> 00:11:30.540]  用珠般的智慧
[00:11:30.540 --> 00:11:32.540]  各樣的智慧
[00:11:32.540 --> 00:11:33.540]  我們要傳揚神
[00:11:33.540 --> 00:11:35.540]  不單止是我在這裡說道
[00:11:35.540 --> 00:11:36.540]  我叫祂傳揚
[00:11:36.540 --> 00:11:39.540]  包括我怎樣的行事為人
[00:11:39.540 --> 00:11:42.540]  我怎樣去顯出在我裡面的基督
[00:11:42.540 --> 00:11:45.540]  這個都是一個傳揚的部分
[00:11:45.540 --> 00:11:47.540]  很多時候我們想著去傳福音
[00:11:47.540 --> 00:11:49.540]  就是口裡說
[00:11:49.540 --> 00:11:51.540]  但是很多時候我們忽略了
[00:11:51.540 --> 00:11:53.540]  我們怎樣去用我們一生
[00:11:53.540 --> 00:11:55.540]  用珠般的智慧
[00:11:55.540 --> 00:11:58.540]  用我們全人來去傳揚基督
[00:11:58.540 --> 00:12:00.540]  以前我未信主的時候
[00:12:00.540 --> 00:12:02.540]  我是個脾氣很大的人
[00:12:02.540 --> 00:12:04.540]  信了主之後
[00:12:04.540 --> 00:12:07.540]  都是逐漸逐漸地去改變
[00:12:07.540 --> 00:12:09.540]  我爸爸是在香港的
[00:12:09.540 --> 00:12:11.540]  他去年回了天家
[00:12:11.540 --> 00:12:13.540]  但是他未信主之前
[00:12:13.540 --> 00:12:15.540]  他經常跟我說
[00:12:15.540 --> 00:12:17.540]  特別是我剛剛信主
[00:12:17.540 --> 00:12:19.540]  但是生命還沒有很多改變的時候
[00:12:19.540 --> 00:12:21.540]  我一直跟他傳福音
[00:12:21.540 --> 00:12:23.540]  他說
[00:12:23.540 --> 00:12:26.540]  你信神這樣我才不要信
[00:12:26.540 --> 00:12:28.540]  很羞愧
[00:12:28.540 --> 00:12:31.540]  我覺得我傳揚他
[00:12:31.540 --> 00:12:33.540]  不單止是我跟我爸爸去說
[00:12:33.540 --> 00:12:35.540]  什麼叫做信耶穌
[00:12:35.540 --> 00:12:37.540]  在我的生命裡面
[00:12:37.540 --> 00:12:39.540]  我需要去反映出
[00:12:39.540 --> 00:12:41.540]  耶穌基督在我裡面
[00:12:41.540 --> 00:12:43.540]  那個改變生命的大能
[00:12:43.540 --> 00:12:46.540]  所以當我們說傳揚他的時候
[00:12:46.540 --> 00:12:48.540]  是包括我們全人的身心
[00:12:48.540 --> 00:12:51.540]  全人的一個呈現在神的面前
[00:12:51.540 --> 00:12:53.540]  呈現在人的面前
[00:12:53.540 --> 00:12:56.540]  珠般的智慧包括很多樣東西
[00:12:56.540 --> 00:12:58.540]  當我們去跟年輕人同行
[00:12:58.540 --> 00:13:00.540]  或者跟長輩同行的時候
[00:13:00.540 --> 00:13:03.540]  我們發覺到我們需要不同的智慧
[00:13:03.540 --> 00:13:08.540]  今年是洛桑2024年9月會舉行
[00:13:08.540 --> 00:13:10.540]  在這個會前大會當中
[00:13:10.540 --> 00:13:12.540]  他們有一個報告
[00:13:12.540 --> 00:13:14.540]  這個報告包括四大重點
[00:13:14.540 --> 00:13:17.540]  其中一個就是全球人口老化
[00:13:17.540 --> 00:13:19.540]  全球人口老化不是新聞
[00:13:19.540 --> 00:13:23.540]  但是這次洛桑會議裡面所提出來的重點
[00:13:23.540 --> 00:13:26.540]  讓我們看到他們提出一個
[00:13:26.540 --> 00:13:28.540]  過去比較少提到的
[00:13:28.540 --> 00:13:31.540]  當過去我們提到全球人口老化的時候
[00:13:31.540 --> 00:13:33.540]  我們多吸引一些年輕人來
[00:13:33.540 --> 00:13:36.540]  沒錯,過去這麼多年其實我們也有一起努力
[00:13:36.540 --> 00:13:40.540]  但是當我們提到全球人口老化的時候
[00:13:40.540 --> 00:13:42.540]  我們發覺到長輩人口
[00:13:42.540 --> 00:13:44.540]  中年或以上會越來越多
[00:13:44.540 --> 00:13:48.540]  而這一班將會是未來十年、二十年
[00:13:48.540 --> 00:13:52.540]  一群很龐大的未得子民
[00:13:52.540 --> 00:13:55.540]  我們如何去預備年輕人能夠去跨向長輩
[00:13:55.540 --> 00:13:57.540]  跨向我們的長輩
[00:13:57.540 --> 00:13:58.540]  來跟他們傳福音
[00:13:58.540 --> 00:14:01.540]  見證我們所信的基督是怎樣
[00:14:01.540 --> 00:14:05.540]  很盼望弟兄姊妹不要像當年我一樣
[00:14:05.540 --> 00:14:07.540]  我爸爸媽媽看到我這樣的情況
[00:14:07.540 --> 00:14:08.540]  看到我的生命
[00:14:08.540 --> 00:14:10.540]  看到我就不想相信
[00:14:10.540 --> 00:14:12.540]  盼望我們的生命能夠顯出
[00:14:12.540 --> 00:14:17.540]  那個救恩的真正的轉化生命的動力出來
[00:14:17.540 --> 00:14:19.540]  我們如何去用珠本的智慧
[00:14:19.540 --> 00:14:20.540]  很多不同的管道
[00:14:20.540 --> 00:14:21.540]  包括我們機構
[00:14:21.540 --> 00:14:23.540]  我們也用藝術創作
[00:14:23.540 --> 00:14:25.540]  有媒體事工
[00:14:25.540 --> 00:14:27.540]  也有心理輔導
[00:14:27.540 --> 00:14:30.540]  也有包括我在芝加哥所做的
[00:14:30.540 --> 00:14:32.540]  我們叫做生命培育
[00:14:32.540 --> 00:14:34.540]  大使命生命培育
[00:14:34.540 --> 00:14:35.540]  我們如何做呢
[00:14:35.540 --> 00:14:36.540]  保羅在這裡說
[00:14:36.540 --> 00:14:39.540]  我們要用珠本的智慧做什麼
[00:14:39.540 --> 00:14:42.540]  要勸誡各人
[00:14:42.540 --> 00:14:43.540]  勸誡在這裡
[00:14:43.540 --> 00:14:46.540]  其實他用的詞是很溫和的
[00:14:46.540 --> 00:14:52.540]  有些翻譯成責備
[00:14:52.540 --> 00:14:54.540]  但其實保羅在這裡所說的
[00:14:54.540 --> 00:14:57.540]  是用一個很溫和的語氣來勸誡
[00:14:57.540 --> 00:14:59.540]  中文的勸誡翻譯得很好
[00:14:59.540 --> 00:15:03.540]  他不是一個很強烈的責備
[00:15:03.540 --> 00:15:05.540]  而是懷著一個牧者的心
[00:15:05.540 --> 00:15:08.540]  來勸勉、誡、引導
[00:15:08.540 --> 00:15:09.540]  叫他不要這樣做
[00:15:09.540 --> 00:15:11.540]  當時的哥羅西教會
[00:15:11.540 --> 00:15:16.540]  有很多人慢慢傾向了那種異端裡
[00:15:16.540 --> 00:15:17.540]  而保羅在這裡說
[00:15:17.540 --> 00:15:19.540]  他要透過這個勸誡
[00:15:19.540 --> 00:15:20.540]  勸誡是提醒人
[00:15:20.540 --> 00:15:23.540]  你現在相信的東西是錯的
[00:15:23.540 --> 00:15:26.540]  而後面他所說的教導
[00:15:26.540 --> 00:15:28.540]  就是告訴人什麼是對的
[00:15:28.540 --> 00:15:30.540]  所以當我們與人同行
[00:15:30.540 --> 00:15:32.540]  要傳揚基督的時候
[00:15:32.540 --> 00:15:35.540]  我們用各種的智慧告訴別人
[00:15:35.540 --> 00:15:38.540]  你現在所信的是偏差的
[00:15:38.540 --> 00:15:41.540]  你應該所信的是什麼樣的真理
[00:15:41.540 --> 00:15:43.540]  我們所信的基督是如何的基督
[00:15:43.540 --> 00:15:45.540]  這個就是保羅在這裡說的
[00:15:45.540 --> 00:15:47.540]  用珠本的智慧去勸誡
[00:15:47.540 --> 00:15:50.540]  告訴別人什麼是不對的
[00:15:50.540 --> 00:15:54.540]  同時也要告訴別人什麼是對的
[00:15:54.540 --> 00:15:56.540]  當我們與人同行的時候
[00:15:56.540 --> 00:16:01.540]  我們不僅是在這裡宣講
[00:16:01.540 --> 00:16:02.540]  耶穌基督是什麼
[00:16:02.540 --> 00:16:05.540]  而且我們要很耐心的去引導
[00:16:05.540 --> 00:16:08.540]  告訴別人你現在所走的
[00:16:08.540 --> 00:16:11.540]  你現在的信念是有問題的
[00:16:11.540 --> 00:16:13.540]  那什麼是對的呢
[00:16:13.540 --> 00:16:15.540]  當我們告訴別人什麼是錯
[00:16:15.540 --> 00:16:16.540]  什麼是對的時候
[00:16:16.540 --> 00:16:18.540]  我自己又是否知道
[00:16:18.540 --> 00:16:21.540]  基督的真理是什麼呢
[00:16:21.540 --> 00:16:23.540]  在基督裡面是什麼意思呢
[00:16:23.540 --> 00:16:26.540]  這是對我自己是很好的提醒
[00:16:26.540 --> 00:16:28.540]  我自己在信主的過程當中
[00:16:28.540 --> 00:16:30.540]  很忙的造就的是
[00:16:30.540 --> 00:16:33.540]  初信的時候的基督真理的紮根
[00:16:33.540 --> 00:16:36.540]  以致到以後在新學院的裝備
[00:16:36.540 --> 00:16:38.540]  我讀新學院做了很久
[00:16:38.540 --> 00:16:39.540]  不是很多的學位
[00:16:39.540 --> 00:16:41.540]  而是慢慢的去吸收
[00:16:41.540 --> 00:16:42.540]  慢慢的去讀
[00:16:42.540 --> 00:16:45.540]  在這個過程當中有很多的反思
[00:16:45.540 --> 00:16:47.540]  而當我與別人分享的時候
[00:16:47.540 --> 00:16:49.540]  我那時候問他們
[00:16:49.540 --> 00:16:50.540]  我們說信主
[00:16:50.540 --> 00:16:52.540]  但到底信的是什麼呢
[00:16:52.540 --> 00:16:53.540]  是不是所信的神
[00:16:53.540 --> 00:16:56.540]  真是你在日常生活當中
[00:16:56.540 --> 00:16:58.540]  你知道祂是怎樣的神
[00:16:58.540 --> 00:17:00.540]  而與祂同行呢
[00:17:00.540 --> 00:17:03.540]  當我們在一章28節裡面看到
[00:17:03.540 --> 00:17:05.540]  保羅說要將各人在基督裡
[00:17:05.540 --> 00:17:10.540]  完完全全的去引導神的面前
[00:17:10.540 --> 00:17:13.540]  或者是新譯本跟我們說的
[00:17:13.540 --> 00:17:17.540]  為了要使各人在基督裡得道完全
[00:17:17.540 --> 00:17:20.540]  大家覺得兩個譯本有什麼不同呢
[00:17:20.540 --> 00:17:22.540]  和合本好像只是說
[00:17:22.540 --> 00:17:24.540]  將人帶到基督面前
[00:17:24.540 --> 00:17:25.540]  帶到神面前
[00:17:25.540 --> 00:17:29.540]  但是我們看回新譯本的話
[00:17:29.540 --> 00:17:30.540]  是更深一層的看到
[00:17:30.540 --> 00:17:33.540]  是在基督裡面得道完全
[00:17:33.540 --> 00:17:35.540]  同樣是基督裡
[00:17:35.540 --> 00:17:38.540]  我們兩個翻譯本去參照的時候
[00:17:38.540 --> 00:17:41.540]  其實給我們一個更全面的了解
[00:17:41.540 --> 00:17:45.540]  我們是在基督裡帶人得以完全
[00:17:45.540 --> 00:17:49.540]  在基督裡得以完全呈獻給神
[00:17:49.540 --> 00:17:52.540]  如果我們看英文本的聖經的話
[00:17:52.540 --> 00:17:53.540]  它很特別的
[00:17:53.540 --> 00:17:54.540]  也提出
[00:17:54.540 --> 00:17:58.540]  We may present every person complete in Christ
[00:17:58.540 --> 00:18:00.540]  這個Complete in Christ
[00:18:00.540 --> 00:18:01.540]  Complete
[00:18:01.540 --> 00:18:03.540]  其實它很重要一點
[00:18:03.540 --> 00:18:08.540]  提到不是我們已經很完美了
[00:18:08.540 --> 00:18:10.540]  完完全全不是代表完美
