
[00:00:00.000 --> 00:00:04.600]  各位好,很久沒有跟大家講過聖經考古探秘的節目了
[00:08:48.100 --> 00:08:51.100]  做一些很有系統的工作
[00:08:51.100 --> 00:08:53.100]  每一個洞穴再回去
[00:08:53.100 --> 00:08:57.100]  然後徹底地去搜查去發掘
[00:08:57.100 --> 00:08:59.100]  是非常艱辛的工作
[00:08:59.100 --> 00:09:01.100]  因為要進入這些洞穴不單止危險
[00:09:01.100 --> 00:09:04.100]  要攀山繩才能進入
[00:09:04.100 --> 00:09:07.100]  亦都很細小和非常嚴熱
[00:09:07.100 --> 00:09:13.100]  所以因為這個緣故就非常艱辛
[00:09:13.100 --> 00:09:19.100]  但今次這個發現就是一個很大的成績
[00:09:19.100 --> 00:09:25.100]  代表著這一項工作是應該繼續進行的
[00:09:25.100 --> 00:09:28.100]  因為裏面的洞穴不知道還有什麼
[00:09:28.100 --> 00:09:30.100]  其實到現在來說
[00:09:30.100 --> 00:09:33.100]  由大抗野山崖上的洞穴
[00:09:33.100 --> 00:09:38.100]  只有一半已經進行了徹底發掘的工作
[00:09:38.100 --> 00:09:40.100]  即是還有50%要做的
[00:09:40.100 --> 00:09:43.100]  所以仍然有很多工作要進行
[00:09:43.100 --> 00:09:45.100]  還有沒有其他的發現呢?
[00:09:45.100 --> 00:09:46.100]  是有的
[00:09:46.100 --> 00:09:50.100]  第二個大的發現就是在報章上經常說的
[00:09:50.100 --> 00:09:52.100]  就是一個小朋友的屍骨
[00:09:52.100 --> 00:09:56.100]  你見到那些骨頭都是比較短的
[00:09:56.100 --> 00:09:59.100]  所以肯定是一個小朋友
[00:09:59.100 --> 00:10:01.100]  未知他是男還是女
[00:10:01.100 --> 00:10:04.100]  但那個鞋骨是用布包裹的
[00:10:04.100 --> 00:10:09.100]  而且那個屍體是曾經經歷過某些處理
[00:10:09.100 --> 00:10:14.100]  仍然保留著一些頭髮和表皮
[00:10:14.100 --> 00:10:16.100]  可能是這個緣故
[00:10:16.100 --> 00:10:20.100]  有些傳媒就會說這是木乃伊
[00:10:20.100 --> 00:10:23.100]  無論如何由大抗野這個地方
[00:10:23.100 --> 00:10:30.100]  其實是一個非常熱和乾燥的地方
[00:10:30.100 --> 00:10:32.100]  正因為這個緣故
[00:10:32.100 --> 00:10:35.100]  所以是一個考古的天堂
[00:10:35.100 --> 00:10:37.100]  因為所有放進去的東西
[00:10:37.100 --> 00:10:42.100]  都是進入了一個很理想保存文物的環境
[00:10:42.100 --> 00:10:46.100]  說回這個兒童的鞋骨
[00:10:46.100 --> 00:10:48.100]  有6000年歷史這麼久
[00:10:48.100 --> 00:10:51.100]  即是你推算公元前4000年的時間
[00:10:51.100 --> 00:10:56.100]  那段時間就是考古歷史裡面的銅石器時代
[00:10:56.100 --> 00:11:00.100]  4500至3500年的時候
[00:11:00.100 --> 00:11:06.100]  如果你將這個時期對比整個聖經考古時期的話
[00:11:06.100 --> 00:11:08.100]  我這裡為你預備了
[00:11:08.100 --> 00:11:12.100]  這個時間就是銅石器時代的時候
[00:11:12.100 --> 00:11:17.100]  當時的人開始用銅器
[00:11:17.100 --> 00:11:22.100]  開始掌握如何煉銅
[00:11:22.100 --> 00:11:28.100]  所以這個不是太驚訝的事
[00:11:28.100 --> 00:11:32.100]  在猶大抗野的山洞裡找到
[00:11:32.100 --> 00:11:35.100]  Calaculic Age的Burial
[00:11:35.100 --> 00:11:38.100]  找到一些墳墓或安葬屍骨的地方
[00:11:38.100 --> 00:11:39.100]  為什麼呢
[00:11:39.100 --> 00:11:44.100]  因為1961年去探索這些山洞的工程
[00:11:44.100 --> 00:11:48.100]  在南邊的一個溪谷叫Nahal Mishmar
[00:11:48.100 --> 00:11:49.100]  它在哪裡呢
[00:11:49.100 --> 00:11:52.100]  你會看到昆蘭在這裡
[00:11:52.100 --> 00:11:56.100]  剛才我們說的恐怖的洞穴就在這裡
[00:11:56.100 --> 00:12:00.100]  然後隱居底在北邊一點點
[00:12:00.100 --> 00:12:01.100]  死海旁邊
[00:12:01.100 --> 00:12:04.100]  另外就是我現在所說的
[00:12:04.100 --> 00:12:06.100]  就是Nahal Mishmar這個地方
[00:12:06.100 --> 00:12:08.100]  這裡有幾個山洞
[00:12:08.100 --> 00:12:13.100]  幾個山洞裡面都找到不同的屍骸安葬的地方
[00:12:13.100 --> 00:12:15.100]  也是這個時期的
[00:12:15.100 --> 00:12:17.100]  就是4500至3500年
[00:12:17.100 --> 00:12:19.100]  Calaculic Age
[00:12:19.100 --> 00:12:23.100]  就是這個同石器同庸的時代
[00:12:23.100 --> 00:12:28.100]  所以在這裡所謂Cave of Horror
[00:12:28.100 --> 00:12:31.100]  這個恐怖的洞穴裡找到另一具屍骨
[00:12:31.100 --> 00:12:33.100]  其實都不是驚訝的事
[00:12:33.100 --> 00:12:37.100]  因為已經找到二十多具屍骨
[00:12:37.100 --> 00:12:40.100]  在不同的山洞裡
[00:12:40.100 --> 00:12:42.100]  這是其中一個例子
[00:12:42.100 --> 00:12:44.100]  也是一個小朋友
[00:12:44.100 --> 00:12:48.100]  葬在剛才我說的
[00:12:48.100 --> 00:12:51.100]  Nahal Mishmar這個溪谷
[00:12:51.100 --> 00:12:53.100]  其中一個山洞裡
[00:12:53.100 --> 00:12:55.100]  你看到這個圖表
[00:12:55.100 --> 00:12:58.100]  告訴你其實有骷髏骨頭的地方
[00:12:58.100 --> 00:13:02.100]  都是找到葬屍體的地方
[00:13:02.100 --> 00:13:03.100]  這裡下面有
[00:13:03.100 --> 00:13:05.100]  並且在上面
[00:13:05.100 --> 00:13:07.100]  平原上面
[00:13:07.100 --> 00:13:09.100]  礦業平原上面
[00:13:09.100 --> 00:13:11.100]  還有北邊一點點
[00:13:11.100 --> 00:13:14.100]  有點的地方就是一些Cave Site
[00:13:14.100 --> 00:13:16.100]  就是一些山洞的地方
[00:13:16.100 --> 00:13:18.100]  所以你看到有很多的山洞
[00:13:18.100 --> 00:13:22.100]  並且這些山洞可能有很多是用來
[00:13:22.100 --> 00:13:27.100]  藏寶或者在這個Calaculic Age的時候
[00:13:27.100 --> 00:13:31.100]  是用來安葬屍體的
[00:13:31.100 --> 00:13:36.100]  在這個Nahal Mishmar這個地方
[00:13:36.100 --> 00:13:39.100]  也找到很多的寶藏
[00:13:39.100 --> 00:13:42.100]  為什麼找到寶藏的山洞呢?
[00:13:42.100 --> 00:13:44.100]  考古學家叫做藏寶山洞
[00:13:44.100 --> 00:13:46.100]  Cave of Treasures
[00:13:46.100 --> 00:13:48.100]  找到什麼樣的寶藏呢?
[00:13:48.100 --> 00:13:51.100]  就是找到很多銅器
[00:13:51.100 --> 00:13:53.100]  剛才我不是說
[00:13:53.100 --> 00:13:55.100]  Calaculic Age就是開始
[00:13:55.100 --> 00:13:57.100]  去練銅
[00:13:57.100 --> 00:13:59.100]  懂得去掌握這個技術
[00:13:59.100 --> 00:14:02.100]  在這個Nahal Mishmar的一個山洞
[00:14:02.100 --> 00:14:05.100]  當時剛剛進去的時候
[00:14:05.100 --> 00:14:07.100]  就是拍到這張黑白的照片
[00:14:07.100 --> 00:14:09.100]  這些銅器堆在樹上
[00:14:09.100 --> 00:14:11.100]  藏在那裡
[00:14:11.100 --> 00:14:13.100]  洗乾淨 整理了
[00:14:13.100 --> 00:14:15.100]  就變成了這些這麼漂亮的銅器
[00:14:15.100 --> 00:14:18.100]  所以這些是挺驚人的
[00:14:18.100 --> 00:14:19.100]  因為在這個山洞裡面
[00:14:19.100 --> 00:14:23.100]  總共找到442件的銅器
[00:14:23.100 --> 00:14:25.100]  在伊斯利福博物館也可以看到
[00:14:25.100 --> 00:14:28.100]  好像銅像 銅冠
[00:14:28.100 --> 00:14:31.100]  或者一些珠鏈等等
[00:14:31.100 --> 00:14:33.100]  都是用來做裝飾的
[00:14:33.100 --> 00:14:35.100]  手工非常精緻
[00:14:35.100 --> 00:14:36.100]  好像絕無僅有
[00:14:36.100 --> 00:14:37.100]  因為在這個時期
[00:14:37.100 --> 00:14:43.100]  Calaculic Age正正是剛開始鑄造銅器
[00:14:43.100 --> 00:14:49.100]  都沒有找到這麼大批的鑄銅器皿
[00:14:49.100 --> 00:14:51.100]  你記得聖經裡面曾經說過
[00:14:51.100 --> 00:14:54.100]  打造銅器的開始
[00:14:54.100 --> 00:14:55.100]  有沒有記得
[00:14:55.100 --> 00:14:58.100]  這個創世紀的第四章
[00:14:58.100 --> 00:14:59.100]  尾的時候就說
[00:14:59.100 --> 00:15:05.100]  土伯該人就是打造各種銅鐵器皿的匠人
[00:15:05.100 --> 00:15:06.100]  無論如何
[00:15:06.100 --> 00:15:10.100]  在猶太曠野
[00:15:10.100 --> 00:15:12.100]  這個藏寶山洞
[00:15:12.100 --> 00:15:14.100]  K of Treasures
[00:15:14.100 --> 00:15:16.100]  Mishmash這裡找到的
[00:15:16.100 --> 00:15:17.100]  似乎告訴我們
[00:15:17.100 --> 00:15:18.100]  背後可能有一個人
[00:15:18.100 --> 00:15:19.100]  或者有一群人
[00:15:19.100 --> 00:15:22.100]  他們真的非常懂得
[00:15:22.100 --> 00:15:24.100]  在當時掌握的技術
[00:15:24.100 --> 00:15:28.100]  才能夠做到這麼多這種銅器
[00:15:28.100 --> 00:15:30.100]  這裡也告訴我們
[00:15:30.100 --> 00:15:33.100]  在這一區猶太曠野
[00:15:33.100 --> 00:15:37.100]  很可能在銅器時代的時候
[00:15:37.100 --> 00:15:40.100]  有一些游牧民族
[00:15:40.100 --> 00:15:41.100]  或者一些族長
[00:15:41.100 --> 00:15:44.100]  他們就用這些山洞來藏寶
[00:15:44.100 --> 00:15:46.100]  或者用這些山洞
[00:15:46.100 --> 00:15:49.100]  都是用來做一些墳墓
[00:15:49.100 --> 00:15:52.100]  代表一個古代的游牧民族
[00:15:52.100 --> 00:15:55.100]  在這個地帶非常活躍
[00:15:55.100 --> 00:16:01.100]  其實我們也有其他的數據可以連接一起
[00:16:01.100 --> 00:16:03.100]  譬如在隱磯底
[00:16:03.100 --> 00:16:05.100]  大家記得在哪裏
[00:16:05.100 --> 00:16:08.100]  隱磯底就是在死海的西岸
[00:16:08.100 --> 00:16:11.100]  很多時候人們去到以色列的時候
[00:16:11.100 --> 00:16:15.100]  都會逛逛自然教育徑
[00:16:15.100 --> 00:16:17.100]  有很多很美的景色
[00:16:17.100 --> 00:16:18.100]  因為那裏有水泉
[00:16:18.100 --> 00:16:20.100]  但很多時候我們沒有留意
[00:16:20.100 --> 00:16:22.100]  在上面很少人會去的
[00:16:22.100 --> 00:16:23.100]  就是一個神廟
[00:16:23.100 --> 00:16:27.100]  就是在教科學時代的時候
[00:16:27.100 --> 00:16:30.100]  一個露天的神廟
[00:16:30.100 --> 00:16:34.100]  這個考過家多年來已經找到了
[00:16:34.100 --> 00:16:36.100]  已經找了幾十年
[00:16:36.100 --> 00:16:39.100]  就是一個露天的神廟
[00:16:39.100 --> 00:16:41.100]  有兩個大的建築物
[00:16:41.100 --> 00:16:44.100]  中間有一個類似石造的水盤
[00:16:44.100 --> 00:16:46.100]  建成用的地方
[00:16:46.100 --> 00:16:47.100]  這裏可能是小一點的
[00:16:47.100 --> 00:16:48.100]  可能是一個workshop
[00:16:48.100 --> 00:16:50.100]  或者一個supply room
[00:16:50.100 --> 00:16:51.100]  儲藏室
[00:16:51.100 --> 00:16:53.100]  但是那個大的長的
[00:16:53.100 --> 00:16:54.100]  就值得留意了
[00:16:54.100 --> 00:16:56.100]  因為中間有一個
[00:16:56.100 --> 00:16:57.100]  一進去
[00:16:57.100 --> 00:16:59.100]  圓形的一個地方
[00:16:59.100 --> 00:17:06.100]  可以放一個偶像的地方
[00:17:06.100 --> 00:17:10.100]  這個就是重構圖
[00:17:10.100 --> 00:17:14.100]  剛才看到一個大的長形的室
[00:17:14.100 --> 00:17:16.100]  所謂的century
[00:17:16.100 --> 00:17:20.100]  裏面有一個可能是放置偶像
[00:17:20.100 --> 00:17:21.100]  去拜祭的地方
[00:17:21.100 --> 00:17:23.100]  這個就是教科學時代
[00:17:23.100 --> 00:17:25.100]  當時這一帶的人
[00:17:25.100 --> 00:17:29.100]  他們宗教上的一些表達
[00:17:29.100 --> 00:17:32.100]  我們有一些學者
[00:17:32.100 --> 00:17:37.100]  就這樣去推斷
[00:17:37.100 --> 00:17:39.100]  當時教科學時代的時候
[00:17:39.100 --> 00:17:42.100]  或者一些遊牧民族
[00:17:42.100 --> 00:17:44.100]  他們有時候會聚在一起
[00:17:44.100 --> 00:17:46.100]  聚居在這個地方
[00:17:46.100 --> 00:17:48.100]  可能在死海的岸邊
[00:17:48.100 --> 00:17:51.100]  他們就會在那裏聚集
[00:17:51.100 --> 00:17:53.100]  或者在那裏暫時居住
[00:17:53.100 --> 00:17:55.100]  然後再上一些
[00:17:55.100 --> 00:17:57.100]  在Angeli Springs
[00:17:57.100 --> 00:17:58.100]  有水泉
[00:17:58.100 --> 00:18:00.100]  他們就建立了一個
[00:18:00.100 --> 00:18:03.100]  他們共用的神廟
[00:18:03.100 --> 00:18:05.100]  在那裏有宗教的儀式
[00:18:05.100 --> 00:18:06.100]  宗教的活動等等
[00:18:06.100 --> 00:18:08.100]  再上一些就是
[00:18:08.100 --> 00:18:09.100]  這些黑色的地方
[00:18:09.100 --> 00:18:11.100]  就是一些小的山洞
[00:18:11.100 --> 00:18:13.100]  我們說如果搜索這些山洞的時候
[00:18:13.100 --> 00:18:16.100]  很大可能也會繼續找到
[00:18:16.100 --> 00:18:19.100]  一些墳墓
[00:18:19.100 --> 00:18:24.100]  或者一些藏寶藏的地方
[00:18:24.100 --> 00:18:26.100]  不知道會找到甚麼
[00:18:26.100 --> 00:18:27.100]  怎樣也好
[00:18:27.100 --> 00:18:31.100]  我們想用一個地帶的方法
[00:18:31.100 --> 00:18:35.100]  很多時候看這些考古的新聞
[00:18:35.100 --> 00:18:37.100]  我們會留意
[00:18:37.100 --> 00:18:38.100]  在那一點
[00:18:38.100 --> 00:18:40.100]  在那個地方找到甚麼
[00:18:40.100 --> 00:18:42.100]  而我們沒有去到所謂connect the dots
[00:18:42.100 --> 00:18:45.100]  想想在那個地區裏
[00:18:45.100 --> 00:18:47.100]  到底有甚麼共通的地方
[00:18:47.100 --> 00:18:49.100]  剛才說了Calculific age
[00:18:49.100 --> 00:18:53.100]  所以說找到一個很舊的
[00:18:53.100 --> 00:18:56.100]  Calculific age的小朋友的屍骨
[00:18:56.100 --> 00:18:58.100]  如果你知道其他地方
[00:18:58.100 --> 00:19:01.100]  都有同樣的情況
[00:19:01.100 --> 00:19:03.100]  你就知道原來這一帶
[00:19:03.100 --> 00:19:06.100]  可能是指標著一些民族
[00:19:06.100 --> 00:19:08.100]  當時用這個地方
[00:19:08.100 --> 00:19:11.100]  可能在這個地方是非常活躍的
[00:19:11.100 --> 00:19:14.100]  第三個重要的發現是甚麼
[00:19:14.100 --> 00:19:17.100]  就是這個草籃子
[00:19:17.100 --> 00:19:20.100]  這個更加古舊
[00:19:20.100 --> 00:19:22.100]  計算出來的時候
[00:19:22.100 --> 00:19:28.100]  是10,500年這麼舊的大籃子
[00:19:28.100 --> 00:19:31.100]  你會問會不會有可能
[00:19:31.100 --> 00:19:32.100]  這麼久
[00:19:32.100 --> 00:19:34.100]  如果你運算出來的時候
[00:19:34.100 --> 00:19:37.100]  這個用草織成的籃子
[00:19:37.100 --> 00:19:40.100]  是公元前8,500年
[00:19:40.100 --> 00:19:42.100]  有可能的
[00:19:42.100 --> 00:19:44.100]  為甚麼呢
[00:19:44.100 --> 00:19:45.100]  正如我所說
[00:19:45.100 --> 00:19:49.100]  又大礦的地方又乾又熱的地方
[00:19:49.100 --> 00:19:51.100]  所以任何的古物
[00:19:51.100 --> 00:19:55.100]  文物放在這裏都很容易得到保存
[00:19:55.100 --> 00:19:58.100]  這個草籃子其實都是一樣
[00:19:58.100 --> 00:20:02.100]  你會看到在泥土慢慢揭開的時候
[00:20:02.100 --> 00:20:05.100]  就找到這個草籃子
[00:20:05.100 --> 00:20:08.100]  是一個新石器時代
[00:20:08.100 --> 00:20:10.100]  因為公元前8,500年
[00:20:10.100 --> 00:20:13.100]  是屬於這個新石器時代
[00:20:13.100 --> 00:20:17.100]  我們看回剛才我們看了銅石器時代
[00:20:17.100 --> 00:20:19.100]  之前那個時代
[00:20:19.100 --> 00:20:22.100]  8,500年至4,500年
[00:20:22.100 --> 00:20:24.100]  就是這個新石器時代
[00:20:24.100 --> 00:20:26.100]  新石器時代
[00:20:26.100 --> 00:20:29.100]  新石器時代到底發生了甚麼事
[00:20:29.100 --> 00:20:32.100]  最大的改變就是
[00:20:32.100 --> 00:20:36.100]  人類開始有耕種
[00:20:36.100 --> 00:20:44.100]  人類開始懂得如何播種
