
[00:00:00.000 --> 00:00:02.320]   Hey guys, good morning.
[00:02:59.840 --> 00:03:02.340]   Thank you again for bringing us together
[00:03:02.340 --> 00:03:04.360]   even in the midst of rain
[00:03:04.360 --> 00:03:08.960]   and pray that you will teach us your truth
[00:03:08.960 --> 00:03:12.720]   and may your Holy Spirit lead us into your word.
[00:03:12.720 --> 00:03:16.580]   We'll get to know you more in Christ and pray.
[00:03:16.580 --> 00:03:20.500]   All right guys, today is going to be part four
[00:03:20.500 --> 00:03:23.820]   of our series on seven letters to the seven churches.
[00:03:23.820 --> 00:03:25.940]   And as you remember, we have gone through
[00:03:25.940 --> 00:03:30.860]   three letters already from Ephesus, Smyrna to Pergamon.
[00:03:30.860 --> 00:03:35.560]   Today is church number four, Phaetia.
[00:03:35.560 --> 00:03:38.300]   Phaetia is a little bit inland.
[00:03:38.300 --> 00:03:39.740]   It's an old city.
[00:03:39.740 --> 00:03:43.240]   It's a prominent city of textile industry.
[00:03:43.240 --> 00:03:48.240]   So if you want to get some clothes or get some fabric,
[00:03:48.660 --> 00:03:50.740]   this is the place you go to in the ancient world,
[00:03:50.740 --> 00:03:53.620]   as particularly in today's Western Turkey.
[00:03:53.620 --> 00:03:56.080]   You will find linen and wool and tanners
[00:03:56.080 --> 00:04:00.600]   and trading of different kinds of textile.
[00:04:00.600 --> 00:04:04.300]   In fact, this city is already mentioned in the book of Acts.
[00:04:04.300 --> 00:04:09.300]   And if you remember, in Acts 16, when Paul was in Philippi,
[00:04:09.300 --> 00:04:14.260]   he met a woman called Lydia.
[00:04:14.260 --> 00:04:15.400]   Can you see that?
[00:04:15.400 --> 00:04:19.900]   Lydia is from her hometown, the city of Thyatira.
[00:04:19.900 --> 00:04:22.460]   And she was a pagan.
[00:04:22.460 --> 00:04:27.460]   She was a Gentile, kind of a God-fearer.
[00:04:27.460 --> 00:04:30.980]   You know, she was attracted to Judaism at the time
[00:04:30.980 --> 00:04:35.020]   and worshiping the one and only God.
[00:04:35.020 --> 00:04:39.700]   And she left her home city, Thyatira, and moved to Philippi.
[00:04:39.700 --> 00:04:42.740]   And there she met Paul and heard the gospel
[00:04:42.740 --> 00:04:44.900]   and respond to the message of Paul.
[00:04:44.900 --> 00:04:49.900]   And she became one of the first church members
[00:04:49.900 --> 00:04:52.220]   in the first century.
[00:04:52.220 --> 00:04:54.060]   And by the way, if you remember,
[00:04:54.060 --> 00:04:57.220]   Paul was also a tent maker, right?
[00:04:57.220 --> 00:05:02.660]   Instead of just preaching the gospel full-time,
[00:05:02.660 --> 00:05:07.660]   he is also working part-time as a tent maker.
[00:05:07.660 --> 00:05:12.220]   I think he learned this trade from his hometown,
[00:05:12.220 --> 00:05:16.740]   Thessal or Thyatira, or maybe he learned it
[00:05:16.740 --> 00:05:19.940]   from Lydia as well.
[00:05:19.940 --> 00:05:24.780]   In any case, Paul was into the textile industry as well.
[00:05:24.780 --> 00:05:26.940]   So we come to this city called Thyatira.
[00:05:26.940 --> 00:05:29.580]   As you can see, it's a Roman city at the time.
[00:05:29.580 --> 00:05:31.140]   And it's also a thriving city
[00:05:31.140 --> 00:05:33.180]   with a lot of industry going on.
[00:05:33.180 --> 00:05:36.460]   And this city has a church,
[00:05:36.460 --> 00:05:39.540]   and the house churches are receiving this letter
[00:05:39.540 --> 00:05:41.860]   from Jesus, verse 18.
[00:05:41.860 --> 00:05:46.700]   It says, "To the angel of the church in Thyatira write,
[00:05:46.700 --> 00:05:49.220]   "these are the words of the Son of God,
[00:05:49.220 --> 00:05:52.180]   "whose eyes are like blazing fire
[00:05:52.180 --> 00:05:56.560]   "and whose feet are like burnished bronze."
[00:05:56.560 --> 00:06:00.260]   Try to picture that, try to picture that.
[00:06:00.260 --> 00:06:02.860]   Jesus introduced himself as the Son of God
[00:06:02.860 --> 00:06:05.260]   with eyes with blazing fire
[00:06:05.260 --> 00:06:09.060]   and with his feet like bronze, you know?
[00:06:09.060 --> 00:06:11.900]   He's a shining figure, right?
[00:06:11.900 --> 00:06:14.900]   And by the way, calling Son of God,
[00:06:14.900 --> 00:06:19.900]   today we'll understand Son of God as the divine, right?
[00:06:19.900 --> 00:06:21.940]   Someone who is fully divine.
[00:06:21.940 --> 00:06:25.780]   Of course, Jesus is the truly divine Son of God,
[00:06:25.780 --> 00:06:28.040]   and He is fully divine.
[00:06:28.040 --> 00:06:31.820]   However, when you mention Son of God in those days,
[00:06:31.820 --> 00:06:33.740]   remember, we have to read the Bible
[00:06:33.740 --> 00:06:35.500]   with the context in mind, right?
[00:06:35.500 --> 00:06:36.820]   In the first century context.
[00:06:36.860 --> 00:06:38.980]   When you mention Son of God,
[00:06:38.980 --> 00:06:43.980]   automatically people will think of Roman emperors, right?
[00:06:43.980 --> 00:06:47.220]   Because the Roman emperors, each of them,
[00:06:47.220 --> 00:06:52.220]   each of them call themselves Son of God, Son of Divine.
[00:06:52.220 --> 00:06:55.300]   And if you pick up some of the coins,
[00:06:55.300 --> 00:06:58.020]   I know we don't use coins anymore, right?
[00:06:58.020 --> 00:07:00.880]   Usually we don't use cash, but in those days,
[00:07:00.880 --> 00:07:01.940]   when they use cash,
[00:07:01.940 --> 00:07:04.400]   when they have little coins in their pocket,
[00:07:04.400 --> 00:07:06.880]   when they do trading and buying something,
[00:07:06.880 --> 00:07:07.720]   they look at the coin,
[00:07:07.720 --> 00:07:11.200]   and the coins usually have the head of the emperor,
[00:07:11.200 --> 00:07:16.100]   and on the reverse side, you will see other symbol
[00:07:16.100 --> 00:07:20.120]   with some of the inscription on it called Son of God.
[00:07:20.120 --> 00:07:24.400]   So coins were a propaganda machine.
[00:07:24.400 --> 00:07:29.160]   It was like the TV station of today,
[00:07:29.160 --> 00:07:33.420]   and the Roman emperor are claiming to be the Son of God.
[00:07:33.420 --> 00:07:37.480]   But Jesus said, "I am the Son of God, not the emperor.
[00:07:37.480 --> 00:07:39.200]   "I am the true Son of God."
[00:07:39.200 --> 00:07:41.480]   And his eyes are like blazing fire,
[00:07:41.480 --> 00:07:46.480]   and his feet are like bronze, shining bronze, right?
[00:07:46.480 --> 00:07:51.220]   All of these images actually are mentioned in chapter one,
[00:07:51.220 --> 00:07:54.400]   when Jesus showed up as the Son of God,
[00:07:54.400 --> 00:07:58.520]   rose from the dead to join the disciples.
[00:07:58.520 --> 00:08:01.620]   And his appearance reminds us God himself,
[00:08:01.620 --> 00:08:04.280]   because in the Old Testament, all of these phrases,
[00:08:04.280 --> 00:08:09.280]   shining, lightning, and blazing fire,
[00:08:09.280 --> 00:08:13.680]   all of them are imageries of God showing up.
[00:08:13.680 --> 00:08:19.440]   Now in the New Testament, God of the New Testament is Jesus.
[00:08:19.440 --> 00:08:23.640]   So God of the Old and the New Testament are the same God,
[00:08:23.640 --> 00:08:24.480]   right?
[00:08:24.480 --> 00:08:27.560]   Jesus claiming himself to be the Son of God.
[00:08:27.560 --> 00:08:29.400]   Indeed, he's the Son of God,
[00:08:29.400 --> 00:08:34.400]   and he is with a blazing fire and a bronze color,
[00:08:34.400 --> 00:08:39.720]   remind us of God himself, and he is the judge.
[00:08:39.720 --> 00:08:44.720]   He is the supreme sovereign over the whole creation,
[00:08:44.720 --> 00:08:47.600]   just like God in the Old Testament.
[00:08:47.600 --> 00:08:50.240]   So Jesus show up himself and introduce himself
[00:08:50.240 --> 00:08:52.800]   to the church in Thyatira as the Son of God
[00:08:52.800 --> 00:08:55.400]   with blazing fire as the righteous judge.
[00:08:55.400 --> 00:08:57.600]   He said, "I know your deeds.
[00:08:57.600 --> 00:09:01.040]   "I know your works, your love, your faith,
[00:09:01.040 --> 00:09:03.560]   "your service, your perseverance,
[00:09:03.560 --> 00:09:06.940]   "that you are now doing more than you did at first."
[00:09:06.940 --> 00:09:09.180]   Is that a good church?
[00:09:09.180 --> 00:09:14.160]   I think this is a church that deserve praises, right?
[00:09:14.160 --> 00:09:16.960]   You know, this series, we ask the question,
[00:09:16.960 --> 00:09:20.560]   what does Christ think of his church, right?
[00:09:20.560 --> 00:09:23.320]   When he think of this church in Thyatira,
[00:09:23.320 --> 00:09:25.680]   he find that this church, this small community,
[00:09:25.680 --> 00:09:28.360]   is a Christ-honoring community
[00:09:28.360 --> 00:09:30.880]   because they have good works.
[00:09:30.880 --> 00:09:32.360]   What are the good works?
[00:09:32.360 --> 00:09:34.320]   He said, "I know your deeds.
[00:09:34.320 --> 00:09:36.280]   "I know your good works."
[00:09:36.280 --> 00:09:37.880]   And he unpacked that.
[00:09:37.880 --> 00:09:41.540]   What does it mean by showing good works?
[00:09:41.540 --> 00:09:46.120]   Your love, your love for God, your love for one another,
[00:09:46.120 --> 00:09:51.560]   and your faith, you rely on God, you trust in God,
[00:09:51.560 --> 00:09:55.720]   and your service, using your gifts to build up the church.
[00:09:55.720 --> 00:09:59.760]   And lastly, it's perseverance, your patience,
[00:09:59.760 --> 00:10:03.200]   in the midst of hardship, in the midst of difficulties,
[00:10:03.200 --> 00:10:04.240]   right?
[00:10:04.240 --> 00:10:08.240]   You know, a part of our package of following Christ
[00:10:08.240 --> 00:10:11.440]   is actually not so comfortable
[00:10:11.440 --> 00:10:14.680]   because we will encounter a lot of difficulties.
[00:10:14.680 --> 00:10:17.520]   We will encounter a lot of challenges, right?
[00:10:17.520 --> 00:10:20.920]   I'm sure you, since you are following Christ
[00:10:20.920 --> 00:10:24.120]   since day one, you have encountered a lot of questions
[00:10:24.120 --> 00:10:27.680]   and a lot of doubts, a lot of difficulties.
[00:10:27.680 --> 00:10:32.240]   Believing Christ or relying on the Lord
[00:10:32.240 --> 00:10:36.080]   does not mean he will take away all the problems,
[00:10:36.080 --> 00:10:41.080]   but God promised himself to be your guidance.
[00:10:41.080 --> 00:10:43.440]   God is bigger than your problems,
[00:10:43.440 --> 00:10:45.880]   and that is testing our faith, right?
[00:10:45.880 --> 00:10:50.360]   And God, a God-honoring church is a group of people
[00:10:50.360 --> 00:10:53.160]   like us who have faith and love
[00:10:53.160 --> 00:10:55.160]   and service and perseverance.
[00:10:55.160 --> 00:11:00.160]   This is a Christ-honoring church with good works.
[00:11:00.160 --> 00:11:05.400]   And I pray and I hope that our church is like this, right?
[00:11:05.400 --> 00:11:06.520]   Now, it's not about size,
[00:11:06.520 --> 00:11:09.160]   it's not about how much money we have,
[00:11:09.160 --> 00:11:13.520]   but about our deeds, our good works.
[00:11:13.520 --> 00:11:16.880]   Jesus even praised this church by saying,
[00:11:16.880 --> 00:11:20.520]   "You are now doing more than you did at first."
[00:11:20.520 --> 00:11:22.480]   Now, how long has this church exist?
[00:11:22.480 --> 00:11:25.760]   Probably for some years, right?
[00:11:25.760 --> 00:11:28.080]   And how long you've been the Christians?
[00:11:28.080 --> 00:11:30.160]   Probably for some years, right?
[00:11:30.160 --> 00:11:31.320]   Or for some months.
[00:11:31.320 --> 00:11:36.320]   You are doing more than you did at first,
[00:11:36.320 --> 00:11:41.320]   and that receives the attention of Jesus, the Lord himself.
[00:11:41.320 --> 00:11:44.600]   So the first point here in this letter
[00:11:44.600 --> 00:11:48.440]   is that a Christ-honoring church has good works,
[00:11:48.440 --> 00:11:49.800]   has good works.
[00:11:49.800 --> 00:11:51.160]   Do we have good works?
[00:11:51.160 --> 00:11:53.680]   Do we have good works?
[00:11:53.680 --> 00:11:59.120]   Our love, our faith, can we show them to other people?
[00:11:59.120 --> 00:12:03.200]   Our service and our perseverance, right?
[00:12:03.200 --> 00:12:05.880]   And the most important thing, I think, is number four,
[00:12:05.880 --> 00:12:08.120]   is perseverance.
[00:12:08.120 --> 00:12:10.920]   In the midst of difficulties, in the midst of challenges,
[00:12:10.920 --> 00:12:14.520]   we still press on, and that is the essence of faith,
[00:12:14.520 --> 00:12:18.520]   right, we believe that Christ is more than enough
[00:12:18.520 --> 00:12:21.120]   to help us, and His grace is sufficient.
[00:12:21.120 --> 00:12:24.480]   And point number one, point number one is
[00:12:24.480 --> 00:12:25.800]   the church has good works,
[00:12:25.800 --> 00:12:29.200]   and that is a church that is honoring Christ.
[00:12:29.200 --> 00:12:33.040]   Point number two here is that a Christ-honoring church
[00:12:33.040 --> 00:12:35.280]   takes the truth seriously.
[00:12:35.280 --> 00:12:38.600]   Let's continue to read this letter.
[00:12:38.600 --> 00:12:39.600]   Now, this is a long letter,
[00:12:39.600 --> 00:12:42.240]   let me just give you a heads up.
[00:12:42.240 --> 00:12:45.240]   It's a longer letter than other letters.
[00:12:45.240 --> 00:12:49.160]   So a Christ-honoring church is a church with good works.
[00:12:49.160 --> 00:12:51.240]   And not only that, they take the truth,
[00:12:51.240 --> 00:12:53.540]   they have to take the truth seriously.
[00:12:53.540 --> 00:12:57.360]   If you take the truth seriously, then your church,
[00:12:57.360 --> 00:13:00.840]   then our church, will be honoring to Christ.
[00:13:00.840 --> 00:13:02.100]   Verse 20 and following.
[00:13:02.100 --> 00:13:05.920]   "Nevertheless, I have this against you," Jesus said.
[00:13:05.920 --> 00:13:09.440]   "You tolerate that woman, Jezebel,
[00:13:09.440 --> 00:13:12.540]   "who calls herself a prophetess.
[00:13:12.540 --> 00:13:16.020]   "By her teachings, she misleads my servants
[00:13:16.020 --> 00:13:18.100]   "into sexual immorality,
[00:13:18.100 --> 00:13:21.760]   "and the eating of food sacrificed to idols."
[00:13:21.760 --> 00:13:25.080]   Now, this is a pretty stern warning, right?
[00:13:25.080 --> 00:13:26.140]   Pretty stern warning.
[00:13:26.140 --> 00:13:28.380]   It's not very comfortable words.
[00:13:28.380 --> 00:13:30.340]   However, we have to hear this.
[00:13:30.340 --> 00:13:32.440]   We have to hear this.
[00:13:32.440 --> 00:13:35.760]   The questions in Thyatira,
[00:13:35.760 --> 00:13:38.000]   Jesus has something against them.
[00:13:38.000 --> 00:13:39.600]   And what is that?
[00:13:39.600 --> 00:13:43.120]   Here we see the name Jezebel.
[00:13:43.120 --> 00:13:45.080]   Jezebel, who is this?
[00:13:45.080 --> 00:13:46.120]   Who is Jezebel?
[00:13:46.120 --> 00:13:50.360]   We call any stories about Jezebel?
[00:13:50.360 --> 00:13:52.940]   It's a female name, right?
[00:13:52.940 --> 00:13:56.800]   The other day, I was talking to some of the young couples,
[00:13:56.800 --> 00:14:00.040]   and they were trying to think of names for their babies.
[00:14:00.040 --> 00:14:02.240]   Now, if you have a baby girl,
[00:14:02.240 --> 00:14:05.760]   you probably won't want to name your girl Jezebel, right?
[00:14:07.040 --> 00:14:08.320]   Got a bad rap, all right?
[00:14:08.320 --> 00:14:10.000]   Very, very bad name.
[00:14:10.000 --> 00:14:14.000]   Now, Jezebel was the wife of King Ahab.
[00:14:14.000 --> 00:14:18.960]   Remember King Ahab in the book of Acts,
[00:14:18.960 --> 00:14:20.940]   or in the book of Kings?
[00:14:20.940 --> 00:14:22.040]   It's a bad king, right?
[00:14:22.040 --> 00:14:24.160]   If you want to name your baby boy,
[00:14:24.160 --> 00:14:26.280]   don't pick this name, Ahab, right?
[00:14:26.280 --> 00:14:28.440]   It's a very, very bad name, right?
[00:14:28.440 --> 00:14:29.280]   It's a very bad name.
[00:14:29.280 --> 00:14:30.100]   Why?
[00:14:30.100 --> 00:14:35.100]   Because Jezebel was originally a pagan, a Baal worshiper.
[00:14:35.600 --> 00:14:38.680]   She worshipped Baal, and Baal, who's Baal?
[00:14:38.680 --> 00:14:42.400]   Baal is a storm god of Canaan.
[00:14:42.400 --> 00:14:46.800]   If you go to Oriental Museum in University of Chicago,
[00:14:46.800 --> 00:14:49.400]   by the way, it's a very good museum,
[00:14:49.400 --> 00:14:52.280]   and they got a lot of artifacts.
[00:14:52.280 --> 00:14:53.840]   People just don't know, right?
[00:14:53.840 --> 00:14:56.800]   Just don't know Chicago has such a great museum,
[00:14:56.800 --> 00:15:00.240]   Oriental Museum in University of Chicago,
[00:15:00.240 --> 00:15:03.800]   and they got tons of great artifacts,
[00:15:03.800 --> 00:15:05.900]   especially from the Middle East.
[00:15:05.900 --> 00:15:08.200]   By the way, it's free.
[00:15:08.200 --> 00:15:10.840]   You can go and just go in and take a look,
[00:15:10.840 --> 00:15:12.880]   and it's free donation, all right?
[00:15:12.880 --> 00:15:15.360]   If you go to Oriental Museum,
[00:15:15.360 --> 00:15:19.440]   you go to the gallery for Syria Palestine,
[00:15:19.440 --> 00:15:20.700]   you'll find this,
[00:15:20.700 --> 00:15:24.840]   the image in the middle,
[00:15:24.840 --> 00:15:29.840]   and that is Baal, B-A-A-L, Baal.
[00:15:29.840 --> 00:15:31.640]   It means Lord.
[00:15:31.640 --> 00:15:34.860]   Now, Baal is a storm god of Canaan.
[00:15:34.860 --> 00:15:37.020]   You know, people would have to worship
[00:15:37.020 --> 00:15:39.560]   some sort of storm god in Canaan,
[00:15:39.560 --> 00:15:41.320]   because if you're farmers,
[00:15:41.320 --> 00:15:46.320]   what you need in Canaan to survive is rain and storm.
[00:15:46.320 --> 00:15:48.200]   Whenever rainy season comes,
[00:15:48.200 --> 00:15:53.200]   which is usually the winter from October to March,
[00:15:53.200 --> 00:15:57.320]   those are the months you want enough rain
[00:15:57.320 --> 00:16:00.000]   to be rain on your farm and the land.
[00:16:00.000 --> 00:16:01.840]   Otherwise, you will have famine.
[00:16:01.840 --> 00:16:03.400]   You have drought.
[00:16:03.400 --> 00:16:07.560]   So you need to worship some kind of storm god,
[00:16:07.560 --> 00:16:11.420]   and in Canaan, the biggest storm god is Baal himself,
[00:16:11.420 --> 00:16:16.420]   and he will bring rain and storm to the land in season.
[00:16:16.420 --> 00:16:21.160]   You see Baal, what kind of posture he has?
[00:16:21.160 --> 00:16:24.820]   He has his right hand lifted up, right?
[00:16:24.820 --> 00:16:27.960]   You see the right hand, there's a hole in there, right?
[00:16:27.960 --> 00:16:30.120]   Now, we got, it's lost already
[00:16:30.120 --> 00:16:32.020]   because it's so many years ago, right?
[00:16:32.020 --> 00:16:38.000]   You find some of the old sites, the idol of Baal,
[00:16:38.000 --> 00:16:43.000]   and the hole actually holds a thunderbolt, you know?
[00:16:43.000 --> 00:16:46.580]   He's a thunder god.
[00:16:46.580 --> 00:16:52.920]   He can send thunder and send rain to the land.
[00:16:52.920 --> 00:16:57.920]   And Jezebel is a devout Baal worshiper.
[00:16:58.520 --> 00:17:01.260]   And Ahab married Jezebel,
[00:17:01.260 --> 00:17:04.960]   and Jezebel brings in this false religion,
[00:17:04.960 --> 00:17:08.720]   this false god Baal into the land of Israel.
[00:17:08.720 --> 00:17:13.320]   That's why it was such a big deal in those days
[00:17:13.320 --> 00:17:17.660]   because Israel is supposed to worship the only one god
[00:17:17.660 --> 00:17:20.120]   whose name is Yahweh, right?
[00:17:20.120 --> 00:17:21.120]   Whose name is Yahweh.
[00:17:21.120 --> 00:17:23.800]   He is the Lord, he's the true Lord, he's the true God.
[00:17:23.800 --> 00:17:25.920]   But Jezebel brings in a false religion
[00:17:25.920 --> 00:17:30.920]   and try to synchronize it, mix it with Yahweh.
[00:17:30.920 --> 00:17:33.320]   So Baal and Yahweh mixed together.
[00:17:33.320 --> 00:17:36.920]   And that's why you got the story of Elijah, right?
[00:17:36.920 --> 00:17:39.480]   He's a true prophet and he confront the king.
[00:17:39.480 --> 00:17:42.800]   He confront the people and lead them back to Yahweh,
[00:17:42.800 --> 00:17:43.920]   the true God.
[00:17:43.920 --> 00:17:47.200]   In any case, Jezebel enticed the entire,
[00:17:47.200 --> 00:17:51.000]   the whole nation of Israel to worship Baal.
[00:17:51.000 --> 00:17:56.000]   And here in Thiatira, the same Jezebel show up, right?
[00:17:56.000 --> 00:18:01.800]   Now, of course, it's not the historical Jezebel
[00:18:01.800 --> 00:18:04.880]   in the Old Testament, but it's probably a nickname
[00:18:04.880 --> 00:18:09.880]   for some kind of leaders in the house churches in Thiatira.
[00:18:09.880 --> 00:18:15.000]   And these false leaders and false prophets,
[00:18:15.000 --> 00:18:18.800]   they may be encouraging Christians to compromise their faith,
[00:18:18.800 --> 00:18:20.560]   to compromise their faith.
[00:18:20.560 --> 00:18:23.760]   You need to understand our Christian faith
[00:18:23.760 --> 00:18:27.460]   can be compromised, right?
[00:18:27.460 --> 00:18:30.940]   We can do lip service to God,
[00:18:30.940 --> 00:18:35.120]   but in the bottom of our heart,
[00:18:35.120 --> 00:18:38.520]   we probably are compromising our commitment to God.
[00:18:38.520 --> 00:18:41.880]   There are two things mentioned here.
[00:18:41.880 --> 00:18:44.920]   By the way, the painting on the left is Jezebel, right?
[00:18:44.920 --> 00:18:46.520]   Isn't she beautiful?
[00:18:46.520 --> 00:18:49.720]   That's why she could entice the entire nation
[00:18:49.720 --> 00:18:51.560]   to worship Baal.
[00:18:51.560 --> 00:18:54.240]   The two things in this letter mentioned,
[00:18:54.240 --> 00:18:58.120]   Jesus have against the church in Thiatira.
[00:18:58.120 --> 00:18:59.280]   Sexual immorality.
[00:18:59.280 --> 00:19:03.640]   The all pagan religions in general
[00:19:03.640 --> 00:19:06.480]   are very relaxed in sexuality, in sexual life.
[00:19:06.480 --> 00:19:10.320]   All kinds of sexual activities outside the marriage covenant
[00:19:10.320 --> 00:19:15.000]   are permitted, tolerated, or if not encouraged.
[00:19:15.000 --> 00:19:18.660]   So that's one thing Jesus had against the church.
[00:19:18.660 --> 00:19:22.880]   The second thing is eating of food sacrificed to idols.
[00:19:22.880 --> 00:19:26.520]   Now in the pagan world, in the Roman world,
[00:19:26.520 --> 00:19:28.100]   in the first century,
[00:19:28.100 --> 00:19:31.960]   you will encounter a lot of different festivals.
[00:19:31.960 --> 00:19:35.960]   So moon festivals, by the way,
[00:19:35.960 --> 00:19:39.200]   we just had the mid autumn festival, right?
[00:19:39.200 --> 00:19:43.900]   It's actually kind of a pagan festival.
[00:19:43.900 --> 00:19:45.640]   But in the Roman world,
[00:19:45.640 --> 00:19:50.640]   the pagan festivals happen in pagan temples.
[00:19:50.640 --> 00:19:53.480]   And you need some sort of membership.
[00:19:53.480 --> 00:19:55.540]   You need some sort of association
[00:19:55.540 --> 00:19:58.280]   in order to get the benefit out of it.
[00:19:58.280 --> 00:20:00.420]   Now, what kind of benefit are being offered
[00:20:00.420 --> 00:20:03.680]   in pagan temples, in pagan festivals?
[00:20:03.680 --> 00:20:08.640]   Well, some of the benefits would be eating the meat.
[00:20:08.640 --> 00:20:12.620]   You know, in the most of the Mediterranean diet
[00:20:12.620 --> 00:20:15.180]   are vegetarian, right?
[00:20:15.180 --> 00:20:18.240]   They don't get meat often.
[00:20:18.240 --> 00:20:20.540]   But from time to time, they would join.
[00:20:20.540 --> 00:20:23.460]   You have to join some sort of temple association.
[00:20:23.460 --> 00:20:27.500]   And you have to come to their faith
[00:20:27.500 --> 00:20:29.060]   to worship their false god
[00:20:29.060 --> 00:20:32.580]   in order to get those benefits, right?
[00:20:32.580 --> 00:20:36.760]   Just like today, if you want to get good meat,
[00:20:36.760 --> 00:20:39.980]   you need to have a Costco membership, right?
[00:20:39.980 --> 00:20:42.940]   You got to pay for the membership, right?
[00:20:42.940 --> 00:20:44.460]   Well, lucky for us,
[00:20:44.460 --> 00:20:47.940]   Costco is just a secular warehouse, right?
[00:20:47.940 --> 00:20:50.260]   So it would not compromise our faith
[00:20:50.260 --> 00:20:52.940]   if we go to Costco today or join their membership.
[00:20:52.940 --> 00:20:55.220]   But not so in the first century.
[00:20:55.220 --> 00:20:58.260]   In the first century, Costco is a temple, right?
[00:20:58.260 --> 00:21:00.020]   You need to go to the warehouse
[00:21:00.020 --> 00:21:02.820]   and you have to worship some kind of pagan gods
[00:21:02.820 --> 00:21:04.420]   in order to get in.
