
[00:00:00.000 --> 00:00:04.200]  各位好,希望大家聽得清楚
[00:12:49.000 --> 00:12:51.000]  到底我們有沒有看到
[00:12:51.000 --> 00:12:53.000]  上帝的足跡
[00:12:53.000 --> 00:12:56.000]  或者上帝的工作
[00:12:56.000 --> 00:12:58.000]  說到歷代誌
[00:12:58.000 --> 00:13:03.000]  歷代誌是希伯來聖經
[00:13:03.000 --> 00:13:06.000]  Hebrew Bible裡面最後一本書
[00:13:06.000 --> 00:13:08.000]  這個表
[00:13:08.000 --> 00:13:10.000]  你先看右邊
[00:13:10.000 --> 00:13:12.000]  右邊就是我們現在用的舊約聖經
[00:13:12.000 --> 00:13:15.000]  我們按照那個內容來分
[00:13:15.000 --> 00:13:17.000]  這個是七十四億本
[00:13:17.000 --> 00:13:18.000]  開始就是這樣
[00:13:18.000 --> 00:13:20.000]  將目錄這樣安排
[00:13:20.000 --> 00:13:21.000]  分四個
[00:13:21.000 --> 00:13:24.000]  律法書Torah就是五經
[00:13:24.000 --> 00:13:25.000]  然後有歷史書
[00:13:25.000 --> 00:13:28.000]  就是我們所說的書士德薩王等等
[00:13:28.000 --> 00:13:31.000]  然後有智慧師哥
[00:13:31.000 --> 00:13:33.000]  白詩森傳國
[00:13:33.000 --> 00:13:35.000]  然後就是我們說的大小先知
[00:13:35.000 --> 00:13:37.000]  塞埃潔丹
[00:13:37.000 --> 00:13:39.000]  然後有十二小先知
[00:13:39.000 --> 00:13:43.000]  這個右邊的方法就是我們一向看的舊約歷史
[00:13:43.000 --> 00:13:45.000]  那個canonical order
[00:13:45.000 --> 00:13:49.000]  就是正點的目錄
[00:13:49.000 --> 00:13:54.000]  但是左邊就是猶太人用的Hebrew Bible
[00:13:54.000 --> 00:13:56.000]  叫做Tanakh
[00:13:56.000 --> 00:13:58.000]  就是分開三個不是四個
[00:13:58.000 --> 00:14:01.000]  五經是沒有變
[00:14:01.000 --> 00:14:05.000]  但是他們就將我們所說的歷史書
[00:14:05.000 --> 00:14:10.000]  當作是先知書
[00:14:10.000 --> 00:14:14.000]  前先知書就是書士薩王
[00:14:14.000 --> 00:14:19.000]  後先知書就是我們今天所說的先知書
[00:14:19.000 --> 00:14:21.000]  大小先知
[00:14:21.000 --> 00:14:23.000]  塞埃潔丹
[00:14:23.000 --> 00:14:25.000]  然後有十二小先知
[00:14:25.000 --> 00:14:28.000]  第三部分就是Ketuvim
[00:14:28.000 --> 00:14:30.000]  叫做Writings
[00:14:30.000 --> 00:14:32.000]  意思就是寫作
[00:14:32.000 --> 00:14:37.000]  由詩篇開始一直排到歷代字
[00:14:37.000 --> 00:14:38.000]  放在最後
[00:14:38.000 --> 00:14:41.000]  所以剛才我們看的聖經歷代字
[00:14:41.000 --> 00:14:42.000]  First and Second Chronicles
[00:14:42.000 --> 00:14:46.000]  作為一本書放在Hebrew Bible最後
[00:14:46.000 --> 00:14:49.000]  所以為什麼猶太人用的Hebrew Bible叫做Tanakh
[00:14:49.000 --> 00:14:51.000]  因為是Torah
[00:14:51.000 --> 00:14:52.000]  Nephilim
[00:14:52.000 --> 00:14:54.000]  和Ketuvim
[00:14:54.000 --> 00:14:59.000]  所以TNK就是Tanakh的意思
[00:14:59.000 --> 00:15:02.000]  歷代字寫在最後
[00:15:02.000 --> 00:15:06.000]  其實就是讓神的子民再想一想
[00:15:06.000 --> 00:15:09.000]  回憶他們整個教育的歷史
[00:15:09.000 --> 00:15:12.000]  由亞當開始 加普開始
[00:15:12.000 --> 00:15:14.000]  說到猶太國的興衰
[00:15:14.000 --> 00:15:21.000]  到最後 上帝在他們身上做了什麼
[00:15:21.000 --> 00:15:29.000]  所以是一種回憶和前瞻的神學著作
[00:15:29.000 --> 00:15:32.000]  讓我們回想過去發生過的事
[00:15:32.000 --> 00:15:35.000]  但是用上帝的角度去看
[00:15:35.000 --> 00:15:37.000]  一個theological perspective
[00:15:37.000 --> 00:15:40.000]  到底上帝曾經在我們身上做過什麼
[00:15:40.000 --> 00:15:43.000]  縱使有浩劫 有苦難
[00:15:43.000 --> 00:15:46.000]  縱使將來有不同的uncertainty
[00:15:46.000 --> 00:15:49.000]  有不同的未知之數
[00:15:49.000 --> 00:15:51.000]  到底上帝當中是怎樣呢
[00:15:51.000 --> 00:15:53.000]  我們作為神的子民
[00:15:53.000 --> 00:15:55.000]  我們應該怎樣去define我們自己
[00:15:55.000 --> 00:16:01.000]  怎樣去為我們自己作定義
[00:16:01.000 --> 00:16:03.000]  所以這就是歷代字
[00:16:03.000 --> 00:16:05.000]  我們等一下看看歷代字
[00:16:05.000 --> 00:16:09.000]  到底有什麼中心值得去反省
[00:16:09.000 --> 00:16:13.000]  所以我們現在又快問快答
[00:16:13.000 --> 00:16:17.000]  講著講著我們又問問大家
[00:16:17.000 --> 00:16:23.000]  因為這些問題幫助我們了解這些訊息和資訊
[00:16:23.000 --> 00:16:25.000]  第一條問題
[00:16:25.000 --> 00:16:27.000]  現在是禮真的
[00:16:27.000 --> 00:16:31.000]  我要將問題
[00:16:31.000 --> 00:16:33.000]  Question 1
[00:16:33.000 --> 00:16:35.000]  Will
[00:16:35.000 --> 00:16:37.000]  先打上去
[00:16:37.000 --> 00:16:39.000]  問第一個問題
[00:16:39.000 --> 00:16:41.000]  第一個問題就是
[00:16:41.000 --> 00:16:44.000]  希伯來文 舊約聖經
[00:16:44.000 --> 00:16:49.000]  將所有書卷分成哪三類
[00:16:49.000 --> 00:16:53.000]  第一是律法書 歷史書 智慧書
[00:16:53.000 --> 00:16:57.000]  第二是律法書 前先之書 後先之書
[00:16:57.000 --> 00:17:00.000]  第三是律法書 先之書 和寫作
[00:17:00.000 --> 00:17:05.000]  到底哪一個才是正確的答案呢
[00:17:05.000 --> 00:17:07.000]  剛才不是真的
[00:17:07.000 --> 00:17:09.000]  剛才是玩玩而已
[00:17:09.000 --> 00:17:11.000]  現在是真的
[00:17:11.000 --> 00:17:15.000]  到底希伯來聖經
[00:17:15.000 --> 00:17:19.000]  將所有書卷分成哪三類呢
[00:17:19.000 --> 00:17:21.000]  答案很顯然就是第三
[00:17:21.000 --> 00:17:25.000]  律法書 先之書 和寫作
[00:17:25.000 --> 00:17:30.000]  所以叫做Tanakh
[00:17:30.000 --> 00:17:41.000]  因為有Torah 先之書 和寫作
[00:17:41.000 --> 00:17:45.000]  你去過我live的朋友
[00:17:45.000 --> 00:17:47.000]  你會知道問題很容易
[00:17:47.000 --> 00:17:49.000]  但這次不是真的
[00:17:49.000 --> 00:17:51.000]  這次比較難
[00:17:51.000 --> 00:17:54.000]  第三就是正確答案
[00:17:54.000 --> 00:17:58.000]  分開Torah 先之書 和寫作
[00:17:58.000 --> 00:18:00.000]  最後的那本就是剛才所說的
[00:18:00.000 --> 00:18:02.000]  First and Second Chronicles
[00:18:02.000 --> 00:18:04.000]  歷代字
[00:18:04.000 --> 00:18:06.000]  第二條問題準備好了嗎
[00:18:06.000 --> 00:18:10.000]  第二條問題
[00:18:10.000 --> 00:18:17.000]  舊約歷史最大的轉捩點是耶路撒冷第一聖殿被毀
[00:18:17.000 --> 00:18:20.000]  這件事發生在哪一年
[00:18:20.000 --> 00:18:23.000]  第一是公元前931年
[00:18:23.000 --> 00:18:26.000]  第二是公元後70年
[00:18:26.000 --> 00:18:32.000]  第三是公元前586年
[00:18:32.000 --> 00:18:34.000]  這年是哪一年呢
[00:18:34.000 --> 00:18:41.000]  在舊約歷史最大的轉捩點
[00:18:41.000 --> 00:18:48.000]  答案很明顯是586年
[00:18:48.000 --> 00:18:53.000]  這一年就是舊約聖經經常想起
[00:18:53.000 --> 00:18:56.000]  流亡然後再回歸
[00:18:56.000 --> 00:18:58.000]  這是第一聖殿被毀
[00:18:58.000 --> 00:19:00.000]  第二個選項
[00:19:00.000 --> 00:19:02.000]  我們很容易搞錯
[00:19:02.000 --> 00:19:04.000]  公元後70年
[00:19:04.000 --> 00:19:06.000]  這是第二聖殿被毀的時候
[00:19:06.000 --> 00:19:16.000]  第一聖殿被毀是舊約歷史最決定的時刻
[00:19:16.000 --> 00:19:20.000]  很多朋友答對了
[00:19:20.000 --> 00:19:24.000]  繼續努力
[00:19:24.000 --> 00:19:30.000]  第三條就是舊約歷史書
[00:19:30.000 --> 00:19:33.000]  在希伯來文的聖經中
[00:19:33.000 --> 00:19:37.000]  希伯來文的書是哪一類的書
[00:19:37.000 --> 00:19:38.000]  第一是先知書
[00:19:38.000 --> 00:19:39.000]  第二是律法書
[00:19:39.000 --> 00:19:42.000]  第三是前先知書
[00:19:42.000 --> 00:19:44.000]  這個很難
[00:19:44.000 --> 00:19:46.000]  我們現在所看的歷史書
[00:19:46.000 --> 00:19:48.000]  書士德澤王等等
[00:19:48.000 --> 00:19:50.000]  在希伯來文中
[00:19:50.000 --> 00:20:00.000]  到底哪一類書是屬於哪一類的書卷呢
[00:20:00.000 --> 00:20:04.000]  答案是哪一類呢
[00:20:04.000 --> 00:20:06.000]  這個有點困難
[00:20:06.000 --> 00:20:10.000]  其實是前先知書
[00:20:10.000 --> 00:20:13.000]  先知書不是很正確
[00:20:13.000 --> 00:20:15.000]  分為前先知書
[00:20:15.000 --> 00:20:22.000]  前先知書就是希伯來的聖經
[00:20:22.000 --> 00:20:25.000]  去看歷史書
[00:20:25.000 --> 00:20:27.000]  為什麼呢
[00:20:27.000 --> 00:20:29.000]  要知道看歷史書的時候
[00:20:29.000 --> 00:20:33.000]  他不只是告訴你以前發生過什麼事
[00:20:33.000 --> 00:20:38.000]  而是用先知的角度告訴你為什麼如此發生
[00:20:38.000 --> 00:20:40.000]  所以有些說話是
[00:20:40.000 --> 00:20:42.000]  他們不聽先知的說話
[00:20:42.000 --> 00:20:44.000]  不聽阿哈的說話
[00:20:44.000 --> 00:20:46.000]  不聽以利亞的說話
[00:20:46.000 --> 00:20:49.000]  所以以色列國或猶大國
[00:20:49.000 --> 00:20:53.000]  一直在下降
[00:20:53.000 --> 00:20:55.000]  所以是一種先知書
[00:20:55.000 --> 00:20:59.000]  是宣告上帝的說話
[00:20:59.000 --> 00:21:01.000]  當他們不聽上帝的話
[00:21:01.000 --> 00:21:03.000]  不去敬拜上帝的時候
[00:21:03.000 --> 00:21:07.000]  不去跟隨上帝的約書的時候
