
[00:00:00.000 --> 00:00:07.740]  多謝Carmen提醒我們教會有什麼重要的事情
[00:01:36.420 --> 00:01:38.420]  都是一些新的開始
[00:01:38.420 --> 00:01:40.420]  你知不知道我的女兒畢業了
[00:01:40.420 --> 00:01:43.420]  她5月14日畢業
[00:01:43.420 --> 00:01:45.420]  就是媽媽那天畢業
[00:01:45.420 --> 00:01:48.420]  所以那天我就不能夠和大家一起
[00:01:48.420 --> 00:01:51.420]  因為不知道為什麼大學不喜歡在母親節那天
[00:01:51.420 --> 00:01:53.420]  畢業禮
[00:01:53.420 --> 00:01:55.420]  真是麻煩
[00:01:55.420 --> 00:02:00.420]  所以我們一家就要去到Champaign那裡
[00:02:00.420 --> 00:02:02.420]  看她的畢業禮
[00:02:02.420 --> 00:02:04.420]  都是一個新的開始
[00:02:04.420 --> 00:02:07.420]  特別是一個新的開始不是畢業禮這麼簡單
[00:02:07.420 --> 00:02:10.420]  因為她過去一個學期
[00:02:10.420 --> 00:02:12.420]  她都已經回到芝加哥
[00:02:12.420 --> 00:02:15.420]  她因為要做教師
[00:02:15.420 --> 00:02:17.420]  所以她就在一間小學那裡
[00:02:17.420 --> 00:02:20.420]  去做Student Teaching
[00:02:20.420 --> 00:02:22.420]  就是做實習
[00:02:22.420 --> 00:02:26.420]  因為她一向都不是早起的人
[00:02:26.420 --> 00:02:28.420]  整個學期
[00:02:28.420 --> 00:02:29.420]  過去整個學期
[00:02:29.420 --> 00:02:31.420]  她是晨運這麼早起床
[00:02:31.420 --> 00:02:33.420]  六點多就要起床
[00:02:33.420 --> 00:02:35.420]  有誰六點多起床?
[00:02:35.420 --> 00:02:37.420]  哇 這麼多
[00:02:37.420 --> 00:02:39.420]  哇 這麼厲害
[00:02:39.420 --> 00:02:41.420]  我們約晨運
[00:02:41.420 --> 00:02:44.420]  有誰不是六點多起床?
[00:02:44.420 --> 00:02:45.420]  是很難的
[00:02:45.420 --> 00:02:47.420]  OK Good Amen
[00:02:47.420 --> 00:02:49.420]  我也不是
[00:02:49.420 --> 00:02:51.420]  我們兩個都不是早起的人
[00:02:51.420 --> 00:02:53.420]  因為你熟悉我的人
[00:02:53.420 --> 00:02:55.420]  我是夜鬼
[00:02:55.420 --> 00:02:57.420]  我最有效率的時間
[00:02:57.420 --> 00:03:00.420]  是晚上九點至凌晨兩點
[00:03:00.420 --> 00:03:02.420]  因為我要載她
[00:03:02.420 --> 00:03:05.420]  你知道我很喜歡女生
[00:03:05.420 --> 00:03:08.420]  我載她上班
[00:03:08.420 --> 00:03:10.420]  真是要命
[00:03:10.420 --> 00:03:13.420]  所以我六點多就要起床
[00:03:13.420 --> 00:03:15.420]  說真的就算她開車
[00:03:15.420 --> 00:03:17.420]  你也不放心
[00:03:17.420 --> 00:03:19.420]  或者她開車
[00:03:19.420 --> 00:03:20.420]  她也趕不上
[00:03:20.420 --> 00:03:24.420]  她在Healy小學上班
[00:03:24.420 --> 00:03:26.420]  拍邊
[00:03:26.420 --> 00:03:29.420]  除非有電單車給她
[00:03:29.420 --> 00:03:31.420]  因為這個緣故
[00:03:31.420 --> 00:03:33.420]  所以她頭一天的學生教育
[00:03:33.420 --> 00:03:34.420]  我就要載她
[00:03:34.420 --> 00:03:36.420]  我覺得很辛苦
[00:03:36.420 --> 00:03:37.420]  很辛苦
[00:03:37.420 --> 00:03:39.420]  她也很辛苦
[00:03:39.420 --> 00:03:41.420]  我更辛苦
[00:03:41.420 --> 00:03:43.420]  OK 我更辛苦
[00:03:43.420 --> 00:03:44.420]  我載完她之後
[00:03:44.420 --> 00:03:47.420]  簡直殘了我整個人
[00:03:47.420 --> 00:03:50.420]  所以很辛苦
[00:03:50.420 --> 00:03:52.420]  但她在過去的學期
[00:03:52.420 --> 00:03:53.420]  她也堅持
[00:03:53.420 --> 00:03:55.420]  也挺厲害
[00:03:55.420 --> 00:03:57.420]  所以有時候她要多花點錢
[00:03:57.420 --> 00:03:59.420]  再去買一杯Starbucks
[00:03:59.420 --> 00:04:01.420]  OK Fine
[00:04:01.420 --> 00:04:03.420]  It's OK
[00:04:03.420 --> 00:04:05.420]  剛好這個星期她結束了
[00:04:05.420 --> 00:04:07.420]  感謝主
[00:04:07.420 --> 00:04:08.420]  沒有一天遲到
[00:04:08.420 --> 00:04:09.420]  很厲害
[00:04:09.420 --> 00:04:11.420]  其實有幾天差點遲到
[00:04:11.420 --> 00:04:12.420]  因為我開車
[00:04:12.420 --> 00:04:14.420]  所以沒有遲到
[00:04:14.420 --> 00:04:16.420]  怎樣也好
[00:04:16.420 --> 00:04:17.420]  很辛苦
[00:04:17.420 --> 00:04:19.420]  但你看到她結束了這個學期
[00:04:19.420 --> 00:04:21.420]  終於完結了
[00:04:21.420 --> 00:04:24.420]  踏入一個新的章節
[00:04:24.420 --> 00:04:26.420]  她很開心
[00:04:26.420 --> 00:04:28.420]  完結了一個所謂的使命
[00:04:28.420 --> 00:04:30.420]  或者一章
[00:04:30.420 --> 00:04:32.420]  是一個很開心
[00:04:32.420 --> 00:04:34.420]  踏入新的一章的時候
[00:04:34.420 --> 00:04:36.420]  就不再回頭看
[00:04:36.420 --> 00:04:37.420]  當然
[00:04:37.420 --> 00:04:38.420]  將來去找一份工作
[00:04:38.420 --> 00:04:40.420]  一樣是這樣
[00:04:40.420 --> 00:04:42.420]  一樣這樣做
[00:04:42.420 --> 00:04:43.420]  但怎樣也好
[00:04:43.420 --> 00:04:44.420]  由舊去新
[00:04:44.420 --> 00:04:45.420]  是一種新的感覺
[00:04:45.420 --> 00:04:47.420]  一種新的經歷
[00:04:47.420 --> 00:04:48.420]  其實耶穌基督的復活
[00:04:48.420 --> 00:04:50.420]  就是想帶給我們這件事
[00:04:50.420 --> 00:04:53.420]  往往我們很多時候忘記了
[00:04:53.420 --> 00:04:55.420]  沒有被提醒
[00:04:55.420 --> 00:04:57.420]  我們做著做著基督徒的時候
[00:04:57.420 --> 00:04:59.420]  我們就忘記了這件事
[00:04:59.420 --> 00:05:01.420]  你知道耶穌基督的復活
[00:05:01.420 --> 00:05:03.420]  是一件很重要很重要
[00:05:03.420 --> 00:05:05.420]  很大件的事
[00:05:05.420 --> 00:05:07.420]  在聖經整個的救恩歷史裡面
[00:05:07.420 --> 00:05:09.420]  是一個中心
[00:05:09.420 --> 00:05:11.420]  十字架之後
[00:05:11.420 --> 00:05:13.420]  一定要有空墳墓
[00:05:13.420 --> 00:05:15.420]  空墳墓就是
[00:05:15.420 --> 00:05:18.420]  將整個的歷史
[00:05:18.420 --> 00:05:20.420]  分為兩半
[00:05:20.420 --> 00:05:21.420]  一個是舊的
[00:05:21.420 --> 00:05:22.420]  一個是新的
[00:05:22.420 --> 00:05:24.420]  有基督復活的緣故
[00:05:24.420 --> 00:05:27.420]  所以整個的世界就不同了
[00:05:27.420 --> 00:05:29.420]  所有屬基督的人
[00:05:29.420 --> 00:05:31.420]  他的方向也都不同了
[00:05:31.420 --> 00:05:34.420]  我正在預備去以色列
[00:05:34.420 --> 00:05:37.420]  因為五月尾會帶頸尖之妹去以色列
[00:05:37.420 --> 00:05:38.420]  我有一天就去到
[00:05:38.420 --> 00:05:39.420]  留意到
[00:05:39.420 --> 00:05:41.420]  之前沒有留意過這本看過的書
[00:05:41.420 --> 00:05:43.420]  下面那本我提過了
[00:05:43.420 --> 00:05:45.420]  講到復活的
[00:05:45.420 --> 00:05:47.420]  兩個的作者都是猶太人
[00:05:47.420 --> 00:05:49.420]  兩個都不是信耶穌
[00:05:49.420 --> 00:05:51.420]  所以為什麼要引用他們
[00:05:51.420 --> 00:05:53.420]  那些人就覺得
[00:05:53.420 --> 00:05:55.420]  賣花當然是賺花香
[00:05:55.420 --> 00:05:57.420]  聖經這樣講嘛
[00:05:57.420 --> 00:05:59.420]  當然聖經作的也可以
[00:05:59.420 --> 00:06:02.420]  我們有很多很瘋狂的想法
[00:06:02.420 --> 00:06:03.420]  我們覺得
[00:06:03.420 --> 00:06:05.420]  福音書裡面或者聖經裡面
[00:06:05.420 --> 00:06:07.420]  新約裡面講到復活的時候
[00:06:07.420 --> 00:06:09.420]  一定是講到賣花賺花香
[00:06:09.420 --> 00:06:13.420]  我就特別要引用這些作者
[00:06:13.420 --> 00:06:17.420]  或者學術的研究
[00:06:17.420 --> 00:06:19.420]  兩個都是猶太人
[00:06:19.420 --> 00:06:20.420]  兩個都是不信的
[00:06:20.420 --> 00:06:22.420]  第一個就是基辛格
[00:06:22.420 --> 00:06:24.420]  基辛格是一個很重要的
[00:06:24.420 --> 00:06:26.420]  已經過去世了
[00:06:26.420 --> 00:06:29.420]  很重要的一個猶太的識經者
[00:06:29.420 --> 00:06:32.420]  和一個猶太的歷史學家
[00:06:32.420 --> 00:06:33.420]  他說什麼呢
[00:06:33.420 --> 00:06:36.420]  他說沒有可能門徒是偷屍的
[00:06:36.420 --> 00:06:39.420]  偷屍不是偷秘密
[00:06:39.420 --> 00:06:41.420]  偷屍體
[00:06:41.420 --> 00:06:42.420]  沒有人偷屍
[00:06:42.420 --> 00:06:43.420]  沒有可能
[00:06:43.420 --> 00:06:45.420]  因為從他的歷史的角度來看
[00:06:45.420 --> 00:06:47.420]  從心理的角度來看
[00:06:47.420 --> 00:06:49.420]  那些門徒根本沒有可能會想出
[00:06:49.420 --> 00:06:51.420]  或者虛構一件這樣的事
[00:06:51.420 --> 00:06:53.420]  因為沒有任何動機
[00:06:53.420 --> 00:06:55.420]  因為沒有任何期望
[00:06:55.420 --> 00:06:57.420]  耶穌會首先復活
[00:06:57.420 --> 00:06:58.420]  但是誰知道
[00:06:58.420 --> 00:07:00.420]  新約的歷史的記載
[00:07:00.420 --> 00:07:02.420]  就是說他們就發現
[00:07:02.420 --> 00:07:04.420]  這個墳墓是空的
[00:07:04.420 --> 00:07:06.420]  耶穌是第一個從死裡復活
[00:07:06.420 --> 00:07:08.420]  並且帶給我們將來
[00:07:08.420 --> 00:07:10.420]  一切在基督裡面的人
[00:07:10.420 --> 00:07:12.420]  有身體復活的盼望
[00:07:12.420 --> 00:07:15.420]  下面Simon Gibson不說了
[00:07:15.420 --> 00:07:18.420]  這裡你可以自己參考一下
[00:07:18.420 --> 00:07:20.420]  他就說用歷史的角度
[00:07:20.420 --> 00:07:23.420]  科學的角度根本無法解釋
[00:07:23.420 --> 00:07:25.420]  總之那個墳墓就是空的
[00:07:25.420 --> 00:07:26.420]  就是空的
[00:07:26.420 --> 00:07:30.420]  除非你接受聖經的解釋
[00:07:30.420 --> 00:07:33.420]  就是上帝使神的兒子從死裡復活
[00:07:33.420 --> 00:07:35.420]  基督復活很重要
[00:07:35.420 --> 00:07:37.420]  基督復活很重要
[00:07:37.420 --> 00:07:39.420]  他說不多前書第十五章
[00:07:39.420 --> 00:07:41.420]  上次提到最後結論的時候
[00:07:41.420 --> 00:07:42.420]  保羅說
[00:07:42.420 --> 00:07:43.420]  若基督會有復活
[00:07:43.420 --> 00:07:45.420]  我們傳的便是謊言
[00:07:45.420 --> 00:07:48.420]  你們信的也是謊言
[00:07:48.420 --> 00:07:50.420]  useless
[00:07:50.420 --> 00:07:53.420]  我很喜歡ESV的翻譯
[00:07:53.420 --> 00:07:55.420]  他說in vain
[00:07:55.420 --> 00:07:57.420]  所有東西都是徒勞的
[00:07:57.420 --> 00:08:00.420]  你今天為了基督所走的路
[00:08:00.420 --> 00:08:02.420]  信耶穌的信仰
[00:08:02.420 --> 00:08:04.420]  一切都是徒勞的
[00:08:04.420 --> 00:08:06.420]  如果基督沒有復活
[00:08:06.420 --> 00:08:08.420]  基督既然有復活
[00:08:08.420 --> 00:08:11.420]  所以一切都是有意義的
[00:08:11.420 --> 00:08:13.420]  不會是空跑的
[00:08:13.420 --> 00:08:16.420]  謊言不會是徒勞的
[00:08:16.420 --> 00:08:17.420]  是有內容
[00:08:17.420 --> 00:08:19.420]  並且是有盼望的
[00:08:19.420 --> 00:08:23.420]  聖經裡面強調耶穌基督復活的事實
[00:08:23.420 --> 00:08:25.420]  和我們生命當中有的意義
[00:08:25.420 --> 00:08:27.420]  一次又一次在新約聖經裡面
[00:08:27.420 --> 00:08:29.420]  數不盡的這麼多次提到的
[00:08:29.420 --> 00:08:31.420]  新約的書信
[00:08:31.420 --> 00:08:33.420]  福音書裡面的記載
[00:08:33.420 --> 00:08:37.420]  所以今天我們看一段的故事
[00:08:37.420 --> 00:08:40.420]  是講到基督復活的顯現
[00:08:40.420 --> 00:08:42.420]  史羅行傳第九章
[00:08:42.420 --> 00:08:44.420]  看完的時候我想問你兩個問題
[00:08:44.420 --> 00:08:46.420]  我們留心看
[00:08:46.420 --> 00:08:48.420]  第九章第一節
[00:08:48.420 --> 00:08:51.420]  蘇羅仍然向主的門徒
[00:08:51.420 --> 00:08:53.420]  口吐威嚇兇殺的話
[00:08:53.420 --> 00:08:55.420]  去見大祭司
[00:08:55.420 --> 00:08:57.420]  求文書給大馬識
[00:08:57.420 --> 00:09:00.420]  或者大馬士革的國會堂
[00:09:00.420 --> 00:09:02.420]  若是找到信奉者道
[00:09:02.420 --> 00:09:03.420]  即是那些基督徒
[00:09:03.420 --> 00:09:06.420]  無論男女都准他捆綁
[00:09:06.420 --> 00:09:08.420]  帶到耶路撒冷
[00:09:08.420 --> 00:09:10.420]  蘇羅就上路
[00:09:10.420 --> 00:09:12.420]  將到大馬識
[00:09:12.420 --> 00:09:14.420]  忽然從天上發光
[00:09:14.420 --> 00:09:16.420]  四面照著他
[00:09:16.420 --> 00:09:18.420]  他就突然在地
[00:09:18.420 --> 00:09:19.420]  聽見有聲音對他說
[00:09:19.420 --> 00:09:21.420]  蘇羅蘇羅你為什麼逼迫我
[00:09:21.420 --> 00:09:23.420]  他說主啊你是誰
[00:09:23.420 --> 00:09:26.420]  主說我就是你所逼迫的耶穌
[00:09:26.420 --> 00:09:28.420]  起來進城去
[00:09:28.420 --> 00:09:31.420]  你所作的必有人告訴你
[00:09:31.420 --> 00:09:33.420]  同行的人站在那裡
[00:09:33.420 --> 00:09:34.420]  說不出話
[00:09:34.420 --> 00:09:37.420]  聽見聲音卻看不見人
[00:09:37.420 --> 00:09:39.420]  蘇羅從地上起來
[00:09:39.420 --> 00:09:40.420]  睜開眼睛
[00:09:40.420 --> 00:09:42.420]  竟不能看見什麼
[00:09:42.420 --> 00:09:43.420]  有人拉著他的手
[00:09:43.420 --> 00:09:45.420]  領他進大馬識
[00:09:45.420 --> 00:09:47.420]  三日不能看見
[00:09:47.420 --> 00:09:49.420]  也不吃也不喝
[00:09:49.420 --> 00:09:53.420]  這裡說到大馬識的顯然
[00:09:53.420 --> 00:09:58.420]  復活的主和保羅
[00:09:58.420 --> 00:09:59.420]  來到顯然
[00:09:59.420 --> 00:10:01.420]  第一個問題
[00:10:01.420 --> 00:10:03.420]  準備好了嗎
[00:10:03.420 --> 00:10:04.420]  第一個問題
[00:10:04.420 --> 00:10:07.420]  保羅去大馬識其實計劃了什麼
[00:10:07.420 --> 00:10:10.420]  他是寫信去大馬識
[00:10:10.420 --> 00:10:12.420]  還是迫害基督徒
[00:10:12.420 --> 00:10:14.420]  還是見大祭司
[00:10:14.420 --> 00:10:17.420]  他在耶路撒冷出發
[00:10:17.420 --> 00:10:19.420]  去大馬識
[00:10:19.420 --> 00:10:21.420]  還沒到大馬識的時候
[00:10:21.420 --> 00:10:23.420]  他想做什麼
[00:10:23.420 --> 00:10:26.420]  去大馬識抓那些基督徒
[00:10:26.420 --> 00:10:30.420]  以至他們能夠被帶回耶路撒冷
[00:10:30.420 --> 00:10:32.420]  然後他們受迫害
[00:10:32.420 --> 00:10:34.420]  嚴刑敲打等等
[00:10:34.420 --> 00:10:36.420]  所以是迫害
[00:10:36.420 --> 00:10:38.420]  第二個問題
[00:10:38.420 --> 00:10:43.420]  復活的基督徒在哪裡向保羅顯然
[00:10:43.420 --> 00:10:45.420]  是往耶路撒冷的路上
[00:10:45.420 --> 00:10:47.420]  往撒瑪利亞的路上
[00:10:47.420 --> 00:10:49.420]  還是往大馬識的路上
[00:10:49.420 --> 00:10:51.420]  是什麼
[00:10:51.420 --> 00:10:53.420]  是施而為
[00:10:53.420 --> 00:10:55.420]  大馬識的路上
[00:10:55.420 --> 00:10:57.420]  去大馬識的路上
[00:10:57.420 --> 00:11:01.420]  所以這段聖經說到他上路去大馬識的時候
[00:11:01.420 --> 00:11:03.420]  他就見到復活的主
[00:11:03.420 --> 00:11:05.420]  然後這個本身迫害教會
[00:11:05.420 --> 00:11:08.420]  迫害基督徒的使徒保羅
[00:11:08.420 --> 00:11:09.420]  以前叫蘇羅
[00:11:09.420 --> 00:11:10.420]  蘇羅或者保羅
[00:11:10.420 --> 00:11:12.420]  不同兩個語言
[00:11:12.420 --> 00:11:15.420]  然後他信了主
[00:11:15.420 --> 00:11:19.420]  然後他成為了上帝自己的使徒
[00:11:19.420 --> 00:11:21.420]  這裡有兩點
[00:11:21.420 --> 00:11:23.420]  第一點
[00:11:23.420 --> 00:11:25.420]  就是復活的主
[00:11:25.420 --> 00:11:29.420]  是一個根本不會預期不配的地方出現
[00:11:29.420 --> 00:11:31.420]  第二點
[00:11:31.420 --> 00:11:35.420]  就是復活的主向一個不配的生命顯然
[00:11:35.420 --> 00:11:39.420]  保羅在大馬識的路上
[00:11:39.420 --> 00:11:41.420]  見到復活的主
[00:11:41.420 --> 00:11:42.420]  榮耀的主
[00:11:42.420 --> 00:11:44.420]  向他顯然
[00:11:44.420 --> 00:11:46.420]  這是一個歷史的事實
[00:11:46.420 --> 00:11:48.420]  也沒有什麼人會懷疑
[00:11:48.420 --> 00:11:51.420]  並且在自古到今
[00:11:51.420 --> 00:11:54.420]  也有很多人記起這件事
[00:11:54.420 --> 00:11:56.420]  有很多畫家
[00:11:56.420 --> 00:12:00.420]  一些很有名的作品
[00:12:00.420 --> 00:12:03.420]  都是以這個主題來畫出來的
[00:12:03.420 --> 00:12:05.420]  你可以看到左邊這幅
[00:12:05.420 --> 00:12:08.420]  1600年的時候已經有的油畫
[00:12:08.420 --> 00:12:10.420]  裡面提到
[00:12:10.420 --> 00:12:12.420]  或者用了一個題材
[00:12:12.420 --> 00:12:14.420]  就是他上大馬識的時候
[00:12:14.420 --> 00:12:16.420]  突然有榮光向他顯然
[00:12:16.420 --> 00:12:18.420]  復活的主向他顯然
[00:12:18.420 --> 00:12:21.420]  然後他就從馬上跌下來
[00:12:21.420 --> 00:12:23.420]  然後那種混亂
[00:12:23.420 --> 00:12:28.420]  這件事到底有什麼我們需要留意
[00:12:28.420 --> 00:12:30.420]  第一我想需要留意的是
[00:12:30.420 --> 00:12:32.420]  到底保羅是一個怎樣的人
[00:12:32.420 --> 00:12:34.420]  他本身是一個怎樣的人
[00:12:34.420 --> 00:12:37.420]  他的家底或者他的背景是怎樣的
[00:12:37.420 --> 00:12:40.420]  保羅在不同的地方提到
[00:12:40.420 --> 00:12:44.420]  說他是一個法理錯人
[00:12:44.420 --> 00:12:48.420]  是嚴守上帝的律法的
[00:12:48.420 --> 00:12:52.420]  他是一個所謂超正統的猶太人
[00:12:52.420 --> 00:12:54.420]  我覺得今天如果你要畫圖
[00:12:54.420 --> 00:12:56.420]  保羅是一個怎樣的人的時候
[00:12:56.420 --> 00:12:58.420]  你就要想這些人
[00:12:58.420 --> 00:13:04.420]  這些叫做超正統的猶太人
[00:13:04.420 --> 00:13:08.420]  在布魯克林紐約或者斯科奇
[00:13:08.420 --> 00:13:11.420]  更多當然在耶路撒冷
[00:13:11.420 --> 00:13:13.420]  這些超正統猶太人
[00:13:13.420 --> 00:13:18.420]  日日夜夜他們所穿的衣服就是黑與白
[00:13:18.420 --> 00:13:22.420]  每天在家裡他們就是去祈禱
[00:13:22.420 --> 00:13:24.420]  然後去讀經
[00:13:24.420 --> 00:13:27.420]  在以色列的政府或者以色列的環境裡面
[00:13:27.420 --> 00:13:28.420]  他們是有政府養的
[00:13:28.420 --> 00:13:32.420]  所以每天就是去到嚴守他們的律法
[00:13:32.420 --> 00:13:34.420]  好不好這樣做人
[00:13:34.420 --> 00:13:36.420]  OK喔
[00:13:36.420 --> 00:13:38.420]  不用做
[00:13:38.420 --> 00:13:40.420]  不用做啊要做啊
[00:13:40.420 --> 00:13:42.420]  你去禮拜的
[00:13:42.420 --> 00:13:44.420]  每天都要去的
[00:13:44.420 --> 00:13:46.420]  不用做
[00:13:46.420 --> 00:13:48.420]  好像你上班一樣
[00:13:48.420 --> 00:13:50.420]  他們就去西場或者去不同的會堂
[00:13:50.420 --> 00:13:53.420]  他們就去讀經去祈禱
[00:13:53.420 --> 00:13:56.420]  飲食方面當然他們也是超正統
[00:13:56.420 --> 00:14:02.420]  所以會按照摩西律法的吩咐
[00:14:02.420 --> 00:14:05.420]  等等等等
[00:14:05.420 --> 00:14:08.420]  這些就是所謂當時的保羅
[00:14:08.420 --> 00:14:10.420]  如果我們明白
[00:14:10.420 --> 00:14:13.420]  法利賽人到底會發生什麼事的時候
[00:14:13.420 --> 00:14:17.420]  可能會多一點點明白保羅的行動
[00:14:17.420 --> 00:14:19.420]  或者訴羅的行動
[00:14:19.420 --> 00:14:21.420]  我們千萬不要搞錯
[00:14:21.420 --> 00:14:22.420]  有時候我們誤會
[00:14:22.420 --> 00:14:24.420]  就是他們守律法
[00:14:24.420 --> 00:14:26.420]  是因為他們覺得守盡律法
[00:14:26.420 --> 00:14:27.420]  他就可以得救
[00:14:27.420 --> 00:14:29.420]  用基督徒的術語來說
[00:14:29.420 --> 00:14:31.420]  我們做不夠
[00:14:31.420 --> 00:14:32.420]  我們要做夠他
[00:14:32.420 --> 00:14:34.420]  守夠安息人
[00:14:34.420 --> 00:14:36.420]  守夠食物的條例
[00:14:36.420 --> 00:14:37.420]  Culture等等
[00:14:37.420 --> 00:14:40.420]  我們才可以叫做神的子民
[00:14:40.420 --> 00:14:41.420]  才能夠做到神的子民
[00:14:41.420 --> 00:14:43.420]  做不到的時候我們就很缺陷
[00:14:43.420 --> 00:14:44.420]  我們就不夠了
[00:14:44.420 --> 00:14:46.420]  我們就做不到上帝的子民
[00:14:46.420 --> 00:14:47.420]  No No No
[00:14:47.420 --> 00:14:48.420]  不是啊
[00:14:48.420 --> 00:14:50.420]  是相反的
[00:14:50.420 --> 00:14:52.420]  相反就是因為他們
[00:14:52.420 --> 00:14:54.420]  認為他們是神的選民
[00:14:54.420 --> 00:14:57.420]  所以他們去嚴守律法
[00:14:57.420 --> 00:14:59.420]  你明白我的意思嗎
[00:14:59.420 --> 00:15:01.420]  不是因為他們做不夠
[00:15:01.420 --> 00:15:03.420]  不是一種Work Rights
[00:15:03.420 --> 00:15:05.420]  大部分的猶太人
[00:15:05.420 --> 00:15:07.420]  特別我講第一世紀的時候
[00:15:07.420 --> 00:15:09.420]  訴羅保羅等等
[00:15:09.420 --> 00:15:12.420]  他們不是為了守律法而去得救
[00:15:12.420 --> 00:15:16.420]  而是相反因為他們已經是立約的子民
[00:15:16.420 --> 00:15:18.420]  起碼他們覺得他們是
[00:15:18.420 --> 00:15:20.420]  因為他們血統上是
[00:15:20.420 --> 00:15:21.420]  我們就是那種族
[00:15:21.420 --> 00:15:23.420]  或者我們就是那班的選民
[00:15:23.420 --> 00:15:25.420]  所以我們的身份
[00:15:25.420 --> 00:15:29.420]  就應該履行這些律法的生活和責任
[00:15:29.420 --> 00:15:31.420]  是反過來的
[00:15:31.420 --> 00:15:33.420]  是反過來的
[00:15:33.420 --> 00:15:35.420]  以前的法理賽人
[00:15:35.420 --> 00:15:39.420]  當時的猶太教裡面
[00:15:39.420 --> 00:15:41.420]  其中一個的學派
[00:15:41.420 --> 00:15:43.420]  其中一個的支派 中派
[00:15:43.420 --> 00:15:45.420]  法理賽人
[00:15:45.420 --> 00:15:49.420]  他們守律法是因為他們是神的子民的身份
[00:15:49.420 --> 00:15:52.420]  並且他們相信
[00:15:52.420 --> 00:15:54.420]  或者那些真的超正統的法理賽人
[00:15:54.420 --> 00:15:59.420]  他們相信如果全民皆守律法的時候
[00:15:59.420 --> 00:16:01.420]  所有人 我們每一個都是守律法
[00:16:01.420 --> 00:16:03.420]  所有的猶太人
[00:16:03.420 --> 00:16:05.420]  我們同種族的人
[00:16:05.420 --> 00:16:07.420]  我們的骨肉之親
[00:16:07.420 --> 00:16:09.420]  全部都是去守律法的話
[00:16:09.420 --> 00:16:11.420]  神的國才會來到
[00:16:11.420 --> 00:16:15.420]  所以他們說叫做大發熱心是什麼意思
[00:16:15.420 --> 00:16:18.420]  不單止他們要守律法
[00:16:18.420 --> 00:16:20.420]  也是大家一起守律法
[00:16:20.420 --> 00:16:24.420]  見到其他的自己人
[00:16:24.420 --> 00:16:26.420]  不去守律法的時候就很大件事了
[00:16:26.420 --> 00:16:27.420]  為什麼
[00:16:27.420 --> 00:16:29.420]  因為你阻礙地球轉
[00:16:29.420 --> 00:16:31.420]  上帝國要臨到
[00:16:31.420 --> 00:16:33.420]  為什麼你不守安息
[00:16:33.420 --> 00:16:35.420]  為什麼你不做神的子民應該做的事
[00:16:35.420 --> 00:16:40.420]  這個叫做大發熱心去守律法
[00:16:40.420 --> 00:16:44.420]  就是因為他們盼望著上帝的國臨到
[00:16:44.420 --> 00:16:46.420]  上帝的國臨到的時候
[00:16:46.420 --> 00:16:48.420]  全國的世界就會改變了
[00:16:48.420 --> 00:16:50.420]  新天新地就會來到
[00:16:50.420 --> 00:16:53.420]  然後身體也會有復活
