
[00:00:00.000 --> 00:00:03.660]  繼續這個《亂世啟事錄》的系列
[00:03:59.260 --> 00:04:02.060]  基督才真正會再來
[00:04:02.060 --> 00:04:03.260]  有Second Coming
[00:04:03.260 --> 00:04:04.860]  那些細節我們不講了
[00:04:04.860 --> 00:04:06.860]  大概這個講法
[00:04:06.860 --> 00:04:08.860]  在華人的教會裡面
[00:04:08.860 --> 00:04:10.860]  是非常普遍的
[00:04:10.860 --> 00:04:12.860]  叫做災前被提論
[00:04:12.860 --> 00:04:14.860]  Pretributional Rapture
[00:04:14.860 --> 00:04:19.860]  你見到教會現在快要終末的時候
[00:04:19.860 --> 00:04:22.860]  基督會回來被提
[00:04:22.860 --> 00:04:24.860]  教會會被提
[00:04:24.860 --> 00:04:27.860]  但是那個被提是秘密的
[00:04:27.860 --> 00:04:29.860]  不是普世人會見到
[00:04:29.860 --> 00:04:31.860]  是基督徒會突然間消失
[00:04:31.860 --> 00:04:32.860]  你們坐在那裡的時候
[00:04:32.860 --> 00:04:33.860]  你突然間會消失
[00:04:33.860 --> 00:04:34.860]  只剩下一套衣服在那裡
[00:04:34.860 --> 00:04:38.860]  然後大災難七年就會臨到
[00:04:38.860 --> 00:04:40.860]  最後的時候
[00:04:40.860 --> 00:04:43.860]  基督才會第二次回來
[00:04:43.860 --> 00:04:45.860]  我記得年輕的時候
[00:04:45.860 --> 00:04:47.860]  大學的時候
[00:04:47.860 --> 00:04:49.860]  成長的教會
[00:04:49.860 --> 00:04:51.860]  不止一間
[00:04:51.860 --> 00:04:55.860]  都是講這個所謂時代論
[00:04:55.860 --> 00:04:58.860]  這個災前被提論
[00:04:58.860 --> 00:05:01.860]  尤其去到80年代90年代的時候
[00:05:01.860 --> 00:05:04.860]  我們比較成熟的那些
[00:05:04.860 --> 00:05:07.860]  我們知道80年代90年代的時候
[00:05:07.860 --> 00:05:09.860]  所謂世界大亂的時候
[00:05:09.860 --> 00:05:11.860]  你記得90年代
[00:05:11.860 --> 00:05:14.860]  有波斯灣的戰爭
[00:05:14.860 --> 00:05:15.860]  石油危機
[00:05:15.860 --> 00:05:20.860]  然後就有蘇共解體等等
[00:05:20.860 --> 00:05:23.860]  很多世界的大事就發生
[00:05:23.860 --> 00:05:26.860]  這種講法就是大行其道
[00:05:26.860 --> 00:05:28.860]  如果你記得的話
[00:05:28.860 --> 00:05:30.860]  有一些這樣的書籍
[00:05:30.860 --> 00:05:32.860]  叫做Left Behind
[00:05:32.860 --> 00:05:36.860]  在95年的時候開始出版
[00:05:36.860 --> 00:05:41.860]  用小說的形式來講這些災前被提
[00:05:41.860 --> 00:05:43.860]  然後有七年的大災難臨到
[00:05:43.860 --> 00:05:46.860]  你看到有些車的標誌
[00:05:46.860 --> 00:05:49.860]  In case of rupture happen的話
[00:05:49.860 --> 00:05:51.860]  這輛車就沒有人開
[00:05:51.860 --> 00:05:54.860]  不是說這輛車是自動車
[00:05:54.860 --> 00:05:56.860]  是會撞車
[00:05:56.860 --> 00:05:57.860]  因為你突然間消失
[00:05:57.860 --> 00:05:59.860]  In case of rupture
[00:05:59.860 --> 00:06:00.860]  你的Facebook就沒有人更新
[00:06:00.860 --> 00:06:02.860]  或者現在有些網站
[00:06:02.860 --> 00:06:04.860]  這個網站都進行了很久
[00:06:04.860 --> 00:06:06.860]  叫做Rupture Index
[00:06:06.860 --> 00:06:08.860]  去看一下
[00:06:08.860 --> 00:06:13.860]  什麼時候那個Index會高呢
[00:06:13.860 --> 00:06:14.860]  好像一些指數
[00:06:14.860 --> 00:06:16.860]  恆生指數或者股票指數
[00:06:16.860 --> 00:06:20.860]  主要的秘密的反應
[00:06:20.860 --> 00:06:23.860]  被提就會很快出現
[00:06:23.860 --> 00:06:26.860]  這裡值得我們去想一想
[00:06:26.860 --> 00:06:28.860]  會不會有時候
[00:06:28.860 --> 00:06:32.860]  我們有一些是既定了的時間表
[00:06:32.860 --> 00:06:34.860]  或者既定了的一些詮釋
[00:06:34.860 --> 00:06:37.860]  然後我們就將其他的經文
[00:06:37.860 --> 00:06:39.860]  Cut and paste 然後插進去
[00:06:39.860 --> 00:06:41.860]  剛才我們的表
[00:06:41.860 --> 00:06:42.860]  就給大家看到了
[00:06:42.860 --> 00:06:44.860]  有一些既定的中末的時間表
[00:06:44.860 --> 00:06:46.860]  我們先預設了
[00:06:46.860 --> 00:06:47.860]  然後我們看任何的經文
[00:06:47.860 --> 00:06:50.860]  有關中末的時候啟示錄等等的經文
[00:06:50.860 --> 00:06:52.860]  貼在前書第四章
[00:06:52.860 --> 00:06:54.860]  我們就將這些東西插進去
[00:06:54.860 --> 00:07:00.860]  這個講法或者這種論述
[00:07:00.860 --> 00:07:05.860]  有沒有搞清楚聖經裡面想講什麼呢
[00:07:05.860 --> 00:07:06.860]  我想問你
[00:07:06.860 --> 00:07:09.860]  這些時間表
[00:07:09.860 --> 00:07:15.860]  你覺得是Pro War 還是Anti War
[00:07:15.860 --> 00:07:19.860]  是好戰還是反戰
[00:07:19.860 --> 00:07:23.860]  你有沒有聽過最近香港的一首新歌
[00:07:23.860 --> 00:07:24.860]  我今早剛聽完
[00:07:24.860 --> 00:07:26.860]  作品的說話
[00:07:26.860 --> 00:07:28.860]  姜濤的那首歌
[00:07:28.860 --> 00:07:30.860]  是反戰的歌
[00:07:30.860 --> 00:07:35.860]  你覺得這些的備提論
[00:07:35.860 --> 00:07:37.860]  是好戰還是反戰
[00:07:37.860 --> 00:07:39.860]  是好戰
[00:07:39.860 --> 00:07:42.860]  我還記得八九十年代的時候
[00:07:42.860 --> 00:07:44.860]  有很多這樣的論述出來的時候
[00:07:44.860 --> 00:07:46.860]  波斯灣發生什麼事
[00:07:46.860 --> 00:07:47.860]  或者中東發生什麼事
[00:07:47.860 --> 00:07:49.860]  有很多這樣的論述的人
[00:07:49.860 --> 00:07:51.860]  就會說是要打的了
[00:07:51.860 --> 00:07:52.860]  沒辦法了
[00:07:52.860 --> 00:07:53.860]  一定要打的了
[00:07:53.860 --> 00:07:55.860]  直接應該要打了
[00:07:56.860 --> 00:07:59.860]  這樣的既定的時間表
[00:07:59.860 --> 00:08:02.860]  然後我們有一些既定的想法
[00:08:02.860 --> 00:08:05.860]  會不會影響我們怎樣看世事呢
[00:08:05.860 --> 00:08:07.860]  或者最重要的一樣東西
[00:08:07.860 --> 00:08:09.860]  是不是我們沒有搞清楚
[00:08:09.860 --> 00:08:11.860]  聖經想講什麼
[00:08:11.860 --> 00:08:12.860]  我不管你哪一排
[00:08:12.860 --> 00:08:17.860]  最重要是看清楚聖經背後的背景
[00:08:17.860 --> 00:08:21.860]  到底背景他想要提出一個什麼問題
[00:08:21.860 --> 00:08:23.860]  然後我們從那個方法來入手
[00:08:23.860 --> 00:08:25.860]  才能夠看得清楚
[00:08:25.860 --> 00:08:26.860]  啟示錄是這樣看
[00:08:26.860 --> 00:08:28.860]  貼心學家的前書也是這樣看
[00:08:28.860 --> 00:08:30.860]  這段所謂的備提經文
[00:08:30.860 --> 00:08:31.860]  我們一起看一下
[00:08:31.860 --> 00:08:33.860]  大兄姐們
[00:08:33.860 --> 00:08:36.860]  至於已睡了的人
[00:08:36.860 --> 00:08:38.860]  我們不願意你們不知道
[00:08:38.860 --> 00:08:40.860]  恐怕你們憂傷
[00:08:40.860 --> 00:08:43.860]  像那些沒有指望的人一樣
[00:08:43.860 --> 00:08:47.860]  你知道保羅寫那些新約的書信
[00:08:47.860 --> 00:08:49.860]  寫給教會的
[00:08:49.860 --> 00:08:52.860]  很多時候是一個回覆的電郵
[00:08:52.860 --> 00:08:56.860]  就是說你看到保羅回覆寫了什麼
[00:08:56.860 --> 00:08:59.860]  但是原本的電郵是沒有的
[00:08:59.860 --> 00:09:03.860]  所以你就用回覆的電郵來猜測
[00:09:03.860 --> 00:09:05.860]  或者去重構一下
[00:09:05.860 --> 00:09:07.860]  到底當時教會在問什麼問題
[00:09:07.860 --> 00:09:09.860]  當時貼心學家的教會
[00:09:09.860 --> 00:09:11.860]  可能在問這個問題就是
[00:09:11.860 --> 00:09:13.860]  在他們中間
[00:09:13.860 --> 00:09:15.860]  他們受了很多苦
[00:09:15.860 --> 00:09:17.860]  這個初生的教會
[00:09:17.860 --> 00:09:19.860]  有很多的基督徒
[00:09:19.860 --> 00:09:21.860]  因為有很多方面的打壓
[00:09:21.860 --> 00:09:23.860]  在當時的羅馬帝國的時候
[00:09:23.860 --> 00:09:25.860]  特別是一些有權勢的猶太人
[00:09:25.860 --> 00:09:27.860]  就去到貼心學家的城裡面
[00:09:27.860 --> 00:09:29.860]  對這些教會
[00:09:29.860 --> 00:09:31.860]  對這些基督徒
[00:09:31.860 --> 00:09:32.860]  就造成很多的影響
[00:09:32.860 --> 00:09:34.860]  很多的壓迫
[00:09:34.860 --> 00:09:35.860]  甚至有些人
[00:09:35.860 --> 00:09:38.860]  有些信徒是死了的
[00:09:38.860 --> 00:09:40.860]  是殉道死的
[00:09:40.860 --> 00:09:41.860]  因為福音的緣故
[00:09:41.860 --> 00:09:42.860]  因為信耶穌的緣故
[00:09:42.860 --> 00:09:44.860]  他們是殉道
[00:09:44.860 --> 00:09:47.860]  所以這群人你可以自然想到
[00:09:47.860 --> 00:09:50.860]  他們所有的教會
[00:09:50.860 --> 00:09:53.860]  所有的信徒都相信主會再來
[00:09:53.860 --> 00:09:56.860]  耶穌基督曾經從死裡面復活
[00:09:56.860 --> 00:09:59.860]  隨時祂會再來再回來
[00:09:59.860 --> 00:10:02.860]  那些貼心學家的信徒
[00:10:02.860 --> 00:10:03.860]  就可能會問
[00:10:03.860 --> 00:10:06.860]  到底基督榮耀再來的時候
[00:10:06.860 --> 00:10:09.860]  到底這些已死的信徒
[00:10:09.860 --> 00:10:10.860]  已經殉道了的信徒
[00:10:10.860 --> 00:10:13.860]  會不會錯過了
[00:10:13.860 --> 00:10:16.860]  基督的榮耀的國度呢
[00:10:16.860 --> 00:10:19.860]  因為他們有生之年的時候
[00:10:19.860 --> 00:10:21.860]  未必能夠等到
[00:10:21.860 --> 00:10:24.860]  看到耶穌基督的榮耀的再來
[00:10:24.860 --> 00:10:27.860]  所以他們會不會錯過了呢
[00:10:27.860 --> 00:10:29.860]  保羅的答覆就是
[00:10:29.860 --> 00:10:31.860]  他說一定是不會的
[00:10:31.860 --> 00:10:32.860]  十四節
[00:10:32.860 --> 00:10:36.860]  他說既然我們信了耶穌死了
[00:10:36.860 --> 00:10:38.860]  復活了
[00:10:38.860 --> 00:10:42.860]  那些已經在耶穌裡睡了的人
[00:10:42.860 --> 00:10:47.860]  上帝也必將他們與耶穌一同帶來
[00:10:47.860 --> 00:10:49.860]  我們照著主的話告訴你們一件事
[00:10:49.860 --> 00:10:50.860]  請你們記得
[00:10:50.860 --> 00:10:52.860]  一件事
[00:10:52.860 --> 00:10:55.860]  你們者活著還存留在主
[00:10:55.860 --> 00:10:57.860]  到主來臨的時候
[00:10:57.860 --> 00:10:59.860]  你們這班人
[00:10:59.860 --> 00:11:04.860]  絕不會在那已經睡了的人之先
[00:11:04.860 --> 00:11:07.860]  睡了的人當然是一個類比
[00:11:07.860 --> 00:11:08.860]  我們在基督裡面
[00:11:08.860 --> 00:11:10.860]  我們離開這個世界
[00:11:10.860 --> 00:11:12.860]  我們就算叫做睡了的人
[00:11:12.860 --> 00:11:14.860]  不代表我們沒有知覺
[00:11:14.860 --> 00:11:16.860]  離開這個世界
[00:11:16.860 --> 00:11:19.860]  我們會與主同在
[00:11:19.860 --> 00:11:24.860]  然後我們就在天上等待主的再來
[00:11:24.860 --> 00:11:27.860]  所以這裡不是說他們沒有知覺
[00:11:27.860 --> 00:11:29.860]  但是保羅主要想說的是什麼呢
[00:11:29.860 --> 00:11:34.860]  他們不單止這班在基督裡面要以睡了的信徒
[00:11:34.860 --> 00:11:40.860]  不單止他們不會錯過上帝基督榮耀的再來
[00:11:40.860 --> 00:11:42.860]  不單止不會
[00:11:42.860 --> 00:11:45.860]  反而會是主再來的時候
[00:11:45.860 --> 00:11:48.860]  主裡面先死的這班人
[00:11:48.860 --> 00:11:53.860]  他們會是第一批來去會見基督的
[00:11:53.860 --> 00:11:55.860]  不單止不會被收
[00:11:55.860 --> 00:11:58.860]  還會是第一批來去迎接基督的
[00:11:58.860 --> 00:11:59.860]  大家看下去
[00:11:59.860 --> 00:12:04.860]  因為召集另一法天使長的父聖一叫
[00:12:04.860 --> 00:12:06.860]  上帝的豪國一吹
[00:12:06.860 --> 00:12:09.860]  主必親自從天降臨
[00:12:09.860 --> 00:12:11.860]  那在基督裡面死了的人
[00:12:11.860 --> 00:12:14.860]  必先復活
[00:12:14.860 --> 00:12:18.860]  然後我們這些還活著還存留的人
[00:12:18.860 --> 00:12:22.860]  必與他們一同被提到雲裡
[00:12:22.860 --> 00:12:24.860]  在空中與主相會
[00:12:24.860 --> 00:12:29.860]  這樣我們就要和主永遠同在
[00:12:29.860 --> 00:12:32.860]  這裡很明顯見到
[00:12:32.860 --> 00:12:36.860]  就是說到天使長的聲音
[00:12:36.860 --> 00:12:38.860]  上帝豪國的聲音
[00:12:38.860 --> 00:12:40.860]  就是主會親自會來的
[00:12:40.860 --> 00:12:43.860]  但這個絕對不是秘密的
[00:12:43.860 --> 00:12:47.860]  沒可能解作秘密的
[00:12:47.860 --> 00:12:49.860]  因為是開放的
[00:12:49.860 --> 00:12:51.860]  是公開的
[00:12:51.860 --> 00:12:53.860]  不是秘密的回來
[00:12:53.860 --> 00:12:55.860]  神的豪國等等
[00:12:55.860 --> 00:12:57.860]  這裡有個字「被提」就是從這裡出來的
[00:12:57.860 --> 00:12:59.860]  所謂被提
[00:12:59.860 --> 00:13:00.860]  被提到底是什麼意思呢
[00:13:00.860 --> 00:13:04.860]  在空中與主相會
[00:13:04.860 --> 00:13:07.860]  如果你留意上下文的話
[00:13:07.860 --> 00:13:10.860]  就不是說被提到半空
[00:13:10.860 --> 00:13:12.860]  然後有些人消失了
[00:13:12.860 --> 00:13:16.860]  而是主裡面已死的人
[00:13:16.860 --> 00:13:19.860]  與我們還在世的人
[00:13:19.860 --> 00:13:21.860]  被提到半空
[00:13:21.860 --> 00:13:25.860]  去到會見這個正在下來的主
[00:13:25.860 --> 00:13:28.860]  就是中途我們上到去
[00:13:28.860 --> 00:13:29.860]  他降臨的時候
[00:13:29.860 --> 00:13:31.860]  中途我們上去會見他
[00:13:31.860 --> 00:13:32.860]  然後我們再下來
[00:13:32.860 --> 00:13:35.860]  上帝的國就會到了
[00:13:35.860 --> 00:13:38.860]  有個特別的字叫做相會
[00:13:38.860 --> 00:13:41.860]  是什麼字呢
[00:13:41.860 --> 00:13:43.860]  是一個專用的名詞
[00:13:43.860 --> 00:13:45.860]  專用的動詞
[00:13:45.860 --> 00:13:49.860]  形容當時羅馬帝國的軍王去打仗
[00:13:49.860 --> 00:13:51.860]  打仗完了他們海船回歸
[00:13:51.860 --> 00:13:53.860]  回到城的時候
[00:13:53.860 --> 00:13:55.860]  還沒進城之前
[00:13:55.860 --> 00:13:57.860]  那個城裡面的鄉親父老
[00:13:57.860 --> 00:13:59.860]  或者那些官長
[00:13:59.860 --> 00:14:03.860]  他們就會組織一些歡迎隊伍
[00:14:03.860 --> 00:14:07.860]  然後他們就會走到城外面
[00:14:07.860 --> 00:14:10.860]  將軍還沒回來
[00:14:10.860 --> 00:14:11.860]  還沒進城之前
[00:14:11.860 --> 00:14:14.860]  在中途與他相會
[00:14:14.860 --> 00:14:16.860]  相會之後
[00:14:16.860 --> 00:14:17.860]  歡迎了他
[00:14:17.860 --> 00:14:20.860]  然後就甲度歡呼地護送軍王
[00:14:20.860 --> 00:14:22.860]  或者那個將軍
[00:14:22.860 --> 00:14:24.860]  回到城裡面
[00:14:24.860 --> 00:14:25.860]  海船回歸
[00:14:25.860 --> 00:14:28.860]  就是一個這樣的景象
[00:14:28.860 --> 00:14:30.860]  那些達官貴人
[00:14:30.860 --> 00:14:33.860]  在古時在現代都是這樣的
[00:14:33.860 --> 00:14:37.860]  有些什麼大的人物駕到的時候
[00:14:37.860 --> 00:14:41.860]  總是會有一些很隆重的預備
[00:14:41.860 --> 00:14:43.860]  我們在芝加哥
[00:14:43.860 --> 00:14:45.860]  我們經常都會有這樣的情況
[00:14:45.860 --> 00:14:46.860]  是吧
[00:14:46.860 --> 00:14:50.860]  鎖齋突然間會封了
[00:14:50.860 --> 00:14:51.860]  突然間全部封了
[00:14:51.860 --> 00:14:52.860]  為什麼
[00:14:52.860 --> 00:14:53.860]  因為總統來
[00:14:53.860 --> 00:14:54.860]  是吧
[00:14:54.860 --> 00:14:55.860]  對嗎
[00:14:55.860 --> 00:14:57.860]  我記得剛來芝加哥的時候
[00:14:57.860 --> 00:15:00.860]  有些朋友很熟悉這裡的本地歷史
[00:15:00.860 --> 00:15:02.860]  就帶我到處去看
[00:15:02.860 --> 00:15:04.860]  他去到一個地方
[00:15:04.860 --> 00:15:08.860]  就叫做Rosevelle Road
[00:15:08.860 --> 00:15:10.860]  你知道Rosevelle Road
[00:15:10.860 --> 00:15:12.860]  有一段特別漂亮
[00:15:12.860 --> 00:15:13.860]  對嗎
[00:15:13.860 --> 00:15:16.860]  為什麼那段特別漂亮
[00:15:16.860 --> 00:15:18.860]  原來相傳在90年代的時候
[00:15:18.860 --> 00:15:20.860]  克林頓總統來芝加哥
[00:15:20.860 --> 00:15:22.860]  他是搭著軍用直升機
[00:15:22.860 --> 00:15:24.860]  來Grand Park降落的
[00:15:24.860 --> 00:15:26.860]  然後有歡迎隊伍去等他
[00:15:26.860 --> 00:15:29.860]  甲道歡呼他到了
[00:15:29.860 --> 00:15:31.860]  然後到了之前
[00:15:31.860 --> 00:15:33.860]  他還沒駕臨之前
[00:15:33.860 --> 00:15:36.860]  Rosevelle Road就是大裝修
[00:15:36.860 --> 00:15:38.860]  就是為了歡迎他
[00:15:38.860 --> 00:15:39.860]  是吧
[00:15:39.860 --> 00:15:42.860]  你住的區域之下是有錢人區
[00:15:42.860 --> 00:15:44.860]  是特別漂亮的
[00:15:44.860 --> 00:15:47.860]  當然這些達官貴人才有這樣的待遇
[00:15:47.860 --> 00:15:50.860]  我記得好幾年前我去完以色列
[00:15:50.860 --> 00:15:52.860]  回來的時候我跟老婆說
[00:15:52.860 --> 00:15:53.860]  我回來了
[00:15:53.860 --> 00:15:54.860]  我下機在奧希亞
[00:15:54.860 --> 00:15:56.860]  她就跟我說
[00:15:56.860 --> 00:15:58.860]  你自己坐車回來
[00:15:58.860 --> 00:16:03.860]  達官貴人才有這樣的待遇
[00:16:03.860 --> 00:16:05.860]  但羅馬帝國當時
[00:16:05.860 --> 00:16:07.860]  就是用一個這樣的方法
[00:16:07.860 --> 00:16:14.860]  來歡迎一些大官
[00:16:14.860 --> 00:16:18.860]  總統級的人來到城裡面
[00:16:18.860 --> 00:16:19.860]  In fact 這個字
[00:16:19.860 --> 00:16:21.860]  所謂會見這個字
[00:16:21.860 --> 00:16:25.860]  在《使徒行傳》第28章出現過
[00:16:25.860 --> 00:16:27.860]  當時保羅
[00:16:27.860 --> 00:16:29.860]  《使徒行傳》28章已經是最後一章
[00:16:29.860 --> 00:16:30.860]  說到什麼呢
[00:16:30.860 --> 00:16:32.860]  保羅要上告該殺
[00:16:32.860 --> 00:16:34.860]  要去到京城羅馬
[00:16:34.860 --> 00:16:36.860]  他就帶著福音去
[00:16:36.860 --> 00:16:37.860]  帶著耶穌基督的福音
[00:16:37.860 --> 00:16:41.860]  所以你看《使徒行傳》28章有很多地名
[00:16:41.860 --> 00:16:43.860]  不同的碼頭
[00:16:43.860 --> 00:16:44.860]  不同的港口
[00:16:44.860 --> 00:16:46.860]  他就去到一個地方
[00:16:46.860 --> 00:16:48.860]  叫做布丁尼
[00:16:48.860 --> 00:16:50.860]  在那裡上岸
[00:16:50.860 --> 00:16:53.860]  然後他就跟著黃色的那條線
[00:16:53.860 --> 00:16:56.860]  那條線就叫做 Via Appia
[00:16:56.860 --> 00:17:01.860]  是以前羅馬帝國最古老的那條
[00:17:01.860 --> 00:17:03.860]  所謂大道
[00:17:03.860 --> 00:17:04.860]  所謂彌敦道
[00:17:04.860 --> 00:17:07.860]  所謂的黃道
[00:17:07.860 --> 00:17:10.860]  就是一直會通向羅馬
[00:17:10.860 --> 00:17:12.860]  如果你看28章的話
[00:17:12.860 --> 00:17:14.860]  你就會看到它一步一步
[00:17:14.860 --> 00:17:16.860]  是接近羅馬
[00:17:16.860 --> 00:17:17.860]  28章第14節
[00:17:17.860 --> 00:17:19.860]  就這樣我們
[00:17:19.860 --> 00:17:20.860]  保羅說我們
[00:17:20.860 --> 00:17:22.860]  就跟路加一樣
[00:17:22.860 --> 00:17:24.860]  來到羅馬
[00:17:24.860 --> 00:17:25.860]  那裡的弟兄
[00:17:25.860 --> 00:17:26.860]  就是羅馬的弟兄
[00:17:26.860 --> 00:17:28.860]  聽見我們來的消息
[00:17:28.860 --> 00:17:33.860]  就去到阿比烏市和三館
[00:17:33.860 --> 00:17:37.860]  來迎接阿班提西斯
[00:17:37.860 --> 00:17:38.860]  我們
[00:17:38.860 --> 00:17:40.860]  保羅見了他們
[00:17:40.860 --> 00:17:41.860]  就感謝上帝
[00:17:41.860 --> 00:17:43.860]  越發壯膽
[00:17:43.860 --> 00:17:45.860]  就進了羅馬城
[00:17:45.860 --> 00:17:48.860]  你看到右邊
[00:17:48.860 --> 00:17:49.860]  這個地圖右邊
[00:17:49.860 --> 00:17:51.860]  就是龐佩
[00:17:51.860 --> 00:17:53.860]  黃色那條線一直上去
[00:17:53.860 --> 00:17:55.860]  左邊左上角的就是羅馬
[00:17:55.860 --> 00:17:58.860]  三館和阿比烏市
[00:17:58.860 --> 00:18:00.860]  Form of Appia
[00:18:00.860 --> 00:18:02.860]  就是在左邊那裡
[00:18:02.860 --> 00:18:03.860]  你看到有個橙色的線
