
[00:00:00.000 --> 00:00:03.200]  崇拜也是Mark Sir現在將時間交給他
[00:02:55.400 --> 00:03:00.400]  拯救世人和拯救整個的地
[00:03:00.400 --> 00:03:02.200]  我們這次開始的時候
[00:03:02.200 --> 00:03:04.000]  用這張圖片來開始
[00:03:04.000 --> 00:03:09.440]  這個是在巴黎聖母院的天主教教堂裡面拍的
[00:03:09.440 --> 00:03:10.640]  大家有沒有去過
[00:03:10.640 --> 00:03:14.120]  或者見過這樣的影像
[00:03:14.120 --> 00:03:15.920]  就是Stained Glass
[00:03:15.920 --> 00:03:19.880]  就是教堂裡面有一些特別傳統的教堂
[00:03:20.000 --> 00:03:24.320]  他們的裝修或者他們的裝置
[00:03:24.320 --> 00:03:27.560]  都會有一些彩色的玻璃窗
[00:03:27.560 --> 00:03:28.720]  Stained Glass
[00:03:28.720 --> 00:03:32.080]  陽光照下來的時候就會很漂亮
[00:03:32.080 --> 00:03:32.840]  是不是
[00:03:32.840 --> 00:03:33.760]  有沒有印象
[00:03:33.760 --> 00:03:35.840]  你知道我們教會有嗎
[00:03:35.840 --> 00:03:37.560]  其實我們沒有
[00:03:37.560 --> 00:03:39.400]  我們沒有Stained Glass
[00:03:39.400 --> 00:03:41.720]  因為我們不屬於那個世代
[00:03:41.720 --> 00:03:42.840]  但是這個世代
[00:03:42.840 --> 00:03:45.240]  就是以前的教堂
[00:03:45.240 --> 00:03:46.840]  古代教堂的那個世代
[00:03:46.840 --> 00:03:48.920]  他們就有一種這樣的裝置
[00:03:48.920 --> 00:03:52.000]  話說這個裝置就是12世紀開始的
[00:03:52.000 --> 00:03:55.280]  當時有個神學家他認為教會的牆
[00:03:55.280 --> 00:03:57.560]  其實應該要有光照下來
[00:03:57.560 --> 00:03:58.880]  因為光就代表什麼
[00:03:58.880 --> 00:04:00.680]  代表上帝是不是
[00:04:00.680 --> 00:04:01.800]  代表上帝
[00:04:01.800 --> 00:04:03.680]  所以他就將這些牆拆掉
[00:04:03.680 --> 00:04:05.760]  然後弄一些窗戶上去
[00:04:05.760 --> 00:04:10.880]  當時也有一些彩色的玻璃開始技術成熟
[00:04:10.880 --> 00:04:13.920]  所以就用到這些新的技術
[00:04:13.920 --> 00:04:15.480]  來做一些Stained Glass
[00:04:15.480 --> 00:04:17.600]  很多時候就弄一些Icon
[00:04:17.600 --> 00:04:19.320]  或者弄一些聖經的故事
[00:04:19.320 --> 00:04:23.120]  或者一些圖畫等等
[00:04:23.120 --> 00:04:24.840]  就給信眾
[00:04:24.840 --> 00:04:25.880]  去到教堂的時候
[00:04:25.880 --> 00:04:28.480]  他能夠看到可能聖經一些的信息等等
[00:04:28.480 --> 00:04:30.320]  Stained Glass告訴我們
[00:04:30.320 --> 00:04:33.680]  每一個碎片是一起放在一起
[00:04:33.680 --> 00:04:36.720]  才會組成整幅圖畫
[00:04:36.720 --> 00:04:40.480]  那個Stained Glass每一塊的碎片
[00:04:40.480 --> 00:04:44.680]  它自己只是一個很小很小的角落
[00:04:45.520 --> 00:04:47.200]  它需要其他的碎片
[00:04:47.200 --> 00:04:48.680]  來跟它一起組織
[00:04:48.680 --> 00:04:51.000]  並且背後有一個工匠
[00:04:51.000 --> 00:04:54.600]  然後工匠很巧妙地將Stained Glass
[00:04:54.600 --> 00:04:56.680]  不同的顏色、圖案等等
[00:04:56.680 --> 00:04:58.200]  放在一起
[00:04:58.200 --> 00:05:00.160]  然後才會有一幅圖畫
[00:05:00.160 --> 00:05:03.440]  為什麼用這個圖畫來開始
[00:05:03.440 --> 00:05:06.240]  因為我們繼續看創世紀的故事的時候
[00:05:06.240 --> 00:05:08.040]  我們發現創世紀的故事
[00:05:08.040 --> 00:05:10.280]  特別是那些所謂族長的故事
[00:05:10.280 --> 00:05:14.000]  阿布拉罕、以撒、瓦國、約瑟、猶大等等
[00:05:14.280 --> 00:05:15.880]  由阿布拉罕開始
[00:05:15.880 --> 00:05:17.680]  直到最後創世紀的時候
[00:05:17.680 --> 00:05:20.160]  有十二眾子一個大的家族出現
[00:05:20.160 --> 00:05:21.560]  原因是什麼
[00:05:21.560 --> 00:05:25.520]  因為上帝要藉著阿布拉罕來有一個任務
[00:05:25.520 --> 00:05:28.800]  使萬族能夠因祂得福
[00:05:28.800 --> 00:05:30.400]  這個上帝
[00:05:30.400 --> 00:05:32.240]  永遠是在任務上的上帝
[00:05:32.240 --> 00:05:36.080]  就是將這些破碎的生命組成在一起
[00:05:36.080 --> 00:05:39.880]  使世界和身邊的人能夠得到祝福
[00:05:40.400 --> 00:05:44.720]  我們上一次在這個系列開始的時候
[00:05:44.720 --> 00:05:48.640]  聖經介紹這個上帝是一個宣教宗的上帝
[00:05:48.640 --> 00:05:51.080]  面對一個被罪破壞的世界
[00:05:51.080 --> 00:05:53.080]  上帝沒有放棄並且願意去祝福
[00:05:53.080 --> 00:05:54.680]  所以呼召阿布拉罕出來
[00:05:54.680 --> 00:05:57.400]  這一段經文就是創世紀第十二章
[00:05:57.400 --> 00:05:59.520]  最後一句就是最重要的
[00:05:59.520 --> 00:06:02.400]  他說地上的萬族都要因你
[00:06:02.400 --> 00:06:05.520]  阿布拉罕或者阿布拉蘭來得福
[00:06:05.520 --> 00:06:08.400]  就是上帝要藉著他來施行
[00:06:08.480 --> 00:06:13.560]  他自己在寶世上祝福萬族的救恩計劃
[00:06:13.560 --> 00:06:15.280]  使萬族能夠去認識他
[00:06:15.280 --> 00:06:18.560]  上一次我們聚焦在阿布拉罕的故事
[00:06:18.560 --> 00:06:19.760]  阿布拉罕的故事
[00:06:19.760 --> 00:06:22.520]  我們說阿布拉罕並非打不死的英雄
[00:06:22.520 --> 00:06:27.280]  其實是一個很真實和很脆弱的人物
[00:06:27.280 --> 00:06:29.840]  今天我們的鏡頭就較闊一點
[00:06:29.840 --> 00:06:32.080]  我們就看阿布拉罕之後的後代
[00:06:32.080 --> 00:06:33.760]  到底發生了什麼事
[00:06:33.760 --> 00:06:35.640]  如果你有一點印象的話
[00:06:35.640 --> 00:06:38.240]  你記得阿布拉罕的兒子是誰嗎
[00:06:38.840 --> 00:06:40.240]  當然有個以實馬
[00:06:40.240 --> 00:06:42.120]  有以實和埃塞
[00:06:42.120 --> 00:06:45.000]  埃塞是不同的一代
[00:06:45.000 --> 00:06:47.320]  記載了阿布拉罕的故事之後
[00:06:47.320 --> 00:06:49.160]  就說到以薩的故事
[00:06:49.160 --> 00:06:54.080]  以薩的妻子就是尼伯格
[00:06:54.080 --> 00:06:56.320]  然後他們也是不辱的
[00:06:56.320 --> 00:06:58.160]  人到盡頭的時候
[00:06:58.160 --> 00:07:00.320]  他們不能夠繼續有後代
[00:07:00.320 --> 00:07:02.040]  不能夠成為一個大國的時候
[00:07:02.040 --> 00:07:04.480]  上帝就插手去介入
[00:07:04.480 --> 00:07:06.920]  有一個所謂的奇蹟兒子出現
[00:07:07.440 --> 00:07:09.920]  這個奇蹟兒子其實是雙重的
[00:07:09.920 --> 00:07:11.760]  就是以素和雅各
[00:07:11.760 --> 00:07:12.760]  你記得嗎
[00:07:12.760 --> 00:07:14.280]  他們是雙胞胎
[00:07:14.280 --> 00:07:16.960]  從小到大就是在爭奪東西
[00:07:16.960 --> 00:07:17.960]  爭奪什麼呢
[00:07:17.960 --> 00:07:20.160]  就是爭奪產權
[00:07:20.160 --> 00:07:22.280]  你看這些族長的故事
[00:07:22.280 --> 00:07:27.120]  幾乎是在看何鴻燊的家族的故事
[00:07:27.120 --> 00:07:28.760]  到底誰爭奪了多少
[00:07:28.760 --> 00:07:30.680]  爭奪了多少大狗等等
[00:07:30.680 --> 00:07:33.160]  這個家族的故事
[00:07:33.160 --> 00:07:35.760]  其實就是在說這些後代
[00:07:36.000 --> 00:07:40.600]  如何去處理他們有的所謂的heritage
[00:07:40.600 --> 00:07:41.720]  他們的基業
[00:07:41.720 --> 00:07:43.520]  以薩和尼伯格
[00:07:43.520 --> 00:07:47.160]  他們有的雅各、以素和雅各
[00:07:47.160 --> 00:07:49.440]  就是兄弟之間的相爭
[00:07:49.440 --> 00:07:53.240]  你記得在雅各和以素的故事
[00:07:53.240 --> 00:07:54.640]  是不是有兩次
[00:07:54.640 --> 00:07:57.720]  雅各去欺騙和奪取
[00:07:57.720 --> 00:07:59.360]  這個所謂長子的名分
[00:07:59.360 --> 00:07:59.960]  你記得嗎
[00:07:59.960 --> 00:08:01.160]  記得嗎
[00:08:01.160 --> 00:08:02.440]  記得吧
[00:08:02.440 --> 00:08:05.520]  如果你沒看過聖經的話
[00:08:05.520 --> 00:08:07.520]  當然你不會有印象
[00:08:07.520 --> 00:08:10.280]  但如果你稍微有查過經
[00:08:10.280 --> 00:08:12.280]  或者稍微會聽過
[00:08:12.280 --> 00:08:15.360]  你就知道他們經常都去爭祝福
[00:08:15.360 --> 00:08:18.280]  在近東以前的社會裡面
[00:08:18.280 --> 00:08:20.080]  長子first born
[00:08:20.080 --> 00:08:24.920]  永遠都是得到的產業是double portion的
[00:08:24.920 --> 00:08:26.520]  就是你有個蛋糕
[00:08:26.520 --> 00:08:30.040]  就是家父有的遺產
[00:08:30.040 --> 00:08:31.360]  好像一個蛋糕一樣
[00:08:31.360 --> 00:08:33.040]  就切開三塊
[00:08:33.040 --> 00:08:34.800]  如果有兩個兒子的話就切開三塊
[00:08:35.680 --> 00:08:36.440]  怎樣分呢
[00:08:36.440 --> 00:08:39.480]  小兒子就分三分之一
[00:08:39.480 --> 00:08:43.000]  長子就分三分之二
[00:08:43.000 --> 00:08:44.560]  好不好
[00:08:44.560 --> 00:08:46.760]  66%和33%
[00:08:46.760 --> 00:08:49.280]  長子永遠都是double的
[00:08:49.280 --> 00:08:53.800]  所以他們就很緊張長子的名分
[00:08:53.800 --> 00:08:57.760]  first born的right of inheritance
[00:08:57.760 --> 00:09:00.840]  我在香港長大的
[00:09:00.840 --> 00:09:03.480]  雖然我沒有那種香港長大的背景
[00:09:03.880 --> 00:09:06.360]  但偶爾聽到一些這樣的故事
[00:09:06.360 --> 00:09:09.000]  譬如香港有一些叫丁屋的故事
[00:09:09.000 --> 00:09:10.600]  丁權
[00:09:10.600 --> 00:09:12.120]  什麼叫丁權
[00:09:12.120 --> 00:09:16.320]  就是產業是按誰來分的
[00:09:16.320 --> 00:09:18.640]  按丁來分的
[00:09:18.640 --> 00:09:20.440]  丁就是兒子
[00:09:20.440 --> 00:09:21.480]  就是按兒子
[00:09:21.480 --> 00:09:22.360]  如果你是女兒的話
[00:09:22.360 --> 00:09:22.920]  不好意思
[00:09:22.920 --> 00:09:24.400]  你就沒有份的
[00:09:24.400 --> 00:09:27.160]  因為女兒是嫁出去的
[00:09:27.160 --> 00:09:28.880]  不屬於你的
[00:09:28.880 --> 00:09:30.120]  兒子留下來
[00:09:30.200 --> 00:09:33.880]  所以丁權遺產的爭霸
[00:09:33.880 --> 00:09:39.320]  就有一點像族長的故事裡面的背景
[00:09:39.320 --> 00:09:42.440]  長子名分既然收到雙倍的話
[00:09:42.440 --> 00:09:44.280]  產業權是雙倍的話
[00:09:44.280 --> 00:09:46.040]  這個一定要爭
[00:09:46.040 --> 00:09:50.120]  所以雅各是雙胞胎小的那個
[00:09:50.120 --> 00:09:56.760]  他就經常想保持大長子的名分
[00:09:56.760 --> 00:09:59.240]  你記得他騙他兩次
[00:09:59.560 --> 00:10:00.080]  是不是
[00:10:00.080 --> 00:10:01.000]  騙他兩次
[00:10:01.000 --> 00:10:04.800]  我不知道你從小到大聽這些故事的時候
[00:10:04.800 --> 00:10:06.320]  為什麼會騙他兩次呢
[00:10:06.320 --> 00:10:08.560]  你騙他一次
[00:10:08.560 --> 00:10:10.280]  你記得紅豆湯的故事
[00:10:10.280 --> 00:10:13.160]  這個爾素出外打獵
[00:10:13.160 --> 00:10:15.200]  然後肚子餓回來的時候
[00:10:15.200 --> 00:10:16.720]  餓得不得了
[00:10:16.720 --> 00:10:19.080]  然後雅各就弄了一碗粥給他
[00:10:19.080 --> 00:10:19.880]  是不是
[00:10:19.880 --> 00:10:20.600]  很便宜的
[00:10:20.600 --> 00:10:22.440]  然後說如果你肚子餓
[00:10:22.440 --> 00:10:23.160]  你吃吧
[00:10:23.160 --> 00:10:27.480]  你吃的話就跟我簽一簽那個share
[00:10:27.960 --> 00:10:29.640]  剛才說股票
[00:10:29.640 --> 00:10:32.880]  就是那個股份
[00:10:32.880 --> 00:10:34.080]  你簽給我
[00:10:34.080 --> 00:10:35.560]  我就拿66
[00:10:35.560 --> 00:10:36.480]  你就拿33
[00:10:36.480 --> 00:10:37.200]  這樣好不好
[00:10:37.200 --> 00:10:40.000]  這個爾素就很流行看這些
[00:10:40.000 --> 00:10:43.160]  可能是世外高人打獵
[00:10:43.160 --> 00:10:45.600]  他就很流行看這些
[00:10:45.600 --> 00:10:46.880]  算了我拿33
[00:10:46.880 --> 00:10:48.840]  你拿66
[00:10:48.840 --> 00:10:50.920]  可能中間有這樣的交易
[00:10:50.920 --> 00:10:55.680]  所以雅各第一次騙了爾素就拿了66%
[00:10:56.040 --> 00:10:58.040]  拿了三分之二的股份
[00:10:58.040 --> 00:11:01.880]  然後這個家父死之前
[00:11:01.880 --> 00:11:03.640]  就是以撒死之前
[00:11:03.640 --> 00:11:05.480]  他要祝福他的兒子
[00:11:05.480 --> 00:11:09.200]  那裡又有另外一個所謂deception的story
[00:11:09.200 --> 00:11:10.280]  就是騙
[00:11:10.280 --> 00:11:11.520]  就是
[00:11:11.520 --> 00:11:14.960]  就是騙祝福的故事
[00:11:14.960 --> 00:11:18.640]  你記得應該是這個家父
[00:11:18.640 --> 00:11:21.240]  以撒去祝福那個大兒子
[00:11:21.240 --> 00:11:22.280]  爾素是不是
[00:11:22.280 --> 00:11:25.880]  結果雅各就假扮爾素
[00:11:26.360 --> 00:11:27.320]  假扮他的哥哥
[00:11:27.320 --> 00:11:29.160]  然後拿祝福
[00:11:29.160 --> 00:11:29.680]  是不是
[00:11:29.680 --> 00:11:31.080]  奇怪了
[00:11:31.080 --> 00:11:33.800]  為什麼在家父臨終的時候
[00:11:33.800 --> 00:11:35.160]  還要騙他一次
[00:11:35.160 --> 00:11:36.400]  之前已經騙了
[00:11:36.400 --> 00:11:38.240]  你拿了66%的股份
[00:11:38.240 --> 00:11:39.320]  那個應該是你
[00:11:39.320 --> 00:11:41.480]  原來是這樣的
[00:11:41.480 --> 00:11:43.240]  在舊約裡面的背景
[00:11:43.240 --> 00:11:45.960]  那個所謂的長子名分
[00:11:45.960 --> 00:11:49.080]  就是有分兩個層次的
[00:11:49.080 --> 00:11:51.320]  第一個層次可以叫他做
[00:11:51.320 --> 00:11:52.760]  就是長子名分
[00:11:52.760 --> 00:11:53.240]  可以叫他做
[00:11:53.240 --> 00:11:54.560]  就是那個66%
[00:11:55.040 --> 00:11:56.280]  你看到那個受益人
[00:11:56.280 --> 00:11:57.880]  按道理應該是他的長子
[00:11:57.880 --> 00:12:02.000]  結果那個小兒子雅各就騙了
[00:12:02.000 --> 00:12:03.960]  拿了那個雙倍的部分
[00:12:03.960 --> 00:12:06.120]  就是產業權的雙份他拿了
[00:12:06.120 --> 00:12:08.160]  性質就是他得到了
[00:12:08.160 --> 00:12:09.080]  用什麼方法
[00:12:09.080 --> 00:12:10.680]  就是用紅豆湯的交易
[00:12:10.680 --> 00:12:12.800]  但是到最後的時候
[00:12:12.800 --> 00:12:14.360]  家父的祝福
[00:12:14.360 --> 00:12:16.480]  那個就不是產業權的問題了
[00:12:16.480 --> 00:12:18.160]  那個是管理權的問題
[00:12:18.160 --> 00:12:19.720]  管理權的問題
[00:12:19.720 --> 00:12:22.120]  本身理所當然有
[00:12:22.120 --> 00:12:23.080]  這個管理權
[00:12:23.080 --> 00:12:24.680]  就是所謂的trustee
[00:12:25.240 --> 00:12:28.440]  之前那個就是你的股份
[00:12:28.440 --> 00:12:29.360]  你的portion
[00:12:29.360 --> 00:12:32.480]  然後最後決定的就是trustee
[00:12:32.480 --> 00:12:34.120]  那個管理權
[00:12:34.120 --> 00:12:35.080]  administration
[00:12:35.080 --> 00:12:36.520]  那個行政權
[00:12:36.520 --> 00:12:37.960]  就是執行權
[00:12:37.960 --> 00:12:40.240]  就是在家父那裡
[00:12:40.240 --> 00:12:43.240]  理所當然應該是給那個firstborn長子的
[00:12:43.240 --> 00:12:46.320]  但是雅各就用欺騙的方法
[00:12:46.320 --> 00:12:47.600]  來爭取了
[00:12:47.600 --> 00:12:50.520]  拿了二數的管理權
[00:12:50.520 --> 00:12:52.760]  管理權有什麼在裡面
[00:12:52.760 --> 00:12:54.360]  為什麼這麼重要要爭取呢
[00:12:55.160 --> 00:12:56.520]  原來管理權
[00:12:56.520 --> 00:12:57.640]  administration
[00:12:57.640 --> 00:12:59.240]  就是在execution
[00:12:59.240 --> 00:13:00.560]  就是執行上
[00:13:00.560 --> 00:13:02.760]  什麼時候分紅
[00:13:02.760 --> 00:13:05.120]  什麼時候分那個share
[00:13:05.120 --> 00:13:06.800]  什麼時候分利息
[00:13:06.800 --> 00:13:08.680]  是那個管理權
[00:13:08.680 --> 00:13:10.360]  去負責的
[00:13:10.360 --> 00:13:14.600]  所以就算你得到多少的產業也好
[00:13:14.600 --> 00:13:15.520]  多少部分也好
[00:13:15.520 --> 00:13:18.000]  都是要靠管理權
[00:13:18.000 --> 00:13:19.920]  來施行的
[00:13:19.920 --> 00:13:21.120]  大家記不記得
[00:13:21.120 --> 00:13:22.960]  類似這樣
[00:13:22.960 --> 00:13:23.920]  你可以想象
[00:13:23.920 --> 00:13:26.200]  譬如一個大家族的企業
[00:13:26.200 --> 00:13:27.760]  阿巴罕以撒亞國
[00:13:27.760 --> 00:13:29.440]  他們有很多產業的
[00:13:29.440 --> 00:13:31.200]  他們有很多產業的
[00:13:31.200 --> 00:13:34.160]  你可以想象一個大的企業
[00:13:34.160 --> 00:13:36.360]  就是父親分給你
[00:13:36.360 --> 00:13:39.040]  當你這邊是長子
[00:13:39.040 --> 00:13:40.680]  分給你66%
[00:13:40.680 --> 00:13:42.320]  然後這邊分多少
[00:13:42.320 --> 00:13:44.680]  33%多
[00:13:44.680 --> 00:13:46.520]  三分二在這邊
[00:13:46.520 --> 00:13:48.040]  三分一在這裡
[00:13:48.040 --> 00:13:49.480]  但是
[00:13:49.480 --> 00:13:51.200]  你分到多少也好
[00:13:51.200 --> 00:13:52.560]  你分到三分二也好
[00:13:52.880 --> 00:13:55.160]  但是執行權的CEO在這邊
[00:13:55.160 --> 00:13:57.480]  CEO負責什麼時候分
[00:13:57.480 --> 00:13:59.400]  他可以拖到你最後
[00:13:59.400 --> 00:14:00.480]  才分給你
[00:14:00.480 --> 00:14:02.960]  所以你拿著的股份
[00:14:02.960 --> 00:14:05.200]  其實就是白紙
[00:14:05.200 --> 00:14:06.760]  明白嗎
[00:14:06.760 --> 00:14:08.400]  明白吧
[00:14:08.400 --> 00:14:10.760]  或者我這樣舉個例子
[00:14:10.760 --> 00:14:12.960]  我昨天想到這個例子
[00:14:12.960 --> 00:14:14.160]  因為吃飯的時候
[00:14:14.160 --> 00:14:15.680]  就跟兒子聊天
[00:14:15.680 --> 00:14:20.280]  假設我的退休金湊起來
[00:14:20.280 --> 00:14:22.200]  我有一億
[00:14:22.920 --> 00:14:23.400]  有一億
[00:14:23.400 --> 00:14:25.320]  如果我有一億就好了
[00:14:25.320 --> 00:14:26.880]  當我沒有一億
[00:14:26.880 --> 00:14:28.280]  當我有一億
[00:14:28.280 --> 00:14:29.440]  當我有一億
[00:14:29.440 --> 00:14:31.160]  我女兒有個兒子
[00:14:31.160 --> 00:14:32.640]  你不要分男女
[00:14:32.640 --> 00:14:36.000]  總之兒子分三分二
[00:14:36.000 --> 00:14:36.600]  多不多
[00:14:36.600 --> 00:14:37.720]  都挺多
[00:14:37.720 --> 00:14:39.320]  女兒分三分一
[00:14:39.320 --> 00:14:41.800]  女兒當然不服氣
[00:14:41.800 --> 00:14:44.400]  她騙了她第一次
[00:14:44.400 --> 00:14:46.800]  騙了弟弟第一次
[00:14:46.800 --> 00:14:48.520]  就拿了三分二
[00:14:48.520 --> 00:14:52.000]  但是始終執行權在哪裡
[00:14:52.600 --> 00:14:54.200]  就在兒子那裡
[00:14:54.200 --> 00:14:56.400]  不要說他長子還是次子
[00:14:56.400 --> 00:14:57.920]  次子
[00:14:57.920 --> 00:15:00.240]  總之執行權就是
[00:15:00.240 --> 00:15:01.280]  因為重男輕女
[00:15:01.280 --> 00:15:05.000]  所以執行權始終都在我兒子那裡
[00:15:05.000 --> 00:15:07.440]  舉個例子
[00:15:07.440 --> 00:15:08.800]  是這樣分的
[00:15:08.800 --> 00:15:09.720]  一個分三分二
[00:15:09.720 --> 00:15:10.720]  一個分三分一
[00:15:10.720 --> 00:15:13.440]  到我臨死之前
[00:15:13.440 --> 00:15:15.280]  開個你講句
[00:15:15.280 --> 00:15:16.440]  如果我在ICU那裡
[00:15:16.440 --> 00:15:18.600]  上氣不接下氣的時候
[00:15:18.600 --> 00:15:21.920]  應該兒子有三分之二
[00:15:22.920 --> 00:15:25.720]  他應該就馬上來探望我
[00:15:25.720 --> 00:15:26.720]  他說爸爸
[00:15:26.720 --> 00:15:29.160]  你那個網絡帳戶
[00:15:29.160 --> 00:15:30.640]  那個密碼在哪裡
[00:15:30.640 --> 00:15:32.960]  密碼是什麼
[00:15:32.960 --> 00:15:33.440]  沒有人知道
[00:15:33.440 --> 00:15:34.080]  只有你知道
[00:15:34.080 --> 00:15:35.080]  你現在還有口氣
[00:15:35.080 --> 00:15:36.200]  你告訴我那個密碼
[00:15:36.200 --> 00:15:38.120]  因為密碼就是執行權
[00:15:38.120 --> 00:15:39.840]  你就可以登入
[00:15:39.840 --> 00:15:40.720]  然後可以
[00:15:40.720 --> 00:15:44.520]  將那些股份來現金
[00:15:44.520 --> 00:15:46.120]  怎樣現金
[00:15:46.120 --> 00:15:47.200]  你才要我的密碼
[00:15:47.200 --> 00:15:48.800]  好壞不好聽
[00:15:48.800 --> 00:15:51.040]  如果是女兒截股的話
[00:15:51.960 --> 00:15:53.960]  女兒早一個小時來探望我
[00:15:53.960 --> 00:15:55.800]  然後假扮我的兒子
[00:15:55.800 --> 00:15:57.400]  然後騙了我
[00:15:57.400 --> 00:15:58.240]  拿個密碼來
[00:15:58.240 --> 00:15:59.800]  爸爸你快死了
[00:15:59.800 --> 00:16:00.760]  你沒氣了
[00:16:00.760 --> 00:16:01.920]  快要拔喉了
[00:16:01.920 --> 00:16:04.720]  我就糊裡糊塗
[00:16:04.720 --> 00:16:05.600]  半夢半醒
[00:16:05.600 --> 00:16:07.080]  我就半昏迷狀態
