
[00:00:00.000 --> 00:00:02.600]  還有,你講到神的形象的時候
[00:04:12.400 --> 00:04:16.400]  跟現代今天所想的人觀
[00:04:16.400 --> 00:04:21.400]  很多時候假設的人觀都是作一些爭辯
[00:04:21.400 --> 00:04:24.400]  今天我們不知道石頭爆出來
[00:04:24.400 --> 00:04:27.400]  人算什麼不知道
[00:04:27.400 --> 00:04:33.400]  創世紀就是想表述一個尊貴的人觀
[00:04:33.400 --> 00:04:35.400]  人很有價值
[00:04:35.400 --> 00:04:37.400]  人很有尊貴的地位
[00:04:37.400 --> 00:04:39.400]  代表上帝是管理萬有的
[00:04:39.400 --> 00:04:43.400]  管理我們生活裡面所接觸的所有東西
[00:04:43.400 --> 00:04:48.400]  這是一個很有價值的觀念
[00:04:48.400 --> 00:04:54.400]  並且不是在上掌權者才有這樣的神聖地位
[00:04:54.400 --> 00:04:56.400]  所有的人
[00:04:56.400 --> 00:04:58.400]  所以單單那句話
[00:04:58.400 --> 00:05:04.400]  已經想挑戰當時的文化
[00:05:04.400 --> 00:05:08.400]  而去創立一種新的概念
[00:05:08.400 --> 00:05:10.400]  告訴我們一個正確的概念
[00:05:10.400 --> 00:05:12.400]  每個人都有權
[00:05:12.400 --> 00:05:14.400]  每個人都有尊貴
[00:05:14.400 --> 00:05:15.400]  有價值
[00:05:15.400 --> 00:05:17.400]  在神面前有價值
[00:05:17.400 --> 00:05:19.400]  這是第一章
[00:05:19.400 --> 00:05:21.400]  到第二章了
[00:05:21.400 --> 00:05:25.400]  再看清楚第二章想說什麼
[00:05:25.400 --> 00:05:28.400]  首先第二章指到神的時候
[00:05:28.400 --> 00:05:31.400]  就不單單是阿路歇
[00:05:31.400 --> 00:05:33.400]  就說到耶和華神
[00:05:33.400 --> 00:05:35.400]  Yahweh 阿路歇
[00:05:35.400 --> 00:05:39.400]  經常說Yahweh 阿路歇第二第三章
[00:05:39.400 --> 00:05:40.400]  為什麼呢
[00:05:40.400 --> 00:05:42.400]  因為聖經的作者
[00:05:42.400 --> 00:05:44.400]  你當他是摩西
[00:05:44.400 --> 00:05:46.400]  他寫的時候
[00:05:46.400 --> 00:05:48.400]  其實就是告訴你創造主是誰
[00:05:48.400 --> 00:05:53.400]  就是等於以色列和以色列文納約的神
[00:05:53.400 --> 00:05:55.400]  Yahweh
[00:05:55.400 --> 00:05:57.400]  耶和華這個字
[00:05:57.400 --> 00:05:59.400]  就是一個個人的名字
[00:05:59.400 --> 00:06:01.400]  一個個人的名字
[00:06:01.400 --> 00:06:06.400]  不是一個稱銜
[00:06:06.400 --> 00:06:08.400]  神就是一個稱銜
[00:06:08.400 --> 00:06:10.400]  有一個稱銜
[00:06:10.400 --> 00:06:12.400]  但是說到耶和華的時候
[00:06:12.400 --> 00:06:17.400]  就是上帝自己的名字
[00:06:17.400 --> 00:06:20.400]  正如我們今天說的
[00:06:20.400 --> 00:06:22.400]  稱銜就是牧師
[00:06:22.400 --> 00:06:24.400]  人們不太熟悉就叫我牧師
[00:06:24.400 --> 00:06:27.400]  但是如果那個人和我熟悉
[00:06:27.400 --> 00:06:29.400]  就會用我個人的名字來叫我
[00:06:29.400 --> 00:06:32.400]  叫我Mark Chan
[00:06:32.400 --> 00:06:34.400]  陳崇基
[00:06:34.400 --> 00:06:36.400]  叫我個Personal Name
[00:06:36.400 --> 00:06:38.400]  就是和我特別有一個個人的關係
[00:06:38.400 --> 00:06:40.400]  納約的關係
[00:06:40.400 --> 00:06:42.400]  耶和華就是一個Personal Name
[00:06:42.400 --> 00:06:45.400]  就是和神的子民有一個納約的關係
[00:06:45.400 --> 00:06:47.400]  Yahweh
[00:06:47.400 --> 00:06:51.400]  第二就是伊甸
[00:06:51.400 --> 00:06:56.400]  我們有很多對伊甸園的想像
[00:06:56.400 --> 00:06:58.400]  但是你要知道
[00:06:58.400 --> 00:07:00.400]  裡面有什麼意象
[00:07:00.400 --> 00:07:02.400]  是想表達什麼
[00:07:02.400 --> 00:07:06.400]  似乎不只是表達一些實物這麼簡單
[00:07:06.400 --> 00:07:08.400]  所以我們經常問
[00:07:08.400 --> 00:07:10.400]  伊甸園本身在哪裡
[00:07:10.400 --> 00:07:12.400]  在地球的哪處
[00:07:12.400 --> 00:07:15.400]  其實聖經不是要回答這個問題
[00:07:15.400 --> 00:07:19.400]  聖經是用一些當時很熟悉的一些意象
[00:07:19.400 --> 00:07:21.400]  一些意境
[00:07:21.400 --> 00:07:22.400]  一些術語
[00:07:22.400 --> 00:07:24.400]  來表達到底伊甸是什麼
[00:07:24.400 --> 00:07:26.400]  人在伊甸是什麼意思
[00:07:26.400 --> 00:07:28.400]  第一方面
[00:07:28.400 --> 00:07:30.400]  在近東的背景裡面
[00:07:30.400 --> 00:07:32.400]  所有的廟
[00:07:32.400 --> 00:07:34.400]  所有的神殿
[00:07:34.400 --> 00:07:36.400]  都是有河水的
[00:07:36.400 --> 00:07:39.400]  剛才我們說的人像
[00:07:39.400 --> 00:07:41.400]  甚至用了一個字
[00:07:41.400 --> 00:07:43.400]  是Eden這個字
[00:07:43.400 --> 00:07:45.400]  是動詞Eden
[00:07:45.400 --> 00:07:47.400]  伊甸這個動詞
[00:07:47.400 --> 00:07:49.400]  一撇DN
[00:07:49.400 --> 00:07:51.400]  其實就是Eden
[00:07:51.400 --> 00:07:53.400]  動詞是在描述什麼呢
[00:07:53.400 --> 00:07:55.400]  看上面下的翻譯
[00:07:55.400 --> 00:07:57.400]  應該是灌溉的意思
[00:07:57.400 --> 00:08:00.400]  使之豐盛的意思
[00:08:00.400 --> 00:08:03.400]  所以Eden這個字就是豐盛的意思
[00:08:03.400 --> 00:08:06.400]  生命應該是豐盛的生命等等
[00:08:06.400 --> 00:08:08.400]  上帝原本創造人
[00:08:08.400 --> 00:08:11.400]  放人類
[00:08:11.400 --> 00:08:13.400]  不只是亞當
[00:08:13.400 --> 00:08:15.400]  因為亞當是代表全人類
[00:08:15.400 --> 00:08:17.400]  每個人都應該在Eden裡面
[00:08:17.400 --> 00:08:22.400]  就是上帝的殿裡面
[00:08:22.400 --> 00:08:25.400]  所以所有的神殿
[00:08:25.400 --> 00:08:27.400]  都是有河水的
[00:08:27.400 --> 00:08:29.400]  所有的皇宮
[00:08:29.400 --> 00:08:31.400]  神殿
[00:08:31.400 --> 00:08:33.400]  神殿和皇宮很多時候都是放在一起
[00:08:33.400 --> 00:08:35.400]  都是有河水出現的地方
[00:08:35.400 --> 00:08:37.400]  神殿皇宮
[00:08:37.400 --> 00:08:39.400]  都是水泉的地方
[00:08:39.400 --> 00:08:43.400]  另外神殿也有金銀寶石
[00:08:43.400 --> 00:08:49.400]  在創世的第二章當然有
[00:08:49.400 --> 00:08:51.400]  什麼馬路石啊
[00:08:51.400 --> 00:08:53.400]  寶石啊金啊銀啊等等
[00:08:53.400 --> 00:08:55.400]  說到Eden的時候有金銀寶石
[00:08:55.400 --> 00:08:57.400]  說到Eden的時候也有一些活物
[00:08:57.400 --> 00:08:59.400]  所謂天使
[00:08:59.400 --> 00:09:01.400]  基路柏
[00:09:01.400 --> 00:09:03.400]  你記得第三章
[00:09:03.400 --> 00:09:05.400]  創世紀第三章
[00:09:05.400 --> 00:09:07.400]  把守生命樹道路的就是基路柏
[00:09:07.400 --> 00:09:09.400]  有發火焰的劍
[00:09:09.400 --> 00:09:11.400]  把守著生命的道路
[00:09:11.400 --> 00:09:13.400]  所以有這些天使活物
[00:09:13.400 --> 00:09:15.400]  基路柏
[00:09:15.400 --> 00:09:19.400]  是當時一些我們叫composite creature
[00:09:19.400 --> 00:09:21.400]  你記得聖經裡面有不同的章節嗎?
[00:09:21.400 --> 00:09:23.400]  我一想起一些活物
[00:09:23.400 --> 00:09:25.400]  譬如四活物
[00:09:25.400 --> 00:09:27.400]  四活物我們今天現代人看
[00:09:27.400 --> 00:09:29.400]  會覺得很奇怪
[00:09:29.400 --> 00:09:31.400]  你記得以西傑書第一章
[00:09:31.400 --> 00:09:33.400]  說到四活物的時候
[00:09:33.400 --> 00:09:35.400]  四活物其實就是
[00:09:35.400 --> 00:09:39.400]  承載著上帝的座駕
[00:09:39.400 --> 00:09:41.400]  這個叫四活物
[00:09:41.400 --> 00:09:43.400]  四活物有什麼樣式
[00:09:43.400 --> 00:09:45.400]  有什麼形象
[00:09:45.400 --> 00:09:47.400]  以西傑書第一章
[00:09:47.400 --> 00:09:49.400]  就是有人的臉
[00:09:49.400 --> 00:09:51.400]  獅子的臉
[00:09:51.400 --> 00:09:53.400]  牛的臉
[00:09:53.400 --> 00:09:55.400]  和鷹的臉
[00:09:55.400 --> 00:09:59.400]  為什麼會將這四個大地的活物放在一起呢?
[00:09:59.400 --> 00:10:01.400]  其實就是表達權能
[00:10:01.400 --> 00:10:03.400]  表達什麼叫power
[00:10:03.400 --> 00:10:05.400]  因為人一定是萬物之靈
[00:10:05.400 --> 00:10:07.400]  最有權能的
[00:10:07.400 --> 00:10:09.400]  獅子就是野獸裡面最大的
[00:10:09.400 --> 00:10:11.400]  鷹在天空
[00:10:11.400 --> 00:10:13.400]  天空範圍裡面
[00:10:13.400 --> 00:10:15.400]  領域裡面最大的
[00:10:15.400 --> 00:10:17.400]  牛就是加速裡面
[00:10:17.400 --> 00:10:19.400]  最有力的
[00:10:19.400 --> 00:10:21.400]  這些全部都是近東社會裡面
[00:10:21.400 --> 00:10:23.400]  一想起這件事的時候
[00:10:23.400 --> 00:10:25.400]  牛啊鷹啊獅子
[00:10:25.400 --> 00:10:27.400]  就會想起權能
[00:10:27.400 --> 00:10:29.400]  想起power
[00:10:29.400 --> 00:10:31.400]  所以說到基路伯的時候
[00:10:31.400 --> 00:10:33.400]  形容基路伯
[00:10:33.400 --> 00:10:35.400]  形容天使的時候
[00:10:35.400 --> 00:10:37.400]  承載著上帝的座駕的時候
[00:10:37.400 --> 00:10:39.400]  就是滿有權能的
[00:10:39.400 --> 00:10:41.400]  所以你回去看看
[00:10:41.400 --> 00:10:43.400]  以西傑書第一章
[00:10:43.400 --> 00:10:45.400]  他在秘魯的人中
[00:10:45.400 --> 00:10:47.400]  看到這四個活物的形象的時候
[00:10:47.400 --> 00:10:49.400]  看到這四個活物有四塊臉
[00:10:49.400 --> 00:10:51.400]  人鷹牛人
[00:10:51.400 --> 00:10:53.400]  看到很大的權能
[00:10:53.400 --> 00:10:55.400]  原來
[00:10:55.400 --> 00:10:57.400]  以西傑突然間
[00:10:57.400 --> 00:10:59.400]  在榮耀的意象面前
[00:10:59.400 --> 00:11:01.400]  發現原來上帝的榮耀
[00:11:01.400 --> 00:11:03.400]  不是困在耶路撒冷的聖殿
[00:11:03.400 --> 00:11:05.400]  我們秘魯的人中
[00:11:05.400 --> 00:11:07.400]  上帝的榮耀仍然在我們這裡
[00:11:07.400 --> 00:11:09.400]  我們被流散到周圍的猶太人
[00:11:09.400 --> 00:11:11.400]  我們都可以看到神的榮耀
[00:11:11.400 --> 00:11:13.400]  因為神的榮耀是無處不在的
[00:11:13.400 --> 00:11:15.400]  所以神學在那裡
[00:11:15.400 --> 00:11:17.400]  是在說一種權能權勢
[00:11:17.400 --> 00:11:19.400]  所以在伊甸園
[00:11:19.400 --> 00:11:23.400]  也是在說上帝的住處
[00:11:23.400 --> 00:11:25.400]  致勝所
[00:11:25.400 --> 00:11:27.400]  有基路牌
[00:11:27.400 --> 00:11:29.400]  有金銀寶石
[00:11:29.400 --> 00:11:31.400]  你記得第一聖殿
[00:11:31.400 --> 00:11:33.400]  所羅門聖殿的廟室裡面
[00:11:33.400 --> 00:11:35.400]  聖殿有什麼裝飾
[00:11:35.400 --> 00:11:37.400]  也有這些裝飾
[00:11:37.400 --> 00:11:39.400]  樹啊
[00:11:39.400 --> 00:11:41.400]  風城啊
[00:11:41.400 --> 00:11:43.400]  有銅盤啊
[00:11:43.400 --> 00:11:45.400]  金銀寶石啊等等
[00:11:45.400 --> 00:11:49.400]  在說神特別同在的地方
[00:11:49.400 --> 00:11:51.400]  在說致勝所
[00:11:51.400 --> 00:11:53.400]  在會幕裡面
[00:11:53.400 --> 00:11:55.400]  最深的地方
[00:11:55.400 --> 00:11:57.400]  最中間的地方
[00:11:57.400 --> 00:11:59.400]  在聖殿裡面最中間的地方
[00:11:59.400 --> 00:12:01.400]  是致勝所這個地方
[00:12:01.400 --> 00:12:03.400]  這個就是上帝同在的地方
[00:12:03.400 --> 00:12:05.400]  伊甸就是這個地方
[00:12:05.400 --> 00:12:07.400]  所以我們看到伊甸
[00:12:07.400 --> 00:12:09.400]  是有四道河出來的
[00:12:09.400 --> 00:12:11.400]  有四條河
[00:12:11.400 --> 00:12:13.400]  你記得有
[00:12:13.400 --> 00:12:15.400]  一個Tigris
[00:12:15.400 --> 00:12:17.400]  有Euphrates
[00:12:17.400 --> 00:12:19.400]  有Valadi
[00:12:19.400 --> 00:12:21.400]  有基訓河
[00:12:21.400 --> 00:12:23.400]  等等
[00:12:23.400 --> 00:12:25.400]  比順
[00:12:25.400 --> 00:12:27.400]  四條河
[00:12:27.400 --> 00:12:29.400]  我們很多時候去找
[00:12:29.400 --> 00:12:31.400]  到底這四條河在哪裡
[00:12:31.400 --> 00:12:33.400]  如果你看地圖的話
[00:12:33.400 --> 00:12:35.400]  近東的世界
[00:12:35.400 --> 00:12:37.400]  這裡就是以色列巴勒斯坦地
[00:12:37.400 --> 00:12:39.400]  那邊就是埃及
[00:12:39.400 --> 00:12:41.400]  這裡就是沙漠
[00:12:41.400 --> 00:12:43.400]  今天的沙特阿拉伯北面沙漠
[00:12:43.400 --> 00:12:45.400]  這裡
[00:12:45.400 --> 00:12:47.400]  就是叫做米索不達米亞
[00:12:47.400 --> 00:12:49.400]  上面
[00:12:49.400 --> 00:12:51.400]  你看到這條河嗎
[00:12:51.400 --> 00:12:53.400]  就是Tigris
[00:12:53.400 --> 00:12:55.400]  下面這條河就是Euphrates河
[00:12:55.400 --> 00:12:57.400]  兩條河到這裡的時候
[00:12:57.400 --> 00:12:59.400]  就會匯聚
[00:12:59.400 --> 00:13:01.400]  然後流入波斯灣
[00:13:01.400 --> 00:13:03.400]  這個就是聖經的世界
[00:13:03.400 --> 00:13:05.400]  在創世的第二章
[00:13:05.400 --> 00:13:07.400]  你就找到Tigris
[00:13:07.400 --> 00:13:09.400]  和Euphrates
[00:13:09.400 --> 00:13:11.400]  另外那兩條河在哪裡
[00:13:11.400 --> 00:13:13.400]  一條叫基訓一條叫比順
[00:13:13.400 --> 00:13:15.400]  基訓
[00:13:15.400 --> 00:13:17.400]  整本聖經裡面出現了
[00:13:17.400 --> 00:13:19.400]  提到基訓的聖經裡面
[00:13:19.400 --> 00:13:21.400]  永遠都是提到耶路撒冷的水泉
[00:13:21.400 --> 00:13:23.400]  就是基訓泉
[00:13:23.400 --> 00:13:25.400]  所以在這裡
[00:13:25.400 --> 00:13:27.400]  比順
[00:13:27.400 --> 00:13:29.400]  大家就在猜測
[00:13:29.400 --> 00:13:31.400]  會不會在這裡
[00:13:31.400 --> 00:13:33.400]  以前古代的時候可能有一個乾了的河床
[00:13:33.400 --> 00:13:35.400]  你就會發現奇怪
[00:13:35.400 --> 00:13:37.400]  如果伊甸園
[00:13:37.400 --> 00:13:39.400]  是四條河
[00:13:39.400 --> 00:13:41.400]  的源頭
[00:13:41.400 --> 00:13:43.400]  根本你都放不到伊甸園在哪裡
[00:13:43.400 --> 00:13:45.400]  因為不可能
[00:13:45.400 --> 00:13:47.400]  如果放伊甸園在這裡
[00:13:47.400 --> 00:13:49.400]  有很多人猜估伊甸園應該在這裡
[00:13:49.400 --> 00:13:51.400]  這裡都是三條河的匯聚的地方
[00:13:51.400 --> 00:13:53.400]  還有
[00:13:53.400 --> 00:13:55.400]  這裡是下流
[00:13:55.400 --> 00:13:57.400]  這兩條大的河
[00:13:57.400 --> 00:13:59.400]  Euphrates和Tigris
[00:13:59.400 --> 00:14:01.400]  的源頭在哪裡
[00:14:01.400 --> 00:14:03.400]  在今天的土耳其
[00:14:03.400 --> 00:14:05.400]  會不會伊甸園在這裡
[00:14:05.400 --> 00:14:07.400]  也不是
[00:14:07.400 --> 00:14:09.400]  因為如果你說
[00:14:09.400 --> 00:14:11.400]  這裡流出兩條河
[00:14:11.400 --> 00:14:13.400]  但是比順和基訓
[00:14:13.400 --> 00:14:15.400]  兩邊根本
[00:14:15.400 --> 00:14:17.400]  距離很遠
[00:14:17.400 --> 00:14:19.400]  如果我們這樣想
[00:14:19.400 --> 00:14:21.400]  可能會想錯
[00:14:21.400 --> 00:14:23.400]  因為在近東的世界裡面
[00:14:23.400 --> 00:14:25.400]  去到表述
[00:14:25.400 --> 00:14:27.400]  去到描述聖殿
[00:14:27.400 --> 00:14:29.400]  是河水的源頭的時候
[00:14:29.400 --> 00:14:31.400]  往往不是在說
[00:14:31.400 --> 00:14:33.400]  一些實物的地理
[00:14:33.400 --> 00:14:35.400]  不是實際的地理
[00:14:35.400 --> 00:14:37.400]  而是在說
[00:14:37.400 --> 00:14:39.400]  一些宗教的地理
[00:14:39.400 --> 00:14:41.400]  或者我們聖經可以這樣說
[00:14:41.400 --> 00:14:43.400]  Spiritual Geography
[00:14:43.400 --> 00:14:45.400]  就是屬靈的地理
[00:14:45.400 --> 00:14:47.400]  不是在說地圖上找到的東西
[00:14:47.400 --> 00:14:49.400]  而是在說一種意象
[00:14:49.400 --> 00:14:51.400]  一種概念
[00:14:51.400 --> 00:14:53.400]  一種神學
[00:14:53.400 --> 00:14:55.400]  你看看
[00:14:55.400 --> 00:14:57.400]  在近東裡面找到的壁畫
[00:14:57.400 --> 00:14:59.400]  這個壁畫
[00:14:59.400 --> 00:15:01.400]  是阿巴拉罕時代的
[00:15:01.400 --> 00:15:03.400]  有一個王
[00:15:03.400 --> 00:15:05.400]  阿摩利人王
[00:15:05.400 --> 00:15:07.400]  聖經裡面經常提到嘉南人是阿摩利人的地方
[00:15:07.400 --> 00:15:09.400]  是嗎?
[00:15:09.400 --> 00:15:11.400]  這個
[00:15:11.400 --> 00:15:13.400]  先尼林王
[00:15:13.400 --> 00:15:15.400]  這個阿摩利人的王
[00:15:15.400 --> 00:15:17.400]  大概在1700年左右的時候
[00:15:17.400 --> 00:15:19.400]  在一個地方叫馬里
[00:15:19.400 --> 00:15:21.400]  馬里是什麼地方呢?
[00:15:21.400 --> 00:15:23.400]  如果你找
[00:15:23.400 --> 00:15:25.400]  耶路撒冷
[00:15:25.400 --> 00:15:27.400]  地圖上找耶路撒冷就是這裡
[00:15:27.400 --> 00:15:29.400]  然後你找
[00:15:29.400 --> 00:15:31.400]  梧爾
[00:15:31.400 --> 00:15:33.400]  梧爾
[00:15:33.400 --> 00:15:35.400]  是阿巴拉罕的
[00:15:35.400 --> 00:15:37.400]  出處
[00:15:37.400 --> 00:15:39.400]  梧爾在哪裡呢?
[00:15:39.400 --> 00:15:41.400]  梧爾是在
[00:15:41.400 --> 00:15:45.400]  這個米索不達米亞南邊
[00:15:45.400 --> 00:15:47.400]  馬里
[00:15:47.400 --> 00:15:49.400]  剛才我說的
[00:15:49.400 --> 00:15:51.400]  那個阿摩利人的王
[00:15:51.400 --> 00:15:53.400]  他的首都
[00:15:53.400 --> 00:15:55.400]  他的地方
[00:15:55.400 --> 00:15:57.400]  在哪裡呢?
[00:15:57.400 --> 00:15:59.400]  馬里就在
[00:15:59.400 --> 00:16:01.400]  這個阿巴拉罕的上游的地方
[00:16:01.400 --> 00:16:03.400]  這個地方
[00:16:03.400 --> 00:16:05.400]  就找到一些壁畫
[00:16:05.400 --> 00:16:07.400]  就是
[00:16:07.400 --> 00:16:09.400]  講到這個先尼林王
[00:16:09.400 --> 00:16:11.400]  他去到
[00:16:11.400 --> 00:16:13.400]  登基的時候
[00:16:13.400 --> 00:16:15.400]  那些盛大的場面
[00:16:15.400 --> 00:16:17.400]  當然有很多
[00:16:17.400 --> 00:16:19.400]  這些濕漆的壁畫已經流傳不了
[00:16:19.400 --> 00:16:21.400]  但是你看到
[00:16:21.400 --> 00:16:23.400]  你看看下面
[00:16:23.400 --> 00:16:25.400]  下面就講到
[00:16:25.400 --> 00:16:27.400]  那個王
[00:16:27.400 --> 00:16:29.400]  或者那個神像
[00:16:29.400 --> 00:16:31.400]  拿著一個水樽
[00:16:31.400 --> 00:16:33.400]  一個水瓶
[00:16:33.400 --> 00:16:35.400]  然後就有些水飄出來
[00:16:35.400 --> 00:16:37.400]  有四條河
[00:16:37.400 --> 00:16:41.400]  在水瓶那裡走出來
[00:16:41.400 --> 00:16:43.400]  你說這個這麼厲害
[00:16:43.400 --> 00:16:45.400]  可以反地心吸力
[00:16:45.400 --> 00:16:47.400]  但是這些是異象的圖畫
[00:16:47.400 --> 00:16:49.400]  不是在講實物的地理
[00:16:49.400 --> 00:16:51.400]  科學
[00:16:51.400 --> 00:16:53.400]  所以你看看
[00:16:53.400 --> 00:16:55.400]  這些重構圖
[00:16:55.400 --> 00:16:57.400]  就看到水樽
[00:16:57.400 --> 00:16:59.400]  然後有四條河出來
[00:16:59.400 --> 00:17:01.400]  換句話說
[00:17:01.400 --> 00:17:03.400]  王宮這個聖殿
[00:17:03.400 --> 00:17:05.400]  是封城的源頭
[00:17:05.400 --> 00:17:07.400]  四條河
[00:17:07.400 --> 00:17:09.400]  在那裡出來
[00:17:09.400 --> 00:17:11.400]  當然那裡沒有四條河
[00:17:11.400 --> 00:17:13.400]  但是他用這個異象
[00:17:13.400 --> 00:17:15.400]  是在講一種
[00:17:15.400 --> 00:17:17.400]  所謂神學
[00:17:17.400 --> 00:17:19.400]  亞摩利亞的神學
[00:17:19.400 --> 00:17:21.400]  說這個王的地方
[00:17:21.400 --> 00:17:23.400]  他的聖殿
[00:17:23.400 --> 00:17:25.400]  他所敬拜的神明的聖殿
[00:17:25.400 --> 00:17:27.400]  就是
[00:17:27.400 --> 00:17:29.400]  四條河的源頭
[00:17:29.400 --> 00:17:31.400]  你這樣就明白了
[00:17:31.400 --> 00:17:33.400]  不要按照現代人
[00:17:33.400 --> 00:17:35.400]  想想
[00:17:35.400 --> 00:17:37.400]  在GPS或者在地圖上
[00:17:37.400 --> 00:17:39.400]  哪裡找到這天呢
