
[00:00:00.000 --> 00:00:02.000]   - Good morning everyone.
[00:03:08.060 --> 00:03:08.900]   the most holy place.
[00:03:08.900 --> 00:03:11.980]   So Psalm 1 is like the gate of the temple.
[00:03:11.980 --> 00:03:15.900]   (speaking in foreign language)
[00:03:15.900 --> 00:03:19.240]   So the first word of Psalm 1 verse 1
[00:03:19.240 --> 00:03:22.240]   is the word we translate blessed.
[00:03:22.240 --> 00:03:25.460]   And in the Old Testament, there were two words of blessing.
[00:03:25.460 --> 00:03:30.460]   And you have to note that, okay?
[00:03:30.460 --> 00:03:34.620]   (speaking in foreign language)
[00:03:34.620 --> 00:03:37.420]   Now the first word I give you is Barak.
[00:03:37.420 --> 00:03:40.900]   And that is the word we use to describe
[00:03:40.900 --> 00:03:42.420]   the blessing of God.
[00:03:42.420 --> 00:03:45.420]   (speaking in foreign language)
[00:03:45.420 --> 00:03:50.420]   To mean like we bless you because we wanna grant you
[00:03:50.420 --> 00:03:53.820]   or give you the power of life.
[00:03:53.820 --> 00:03:56.660]   You know, being blessed, being fruitful.
[00:03:56.660 --> 00:03:59.380]   You know, you recall Genesis 1,
[00:03:59.380 --> 00:04:02.460]   when God created the world, He blessed humankind.
[00:04:02.460 --> 00:04:05.060]   He blessed the world, be fruitful and multiply.
[00:04:05.060 --> 00:04:07.060]   And that is the word Barak.
[00:04:07.060 --> 00:04:10.980]   (speaking in foreign language)
[00:04:10.980 --> 00:04:13.620]   Okay, so learn this word, Barak, okay?
[00:04:13.620 --> 00:04:15.180]   Say it with me, okay?
[00:04:15.180 --> 00:04:16.020]   (speaking in foreign language)
[00:04:16.020 --> 00:04:16.860]   Barak, okay?
[00:04:16.860 --> 00:04:20.060]   But that is not the word in Psalm 1, 1, okay?
[00:04:20.060 --> 00:04:21.380]   That is interesting.
[00:04:21.380 --> 00:04:24.980]   That's the second Hebrew word we translate blessed
[00:04:24.980 --> 00:04:27.380]   or blessing, and that is ashare.
[00:04:27.380 --> 00:04:32.380]   We also translate it as blessed most of the time.
[00:04:32.380 --> 00:04:36.500]   (speaking in foreign language)
[00:04:36.500 --> 00:04:38.900]   That's blessed most of the time.
[00:04:38.900 --> 00:04:42.820]   (speaking in foreign language)
[00:04:42.820 --> 00:04:49.780]   So it doesn't mean like give you life or empower you.
[00:04:49.780 --> 00:04:54.420]   It gives you hope and it focuses on something in the future
[00:04:54.420 --> 00:04:59.420]   that you will receive future reward and final blessing.
[00:04:59.420 --> 00:05:04.500]   So this means a blessed person in Psalm 1
[00:05:06.100 --> 00:05:07.860]   do have difficulties now.
[00:05:07.860 --> 00:05:12.660]   (speaking in foreign language)
[00:05:12.660 --> 00:05:21.180]   And then this same word, ashare, say it with me, ashare.
[00:05:21.180 --> 00:05:22.020]   (speaking in foreign language)
[00:05:22.020 --> 00:05:24.220]   Ashare, okay, so you learn some Hebrew word.
[00:05:24.220 --> 00:05:28.860]   The word ashare is also used in another book
[00:05:28.860 --> 00:05:33.220]   called the Book of Job, chapter five, verse 17.
[00:05:33.220 --> 00:05:36.020]   See the word being translated is also blessed.
[00:05:36.020 --> 00:05:38.660]   And the word behind it, the Hebrew word behind it
[00:05:38.660 --> 00:05:41.420]   is ashare, not barak.
[00:05:41.420 --> 00:05:44.780]   So blessed is the one whom God disciplines.
[00:05:44.780 --> 00:05:47.980]   That is Job 5, 17.
[00:05:47.980 --> 00:05:50.060]   Now, of course, when you think about discipline,
[00:05:50.060 --> 00:05:52.940]   God disciplines someone, right?
[00:05:52.940 --> 00:05:55.780]   And you call that someone blessed.
[00:05:55.780 --> 00:05:58.880]   You know, in the state of being disciplined,
[00:05:58.880 --> 00:06:02.300]   do you feel happy or do you feel good about it?
[00:06:02.300 --> 00:06:03.740]   Usually not, right?
[00:06:03.740 --> 00:06:04.860]   Usually not.
[00:06:04.860 --> 00:06:09.020]   But it's called blessed is the person whom God discipline.
[00:06:09.020 --> 00:06:12.980]   So discipline does not feel joyful at the time,
[00:06:12.980 --> 00:06:17.980]   but at the end, you will receive the benefits of discipline.
[00:06:17.980 --> 00:06:24.140]   (speaking in foreign language)
[00:06:24.140 --> 00:06:29.140]   Now, for example, if you do a physical exercise regularly,
[00:06:29.140 --> 00:06:50.700]   anyone, one of you go to the gym, you go to exercise,
[00:06:50.700 --> 00:06:52.900]   you go to do physical exercise.
[00:06:52.900 --> 00:06:55.540]   When you start out working out, okay,
[00:06:55.540 --> 00:06:59.260]   when you start to work out, does it feel good?
[00:06:59.260 --> 00:07:02.340]   No, it shouldn't feel good, right?
[00:07:02.340 --> 00:07:05.260]   If you feel good when you started doing exercise,
[00:07:05.260 --> 00:07:07.220]   you're doing it wrong, okay?
[00:07:07.220 --> 00:07:10.340]   It doesn't feel good when you started to discipline yourself,
[00:07:10.340 --> 00:07:11.540]   discipline your body.
[00:07:11.540 --> 00:07:15.500]   It hurts at first, but you are still blessed
[00:07:15.500 --> 00:07:20.300]   because if you keep going, if you keep persevering,
[00:07:20.300 --> 00:07:22.940]   then you will receive the final blessing, right?
[00:07:22.940 --> 00:07:25.140]   You will receive the final reward.
[00:07:25.140 --> 00:07:29.060]   (speaking in foreign language)
[00:07:29.060 --> 00:07:43.500]   Or another example is a student.
[00:07:43.500 --> 00:07:47.980]   You go to study and in the beginning of the semester,
[00:07:47.980 --> 00:07:51.300]   does it feel good or does it feel happy?
[00:07:51.300 --> 00:07:54.300]   Usually not, right?
[00:07:54.300 --> 00:07:57.460]   You feel painful as you go through the semester,
[00:07:57.460 --> 00:08:01.380]   but you see the good result will be at the end,
[00:08:01.380 --> 00:08:04.180]   and so the blessing is not here and now,
[00:08:04.180 --> 00:08:06.260]   it's something in the future.
[00:08:06.260 --> 00:08:10.180]   (speaking in foreign language)
[00:08:10.380 --> 00:08:14.300]   (speaking in foreign language)
[00:08:14.300 --> 00:08:25.940]   So Psalm 11 says, "Blessed is the man who does this
[00:08:25.940 --> 00:08:29.260]   "or does not do those, this things or that things."
[00:08:29.260 --> 00:08:33.500]   He's talking about the final blessing, final result.
[00:08:33.500 --> 00:08:38.060]   And Jesus used the same word in Beatitudes,
[00:08:38.060 --> 00:08:39.420]   in the book of Matthew.
[00:08:39.420 --> 00:08:44.300]   He said, plus, he used the same word in Greek now
[00:08:44.300 --> 00:08:47.580]   because New Testament is written in Greek, not in Hebrew,
[00:08:47.580 --> 00:08:50.020]   but it's translated in Greek, makaria,
[00:08:50.020 --> 00:08:54.660]   and that is being used by Jesus in Beatitudes.
[00:08:54.660 --> 00:08:59.980]   (speaking in foreign language)
[00:08:59.980 --> 00:09:07.740]   And the same word, as share makaria.
[00:09:07.740 --> 00:09:09.700]   Okay, say makaria with me, okay?
[00:09:09.700 --> 00:09:11.300]   Makaria. - Makaria.
[00:09:11.300 --> 00:09:12.740]   - Makaria, okay?
[00:09:12.740 --> 00:09:15.940]   All right, so as I give you some example here,
[00:09:15.940 --> 00:09:19.540]   Jesus said, "Blessed are the poor in spirit,
[00:09:19.540 --> 00:09:23.860]   "and blessed are those persecuted for righteousness."
[00:09:23.860 --> 00:09:28.380]   (speaking in foreign language)
[00:09:28.380 --> 00:09:30.820]   Now, when you're going through suffering or persecution,
[00:09:30.820 --> 00:09:31.780]   it doesn't feel good, right?
[00:09:31.780 --> 00:09:34.020]   The early church faced the same problem.
[00:09:34.020 --> 00:09:37.180]   They had suffering and they had persecution,
[00:09:37.180 --> 00:09:39.580]   but Jesus say, "If you belong to the kingdom,
[00:09:39.580 --> 00:09:41.340]   "the final reward will be yours,
[00:09:41.340 --> 00:09:43.700]   "and final reward will be great."
[00:09:43.700 --> 00:09:47.780]   (speaking in foreign language)
[00:09:47.780 --> 00:09:53.340]   So I think Psalm 1:1 can be translated this way,
[00:09:53.340 --> 00:09:55.540]   and that's my translation.
[00:09:55.540 --> 00:09:56.780]   It can be translated,
[00:09:56.780 --> 00:10:01.700]   the person who will be ultimately rewarded by God
[00:10:01.700 --> 00:10:04.300]   is someone who does not walk in the counsel of wicked
[00:10:04.300 --> 00:10:06.460]   and this and that.
[00:10:06.460 --> 00:10:10.380]   (speaking in foreign language)
[00:10:10.380 --> 00:10:19.980]   So it's not talking about here and now
[00:10:19.980 --> 00:10:21.740]   that you will feel happy.
[00:10:21.740 --> 00:10:23.580]   It's talking about ultimately,
[00:10:23.580 --> 00:10:28.100]   at the end of your life, you will feel blessed, okay?
[00:10:28.100 --> 00:10:31.100]   So as we go through Psalm 1,1,
[00:10:31.100 --> 00:10:34.860]   you also, the Psalm also unpacks
[00:10:34.860 --> 00:10:36.740]   how a blessed person will be.
[00:10:36.740 --> 00:10:41.460]   He says he does not walk and does not stand
[00:10:41.460 --> 00:10:42.980]   and does not sit.
[00:10:42.980 --> 00:10:45.420]   And you see the progression here, right?
[00:10:45.420 --> 00:10:47.780]   It's like a poem progression from walking
[00:10:47.780 --> 00:10:49.820]   to standing to sitting,
[00:10:49.820 --> 00:10:54.820]   and describe how the spiritual drift can happen gradually.
[00:10:54.820 --> 00:10:59.060]   To walk is being influenced by the wicked,
[00:10:59.060 --> 00:11:00.940]   by the opinions of the wicked.
[00:11:00.940 --> 00:11:04.140]   And to stand is to linger,
[00:11:04.140 --> 00:11:07.300]   to identify yourself with them.
[00:11:07.300 --> 00:11:09.980]   To sit is to settle down, right?
[00:11:09.980 --> 00:11:13.940]   To feel belong and feel comfortable with the wicked.
[00:11:13.940 --> 00:11:17.860]   (speaking in foreign language)
[00:11:17.860 --> 00:11:21.780]   (speaking in foreign language)
[00:11:21.780 --> 00:11:39.020]   And you see the movement is from motion,
[00:11:39.020 --> 00:11:42.780]   walking to permanence, right?
[00:11:42.780 --> 00:11:47.460]   So in showing us compromises can slowly happen
[00:11:47.460 --> 00:11:50.660]   and become a fixed way of lifestyle.
[00:11:50.660 --> 00:11:54.580]   (speaking in foreign language)
[00:11:54.580 --> 00:11:59.220]   But the person who is blessed,
[00:11:59.220 --> 00:12:01.540]   who see the final reward,
[00:12:01.540 --> 00:12:04.380]   is someone who does not do those, right?
[00:12:04.380 --> 00:12:05.220]   Does not do those.
[00:12:05.220 --> 00:12:07.260]   The righteous, not the wicked,
[00:12:07.260 --> 00:12:09.700]   the righteous will fear God
[00:12:09.700 --> 00:12:13.380]   and may at this time disadvantage themselves.
[00:12:13.380 --> 00:12:15.220]   The righteous will disadvantage themselves
[00:12:15.220 --> 00:12:18.180]   to advantage others.
[00:12:18.180 --> 00:12:20.460]   But the wicked will ignore God.
[00:12:20.460 --> 00:12:24.060]   The wicked will not see God, will not fear God.
[00:12:24.060 --> 00:12:29.060]   And they will disadvantage others for their own advantages.
[00:12:29.060 --> 00:12:33.140]   (speaking in foreign language)
[00:12:33.140 --> 00:12:42.220]   So it says the righteous does not do those things.
[00:12:42.220 --> 00:12:45.140]   It's an invitation.
[00:12:45.140 --> 00:12:49.580]   The first Psalm of the Bible is to invite you
[00:12:49.580 --> 00:12:54.260]   to make a decision to be like the righteous
[00:12:54.260 --> 00:12:56.460]   and blessed person before God.
[00:12:56.460 --> 00:13:00.380]   (speaking in foreign language)
[00:13:00.380 --> 00:13:03.660]   Now let's continue.
[00:13:03.660 --> 00:13:06.940]   Verse two, continue to describe this person.
[00:13:06.940 --> 00:13:09.140]   And it says the righteous person is,
[00:13:09.140 --> 00:13:13.700]   has having delight, a happy delight
[00:13:13.700 --> 00:13:16.260]   in the law of the Lord.
[00:13:16.260 --> 00:13:20.180]   (speaking in foreign language)
[00:13:20.180 --> 00:13:27.020]   It's talking about the inner direction of your heart, right?
[00:13:27.020 --> 00:13:31.380]   It's not something behavioral, it's not legalism.
[00:13:31.380 --> 00:13:36.380]   It's some sort of acquired taste for the righteous person.
[00:13:36.380 --> 00:13:40.460]   Okay, he acquired the taste, the delight
[00:13:40.460 --> 00:13:43.580]   in the law of God.
[00:13:43.580 --> 00:13:46.940]   And it's kind of like acquired taste.
[00:13:46.940 --> 00:13:51.660]   It's kind of like, you like coffee or durian?
[00:13:51.660 --> 00:13:53.380]   Something like that.
[00:13:53.380 --> 00:13:55.820]   It's not a natural taste.
[00:13:55.820 --> 00:13:56.940]   It's acquired taste.
[00:13:56.940 --> 00:13:59.820]   I like coffee, I take coffee every single day.
[00:13:59.820 --> 00:14:03.240]   And I didn't like it before when I was much younger.
[00:14:03.240 --> 00:14:04.920]   But I acquired that taste.
[00:14:04.920 --> 00:14:08.420]   Now the righteous, it's the same thing here.
[00:14:08.420 --> 00:14:11.740]   He trains himself, like a student,
[00:14:11.740 --> 00:14:16.060]   he trains himself, his mind to desire the word of God.
[00:14:16.060 --> 00:14:19.980]   (speaking in foreign language)
[00:14:19.980 --> 00:14:41.420]   And here he says he meditates day and night.
[00:14:41.420 --> 00:14:44.380]   And it does not mean emptying your mind.
[00:14:44.380 --> 00:14:47.940]   You know, I recall one of the experiences I had
[00:14:47.940 --> 00:14:50.380]   when I was a college student.
[00:14:50.380 --> 00:14:54.900]   I took Philosophy 101, and the philosophy professor
[00:14:54.900 --> 00:14:57.820]   asked the students in the lecture hall,
[00:14:57.820 --> 00:15:00.300]   all of us, to empty our mind.
[00:15:00.300 --> 00:15:02.140]   You know, he was trying to do some exercise,
[00:15:02.140 --> 00:15:05.620]   some sort of transcendental meditation.
[00:15:05.620 --> 00:15:10.620]   So you have to empty your mind and then imagine something.
[00:15:10.620 --> 00:15:14.660]   You know, that is the secular meditation.
[00:15:15.660 --> 00:15:19.580]   (speaking in foreign language)
[00:15:19.580 --> 00:15:35.300]   And then in the Bible, biblical meditation is different.
[00:15:35.300 --> 00:15:40.100]   It means you think about it, think about the word of God.
[00:15:40.100 --> 00:15:42.820]   You study the word of God.
[00:15:42.820 --> 00:15:44.500]   You question the word of God.
[00:15:44.500 --> 00:15:47.220]   You examine the word of God.
[00:15:47.220 --> 00:15:51.140]   (speaking in foreign language)
[00:15:51.140 --> 00:15:58.980]   And it says day and night, it does not mean 24/7.
[00:15:58.980 --> 00:16:02.380]   It means habit, something customary.
[00:16:02.380 --> 00:16:05.420]   You don't neglect it.
[00:16:05.420 --> 00:16:08.220]   You know, it's like your habit every day.
[00:16:08.220 --> 00:16:12.140]   (speaking in foreign language)
[00:16:13.500 --> 00:16:17.980]   And then it also tells you that the object of meditation
[00:16:17.980 --> 00:16:21.740]   is Torah, or we translate the law of the Lord.
[00:16:21.740 --> 00:16:27.780]   Torah, actually, a better translation would be instruction,
[00:16:27.780 --> 00:16:30.140]   guidance, or teaching.
[00:16:30.140 --> 00:16:34.060]   (speaking in foreign language)
[00:16:34.060 --> 00:16:43.460]   Now, the word Torah, or translated in English, law,
[00:16:43.460 --> 00:16:46.820]   or instruction, actually points to the whole revelation
[00:16:46.820 --> 00:16:47.660]   of God.
[00:16:47.660 --> 00:16:52.380]   So the Bible is like a constitution of the kingdom people.
[00:16:52.380 --> 00:16:56.220]   We read this document because we want to understand
[00:16:56.220 --> 00:16:59.820]   the principle, the instructions being written here.
[00:16:59.820 --> 00:17:03.740]   (speaking in foreign language)
[00:17:03.740 --> 00:17:11.100]   So someone invites you to grasp the whole Torah,
[00:17:12.100 --> 00:17:14.340]   the whole counsel of God.
[00:17:14.340 --> 00:17:18.260]   (speaking in foreign language)
[00:17:18.260 --> 00:17:22.460]   And it's pretty sad because many Christians today,
[00:17:22.460 --> 00:17:24.060]   we are selective.
[00:17:24.060 --> 00:17:27.740]   And someone tells us, you cannot be selective
[00:17:27.740 --> 00:17:29.100]   in the word of God.
[00:17:29.100 --> 00:17:30.940]   You need the whole counsel of God.
[00:17:30.940 --> 00:17:34.860]   (speaking in foreign language)
[00:17:40.180 --> 00:17:42.580]   And then verse three continues to describe
[00:17:42.580 --> 00:17:44.340]   this righteous person like this.
[00:17:44.340 --> 00:17:47.340]   He's like a tree planted by streams of water
[00:17:47.340 --> 00:17:49.900]   and yielding the fruit in season.
[00:17:49.900 --> 00:17:52.980]   And the leaf does not wither,
[00:17:52.980 --> 00:17:54.860]   and whatever he does prospers.
[00:17:54.860 --> 00:17:58.780]   (speaking in foreign language)
[00:17:58.780 --> 00:18:07.780]   Now, you think about this image.
[00:18:07.780 --> 00:18:12.420]   It's an image of life and stability, being steady.
[00:18:12.420 --> 00:18:18.540]   Imagine a tree with the roots growing deeper and deeper
[00:18:18.540 --> 00:18:21.740]   into the ground and planted by the water.
[00:18:21.740 --> 00:18:26.500]   And at the right time, the tree will yield fruit,
[00:18:26.500 --> 00:18:29.140]   and it will become blessing to other people.
[00:18:29.140 --> 00:18:33.060]   (speaking in foreign language)
[00:18:34.060 --> 00:18:39.060]   And then in the ancient years, the culture of the Bible,
[00:18:39.060 --> 00:18:45.980]   where can you find trees?
[00:18:45.980 --> 00:18:48.540]   Most of the time, you find trees in temples.
[00:18:48.540 --> 00:18:53.380]   (speaking in foreign language)
[00:18:53.380 --> 00:18:58.380]   And then you remember the first temple,
[00:18:58.380 --> 00:19:00.180]   so-called temple in the Bible,
[00:19:00.180 --> 00:19:02.340]   was actually the Garden of Eden.
[00:19:02.340 --> 00:19:04.660]   The Garden of Eden, Eve, right?
[00:19:04.660 --> 00:19:07.500]   Garden of Eden, with the tree of life.
[00:19:07.500 --> 00:19:11.620]   (speaking in foreign language)
[00:19:11.620 --> 00:19:12.900]   Now, that's the beginning of the Bible,
[00:19:12.900 --> 00:19:15.780]   but the end of the Bible, the final chapter of the Bible
[00:19:15.780 --> 00:19:18.220]   in the book of Revelation talks about new heavens
[00:19:18.220 --> 00:19:22.940]   and new earth, there again, a river and tree of life.
[00:19:22.940 --> 00:19:27.460]   (speaking in foreign language)
[00:19:27.460 --> 00:19:29.460]   So what it means is that the blessed person,
[00:19:29.460 --> 00:19:33.300]   the righteous person who is dedicated in the Torah,
[00:19:33.300 --> 00:19:34.940]   in the instruction of God,
[00:19:34.940 --> 00:19:38.140]   will live in the presence of God, like in the temple.
[00:19:38.140 --> 00:19:42.140]   (speaking in foreign language)
[00:19:42.140 --> 00:19:46.060]   So it's inviting you to be the righteous person,
[00:19:46.060 --> 00:19:49.300]   inviting you to be the blessed person.
[00:19:49.300 --> 00:19:53.780]   (speaking in foreign language)
[00:19:53.780 --> 00:19:56.860]   And then verse four talks about the wicked.
[00:19:58.620 --> 00:20:00.780]   Verse four, "Not so the wicked,
[00:20:00.780 --> 00:20:02.100]   they're not like the righteous,
[00:20:02.100 --> 00:20:04.460]   they are not like the blessed.
[00:20:04.460 --> 00:20:08.540]   They are like shaft, that the wind blows away."
[00:20:08.540 --> 00:20:12.540]   (speaking in foreign language)
[00:20:12.540 --> 00:20:18.940]   And when farmers get their harvest from the field,
[00:20:18.940 --> 00:20:21.700]   like wheat or barley,
[00:20:21.700 --> 00:20:23.980]   they will bring it to the flushing floor.
[00:20:23.980 --> 00:20:26.980]   It's also, most of the time,
[00:20:26.980 --> 00:20:31.980]   they will bring the harvest grain to the flushing floor.
[00:20:31.980 --> 00:20:36.140]   (speaking in foreign language)
[00:20:36.140 --> 00:20:41.820]   And because the flushing floor
[00:20:41.820 --> 00:20:45.220]   is usually on the high ground, on the hilltop,
[00:20:45.220 --> 00:20:49.100]   so you get stronger wind.
[00:20:49.100 --> 00:20:52.820]   (speaking in foreign language)
[00:20:52.820 --> 00:20:57.820]   And the farmers will throw the crushed grain into the air,
[00:20:57.820 --> 00:21:00.620]   and then it will drop, right?
[00:21:00.620 --> 00:21:04.300]   And the shaft, the shell of the wheat and barley,
[00:21:04.300 --> 00:21:08.380]   they have no weight, and they have no life and no future.
[00:21:08.380 --> 00:21:10.900]   They will be blown away by the wind.
[00:21:10.900 --> 00:21:14.820]   (speaking in foreign language)
[00:21:20.380 --> 00:21:24.180]   So Psalm 1 says, "The wicked are like this.
[00:21:24.180 --> 00:21:26.660]   They do not belong to the assembly
[00:21:26.660 --> 00:21:28.260]   of the righteous, the blessing."
[00:21:28.260 --> 00:21:32.300]   (speaking in foreign language)
[00:21:32.300 --> 00:21:35.260]   Therefore, it continues to tell us,
[00:21:35.260 --> 00:21:38.820]   "The wicked will not stand in judgment,
[00:21:38.820 --> 00:21:42.420]   nor sinners in the assembly of the righteous."
[00:21:42.420 --> 00:21:46.340]   (speaking in foreign language)
[00:21:49.060 --> 00:21:51.340]   And verse six tells you,
[00:21:51.340 --> 00:21:55.780]   "For the Lord watches over the way of the righteous,
[00:21:55.780 --> 00:21:58.180]   but the way of the wicked will perish."
[00:21:58.180 --> 00:22:02.740]   (speaking in foreign language)
[00:22:02.740 --> 00:22:03.900]   See, if you are righteous,
[00:22:03.900 --> 00:22:07.220]   if you make the commitment to love the Word of God,
[00:22:07.220 --> 00:22:10.220]   even though today you may have suffering,
[00:22:10.220 --> 00:22:13.180]   but finally, ultimately, you will have blessing.
[00:22:13.180 --> 00:22:16.820]   And you need to understand God knows your way.
[00:22:16.820 --> 00:22:18.100]   God knows your life.
[00:22:19.100 --> 00:22:22.380]   This is not just information.
[00:22:22.380 --> 00:22:24.740]   It means there's a relationship.
[00:22:24.740 --> 00:22:26.340]   There's a covenant.
[00:22:26.340 --> 00:22:28.620]   There's a commitment from God.
[00:22:28.620 --> 00:22:30.620]   There's a caring from God.
[00:22:30.620 --> 00:22:34.540]   (speaking in foreign language)
[00:22:47.540 --> 00:22:49.300]   So in conclusion, this psalm,
[00:22:49.300 --> 00:22:52.340]   the very first psalm in the Bible presents to you
[00:22:52.340 --> 00:22:53.820]   there are two ways of life.
[00:22:53.820 --> 00:22:56.860]   There are two different directions of life
[00:22:56.860 --> 00:22:59.180]   and two endings in our lives.
[00:22:59.180 --> 00:23:03.100]   (speaking in foreign language)
[00:23:03.100 --> 00:23:08.180]   And it asks you, the very important question is,
[00:23:08.180 --> 00:23:09.620]   what is your decision today?
[00:23:09.620 --> 00:23:11.420]   What is your commitment today?
[00:23:11.420 --> 00:23:15.100]   (speaking in foreign language)
[00:23:15.100 --> 00:23:16.700]   I think there are some applications
[00:23:16.700 --> 00:23:18.500]   or take-homes for us.
[00:23:18.500 --> 00:23:20.340]   First of all is that,
[00:23:20.340 --> 00:23:22.660]   it invites you to know God.
[00:23:22.660 --> 00:23:26.580]   And knowing God is a life decision.
[00:23:26.580 --> 00:23:30.500]   (speaking in foreign language)
[00:23:30.500 --> 00:23:36.980]   And Psalm 1 reminds you that worship,
[00:23:36.980 --> 00:23:40.700]   knowing God, begins with choosing the way of God.
[00:23:40.700 --> 00:23:44.620]   (speaking in foreign language)
[00:23:45.860 --> 00:23:47.820]   And then secondly, it tells you,
[00:23:47.820 --> 00:23:51.460]   you have to work on something.
[00:23:51.460 --> 00:23:54.260]   You have to work on knowing the whole counsel of God,
[00:23:54.260 --> 00:23:55.940]   the whole Bible.
[00:23:55.940 --> 00:24:00.540]   (speaking in foreign language)
[00:24:00.540 --> 00:24:02.900]   Now do not read the Bible selectively.
[00:24:02.900 --> 00:24:06.020]   You have to read the Bible
[00:24:06.020 --> 00:24:09.060]   or some parts of a Bible that are not familiar to you,
[00:24:09.060 --> 00:24:10.980]   that are not comfortable to you.
[00:24:10.980 --> 00:24:15.020]   Do not only choose comfortable passages from the Bible.
[00:24:15.020 --> 00:24:18.940]   (speaking in foreign language)
[00:24:18.940 --> 00:24:24.140]   So I wanna invite you this week, all right?
[00:24:24.140 --> 00:24:27.260]   If you don't have this habit, all right,
[00:24:27.260 --> 00:24:30.620]   I wanna invite you this week for the next seven days,
[00:24:30.620 --> 00:24:34.020]   read one chapter of scripture every day.
[00:24:34.020 --> 00:24:37.940]   (speaking in foreign language)
[00:24:37.940 --> 00:24:40.540]   When you have a little bit of time,
[00:24:40.540 --> 00:24:41.820]   you know, how much time do you need
[00:24:41.820 --> 00:24:43.500]   to read one chapter of the Bible?
[00:24:44.460 --> 00:24:48.380]   (speaking in foreign language)
[00:24:48.380 --> 00:24:52.420]   You say, okay, it depends on how long the chapter is, right?
[00:24:52.420 --> 00:24:54.820]   There's some shorter, there's some longer, right?
[00:24:54.820 --> 00:24:58.380]   But you know, three to five minutes, right?
[00:24:58.380 --> 00:25:00.060]   (speaking in foreign language)
[00:25:00.060 --> 00:25:02.300]   But when you have free time, let your mind,
[00:25:02.300 --> 00:25:04.740]   when you read the Bible, let your mind return
[00:25:04.740 --> 00:25:06.580]   to the mind of God, to the word of God.
[00:25:06.580 --> 00:25:10.500]   (speaking in foreign language)
