
[00:00:00.000 --> 00:00:01.880]   - Good morning, everyone.
[00:02:16.360 --> 00:02:22.460]   (speaking in foreign language)
[00:02:26.620 --> 00:02:30.540]   (speaking in foreign language)
[00:02:30.540 --> 00:02:40.900]   And then 46, there is a river
[00:02:40.900 --> 00:02:44.540]   whose streams make glad the city of God,
[00:02:44.540 --> 00:02:47.140]   the holy place where the Most High dwells.
[00:02:47.140 --> 00:02:48.780]   God is within her.
[00:02:48.780 --> 00:02:50.700]   She will not fall.
[00:02:50.700 --> 00:02:54.300]   God will help her at the break of the day.
[00:02:54.300 --> 00:02:56.220]   Nations are in uproar.
[00:02:56.220 --> 00:02:57.940]   Kingdoms fall.
[00:02:57.940 --> 00:02:59.580]   He lifts his voice.
[00:02:59.580 --> 00:03:01.380]   The earth melts.
[00:03:01.380 --> 00:03:03.220]   The Lord Almighty is with us.
[00:03:03.220 --> 00:03:05.140]   The God of Jacob is our fortress.
[00:03:05.140 --> 00:03:09.980]   (speaking in foreign language)
[00:03:26.220 --> 00:03:28.500]   (speaking in foreign language)
[00:03:28.500 --> 00:03:30.100]   Then verse eight and following.
[00:03:30.100 --> 00:03:31.980]   Come and see the works of the Lord,
[00:03:31.980 --> 00:03:34.340]   the desolation he has brought on the earth.
[00:03:34.340 --> 00:03:37.260]   He makes wars cease to the ends of the earth.
[00:03:37.260 --> 00:03:40.140]   He breaks the bow and shatters the spear.
[00:03:40.140 --> 00:03:42.660]   He burns the shields with fire.
[00:03:42.660 --> 00:03:45.900]   Be still and know that I am God.
[00:03:45.900 --> 00:03:47.780]   I will be exalted among the nations.
[00:03:47.780 --> 00:03:49.620]   I will be exalted in the earth.
[00:03:49.620 --> 00:03:51.540]   The Lord Almighty is with us.
[00:03:51.540 --> 00:03:53.660]   The God of Jacob is our fortress.
[00:03:54.940 --> 00:03:58.860]   (speaking in foreign language)
[00:03:58.860 --> 00:04:19.540]   Well, this psalm has three stanzas
[00:04:19.540 --> 00:04:21.620]   and there are three points I wanna share with you.
[00:04:21.620 --> 00:04:24.260]   The first point is to trust in God.
[00:04:24.260 --> 00:04:26.260]   Trust in God for his protection.
[00:04:26.260 --> 00:04:32.260]   (speaking in foreign language)
[00:04:32.260 --> 00:04:35.140]   So here you can see from verse one to three,
[00:04:35.140 --> 00:04:36.500]   you're gonna pay attention
[00:04:36.500 --> 00:04:40.980]   to the geographic descriptions here
[00:04:40.980 --> 00:04:43.180]   from verse one to verse three.
[00:04:43.180 --> 00:04:45.980]   And you can see there are a lot of highlights here.
[00:04:45.980 --> 00:04:47.580]   There are geographical names.
[00:04:47.580 --> 00:04:50.900]   Mentions the earth, the mountains, the hills, and the water.
[00:04:50.900 --> 00:04:53.780]   And seems to be the focus on the water
[00:04:53.780 --> 00:04:55.660]   and the chaos.
[00:04:55.660 --> 00:05:00.500]   (speaking in foreign language)
[00:05:00.500 --> 00:05:08.300]   So why water?
[00:05:08.300 --> 00:05:10.140]   You know, in the ancient East,
[00:05:10.140 --> 00:05:12.980]   when people thought about this world,
[00:05:12.980 --> 00:05:14.700]   they were not talking about science.
[00:05:14.700 --> 00:05:16.300]   They were thinking of this world
[00:05:16.300 --> 00:05:18.220]   and trying to conceptualize this world
[00:05:18.220 --> 00:05:22.980]   being surrounded by water, by chaos, by chaotic waters.
[00:05:22.980 --> 00:05:26.100]   And whoever can hold back the water up there
[00:05:26.100 --> 00:05:29.780]   and down there and create this bubble for us,
[00:05:29.780 --> 00:05:32.100]   create this world, this dry ground for us
[00:05:32.100 --> 00:05:33.700]   and divide the waters.
[00:05:33.700 --> 00:05:36.460]   And this is the guy we should worship.
[00:05:36.460 --> 00:05:39.380]   And this is the guy who has the most power.
[00:05:39.380 --> 00:05:43.300]   (speaking in foreign language)
[00:05:53.020 --> 00:05:56.900]   And then, you know, the Babylonian myth
[00:05:56.900 --> 00:05:58.780]   called creation epic,
[00:05:58.780 --> 00:06:02.140]   it mentions a force God called Marduk.
[00:06:02.140 --> 00:06:03.660]   And Marduk is the biggest God,
[00:06:03.660 --> 00:06:06.740]   the greatest God in the Babylonian pantheon.
[00:06:06.740 --> 00:06:11.500]   And he is the young God who defeats the water.
[00:06:11.500 --> 00:06:14.220]   It's called Tiamat, the sea goddess.
[00:06:14.220 --> 00:06:19.220]   And he divided her and put half of his water up there,
[00:06:19.220 --> 00:06:22.180]   supporting the sky and the heaven.
[00:06:22.180 --> 00:06:27.180]   And half of her body, after he killed the water,
[00:06:27.180 --> 00:06:32.500]   and to subdue it under his feet
[00:06:32.500 --> 00:06:33.780]   and create a dry ground.
[00:06:33.780 --> 00:06:35.940]   And then he rules over the gods
[00:06:35.940 --> 00:06:39.260]   and put order in the cosmos
[00:06:39.260 --> 00:06:42.740]   and create a city, the greatest city of Babylon.
[00:06:42.740 --> 00:06:47.740]   And he became the final authority of the entire cosmos.
[00:06:47.740 --> 00:06:51.980]   (speaking in foreign language)
[00:06:52.180 --> 00:06:56.100]   (speaking in foreign language)
[00:06:56.100 --> 00:07:14.540]   Now you may remember chapter one of Genesis, right?
[00:07:14.540 --> 00:07:17.220]   Now Genesis, when it talks about the creation of the cosmos,
[00:07:17.220 --> 00:07:19.780]   it did not begin with nothing.
[00:07:19.780 --> 00:07:23.500]   So it's not really creation out of nothing in Genesis one.
[00:07:23.500 --> 00:07:26.780]   It begins with water and chaos.
[00:07:26.780 --> 00:07:30.700]   (speaking in foreign language)
[00:07:30.700 --> 00:07:36.700]   And again, it's not talking about natural sciences.
[00:07:36.700 --> 00:07:38.260]   It's talking about theology.
[00:07:38.260 --> 00:07:40.580]   It talks about God taking control
[00:07:40.580 --> 00:07:43.780]   using familiar concepts to the ancient people.
[00:07:43.780 --> 00:07:46.940]   And he, God himself, the only creator,
[00:07:46.940 --> 00:07:49.260]   he divide the waters and hold them back.
[00:07:49.260 --> 00:07:51.820]   And that shows the power of God.
[00:07:51.820 --> 00:07:55.740]   (speaking in foreign language)
[00:07:55.740 --> 00:08:01.900]   So the same thing here in the psalm,
[00:08:01.900 --> 00:08:05.060]   in the first three verses,
[00:08:05.060 --> 00:08:07.180]   the writer is trying to use the same language
[00:08:07.180 --> 00:08:11.340]   and same idea to tell us to declare the power of God.
[00:08:11.340 --> 00:08:15.260]   (speaking in foreign language)
[00:08:15.260 --> 00:08:18.180]   And then second point here is that
[00:08:18.180 --> 00:08:19.980]   the psalm is trying to tell you
[00:08:19.980 --> 00:08:22.380]   that you have to focus on the presence,
[00:08:22.380 --> 00:08:23.900]   the dwelling of God.
[00:08:23.900 --> 00:08:29.740]   Now, when we read four to seven,
[00:08:29.740 --> 00:08:33.260]   you find that it's describing a city, right?
[00:08:33.260 --> 00:08:35.100]   It's describing a city.
[00:08:35.100 --> 00:08:38.100]   Now we all have certain cities in mind
[00:08:38.100 --> 00:08:41.300]   when you think of your home city
[00:08:41.300 --> 00:08:45.100]   or some of the places that brings you memory
[00:08:45.100 --> 00:08:47.100]   or security or identity.
[00:08:47.100 --> 00:08:49.860]   It may be Beijing, may be Hong Kong,
[00:08:49.860 --> 00:08:52.420]   may be Chicago, or may be your home city.
[00:08:52.420 --> 00:08:56.260]   Some sort of city that feels like home.
[00:08:56.260 --> 00:09:01.340]   (speaking in foreign language)
[00:09:17.140 --> 00:09:20.420]   And for the people of God in the Old Testament especially,
[00:09:20.420 --> 00:09:23.180]   the key city is which one?
[00:09:23.180 --> 00:09:24.620]   Jerusalem, right?
[00:09:24.620 --> 00:09:28.020]   And Jerusalem is also called Zion, right?
[00:09:28.020 --> 00:09:31.220]   So Zion, Mount Zion, is actually Jerusalem.
[00:09:31.220 --> 00:09:32.340]   They are the same.
[00:09:32.340 --> 00:09:34.740]   And that is why some of the psalms
[00:09:34.740 --> 00:09:37.340]   are called Songs of Zion.
[00:09:37.340 --> 00:09:40.260]   Songs of Zion, praising the city of Zion.
[00:09:40.260 --> 00:09:44.860]   And Psalm 46 is actually one of the Zion songs.
[00:09:44.860 --> 00:09:49.300]   And because this city is worthy of our praise
[00:09:49.300 --> 00:09:53.060]   and our attention because God dwells in the midst of Zion.
[00:09:53.060 --> 00:09:58.060]   And God's people do not need to fear.
[00:09:58.060 --> 00:10:02.100]   (speaking in foreign language)
[00:10:13.100 --> 00:10:15.300]   Well, let's read the four to seven here.
[00:10:15.300 --> 00:10:19.140]   There is a river whose stream make glad the city of God,
[00:10:19.140 --> 00:10:20.700]   which is Jerusalem, Zion,
[00:10:20.700 --> 00:10:23.260]   the holy place where the most high dwells.
[00:10:23.260 --> 00:10:26.500]   God is within her and she will not fall.
[00:10:26.500 --> 00:10:29.620]   And God will help her at the break of day.
[00:10:29.620 --> 00:10:32.860]   Nations are in uproar, kingdoms rise and fall,
[00:10:32.860 --> 00:10:36.780]   and he lifts his voice and the earth melts.
[00:10:36.780 --> 00:10:38.340]   The Lord Almighty is with us.
[00:10:38.340 --> 00:10:41.140]   The God of Jacob is our fortress.
[00:10:41.140 --> 00:10:45.060]   (speaking in foreign language)
[00:10:45.060 --> 00:11:09.220]   So I mentioned the Babylonian creation story
[00:11:09.220 --> 00:11:11.940]   is also called Enuma Elish,
[00:11:11.940 --> 00:11:16.580]   where the great God Marduk defeated the chaotic water
[00:11:16.580 --> 00:11:20.780]   and then divided and established the universe.
[00:11:20.780 --> 00:11:23.860]   And Marduk also built a holy city.
[00:11:23.860 --> 00:11:26.260]   And for the Babylonian religion,
[00:11:26.260 --> 00:11:29.420]   it is the building of Babylon, the holy city.
[00:11:29.420 --> 00:11:33.340]   (speaking in foreign language)
[00:11:38.860 --> 00:11:42.580]   And, but here it's talking about Yahweh, the true God.
[00:11:42.580 --> 00:11:44.900]   And after he subdued the water,
[00:11:44.900 --> 00:11:48.620]   he established the city, Jerusalem, of course, right?
[00:11:48.620 --> 00:11:50.420]   That is the true city of God.
[00:11:50.420 --> 00:11:54.340]   And you note that all the geographic images
[00:11:54.340 --> 00:11:58.180]   being mentioned in verses one to three, the first stanza,
[00:11:58.180 --> 00:12:00.100]   here are also repeated.
[00:12:00.100 --> 00:12:03.220]   And all the imageries are also kind of,
[00:12:03.220 --> 00:12:06.260]   we call in this second stanzas, four to seven,
[00:12:06.260 --> 00:12:08.180]   but everything is reversed.
[00:12:08.180 --> 00:12:09.300]   Can you see that?
[00:12:09.300 --> 00:12:13.620]   All the chaos that was mentioned in verses one to three
[00:12:13.620 --> 00:12:16.980]   are now changed into peaceful pictures.
[00:12:16.980 --> 00:12:19.060]   There's a river coming out of the temple
[00:12:19.060 --> 00:12:21.620]   and God is in the midst, God is present.
[00:12:21.620 --> 00:12:26.500]   (speaking in foreign language)
[00:12:38.180 --> 00:12:43.180]   So you can kind of tell from four to seven,
[00:12:43.180 --> 00:12:51.180]   the movement of imageries go into total opposite direction.
[00:12:51.180 --> 00:12:55.420]   It moves from chaos, mountains shaking in the sea,
[00:12:55.420 --> 00:13:00.420]   water roaring and forming to calm a river with streams.
[00:13:00.420 --> 00:13:04.580]   And these are the imageries that we call the temple,
[00:13:04.580 --> 00:13:07.060]   the dwelling place of God in Jerusalem.
[00:13:07.060 --> 00:13:10.100]   When we worship, when we worship together,
[00:13:10.100 --> 00:13:13.780]   we affirm the presence of God, that has never changed.
[00:13:13.780 --> 00:13:18.860]   (speaking in foreign language)
[00:13:36.100 --> 00:13:38.660]   Some years ago, I received an email,
[00:13:38.660 --> 00:13:42.300]   I heard a story about a Christian woman in Syria.
[00:13:42.300 --> 00:13:47.300]   And as you can kind of recall some of the history,
[00:13:47.300 --> 00:13:51.620]   recent history, that ISIS was destroying many lives.
[00:13:51.620 --> 00:13:55.060]   And then some missionaries visit a village
[00:13:55.060 --> 00:13:57.580]   and met this woman, this Christian woman.
[00:13:57.580 --> 00:14:01.620]   And they saw the name of Jesus being posted in her home
[00:14:01.620 --> 00:14:05.420]   on almost every wall inside her house.
[00:14:05.420 --> 00:14:10.420]   And this is one of the ways she coped
[00:14:10.420 --> 00:14:15.100]   with the terror brought by ISIS.
[00:14:15.100 --> 00:14:20.260]   (speaking in foreign language)
[00:14:32.380 --> 00:14:35.540]   And when she was terrified, she was trying to calm
[00:14:35.540 --> 00:14:37.140]   the fear in her heart.
[00:14:37.140 --> 00:14:40.700]   And that's why she put the name of Jesus in Arabic,
[00:14:40.700 --> 00:14:43.380]   of course, on every wall in the house.
[00:14:43.380 --> 00:14:45.420]   And she believed there was a power,
[00:14:45.420 --> 00:14:48.260]   there was a power in name of Jesus.
[00:14:48.260 --> 00:14:51.140]   And the fear is will, of course,
[00:14:51.140 --> 00:14:53.180]   you're not gonna deny the fear,
[00:14:53.180 --> 00:14:56.620]   but fear can be brought under control,
[00:14:56.620 --> 00:14:59.300]   especially under the name of Jesus.
[00:14:59.300 --> 00:15:03.220]   (speaking in foreign language)
[00:15:03.220 --> 00:15:16.780]   And then the third point here from verses eight to 11,
[00:15:16.780 --> 00:15:20.380]   it tells you to be still before God.
[00:15:20.380 --> 00:15:26.340]   (speaking in foreign language)
[00:15:27.700 --> 00:15:30.300]   And eight to 11, let me conclude
[00:15:30.300 --> 00:15:33.060]   by reading the last few verses.
[00:15:33.060 --> 00:15:34.660]   Come and see the works of the Lord,
[00:15:34.660 --> 00:15:36.580]   the desolation he has brought on the earth.
[00:15:36.580 --> 00:15:38.580]   He makes war cease.
[00:15:38.580 --> 00:15:41.020]   To the ends of the earth, he breaks the bow
[00:15:41.020 --> 00:15:45.420]   and shatters the spear, and he burns the shields with fire.
[00:15:45.420 --> 00:15:49.100]   Be still and know that I am God.
[00:15:49.100 --> 00:15:50.980]   I will be exalted among the nations.
[00:15:50.980 --> 00:15:53.460]   I will be exalted in the earth.
[00:15:53.460 --> 00:15:55.180]   The Lord Almighty is with us.
[00:15:55.180 --> 00:15:57.740]   The God of Jacob is our fortress.
[00:15:57.740 --> 00:16:01.660]   (speaking in foreign language)
[00:16:01.660 --> 00:16:23.580]   See, when you're in panic mode,
[00:16:23.580 --> 00:16:26.980]   I'm not sure you can recall some of the memories,
[00:16:26.980 --> 00:16:29.140]   some of the experiences that you had
[00:16:29.140 --> 00:16:30.460]   when you were in panic mode.
[00:16:30.460 --> 00:16:32.580]   It feels like chaos to you, right?
[00:16:32.580 --> 00:16:36.660]   And this little story has to do with me.
[00:16:36.660 --> 00:16:39.220]   This happened to me last Friday night.
[00:16:39.220 --> 00:16:44.260]   My wife called me, and she said she was on the highway,
[00:16:44.260 --> 00:16:45.780]   and one of her tires got flat,
[00:16:45.780 --> 00:16:49.380]   and she was trying to bring students home,
[00:16:49.380 --> 00:16:51.220]   but she could not drive anymore.
[00:16:51.220 --> 00:16:54.300]   So I received a call and tried to rush
[00:16:54.300 --> 00:16:57.700]   out of the church building and go into my car
[00:16:57.700 --> 00:17:00.980]   and then try to rush to her,
[00:17:00.980 --> 00:17:03.580]   and I also called my son and yelled at my son,
[00:17:03.580 --> 00:17:06.140]   and I said, "Son, you have to go.
[00:17:06.140 --> 00:17:07.380]   "You have to go with me, okay?
[00:17:07.380 --> 00:17:09.260]   "Wherever you are, just drop everything
[00:17:09.260 --> 00:17:11.660]   "and go and rescue your mom, okay?"
[00:17:11.660 --> 00:17:14.500]   So I drove a couple blocks, and then I find that
[00:17:14.500 --> 00:17:16.140]   I lost my phone.
[00:17:16.140 --> 00:17:17.860]   Where is my iPhone?
[00:17:17.860 --> 00:17:19.140]   I tried to search my pockets,
[00:17:19.140 --> 00:17:21.940]   all the pockets of the jacket, all the pockets of my pants,
[00:17:21.940 --> 00:17:23.780]   and I tried to look for my phone.
[00:17:23.780 --> 00:17:28.100]   I could not find it, and I was really, really
[00:17:28.100 --> 00:17:31.300]   in a panic mode, and I was so,
[00:17:31.300 --> 00:17:33.300]   I guess I was so angry.
[00:17:33.300 --> 00:17:37.020]   I was so angry with me, and I was so angry with the iPhone.
[00:17:37.020 --> 00:17:39.340]   And I met someone at the door of the church,
[00:17:39.340 --> 00:17:42.380]   and Chi-Mei, Chi-Mei's one of the worship leaders,
[00:17:42.380 --> 00:17:44.700]   and then it's very interesting.
[00:17:44.700 --> 00:17:49.700]   Chi-Mei talked to me and said, "Pastor Mark, calm down."
[00:17:49.700 --> 00:17:55.380]   And then she had me log into the Find Me app
[00:17:55.380 --> 00:17:57.940]   and tried to ring the phone, you know.
[00:17:57.940 --> 00:18:01.180]   And then, you know where the phone is?
[00:18:01.180 --> 00:18:06.020]   In my pocket, yeah, in my pocket.
[00:18:06.020 --> 00:18:09.940]   (speaking in foreign language)
[00:18:14.700 --> 00:18:18.620]   (speaking in foreign language)
[00:18:18.620 --> 00:18:42.660]   And at that moment, I really experienced,
[00:18:42.660 --> 00:18:44.660]   you know, the panic mode really took over me.
[00:18:44.660 --> 00:18:47.060]   You know, in fear, in chaos.
[00:18:47.060 --> 00:18:51.260]   And we had some MBTI, you know, you heard about MBTI, right?
[00:18:51.260 --> 00:18:53.100]   MBTI personality test.
[00:18:53.100 --> 00:18:57.460]   We have some sort of workshops in the past weekend,
[00:18:57.460 --> 00:19:01.580]   and I realized myself that when I am under stress,
[00:19:01.580 --> 00:19:04.300]   my feelings can take over.
[00:19:04.300 --> 00:19:07.420]   I got frustrated, and that night, you know,
[00:19:07.420 --> 00:19:09.420]   that night, Friday night, I was in panic mode,
[00:19:09.420 --> 00:19:11.660]   and everything fell out of control.
[00:19:11.660 --> 00:19:15.580]   (speaking in foreign language)
[00:19:15.580 --> 00:19:28.900]   And let me tell you another story about fear.
[00:19:28.900 --> 00:19:32.140]   Some years ago, I got a call from a young adult woman,
[00:19:32.140 --> 00:19:34.380]   and she called me and cried out,
[00:19:34.380 --> 00:19:38.620]   because she has lost $4,000 to $5,000.
[00:19:38.620 --> 00:19:42.860]   And what happened was that she received a call
[00:19:42.860 --> 00:19:45.380]   from so-called IRS.
[00:19:45.380 --> 00:19:47.700]   So IRS called her and said,
[00:19:47.700 --> 00:19:50.060]   oh, you have not been reporting your taxes
[00:19:50.060 --> 00:19:51.900]   for, you know, so many years,
[00:19:51.900 --> 00:19:55.820]   and that's why you own IRS for $4,000 to $5,000,
[00:19:55.820 --> 00:19:58.180]   and this is what you need to do.
[00:19:58.180 --> 00:20:00.700]   And that caller, the scam caller,
[00:20:00.700 --> 00:20:04.920]   told her to go to the Apple Store,
[00:20:04.920 --> 00:20:07.740]   to go to Apple Store and get gift cards
[00:20:07.740 --> 00:20:10.260]   of worth of $4,000 to $5,000.
[00:20:10.260 --> 00:20:13.140]   You know, you know how many gift cards you have to get?
[00:20:13.140 --> 00:20:16.740]   And she was in panic mode because she,
[00:20:16.740 --> 00:20:19.940]   she remembered she had not been reporting the tax, right?
[00:20:19.940 --> 00:20:23.020]   That's why you need to file your taxes, right?
[00:20:23.020 --> 00:20:25.420]   And then she was in panic mode, and she went to,
[00:20:25.420 --> 00:20:26.940]   indeed, she went to the Apple Store
[00:20:26.940 --> 00:20:31.460]   and got $4,000 to $5,000 worth of gift cards.
[00:20:31.460 --> 00:20:33.340]   You know, how many gift cards were there?
[00:20:33.340 --> 00:20:35.260]   And brought all gift cards home,
[00:20:35.260 --> 00:20:38.500]   and then, you know, swiped the code,
[00:20:38.500 --> 00:20:41.220]   and one by one, she told the code,
[00:20:41.220 --> 00:20:44.980]   the code, the secret code to the caller,
[00:20:44.980 --> 00:20:46.860]   and gave the caller the money.
[00:20:46.860 --> 00:20:51.840]   (speaking in foreign language)
[00:21:05.260 --> 00:21:09.180]   (speaking in foreign language)
[00:21:09.180 --> 00:21:14.980]   See, if she was not in panic mode,
[00:21:14.980 --> 00:21:18.420]   she could have called someone who can trust, right?
[00:21:18.420 --> 00:21:20.420]   And, you know, try to find out more information.
[00:21:20.420 --> 00:21:22.340]   It was a scam, right?
[00:21:22.340 --> 00:21:25.900]   But, you know, when fear takes over,
[00:21:25.900 --> 00:21:30.900]   then we do all sorts of irrational action.
[00:21:30.900 --> 00:21:33.560]   You know, when the people of God live in Jerusalem,
[00:21:33.560 --> 00:21:37.260]   they often, living in fear,
[00:21:37.260 --> 00:21:39.460]   military attacks from other empires,
[00:21:39.460 --> 00:21:41.480]   Assyria or Egyptian empire,
[00:21:41.480 --> 00:21:43.300]   in their fear, sometimes they panic,
[00:21:43.300 --> 00:21:45.620]   and they ran after the false gods
[00:21:45.620 --> 00:21:49.000]   and false ideologies to solve the problem.
[00:21:49.000 --> 00:21:52.920]   (speaking in foreign language)
[00:22:00.220 --> 00:22:04.140]   And the Psalm 46 is trying to declare to us,
[00:22:04.140 --> 00:22:06.020]   God is still in control.
[00:22:06.020 --> 00:22:08.140]   That's why you need to run to God
[00:22:08.140 --> 00:22:10.880]   instead of having fear taking over you.
[00:22:10.880 --> 00:22:15.020]   You know, last week, many people watched this guy
[00:22:15.020 --> 00:22:18.060]   climbing, you know, Taipei 101.
[00:22:18.060 --> 00:22:20.140]   Did you see that on Netflix?
[00:22:20.140 --> 00:22:24.320]   Maybe you heard about it, heard about this story.
[00:22:24.320 --> 00:22:28.300]   Alex Hono, he's the most famous
[00:22:29.340 --> 00:22:32.660]   free solo climber in the world.
[00:22:32.660 --> 00:22:34.820]   He climbed Yosemite Half Dome
[00:22:34.820 --> 00:22:36.900]   and all these tall buildings.
[00:22:36.900 --> 00:22:40.780]   And, you know, last week, he took 90 minutes
[00:22:40.780 --> 00:22:43.220]   to climb from ground level
[00:22:43.220 --> 00:22:46.340]   all the way to the top of Taipei 101.
[00:22:46.340 --> 00:22:50.340]   And you can see that it can illustrate
[00:22:50.340 --> 00:22:54.340]   the picture of, you know, handling fear or managing fear.
[00:22:54.340 --> 00:22:59.060]   And the danger is real, but he prepares with great care.
[00:22:59.060 --> 00:23:02.980]   (speaking in foreign language)
[00:23:02.980 --> 00:23:18.260]   And I find that some of the comments
[00:23:18.260 --> 00:23:21.300]   are really, really interesting about, you know, this story.
[00:23:21.300 --> 00:23:26.300]   As you can see, he is climbing the building bare hands.
[00:23:27.860 --> 00:23:31.500]   No safety net or any kind.
[00:23:31.500 --> 00:23:32.900]   Just climb and climb and climb.
[00:23:32.900 --> 00:23:35.780]   And some of the comments, I find it very, very interesting.
[00:23:35.780 --> 00:23:42.500]   You know, people say he is not fearless.
[00:23:42.500 --> 00:23:45.180]   He's not fearless, but he is so prepared
[00:23:45.180 --> 00:23:46.700]   that he will not die.
[00:23:46.700 --> 00:23:51.180]   And then some of the people said, you know,
[00:23:51.180 --> 00:23:54.400]   we often say we step out of our comfort zone, right?
[00:23:54.400 --> 00:23:55.540]   We have to challenge ourselves
[00:23:55.540 --> 00:23:57.100]   to step out of our comfort zone.
[00:23:57.100 --> 00:24:00.460]   But for Alex, it's a totally different thing.
[00:24:00.460 --> 00:24:02.460]   He said it's not stepping out of your comfort zone,
[00:24:02.460 --> 00:24:05.180]   but to expand your comfort zone.
[00:24:05.180 --> 00:24:10.180]   You know, making something uncomfortable become comfortable.
[00:24:10.180 --> 00:24:16.000]   And, you know, some of the comments says what you did,
[00:24:16.000 --> 00:24:20.060]   what we did, what we did not see was thousands
[00:24:20.060 --> 00:24:24.600]   and millions times that he repeated the same moves.
[00:24:24.600 --> 00:24:27.500]   The moves of, you know, grabbing something
[00:24:27.500 --> 00:24:28.980]   or stepping on something.
[00:24:28.980 --> 00:24:31.780]   Thousands of moves that we did not see.
[00:24:31.780 --> 00:24:35.140]   And some of the comments says he is not crazy.
[00:24:35.140 --> 00:24:39.180]   He is actually extremely rational
[00:24:39.180 --> 00:24:43.040]   because he practiced the same route more than 40 times.
[00:24:43.040 --> 00:24:45.140]   And he wrote down every single detail,
[00:24:45.140 --> 00:24:48.700]   all the handholds and all the footholds in his notes.
[00:24:48.700 --> 00:24:49.540]   And he studied it.
[00:24:49.540 --> 00:24:52.340]   He mentally prepared himself for that.
[00:24:52.340 --> 00:24:56.260]   (speaking in foreign language)
[00:25:22.340 --> 00:25:33.880]   And Psalm 46 does the same thing.
[00:25:33.880 --> 00:25:37.940]   It does not pretend that the world is not shaking.
[00:25:37.940 --> 00:25:41.420]   The world indeed sometimes feel like falling
[00:25:41.420 --> 00:25:43.580]   and the nations are raging.
[00:25:43.580 --> 00:25:47.760]   Psalm 46 is not trying to deny all this fears
[00:25:47.760 --> 00:25:49.420]   and chaos in our lives.
[00:25:49.420 --> 00:25:51.240]   But, you know, the people of God in Jerusalem,
[00:25:51.240 --> 00:25:55.780]   they face very many fear and threats every day.
[00:25:55.780 --> 00:25:59.320]   And it was natural for Israel to trust their own strength,
[00:25:59.320 --> 00:26:00.980]   to trust their own power,
[00:26:00.980 --> 00:26:04.220]   their own economic or military power.
[00:26:04.220 --> 00:26:09.060]   (speaking in foreign language)
[00:26:21.260 --> 00:26:26.260]   However, the Psalm tells you to shift your attention
[00:26:26.260 --> 00:26:32.880]   from fear to the power of God, the presence of God,
[00:26:32.880 --> 00:26:35.700]   so that your heart can be still
[00:26:35.700 --> 00:26:39.920]   because the Lord Almighty is with us.
[00:26:39.920 --> 00:26:41.920]   And when we trust this,
[00:26:41.920 --> 00:26:44.840]   we have a different postures to live.
[00:26:44.840 --> 00:26:46.440]   You know, we live differently.
[00:26:46.440 --> 00:26:49.560]   We will choose peace.
[00:26:49.560 --> 00:26:51.240]   We will choose justice.
