
[00:00:00.000 --> 00:00:03.840]  好 今次我們繼續說這個罌
[00:05:50.000 --> 00:05:53.000]  你心裡會覺得很大聲
[00:05:53.000 --> 00:05:55.000]  經常出事
[00:05:55.000 --> 00:05:57.000]  我心同感受
[00:05:57.000 --> 00:05:58.000]  你的反應可能是
[00:05:58.000 --> 00:06:00.000]  真的很不公平
[00:06:00.000 --> 00:06:01.000]  我良民一個
[00:06:01.000 --> 00:06:03.000]  我平時不犯法
[00:06:03.000 --> 00:06:04.000]  我停在了位置
[00:06:04.000 --> 00:06:05.000]  你就罰我60元
[00:06:05.000 --> 00:06:08.000]  我對法律的感覺都不是很好
[00:06:08.000 --> 00:06:10.000]  因為通常我們想起法律的時候
[00:06:10.000 --> 00:06:11.000]  就是懲罰
[00:06:11.000 --> 00:06:13.000]  或者法律就是陷阱
[00:06:13.000 --> 00:06:16.000]  所以有時候我們將我們這個概念
[00:06:16.000 --> 00:06:19.000]  我們就去了解舊約的律法
[00:06:19.000 --> 00:06:20.000]  我們回到舊約裡面
[00:06:20.000 --> 00:06:22.000]  很多很長篇的一些律法
[00:06:22.000 --> 00:06:23.000]  我們的眼光就覺得
[00:06:23.000 --> 00:06:26.000]  上帝當然好像那些交通警
[00:06:26.000 --> 00:06:27.000]  有沒有見過那些
[00:06:27.000 --> 00:06:28.000]  那些City worker
[00:06:28.000 --> 00:06:29.000]  拿著一部機器
[00:06:29.000 --> 00:06:30.000]  穿著一件衣服
[00:06:30.000 --> 00:06:32.000]  然後走來走去
[00:06:32.000 --> 00:06:34.000]  他就是想抓你
[00:06:34.000 --> 00:06:35.000]  那你心裡面
[00:06:35.000 --> 00:06:37.000]  就是心裡面很不滿
[00:06:37.000 --> 00:06:38.000]  是不是
[00:06:38.000 --> 00:06:39.000]  心裡面很不滿
[00:06:39.000 --> 00:06:42.000]  但我們心裡面律法就是這樣的
[00:06:42.000 --> 00:06:44.000]  就是懲罰
[00:06:44.000 --> 00:06:46.000]  但是我想今天告訴你
[00:06:46.000 --> 00:06:49.000]  在舊約裡面講律法不是這樣的
[00:06:49.000 --> 00:06:51.000]  我們有那些舊的概念
[00:06:51.000 --> 00:06:53.000]  我們一定要將它刪除
[00:06:53.000 --> 00:06:54.000]  我們經常說
[00:06:54.000 --> 00:06:56.000]  我們不在律法之下
[00:06:56.000 --> 00:06:58.000]  我們現在在恩典之下
[00:06:58.000 --> 00:06:59.000]  你有沒有聽過這句話
[00:06:59.000 --> 00:07:00.000]  有啊
[00:07:00.000 --> 00:07:01.000]  從小到大在教會裡面
[00:07:01.000 --> 00:07:02.000]  都是聽一樣東西的
[00:07:02.000 --> 00:07:03.000]  We are not under the law
[00:07:03.000 --> 00:07:05.000]  We are under grace now
[00:07:05.000 --> 00:07:08.000]  以前就是律法的時代
[00:07:08.000 --> 00:07:10.000]  現在就是什麼
[00:07:10.000 --> 00:07:11.000]  恩典的時代
[00:07:11.000 --> 00:07:12.000]  現在不講律法了
[00:07:12.000 --> 00:07:13.000]  我們很自由的
[00:07:13.000 --> 00:07:14.000]  No No No
[00:07:14.000 --> 00:07:15.000]  這個是舊的概念
[00:07:15.000 --> 00:07:17.000]  這個是不明白聖經
[00:07:17.000 --> 00:07:19.000]  解錯聖經的一種概念
[00:07:19.000 --> 00:07:21.000]  在舊約的律法裡面
[00:07:21.000 --> 00:07:23.000]  講到的不是一種懲罰
[00:07:23.000 --> 00:07:27.000]  它是講到上帝給我們的恩典
[00:07:27.000 --> 00:07:28.000]  所以有個誤解
[00:07:28.000 --> 00:07:29.000]  我們就不要將
[00:07:29.000 --> 00:07:31.000]  好像畫面上面那裡說
[00:07:31.000 --> 00:07:35.000]  舊約那個神就很像交通警
[00:07:35.000 --> 00:07:36.000]  很嚴的
[00:07:36.000 --> 00:07:38.000]  你一犯法
[00:07:38.000 --> 00:07:40.000]  他就罰你六十塊
[00:07:40.000 --> 00:07:41.000]  罰你六百塊
[00:07:41.000 --> 00:07:43.000]  就是引頭落地
[00:07:43.000 --> 00:07:44.000]  新約那個就不是了
[00:07:44.000 --> 00:07:45.000]  新約那個講愛的
[00:07:45.000 --> 00:07:46.000]  講自由的
[00:07:46.000 --> 00:07:49.000]  這個是錯誤的一個見解
[00:07:49.000 --> 00:07:51.000]  所以這裡講到
[00:07:51.000 --> 00:07:52.000]  今天想講
[00:07:52.000 --> 00:07:53.000]  舊約的律法
[00:07:53.000 --> 00:07:55.000]  當上帝和他的子民立約的時候
[00:07:55.000 --> 00:07:56.000]  給他們法板
[00:07:56.000 --> 00:07:58.000]  給他們石板的時候
[00:07:58.000 --> 00:08:00.000]  其實那個律法
[00:08:00.000 --> 00:08:02.000]  是有哪幾方面需要留意的
[00:08:02.000 --> 00:08:03.000]  第一方面
[00:08:03.000 --> 00:08:05.000]  舊約裡面的律法
[00:08:05.000 --> 00:08:09.000]  是以恩典來建立的
[00:08:09.000 --> 00:08:11.000]  是由恩典來開始的
[00:08:11.000 --> 00:08:14.000]  我們去土耳其
[00:08:14.000 --> 00:08:15.000]  我們很多時候
[00:08:15.000 --> 00:08:16.000]  講起土耳其的時候
[00:08:16.000 --> 00:08:17.000]  想起什麼
[00:08:17.000 --> 00:08:18.000]  聖經的故事
[00:08:18.000 --> 00:08:19.000]  或者聖經的事蹟
[00:08:19.000 --> 00:08:21.000]  初期教會
[00:08:21.000 --> 00:08:23.000]  啟示六七教會
[00:08:23.000 --> 00:08:25.000]  全部都是新約的東西
[00:08:25.000 --> 00:08:26.000]  但很多時候我們忘記了
[00:08:26.000 --> 00:08:29.000]  舊約的土耳其
[00:08:29.000 --> 00:08:31.000]  土耳其舊約的時期
[00:08:31.000 --> 00:08:34.000]  其實是一個帝國在那裡存在的
[00:08:34.000 --> 00:08:36.000]  那個帝國叫做Hittite
[00:08:36.000 --> 00:08:38.000]  客人帝國
[00:08:38.000 --> 00:08:39.000]  客人
[00:08:39.000 --> 00:08:40.000]  不是嚇死人
[00:08:40.000 --> 00:08:41.000]  是客人
[00:08:41.000 --> 00:08:43.000]  客人帝國
[00:08:43.000 --> 00:08:44.000]  那些考古學家
[00:08:44.000 --> 00:08:45.000]  在客人帝國
[00:08:45.000 --> 00:08:46.000]  就是今天的土耳其
[00:08:46.000 --> 00:08:48.000]  其中一個地方叫做Hattusa
[00:08:48.000 --> 00:08:50.000]  那裡就找到
[00:08:50.000 --> 00:08:54.000]  當時客人帝國的石板
[00:08:54.000 --> 00:08:56.000]  他們留下的一些文件
[00:08:56.000 --> 00:08:58.000]  是以前政府的文件
[00:08:58.000 --> 00:09:00.000]  客人帝國大概是什麼時間
[00:09:00.000 --> 00:09:02.000]  就是出埃及的時候
[00:09:02.000 --> 00:09:05.000]  大概1500至1200年的時候
[00:09:05.000 --> 00:09:09.000]  距離現在大概3000多年的時候
[00:09:09.000 --> 00:09:11.000]  當時客人帝國Hittite Empire
[00:09:11.000 --> 00:09:15.000]  它是一個超大的super power
[00:09:15.000 --> 00:09:18.000]  它跟埃及或者跟其他小國
[00:09:18.000 --> 00:09:19.000]  就會有很多條約
[00:09:19.000 --> 00:09:22.000]  有很多外交的文件
[00:09:22.000 --> 00:09:25.000]  來往
[00:09:25.000 --> 00:09:27.000]  其中一種文件叫做
[00:09:27.000 --> 00:09:38.000]  Suzerain Treaty
[00:09:38.000 --> 00:09:41.000]  中文大概也是一種不平等的條約
[00:09:41.000 --> 00:09:43.000]  就是說一個大的power
[00:09:43.000 --> 00:09:44.000]  和一個小的power
[00:09:44.000 --> 00:09:47.000]  大家之間有一個條約
[00:09:47.000 --> 00:09:49.000]  一個大國和一個小國之間
[00:09:49.000 --> 00:09:50.000]  有一個條約
[00:09:50.000 --> 00:09:52.000]  我們叫宗主條約
[00:09:52.000 --> 00:09:53.000]  找到這些石板的時候
[00:09:53.000 --> 00:09:54.000]  翻譯出來的時候
[00:09:54.000 --> 00:09:56.000]  就發現這些石板
[00:09:56.000 --> 00:09:58.000]  很多時候這些外交文件
[00:09:58.000 --> 00:10:00.000]  都有一個format
[00:10:00.000 --> 00:10:01.000]  那個format就是
[00:10:01.000 --> 00:10:03.000]  那個條約開頭的時候
[00:10:03.000 --> 00:10:05.000]  那個大王就會自稱
[00:10:05.000 --> 00:10:07.000]  或者介紹自己
[00:10:07.000 --> 00:10:09.000]  我就是什麼什麼Great King
[00:10:09.000 --> 00:10:11.000]  我就是Great King of Hittite
[00:10:11.000 --> 00:10:14.000]  Super Great King of Hittite
[00:10:14.000 --> 00:10:15.000]  I am Great
[00:10:15.000 --> 00:10:17.000]  我很厲害 很厲害
[00:10:17.000 --> 00:10:18.000]  說了幾十句
[00:10:18.000 --> 00:10:20.000]  就是說他自己多厲害
[00:10:20.000 --> 00:10:21.000]  這個就是自我介紹
[00:10:21.000 --> 00:10:23.000]  序言preamble的地方
[00:10:23.000 --> 00:10:27.000]  然後那個格式下去下面
[00:10:27.000 --> 00:10:28.000]  那個大國大王
[00:10:28.000 --> 00:10:30.000]  就會和那個小王去介紹
[00:10:30.000 --> 00:10:32.000]  之前我恩代過你什麼
[00:10:32.000 --> 00:10:34.000]  你記不記得很多年前
[00:10:34.000 --> 00:10:37.000]  你被人攻陷
[00:10:37.000 --> 00:10:38.000]  差不多攻陷的時候
[00:10:38.000 --> 00:10:40.000]  我派兵去救你等等
[00:10:40.000 --> 00:10:42.000]  我曾經幫過你的
[00:10:42.000 --> 00:10:43.000]  我是一個大國
[00:10:43.000 --> 00:10:45.000]  曾經恩代過你小國的
[00:10:45.000 --> 00:10:47.000]  現在我就告訴你
[00:10:47.000 --> 00:10:51.000]  What I have already done for you
[00:10:51.000 --> 00:10:54.000]  以前我曾經為你做過的好事
[00:10:54.000 --> 00:10:57.000]  所以到第三部分
[00:10:57.000 --> 00:11:01.000]  現在你應該怎樣和我建立關係
[00:11:01.000 --> 00:11:02.000]  你是一個小國
[00:11:02.000 --> 00:11:03.000]  你應該怎樣回應
[00:11:03.000 --> 00:11:05.000]  我對你的恩典
[00:11:05.000 --> 00:11:07.000]  然後就有很多的條款
[00:11:07.000 --> 00:11:08.000]  就列出來了
[00:11:08.000 --> 00:11:10.000]  然後到最後第四部分
[00:11:10.000 --> 00:11:13.000]  就是一些祝福和奏助的語句
[00:11:13.000 --> 00:11:15.000]  就是說如果你是faithful的話
[00:11:15.000 --> 00:11:17.000]  我就會繼續祝福你
[00:11:17.000 --> 00:11:18.000]  如果你不faithful的話
[00:11:18.000 --> 00:11:19.000]  你反叛我的話
[00:11:19.000 --> 00:11:21.000]  那你就麻煩了
[00:11:21.000 --> 00:11:25.000]  我就會來打你
[00:11:25.000 --> 00:11:28.000]  就是祝福和奏助
[00:11:28.000 --> 00:11:32.000]  大概這樣的條約的形式
[00:11:32.000 --> 00:11:34.000]  我們找回的時候
[00:11:34.000 --> 00:11:35.000]  我們就發現
[00:11:35.000 --> 00:11:39.000]  翻開聖經就是舊約律法的格式
[00:11:39.000 --> 00:11:41.000]  雖然舊約五經裡面
[00:11:41.000 --> 00:11:43.000]  記載十誡或者不同的條約的時候
[00:11:43.000 --> 00:11:47.000]  用一個故事式來記載
[00:11:47.000 --> 00:11:49.000]  但是裡面有很多的元素
[00:11:49.000 --> 00:11:52.000]  其實是和Suzerain Treaty很有關係的
[00:11:52.000 --> 00:11:56.000]  並且它的格式是跟著這樣下的
[00:11:56.000 --> 00:11:59.000]  你記得十誡第一誡是什麼
[00:11:59.000 --> 00:12:02.000]  除了我以外不可有別的神
[00:12:02.000 --> 00:12:04.000]  我們小學開始
[00:12:04.000 --> 00:12:06.000]  如果是接觸教會的
[00:12:06.000 --> 00:12:07.000]  我們就會背這些東西
[00:12:07.000 --> 00:12:08.000]  第一誡
[00:12:08.000 --> 00:12:11.000]  There is none other than God himself
[00:12:11.000 --> 00:12:13.000]  除了我以外不可有別的神
[00:12:13.000 --> 00:12:14.000]  然後第二誡
[00:12:14.000 --> 00:12:16.000]  就是不可以雕刻偶像等等
[00:12:16.000 --> 00:12:18.000]  我們就說背十誡
[00:12:18.000 --> 00:12:21.000]  其實十誡那一段
[00:12:21.000 --> 00:12:22.000]  《出埃及傑》第二十章
[00:12:22.000 --> 00:12:26.000]  開始的時候不是除了我以外不可有別的神
[00:12:26.000 --> 00:12:28.000]  你記得是怎樣開始的
[00:12:28.000 --> 00:12:30.000]  是我是耶和華利的神
[00:12:30.000 --> 00:12:32.000]  我是耶和華利的神
[00:12:32.000 --> 00:12:37.000]  曾將你從埃及地遺老之家領出來
[00:12:37.000 --> 00:12:38.000]  只是這兩句話
[00:12:38.000 --> 00:12:42.000]  其實就是跟著Suzerain Treaty的格式
[00:12:42.000 --> 00:12:45.000]  第一句是說什麼
[00:12:45.000 --> 00:12:46.000]  我是
[00:12:46.000 --> 00:12:48.000]  I am the Lord your God
[00:12:48.000 --> 00:12:51.000]  I am Yahweh the Lord your God
[00:12:51.000 --> 00:12:53.000]  我就是耶和華利的神
[00:12:53.000 --> 00:12:54.000]  我就介紹我自己
[00:12:54.000 --> 00:12:56.000]  我是一個怎樣的神
[00:12:56.000 --> 00:12:59.000]  當然這個就不像那些客人的帝王
[00:12:59.000 --> 00:13:02.000]  在自己煲自己
[00:13:02.000 --> 00:13:03.000]  或者讚自己
[00:13:03.000 --> 00:13:04.000]  我是多麼偉大
[00:13:04.000 --> 00:13:05.000]  我是多麼厲害
[00:13:05.000 --> 00:13:06.000]  好像今天那些國家領導人
[00:13:06.000 --> 00:13:13.000]  讚到自己落花流水
[00:13:13.000 --> 00:13:14.000]  其實他不是
[00:13:14.000 --> 00:13:16.000]  他只是虛報自己
[00:13:16.000 --> 00:13:17.000]  只是宣傳
[00:13:17.000 --> 00:13:19.000]  但聖經裡面就很簡單說
[00:13:19.000 --> 00:13:21.000]  我是耶和華利的神
[00:13:21.000 --> 00:13:23.000]  然後第二句
[00:13:23.000 --> 00:13:26.000]  其實是按照Suzerain Treaty的第二部分
[00:13:26.000 --> 00:13:29.000]  就是我曾經為你做過什麼
[00:13:29.000 --> 00:13:35.000]  我曾經將你從埃及地領出來
[00:13:35.000 --> 00:13:36.000]  記得那個故事
[00:13:36.000 --> 00:13:37.000]  到創世紀最後的時候
[00:13:37.000 --> 00:13:39.000]  他們下了埃及
[00:13:39.000 --> 00:13:40.000]  是不是因為他們很好
[00:13:40.000 --> 00:13:41.000]  是不是那些希伯來人
[00:13:41.000 --> 00:13:43.000]  他們很乖很聰明
[00:13:43.000 --> 00:13:46.000]  他們是世上最好的人
[00:13:46.000 --> 00:13:50.000]  最仁慈最良善的人
[00:13:50.000 --> 00:13:52.000]  所以上帝救他們
[00:13:52.000 --> 00:13:53.000]  不是的
[00:13:53.000 --> 00:13:56.000]  上帝是用恩典去救他們
[00:13:56.000 --> 00:13:58.000]  不是因為值得救你
[00:13:58.000 --> 00:14:00.000]  而是因為我是耶和華
[00:14:00.000 --> 00:14:04.000]  我用恩手將你從埃及領出來
[00:14:04.000 --> 00:14:06.000]  不是跟你講條件
[00:14:06.000 --> 00:14:07.000]  是因為我愛你
[00:14:07.000 --> 00:14:09.000]  所以我拯救你出來
[00:14:09.000 --> 00:14:11.000]  將你領出來
[00:14:11.000 --> 00:14:13.000]  這兩個說話是跟這個格式的
[00:14:13.000 --> 00:14:15.000]  就是說我已經將你拯救了
[00:14:15.000 --> 00:14:18.000]  現在你已經有一個新的身分
[00:14:18.000 --> 00:14:20.000]  被我恩典拯救出來的時候
[00:14:20.000 --> 00:14:22.000]  你應該如何生活
[00:14:22.000 --> 00:14:24.000]  所以拯救恩典是在前的
[00:14:24.000 --> 00:14:26.000]  然後所謂律法
[00:14:26.000 --> 00:14:28.000]  其實是指引
[00:14:28.000 --> 00:14:30.000]  是從恩典流出來
[00:14:30.000 --> 00:14:31.000]  告訴他們
[00:14:31.000 --> 00:14:34.000]  你們現在應該要如何生活
[00:14:34.000 --> 00:14:36.000]  所以我們不要再說
[00:14:36.000 --> 00:14:39.000]  現在不在律法的時代
[00:14:39.000 --> 00:14:41.000]  那個是舊約的東西
[00:14:41.000 --> 00:14:42.000]  現在新約我們不講律法
[00:14:42.000 --> 00:14:43.000]  我們只講恩典
[00:14:43.000 --> 00:14:44.000]  這個是錯誤的觀念
[00:14:44.000 --> 00:14:45.000]  因為舊約裡面
[00:14:45.000 --> 00:14:47.000]  十誡開始的時候
[00:14:47.000 --> 00:14:48.000]  已經是從恩典開始
[00:14:48.000 --> 00:14:51.000]  上帝拯救你
[00:14:51.000 --> 00:14:52.000]  我們今天新約的信徒
[00:14:52.000 --> 00:14:55.000]  我們知道在基督裡面拯救了你
[00:14:55.000 --> 00:14:58.000]  你應該有一個新的身分
[00:14:58.000 --> 00:15:00.000]  所以你應該如何去生活
[00:15:00.000 --> 00:15:02.000]  這些就是律法的條款
[00:15:02.000 --> 00:15:04.000]  所以不是說我做好一點
[00:15:04.000 --> 00:15:05.000]  守好律法
[00:15:05.000 --> 00:15:07.000]  我就能夠成為神的子民
[00:15:07.000 --> 00:15:09.000]  應該相反
[00:15:09.000 --> 00:15:10.000]  我現在已經
[00:15:10.000 --> 00:15:11.000]  因著上帝的恩典
[00:15:11.000 --> 00:15:12.000]  我成為上帝的子民
[00:15:12.000 --> 00:15:13.000]  有一個新的身分
[00:15:13.000 --> 00:15:15.000]  新的名分
[00:15:15.000 --> 00:15:19.000]  所以我現在應該要如何生活
[00:15:19.000 --> 00:15:21.000]  等於我兒子
[00:15:21.000 --> 00:15:23.000]  我兒子二十多歲了
[00:15:23.000 --> 00:15:30.000]  他百分之九十九都很乖
[00:15:30.000 --> 00:15:32.000]  很乖
[00:15:32.000 --> 00:15:33.000]  是因為他乖
