
[00:00:00.000 --> 00:00:03.840]  是由Mark Sir跟我們說到的
[00:02:18.800 --> 00:02:21.080]  為什麼你不忍耐
[00:02:21.080 --> 00:02:23.040]  所以這個是和我們切身的
[00:02:23.040 --> 00:02:24.540]  就算你還沒接觸過聖經
[00:02:24.540 --> 00:02:25.800]  你第一次來教會
[00:02:25.800 --> 00:02:29.880]  你都想明白聖經這本書到底是一本什麼事
[00:02:29.880 --> 00:02:31.040]  因為在教會裡面
[00:02:31.040 --> 00:02:34.300]  特別基督徒的世界裡面
[00:02:34.300 --> 00:02:36.920]  聖經是絕對的權威
[00:02:36.920 --> 00:02:39.960]  所以我們很多時候會訴諸於聖經
[00:02:39.960 --> 00:02:41.040]  特別我們更正教
[00:02:41.040 --> 00:02:43.800]  所謂新教、基督教
[00:02:43.800 --> 00:02:46.800]  我們和羅馬天主教是有點不同的
[00:02:46.800 --> 00:02:48.720]  因為我們的權威性在哪裡
[00:02:48.720 --> 00:02:50.260]  是唯獨聖經
[00:02:50.260 --> 00:02:51.960]  所以永遠都是說回到聖經
[00:02:51.960 --> 00:02:54.000]  Return to the Bible
[00:02:54.000 --> 00:02:57.080]  所以我們需要去思考一下
[00:02:57.080 --> 00:03:03.300]  到底你聽到一些引用聖經
[00:03:03.300 --> 00:03:06.540]  去到有聖經支持的一些理論
[00:03:06.540 --> 00:03:08.580]  或者一些想法、概念
[00:03:08.580 --> 00:03:10.840]  到底是不是真的合乎聖經
[00:03:10.840 --> 00:03:15.720]  所以我們需要嘗試去思考一下這個問題
[00:03:15.720 --> 00:03:19.180]  因為很容易我們就會說
[00:03:19.180 --> 00:03:20.300]  聖經這麼說
[00:03:20.300 --> 00:03:21.340]  這個是聖經的權威
[00:03:21.340 --> 00:03:23.340]  所以就Case closed
[00:03:23.340 --> 00:03:25.500]  那就不需要再討論了
[00:03:25.500 --> 00:03:27.340]  我記得我預備的時候
[00:03:27.340 --> 00:03:29.460]  年輕的時候就想起一件事
[00:03:29.460 --> 00:03:30.580]  就是我大學的時候
[00:03:30.580 --> 00:03:34.080]  我很喜歡專門問難的
[00:03:34.080 --> 00:03:38.800]  聽完講道我就去挑戰牧師
[00:03:38.800 --> 00:03:42.260]  上完主一學我就去挑戰主一學的教師
[00:03:42.260 --> 00:03:44.340]  我說你這樣說好像不太對
[00:03:44.340 --> 00:03:45.760]  因為聖經不應該這樣解釋的
[00:03:45.760 --> 00:03:47.220]  我就是那些搞事分子
[00:03:47.220 --> 00:03:49.840]  從小到大都是這樣
[00:03:49.840 --> 00:03:54.260]  我記得有一次就講了《創世紀》第一章
[00:03:54.260 --> 00:03:57.040]  講到六天創造
[00:03:57.040 --> 00:03:58.460]  Six days creation
[00:03:58.460 --> 00:04:01.420]  我就聽到一個教師這樣說
[00:04:01.420 --> 00:04:05.140]  這個六天創造就是一定是每一天
[00:04:05.140 --> 00:04:06.580]  因為什麼叫一天
[00:04:06.580 --> 00:04:08.300]  一天就是24小時
[00:04:08.300 --> 00:04:09.000]  對不對
[00:04:09.000 --> 00:04:10.260]  既然是24小時的話
[00:04:10.260 --> 00:04:11.260]  就應該六天創造
[00:04:11.260 --> 00:04:13.960]  就是六個24小時裡面創造所有東西
[00:04:13.960 --> 00:04:15.880]  一下子就走出來
[00:04:15.880 --> 00:04:17.720]  我就說這個好像不太對
[00:04:17.720 --> 00:04:20.260]  這樣去理解
[00:04:20.260 --> 00:04:23.260]  因為《創世紀》到底是不是在講科學
[00:04:23.260 --> 00:04:25.540]  其實不是在講科學的
[00:04:25.540 --> 00:04:28.720]  所以他就去到反問我
[00:04:28.720 --> 00:04:33.500]  他說你居然去質疑我們2000年解經的傳統
[00:04:33.500 --> 00:04:34.420]  豈有此理
[00:04:34.420 --> 00:04:35.920]  你黃毛丫頭
[00:04:35.920 --> 00:04:37.500]  是他這樣的意思
[00:04:37.500 --> 00:04:40.460]  當時我年輕的時候就不太懂得去應對
[00:04:40.460 --> 00:04:42.660]  我無言以對
[00:04:42.660 --> 00:04:45.500]  後來我才慢慢成長的時候發現
[00:04:45.500 --> 00:04:48.380]  原來這個六天24小時
[00:04:48.380 --> 00:04:51.000]  原來沒有2000年的傳統
[00:04:51.000 --> 00:04:52.880]  他以為有而已
[00:04:52.880 --> 00:04:56.460]  其實很早期有一個人叫奧古斯丁
[00:04:56.460 --> 00:04:59.300]  他已經說這個六天創造
[00:04:59.300 --> 00:05:01.420]  其實不應該解作科學
[00:05:01.420 --> 00:05:03.080]  又或者字面的24小時
[00:05:03.080 --> 00:05:04.880]  只不過是象徵式一個框架
[00:05:04.880 --> 00:05:06.720]  來表述上帝的偉大
[00:05:06.720 --> 00:05:08.920]  上帝創造主的偉大等等
[00:05:08.920 --> 00:05:11.580]  所以我就再去思想一下
[00:05:11.580 --> 00:05:14.540]  很多時候我們接觸到一些教導
[00:05:14.540 --> 00:05:19.380]  雖然說有時候會訴諸於聖經權威
[00:05:19.380 --> 00:05:23.540]  或者我們會訴諸於歷史悠久
[00:05:23.540 --> 00:05:24.660]  但是你明白嗎
[00:05:24.660 --> 00:05:26.840]  就算訴諸於權威
[00:05:26.840 --> 00:05:29.700]  就算訴諸於歷史的傳統
[00:05:29.700 --> 00:05:32.840]  都不等於聖經本身的權威
[00:05:32.840 --> 00:05:36.420]  只不過你對聖經某一種的解讀
[00:05:36.420 --> 00:05:37.920]  那個權威而已
[00:05:37.920 --> 00:05:39.580]  就不是聖經的權威
[00:05:39.580 --> 00:05:41.700]  大家明白嗎
[00:05:41.700 --> 00:05:43.580]  聖經的權威當然是最高
[00:05:43.580 --> 00:05:46.420]  但是有不同人的解說
[00:05:46.420 --> 00:05:49.540]  你的解說不一定等同於
[00:05:49.540 --> 00:05:53.120]  聖經的絕對的權威
[00:05:53.120 --> 00:05:54.420]  OK吧
[00:05:54.420 --> 00:05:55.500]  對嗎
[00:05:55.500 --> 00:05:57.240]  你可以解錯的
[00:05:57.240 --> 00:06:00.920]  或者你可以梳理聖經裡面的材料的時候
[00:06:00.920 --> 00:06:04.240]  有一些甩漏的地方
[00:06:04.240 --> 00:06:05.160]  所以你要想到
[00:06:05.160 --> 00:06:06.880]  聖經當然是絕對的權威
[00:06:06.880 --> 00:06:10.380]  但是下面有很多不同的解說
[00:06:10.380 --> 00:06:11.540]  有一些好一點的解說
[00:06:11.540 --> 00:06:13.420]  有一些差一點的解說
[00:06:13.420 --> 00:06:15.840]  這個很多時候是我們有迷思來的
[00:06:15.840 --> 00:06:16.760]  我們很多時候說
[00:06:16.760 --> 00:06:17.840]  你去讀神學
[00:06:17.840 --> 00:06:19.340]  或者有弟兄姊妹去讀神學
[00:06:19.340 --> 00:06:21.380]  他說讀神學這些東西很難摸索的
[00:06:21.380 --> 00:06:23.120]  沒有對錯的
[00:06:23.120 --> 00:06:24.620]  你有你寫我有我寫
[00:06:24.620 --> 00:06:26.700]  我們經常都有這樣的迷思
[00:06:26.700 --> 00:06:30.340]  你上課譬如解提摩太前書
[00:06:30.340 --> 00:06:32.340]  你去寫一份論文出來
[00:06:32.340 --> 00:06:35.460]  你就會說寫論文而已
[00:06:35.460 --> 00:06:36.960]  我們大部分都是理科人
[00:06:36.960 --> 00:06:38.540]  很多理科人在這裡
[00:06:38.540 --> 00:06:40.080]  計數就算對和錯的
[00:06:40.080 --> 00:06:41.960]  一算就算到了
[00:06:41.960 --> 00:06:44.200]  小於一分也不對
[00:06:44.200 --> 00:06:46.460]  但是你說你讀文科的
[00:06:46.460 --> 00:06:48.000]  你有你寫他有他寫
[00:06:48.000 --> 00:06:50.080]  ABCD這樣每個人都可以對
[00:06:50.080 --> 00:06:51.700]  其實不是這樣的
[00:06:51.700 --> 00:06:53.840]  其實寫論文寫很多
[00:06:53.840 --> 00:06:56.040]  但是也有好的論文不是壞的論文
[00:06:56.040 --> 00:06:58.120]  對不對
[00:06:58.120 --> 00:07:01.200]  那怎樣才算是一個好的論文
[00:07:01.200 --> 00:07:03.240]  就是你梳理一些材料
[00:07:03.240 --> 00:07:05.920]  去處理一個論點
[00:07:05.920 --> 00:07:08.740]  處理一個思考的過程
[00:07:08.740 --> 00:07:10.120]  方法等等
[00:07:10.120 --> 00:07:13.420]  其實都是有好與壞的
[00:07:13.420 --> 00:07:15.420]  對嗎 大家明白嗎
[00:07:15.420 --> 00:07:18.540]  我們平日也會遇見的
[00:07:18.540 --> 00:07:20.540]  兩個人吵架的時候
[00:07:20.540 --> 00:07:23.460]  你也要梳理一下誰有道理
[00:07:23.460 --> 00:07:24.920]  你不可以說我有權威
[00:07:24.920 --> 00:07:26.460]  你一定要聽我說
[00:07:26.460 --> 00:07:29.080]  這些全部是溝通的問題
[00:07:29.080 --> 00:07:30.040]  所以我們讀聖經
[00:07:30.040 --> 00:07:32.380]  其實也是需要去思考一下
[00:07:32.380 --> 00:07:36.080]  所以今天我們選了這段經文
[00:07:36.080 --> 00:07:37.460]  是一段聖經裡面
[00:07:37.460 --> 00:07:39.880]  所謂最棘手的經文
[00:07:39.880 --> 00:07:41.420]  最棘手的經文
[00:07:41.420 --> 00:07:43.000]  雖然時間有限
[00:07:43.000 --> 00:07:44.200]  不過怎樣棘手也好
[00:07:44.200 --> 00:07:47.880]  我希望25分鐘之後告訴你
[00:07:47.880 --> 00:07:49.960]  其實不是那麼棘手
[00:07:49.960 --> 00:07:50.460]  好嗎
[00:07:50.460 --> 00:07:53.460]  2章第8至15節提摩太前書
[00:07:53.460 --> 00:07:54.120]  這裡是這樣說的
[00:07:54.120 --> 00:07:56.420]  這裡主題絕對是在說
[00:07:56.420 --> 00:07:59.420]  女人在教會裡面的侍奉
[00:07:59.420 --> 00:08:00.380]  對不對
[00:08:00.380 --> 00:08:02.340]  所以很多時候就拿了這段經文
[00:08:02.340 --> 00:08:05.380]  來支持某一些的想法
[00:08:05.380 --> 00:08:08.920]  某一些的建議
[00:08:08.920 --> 00:08:09.880]  2章第8節
[00:08:09.880 --> 00:08:12.960]  保羅寫信給當時以弗所的教會
[00:08:12.960 --> 00:08:15.500]  當時就是提摩太的徒弟
[00:08:15.500 --> 00:08:18.300]  去到牧羊的宗教會
[00:08:18.300 --> 00:08:20.760]  這封書信到第2章的時候
[00:08:20.760 --> 00:08:21.160]  他就說
[00:08:21.160 --> 00:08:24.620]  我希望男人是舉起聖潔的手
[00:08:24.620 --> 00:08:26.620]  隨處禱告
[00:08:26.620 --> 00:08:28.960]  不發怒不爭論
[00:08:28.960 --> 00:08:29.880]  第9節
[00:08:29.880 --> 00:08:32.540]  我又希望女人以端正克制
[00:08:32.540 --> 00:08:34.500]  合乎體統的服裝
[00:08:34.500 --> 00:08:35.840]  打扮自己
[00:08:35.840 --> 00:08:42.160]  不以編髮金飾珍珠名貴衣裳來打扮
[00:08:42.160 --> 00:08:43.460]  要有善行
[00:08:43.460 --> 00:08:46.760]  這才與自稱為敬畏上帝的女人相稱
[00:08:46.760 --> 00:08:51.500]  女人要時時的馴服地安靜學習
[00:08:51.500 --> 00:08:54.420]  我不許女人教導或者講道
[00:08:54.420 --> 00:08:56.920]  也不許她管轄男人
[00:08:56.920 --> 00:08:58.960]  只要安靜
[00:08:58.960 --> 00:09:00.840]  因為亞當先被造
[00:09:00.840 --> 00:09:03.040]  然後才是夏娃
[00:09:03.040 --> 00:09:04.620]  亞當並沒有受騙
[00:09:04.620 --> 00:09:06.040]  是女人受騙
[00:09:06.040 --> 00:09:07.840]  陷在過犯類
[00:09:07.840 --> 00:09:11.080]  然而女人若持守信心愛心
[00:09:11.080 --> 00:09:13.300]  又在聖潔克制上面
[00:09:13.300 --> 00:09:16.540]  就必藉著生產而得救
[00:09:16.540 --> 00:09:17.840]  好棘手
[00:09:17.840 --> 00:09:20.080]  聽完之後都不知道講什麼
[00:09:20.080 --> 00:09:22.000]  我們就只知道
[00:09:22.000 --> 00:09:24.340]  我不許女人教導
[00:09:24.340 --> 00:09:26.540]  這個最清楚
[00:09:26.540 --> 00:09:31.220]  我們講了很多次
[00:09:31.220 --> 00:09:33.720]  《看聖經》一定是有它的背景的
[00:09:33.720 --> 00:09:34.580]  對不對
[00:09:34.580 --> 00:09:36.920]  《聖經》不是直接寫給我們的
[00:09:36.920 --> 00:09:39.120]  《聖經》卻是為我們而寫
[00:09:39.120 --> 00:09:41.040]  既然不是直接寫給我們
[00:09:41.040 --> 00:09:45.420]  就直接寫給當時他們當下的處境裡面
[00:09:45.420 --> 00:09:47.920]  去跟他們講說話
[00:09:47.920 --> 00:09:51.800]  這樣講說話就是直接寫給他們
[00:09:51.800 --> 00:09:53.260]  就是說2000年之前
[00:09:53.260 --> 00:09:54.340]  在第一世紀
[00:09:54.340 --> 00:09:56.000]  在以弗所的教會
[00:09:56.000 --> 00:09:57.580]  在大摩太的模樣之下
[00:09:57.580 --> 00:10:00.920]  他們有的處境去寫這段說話
[00:10:00.920 --> 00:10:01.800]  對不對
[00:10:01.800 --> 00:10:04.180]  而我們的處境往往是不同的
[00:10:04.180 --> 00:10:05.620]  現在我們21世紀的處境
[00:10:05.620 --> 00:10:07.220]  往往是完全不同的
[00:10:07.220 --> 00:10:09.880]  但是有些是為我們而寫的
[00:10:09.880 --> 00:10:10.920]  先搞清楚
[00:10:10.920 --> 00:10:14.880]  寫給他們到底是發生什麼事
[00:10:14.880 --> 00:10:17.420]  當時的教會
[00:10:17.420 --> 00:10:19.720]  提摩太模樣教會在以弗所
[00:10:19.720 --> 00:10:22.220]  以弗所是一個很著名的
[00:10:22.220 --> 00:10:23.300]  今天的土耳其
[00:10:23.300 --> 00:10:26.460]  西面一個很大的城市
[00:10:26.460 --> 00:10:28.840]  是一個當時土耳其省份
[00:10:28.840 --> 00:10:33.300]  就是小亞細亞省份的首都
[00:10:33.300 --> 00:10:35.500]  所以是一個很繁華的地方
[00:10:35.500 --> 00:10:39.500]  那裡他們宗教的背景是非常濃厚的
[00:10:39.500 --> 00:10:40.840]  如果你去以弗所的話
[00:10:40.840 --> 00:10:43.800]  今天在土耳其西面
[00:10:43.800 --> 00:10:46.220]  這個古城裡面都找到一些遺跡
[00:10:46.220 --> 00:10:48.540]  是跟當時第一世紀保羅
[00:10:48.540 --> 00:10:51.180]  去到以弗所的時候所見到的東西
[00:10:51.180 --> 00:10:52.080]  有些是他見到的
[00:10:52.080 --> 00:10:53.180]  有些是後期
[00:10:53.180 --> 00:10:54.340]  有些是早期一點
[00:10:54.340 --> 00:10:56.580]  當時以弗所已經是非常大了
[00:10:56.580 --> 00:11:02.420]  所以以弗所有一個廟
[00:11:02.420 --> 00:11:07.000]  是一個當時地中海東邊世界裡面
[00:11:07.000 --> 00:11:08.920]  一個最大的廟
[00:11:08.920 --> 00:11:13.300]  這個廟叫做亞底米女神的廟
[00:11:13.300 --> 00:11:15.960]  右下角那個只不過是重建而已
[00:11:15.960 --> 00:11:17.000]  因為左上角那個
[00:11:17.000 --> 00:11:18.000]  就是今天你去到的時候
[00:11:18.000 --> 00:11:19.580]  你可以在那裡拍照
[00:11:19.580 --> 00:11:20.720]  拍一張照
[00:11:20.720 --> 00:11:23.120]  你看到有多少東西剩下在那裡
[00:11:23.120 --> 00:11:24.680]  剩下一根柱子而已
[00:11:24.680 --> 00:11:30.920]  這個所謂七大世界人工的奇蹟之一
[00:11:30.920 --> 00:11:33.000]  Seven wonders of ancient world
[00:11:33.000 --> 00:11:37.540]  譬如埃及的金字塔是其中一個
[00:11:37.540 --> 00:11:42.580]  七大奇蹟之一就是亞底米女神的廟
[00:11:42.580 --> 00:11:44.080]  剩下裡面的遺跡
[00:11:44.080 --> 00:11:44.920]  當然剩下很少
[00:11:44.920 --> 00:11:46.460]  剩下根柱
[00:11:46.460 --> 00:11:50.960]  這個女神廟叫做亞底米女神廟
[00:11:50.960 --> 00:11:52.840]  裡面有很多祭司
[00:11:52.840 --> 00:11:55.000]  他們每年會有一個
[00:11:55.000 --> 00:11:58.040]  不單只是香火鼎盛
[00:11:58.040 --> 00:12:01.380]  每年都會有一個巡遊的慶典
[00:12:01.380 --> 00:12:03.340]  那些貴族的女士
[00:12:03.340 --> 00:12:07.340]  那些婦女就會盛裝出場來打扮
[00:12:07.340 --> 00:12:10.760]  然後模仿那個女神的模樣
[00:12:10.760 --> 00:12:13.500]  所以最終的目的
[00:12:13.500 --> 00:12:17.260]  其實在當時的社會宗教的氣氛下
[00:12:17.260 --> 00:12:18.540]  當你這樣做的時候
[00:12:18.540 --> 00:12:19.840]  你不單只是貴族
[00:12:19.840 --> 00:12:21.340]  你貴族打扮了之後
[00:12:21.340 --> 00:12:23.580]  以金髮首飾等等
[00:12:23.580 --> 00:12:24.800]  你再走出來的時候
[00:12:24.800 --> 00:12:27.040]  其實你就是鞏固你自己的地位
[00:12:27.040 --> 00:12:29.040]  因為很多時候平民百姓就是平民
[00:12:29.040 --> 00:12:31.120]  就是貧窮的人
[00:12:31.120 --> 00:12:32.620]  你這樣去做的時候
[00:12:32.620 --> 00:12:38.420]  你就會得到眾民的尊重和愛戴
[00:12:38.420 --> 00:12:39.760]  其實你就是鞏固
[00:12:39.760 --> 00:12:43.120]  建立你的社會經濟地位
[00:12:43.120 --> 00:12:45.960]  所以這些慶典不單只是宗教慶典
[00:12:45.960 --> 00:12:49.660]  是一些社會經濟上的慶典
[00:12:49.660 --> 00:12:53.460]  當時有一本小說
[00:12:53.460 --> 00:12:56.120]  那本小說叫做《伊斯維耶克》
[00:12:56.120 --> 00:13:00.000]  伊斯維耶克就是一位小說家
[00:13:00.000 --> 00:13:02.160]  叫做斯諾芬
[00:13:02.160 --> 00:13:02.840]  他所寫的
[00:13:02.840 --> 00:13:04.660]  這個斯諾芬是以弗所的斯諾芬
[00:13:04.660 --> 00:13:06.340]  不是雅典的斯諾芬
[00:13:06.340 --> 00:13:08.000]  雅典的斯諾芬比較有名
[00:13:08.000 --> 00:13:10.880]  以弗所有一個叫做斯諾芬同名的
[00:13:10.880 --> 00:13:12.840]  他寫了一本小說
[00:13:12.840 --> 00:13:15.800]  這個小說其實是愛情小說
[00:13:15.800 --> 00:13:17.960]  大家有沒有看過愛情小說
[00:13:17.960 --> 00:13:20.800]  逆書這些 是不是逆書
[00:13:20.800 --> 00:13:22.500]  對 《勁要》
[00:13:22.500 --> 00:13:24.500]  對不起 我不看這些
[00:13:24.500 --> 00:13:27.800]  但是斯諾芬寫了一本《伊斯維耶克》
[00:13:27.800 --> 00:13:30.540]  就是以弗所的故事
[00:13:30.540 --> 00:13:32.260]  以弗所的愛情故事
[00:13:32.260 --> 00:13:34.160]  就說到男女很深愛大家
[00:13:34.160 --> 00:13:36.380]  然後就克服很多困難
[00:13:36.380 --> 00:13:40.580]  最後終於可以一起了
[00:13:40.580 --> 00:13:41.420]  既然一起的時候
[00:13:41.420 --> 00:13:44.260]  最後他們就在亞底米女神廟
[00:13:44.260 --> 00:13:47.840]  他們就去參與巡遊
[00:13:47.840 --> 00:13:54.760]  說到女主角的打扮的時候
[00:13:54.760 --> 00:13:56.380]  就用那些字
[00:13:56.380 --> 00:14:00.180]  有些字就跟提摩泰前書第二章那裡的字
[00:14:00.180 --> 00:14:02.080]  差不多一樣的
[00:14:02.080 --> 00:14:06.760]  有髮飾 有穿金戴銀等等
[00:14:06.760 --> 00:14:14.040]  他就去參與亞底米女神像的巡遊的慶典
[00:14:14.040 --> 00:14:15.460]  甚至到了一個地步
[00:14:15.460 --> 00:14:18.300]  那些眾民會看到這個女主角
[00:14:18.300 --> 00:14:20.080]  因為打扮成這樣的時候
[00:14:20.080 --> 00:14:26.080]  他就以為這個女神是再生的
[00:14:26.080 --> 00:14:29.080]  他自己就好像女神一樣
[00:14:29.080 --> 00:14:34.920]  你將這些當時的文本
[00:14:34.920 --> 00:14:39.380]  來跟聖經當時的背景來做一些比較的時候
[00:14:39.380 --> 00:14:41.580]  你就知道有一點點的背景
[00:14:41.580 --> 00:14:44.420]  可能是我們今天未必想像得到的
[00:14:44.420 --> 00:14:47.920]  我們說回以弗所
[00:14:47.920 --> 00:14:52.120]  以弗所在那裡宣教有好幾年之後
[00:14:52.120 --> 00:14:54.800]  當然是建立了一些教會
[00:14:54.800 --> 00:14:57.000]  而那些教會當時是家庭教會
[00:14:57.000 --> 00:14:59.840]  在不同的家庭裡面去聚會
[00:14:59.840 --> 00:15:01.920]  不像我們這樣一排
[00:15:01.920 --> 00:15:07.500]  有很多人一起在一個公共的場合一起聚會
[00:15:07.500 --> 00:15:12.000]  以往那個教會的聚會形式是家庭教會
[00:15:12.000 --> 00:15:13.620]  既然是家庭教會的話
[00:15:13.620 --> 00:15:17.800]  就一定是一些比較有錢的人
[00:15:17.800 --> 00:15:20.580]  才能夠開放自己的家庭
[00:15:20.580 --> 00:15:22.620]  譬如昨天我們教會停電
[00:15:22.620 --> 00:15:23.880]  這一區停電
[00:15:23.880 --> 00:15:26.540]  如果有聚會的時候就去誰那裡
[00:15:26.540 --> 00:15:31.160]  當然是去比較有錢的人家裡
[00:15:31.160 --> 00:15:34.040]  或者塞得他一進去
[00:15:34.040 --> 00:15:36.840]  如果去到社下我就不行了
[00:15:36.840 --> 00:15:38.660]  只可以有兩個聚會
[00:15:38.660 --> 00:15:40.300]  兩個小組而已
[00:15:40.300 --> 00:15:41.580]  但是如果有幾十人
[00:15:41.580 --> 00:15:45.340]  那當然是去一些比較有錢的人家把他塞進去
[00:15:45.340 --> 00:15:46.920]  然後他就可以煮東西吃
[00:15:46.920 --> 00:15:48.660]  然後去款待我們
[00:15:48.660 --> 00:15:52.080]  當時以弗所確實有一些比較富戶的人
[00:15:52.080 --> 00:15:53.340]  就是信主的
[00:15:53.340 --> 00:15:57.000]  而且很多時候都是一些婦女信主
[00:15:57.000 --> 00:15:58.000]  你要看《少林傳》
[00:15:58.000 --> 00:16:00.580]  你都差不多拿到這個味道
[00:16:00.580 --> 00:16:02.160]  有時候一些貴族的婦女
[00:16:02.160 --> 00:16:03.340]  她信了主
[00:16:03.340 --> 00:16:05.920]  因為她是富裕的家庭出身
[00:16:05.920 --> 00:16:08.800]  所以很多時候教會在她家裡聚會
[00:16:08.800 --> 00:16:11.880]  她就成為教會裡面的主人
[00:16:11.880 --> 00:16:13.380]  她開放教會的時候
[00:16:13.380 --> 00:16:17.500]  她自然因為有錢有地方有地位
[00:16:17.500 --> 00:16:21.300]  她就成為當時羅馬社會的所謂恩惠者
[00:16:21.300 --> 00:16:23.120]  Benefica
[00:16:23.120 --> 00:16:28.960]  她就可以給恩惠給其他人
[00:16:28.960 --> 00:16:30.500]  其他人來到的時候
[00:16:30.500 --> 00:16:32.340]  就可以聚會了
[00:16:32.340 --> 00:16:34.380]  很多時候因為這樣的緣故
[00:16:34.380 --> 00:16:36.620]  當時羅馬的社會都是這樣
[00:16:36.620 --> 00:16:38.040]  有錢有地位的人
[00:16:38.040 --> 00:16:39.800]  他們當Benefica的時候
[00:16:39.800 --> 00:16:43.120]  他們就可以打扮自己
[00:16:43.120 --> 00:16:48.420]  或者去派發利是
[00:16:48.420 --> 00:16:49.460]  做一些事情
[00:16:49.460 --> 00:16:52.720]  然後就會令到那些的貧民
[00:16:52.720 --> 00:16:54.580]  去到給他有尊重
[00:16:54.580 --> 00:16:56.620]  因為這樣的舉止
[00:16:56.620 --> 00:16:59.880]  其實就是一種社會經濟行動
[00:16:59.880 --> 00:17:01.880]  就是說我這樣做的時候
[00:17:01.880 --> 00:17:03.500]  你受了我恩惠
[00:17:03.500 --> 00:17:05.080]  然後你就需要回饋
[00:17:05.080 --> 00:17:05.840]  怎樣回饋
[00:17:05.840 --> 00:17:08.620]  起碼你會投我票
[00:17:08.620 --> 00:17:09.960]  你會支持我
[00:17:09.960 --> 00:17:11.080]  就是這個意思
[00:17:11.080 --> 00:17:13.960]  和今天的政客差不多
[00:17:13.960 --> 00:17:15.380]  是去建立自己的
[00:17:15.380 --> 00:17:17.380]  鞏固自己的尊嚴
[00:17:17.380 --> 00:17:19.260]  如果你這樣去想的時候
[00:17:19.260 --> 00:17:22.580]  你就知道教會的情況
[00:17:22.580 --> 00:17:25.420]  不像我們今天這樣
[00:17:25.420 --> 00:17:30.120]  今天我們很少特意穿金戴銀來教堂
[00:17:30.120 --> 00:17:30.960]  來教會
[00:17:30.960 --> 00:17:34.260]  然後我就鞏固我自己的地位
[00:17:34.260 --> 00:17:35.620]  對嗎
[00:17:35.620 --> 00:17:38.080]  我不介意你穿金戴銀
[00:17:38.080 --> 00:17:39.960]  我不介意的
[00:17:39.960 --> 00:17:42.580]  我都不會覺得你鞏固你自己的地位
