
[00:00:00.000 --> 00:00:02.240]  講到之後就有聖餐的時間
[00:03:14.080 --> 00:03:16.080]  然後簽名交給我
[00:03:16.080 --> 00:03:19.080]  就說很認真地跟我說
[00:03:19.080 --> 00:03:21.080]  你記得要將這個信封
[00:03:21.080 --> 00:03:23.080]  交給這個名字上面那個人
[00:03:23.080 --> 00:03:26.080]  你不要想著回答人家幫你
[00:03:26.080 --> 00:03:28.080]  你又不要想著順道去做這件事
[00:03:28.080 --> 00:03:31.080]  你專門要做這樣的工作
[00:03:31.080 --> 00:03:34.080]  他簽回一個回調作實
[00:03:34.080 --> 00:03:35.080]  核對那個名字
[00:03:35.080 --> 00:03:37.080]  就是核對身份證
[00:03:37.080 --> 00:03:39.080]  然後你才回來
[00:03:40.080 --> 00:03:43.080]  拿了這個信封之後
[00:03:43.080 --> 00:03:45.080]  我就不可以休息
[00:03:45.080 --> 00:03:47.080]  上下網玩
[00:03:47.080 --> 00:03:49.080]  我馬上就要拿著這個東西
[00:03:49.080 --> 00:03:51.080]  去一個地方
[00:03:51.080 --> 00:03:52.080]  看一下地址
[00:03:52.080 --> 00:03:54.080]  ICAC
[00:03:54.080 --> 00:03:58.080]  就完了這個工作之後
[00:03:58.080 --> 00:04:00.080]  我就要第一時間
[00:04:00.080 --> 00:04:01.080]  call回公司
[00:04:01.080 --> 00:04:04.080]  告訴我的部門主管
[00:04:04.080 --> 00:04:06.080]  交條量
[00:04:06.080 --> 00:04:08.080]  然後親手交回調
[00:04:08.080 --> 00:04:10.080]  在上司的手中
[00:04:10.080 --> 00:04:13.080]  我這個case就搞定
[00:04:13.080 --> 00:04:15.080]  這個是我的非常任務
[00:04:15.080 --> 00:04:17.080]  我連想問一下
[00:04:17.080 --> 00:04:20.080]  究竟有什麼特別
[00:04:20.080 --> 00:04:26.080]  要我這個專業人士
[00:04:26.080 --> 00:04:30.080]  去做專業的送派服務
[00:04:30.080 --> 00:04:34.080]  後來我才知道原來那份東西
[00:04:34.080 --> 00:04:38.080]  就是關乎當時一個公職的高官
[00:04:38.080 --> 00:04:42.080]  以權謀私貪污的財政證據
[00:04:42.080 --> 00:04:44.080]  交給他那個人
[00:04:44.080 --> 00:04:46.080]  我也不知道是誰
[00:04:46.080 --> 00:04:48.080]  接一個非常任務
[00:04:48.080 --> 00:04:50.080]  就有非常的要求
[00:04:50.080 --> 00:04:52.080]  我很記得一件事就是
[00:04:52.080 --> 00:04:54.080]  由頭到尾我非常緊張
[00:04:54.080 --> 00:04:56.080]  我很怕搞錯了
[00:04:56.080 --> 00:04:58.080]  譬如忘記了對名字
[00:04:58.080 --> 00:05:00.080]  忘記了簽名
[00:05:00.080 --> 00:05:02.080]  或者那個人收不到
[00:05:02.080 --> 00:05:07.080]  保羅他都接受了一個非常任務
[00:05:07.080 --> 00:05:09.080]  他的非常任務
[00:05:09.080 --> 00:05:12.080]  有不同的機會都和人家複述
[00:05:12.080 --> 00:05:14.080]  剛才讀的聖經
[00:05:14.080 --> 00:05:16.080]  《士唐傳》的26章
[00:05:16.080 --> 00:05:19.080]  他有機會在一個見證的裏面
[00:05:19.080 --> 00:05:20.080]  和人家去講
[00:05:20.080 --> 00:05:23.080]  我覺得保羅這個是非常聰明
[00:05:23.080 --> 00:05:25.080]  又非常有效的
[00:05:25.080 --> 00:05:28.080]  人家都想你講了
[00:05:28.080 --> 00:05:30.080]  你還不講
[00:05:30.080 --> 00:05:32.080]  有時候我們傳呼音的機會
[00:05:32.080 --> 00:05:33.080]  什麼時候來呢
[00:05:33.080 --> 00:05:35.080]  就是人家都問你了
[00:05:35.080 --> 00:05:37.080]  你還不講
[00:05:37.080 --> 00:05:39.080]  你有沒有試過
[00:05:39.080 --> 00:05:40.080]  你有沒有試過
[00:05:40.080 --> 00:05:42.080]  有時候要製造機會
[00:05:42.080 --> 00:05:43.080]  這些是要學的
[00:05:43.080 --> 00:05:46.080]  人家會送上門過來問你的
[00:05:46.080 --> 00:05:48.080]  保羅都遇到這個機會
[00:05:48.080 --> 00:05:51.080]  向這個分封的王阿基伯和他太太
[00:05:51.080 --> 00:05:54.080]  伯尼基士一齊來分享
[00:05:54.080 --> 00:05:58.080]  因為他藉著自己羅馬公民的身份
[00:05:58.080 --> 00:06:00.080]  在中國的訴訟裏
[00:06:00.080 --> 00:06:02.080]  他行使他的權利
[00:06:02.080 --> 00:06:03.080]  上訴該殺
[00:06:03.080 --> 00:06:05.080]  當時是可以的
[00:06:05.080 --> 00:06:07.080]  還要給他女婿
[00:06:07.080 --> 00:06:08.080]  有人保護他
[00:06:08.080 --> 00:06:10.080]  在他的分數裏面
[00:06:10.080 --> 00:06:16.080]  剛剛包括剛才Mark Sir所讀的聖經
[00:06:16.080 --> 00:06:19.080]  所以透過保羅他的見證
[00:06:19.080 --> 00:06:21.080]  我們又看到他怎樣看自己
[00:06:21.080 --> 00:06:23.080]  那個非常的任務
[00:06:23.080 --> 00:06:25.080]  首先我們看到
[00:06:25.080 --> 00:06:28.080]  他認定自己的任務是怎樣來的呢
[00:06:28.080 --> 00:06:32.080]  是一個更高的權
[00:06:32.080 --> 00:06:35.080]  更高的掌管者
[00:06:35.080 --> 00:06:37.080]  我們叫他上頭
[00:06:37.080 --> 00:06:40.080]  這個更高的上頭交給他的
[00:06:40.080 --> 00:06:43.080]  我的工作就是當時的部門負責
[00:06:43.080 --> 00:06:45.080]  那個高級經理
[00:06:45.080 --> 00:06:47.080]  僅次於合夥人的partner
[00:06:47.080 --> 00:06:49.080]  交給我
[00:06:49.080 --> 00:06:50.080]  我當然很害怕
[00:06:50.080 --> 00:06:52.080]  很嚴肅看待這件事
[00:06:52.080 --> 00:06:55.080]  所以同樣保羅也都很嚴肅看待
[00:06:55.080 --> 00:06:59.080]  主耶穌跟他說交代他的事
[00:06:59.080 --> 00:07:02.080]  這個經文裏面提到的
[00:07:02.080 --> 00:07:05.080]  主耶穌是他自己這樣說的
[00:07:05.080 --> 00:07:06.080]  主親口說
[00:07:06.080 --> 00:07:09.080]  我就是你所逼迫的耶穌
[00:07:09.080 --> 00:07:12.080]  從前保羅有眼不識泰山
[00:07:12.080 --> 00:07:15.080]  自以為意拼命來逼迫
[00:07:15.080 --> 00:07:17.080]  主耶穌那些的跟隨者
[00:07:17.080 --> 00:07:20.080]  那他一旦認清了身份之後
[00:07:20.080 --> 00:07:24.080]  他就反過來拼命為主做見證
[00:07:24.080 --> 00:07:26.080]  不怕別人取笑
[00:07:26.080 --> 00:07:28.080]  不怕別人威脅他的生命
[00:07:28.080 --> 00:07:31.080]  絕對是認真不苟且的
[00:07:31.080 --> 00:07:36.080]  我親眼都碰過很多信耶穌的朋友
[00:07:36.080 --> 00:07:38.080]  從前他是反對神的
[00:07:38.080 --> 00:07:40.080]  用基督徒來取笑的
[00:07:40.080 --> 00:07:43.080]  或者是做很多事情來傷害基督徒的
[00:07:43.080 --> 00:07:45.080]  但當他一信了耶穌之後
[00:07:45.080 --> 00:07:47.080]  他是改變過來的
[00:07:47.080 --> 00:07:48.080]  一定改變的
[00:07:48.080 --> 00:07:51.080]  他裏面就很認真去看待
[00:07:51.080 --> 00:07:53.080]  他信耶穌的這件事情
[00:07:53.080 --> 00:07:55.080]  我不知道我們在座之中
[00:07:55.080 --> 00:07:58.080]  有多認真看待你信仰的事情
[00:07:58.080 --> 00:08:00.080]  可能有時候
[00:08:00.080 --> 00:08:02.080]  有些人生活無聊
[00:08:02.080 --> 00:08:04.080]  沒什麼好做
[00:08:04.080 --> 00:08:06.080]  禮拜天那些人都還沒醒
[00:08:06.080 --> 00:08:07.080]  不如回來教會吧
[00:08:07.080 --> 00:08:09.080]  等那些人醒了才出街玩
[00:08:09.080 --> 00:08:11.080]  有些人這樣想的
[00:08:11.080 --> 00:08:15.080]  但也有些人好好地準備自己去敬拜神
[00:08:15.080 --> 00:08:17.080]  保羅很認真地看到
[00:08:17.080 --> 00:08:19.080]  他難得這個機會
[00:08:19.080 --> 00:08:21.080]  因為這個交給他的任務
[00:08:21.080 --> 00:08:22.080]  就是一個愛他的主
[00:08:22.080 --> 00:08:24.080]  很有權柄的
[00:08:24.080 --> 00:08:28.080]  沒有人不會不聽他的話的
[00:08:28.080 --> 00:08:30.080]  權柄這件事大家感受到嗎?
[00:08:30.080 --> 00:08:32.080]  做事的人很覺得
[00:08:32.080 --> 00:08:35.080]  有很多青年人還沒做事的時候
[00:08:35.080 --> 00:08:37.080]  不覺得什麼叫權柄
[00:08:37.080 --> 00:08:39.080]  出來做事之後就知道什麼叫權柄
[00:08:39.080 --> 00:08:41.080]  我可以捨死你的
[00:08:41.080 --> 00:08:43.080]  我可以捨得你被人調職
[00:08:43.080 --> 00:08:45.080]  我捨得你永遠升不到職
[00:08:45.080 --> 00:08:46.080]  甚至被人解僱
[00:08:46.080 --> 00:08:48.080]  你怕不怕?
[00:08:48.080 --> 00:08:50.080]  我出來做第一份工作
[00:08:50.080 --> 00:08:53.080]  我的管理員就嚇我
[00:08:53.080 --> 00:08:56.080]  你知不知道兩年之內就死了
[00:08:56.080 --> 00:08:58.080]  因為兩年一個最後評估
[00:08:58.080 --> 00:09:00.080]  能不能做到會計師
[00:09:00.080 --> 00:09:01.080]  就捨死了你
[00:09:01.080 --> 00:09:03.080]  你就慘了
[00:09:03.080 --> 00:09:06.080]  我記得有一個小女孩
[00:09:06.080 --> 00:09:11.080]  以前考上中學就要派位
[00:09:11.080 --> 00:09:15.080]  她家人有些問題
[00:09:15.080 --> 00:09:18.080]  明明公佈了結果
[00:09:18.080 --> 00:09:21.080]  就要在幾天之內去登記
[00:09:21.080 --> 00:09:23.080]  她家人就不知道有什麼事
[00:09:23.080 --> 00:09:25.080]  旅行之類
[00:09:25.080 --> 00:09:27.080]  錯過了登記日子
[00:09:27.080 --> 00:09:29.080]  回來就去校務處
[00:09:29.080 --> 00:09:30.080]  校務處就說
[00:09:30.080 --> 00:09:31.080]  沒有了
[00:09:31.080 --> 00:09:34.080]  你這個中學位很矜貴的
[00:09:34.080 --> 00:09:35.080]  沒有了
[00:09:35.080 --> 00:09:38.080]  多次跟進不得要領
[00:09:38.080 --> 00:09:42.080]  跟著那個小女孩和家人走著走著
[00:09:42.080 --> 00:09:45.080]  經過公園就瀑了在那裡哭
[00:09:45.080 --> 00:09:47.080]  哭得很厲害
[00:09:47.080 --> 00:09:49.080]  有位阿姨經過
[00:09:49.080 --> 00:09:52.080]  看到小女孩哭得這麼慘
[00:09:52.080 --> 00:09:56.080]  一邊安慰這個小女孩
[00:09:56.080 --> 00:09:58.080]  一邊又安慰她的家人
[00:09:58.080 --> 00:09:59.080]  不要擔心
[00:09:59.080 --> 00:10:02.080]  跟著就拿出電話
[00:10:02.080 --> 00:10:04.080]  你寫下這個電話
[00:10:04.080 --> 00:10:07.080]  下個星期一
[00:10:07.080 --> 00:10:08.080]  打這個電話
[00:10:08.080 --> 00:10:10.080]  叫辦事處
[00:10:10.080 --> 00:10:12.080]  看能不能幫你
[00:10:12.080 --> 00:10:14.080]  你記得打
[00:10:14.080 --> 00:10:16.080]  家人就
[00:10:16.080 --> 00:10:19.080]  我想小女孩有沒有哭也不要緊
[00:10:19.080 --> 00:10:21.080]  家人就覺得
[00:10:21.080 --> 00:10:23.080]  不如試試打電話
[00:10:23.080 --> 00:10:25.080]  到星期一
[00:10:25.080 --> 00:10:27.080]  真的打那個電話
[00:10:27.080 --> 00:10:30.080]  打電話就說說她的苦處
[00:10:30.080 --> 00:10:33.080]  聽到那個人都很慘
[00:10:33.080 --> 00:10:35.080]  一個小時內
[00:10:35.080 --> 00:10:39.080]  原來那間學校就打回來了
[00:10:39.080 --> 00:10:41.080]  他說妹妹
[00:10:41.080 --> 00:10:43.080]  王太
[00:10:43.080 --> 00:10:45.080]  你女兒的學額有了
[00:10:45.080 --> 00:10:47.080]  你再回來拿回來
[00:10:47.080 --> 00:10:49.080]  補辦手續
[00:10:49.080 --> 00:10:51.080]  後來才知道
[00:10:51.080 --> 00:10:53.080]  原來那天剛經過那個
[00:10:53.080 --> 00:10:55.080]  那個區
[00:10:55.080 --> 00:10:58.080]  那個是一個區監督
[00:10:58.080 --> 00:11:00.080]  剛剛有事經過那裡
[00:11:00.080 --> 00:11:02.080]  看到這個事情
[00:11:02.080 --> 00:11:05.080]  之後就背著卵告訴他們
[00:11:05.080 --> 00:11:07.080]  那些辦事的人聽
[00:11:07.080 --> 00:11:09.080]  你們要幫這個小女孩
[00:11:09.080 --> 00:11:11.080]  他們會不會不聽呢
[00:11:11.080 --> 00:11:13.080]  他們不會不聽的
[00:11:13.080 --> 00:11:14.080]  因為這個是什麼人告訴他們的
[00:11:14.080 --> 00:11:16.080]  是那個監督告訴他們的
[00:11:16.080 --> 00:11:19.080]  主宰他們的工作
[00:11:19.080 --> 00:11:21.080]  親愛的兄弟姐妹
[00:11:21.080 --> 00:11:22.080]  第一樣
[00:11:22.080 --> 00:11:24.080]  當我們說一個非常任務
[00:11:24.080 --> 00:11:25.080]  這個非常任務
[00:11:25.080 --> 00:11:27.080]  之所以非常是因為
[00:11:27.080 --> 00:11:29.080]  交這個工作給我們那個人
[00:11:29.080 --> 00:11:31.080]  是一個非常的身份
[00:11:31.080 --> 00:11:33.080]  第二
[00:11:33.080 --> 00:11:35.080]  主耶穌交代的是一個什麼任務呢
[00:11:35.080 --> 00:11:38.080]  我可以歸類三樣東西
[00:11:38.080 --> 00:11:40.080]  三樣東西就是這個任務的內容
[00:11:40.080 --> 00:11:42.080]  第一樣任務的內容就是
[00:11:42.080 --> 00:11:46.080]  你要做神的服事者
[00:11:46.080 --> 00:11:49.080]  剛才讀經文用的字眼
[00:11:49.080 --> 00:11:51.080]  叫執事
[00:11:51.080 --> 00:11:54.080]  大家不要誤會了這個執事
[00:11:54.080 --> 00:11:57.080]  是教會的那個執事
[00:11:57.080 --> 00:12:00.080]  城會好像用別的名字也不一定
[00:12:00.080 --> 00:12:02.080]  不知道叫什麼成員
[00:12:02.080 --> 00:12:06.080]  那個任務是其中一樣
[00:12:06.080 --> 00:12:08.080]  要他做一個執事
[00:12:08.080 --> 00:12:11.080]  其實只是一個服事者
[00:12:11.080 --> 00:12:13.080]  一個服務員
[00:12:13.080 --> 00:12:16.080]  還查那些聖經的字典
[00:12:16.080 --> 00:12:19.080]  強調這件事不是高級的
[00:12:19.080 --> 00:12:21.080]  是低級的
[00:12:21.080 --> 00:12:22.080]  我真的覺得
[00:12:22.080 --> 00:12:25.080]  主啊 你這麼辛苦救我回來
[00:12:25.080 --> 00:12:27.080]  你給我這麼不高級的工作
[00:12:27.080 --> 00:12:30.080]  弟兄姊妹
[00:12:30.080 --> 00:12:32.080]  我們去完成主給我們的任務
[00:12:32.080 --> 00:12:33.080]  其中一樣東西
[00:12:33.080 --> 00:12:36.080]  我們要習慣去看自己去服事神
[00:12:36.080 --> 00:12:39.080]  不要看自己太高
[00:12:39.080 --> 00:12:42.080]  可能這個不適合很多人聽也不明白
[00:12:42.080 --> 00:12:45.080]  但這個的確是主耶穌和保羅所說的
[00:12:45.080 --> 00:12:46.080]  但你想想
[00:12:46.080 --> 00:12:47.080]  保羅是什麼人士
[00:12:47.080 --> 00:12:50.080]  Walkman Horse
[00:12:50.080 --> 00:12:52.080]  他是很年輕的
[00:12:52.080 --> 00:12:54.080]  但是聖經說他
[00:12:54.080 --> 00:12:56.080]  在公會裡面一個成員
[00:12:56.080 --> 00:12:59.080]  還可以出名定案的意思是什麼
[00:12:59.080 --> 00:13:01.080]  就是簽名
[00:13:01.080 --> 00:13:03.080]  我以前的工作
[00:13:03.080 --> 00:13:05.080]  做財務主管那些
[00:13:05.080 --> 00:13:07.080]  就是我的簽名很重要
[00:13:07.080 --> 00:13:10.080]  公司千里追蹤我
[00:13:10.080 --> 00:13:11.080]  就是要我
[00:13:11.080 --> 00:13:13.080]  很重要你快點回來簽
[00:13:13.080 --> 00:13:15.080]  我記得有一年
[00:13:15.080 --> 00:13:18.080]  我就要教兒童聖經班
[00:13:18.080 --> 00:13:23.080]  公司就因為我緊要
[00:13:23.080 --> 00:13:25.080]  就是姑且這麼說
[00:13:25.080 --> 00:13:28.080]  有什麼事我要打電話給你
[00:13:28.080 --> 00:13:33.080]  那個時候是說30年前
[00:13:33.080 --> 00:13:35.080]  我竟然不聽
[00:13:35.080 --> 00:13:36.080]  那就慘了
[00:13:36.080 --> 00:13:38.080]  那一次後來被公司問責
[00:13:38.080 --> 00:13:39.080]  為什麼不聽電話
[00:13:39.080 --> 00:13:40.080]  很重要
[00:13:40.080 --> 00:13:43.080]  有個很大件事要交賬
[00:13:43.080 --> 00:13:44.080]  要付款
[00:13:44.080 --> 00:13:46.080]  要出貨等等
[00:13:46.080 --> 00:13:47.080]  很害怕
[00:13:47.080 --> 00:13:49.080]  我再說
[00:13:49.080 --> 00:13:52.080]  我們看自己是什麼身份
[00:13:52.080 --> 00:13:55.080]  我們只不過是一個僕人
[00:13:55.080 --> 00:13:56.080]  服侍的
[00:13:56.080 --> 00:13:58.080]  是主教給我們
[00:13:58.080 --> 00:13:59.080]  這個這麼重要的任務
[00:13:59.080 --> 00:14:00.080]  第一樣
[00:14:00.080 --> 00:14:01.080]  我們的心態看自己
[00:14:01.080 --> 00:14:04.080]  不要看自己太過高
[00:14:04.080 --> 00:14:06.080]  保羅是一個這麼重要的人
[00:14:06.080 --> 00:14:07.080]  當他信了耶穌之後
[00:14:07.080 --> 00:14:09.080]  他能夠放下自己
[00:14:09.080 --> 00:14:11.080]  公會成員的身份
[00:14:11.080 --> 00:14:13.080]  一個明日之星的身份
[00:14:13.080 --> 00:14:14.080]  你幻想一下
[00:14:14.080 --> 00:14:15.080]  有個參議員
[00:14:15.080 --> 00:14:17.080]  或者有一個眾議員
[00:14:17.080 --> 00:14:20.080]  30歲左右已經成名
[00:14:20.080 --> 00:14:22.080]  然後成為明日之星
[00:14:22.080 --> 00:14:24.080]  一下子他不做那件事
[00:14:24.080 --> 00:14:25.080]  他要跟隨耶穌基督
[00:14:25.080 --> 00:14:28.080]  他做耶穌基督的僕人
[00:14:28.080 --> 00:14:31.080]  第二樣主耶穌要告訴你
[00:14:31.080 --> 00:14:33.080]  你要做一個見證人
[00:14:33.080 --> 00:14:34.080]  什麼見證人
[00:14:34.080 --> 00:14:36.080]  做過見證人沒有
[00:14:36.080 --> 00:14:37.080]  想不想做
[00:14:37.080 --> 00:14:39.080]  做過沒有
[00:14:39.080 --> 00:14:41.080]  見證人很重要的
[00:14:41.080 --> 00:14:43.080]  還有保羅是做
[00:14:43.080 --> 00:14:47.080]  耶穌基督復活的見證人
[00:14:47.080 --> 00:14:51.080]  這個不是每個人都有資格做
[00:14:51.080 --> 00:14:53.080]  我沒有資格做
[00:14:53.080 --> 00:14:55.080]  我想我們在座之中
[00:14:55.080 --> 00:14:57.080]  應該大多數人都沒有資格做
[00:14:57.080 --> 00:15:00.080]  因為在第一世紀都很難找到這些人
[00:15:00.080 --> 00:15:04.080]  第一世紀他們都要猛金去掃票
[00:15:04.080 --> 00:15:07.080]  這些人符合這個資格
[00:15:07.080 --> 00:15:12.080]  才可以被推選為候補仕徒
[00:15:12.080 --> 00:15:15.080]  所以聖經裏面只有兩個做候補仕徒
[00:15:15.080 --> 00:15:18.080]  第一個落選
[00:15:18.080 --> 00:15:22.080]  選到的就是馬提亞
[00:15:22.080 --> 00:15:24.080]  所以他們很知道
[00:15:24.080 --> 00:15:26.080]  這個復活的見證人很重要
[00:15:26.080 --> 00:15:28.080]  也都很難得
[00:15:28.080 --> 00:15:30.080]  證人對一件案件
[00:15:30.080 --> 00:15:31.080]  關係重大
[00:15:31.080 --> 00:15:34.080]  你知道嗎
[00:15:34.080 --> 00:15:38.080]  在多倫多發生一個交通意外
[00:15:38.080 --> 00:15:42.080]  那時候還沒有興行車紀錄儀
[00:15:42.080 --> 00:15:47.080]  結果應該沒有負法律責任
[00:15:47.080 --> 00:15:49.080]  但是你知道交通意外的特點
[00:15:49.080 --> 00:15:51.080]  就是很多人說謊
[00:15:51.080 --> 00:15:54.080]  一剎那覺得真真假假
[00:15:54.080 --> 00:15:56.080]  假假真真沒有人知道
[00:15:56.080 --> 00:15:57.080]  又沒有紀錄儀
[00:15:57.080 --> 00:15:58.080]  那怎麼辦
[00:15:58.080 --> 00:16:05.080]  結果對於本來不應該負責的司機很不利
[00:16:05.080 --> 00:16:07.080]  好了 沒辦法
[00:16:07.080 --> 00:16:11.080]  突然有一天警察局打給司機
[00:16:11.080 --> 00:16:14.080]  他說有好消息
[00:16:14.080 --> 00:16:16.080]  竟然有個人主動聯絡警方
[00:16:16.080 --> 00:16:18.080]  說他可以做證人
[00:16:18.080 --> 00:16:22.080]  真是天大其事
[00:16:22.080 --> 00:16:24.080]  竟然有個人那麼主動
[00:16:24.080 --> 00:16:26.080]  然後他證明了之後
[00:16:26.080 --> 00:16:29.080]  警方就說決定不會起訴你
[00:16:29.080 --> 00:16:31.080]  你沒有這個法律的責任
[00:16:31.080 --> 00:16:33.080]  很感謝神
[00:16:33.080 --> 00:16:36.080]  我就是那個受害者
[00:16:36.080 --> 00:16:38.080]  這個真的很切身
[00:16:38.080 --> 00:16:41.080]  我很記得 證人啊 證人啊
[00:16:41.080 --> 00:16:45.080]  神派你做證人真是太好了
[00:16:45.080 --> 00:16:49.080]  神為我預備了一個樂於助人的證人
[00:16:49.080 --> 00:16:50.080]  弟兄姊妹
[00:16:50.080 --> 00:16:53.080]  主耶穌基督復活了是事實
[00:16:53.080 --> 00:16:56.080]  但是能夠做復活的見證人
[00:16:56.080 --> 00:16:59.080]  可能只是那一班真的認識主耶穌
[00:16:59.080 --> 00:17:02.080]  真的知道發生什麼事
[00:17:02.080 --> 00:17:05.080]  如果他們是那個見證人
[00:17:05.080 --> 00:17:08.080]  又沒有義氣不去那怎麼辦呢
[00:17:08.080 --> 00:17:10.080]  就沒有見證人了
[00:17:10.080 --> 00:17:12.080]  所以弟兄姊妹
[00:17:12.080 --> 00:17:15.080]  我們如果是真心信了主耶穌
[00:17:15.080 --> 00:17:20.080]  跟了祂 知道主耶穌復活是一件什麼事
[00:17:20.080 --> 00:17:23.080]  真理 福音是一件什麼事
[00:17:23.080 --> 00:17:25.080]  主耶穌對你多好的事
[00:17:25.080 --> 00:17:27.080]  你又親身經歷的話
[00:17:27.080 --> 00:17:29.080]  如果我們那麼沒有義氣
[00:17:29.080 --> 00:17:31.080]  我們不肯去宣告
[00:17:31.080 --> 00:17:34.080]  我們就是連做證人都不肯做
[00:17:34.080 --> 00:17:36.080]  沒有討人厭的不做證人
[00:17:36.080 --> 00:17:38.080]  屈枉正直
[00:17:38.080 --> 00:17:40.080]  就是這樣的人搞成
[00:17:40.080 --> 00:17:43.080]  第三樣主耶穌跟保羅說
[00:17:43.080 --> 00:17:45.080]  你要做什麼人呢
[00:17:45.080 --> 00:17:47.080]  信息的傳遞人
[00:17:47.080 --> 00:17:49.080]  就是你看到什麼
[00:17:49.080 --> 00:17:50.080]  主耶穌說什麼
[00:17:50.080 --> 00:17:53.080]  那些道理你就說出去
[00:17:53.080 --> 00:17:55.080]  難不難呢
[00:17:55.080 --> 00:17:56.080]  哪有難呢
[00:17:56.080 --> 00:17:58.080]  養過撩哥沒有
[00:17:58.080 --> 00:18:00.080]  你沒有養過撩哥
[00:18:00.080 --> 00:18:02.080]  值得養一隻
[00:18:02.080 --> 00:18:04.080]  不是太貴的話
[00:18:04.080 --> 00:18:05.080]  我養過的人不用錢的
