
[00:00:00.000 --> 00:00:04.240]  在這方面 行動上和祈禱上支持
[00:05:54.160 --> 00:05:56.160]  這人得到傳譽
[00:05:56.160 --> 00:05:59.160]  生下來的能夠起來的在他們面前
[00:05:59.160 --> 00:06:00.160]  是因為什麼呢
[00:06:00.160 --> 00:06:03.160]  是因為你們所釘在十字架
[00:06:03.160 --> 00:06:06.160]  上帝使他從死裡面復活的那撒人
[00:06:06.160 --> 00:06:07.160]  耶穌的名字
[00:06:07.160 --> 00:06:09.160]  又是講到這個名字
[00:06:09.160 --> 00:06:11.160]  耶穌的權能
[00:06:11.160 --> 00:06:12.160]  這位耶穌是誰呢
[00:06:12.160 --> 00:06:16.160]  就是你們將人所雕器的石頭
[00:06:16.160 --> 00:06:19.160]  已經成為防國的頭塊石頭
[00:06:19.160 --> 00:06:21.160]  防國者第一塊石頭
[00:06:21.160 --> 00:06:23.160]  除他以外別無拯救
[00:06:23.160 --> 00:06:25.160]  因為在天上地下
[00:06:25.160 --> 00:06:27.160]  所有次下別的名的
[00:06:27.160 --> 00:06:29.160]  我們可以靠著得救
[00:06:29.160 --> 00:06:30.160]  只有耶穌基督的名字
[00:06:30.160 --> 00:06:33.160]  才能夠使我們罪人能夠得救
[00:06:33.160 --> 00:06:35.160]  所以他就指正一件事
[00:06:35.160 --> 00:06:37.160]  就是耶穌的緣故
[00:06:37.160 --> 00:06:40.160]  有這件事情發生
[00:06:40.160 --> 00:06:43.160]  是耶穌才是我們救恩的源頭
[00:06:43.160 --> 00:06:44.160]  是唯一的源頭
[00:06:44.160 --> 00:06:46.160]  這裡講了一句話
[00:06:46.160 --> 00:06:49.160]  是引用詩篇118篇的
[00:06:49.160 --> 00:06:53.160]  他說你們將人所雕的石頭
[00:06:53.160 --> 00:06:56.160]  已經成為了頭塊的防國石
[00:06:56.160 --> 00:06:57.160]  什麼意思呢
[00:06:57.160 --> 00:07:00.160]  你想像一下如果你是石匠的話
[00:07:00.160 --> 00:07:01.160]  Stone mason
[00:07:01.160 --> 00:07:03.160]  你做什麼的
[00:07:03.160 --> 00:07:05.160]  Stone mason是做什麼的
[00:07:05.160 --> 00:07:07.160]  有沒有誰是以前作石的
[00:07:07.160 --> 00:07:08.160]  搞石頭的
[00:07:08.160 --> 00:07:10.160]  沒有吧
[00:07:10.160 --> 00:07:11.160]  石匠是做什麼的
[00:07:11.160 --> 00:07:12.160]  將人是做什麼的
[00:07:12.160 --> 00:07:14.160]  他就是去一個石礦場
[00:07:14.160 --> 00:07:16.160]  然後石礦場要有些好的石
[00:07:16.160 --> 00:07:17.160]  有些不好的石
[00:07:17.160 --> 00:07:20.160]  他就將好的石全部採出來
[00:07:20.160 --> 00:07:22.160]  剩下的不好的石
[00:07:22.160 --> 00:07:24.160]  就是那些碎石
[00:07:24.160 --> 00:07:26.160]  不能夠做建築的那些石
[00:07:26.160 --> 00:07:28.160]  那些壞的材料
[00:07:28.160 --> 00:07:30.160]  他就將它雕起
[00:07:30.160 --> 00:07:32.160]  這個就是石匠所做的事
[00:07:32.160 --> 00:07:33.160]  對不對
[00:07:33.160 --> 00:07:34.160]  就像市場一樣
[00:07:34.160 --> 00:07:36.160]  買東西 挑菜
[00:07:36.160 --> 00:07:37.160]  每一條都去挑
[00:07:37.160 --> 00:07:40.160]  剩下的殘花 白柳就沒有人理
[00:07:40.160 --> 00:07:41.160]  類似這樣
[00:07:41.160 --> 00:07:43.160]  石匠就是做這件事
[00:07:44.160 --> 00:07:46.160]  以前的第一世紀也好
[00:07:46.160 --> 00:07:47.160]  古代的人也好
[00:07:47.160 --> 00:07:50.160]  特別是在耶路撒冷山區
[00:07:50.160 --> 00:07:52.160]  他們有很多石匠
[00:07:52.160 --> 00:07:54.160]  石匠就經常找一些好的石礦場
[00:07:54.160 --> 00:07:57.160]  然後將最好的石頭去採
[00:07:57.160 --> 00:08:00.160]  最好的那塊是用來做什麼的
[00:08:00.160 --> 00:08:04.160]  就是你建一個新的房樓的時候
[00:08:04.160 --> 00:08:05.160]  就是做那個防角石
[00:08:05.160 --> 00:08:07.160]  第一塊放在那裡的
[00:08:07.160 --> 00:08:09.160]  我們芝加哥Downtown
[00:08:09.160 --> 00:08:10.160]  你走來走去的時候
[00:08:10.160 --> 00:08:12.160]  那些很漂亮的建築
[00:08:12.160 --> 00:08:14.160]  下面有些防角石
[00:08:14.160 --> 00:08:19.160]  有時候會雕一個年份在那裡
[00:08:19.160 --> 00:08:22.160]  就是多少年放這塊石頭在那裡
[00:08:22.160 --> 00:08:25.160]  那塊是最重要的石頭
[00:08:25.160 --> 00:08:27.160]  匠人就是做這件事
[00:08:27.160 --> 00:08:28.160]  順帶一提
[00:08:28.160 --> 00:08:31.160]  芝加哥其實也很出名
[00:08:31.160 --> 00:08:33.160]  當然我們出名的東西除了
[00:08:33.160 --> 00:08:35.160]  槍戰
[00:08:35.160 --> 00:08:36.160]  死人多
[00:08:36.160 --> 00:08:37.160]  貪污
[00:08:37.160 --> 00:08:38.160]  柏號
[00:08:38.160 --> 00:08:40.160]  這些我們很出名
[00:08:40.160 --> 00:08:42.160]  但有一樣東西很出名就是石礦場
[00:08:42.160 --> 00:08:45.160]  因為芝加哥南邊有一個地方叫做
[00:08:45.160 --> 00:08:48.160]  Fountain Quarries
[00:08:48.160 --> 00:08:49.160]  如果開294
[00:08:49.160 --> 00:08:52.160]  有一段你開的時候要留意一下
[00:08:52.160 --> 00:08:54.160]  左邊右邊
[00:08:54.160 --> 00:08:56.160]  是好像懸崖一樣
[00:08:56.160 --> 00:08:57.160]  你有沒有留意過
[00:08:57.160 --> 00:08:58.160]  294
[00:08:58.160 --> 00:09:00.160]  那裡是什麼地方
[00:09:00.160 --> 00:09:02.160]  其實以前是石礦場
[00:09:02.160 --> 00:09:04.160]  因為全世界最大的其中一個石礦場
[00:09:04.160 --> 00:09:07.160]  你看到他們已經挖掘了最好的石
[00:09:07.160 --> 00:09:08.160]  現在做什麼呢
[00:09:08.160 --> 00:09:11.160]  就是芝加哥有一個Tunnel的Project
[00:09:11.160 --> 00:09:14.160]  就將那些污水和雨水
[00:09:14.160 --> 00:09:15.160]  如果下雨下得多
[00:09:15.160 --> 00:09:17.160]  特別現在周圍都下這麼多雨
[00:09:17.160 --> 00:09:19.160]  昨年就火燒山
[00:09:19.160 --> 00:09:20.160]  周圍都燒
[00:09:20.160 --> 00:09:22.160]  今年就到處都有水
[00:09:22.160 --> 00:09:24.160]  周圍都有水
[00:09:24.160 --> 00:09:25.160]  就將那些Flood water
[00:09:25.160 --> 00:09:30.160]  然後Channel了到很大的水池
[00:09:30.160 --> 00:09:33.160]  以致不會那麼容易水浸
[00:09:33.160 --> 00:09:37.160]  就是一個最大的石礦場
[00:09:37.160 --> 00:09:39.160]  就將最好的石頭已經拿走了
[00:09:39.160 --> 00:09:41.160]  拿去Downtown 買去其他地方
[00:09:41.160 --> 00:09:46.160]  然後剩下來的就是一個沒用的東西
[00:09:46.160 --> 00:09:50.160]  詩篇第118篇就是在說這件事
[00:09:50.160 --> 00:09:51.160]  在說什麼呢
[00:09:51.160 --> 00:09:55.160]  當時詩篇的原意大概就是那些外邦人
[00:09:55.160 --> 00:09:56.160]  看到耶路撒冷
[00:09:56.160 --> 00:09:58.160]  看到石鞍山
[00:09:58.160 --> 00:10:01.160]  你知道耶路撒冷是石山
[00:10:01.160 --> 00:10:02.160]  是盆石
[00:10:02.160 --> 00:10:04.160]  耶路撒冷是石頭
[00:10:04.160 --> 00:10:06.160]  你去耶路撒冷走一走
[00:10:06.160 --> 00:10:08.160]  周圍都是石頭
[00:10:08.160 --> 00:10:10.160]  大的小的
[00:10:10.160 --> 00:10:14.160]  全部這些樓房都是用石頭所建的
[00:10:14.160 --> 00:10:16.160]  詩篇的原意就是說
[00:10:16.160 --> 00:10:18.160]  這些外邦看到石鞍山
[00:10:18.160 --> 00:10:19.160]  看到耶路撒冷的時候
[00:10:19.160 --> 00:10:21.160]  他們就覺得有什麼好
[00:10:21.160 --> 00:10:23.160]  有什麼特別
[00:10:23.160 --> 00:10:26.160]  因為好的石頭都不在耶路撒冷出來
[00:10:26.160 --> 00:10:28.160]  世界上最好的石頭是哪裡出來的
[00:10:28.160 --> 00:10:30.160]  在埃及
[00:10:30.160 --> 00:10:32.160]  是不是
[00:10:32.160 --> 00:10:34.160]  在印尼
[00:10:34.160 --> 00:10:36.160]  你平時廚房上面那塊
[00:10:36.160 --> 00:10:38.160]  那塊東西很貴
[00:10:38.160 --> 00:10:40.160]  那些東西是哪裡來的
[00:10:40.160 --> 00:10:42.160]  很多都是import來的
[00:10:42.160 --> 00:10:43.160]  意大利也好
[00:10:43.160 --> 00:10:44.160]  或者其他地方
[00:10:44.160 --> 00:10:46.160]  都不是耶路撒冷出來的
[00:10:46.160 --> 00:10:47.160]  所以外邦就會覺得
[00:10:47.160 --> 00:10:48.160]  這個石鞍山
[00:10:48.160 --> 00:10:49.160]  這個耶路撒冷
[00:10:49.160 --> 00:10:51.160]  這塊石頭有什麼了不起
[00:10:51.160 --> 00:10:53.160]  但是詩篇說什麼
[00:10:53.160 --> 00:10:56.160]  上帝偏偏選擇世人所厭惡的
[00:10:56.160 --> 00:10:58.160]  世人所凋棄的東西
[00:10:58.160 --> 00:11:00.160]  看不起的
[00:11:00.160 --> 00:11:02.160]  或者看不起的石頭
[00:11:02.160 --> 00:11:04.160]  來作防國石
[00:11:04.160 --> 00:11:06.160]  成為聖殿的地方
[00:11:06.160 --> 00:11:07.160]  所以上帝也會說
[00:11:07.160 --> 00:11:09.160]  就是選擇石鞍山
[00:11:09.160 --> 00:11:11.160]  選擇耶路撒冷
[00:11:11.160 --> 00:11:13.160]  作為聖殿的地方
[00:11:13.160 --> 00:11:15.160]  就是救恩在這裡出來
[00:11:15.160 --> 00:11:17.160]  這是詩篇118篇的原意
[00:11:17.160 --> 00:11:23.160]  你看到彼得將這個句子
[00:11:23.160 --> 00:11:25.160]  118篇
[00:11:25.160 --> 00:11:29.160]  是應用在耶穌基督身上
[00:11:29.160 --> 00:11:32.160]  他說你們將人所棄的石頭
[00:11:32.160 --> 00:11:33.160]  就是指耶穌基督
[00:11:33.160 --> 00:11:35.160]  成為防國石
[00:11:35.160 --> 00:11:37.160]  你們看不起的
[00:11:37.160 --> 00:11:39.160]  它變成救恩的源頭
[00:11:39.160 --> 00:11:42.160]  所以除他以外就別無拯救
[00:11:42.160 --> 00:11:44.160]  誰知道原來
[00:11:44.160 --> 00:11:47.160]  耶穌死的地方和復活的地方
[00:11:47.160 --> 00:11:48.160]  我們叫它什麼
[00:11:48.160 --> 00:11:50.160]  築留地
[00:11:50.160 --> 00:11:52.160]  Place of School
[00:11:52.160 --> 00:11:54.160]  或者Gographer
[00:11:54.160 --> 00:11:56.160]  拉丁文叫做Galvory
[00:11:56.160 --> 00:11:58.160]  都是指同一個地方
[00:11:58.160 --> 00:12:00.160]  就是耶穌所死的地方
[00:12:00.160 --> 00:12:02.160]  他在那裡被釘十字架
[00:12:02.160 --> 00:12:05.160]  然後墳墓復活
[00:12:05.160 --> 00:12:07.160]  今天就是聖母堂的地方
[00:12:07.160 --> 00:12:09.160]  在耶路撒冷
[00:12:09.160 --> 00:12:11.160]  本身那個地方是一個石礦場
[00:12:11.160 --> 00:12:14.160]  將好的石頭已經被人拿走了
[00:12:14.160 --> 00:12:16.160]  那些匠人已經拿走了
[00:12:16.160 --> 00:12:19.160]  剩下的一個沒什麼用的
[00:12:19.160 --> 00:12:21.160]  一個廢的地方
[00:12:21.160 --> 00:12:23.160]  殘廢的
[00:12:23.160 --> 00:12:25.160]  荒廢的一個石山
[00:12:25.160 --> 00:12:29.160]  十字架就在那裡發生
[00:12:29.160 --> 00:12:33.160]  耶穌就在那裡被釘死
[00:12:33.160 --> 00:12:34.160]  然後死在裡面復活
[00:12:34.160 --> 00:12:35.160]  成就上帝的救恩
[00:12:35.160 --> 00:12:37.160]  所以彼得就說
[00:12:37.160 --> 00:12:39.160]  你們這些猶太人
[00:12:39.160 --> 00:12:41.160]  在耶路撒冷的宗教的權貴
[00:12:41.160 --> 00:12:42.160]  你們看不起的耶穌
[00:12:42.160 --> 00:12:43.160]  你將他釘在十字架
[00:12:43.160 --> 00:12:48.160]  上帝就偏偏選擇世人看為低等的石頭
[00:12:48.160 --> 00:12:51.160]  耶穌基督成為救恩
[00:12:51.160 --> 00:12:53.160]  所以四章第十一節
[00:12:53.160 --> 00:12:54.160]  他說什麼
[00:12:54.160 --> 00:12:56.160]  你們所凋棄的
[00:12:56.160 --> 00:13:00.160]  耶和華揀選了
[00:13:00.160 --> 00:13:02.160]  耶和華揀選十字架
[00:13:02.160 --> 00:13:07.160]  就是耶穌基督作為世人的救恩源頭的地方
[00:13:07.160 --> 00:13:09.160]  講完這篇道理
[00:13:09.160 --> 00:13:10.160]  或者一個這樣的回應之後
[00:13:10.160 --> 00:13:13.160]  這個教會的敵人就做什麼呢
[00:13:13.160 --> 00:13:15.160]  他們就盤問和威嚇他
[00:13:15.160 --> 00:13:19.160]  然後他們就這樣回應
[00:13:19.160 --> 00:13:21.160]  叫他不要再傳耶穌基督了
[00:13:21.160 --> 00:13:24.160]  你不要再搞亂我們的當了
[00:13:24.160 --> 00:13:25.160]  因為越來越多人跟著你的時候
[00:13:25.160 --> 00:13:26.160]  我們就不行了
[00:13:26.160 --> 00:13:29.160]  我們社會就會有紛亂
[00:13:29.160 --> 00:13:31.160]  四章第十九節彼得怎樣回應
[00:13:31.160 --> 00:13:33.160]  彼得和約翰就說
[00:13:33.160 --> 00:13:35.160]  聽從你們這班權貴
[00:13:35.160 --> 00:13:36.160]  不聽從上帝
[00:13:36.160 --> 00:13:38.160]  在上帝面前合理不合理
[00:13:38.160 --> 00:13:40.160]  你們自己判斷
[00:13:40.160 --> 00:13:41.160]  你們所看見的
[00:13:41.160 --> 00:13:42.160]  我們所看見的
[00:13:42.160 --> 00:13:43.160]  所聽見的
[00:13:43.160 --> 00:13:44.160]  我們不能不說
[00:13:44.160 --> 00:13:47.160]  福音我們不能不傳
[00:13:47.160 --> 00:13:49.160]  這個很奇怪
[00:13:49.160 --> 00:13:57.160]  教會當時第一次被上面的政權和權貴威脅
[00:13:57.160 --> 00:13:59.160]  上帝怎樣回應
[00:13:59.160 --> 00:14:00.160]  他們怎樣回應
[00:14:00.160 --> 00:14:04.160]  上帝說將聖靈充滿他們
[00:14:04.160 --> 00:14:09.160]  然後他們更加有膽量去面對他們的對手
[00:14:09.160 --> 00:14:12.160]  不是做縮頭烏龜
[00:14:12.160 --> 00:14:14.160]  很奇怪吧
[00:14:14.160 --> 00:14:17.160]  然後彼得用這樣的回應
[00:14:17.160 --> 00:14:19.160]  我們不會服從人的
[00:14:19.160 --> 00:14:22.160]  我們只會服從上帝
[00:14:22.160 --> 00:14:23.160]  令到彼得聖靈充滿他們
[00:14:23.160 --> 00:14:24.160]  更加有能力
[00:14:24.160 --> 00:14:25.160]  繼續去傳福音
[00:14:25.160 --> 00:14:27.160]  繼續去廣道
[00:14:27.160 --> 00:14:31.160]  這個是《小行傳》裡面所說的神蹟騎士
[00:14:31.160 --> 00:14:34.160]  我們說的神蹟騎士
[00:14:34.160 --> 00:14:36.160]  就是我們會很興奮
[00:14:36.160 --> 00:14:39.160]  然後做了不同的事
[00:14:39.160 --> 00:14:40.160]  那些沒錯
[00:14:40.160 --> 00:14:41.160]  可能都是神蹟騎士
[00:14:41.160 --> 00:14:43.160]  但最主要是《小行傳》裡面所說的
[00:14:43.160 --> 00:14:44.160]  上帝的工作
[00:14:44.160 --> 00:14:45.160]  真正的工作
[00:14:45.160 --> 00:14:49.160]  他的聖靈的權能在哪裡彰顯出來
[00:14:49.160 --> 00:14:50.160]  就是使到使徒
[00:14:50.160 --> 00:14:51.160]  使到教會
[00:14:51.160 --> 00:14:54.160]  能夠有能力
[00:14:54.160 --> 00:14:56.160]  更多的能力
[00:14:56.160 --> 00:14:58.160]  來作見證
[00:14:58.160 --> 00:15:00.160]  不是叫我們縮頭烏龜
[00:15:00.160 --> 00:15:02.160]  不是叫我們安逸
[00:15:02.160 --> 00:15:07.160]  而是他們一班人認定上帝是有權能的
[00:15:07.160 --> 00:15:10.160]  但願我們教會都是這樣
[00:15:10.160 --> 00:15:13.160]  今時今日傳福音是難的
[00:15:13.160 --> 00:15:15.160]  當然每個時代都難
[00:15:15.160 --> 00:15:18.160]  但我們面對不同的難關
[00:15:18.160 --> 00:15:20.160]  但我們應該怎樣回應呢
[00:15:20.160 --> 00:15:23.160]  或者上帝要我們怎樣回應
[00:15:23.160 --> 00:15:25.160]  是不是叫我們縮頭
[00:15:25.160 --> 00:15:29.160]  然後我們自己安身
[00:15:29.160 --> 00:15:30.160]  那就算了
[00:15:30.160 --> 00:15:31.160]  不是的
[00:15:31.160 --> 00:15:35.160]  這裡說的是上帝使教會要更加有能力
[00:15:35.160 --> 00:15:37.160]  我們的禱告應該是這樣的
[00:15:37.160 --> 00:15:39.160]  當你遇見有困難的時候
[00:15:39.160 --> 00:15:41.160]  遇見有軟弱的時候
[00:15:41.160 --> 00:15:43.160]  我不知道你怎樣祈禱
[00:15:43.160 --> 00:15:46.160]  祈禱就是讓我放假
[00:15:46.160 --> 00:15:47.160]  讓我休息
[00:15:47.160 --> 00:15:48.160]  讓我安逸
[00:15:48.160 --> 00:15:50.160]  你試一下反過來
[00:15:50.160 --> 00:15:52.160]  上帝可不可以給我能力
[00:15:52.160 --> 00:15:54.160]  讓我能夠繼續向前
[00:15:54.160 --> 00:15:56.160]  故事繼續
[00:15:56.160 --> 00:15:58.160]  第21節
[00:15:58.160 --> 00:16:00.160]  官長為百姓的緣故
[00:16:00.160 --> 00:16:03.160]  就想不出任何法子來懲罰他們
[00:16:03.160 --> 00:16:05.160]  只好怎樣
[00:16:05.160 --> 00:16:06.160]  就像黑社會一樣
[00:16:06.160 --> 00:16:08.160]  嚇一嚇他們
[00:16:08.160 --> 00:16:10.160]  釋放
[00:16:10.160 --> 00:16:14.160]  因為眾人百姓都是為了所行的神蹟
[00:16:14.160 --> 00:16:17.160]  然後歸榮耀給上帝
[00:16:17.160 --> 00:16:18.160]  OK
[00:16:18.160 --> 00:16:19.160]  23節
[00:16:19.160 --> 00:16:21.160]  兩個人被釋放了
[00:16:21.160 --> 00:16:22.160]  他們就回到自己人的地方
[00:16:22.160 --> 00:16:25.160]  然後將祭司長長老所說的話告訴他們
[00:16:25.160 --> 00:16:26.160]  他們聽見了之後
[00:16:26.160 --> 00:16:30.160]  就同心合意的高聲的向上帝禱告
[00:16:30.160 --> 00:16:32.160]  這個脈絡是什麼
[00:16:32.160 --> 00:16:36.160]  彼得被拘捕
