
[00:00:00.000 --> 00:00:03.320]  看完節目後我們繼續我們的系列
[00:01:33.600 --> 00:01:39.080]  這些畫像很令我們深印象
[00:01:39.080 --> 00:01:42.920]  但在路加或者聖經裡面記載的聖誕故事
[00:01:42.920 --> 00:01:45.040]  只有大概兩處地方
[00:01:45.040 --> 00:01:46.240]  路加方案第一二章
[00:01:46.240 --> 00:01:46.920]  今天我們看的
[00:01:46.920 --> 00:01:49.640]  還有馬化方案第一二章
[00:01:49.640 --> 00:01:51.720]  如果你看清楚經文裡面說的話
[00:01:51.720 --> 00:01:54.080]  絕對不是小朋友的故事
[00:01:54.080 --> 00:01:57.560]  是一個很有政治含義
[00:01:57.560 --> 00:02:02.800]  而且是當時很混亂的一個時間
[00:02:02.800 --> 00:02:04.600]  耶穌降生
[00:02:04.600 --> 00:02:07.000]  所以為什麼我們需要了解一下
[00:02:07.000 --> 00:02:08.640]  路加要特別看這件事
[00:02:08.640 --> 00:02:09.960]  如果是說小朋友的故事
[00:02:09.960 --> 00:02:12.280]  他就不需要看第一節
[00:02:12.280 --> 00:02:13.120]  是不是
[00:02:13.120 --> 00:02:15.120]  不需要看第一節
[00:02:15.120 --> 00:02:17.640]  或者其他那時候歷史的
[00:02:17.640 --> 00:02:19.560]  或者社會的狀況
[00:02:19.560 --> 00:02:21.280]  第二章第一節
[00:02:21.280 --> 00:02:24.280]  那裡說到海薩·奧古斯多
[00:02:24.280 --> 00:02:25.960]  海薩·斯托
[00:02:25.960 --> 00:02:27.280]  只不過是一個title
[00:02:27.280 --> 00:02:29.240]  好像牧師或者總統
[00:02:29.240 --> 00:02:30.480]  是一個title
[00:02:30.480 --> 00:02:32.480]  我們要了解一下這個人
[00:02:32.480 --> 00:02:35.680]  他的王號叫做Augustus
[00:02:35.680 --> 00:02:36.920]  奧古斯多
[00:02:36.920 --> 00:02:39.520]  本身他叫做Octavian
[00:02:39.520 --> 00:02:41.320]  屋大維
[00:02:41.320 --> 00:02:45.040]  但我們在聖經裡面提到的就是Augustus
[00:02:45.040 --> 00:02:47.000]  我們需要了解一下小小歷史
[00:02:47.000 --> 00:02:49.320]  因為不是一個小朋友的故事
[00:02:49.320 --> 00:02:53.000]  是一個滿有當時的背景
[00:02:53.000 --> 00:02:55.560]  對當時的人來說很重要
[00:02:55.560 --> 00:02:57.040]  一聽的時候他們就知道
[00:02:57.040 --> 00:02:58.440]  了解一下這個奧古斯多
[00:02:58.440 --> 00:03:00.280]  看看這個時間圖
[00:03:00.280 --> 00:03:01.800]  這裡有一個世界的歷史
[00:03:01.800 --> 00:03:04.320]  最普遍現在的分法就是主前和主後
[00:03:04.320 --> 00:03:05.000]  看到嗎
[00:03:05.000 --> 00:03:07.840]  Before Christ和AD
[00:03:07.840 --> 00:03:09.080]  Anno Domini
[00:03:09.080 --> 00:03:11.080]  就是主後的意思
[00:03:11.080 --> 00:03:13.080]  Year of the Lord
[00:03:13.080 --> 00:03:16.800]  這個是西方或者我們現代社會
[00:03:16.800 --> 00:03:18.960]  很多時候將時間這樣分的
[00:03:18.960 --> 00:03:22.400]  在左邊數目一直加大
[00:03:22.400 --> 00:03:23.560]  就是主前
[00:03:23.560 --> 00:03:25.240]  我們經常說舊約就是主前
[00:03:25.240 --> 00:03:26.760]  多少年多少年一直加大
[00:03:26.760 --> 00:03:30.280]  然後在這個所謂零之後
[00:03:30.280 --> 00:03:32.080]  當然沒有零年
[00:03:32.080 --> 00:03:32.920]  你明白我的意思嗎
[00:03:32.920 --> 00:03:34.000]  隨即的時候不會說
[00:03:34.000 --> 00:03:35.200]  啊 零年到了
[00:03:35.200 --> 00:03:38.320]  我們過了這個1BC
[00:03:38.320 --> 00:03:39.640]  然後零年到了
[00:03:39.640 --> 00:03:40.160]  沒有的
[00:03:40.160 --> 00:03:42.560]  是1AD所謂
[00:03:42.560 --> 00:03:45.440]  然後一直的數目就會加大
[00:03:45.440 --> 00:03:49.760]  這個就是Before Christ和AD的意思
[00:03:49.760 --> 00:03:53.640]  所以這種分法在主後第五世紀開始
[00:03:53.640 --> 00:03:58.000]  已經開始有人這樣說
[00:03:58.000 --> 00:04:01.560]  還有之後就會越來越普遍
[00:04:01.560 --> 00:04:02.480]  正如我們今天
[00:04:02.480 --> 00:04:04.440]  我們正在用的歷法
[00:04:04.440 --> 00:04:05.400]  西歷的歷法
[00:04:05.400 --> 00:04:08.680]  就是用這個所謂BC和AD
[00:04:08.680 --> 00:04:11.240]  當然當時第五世紀的時候
[00:04:11.240 --> 00:04:13.720]  有一個修士去修正這個歷法的時候
[00:04:13.720 --> 00:04:15.280]  他的資料不是很舊
[00:04:15.280 --> 00:04:17.280]  所以有些東西是off了的
[00:04:17.280 --> 00:04:19.040]  你看到上面那裡就是
[00:04:19.040 --> 00:04:22.840]  耶穌基督的降生的年份
[00:04:22.840 --> 00:04:27.280]  應當是所謂BC的六年
[00:04:27.280 --> 00:04:27.840]  為什麼呢
[00:04:27.840 --> 00:04:29.600]  因為我們知道大希律是什麼時候死的
[00:04:29.600 --> 00:04:30.880]  大希律死的時候
[00:04:30.880 --> 00:04:33.960]  附近就有一些月蝕或者天象出現
[00:04:33.960 --> 00:04:35.400]  所以你算起來的時候
[00:04:35.400 --> 00:04:36.760]  就是公元前四年
[00:04:36.760 --> 00:04:38.200]  Hell the Great
[00:04:38.200 --> 00:04:39.200]  就是他死的
[00:04:39.200 --> 00:04:43.720]  所以耶穌降生大概是公元前第六年
[00:04:43.720 --> 00:04:46.760]  所以除了BC和AD的說法之外
[00:04:46.760 --> 00:04:49.680]  我們就有BCE和CE的說法
[00:04:49.680 --> 00:04:50.960]  因為比較準確一點
[00:04:50.960 --> 00:04:52.760]  特別是說到這一段時間
[00:04:52.760 --> 00:04:54.800]  就是叫做Before Common Era
[00:04:54.800 --> 00:04:58.640]  就是大家所共識的歷法
[00:04:58.640 --> 00:05:02.800]  公元前和公元後
[00:05:02.800 --> 00:05:06.200]  你看到耶穌基督降生的背景
[00:05:06.200 --> 00:05:08.400]  那個時間是什麼時間
[00:05:08.400 --> 00:05:09.880]  就是羅馬帝國的時候
[00:05:09.880 --> 00:05:13.880]  羅馬帝國是公元前27年至400多年
[00:05:13.880 --> 00:05:16.080]  這段時間就叫做羅馬帝國
[00:05:16.080 --> 00:05:17.680]  之前就叫做共和國
[00:05:17.680 --> 00:05:22.040]  是議會去管理和統治整個國度
[00:05:22.040 --> 00:05:27.720]  共和國的時間大概是500BCE至27
[00:05:27.720 --> 00:05:30.960]  BCE或者BC
[00:05:30.960 --> 00:05:33.560]  我不知道你明不明白
[00:05:33.560 --> 00:05:36.040]  大家可能了解這句話
[00:05:36.040 --> 00:05:38.960]  英雄做時勢還是時勢做英雄
[00:05:38.960 --> 00:05:42.160]  你覺得時勢做英雄還是英雄做時勢
[00:05:42.160 --> 00:05:44.800]  有時候都是時勢做英雄
[00:05:44.800 --> 00:05:52.640]  奧古斯都能夠成為第一任的羅馬帝國的皇帝
[00:05:52.640 --> 00:05:55.640]  都是時勢做英雄的
[00:05:55.640 --> 00:05:56.840]  這裡就很複雜了
[00:05:56.840 --> 00:05:58.640]  如果只是看下面左邊
[00:05:58.640 --> 00:06:00.080]  左邊發生什麼事呢
[00:06:00.080 --> 00:06:04.400]  就是共和國最後一個君主叫做Julius Caesar
[00:06:04.400 --> 00:06:06.520]  Julius Caesar是很出名的
[00:06:06.520 --> 00:06:10.680]  出名的就是他在主前44年的時候被刺殺
[00:06:10.680 --> 00:06:13.080]  就是議會開會的時候
[00:06:13.080 --> 00:06:16.680]  突然後面有人去刺殺他
[00:06:16.680 --> 00:06:17.920]  然後他就死了
[00:06:17.920 --> 00:06:22.400]  然後整個共和國或者羅馬的國度
[00:06:22.400 --> 00:06:25.160]  就陷入一個內戰的情況
[00:06:25.160 --> 00:06:27.720]  這個內戰的情況最後打來打去
[00:06:27.720 --> 00:06:29.280]  剩下兩個最大的
[00:06:29.280 --> 00:06:30.960]  第一個就是奧古斯都
[00:06:30.960 --> 00:06:32.440]  或者Octavian
[00:06:32.440 --> 00:06:34.920]  第二個跟他是正敵對手的
[00:06:34.920 --> 00:06:38.280]  就是叫做Mark Antony
[00:06:38.280 --> 00:06:42.480]  所以奧古斯和Mark Antony打生打死
[00:06:42.480 --> 00:06:43.720]  有很多的內戰
[00:06:43.720 --> 00:06:46.840]  直到有一個最決定性的戰爭出現
[00:06:46.840 --> 00:06:50.680]  那個就是主前31年Battle of Actium
[00:06:50.680 --> 00:06:54.680]  在希臘西面的一個海灣
[00:06:54.680 --> 00:06:56.680]  有一個很大的
[00:06:56.680 --> 00:06:58.800]  兩方面
[00:06:58.800 --> 00:07:00.920]  Octavian就是奧古斯
[00:07:00.920 --> 00:07:03.040]  和Mark Antony
[00:07:03.040 --> 00:07:06.640]  大家在海灣那裡有一個海戰
[00:07:06.640 --> 00:07:08.840]  一個Naval Battle
[00:07:08.840 --> 00:07:10.920]  然後誰贏了
[00:07:10.920 --> 00:07:14.200]  就是奧古斯都贏了
[00:07:14.200 --> 00:07:20.960]  然後Mark Antony就跑去埃及
[00:07:20.960 --> 00:07:24.240]  本身這兩個人是朋友
[00:07:24.240 --> 00:07:28.840]  誰知道發生了一些家族上的事情
[00:07:28.840 --> 00:07:31.960]  或者政治上的問題
[00:07:31.960 --> 00:07:35.360]  於是兩個人就成為了正敵
[00:07:35.360 --> 00:07:40.280]  本身Mark Antony和Augustus
[00:07:40.280 --> 00:07:42.600]  他們本身是聯盟
[00:07:42.600 --> 00:07:47.240]  這個Antony其實就是奧古斯都
[00:07:47.240 --> 00:07:51.600]  Augustus的姐夫
[00:07:51.600 --> 00:07:54.240]  就是我姐姐的丈夫
[00:07:54.240 --> 00:07:59.040]  Mark Antony和Augustus之間的關係
[00:07:59.040 --> 00:08:00.280]  大家很親
[00:08:00.280 --> 00:08:01.800]  本身是同盟的
[00:08:01.800 --> 00:08:05.120]  誰知道Mark Antony就誘了他太太
[00:08:05.120 --> 00:08:06.920]  就是誘了我姐姐
[00:08:06.920 --> 00:08:08.720]  那你很生氣嗎
[00:08:08.720 --> 00:08:09.680]  很生氣是吧
[00:08:09.680 --> 00:08:13.440]  Augustus就用了這個原因
[00:08:13.440 --> 00:08:15.240]  做一個政治的宣傳
[00:08:15.240 --> 00:08:20.240]  所以就去攻打Mark Antony
[00:08:20.240 --> 00:08:23.000]  他誘了他太太
[00:08:23.000 --> 00:08:24.640]  跑去找誰呢
[00:08:24.640 --> 00:08:27.960]  就找了一個埃及的皇后
[00:08:27.960 --> 00:08:30.760]  那個叫做Cleopatra VII
[00:08:30.760 --> 00:08:35.560]  就是埃及妖后七世
[00:08:35.560 --> 00:08:38.600]  就轟動全國
[00:08:38.600 --> 00:08:40.680]  當時你看頭條新聞的話
[00:08:40.680 --> 00:08:42.920]  就是這個頭條新聞
[00:08:42.920 --> 00:08:47.200]  就是Mark Antony和埃及妖后七世
[00:08:47.200 --> 00:08:48.400]  就搞上了
[00:08:48.400 --> 00:08:50.600]  然後第一任太太就不要了
[00:08:50.600 --> 00:08:52.120]  本身是兄弟如手足
[00:08:52.120 --> 00:08:53.360]  現在怎麼樣
[00:08:53.360 --> 00:08:57.920]  現在反而成為了仇敵
[00:08:57.920 --> 00:09:00.520]  這個Antony Mark Antony
[00:09:00.520 --> 00:09:04.680]  經過阿克興海戰輸了之後
[00:09:04.680 --> 00:09:08.280]  他就和他的情人去到埃及
[00:09:08.280 --> 00:09:10.440]  和Cleopatra VII
[00:09:10.440 --> 00:09:12.320]  大家就在埃及
[00:09:12.320 --> 00:09:15.600]  然後Augustus攻打過來的時候
[00:09:15.600 --> 00:09:17.000]  他們知道搞不定了
[00:09:17.000 --> 00:09:20.520]  於是Mark Antony和Cleopatra VII
[00:09:20.520 --> 00:09:23.600]  就一起自殺
[00:09:23.600 --> 00:09:26.360]  所以是可歌可泣的故事
[00:09:26.360 --> 00:09:27.320]  很可歌可泣
[00:09:27.320 --> 00:09:28.560]  就是為了愛情
[00:09:28.560 --> 00:09:30.320]  他不要一個政壇
[00:09:30.320 --> 00:09:32.160]  那些人這麼瘋狂
[00:09:32.160 --> 00:09:33.880]  所以人們就覺得
[00:09:33.880 --> 00:09:36.600]  為什麼Antony對這個女人這麼死心塌地
[00:09:36.600 --> 00:09:38.680]  一定是所謂的埃及妖后
[00:09:38.680 --> 00:09:40.680]  非常妖艷
[00:09:40.680 --> 00:09:41.600]  非常漂亮
[00:09:41.600 --> 00:09:43.200]  因為迷人迷到一個地步
[00:09:43.200 --> 00:09:47.800]  愛情魔力可以吸引Mark Antony的靈魂出來
[00:09:47.800 --> 00:09:50.280]  然後和他一起死
[00:09:50.280 --> 00:09:52.360]  老一代的朋友
[00:09:52.360 --> 00:09:54.360]  你記得在1963年的時候
[00:09:54.360 --> 00:09:56.760]  荷里活有一套猛片
[00:09:56.760 --> 00:09:58.000]  記不記得
[00:09:58.000 --> 00:09:59.480]  記得
[00:09:59.480 --> 00:10:00.880]  叫做什麼
[00:10:00.880 --> 00:10:02.320]  叫做埃及妖后
[00:10:02.320 --> 00:10:03.320]  沒錯
[00:10:03.320 --> 00:10:04.400]  今天經常有人說
[00:10:04.400 --> 00:10:05.320]  有什麼猛片
[00:10:05.320 --> 00:10:06.320]  票房很厲害
[00:10:06.320 --> 00:10:08.480]  經常說看破地獄
[00:10:08.480 --> 00:10:13.360]  其實當時這套戲叫做Cleopatra
[00:10:13.360 --> 00:10:15.200]  是非常賣座的
[00:10:15.200 --> 00:10:19.800]  當時是58個million的box office
[00:10:19.800 --> 00:10:20.960]  58個million
[00:10:20.960 --> 00:10:21.840]  當時
[00:10:21.840 --> 00:10:23.280]  算現在
[00:10:23.280 --> 00:10:27.120]  是差不多500個million的box office
[00:10:27.120 --> 00:10:28.720]  那找誰飾演埃及妖后
[00:10:28.720 --> 00:10:30.320]  當然找最漂亮的
[00:10:30.320 --> 00:10:31.680]  當時最漂亮的
[00:10:31.680 --> 00:10:33.680]  Elizabeth Taylor
[00:10:33.680 --> 00:10:35.000]  Elizabeth Taylor
[00:10:35.000 --> 00:10:36.720]  記得吧
[00:10:36.720 --> 00:10:38.080]  你記不記得這套戲
[00:10:38.080 --> 00:10:39.680]  你上YouTube還可以看
[00:10:39.680 --> 00:10:40.680]  是吧
[00:10:40.680 --> 00:10:43.000]  不短的這套戲也挺長的
[00:10:43.000 --> 00:10:45.560]  找了Elizabeth太久
[00:10:45.560 --> 00:10:49.920]  來飾演埃及妖后
[00:10:49.920 --> 00:10:51.920]  她漂亮嗎
[00:10:51.920 --> 00:10:53.080]  不知道吧
[00:10:53.080 --> 00:10:55.080]  她很漂亮
[00:10:55.800 --> 00:10:56.560]  順帶一提
[00:10:56.560 --> 00:10:58.560]  說起當時的女神
[00:10:58.560 --> 00:11:01.640]  當時她有很多名車
[00:11:01.640 --> 00:11:05.280]  其中一部名車就是1961年的Rolls Royce
[00:11:05.280 --> 00:11:07.280]  Silver Cloud II
[00:11:07.280 --> 00:11:08.960]  就是右下角那個
[00:11:08.960 --> 00:11:10.160]  為什麼要說名車
[00:11:10.160 --> 00:11:12.440]  這個名車現在市值200萬
[00:11:12.440 --> 00:11:15.080]  我們進來不是看到很多漂亮的車嗎
[00:11:15.080 --> 00:11:17.080]  不急
[00:11:17.080 --> 00:11:20.080]  就是Elizabeth Taylor的那部名車
[00:11:20.080 --> 00:11:20.760]  為什麼要說名車
[00:11:20.760 --> 00:11:22.160]  因為美女一定要說名車
[00:11:22.160 --> 00:11:23.160]  所以要說名車
[00:11:23.160 --> 00:11:25.760]  Anyway我們回到正題
[00:11:25.760 --> 00:11:29.280]  正題就是奧古斯都成為霸主
[00:11:29.280 --> 00:11:32.080]  她在主前27年的時候
[00:11:32.080 --> 00:11:32.880]  先說正題
[00:11:32.880 --> 00:11:34.000]  不看女神了
[00:11:34.000 --> 00:11:36.160]  主前27年的時候
[00:11:36.160 --> 00:11:39.200]  奧古斯都成為天下的霸主
[00:11:39.200 --> 00:11:41.920]  本身她叫做奧大維
[00:11:41.920 --> 00:11:45.240]  現在取王號變成奧古斯都
[00:11:45.240 --> 00:11:48.640]  所以這個角度是因為靠強權和軍力
[00:11:48.640 --> 00:11:50.640]  靠政治的手腕
[00:11:50.640 --> 00:11:53.440]  如果看當時的YouTube、TikTok等等
[00:11:53.440 --> 00:11:55.840]  所有的宣傳都是在說這個國王
[00:11:55.840 --> 00:11:57.840]  這個羅馬的皇帝
[00:11:57.840 --> 00:11:59.840]  Augustus the Emperor
[00:11:59.840 --> 00:12:01.840]  是多麼厲害
[00:12:01.840 --> 00:12:03.840]  然後有很多的錢幣
[00:12:03.840 --> 00:12:05.040]  很多的雕像
[00:12:05.040 --> 00:12:07.040]  都是歌頌他的人生
[00:12:07.040 --> 00:12:09.840]  歌頌他的威水史
[00:12:09.840 --> 00:12:14.840]  甚至有一些當時的詩歌
[00:12:14.840 --> 00:12:16.840]  或者那些國歌
[00:12:16.840 --> 00:12:19.840]  都會歌頌羅馬的皇帝
[00:12:19.840 --> 00:12:23.840]  其中一個最著名的雕像
[00:12:23.840 --> 00:12:27.840]  就是這個Augustus of Prima Porta
[00:12:27.840 --> 00:12:31.840]  Prima Porta是羅馬城北面一個小的市鎮
[00:12:31.840 --> 00:12:34.840]  那裡找到一個這樣的雕像
[00:12:34.840 --> 00:12:36.840]  你看到這個雕像
[00:12:36.840 --> 00:12:41.840]  心口上寫著很多政治上的宣傳
[00:12:41.840 --> 00:12:42.840]  譬如有不同的神明
[00:12:42.840 --> 00:12:44.840]  因為他是神的兒子等等
[00:12:44.840 --> 00:12:47.840]  如果你翻查一下一些文獻
[00:12:47.840 --> 00:12:49.840]  說到這個Augustus的時候
[00:12:49.840 --> 00:12:51.840]  你會發現他很多時候
[00:12:51.840 --> 00:12:53.840]  自己有一些的尊稱
[00:12:53.840 --> 00:12:55.840]  就叫自己做主的
[00:12:55.840 --> 00:12:57.840]  Lord
[00:12:57.840 --> 00:12:59.840]  叫自己做救主
[00:12:59.840 --> 00:13:00.840]  Savior
[00:13:00.840 --> 00:13:02.840]  說自己是光或者太陽
[00:13:02.840 --> 00:13:06.840]  他所帶來的是For all peoples
[00:13:06.840 --> 00:13:07.840]  萬民的
[00:13:07.840 --> 00:13:08.840]  普世的
[00:13:08.840 --> 00:13:10.840]  這個君王登基的時候
[00:13:10.840 --> 00:13:12.840]  是一個的Gospel
[00:13:12.840 --> 00:13:14.840]  是一個的福音
[00:13:14.840 --> 00:13:16.840]  帶來地上的平安
[00:13:16.840 --> 00:13:17.840]  Pax
[00:13:17.840 --> 00:13:18.840]  拉丁文Pax
[00:13:18.840 --> 00:13:21.840]  或者他的稱號就是神
[00:13:21.840 --> 00:13:23.840]  或者神的兒子
[00:13:23.840 --> 00:13:24.840]  這裡不解釋太多
[00:13:24.840 --> 00:13:26.840]  如果你想知道更多
[00:13:26.840 --> 00:13:28.840]  阿邦幫我們錄了幾條片
[00:13:28.840 --> 00:13:30.840]  你在城會網台就可以看到
[00:13:30.840 --> 00:13:32.840]  這裡先買一買廣告
[00:13:32.840 --> 00:13:34.840]  但我想舉一句
[00:13:34.840 --> 00:13:36.840]  當時有一個哥哥叫做
[00:13:36.840 --> 00:13:38.840]  Kalman Sekulare
[00:13:38.840 --> 00:13:39.840]  Kalman Sekulare是什麼意思
[00:13:39.840 --> 00:13:41.840]  Kalman就是喪的意思
[00:13:41.840 --> 00:13:43.840]  Kalman這個字其實是喪的意思
[00:13:43.840 --> 00:13:45.840]  就是詩歌的意思
[00:13:45.840 --> 00:13:48.840]  Sekulare就是age的意思
[00:13:48.840 --> 00:13:51.840]  或者時間歷史的大段落
[00:13:51.840 --> 00:13:53.840]  就是世紀之歌
[00:13:53.840 --> 00:13:55.840]  當時有一個朝廷的詩人
[00:13:55.840 --> 00:13:57.840]  叫做賀拉斯
[00:13:57.840 --> 00:13:59.840]  Horace
[00:13:59.840 --> 00:14:03.840]  他大概是公元前17年的時候
[00:14:03.840 --> 00:14:06.840]  寫這首世紀之歌
[00:14:06.840 --> 00:14:09.840]  裡面的一些歌詞說什麼呢
[00:14:09.840 --> 00:14:11.840]  他說因為奧古斯都
[00:14:11.840 --> 00:14:14.840]  成為了羅馬天下的霸主
[00:14:14.840 --> 00:14:18.840]  所以就有信和平和尊榮
[00:14:18.840 --> 00:14:22.840]  回到以前的good old days
[00:14:22.840 --> 00:14:25.840]  還有他說過去的偉人裡面
[00:14:25.840 --> 00:14:30.840]  誰能夠將這位奧古斯都值得讚頌呢
[00:14:30.840 --> 00:14:31.840]  發光的他
[00:14:31.840 --> 00:14:33.840]  治理世界
[00:14:33.840 --> 00:14:36.840]  光芒萬丈
[00:14:36.840 --> 00:14:39.840]  然後亞波羅神就是光輝的神
[00:14:39.840 --> 00:14:41.840]  賜予世界新的光輝
[00:14:41.840 --> 00:14:45.840]  然後恢復這個世界的和平
[00:14:45.840 --> 00:14:48.840]  使萬象在春日的時候
[00:14:48.840 --> 00:14:50.840]  能夠有安穩
[00:14:50.840 --> 00:14:52.840]  看這些東西我已經提過很多次
[00:14:52.840 --> 00:14:55.840]  看這些東西其實就像中央電視台
[00:14:55.840 --> 00:14:59.840]  中央電視台經常播放這些信息
[00:14:59.840 --> 00:15:03.840]  就是說這個奧古斯都是多麼的了不起
[00:15:03.840 --> 00:15:06.840]  如果你有這樣的背景去看的時候
[00:15:06.840 --> 00:15:11.840]  你就會發現路加福音說的聖誕故事
[00:15:11.840 --> 00:15:16.840]  絕對不是一些小孩子說的故事
[00:15:16.840 --> 00:15:18.840]  我在這裡和你總結一下
[00:15:18.840 --> 00:15:21.840]  路加福音第一二章說到聖誕的故事
[00:15:21.840 --> 00:15:22.840]  耶穌降生的時候
[00:15:22.840 --> 00:15:24.840]  到底用了什麼字眼
[00:15:24.840 --> 00:15:27.840]  他說主的榮光
[00:15:27.840 --> 00:15:30.840]  為你們誕生的是主基督
[00:15:30.840 --> 00:15:32.840]  Lord Christ
[00:15:32.840 --> 00:15:34.840]  為你們生下救主
[00:15:34.840 --> 00:15:36.840]  Savior
[00:15:36.840 --> 00:15:41.840]  你們看見神的救恩
[00:15:41.840 --> 00:15:43.840]  有光照耀
[00:15:43.840 --> 00:15:46.840]  撒加利亞的一首詩歌
[00:15:46.840 --> 00:15:48.840]  說到施洗約翰
[00:15:48.840 --> 00:15:52.840]  尼塞亞的先鋒
[00:15:52.840 --> 00:15:53.840]  出生的時候
[00:15:53.840 --> 00:15:55.840]  會見到清晨的日光
[00:15:55.840 --> 00:15:58.840]  照亮死刃裡面的人
[00:15:58.840 --> 00:16:00.840]  也有榮光照耀
[00:16:00.840 --> 00:16:04.840]  是外邦人的光
[00:16:04.840 --> 00:16:06.840]  是以色列的榮耀
[00:16:06.840 --> 00:16:08.840]  也有萬民
[00:16:08.840 --> 00:16:09.840]  萬民
[00:16:09.840 --> 00:16:11.840]  全國的人民
[00:16:11.840 --> 00:16:13.840]  眾人所有的人
[00:16:13.840 --> 00:16:15.840]  All people
[00:16:15.840 --> 00:16:17.840]  各歸各城
[00:16:17.840 --> 00:16:20.840]  大喜的信息關乎萬民
[00:16:20.840 --> 00:16:23.840]  救恩是為萬民所預備的
[00:16:23.840 --> 00:16:25.840]  二章31節
[00:16:25.840 --> 00:16:27.840]  也有福音
[00:16:27.840 --> 00:16:29.840]  天使傳的好訊息
[00:16:29.840 --> 00:16:31.840]  Good tiding
[00:16:31.840 --> 00:16:32.840]  大喜的訊息
[00:16:32.840 --> 00:16:34.840]  福音
[00:16:34.840 --> 00:16:36.840]  地上便有平安
[00:16:36.840 --> 00:16:37.840]  Peace
[00:16:37.840 --> 00:16:39.840]  和平
[00:16:39.840 --> 00:16:40.840]  一章79節
[00:16:40.840 --> 00:16:41.840]  二章14節
[00:16:41.840 --> 00:16:43.840]  地上的和平
[00:16:43.840 --> 00:16:45.840]  然後神當然提了很多次
[00:16:45.840 --> 00:16:47.840]  神的兒子等等
[00:16:47.840 --> 00:16:50.840]  所以你就見到路加在做什麼
[00:16:50.840 --> 00:16:54.840]  聖誕的故事原來是一個挑戰
[00:16:54.840 --> 00:16:57.840]  或者一個顛倒
[00:16:57.840 --> 00:17:01.840]  在上的是羅馬帝王
[00:17:01.840 --> 00:17:03.840]  奧古斯都
[00:17:03.840 --> 00:17:05.840]  但他是不是真正的主
[00:17:05.840 --> 00:17:07.840]  是不是真正的救主
[00:17:07.840 --> 00:17:09.840]  是不是真正帶給我們平安
[00:17:09.840 --> 00:17:11.840]  是不是有一個真正的福音
[00:17:11.840 --> 00:17:13.840]  他說中央電視台就說有
[00:17:13.840 --> 00:17:17.840]  但聖誕的故事就說No
[00:17:17.840 --> 00:17:19.840]  是基督
[00:17:19.840 --> 00:17:23.840]  是耶穌基督在馬槽裡面的嬰孩
[00:17:23.840 --> 00:17:25.840]  這樣看的時候你就明白
[00:17:25.840 --> 00:17:28.840]  為什麼一些極權或共產的國家
[00:17:28.840 --> 00:17:30.840]  這麼不喜歡到聖誕節的時候
[00:17:30.840 --> 00:17:32.840]  有人慶祝聖誕
[00:17:32.840 --> 00:17:35.840]  因為他們看聖經比你厲害
[00:17:35.840 --> 00:17:37.840]  我們看聖經的時候覺得
