
[00:00:00.000 --> 00:00:01.880]   Hello, brothers and sisters.
[00:03:17.640 --> 00:03:20.600]   [NON-ENGLISH SPEECH]
[00:03:20.600 --> 00:03:22.560]   So this morning, we are going to look
[00:03:22.560 --> 00:03:25.680]   at the third major judge in the book of "Judges," that
[00:03:25.680 --> 00:03:27.240]   is, Deborah.
[00:03:27.240 --> 00:03:30.520]   The cycle of Deborah is actually quite unique
[00:03:30.520 --> 00:03:33.200]   because it spans across two chapters.
[00:03:33.200 --> 00:03:37.080]   And it consists of a story and a song.
[00:03:37.080 --> 00:03:40.160]   So "Judges 4," that is the one that we'll be looking in today,
[00:03:40.160 --> 00:03:41.880]   is in the form of a story.
[00:03:41.880 --> 00:03:44.800]   That is the narrative portion of this cycle.
[00:03:44.800 --> 00:03:47.640]   While "Judges 5" is in the form of a poem.
[00:03:47.640 --> 00:03:50.600]   That is the song portion of this cycle.
[00:03:50.600 --> 00:03:52.480]   And so we'll actually spend two Sundays
[00:03:52.480 --> 00:03:55.080]   in this cycle of Deborah alone.
[00:03:55.080 --> 00:03:56.560]   But again, for this morning, we're
[00:03:56.560 --> 00:03:59.520]   going to focus on the narrative portion of the cycle.
[00:03:59.520 --> 00:04:00.960]   That is "Judges 4."
[00:04:00.960 --> 00:04:04.560]   And again, we will explore these questions together.
[00:04:04.560 --> 00:04:08.840]   What should we do in the face of adversities and doubt?
[00:04:08.840 --> 00:04:15.880]   [NON-ENGLISH SPEECH]
[00:04:38.840 --> 00:04:46.320]   [NON-ENGLISH SPEECH]
[00:04:46.320 --> 00:04:49.760]   And so today, instead of having the passage up on a screen
[00:04:49.760 --> 00:04:51.360]   and trying to do something different,
[00:04:51.360 --> 00:04:54.080]   so I want to encourage you to open your own Bible,
[00:04:54.080 --> 00:04:57.480]   physically or digitally, and follow along with our passage.
[00:04:57.480 --> 00:05:01.000]   Because there will be some clues that's earlier in our passage
[00:05:01.000 --> 00:05:03.960]   that will only get fully reviewed at the end.
[00:05:03.960 --> 00:05:05.960]   And I think it is actually more effective for us
[00:05:05.960 --> 00:05:09.540]   to learn from God's word by having the whole passage
[00:05:09.540 --> 00:05:12.320]   in our hand, rather than seeing it section by section
[00:05:12.320 --> 00:05:15.960]   on the screen, where I can only show a limited amount of verses
[00:05:15.960 --> 00:05:16.920]   every time.
[00:05:16.920 --> 00:05:18.420]   And if you don't have a Bible or you
[00:05:18.420 --> 00:05:20.480]   don't have a way to access it, I also
[00:05:20.480 --> 00:05:22.160]   printed out a few physical copies
[00:05:22.160 --> 00:05:24.080]   that you can come up to the table and grab.
[00:05:24.080 --> 00:05:27.920]   And so to apologize, I forgot to print out the Mandarin version.
[00:05:27.920 --> 00:05:30.320]   So there's an English copy of "Judges 4"
[00:05:30.320 --> 00:05:32.800]   up there if you want to come up and grab them.
[00:05:32.800 --> 00:05:35.800]   [NON-ENGLISH SPEECH]
[00:05:35.960 --> 00:05:38.960]   [NON-ENGLISH SPEECH]
[00:06:05.960 --> 00:06:16.960]   [NON-ENGLISH SPEECH]
[00:06:16.960 --> 00:06:18.440]   OK, everyone ready?
[00:06:18.440 --> 00:06:22.320]   We're going to start with "Judges 4" verse 1.
[00:06:22.320 --> 00:06:26.720]   "So again, the Israelites did evil in the eyes of the Lord,
[00:06:26.720 --> 00:06:29.020]   now that Ehud was dead.
[00:06:29.020 --> 00:06:32.800]   So the Lord sold them into the hands of Jabin, king of Canaan,
[00:06:32.800 --> 00:06:34.800]   who reigned in Hazor.
[00:06:34.800 --> 00:06:36.820]   Sisera, the commander of his army,
[00:06:36.820 --> 00:06:39.480]   was based in Harosheth Hagoyim.
[00:06:39.480 --> 00:06:42.360]   Because he and 900 chariots fitted with iron
[00:06:42.360 --> 00:06:45.760]   and had cruelly oppressed the Israelites for 20 years,
[00:06:45.760 --> 00:06:50.000]   they cried out to the Lord for help."
[00:06:50.000 --> 00:07:13.600]   [NON-ENGLISH SPEECH]
[00:07:13.600 --> 00:07:15.180]   And so right here at the first verse,
[00:07:15.180 --> 00:07:18.080]   we're immediately being connected to our narrative
[00:07:18.080 --> 00:07:21.120]   back to the previous judge, that is Ehud.
[00:07:21.120 --> 00:07:23.380]   And if you recall from my previous sermon,
[00:07:23.380 --> 00:07:26.680]   after Ehud had defeated Eglon, king of Moab,
[00:07:26.680 --> 00:07:29.080]   the land of Israel, they enjoyed a period of peace
[00:07:29.080 --> 00:07:31.080]   for 80 years.
[00:07:31.080 --> 00:07:34.120]   But right after these 80 years, after Ehud had died,
[00:07:34.120 --> 00:07:36.000]   this cycle repeats itself again.
[00:07:36.000 --> 00:07:40.440]   And we see that Israel does evil in the eyes of the Lord.
[00:07:40.440 --> 00:08:03.340]   [NON-ENGLISH SPEECH]
[00:08:03.340 --> 00:08:06.840]   And this time, the Lord actually used Jabin, king of Canaan,
[00:08:06.840 --> 00:08:10.720]   and also his commander, Sisera, to oppress Israel.
[00:08:10.720 --> 00:08:17.840]   [NON-ENGLISH SPEECH]
[00:08:17.840 --> 00:08:19.800]   One advantage of Sisera's army here
[00:08:19.800 --> 00:08:23.240]   was that they had 900 iron chariots.
[00:08:23.240 --> 00:08:25.880]   And so iron chariots was kind of like the top-of-the-line
[00:08:25.880 --> 00:08:29.140]   technology in warfare during that time.
[00:08:29.140 --> 00:08:33.720]   When a war is fought over on flat land or coastal plains,
[00:08:33.720 --> 00:08:36.960]   it actually provides a huge advantage for this iron chariots
[00:08:36.960 --> 00:08:40.160]   army compared to just regular foot soldiers.
[00:08:40.160 --> 00:08:58.320]   [NON-ENGLISH SPEECH]
[00:08:58.320 --> 00:09:01.280]   And as a result of their oppressions from Sisera,
[00:09:01.280 --> 00:09:04.160]   Israel once again cried out to the Lord for help.
[00:09:04.160 --> 00:09:09.440]   [NON-ENGLISH SPEECH]
[00:09:09.440 --> 00:09:13.320]   And now let's look together in verse 4 and 5.
[00:09:13.320 --> 00:09:16.680]   [NON-ENGLISH SPEECH]
[00:09:16.680 --> 00:09:20.240]   Now Deborah, a prophet, the wife of Lapidoth,
[00:09:20.240 --> 00:09:23.200]   was leading or judging Israel at that time.
[00:09:23.200 --> 00:09:25.320]   She held court under the palm of Deborah
[00:09:25.320 --> 00:09:29.360]   between Ramah and Bethel in the hill country of Ephraim.
[00:09:29.360 --> 00:09:32.360]   And the Israelites went up to her to have their disputes
[00:09:32.360 --> 00:09:33.400]   decided.
[00:09:33.400 --> 00:09:48.640]   [NON-ENGLISH SPEECH]
[00:09:48.640 --> 00:09:51.920]   And so right here, we're being introduced to Deborah.
[00:09:51.920 --> 00:09:54.720]   Deborah was a prophetess by profession,
[00:09:54.720 --> 00:09:59.320]   or a more direct translation is that she was a woman prophet.
[00:09:59.320 --> 00:10:01.720]   I'm not going to spoil the rest of the story for you now,
[00:10:01.720 --> 00:10:05.560]   but women will actually play a significant role in our story
[00:10:05.560 --> 00:10:06.320]   today.
[00:10:06.320 --> 00:10:19.480]   [NON-ENGLISH SPEECH]
[00:10:19.480 --> 00:10:22.160]   And besides being a prophet or prophetess,
[00:10:22.160 --> 00:10:25.880]   we also learned that she was judging Israel at that time.
[00:10:25.880 --> 00:10:27.960]   And what this means is that Deborah, in some way,
[00:10:27.960 --> 00:10:30.480]   she was Israel's decision maker.
[00:10:30.480 --> 00:10:33.040]   And we see that people from all over Israel,
[00:10:33.040 --> 00:10:36.240]   they will come to her to have their dispute decided.
[00:10:36.240 --> 00:10:48.800]   [NON-ENGLISH SPEECH]
[00:10:48.800 --> 00:10:51.400]   And not only that, we will learn that she
[00:10:51.400 --> 00:10:54.440]   was also a representative and spoke person
[00:10:54.440 --> 00:10:57.480]   on behalf of the Lord in the following verses.
[00:10:57.480 --> 00:11:04.320]   [NON-ENGLISH SPEECH]
[00:11:04.320 --> 00:11:07.320]   And so let's continue with verse 6.
[00:11:07.320 --> 00:11:09.560]   "She sent for Barak, son of Abinoam,
[00:11:09.560 --> 00:11:13.000]   from Kadesh in Naphtali, and say to him,
[00:11:13.000 --> 00:11:16.240]   the Lord, the God of Israel, commands you,
[00:11:16.240 --> 00:11:20.680]   go, take with you 10,000 men from Naphtali and Zebelin,
[00:11:20.680 --> 00:11:23.160]   and lead them up to Mount Tabor.
[00:11:23.160 --> 00:11:26.720]   I will lead Sisera, the commander of Jabin's army,
[00:11:26.720 --> 00:11:30.120]   with his chariots and his troops to the Kishon River
[00:11:30.120 --> 00:11:32.440]   and give him into your hands."
[00:11:32.440 --> 00:11:56.760]   [NON-ENGLISH SPEECH]
[00:11:56.760 --> 00:11:59.520]   And so even though Deborah, she was judging Israel
[00:11:59.520 --> 00:12:04.000]   at that time, she did not command the army of Israel.
[00:12:04.000 --> 00:12:07.040]   And so she sent for Barak.
[00:12:07.040 --> 00:12:09.080]   There are not many details about Barak here,
[00:12:09.080 --> 00:12:13.280]   but from what we can gather, he is from the tribe of Naphtali,
[00:12:13.280 --> 00:12:17.920]   and he was also chosen by God to be Israel's deliverer.
[00:12:17.920 --> 00:12:37.720]   [NON-ENGLISH SPEECH]
[00:12:37.720 --> 00:12:39.920]   And according to Deborah, Barak's role
[00:12:39.920 --> 00:12:41.240]   was pretty straightforward.
[00:12:41.240 --> 00:12:45.200]   That is, to go and to gather the troops to Mount Tabor
[00:12:45.200 --> 00:12:48.320]   and to call up the warriors from the tribes of Naphtali
[00:12:48.320 --> 00:12:49.880]   and Zebelin.
[00:12:49.880 --> 00:12:52.040]   And then the Lord himself, he will
[00:12:52.040 --> 00:12:56.320]   give Sisera and his army into the hands of Barak.
[00:12:56.320 --> 00:13:14.040]   [NON-ENGLISH SPEECH]
[00:13:14.040 --> 00:13:16.920]   And so Deborah's message here is very clear.
[00:13:16.920 --> 00:13:22.080]   There is a command from God, and there's a promise of victory.
[00:13:22.080 --> 00:13:25.200]   And so the command is for Barak to gather his army
[00:13:25.200 --> 00:13:27.440]   and lead them into the battlefield.
[00:13:27.440 --> 00:13:29.360]   And then the promise is that the Lord
[00:13:29.360 --> 00:13:32.680]   will grant Israel their victory over Sisera and his army,
[00:13:32.680 --> 00:13:35.520]   even though Sisera has military advantage
[00:13:35.520 --> 00:13:37.680]   with his iron chariots.
[00:13:37.680 --> 00:14:03.400]   [NON-ENGLISH SPEECH]
[00:14:03.400 --> 00:14:07.680]   But this is Barak's response here in verse 8.
[00:14:07.680 --> 00:14:11.960]   "Barak said to her, if you go with me, I will go.
[00:14:11.960 --> 00:14:15.600]   But if you don't go with me, then I won't go."
[00:14:15.600 --> 00:14:23.920]   [NON-ENGLISH SPEECH]
[00:14:23.920 --> 00:14:26.880]   So even though with the victory guaranteed,
[00:14:26.880 --> 00:14:30.320]   Barak, he still feel a little uncertain.
[00:14:30.320 --> 00:14:32.840]   And so he started to negotiate a little bit,
[00:14:32.840 --> 00:14:37.240]   giving Deborah his conditions or his terms for obedience.
[00:14:37.240 --> 00:14:42.160]   If you, Deborah, go with me, then I
[00:14:42.160 --> 00:14:44.200]   will obey your command and go.
[00:14:44.200 --> 00:14:48.880]   But if you don't go with me, then I won't go.
[00:14:48.880 --> 00:15:07.600]   [NON-ENGLISH SPEECH]
[00:15:07.600 --> 00:15:10.720]   Barak's hesitancy here is not without reason.
[00:15:10.720 --> 00:15:13.360]   From a personal level, we learn that he
[00:15:13.360 --> 00:15:15.720]   is from the tribe of Naphtali.
[00:15:15.720 --> 00:15:18.240]   And when we go back to the first chapter in Judges,
[00:15:18.240 --> 00:15:20.160]   we see that the tribes of Naphtali
[00:15:20.160 --> 00:15:23.840]   actually failed to drive out the Canaanites living in their land.
[00:15:23.840 --> 00:15:27.760]   And so from Barak's perspective, this failure from his tribe
[00:15:27.760 --> 00:15:30.440]   might have added some doubts into his mind
[00:15:30.440 --> 00:15:33.720]   when he received this divine message from Deborah.
[00:15:33.720 --> 00:15:35.760]   And so instead of obeying, he shows
[00:15:35.760 --> 00:15:37.960]   some degree of disobedience.
[00:15:37.960 --> 00:15:49.320]   [NON-ENGLISH SPEECH]
[00:16:08.880 --> 00:16:11.440]   And if we take a step back and zoom out from this narrative
[00:16:11.440 --> 00:16:13.920]   back to the big picture of Judges,
[00:16:13.920 --> 00:16:15.720]   we know that the book of Judges in some way
[00:16:15.720 --> 00:16:18.240]   is an evaluation of whether or not
[00:16:18.240 --> 00:16:22.400]   Israel, as God's holy nation, will remain faithful
[00:16:22.400 --> 00:16:24.720]   and obedient to the Lord.
[00:16:24.720 --> 00:16:26.720]   And so as a nation, Barak's response
[00:16:26.720 --> 00:16:28.880]   here actually gave us some spiritual insights
[00:16:28.880 --> 00:16:31.800]   into the life of Israel's leaders,
[00:16:31.800 --> 00:16:34.600]   especially after the death of Moses and his successor,
[00:16:34.600 --> 00:16:35.720]   Joshua.
[00:16:35.720 --> 00:17:00.560]   [NON-ENGLISH SPEECH]
[00:17:00.560 --> 00:17:05.680]   So now I want us to ask ourselves this question.
[00:17:05.680 --> 00:17:09.400]   What will we do in the face of adversities and doubts?
[00:17:09.400 --> 00:17:11.160]   And how will we respond when we're
[00:17:11.160 --> 00:17:15.840]   being asked to do something that we are not comfortable with?
[00:17:15.840 --> 00:17:29.800]   [NON-ENGLISH SPEECH]
[00:17:29.800 --> 00:17:33.160]   I think we cannot relate to Barak in this situation.
[00:17:33.160 --> 00:17:35.280]   A lot of time, we want to trust God.
[00:17:35.280 --> 00:17:37.160]   We really want to trust God.
[00:17:37.160 --> 00:17:40.280]   But we want to trust him in our own terms
[00:17:40.280 --> 00:17:42.720]   or in ways that we are comfortable
[00:17:42.720 --> 00:17:45.160]   and that is convenient for us.
[00:17:45.160 --> 00:17:48.720]   And so our response may look like this.
[00:17:48.720 --> 00:17:52.960]   Lord, I will start giving if you give me a raise at my work.
[00:17:52.960 --> 00:17:55.920]   Or Lord, I will start loving my neighbor next door
[00:17:55.920 --> 00:17:59.560]   if they can just stop playing music so loud every night.
[00:17:59.560 --> 00:18:02.280]   Or Lord, I will start serving at church on Sunday
[00:18:02.280 --> 00:18:06.480]   if my boss would just stop scheduling me to work on Saturday.
[00:18:06.480 --> 00:18:35.280]   [NON-ENGLISH SPEECH]
[00:18:35.280 --> 00:18:41.920]   [NON-ENGLISH SPEECH]
[00:18:41.920 --> 00:18:45.000]   And do you see the issues here?
[00:18:45.000 --> 00:18:47.760]   Do you think God will be pleased with this kind of obedience
[00:18:47.760 --> 00:18:50.280]   and incomplete faith?
[00:18:50.280 --> 00:18:51.680]   In fact, it is well within reason
[00:18:51.680 --> 00:18:55.640]   for God to take offense with this kind of incomplete faith
[00:18:55.640 --> 00:18:58.400]   and half-hearted obedience, right?
[00:18:58.400 --> 00:18:59.880]   Just imagine this.
[00:18:59.880 --> 00:19:03.440]   If you ask your son to take the trash out after dinner,
[00:19:03.440 --> 00:19:05.480]   and this is how he responds to you,
[00:19:05.480 --> 00:19:08.720]   he says, yeah, sure, but only if you give me more pocket money
[00:19:08.720 --> 00:19:11.920]   or you increase my weekly allowance.
[00:19:11.920 --> 00:19:13.760]   If you are the parents here, you will probably
[00:19:13.760 --> 00:19:17.240]   feel quite disappointed and offended, right?
[00:19:17.240 --> 00:19:19.240]   [NON-ENGLISH SPEECH]
[00:19:33.440 --> 00:19:45.160]   [NON-ENGLISH SPEECH]
[00:19:45.160 --> 00:19:49.960]   However, we know that our God is a loving and patient father.
[00:19:49.960 --> 00:19:52.000]   And so even though Barak's faith is incomplete
[00:19:52.000 --> 00:19:55.920]   at this point of the story, God doesn't just abandon him,
[00:19:55.920 --> 00:19:59.160]   but he will patiently prove his own trustworthiness
[00:19:59.160 --> 00:20:01.160]   and faithfulness to Barak in order
[00:20:01.160 --> 00:20:03.760]   to rehabilitate Barak's faith.
[00:20:03.760 --> 00:20:22.840]   [NON-ENGLISH SPEECH]
[00:20:22.840 --> 00:20:24.400]   So let's come back to our passage
[00:20:24.400 --> 00:20:27.120]   here and continue in verse 9.
[00:20:27.120 --> 00:20:31.320]   So verse 9, "Certainly I will go with you, saith Deborah.
[00:20:31.320 --> 00:20:34.680]   But because of the course or the way that you are taking,
[00:20:34.680 --> 00:20:36.560]   the honor will not be yours.
[00:20:36.560 --> 00:20:40.480]   For the Lord will deliver Sisera into the hands of a woman."
[00:20:40.480 --> 00:20:43.200]   So Deborah went with Barak to Kadesh.
[00:20:43.200 --> 00:20:46.320]   There, Barak summoned Zebulun and Naphtali,
[00:20:46.320 --> 00:20:49.320]   and 10,000 men went up under his command.
[00:20:49.320 --> 00:20:51.520]   Deborah also went up with him.
[00:20:51.520 --> 00:20:54.480]   [NON-ENGLISH SPEECH]
[00:20:57.120 --> 00:21:23.280]   So there are a few ways for us to understand verse 9 here.
[00:21:23.280 --> 00:21:25.720]   The most straightforward reading might lead us to think that
[00:21:25.720 --> 00:21:28.640]   because Barak shows some signs of doubt,
[00:21:28.640 --> 00:21:30.400]   God is kind of like changing his mind
[00:21:30.400 --> 00:21:35.160]   to teach Barak a lesson by taking away the honor from him.
[00:21:35.160 --> 00:21:50.120]   [NON-ENGLISH SPEECH]
[00:21:50.120 --> 00:21:51.720]   However, there's actually a better way
[00:21:51.720 --> 00:21:56.240]   to understand this, that this is actually not a punishment
[00:21:56.240 --> 00:21:59.360]   for Barak, rather it is a clarification
[00:21:59.360 --> 00:22:02.040]   of God's initial promise.
[00:22:02.040 --> 00:22:04.920]   God's promise to him still stands,
[00:22:04.920 --> 00:22:08.880]   that victory will still belong to Barak and Israel.
[00:22:08.880 --> 00:22:12.880]   However, Deborah added a crucial detail here in the plot.
[00:22:12.880 --> 00:22:16.240]   Because of the course or because of the way in verse 9
[00:22:16.240 --> 00:22:19.400]   that Barak is taking, the Lord will deliver Sisera
[00:22:19.400 --> 00:22:23.240]   into the hands of a woman, not the military commander
[00:22:23.240 --> 00:22:24.880]   or his army.
[00:22:24.880 --> 00:22:50.080]   [NON-ENGLISH SPEECH]
[00:22:50.080 --> 00:22:52.200]   And despite Barak's incomplete faith,
[00:22:52.200 --> 00:22:55.080]   God chose to show his faithfulness by actually
[00:22:55.080 --> 00:22:58.160]   accommodating to Barak's term, that Deborah will indeed
[00:22:58.160 --> 00:23:00.440]   go with him into the battle.
[00:23:00.440 --> 00:23:11.880]   [NON-ENGLISH SPEECH]
[00:23:11.880 --> 00:23:13.440]   And then verse 11.
[00:23:13.440 --> 00:23:16.280]   "Now Herber, the Canaanite, had left the other Canaanites,
[00:23:16.280 --> 00:23:19.880]   the descendants of Hobah, Moses' brother or father-in-law,
[00:23:19.880 --> 00:23:22.240]   and pitched his tent by the great tree
[00:23:22.240 --> 00:23:26.040]   in Zananim near Kadesh."
[00:23:26.040 --> 00:23:37.640]   [NON-ENGLISH SPEECH]
[00:23:37.640 --> 00:23:39.280]   So this verse right here, verse 11,
[00:23:39.280 --> 00:23:41.800]   we actually find a break in the main storyline.
[00:23:41.800 --> 00:23:44.600]   And we're being introduced to this family
[00:23:44.600 --> 00:23:46.440]   called Herber, the Canaanite.
[00:23:46.440 --> 00:23:48.480]   So even though this verse probably doesn't progress
[00:23:48.480 --> 00:23:51.560]   the plot at this point, but this Canaanite family,
[00:23:51.560 --> 00:23:54.720]   and especially the tent that they live in,
[00:23:54.720 --> 00:23:58.040]   will play an important part later in our story.
[00:23:58.040 --> 00:23:59.240]   So just keep that in mind.
[00:23:59.240 --> 00:24:16.240]   [NON-ENGLISH SPEECH]
[00:24:16.240 --> 00:24:20.600]   So let's continue with our story in verse 12 to 15.
[00:24:20.600 --> 00:24:23.840]   "When they told Sisera that Barak, son of Abinoam,
[00:24:23.840 --> 00:24:26.280]   had gone up to Mount Tabor, Sisera
[00:24:26.280 --> 00:24:29.960]   summoned from Harosheth-hagoim to the Kishon River
[00:24:29.960 --> 00:24:33.600]   all his men and his 900 iron chariots.
[00:24:33.600 --> 00:24:36.720]   Then Deborah said to Barak, go.
[00:24:36.720 --> 00:24:40.360]   This is the day the Lord has given Sisera into your hands.
[00:24:40.360 --> 00:24:42.680]   Has not the Lord gone ahead of you?
[00:24:42.680 --> 00:24:44.880]   And so Barak went down Mount Tabor
[00:24:44.880 --> 00:24:47.200]   with 10,000 men following him.
[00:24:47.200 --> 00:24:50.120]   And at Barak's advance, the Lord routed Sisera
[00:24:50.120 --> 00:24:53.160]   and all his chariots and army by the sword.
[00:24:53.160 --> 00:24:57.080]   And Sisera got down from his chariots and fled on foot."
[00:24:57.080 --> 00:25:20.520]   [NON-ENGLISH SPEECH]
[00:25:20.520 --> 00:25:36.720]   And so here in verse 14, Deborah once again
[00:25:36.720 --> 00:25:40.920]   reminds Barak of the promised victory from the Lord.
[00:25:40.920 --> 00:25:44.640]   And so not only did she go physically with Barak,
[00:25:44.640 --> 00:25:46.960]   in order to build up his faith, the Lord
[00:25:46.960 --> 00:25:50.520]   also used Deborah to remind and reassure Barak
[00:25:50.520 --> 00:25:53.320]   at opportune times that the Lord had already
[00:25:53.320 --> 00:25:55.880]   given Sisera into his hands.
[00:25:55.880 --> 00:26:15.280]   [NON-ENGLISH SPEECH]
[00:26:15.280 --> 00:26:18.520]   And as the Lord promised, we see that he routed the Canaanites
[00:26:18.520 --> 00:26:21.720]   army, and Sisera actually had to abandon his chariots
[00:26:21.720 --> 00:26:23.160]   and flee on foot.
[00:26:23.160 --> 00:26:32.880]   [NON-ENGLISH SPEECH]
[00:26:32.880 --> 00:26:35.840]   And then in verse 16, "Barak pursued the chariots
[00:26:35.840 --> 00:26:38.880]   and his army as far as Harosheth Hagoyim,
[00:26:38.880 --> 00:26:41.480]   and all Sisera's troops fell by the sword.
[00:26:41.480 --> 00:26:43.360]   Not a man was left."
[00:26:43.360 --> 00:26:52.120]   [NON-ENGLISH SPEECH]
[00:26:52.120 --> 00:26:55.800]   And so if you remember at the beginning of our passage,
[00:26:55.800 --> 00:27:00.480]   Harosheth Hagoyim is where Sisera and his army was based.
[00:27:00.480 --> 00:27:04.720]   So Sisera's army, they retreated all the way back to their base.
[00:27:04.720 --> 00:27:07.280]   And if you look at the map, Harosheth Hagoyim
[00:27:07.280 --> 00:27:10.280]   is the circle on the left.
[00:27:10.280 --> 00:27:13.760]   And it is west of Mount Tabor.
[00:27:13.760 --> 00:27:16.920]   And so we know that Barak, in order to pursue them,
[00:27:16.920 --> 00:27:18.360]   he went west.
[00:27:18.360 --> 00:27:20.000]   So keep that in mind again.
[00:27:20.000 --> 00:27:44.280]   [NON-ENGLISH SPEECH]
[00:27:44.280 --> 00:27:50.400]   And verse 17, "Sisera, meanwhile, fled on foot to the tent of Jael,
[00:27:50.400 --> 00:27:53.480]   the wife of Herber the Canaan, because there
[00:27:53.480 --> 00:27:56.040]   was an alliance between Jabin, king of Hazor,
[00:27:56.040 --> 00:27:58.600]   and the family of Herber the Canaan."
[00:27:58.600 --> 00:28:09.760]   [NON-ENGLISH SPEECH]
[00:28:09.760 --> 00:28:13.680]   So this is where the mystery, the information from verse 11
[00:28:13.680 --> 00:28:15.880]   started to make a little sense.
[00:28:15.880 --> 00:28:19.560]   Here, we're being introduced to another character, Jael,
[00:28:19.560 --> 00:28:23.320]   who is the wife of Herber the Canaan from verse 11.
[00:28:23.320 --> 00:28:36.680]   [NON-ENGLISH SPEECH]
[00:28:36.680 --> 00:28:40.680]   And why did Sisera actually flee to the tent of Jael?
[00:28:40.680 --> 00:28:43.760]   We learned that her husband has some sort of political ties
[00:28:43.760 --> 00:28:45.840]   with Jabin, king of Canaan.
[00:28:45.840 --> 00:28:47.920]   And so Sisera, in his mind, he probably
[00:28:47.920 --> 00:28:52.240]   thought that he could get some help from this ally of theirs.
[00:28:52.240 --> 00:29:06.440]   [NON-ENGLISH SPEECH]
[00:29:06.440 --> 00:29:09.480]   And if you look at the map again, the tent of Jael
[00:29:09.480 --> 00:29:13.240]   is situated in Za'ananim, which is east of Mount Tabor.
[00:29:13.240 --> 00:29:15.400]   That is the circle on the right.
[00:29:15.400 --> 00:29:25.560]   [NON-ENGLISH SPEECH]
[00:29:25.560 --> 00:29:27.760]   Yes, so we know Sisera headed east.
[00:29:27.760 --> 00:29:29.800]   So at this point, we started to get more clarity
[00:29:29.800 --> 00:29:32.640]   on what Deborah means in verse 9.
[00:29:32.640 --> 00:29:35.880]   When she told Barak that because of the course
[00:29:35.880 --> 00:29:38.920]   or because of the way that he is taking--
[00:29:38.920 --> 00:29:41.280]   that is, he is heading west--
[00:29:41.280 --> 00:29:43.680]   the owner would not be his, because Barak
[00:29:43.680 --> 00:29:45.960]   is literally heading in the wrong direction
[00:29:45.960 --> 00:29:47.840]   in pursuit of Sisera.
[00:29:47.840 --> 00:30:05.040]   [NON-ENGLISH SPEECH]
[00:30:05.040 --> 00:30:07.420]   And as for Jael, we don't know much
