
[00:00:00.000 --> 00:00:00.840]   - Well, good morning.
[00:03:00.800 --> 00:03:02.440]   but it didn't just stop there.
[00:03:02.440 --> 00:03:05.080]   It went on, obviously, to the cross.
[00:03:05.080 --> 00:03:06.340]   But during the ministry of Jesus,
[00:03:06.340 --> 00:03:09.000]   he talked about the kingdom of God a lot.
[00:03:09.000 --> 00:03:14.000]   He talked about the kingdom that was and is and is coming.
[00:03:14.000 --> 00:03:16.720]   And Jesus gave us this theme.
[00:03:16.720 --> 00:03:18.400]   So that's what we're gonna consider this morning.
[00:03:18.400 --> 00:03:20.920]   We're gonna look at it in Matthew chapter two,
[00:03:20.920 --> 00:03:23.480]   because interestingly enough,
[00:03:23.480 --> 00:03:25.520]   even though there's a lot of people in the Christmas story
[00:03:25.520 --> 00:03:27.940]   who didn't say anything about the king,
[00:03:27.940 --> 00:03:29.880]   didn't seem to get that,
[00:03:29.880 --> 00:03:33.180]   this one group of people did.
[00:03:33.180 --> 00:03:37.560]   These people from a whole 'nother land,
[00:03:37.560 --> 00:03:40.820]   these Gentiles from another land, they were not Jewish,
[00:03:40.820 --> 00:03:43.480]   but they understood that the coming of Jesus
[00:03:43.480 --> 00:03:45.320]   was the coming of a king.
[00:03:45.320 --> 00:03:47.920]   And they traveled all this way to come see him
[00:03:47.920 --> 00:03:50.480]   as the wise men or the magi.
[00:03:50.480 --> 00:03:52.120]   So we're gonna look at the verse 12 verses
[00:03:52.120 --> 00:03:54.160]   of Matthew chapter two.
[00:03:54.160 --> 00:03:58.240]   It says, "Now after Jesus was born in Bethlehem of Judea
[00:03:58.240 --> 00:03:59.680]   "in the days of Herod the king,
[00:03:59.680 --> 00:04:02.720]   "behold, wise men from the east came to Jerusalem,
[00:04:02.720 --> 00:04:05.860]   "saying, 'Where is he who has been born king of the Jews?
[00:04:05.860 --> 00:04:07.560]   "'For we saw his star in the east
[00:04:07.560 --> 00:04:09.480]   "'and have come to worship him.'
[00:04:09.480 --> 00:04:10.760]   "When Herod the king heard this,
[00:04:10.760 --> 00:04:13.440]   "he was troubled and all Jerusalem with him.
[00:04:13.440 --> 00:04:15.060]   "And assembling all the chief priests
[00:04:15.060 --> 00:04:16.040]   "and scribes of the people,
[00:04:16.120 --> 00:04:19.560]   "he inquired of them where the Christ was to be born.
[00:04:19.560 --> 00:04:21.520]   "They told him, 'In Bethlehem of Judea,
[00:04:21.520 --> 00:04:23.120]   "'for so it is written by the prophet,
[00:04:23.120 --> 00:04:25.520]   "'and you, O Bethlehem, in the land of Judah,
[00:04:25.520 --> 00:04:28.140]   "'are by no means least among the rulers of Judah.
[00:04:28.140 --> 00:04:29.640]   "'For from you shall come a ruler
[00:04:29.640 --> 00:04:32.160]   "'who will shepherd my people Israel.'
[00:04:32.160 --> 00:04:33.960]   "Then Herod summoned the wise men secretly
[00:04:33.960 --> 00:04:37.040]   "and ascertained from them what time the star had appeared.
[00:04:37.040 --> 00:04:38.200]   "And he sent them to Bethlehem,
[00:04:38.200 --> 00:04:40.640]   "saying, 'Go and search diligently for the child.
[00:04:40.640 --> 00:04:41.720]   "'And when you have found him,
[00:04:41.720 --> 00:04:44.520]   "'bring me word that I too may come and worship him.'
[00:04:44.520 --> 00:04:47.240]   "After listening to the king, they went on their way.
[00:04:47.240 --> 00:04:49.400]   "And behold, the star that they had seen when it rose
[00:04:49.400 --> 00:04:51.440]   "went before them until it came to rest
[00:04:51.440 --> 00:04:53.660]   "over the place where the child was.
[00:04:53.660 --> 00:04:54.800]   "When they saw the star,
[00:04:54.800 --> 00:04:57.480]   "they rejoiced exceedingly with great joy.
[00:04:57.480 --> 00:04:58.660]   "And going into the house,
[00:04:58.660 --> 00:05:00.640]   "they saw the child with Mary's mother.
[00:05:00.640 --> 00:05:02.860]   "And they fell down and worshiped him.
[00:05:02.860 --> 00:05:04.040]   "Then opening their treasures,
[00:05:04.040 --> 00:05:07.620]   "they offered him gifts, gold and frankincense and myrrh.
[00:05:07.620 --> 00:05:10.620]   "And being warned in a dream not to return to Herod,
[00:05:10.620 --> 00:05:13.900]   "they departed to their own country by another way."
[00:05:14.860 --> 00:05:17.220]   Well, these guys, this is an amazing part
[00:05:17.220 --> 00:05:19.940]   of the Christmas story and supernatural and miraculous,
[00:05:19.940 --> 00:05:22.180]   like so many other parts of the Christmas story.
[00:05:22.180 --> 00:05:24.500]   And there's a lot of stuff we could talk about here.
[00:05:24.500 --> 00:05:25.860]   We could talk about the star.
[00:05:25.860 --> 00:05:28.020]   That's one of my favorite parts
[00:05:28.020 --> 00:05:31.200]   of the story of the wise men.
[00:05:31.200 --> 00:05:32.860]   We could talk about just them.
[00:05:32.860 --> 00:05:34.100]   They're very interesting
[00:05:34.100 --> 00:05:36.260]   'cause there's so little information about them.
[00:05:36.260 --> 00:05:38.780]   Obviously, in tradition,
[00:05:38.780 --> 00:05:40.380]   people assume there was three of them,
[00:05:40.380 --> 00:05:44.780]   but that's not told to us in the scripture.
[00:05:44.780 --> 00:05:45.860]   It's just the three gifts.
[00:05:45.860 --> 00:05:48.740]   So people assume there was three people.
[00:05:48.740 --> 00:05:51.340]   But there probably actually were more.
[00:05:51.340 --> 00:05:54.200]   They probably would have traveled in a much larger group.
[00:05:54.200 --> 00:05:56.700]   And even if there were just three,
[00:05:56.700 --> 00:05:58.320]   they would have had a lot of servants with them.
[00:05:58.320 --> 00:06:01.660]   So this was not just a couple of people.
[00:06:01.660 --> 00:06:03.780]   This was a large group of people,
[00:06:03.780 --> 00:06:06.500]   which is one of the reasons that it says in verse three,
[00:06:06.500 --> 00:06:07.460]   "When Herod the king heard this,
[00:06:07.460 --> 00:06:09.400]   "he was troubled in all Jerusalem with them."
[00:06:09.400 --> 00:06:10.740]   Whatever was going on was big enough
[00:06:10.740 --> 00:06:12.220]   that throughout the city of Jerusalem,
[00:06:12.220 --> 00:06:13.680]   people were taking notice.
[00:06:13.680 --> 00:06:16.260]   So this was a large group of people that came.
[00:06:16.260 --> 00:06:18.960]   But think about the journey that they went on.
[00:06:18.960 --> 00:06:23.620]   These are not Jewish people.
[00:06:23.620 --> 00:06:24.920]   We don't know exactly where they're from.
[00:06:24.920 --> 00:06:25.800]   They're from the east,
[00:06:25.800 --> 00:06:29.160]   but probably from the region of Persia,
[00:06:29.160 --> 00:06:33.220]   which there was a large Jewish community in Persia
[00:06:33.220 --> 00:06:35.500]   that had been there since the time of the exile.
[00:06:35.500 --> 00:06:40.080]   And so that's probably how these men had been exposed
[00:06:40.080 --> 00:06:42.560]   to the scripture and to the prophecies.
[00:06:42.560 --> 00:06:47.560]   But they traveled an enormous distance at enormous cost,
[00:06:47.560 --> 00:06:53.800]   gave up months of their life to pursue something
[00:06:53.800 --> 00:06:56.160]   that they couldn't see,
[00:06:56.160 --> 00:07:01.160]   that they didn't really know what they were pursuing after.
[00:07:01.160 --> 00:07:04.000]   And they were doing it on the basis
[00:07:04.000 --> 00:07:05.980]   of their faith and belief
[00:07:05.980 --> 00:07:10.060]   in the prophecies of the Hebrew scripture.
[00:07:10.060 --> 00:07:13.940]   And so these are actually pretty extraordinary individuals
[00:07:13.940 --> 00:07:16.760]   in an extraordinary part of the story.
[00:07:16.760 --> 00:07:19.560]   And one of the things that's really interesting
[00:07:19.560 --> 00:07:22.420]   is that here they come into Jerusalem
[00:07:22.420 --> 00:07:24.380]   with all these people who are Jewish,
[00:07:24.380 --> 00:07:25.600]   who know the scriptures,
[00:07:25.600 --> 00:07:30.540]   who have been anticipating the Messiah,
[00:07:30.540 --> 00:07:33.020]   and yet they're not getting it.
[00:07:33.020 --> 00:07:36.140]   They're not seeing that the king is being born
[00:07:36.140 --> 00:07:38.180]   and that this is happening right now.
[00:07:38.180 --> 00:07:41.740]   And the guys who do get it are these people
[00:07:41.740 --> 00:07:43.740]   from a distant land
[00:07:43.740 --> 00:07:46.300]   that God has supernaturally drawn and brought.
[00:07:46.300 --> 00:07:50.060]   And one of the things that lets us know
[00:07:50.060 --> 00:07:52.060]   when we think about the king,
[00:07:52.060 --> 00:07:55.420]   Jesus as the king and the kingdom that he came to bring,
[00:07:55.420 --> 00:07:57.780]   is that if we're gonna see the king
[00:07:57.780 --> 00:08:00.060]   and know what's happening,
[00:08:00.060 --> 00:08:02.260]   we've got to believe in the kingdom.
[00:08:02.260 --> 00:08:03.820]   That was one of the real differences
[00:08:03.820 --> 00:08:06.380]   between the wise men, the Magi,
[00:08:06.380 --> 00:08:09.260]   and the rest, Herod and the rest of the people
[00:08:09.260 --> 00:08:11.700]   who just didn't know what was going on.
[00:08:11.700 --> 00:08:14.380]   The Magi obviously had been drawn by the spirit of God.
[00:08:14.380 --> 00:08:17.020]   They didn't just come up with these things on their own.
[00:08:17.020 --> 00:08:19.960]   God drew them through the scriptures
[00:08:19.960 --> 00:08:23.400]   and drew them towards God's truth,
[00:08:23.400 --> 00:08:25.620]   and they believed it by faith.
[00:08:25.620 --> 00:08:29.840]   They had to have enormous faith to begin this journey
[00:08:29.840 --> 00:08:31.980]   and to continue on this journey.
[00:08:31.980 --> 00:08:34.380]   When you think about how long their journey was,
[00:08:34.380 --> 00:08:38.540]   they had to start at some point,
[00:08:38.540 --> 00:08:39.980]   had to have a lot of faith just to start,
[00:08:39.980 --> 00:08:41.740]   but then they traveled through the desert
[00:08:41.740 --> 00:08:43.300]   and traveled and traveled and traveled,
[00:08:43.300 --> 00:08:46.280]   and they had a lot of faith to keep going, to continue,
[00:08:46.280 --> 00:08:49.380]   to not say, okay, this was a fun camping trip,
[00:08:49.380 --> 00:08:51.160]   we enjoyed it for a while, but it's time to go back
[00:08:51.160 --> 00:08:53.460]   because it's not making sense to me anymore.
[00:08:53.460 --> 00:08:55.580]   Things are getting tough, things are getting challenging.
[00:08:55.580 --> 00:09:00.580]   These men believed in the kingdom.
[00:09:01.020 --> 00:09:02.980]   They believed that it was real.
[00:09:02.980 --> 00:09:04.500]   They believed that they were going to see,
[00:09:04.500 --> 00:09:06.580]   as they said in verse two,
[00:09:06.580 --> 00:09:08.900]   where is he who's been born king of the Jews?
[00:09:08.900 --> 00:09:11.940]   They believed that this king was being born.
[00:09:11.940 --> 00:09:14.340]   That's why they were traveling.
[00:09:14.340 --> 00:09:17.140]   And if they didn't, they wouldn't have made this journey.
[00:09:17.140 --> 00:09:22.300]   But the other people who didn't see it, who didn't get it,
[00:09:22.300 --> 00:09:24.580]   didn't believe in this kingdom.
[00:09:24.580 --> 00:09:29.300]   They thought the kingdom of the Jews was Herod.
[00:09:29.300 --> 00:09:30.940]   They thought the king of the Jews was right in front of them.
[00:09:30.940 --> 00:09:32.660]   Herod certainly thought that.
[00:09:32.660 --> 00:09:37.380]   They didn't see the kingdom that God was beginning,
[00:09:37.380 --> 00:09:39.460]   and so they didn't have any idea
[00:09:39.460 --> 00:09:41.180]   that the king was being born.
[00:09:41.180 --> 00:09:44.100]   They didn't believe it, they didn't see it.
[00:09:44.100 --> 00:09:46.100]   Now, that's not surprising.
[00:09:46.100 --> 00:09:50.500]   Jesus, in John 18, 36, he's talking to Pilate.
[00:09:50.500 --> 00:09:52.340]   This is at the very end of his life.
[00:09:52.340 --> 00:09:56.340]   Jesus answered, "My kingdom is not of this world.
[00:09:56.340 --> 00:09:57.700]   "If my kingdom were of this world,
[00:09:57.700 --> 00:10:00.020]   "my servants would have been fighting,
[00:10:00.020 --> 00:10:01.780]   "that I might not be delivered, O, to the Jews,
[00:10:01.780 --> 00:10:04.460]   "but my kingdom is not from this world."
[00:10:04.460 --> 00:10:06.580]   So it's not surprising that a lot of people missed it
[00:10:06.580 --> 00:10:08.980]   because Jesus was coming to set up a spiritual kingdom,
[00:10:08.980 --> 00:10:10.180]   not a physical kingdom.
[00:10:10.180 --> 00:10:13.260]   But that's something that we need to understand.
[00:10:13.260 --> 00:10:15.220]   That's a challenge for us, too.
[00:10:15.220 --> 00:10:17.540]   Because the kingdom of God is not a physical place,
[00:10:17.540 --> 00:10:19.500]   it's not a country on the map,
[00:10:19.500 --> 00:10:25.940]   we can miss out on how significant it is,
[00:10:25.940 --> 00:10:28.520]   and the world around us certainly doesn't see it,
[00:10:28.520 --> 00:10:30.660]   certainly often doesn't believe in it.
[00:10:30.660 --> 00:10:32.940]   The kingdom of God is a kingdom that has come,
[00:10:32.940 --> 00:10:35.700]   and that is coming, and that will come.
[00:10:35.700 --> 00:10:39.220]   It's the rule and reign of God,
[00:10:39.220 --> 00:10:42.580]   and it's existed since before the world began,
[00:10:42.580 --> 00:10:45.540]   and Jesus made it real in every way when he came to Earth
[00:10:45.540 --> 00:10:48.540]   and perfectly lived out the values of the kingdom of God,
[00:10:48.540 --> 00:10:51.100]   and by his life and death, opened the way for us
[00:10:51.100 --> 00:10:52.660]   to have relationship with God.
[00:10:52.660 --> 00:10:55.940]   The kingdom has come in that sense,
[00:10:55.940 --> 00:10:59.600]   but it is coming because it is not yet
[00:10:59.600 --> 00:11:01.780]   fully manifested here on Earth.
[00:11:01.780 --> 00:11:06.500]   It is partially manifested in us.
[00:11:06.500 --> 00:11:11.500]   Since Jesus came and died and started this new group
[00:11:11.500 --> 00:11:17.540]   of people, this new kingdom that we call the church,
[00:11:17.540 --> 00:11:20.620]   as we live under the rule and reign of God in our lives,
[00:11:20.620 --> 00:11:23.100]   and we live out the values of the kingdom,
[00:11:23.100 --> 00:11:26.260]   the love, the joy, the peace that God has called us to,
[00:11:26.260 --> 00:11:29.320]   we manifest the kingdom of God, right?
[00:11:29.320 --> 00:11:32.740]   We manifest the rule and reign of God in our lives,
[00:11:32.740 --> 00:11:34.900]   but there's a whole lot of people on our world
[00:11:34.900 --> 00:11:38.480]   who are not living under the rule and reign of God,
[00:11:38.480 --> 00:11:40.700]   and so the kingdom of God is not fully manifest,
[00:11:40.700 --> 00:11:44.140]   and that's why we continue to have a lot of problems,
[00:11:44.140 --> 00:11:48.140]   a lot of brokenness, a lot of injustice and war
[00:11:48.140 --> 00:11:49.220]   and all these terrible things,
[00:11:49.220 --> 00:11:52.140]   because the kingdom of God is not fully manifest,
[00:11:52.140 --> 00:11:55.740]   so even though it has come in Christ, it is still coming.
[00:11:55.740 --> 00:11:57.300]   It is not fully manifest yet.
[00:11:57.300 --> 00:11:59.780]   It will be fully manifest one day in heaven,
[00:11:59.780 --> 00:12:02.180]   and we know what the scripture says
[00:12:02.180 --> 00:12:05.100]   in Revelation chapter 21, these verses that say,
[00:12:05.100 --> 00:12:07.140]   in verse four, "He will wipe away every tear
[00:12:07.140 --> 00:12:09.180]   "from their eyes, and death shall be no more.
[00:12:09.180 --> 00:12:10.860]   "Neither shall there be mourning nor crying
[00:12:10.860 --> 00:12:13.820]   "nor pain anymore, for the former things have passed away.
[00:12:13.820 --> 00:12:15.280]   "And he who was seated on the throne said,
[00:12:15.280 --> 00:12:17.220]   "Behold, I am making all things new."
[00:12:19.300 --> 00:12:22.860]   The kingdom will be fully manifested in the future,
[00:12:22.860 --> 00:12:26.580]   and every brokenness will be healed,
[00:12:26.580 --> 00:12:28.660]   and there will be no more tears,
[00:12:28.660 --> 00:12:32.580]   and there will be no more death or sin or injustice,
[00:12:32.580 --> 00:12:36.940]   but we're not there yet, so the kingdom has come.
[00:12:36.940 --> 00:12:39.180]   It is coming right now through us,
[00:12:39.180 --> 00:12:41.860]   and it's coming in the future in heaven,
[00:12:41.860 --> 00:12:46.860]   but because it's not a physical kingdom,
[00:12:46.860 --> 00:12:48.900]   to believe in it requires faith,
[00:12:48.900 --> 00:12:51.180]   just like the wise men had to really believe
[00:12:51.180 --> 00:12:52.760]   that at the end of their journey,
[00:12:52.760 --> 00:12:54.180]   they were gonna find this king,
[00:12:54.180 --> 00:12:56.920]   otherwise they would have never stayed on the journey.
[00:12:56.920 --> 00:13:02.820]   We have to believe by faith that God's kingdom is real,
[00:13:02.820 --> 00:13:05.900]   and we have to believe that what God has said
[00:13:05.900 --> 00:13:10.380]   in his word is true, that God did lovingly create us
[00:13:10.380 --> 00:13:14.460]   in his image, that we have fallen away because of our sin,
[00:13:14.460 --> 00:13:16.660]   that we need a redeemer and a savior,
[00:13:16.660 --> 00:13:20.220]   that God in his love sent Jesus to be that savior.
[00:13:20.220 --> 00:13:22.260]   We have to believe those things by faith.
[00:13:22.260 --> 00:13:24.340]   If we don't, we're not gonna see the kingdom.
[00:13:24.340 --> 00:13:25.660]   We're gonna miss it.
[00:13:25.660 --> 00:13:27.500]   We're gonna miss what's happening right in front of us,
[00:13:27.500 --> 00:13:29.460]   just like Herod and all the other people.
[00:13:29.460 --> 00:13:30.820]   It was happening right in front of them,
[00:13:30.820 --> 00:13:32.620]   and they totally missed it,
[00:13:32.620 --> 00:13:35.420]   because they weren't looking with eyes of faith
[00:13:35.420 --> 00:13:36.700]   to see what God was doing,
[00:13:36.700 --> 00:13:39.540]   and so we have to look with eyes of faith and say,
[00:13:39.540 --> 00:13:41.580]   yeah, we believe what God is saying.
[00:13:41.580 --> 00:13:43.260]   There is a kingdom here.
[00:13:43.260 --> 00:13:46.040]   It's a spiritual reality that's bigger
[00:13:46.040 --> 00:13:48.540]   than anything in our physical reality,
[00:13:48.540 --> 00:13:53.540]   but it's not visibly manifested right in front of us,
[00:13:53.540 --> 00:13:56.720]   but we believe it by faith,
[00:13:56.720 --> 00:14:01.720]   and because we believe it by faith, we can know the king.
[00:14:01.720 --> 00:14:04.380]   That's the next thing that we see here,
[00:14:04.380 --> 00:14:06.260]   is that if we want to know the king,
[00:14:06.260 --> 00:14:09.460]   then we have to surrender to his reign.
[00:14:09.460 --> 00:14:13.000]   It's one thing to believe in the kingdom and to say,
[00:14:13.000 --> 00:14:16.180]   okay, I believe that it's real,
[00:14:16.180 --> 00:14:20.220]   but it's a whole 'nother matter to say,
[00:14:20.220 --> 00:14:22.000]   not only do I believe the kingdom is real,
[00:14:22.000 --> 00:14:25.120]   but the king is my king,
[00:14:25.120 --> 00:14:29.060]   and I'm gonna surrender to the reign of this king in my life,
[00:14:29.060 --> 00:14:32.620]   and if we think about what it means
[00:14:32.620 --> 00:14:33.840]   to be a follower of Jesus,
[00:14:33.840 --> 00:14:36.380]   that's what it means to follow after him.
[00:14:36.380 --> 00:14:38.760]   That's what it means to be a Christian.
[00:14:38.760 --> 00:14:42.440]   To come into the kingdom is what happens by grace
[00:14:42.440 --> 00:14:44.620]   through faith, where we acknowledge and say,
[00:14:44.620 --> 00:14:46.820]   I know I've sinned, I need a savior,
[00:14:46.820 --> 00:14:50.260]   and we trust in Christ to be our savior.
[00:14:50.260 --> 00:14:51.520]   That's how we come into the kingdom,
[00:14:51.520 --> 00:14:56.100]   but to live day by day as a follower of Jesus,
[00:14:56.100 --> 00:14:59.500]   we have to consistently, moment by moment,
[00:14:59.500 --> 00:15:02.060]   live out this process of surrender and saying,
[00:15:02.060 --> 00:15:04.300]   God, you're the king of my life,
[00:15:04.300 --> 00:15:07.300]   and I wanna live under your rule and reign,
[00:15:07.300 --> 00:15:09.340]   and that means I'm gonna live according to your values
[00:15:09.340 --> 00:15:12.520]   and your ideas, not my own or not anyone else's,
[00:15:12.520 --> 00:15:17.560]   and if we're gonna know the king, that's what we have to do.
[00:15:17.560 --> 00:15:21.960]   Now, that makes us uncomfortable, right?
[00:15:21.960 --> 00:15:24.920]   Even thinking about living under someone's reign
[00:15:24.920 --> 00:15:26.720]   makes us uncomfortable.
[00:15:26.720 --> 00:15:28.080]   There's a lot of reasons for that.
[00:15:28.080 --> 00:15:31.860]   Part of that is cultural, 'cause we live in America
[00:15:31.860 --> 00:15:35.640]   where we're very uncomfortable with monarchs, right?
[00:15:35.640 --> 00:15:36.640]   And there's nothing wrong with that.
[00:15:36.640 --> 00:15:38.800]   We're uncomfortable with monarchs for a good reason, right?
[00:15:38.800 --> 00:15:42.760]   Because we're very familiar with tyrannical forms of rule,
[00:15:42.760 --> 00:15:45.040]   and we're very uncomfortable with that,
[00:15:45.040 --> 00:15:47.100]   but this is a different type of kingdom.
[00:15:47.100 --> 00:15:51.000]   The kingdom of God is a perfect reign
[00:15:51.000 --> 00:15:53.160]   from a perfect kingdom with a perfect king.
[00:15:53.160 --> 00:15:56.800]   There's no tyranny involved at all.
[00:15:56.800 --> 00:16:00.540]   In Matthew 20, Jesus speaks about the type of leadership
[00:16:00.540 --> 00:16:01.380]   that he gives.
[00:16:01.380 --> 00:16:02.400]   He's talking to the disciples.
[00:16:02.400 --> 00:16:03.880]   He says, "You know that the rulers of the Gentiles
[00:16:03.880 --> 00:16:05.340]   "lorded over them, and their great ones
[00:16:05.340 --> 00:16:06.760]   "exercised authority over them.
[00:16:06.760 --> 00:16:07.960]   "Shall not be so among you,
[00:16:07.960 --> 00:16:10.800]   "whoever would be great among you would be your servant."
[00:16:10.800 --> 00:16:12.960]   And then he says, "Even as the Son of Man
[00:16:12.960 --> 00:16:15.040]   "came not to be served, but to serve,
[00:16:15.040 --> 00:16:17.520]   "and to give his life as a ransom for many."
[00:16:17.520 --> 00:16:21.600]   Jesus himself said he didn't come to dominate people.
[00:16:21.600 --> 00:16:23.320]   He came to serve.
[00:16:23.320 --> 00:16:25.760]   This is a different type of king.
[00:16:25.760 --> 00:16:27.040]   But just because he's a servant,
[00:16:27.040 --> 00:16:29.120]   don't think that he's not a king.
[00:16:29.120 --> 00:16:32.280]   We sang that Andrew Peterson song earlier, "Is He Worthy?"
[00:16:32.280 --> 00:16:35.200]   And that song quotes some of the scripture
[00:16:35.200 --> 00:16:36.680]   from Revelation 4 and 5.
[00:16:36.680 --> 00:16:39.680]   In Revelation 4 and 5, you have this vision.
[00:16:39.680 --> 00:16:42.720]   John has this vision of heaven and what's going on there.
[00:16:42.720 --> 00:16:45.680]   And in chapter four, he talks about the throne
[00:16:45.680 --> 00:16:47.360]   and the worship of the creator.
[00:16:47.360 --> 00:16:48.320]   I'm not gonna read it right now,
[00:16:48.320 --> 00:16:49.480]   'cause there's a lot of verses.
[00:16:49.480 --> 00:16:51.620]   But if you have time, you can look at it later.
[00:16:51.620 --> 00:16:55.120]   And he describes these amazing creatures,
[00:16:55.120 --> 00:16:57.800]   these amazing angelic creatures,
[00:16:57.800 --> 00:17:01.640]   that are worshiping God every moment of every day.
[00:17:01.640 --> 00:17:04.920]   It says they do not cease to worship God
[00:17:04.920 --> 00:17:06.760]   in verse eight of chapter four.
[00:17:06.760 --> 00:17:08.520]   And all they say is, "Holy, holy, holy
[00:17:08.520 --> 00:17:09.680]   is the Lord God Almighty,
[00:17:09.680 --> 00:17:12.000]   who was and who is and who is to come."
[00:17:12.000 --> 00:17:16.380]   And there's just this amazing scene
[00:17:16.380 --> 00:17:19.960]   of power and majesty and worship going on.
[00:17:19.960 --> 00:17:21.680]   And then in chapter five,
