
[00:00:00.000 --> 00:00:01.000]   Good morning everyone.
[00:02:16.560 --> 00:02:23.840]   It's a Psalm about worship.
[00:02:23.840 --> 00:02:29.880]   And the first point here is to appreciate the worth of God our Creator and verse 1 it
[00:02:29.880 --> 00:02:37.560]   says oh Lord our Lord how majestic is your name in all the earth and you have set your
[00:02:37.560 --> 00:02:49.000]   glory above the heavens.
[00:02:49.000 --> 00:02:56.240]   And Psalm 8 begins with an exclamation shouting out loud you know the Psalmist David praising
[00:02:56.240 --> 00:03:02.640]   God here say oh Lord our Lord your name is great in all the earth and when you know when
[00:03:02.640 --> 00:03:10.200]   the Psalmist look at the heavens the sky he bursts out with awe and wonder and worshiping
[00:03:10.200 --> 00:03:11.200]   and praising God.
[00:03:11.200 --> 00:03:33.440]   Now last week a couple days ago many people go out to the electoral or just you know somewhere
[00:03:33.440 --> 00:03:38.200]   in the supper to see what to see the northern lights right to see the northern lights.
[00:03:38.200 --> 00:03:40.640]   Have you have you seen it?
[00:03:40.640 --> 00:03:41.640]   Anyone?
[00:03:41.640 --> 00:03:42.640]   Raise your hand.
[00:03:42.640 --> 00:03:43.640]   You go out and try to see it.
[00:03:43.640 --> 00:03:45.640]   Okay there's only one I mean what are you guys doing?
[00:03:45.640 --> 00:03:51.160]   Look at the screen and you know people people going out to see the northern lights even
[00:03:51.160 --> 00:03:57.240]   in Chicago we can see it and people when they see it they feel the wonder of creation the
[00:03:57.240 --> 00:04:07.800]   wonder of the universe and here is here are some of the pictures taken by my son Nathan
[00:04:07.800 --> 00:04:24.440]   right outside his house.
[00:04:24.440 --> 00:04:28.800]   He just walked outside the house and just turned around and took some pictures and you
[00:04:28.800 --> 00:04:40.760]   know my goodness my goodness.
[00:04:40.760 --> 00:04:48.160]   You know we need to appreciate the creation and appreciate the creator right?
[00:04:48.160 --> 00:04:56.800]   So I can tell you never done it before.
[00:04:56.800 --> 00:05:05.600]   That's what's going on in your life.
[00:05:05.600 --> 00:05:11.360]   We are in a position to observe the wonder of God and some years ago I read a book called
[00:05:11.360 --> 00:05:14.000]   the Purvish Planet.
[00:05:14.000 --> 00:05:21.720]   Some years ago it's written by a scientist and he called the book the thesis.
[00:05:21.720 --> 00:05:28.080]   Our planet is a Purvish planet and what he means is that he argues that our earth you
[00:05:28.080 --> 00:05:35.760]   know our planet earth is ideally and uniquely positioned in the entire cosmos in the Milky
[00:05:35.760 --> 00:05:40.000]   Way to observe the wonders of creation.
[00:05:40.000 --> 00:06:02.920]   You see we are in a very unique position and God created in such a way that we can appreciate
[00:06:02.920 --> 00:06:19.600]   it and verse 2 it says from the lips of children and infants you have ordained praises or strength.
[00:06:19.600 --> 00:06:26.680]   Now this verse is difficult to translate you can find different translations of verse 2
[00:06:26.680 --> 00:06:33.800]   but the idea is that when you think of babies the infants sometimes we more than people
[00:06:33.800 --> 00:06:37.280]   will find them you know babies are cute right?
[00:06:37.280 --> 00:06:43.280]   Baby are very very lovely and adorable but in the ancient world in the biblical world
[00:06:43.280 --> 00:06:48.280]   babies are powerless people they are defenseless.
[00:06:48.280 --> 00:07:06.440]   And even today when you think of babies you know they are helpless and they need our cares
[00:07:06.440 --> 00:07:13.200]   but this psalm says God helps the helpless and God draw closer to those who trust in
[00:07:13.200 --> 00:07:31.480]   him and defends the humble against the enemies.
[00:07:31.480 --> 00:07:38.960]   And this psalm continues to talk about our value our worth.
[00:07:38.960 --> 00:07:46.200]   Verse 3 when I consider your heavens God your work your fingers the moon and the stars which
[00:07:46.200 --> 00:07:51.480]   you have set in place what is mankind that you are mindful of them?
[00:07:51.480 --> 00:07:54.400]   Human beings that you care for them.
[00:07:54.400 --> 00:08:20.160]   Psalm 8 describes us each and every one of us as man.
[00:08:20.160 --> 00:08:37.480]   And man in Hebrew is Enosh the word is a Hebrew word and what it means is mere mortal we are
[00:08:37.480 --> 00:08:41.880]   mortals and we passed away quickly.
[00:08:41.880 --> 00:09:01.440]   And the whole theme here is that the psalm is trying to tell us we humans are fragile
[00:09:01.440 --> 00:09:13.720]   but the psalm marvels at our values in the sight of God.
[00:09:13.720 --> 00:09:19.400]   And then you know I have to remind you I'm getting old too you know in the past few weeks
[00:09:19.400 --> 00:09:27.760]   I have been having a lower back pain and it's lingering for days and it really trouble me
[00:09:27.760 --> 00:09:33.520]   and I have to admit that what the psalm says you know I am getting old you know I don't
[00:09:33.520 --> 00:09:43.080]   look old but I am getting old and this psalm is you know is correct in terms of talking
[00:09:43.080 --> 00:09:50.520]   about we are weak but God is strength and God is worthy of our worship.
[00:09:50.520 --> 00:10:18.440]   And that's why the psalm talks about the paradox of human beings on the one hand we are worthy
[00:10:18.440 --> 00:10:28.120]   but on the other hand we are fragile we are weak.
[00:10:28.120 --> 00:10:35.360]   And then here it talks about God caring for humankind caring for him and the sense is
[00:10:35.360 --> 00:10:42.280]   the meaning is like taking attendance of a class you know God is caring for us and mindful
[00:10:42.280 --> 00:10:46.520]   of us it's like taking the roll call hey are you here?
[00:10:46.520 --> 00:10:58.760]   You know you have the attention of God.
[00:10:58.760 --> 00:11:09.600]   And here the psalm continues to talk about to talk about our work.
[00:11:09.600 --> 00:11:17.960]   Psalm 8 5 to 9 it says you have made humankind a little lower than the angels and crowned
[00:11:17.960 --> 00:11:20.280]   them with glory and honor.
[00:11:20.280 --> 00:11:25.880]   You made them rulers over the works of your hand you put everything under their feet all
[00:11:25.880 --> 00:11:33.040]   flocks and herds the animals of the wild the birds in the sky the fish in the sea that
[00:11:33.040 --> 00:11:36.360]   all that swim in the paths of the sea.
[00:11:36.360 --> 00:12:06.320]   Our Lord how majestic is your name in all the earth.
[00:12:06.320 --> 00:12:12.360]   Now so many years ago not so many years ago maybe 30 some years ago in 1990 okay some
[00:12:12.360 --> 00:12:22.720]   of you were not born yet in 1990 you know NASA sent a machine called Voyager 1 into
[00:12:22.720 --> 00:12:30.240]   the deep space so it was in 1990 it was launched into deep space and the mission of the Voyager
[00:12:30.240 --> 00:12:40.320]   is to take pictures of the galaxy is to take picture of the deep space and when this Voyager
[00:12:40.320 --> 00:12:53.200]   1 left the earth about 3.7 billion miles away NASA told this machine to turn around and
[00:12:53.200 --> 00:13:00.640]   took a picture of the planet earth and the picture was taken on February 14th Valentine's
[00:13:00.640 --> 00:13:12.160]   Day 1990 as you can see our entire planet earth appear as a tiny speck this picture
[00:13:12.160 --> 00:13:19.120]   is a very famous picture it's called pale blue dot as you can see it can you find it
[00:13:19.120 --> 00:13:25.200]   the blue dot that's our earth.
[00:13:25.200 --> 00:13:53.040]   That pale blue dot is where we are now.
[00:13:53.040 --> 00:14:02.480]   Now this picture of pale blue dot reminds us how small and tiny we are.
[00:14:02.480 --> 00:14:08.800]   There's also a picture of world view you know from atheistic world view and you see
[00:14:08.800 --> 00:14:19.040]   the pale blue dot in the vast universe and we have no inherent meaning.
[00:14:19.040 --> 00:14:33.040]   But the bible the bible presents a totally different picture totally different world
[00:14:33.040 --> 00:14:34.040]   view.
[00:14:34.040 --> 00:14:41.040]   Psalm 8 here tells us the God who made the universe still knows you the God who made
[00:14:41.040 --> 00:14:47.880]   the universe still loves you and cares for all of us and we are called to be the steward
[00:14:47.880 --> 00:15:09.160]   of the creation of God.
[00:15:09.160 --> 00:15:17.840]   And human beings are not you are not an accident God made all of us each and every one of us.
[00:15:17.840 --> 00:15:26.640]   See that's a totally different world view the bible presents to us God made each and
[00:15:26.640 --> 00:15:42.040]   every one of us a little bit lower than the angels and God give us the highest honor possible.
[00:15:42.040 --> 00:15:50.800]   You know we ask ourselves what is our net worth sometimes right.
[00:15:50.800 --> 00:16:01.280]   Okay I want you to take 15 seconds try to calculate your net worth.
[00:16:01.280 --> 00:16:05.320]   You know how much money you make and how much money you have in the bank or in your investment
[00:16:05.320 --> 00:16:12.000]   account you know try to add them up all together how much net worth do you have.
[00:16:12.000 --> 00:16:31.320]   Elon Musk has a total net worth at this point 467 billion and Bill Gates has a net worth
[00:16:31.320 --> 00:16:53.720]   right now 104 billion.
[00:16:53.720 --> 00:17:01.280]   But the psalm says God says your worth is not measured never measured by money you are
[00:17:01.280 --> 00:17:14.360]   crowned with glory and honor from God.
[00:17:14.360 --> 00:17:20.280]   And God made each and every one of us manager the ruler representatives of God the king
[00:17:20.280 --> 00:17:29.720]   the creator.
[00:17:29.720 --> 00:17:39.800]   Psalm 8 here is actually a summary of Genesis 1.
[00:17:39.800 --> 00:17:44.280]   And thank God and this is some of the take homes that we should get from Psalm 8 first
[00:17:44.280 --> 00:17:53.840]   is God is worthy of our worship and we need to develop some habits of worshipping God
[00:17:53.840 --> 00:17:58.920]   and the first thing I want to remind you is that before worship before we start at 1130
[00:17:58.920 --> 00:18:04.720]   we come early so that you can spend 30 seconds to pray and you can pray a simple prayer you
[00:18:04.720 --> 00:18:11.560]   know Lord I want to focus my attention on you and your name is majestic.
[00:18:11.560 --> 00:18:38.360]   And during the worship service like here now we should continue to pray and with a prayerful
[00:18:38.360 --> 00:18:44.160]   attitude and pray to God you know God I come to see you and you know talk to me speak to
[00:18:44.160 --> 00:18:58.640]   me.
[00:18:58.640 --> 00:19:04.960]   And then after the worship service we should spend a little bit of time like 15 30 seconds
[00:19:04.960 --> 00:19:09.480]   you know when we end our worship we should meditate you know what kind of things that
[00:19:09.480 --> 00:19:21.600]   God want me to see today.
[00:19:21.600 --> 00:19:28.040]   And you are worthy of our praise you know we tell God you know we want to worship you
[00:19:28.040 --> 00:19:35.480]   and the second point is that you each and every one of you are worthy of the care of
[00:19:35.480 --> 00:19:40.040]   our God.
[00:19:40.040 --> 00:19:47.440]   See God sees you wherever you are.
[00:19:47.440 --> 00:19:57.400]   Sometimes we are too occupied with our own works.
[00:19:57.400 --> 00:20:09.960]   Let's turn our attention to God fully and worship God together.
[00:20:09.960 --> 00:20:12.080]   Let's pray.
[00:20:12.080 --> 00:20:22.440]   Lord our Lord how majestic is your name in all the earth.
[00:20:22.440 --> 00:20:31.280]   Thank you God for reminding us that though we are small you see us you love us you crown
[00:20:31.280 --> 00:20:43.080]   us with glory and honor.
[00:20:43.080 --> 00:20:50.000]   Help us worship you with a focused heart and may our lives continue to declare your glory.
[00:20:50.000 --> 00:20:56.560]   In Jesus name we pray.
[00:20:56.560 --> 00:20:57.560]   Amen.
[00:20:57.560 --> 00:21:07.560]   All right welcome to all of you and so blessed to see you all and remember next week is 11
[00:21:07.560 --> 00:21:15.240]   right 11 11 o'clock not here guys not here okay go to Farmer 11 o'clock be there on time
[00:21:15.240 --> 00:21:18.080]   okay otherwise the food will be all gone okay.
[00:21:18.080 --> 00:21:31.520]   God bless.
[00:21:31.520 --> 00:21:33.940]   (soft music)
[00:21:33.940 --> 00:21:36.940]   [Music]

