
[00:00:00.000 --> 00:00:03.600]   - Thank you, Patrick.
[00:02:16.760 --> 00:02:31.080]   (speaking in foreign language)
[00:02:31.080 --> 00:02:33.920]   So this Sunday, we're actually going to begin a new series
[00:02:33.920 --> 00:02:35.760]   in the Book of Judges.
[00:02:35.760 --> 00:02:38.840]   I don't know how familiar you are with this book,
[00:02:38.840 --> 00:02:40.960]   but maybe you have heard of the story of Samson,
[00:02:40.960 --> 00:02:43.200]   who is one of the more popular judges.
[00:02:43.200 --> 00:02:45.080]   Or if you have been to church for a while,
[00:02:45.080 --> 00:02:48.360]   maybe you have heard of the story of Gideon and his army.
[00:02:48.360 --> 00:02:49.960]   But there's actually a lot more to it
[00:02:49.960 --> 00:02:52.200]   in the Book of Judges.
[00:02:52.200 --> 00:03:11.480]   (speaking in foreign language)
[00:03:11.480 --> 00:03:13.480]   So what I hope to do with this sermon series
[00:03:13.480 --> 00:03:17.040]   is to help us situate these individual stories of judges
[00:03:17.040 --> 00:03:19.040]   within the context of the whole book,
[00:03:19.040 --> 00:03:21.080]   and also to understand the Book of Judges
[00:03:21.080 --> 00:03:24.480]   within the larger framework of God's redemptive history
[00:03:24.480 --> 00:03:26.160]   throughout the Bible.
[00:03:26.160 --> 00:03:39.040]   (speaking in foreign language)
[00:03:39.040 --> 00:03:41.320]   So what is the Book of Judges about?
[00:03:41.320 --> 00:03:43.120]   As one scholar describes it,
[00:03:43.120 --> 00:03:47.120]   at its core, the Book of Judges is about the canonization
[00:03:47.120 --> 00:03:49.400]   of the people of Israel.
[00:03:49.400 --> 00:03:50.400]   Or to put it another way,
[00:03:50.400 --> 00:03:52.720]   it is about God's chosen people
[00:03:52.720 --> 00:03:56.080]   becoming more and more like the idolatrous nation
[00:03:56.080 --> 00:03:57.640]   around them.
[00:03:57.640 --> 00:03:59.480]   And instead of fulfilling their calling
[00:03:59.480 --> 00:04:02.480]   as a kingdom of peace and a holy nation,
[00:04:02.480 --> 00:04:05.960]   and to show these nations around them what God is like,
[00:04:05.960 --> 00:04:09.920]   judges actually show us God's people at its worst,
[00:04:09.920 --> 00:04:12.180]   not just from a religious perspective,
[00:04:12.180 --> 00:04:15.480]   but also from a moral point of view.
[00:04:15.480 --> 00:04:19.400]   (speaking in foreign language)
[00:04:19.400 --> 00:04:23.320]   (speaking in foreign language)
[00:04:23.320 --> 00:04:27.240]   (speaking in foreign language)
[00:04:27.240 --> 00:04:52.280]   So if you turn each individual book in the Bible
[00:04:52.280 --> 00:04:54.960]   into a movie, I can bet you that Judges
[00:04:54.960 --> 00:04:58.480]   will be the most PG-13 book in the entire Bible,
[00:04:58.480 --> 00:05:01.400]   because in it we see things like idol worship,
[00:05:01.400 --> 00:05:06.400]   violence, murder, child sacrifice, and even gang rape.
[00:05:06.400 --> 00:05:10.120]   However, in the backdrop of Israel's complete failure
[00:05:10.120 --> 00:05:11.980]   and their moral corruption,
[00:05:11.980 --> 00:05:15.080]   we also see a glimpse of hope for the future.
[00:05:15.080 --> 00:05:16.520]   And this hope for the future is something
[00:05:16.520 --> 00:05:18.480]   that we will also be exploring
[00:05:18.480 --> 00:05:20.080]   throughout this series as well.
[00:05:21.000 --> 00:05:24.920]   (speaking in foreign language)
[00:05:24.920 --> 00:05:49.160]   So structurally, the book of Judges
[00:05:49.160 --> 00:05:52.080]   can be divided into three major section.
[00:05:52.080 --> 00:05:53.760]   There is a double introduction,
[00:05:53.760 --> 00:05:56.000]   there is a double conclusion at the end,
[00:05:56.000 --> 00:05:58.640]   and in the middle of them is the cycle of Judges
[00:05:58.640 --> 00:06:00.680]   where the author dive into the narrative
[00:06:00.680 --> 00:06:03.240]   of these different judges of Israel.
[00:06:03.240 --> 00:06:04.580]   And this morning we will focus
[00:06:04.580 --> 00:06:07.120]   on the first introduction section.
[00:06:07.120 --> 00:06:09.040]   And as we go through our passage today,
[00:06:09.040 --> 00:06:11.680]   I want you all to keep this question in mind.
[00:06:11.680 --> 00:06:14.920]   As God's people, are we becoming more and more
[00:06:14.920 --> 00:06:17.480]   like the world around us?
[00:06:17.480 --> 00:06:21.400]   (speaking in foreign language)
[00:06:47.200 --> 00:06:50.000]   So let's look at Judges one together.
[00:06:50.000 --> 00:06:54.040]   After the death of Joshua, the Israelites asked the Lord,
[00:06:54.040 --> 00:06:58.320]   who of us is to go up first to fight against the Canaanites?
[00:06:58.320 --> 00:07:00.960]   The Lord answered, Judah shall go up.
[00:07:00.960 --> 00:07:03.080]   I have given the land into their hands.
[00:07:03.080 --> 00:07:08.480]   (speaking in foreign language)
[00:07:08.480 --> 00:07:12.400]   (speaking in foreign language)
[00:07:12.400 --> 00:07:25.440]   So these first two verses here give us a clue
[00:07:25.440 --> 00:07:29.240]   on where we are in terms of the history of Israel.
[00:07:29.240 --> 00:07:30.760]   So let me give you a quick overview
[00:07:30.760 --> 00:07:33.280]   of Israel history up to this point.
[00:07:33.280 --> 00:07:34.800]   The events in the book of Judges
[00:07:34.800 --> 00:07:38.880]   happened after the death of Joshua,
[00:07:38.880 --> 00:07:42.040]   but before Israel had their first king.
[00:07:42.040 --> 00:07:44.680]   And at this point, Israel is actually halfway
[00:07:44.680 --> 00:07:47.720]   through taking over the land of Canaan.
[00:07:47.720 --> 00:07:51.640]   (speaking in foreign language)
[00:07:51.640 --> 00:07:55.560]   (speaking in foreign language)
[00:07:55.560 --> 00:08:10.600]   So if you recall the covenant that God made
[00:08:10.600 --> 00:08:14.640]   with your ancestor Abraham all the way back in Genesis 12,
[00:08:14.640 --> 00:08:17.040]   God promised Abraham that he will make him
[00:08:17.040 --> 00:08:20.400]   into a great nation, and all the people of the earth
[00:08:20.400 --> 00:08:22.720]   will be blessed through him.
[00:08:22.720 --> 00:08:26.000]   Besides, God would also give the land of Canaan
[00:08:26.000 --> 00:08:29.120]   to Abraham's and his descendants.
[00:08:29.120 --> 00:08:33.040]   (speaking in foreign language)
[00:08:33.040 --> 00:08:48.360]   And when we come to the book of Deuteronomy,
[00:08:48.360 --> 00:08:50.640]   we know that Israel, they finally arrived
[00:08:50.640 --> 00:08:53.680]   at the edge of the promised land after they left Egypt
[00:08:53.680 --> 00:08:56.360]   and wander in the wilderness for 40 years.
[00:08:56.360 --> 00:08:57.960]   And at this point, they were getting ready
[00:08:57.960 --> 00:08:59.840]   to take possession of the land.
[00:08:59.840 --> 00:09:02.800]   So in Deuteronomy 20, we see that the Lord gave Israel
[00:09:02.800 --> 00:09:06.320]   this command specifically about taking over the land.
[00:09:06.320 --> 00:09:10.240]   (speaking in foreign language)
[00:09:16.960 --> 00:09:17.800]   So this is it.
[00:09:17.800 --> 00:09:20.200]   Deuteronomy 20, verse 16.
[00:09:20.200 --> 00:09:22.360]   However, in the cities of the nations,
[00:09:22.360 --> 00:09:25.400]   the Lord your God is giving you as inheritance,
[00:09:25.400 --> 00:09:28.520]   do not leave alive anything that breathes.
[00:09:28.520 --> 00:09:31.800]   Completely destroy them, the Hittites, the Amorites,
[00:09:31.800 --> 00:09:35.840]   the Canaanites, the Perizzites, Hittites, and Jebusites,
[00:09:35.840 --> 00:09:38.600]   as the Lord your God has commanded you.
[00:09:38.600 --> 00:09:40.760]   Otherwise, they will teach you to follow
[00:09:40.760 --> 00:09:44.080]   all the detestable things they do in worshiping their gods,
[00:09:44.080 --> 00:09:47.000]   and you will sin against the Lord your God.
[00:09:47.000 --> 00:09:52.480]   (speaking in foreign language)
[00:09:52.480 --> 00:10:18.480]   And so just a few things to highlight here.
[00:10:18.480 --> 00:10:20.400]   When we read a passage like this
[00:10:20.400 --> 00:10:23.480]   to completely destroy any living things,
[00:10:23.480 --> 00:10:25.200]   it should disturb us.
[00:10:25.200 --> 00:10:26.640]   And it is totally normal for us
[00:10:26.640 --> 00:10:28.920]   to wrestle with a passage like this.
[00:10:28.920 --> 00:10:31.440]   But what we can know from the Bible
[00:10:31.440 --> 00:10:34.080]   is that these people are not good people.
[00:10:34.080 --> 00:10:35.640]   These people are evil.
[00:10:35.640 --> 00:10:37.960]   There's a lot of immorality in these cities,
[00:10:37.960 --> 00:10:40.200]   and they even practice child sacrifice
[00:10:40.200 --> 00:10:42.080]   in their idol worship.
[00:10:42.080 --> 00:10:58.800]   (speaking in foreign language)
[00:10:58.800 --> 00:11:03.320]   And this is why the Lord specifically warned Israel
[00:11:03.320 --> 00:11:07.080]   to completely destroy them, or in verse 18,
[00:11:07.080 --> 00:11:09.960]   they will teach you to follow all the detestable things
[00:11:09.960 --> 00:11:11.920]   they do in worshiping their gods,
[00:11:11.920 --> 00:11:15.080]   and you will sin against the Lord your God.
[00:11:15.080 --> 00:11:18.560]   In other words, it is to preserve the holiness of Israel
[00:11:18.560 --> 00:11:21.200]   that God gave them this command.
[00:11:21.200 --> 00:11:25.120]   (speaking in foreign language)
[00:11:25.120 --> 00:11:39.360]   So that is Deuteronomy.
[00:11:39.360 --> 00:11:41.280]   And when we come to the book of Joshua,
[00:11:41.280 --> 00:11:44.640]   Israel began the conquest of this land of Canaan,
[00:11:44.640 --> 00:11:47.760]   taking over the cities and settling into them.
[00:11:47.760 --> 00:11:49.920]   And for the most part, the Joshua generations,
[00:11:49.920 --> 00:11:52.640]   they remain pretty faithful to Yahweh.
[00:11:52.640 --> 00:11:57.560]   (speaking in foreign language)
[00:11:57.560 --> 00:12:06.280]   And so this is in Joshua 24.
[00:12:06.280 --> 00:12:09.280]   Israel served the Lord throughout the lifetime of Joshua
[00:12:09.280 --> 00:12:11.040]   and of the elders who outlived him
[00:12:11.040 --> 00:12:12.640]   and who had experienced everything
[00:12:12.640 --> 00:12:14.760]   the Lord had done for Israel.
[00:12:14.760 --> 00:12:19.960]   (speaking in foreign language)
[00:12:19.960 --> 00:12:33.160]   However, we also see some clues of potential challenge
[00:12:33.160 --> 00:12:35.600]   during Israel conquest of the land.
[00:12:35.600 --> 00:12:37.680]   As we see that some of the tribes of Israel,
[00:12:37.680 --> 00:12:39.760]   they failed to completely drive out
[00:12:39.760 --> 00:12:42.160]   these inhabitants of the land.
[00:12:42.160 --> 00:12:46.080]   (speaking in foreign language)
[00:12:46.080 --> 00:12:50.000]   And when we come to the book of Judges here,
[00:12:50.000 --> 00:12:52.160]   this is where things begin to fall apart
[00:12:52.160 --> 00:12:53.880]   for the people of Israel.
[00:12:53.880 --> 00:12:58.240]   (speaking in foreign language)
[00:12:58.240 --> 00:13:02.560]   And so the rest of the book of Judges chapter one
[00:13:02.560 --> 00:13:05.360]   is sort of like a summary of how Israel fails
[00:13:05.360 --> 00:13:07.520]   to follow God's instruction fully.
[00:13:07.520 --> 00:13:10.560]   Both for the Northern tribes and the Southern tribes.
[00:13:10.560 --> 00:13:14.480]   (speaking in foreign language)
[00:13:14.480 --> 00:13:19.000]   So in Judges one, verse 19,
[00:13:19.000 --> 00:13:22.240]   we see a summary of the conquest for the Southern tribe.
[00:13:22.240 --> 00:13:25.800]   So verse 19, the Lord was with the men of Judah.
[00:13:25.800 --> 00:13:28.080]   They took possessions of the hill country,
[00:13:28.080 --> 00:13:31.480]   but they were unable to drive out the people
[00:13:31.480 --> 00:13:34.720]   from the plains because they have chariots
[00:13:34.720 --> 00:13:36.280]   fed with iron.
[00:13:36.280 --> 00:13:37.320]   And just a quick side note here,
[00:13:37.320 --> 00:13:39.920]   the iron chariot is actually not the real issue
[00:13:39.920 --> 00:13:41.600]   for Israel's failure here.
[00:13:41.600 --> 00:13:44.200]   Because later in the story of Deborah and Barak
[00:13:44.200 --> 00:13:46.760]   in chapter four, we see that this iron chariot
[00:13:46.760 --> 00:13:49.520]   is nothing against the Lord.
[00:13:49.520 --> 00:13:53.080]   And then in verse 21, the Benjamites, however,
[00:13:53.080 --> 00:13:55.480]   they did not drive out the Jebusites
[00:13:55.480 --> 00:13:57.560]   who were living in Jerusalem.
[00:13:57.560 --> 00:14:01.960]   To this day, the Jebusites live there with the Benjamites.
[00:14:01.960 --> 00:14:05.880]   (speaking in foreign language)
[00:14:05.880 --> 00:14:10.880]  , and as for the Northern tribes,
[00:14:10.880 --> 00:14:25.640]   the failures are also being summarized here.
[00:14:25.640 --> 00:14:29.880]   (speaking in foreign language)
[00:14:29.880 --> 00:14:34.240]   So verse 27, but Manasseh did not drive out the people,
[00:14:34.240 --> 00:14:36.840]   nor did Ephraim drive out the Canaanites,
[00:14:36.840 --> 00:14:39.480]   neither did Zebulun drive out the Canaanites,
[00:14:39.480 --> 00:14:41.920]   nor did Asher drive out those living in
[00:14:41.920 --> 00:14:43.720]   and in a specific location,
[00:14:43.720 --> 00:14:46.120]   neither did Naphtali drive out.
[00:14:46.120 --> 00:14:49.120]   And the Amorites confined the Danites to the hill country,
[00:14:49.120 --> 00:14:52.040]   not allowing them to come down into the plain.
[00:14:52.040 --> 00:14:56.880]   (speaking in foreign language)
[00:14:56.880 --> 00:15:00.800]   (speaking in foreign language)
[00:15:00.800 --> 00:15:17.320]   So if you're a visual learner, this next one is for you.
[00:15:17.320 --> 00:15:20.280]   So the first image on the left is the extent of the land
[00:15:20.280 --> 00:15:23.680]   that is being allotted to all the tribes of Israel.
[00:15:23.680 --> 00:15:25.880]   And so this lands and these cities were given
[00:15:25.880 --> 00:15:27.960]   to all 12 tribes of Israel.
[00:15:27.960 --> 00:15:29.880]   However, they still have to do the work
[00:15:29.880 --> 00:15:33.280]   of actually taking over these cities.
[00:15:33.280 --> 00:15:37.200]   (speaking in foreign language)
[00:15:37.200 --> 00:15:51.040]   And the image on the right, on the other hand,
[00:15:51.040 --> 00:15:53.080]   shows the land and the cities that Israel
[00:15:53.080 --> 00:15:57.360]   had successfully taken over by the time of judges.
[00:15:57.360 --> 00:15:59.000]   And if you just compare these two image,
[00:15:59.000 --> 00:16:00.520]   you can probably notice that there's actually
[00:16:00.520 --> 00:16:03.160]   still a lot of land that Israel didn't manage
[00:16:03.160 --> 00:16:04.440]   to take over, right?
[00:16:04.440 --> 00:16:07.600]   Especially those along the plains by the Mediterranean Sea.
[00:16:07.600 --> 00:16:12.600]   (speaking in foreign language)
[00:16:21.800 --> 00:16:24.040]   So at this point, you might wonder,
[00:16:24.040 --> 00:16:26.120]   why is this such a big deal that Israel
[00:16:26.120 --> 00:16:28.480]   didn't manage to completely take over the land?
[00:16:28.480 --> 00:16:31.080]   It seems like they had done a good job
[00:16:31.080 --> 00:16:34.560]   in taking over most of the land, right?
[00:16:34.560 --> 00:16:38.480]   (speaking in foreign language)
[00:16:38.480 --> 00:16:46.880]   A lot of the time, we settle for half-hearted efforts.
[00:16:46.880 --> 00:16:51.520]   As long as it is good enough, as long as I pass the exam,
[00:16:51.520 --> 00:16:53.760]   or as long as I do the bare minimum.
[00:16:53.760 --> 00:16:56.600]   And working with my students in Summit,
[00:16:56.600 --> 00:16:59.080]   most of the time when I ask them to do something,
[00:16:59.080 --> 00:17:02.160]   they usually respond with some half-hearted effort.
[00:17:02.160 --> 00:17:07.000]   (speaking in foreign language)
[00:17:07.000 --> 00:17:18.920]   Let me give you an example.
[00:17:18.920 --> 00:17:20.480]   Usually during Summit, they will pull up
[00:17:20.480 --> 00:17:22.960]   those ping pong table over there all the way back
[00:17:22.960 --> 00:17:24.800]   in the auditorium to play, right?
[00:17:24.800 --> 00:17:26.680]   And so after Summit, when I tell them
[00:17:26.680 --> 00:17:30.080]   to put the ping pong table and everything away,
[00:17:30.080 --> 00:17:32.240]   sometimes they might just fold up the table,
[00:17:32.240 --> 00:17:35.480]   but still leave the table all the way back there.
[00:17:35.480 --> 00:17:38.520]   And sometimes they will put the table at the right place,
[00:17:38.520 --> 00:17:40.200]   but then they would just leave the paddle
[00:17:40.200 --> 00:17:42.640]   and the net still all the way back there.
[00:17:42.640 --> 00:17:45.920]   Or sometimes they would also just leave
[00:17:45.920 --> 00:17:48.240]   the ping pong balls all around the auditorium
[00:17:48.240 --> 00:17:50.120]   and never pick them up.
[00:17:50.120 --> 00:17:54.040]   (speaking in foreign language)
[00:17:54.040 --> 00:18:11.960]   So I'm sure we can all think of some personal experience
[00:18:11.960 --> 00:18:15.520]   where either you, yourself, or your kids,
[00:18:15.520 --> 00:18:19.400]   or a coworker who just leave things halfway done, right?
[00:18:19.400 --> 00:18:23.320]   (speaking in foreign language)
[00:18:23.320 --> 00:18:30.880]   So how often do we find ourselves doing just enough
[00:18:30.880 --> 00:18:34.880]   to get by instead of giving our best effort?
[00:18:34.880 --> 00:18:37.880]   When it comes to our relationship with God,
[00:18:37.880 --> 00:18:41.440]   how often do we just settle for a half-hearted obedience
[00:18:41.440 --> 00:18:42.680]   like the Israelites here?
[00:18:42.680 --> 00:18:45.960]   How often do we stop at good enough
[00:18:45.960 --> 00:18:48.720]   when God is calling us to something even greater?
[00:18:49.680 --> 00:18:53.920]   And how often do we desire to be a new creation in Christ,
[00:18:53.920 --> 00:18:56.120]   but we're just unwilling to do the hard work
[00:18:56.120 --> 00:19:01.120]   of rooting out sins and unhealthy patterns in our own lives?
[00:19:01.120 --> 00:19:05.240]   (speaking in foreign language)
[00:19:05.240 --> 00:19:09.160]   (speaking in foreign language)
[00:19:09.160 --> 00:19:27.560]   So let's continue in Judges 2
[00:19:27.560 --> 00:19:30.040]   and see where this half-hearted obedience
[00:19:30.040 --> 00:19:34.400]   led the next generation of Israel after Joshua in two.
[00:19:34.400 --> 00:19:38.320]   (speaking in foreign language)
[00:19:38.320 --> 00:19:44.280]   So Judges 2, verse one.
[00:19:44.280 --> 00:19:48.080]   The angels of the Lord went out from Gilgal to Bochim
[00:19:48.080 --> 00:19:51.040]   and said, "I brought you up out of Egypt
[00:19:51.040 --> 00:19:54.640]   and led you into the land I swore to give to your ancestor.
[00:19:54.640 --> 00:19:58.040]   I say, I will never break my covenant with you,
[00:19:58.040 --> 00:20:00.200]   and you shall not make a covenant
[00:20:00.200 --> 00:20:02.280]   with the people of this land,
[00:20:02.280 --> 00:20:04.640]   but you shall break down their altars.
[00:20:04.640 --> 00:20:07.240]   Yet you have disobeyed me.
[00:20:07.240 --> 00:20:08.560]   Why have you done this?
[00:20:08.560 --> 00:20:13.680]   And I have also said, I will not drive them out before you.
[00:20:13.680 --> 00:20:15.200]   They will become traps for you,
[00:20:15.200 --> 00:20:17.680]   and your gods will become snares to you."
[00:20:17.680 --> 00:20:24.040]   (speaking in foreign language)
[00:20:24.040 --> 00:20:27.960]   (speaking in foreign language)
[00:20:27.960 --> 00:20:53.520]   And then verse four.
[00:20:53.520 --> 00:20:55.600]   When the angel of the Lord has spoken these things
[00:20:55.600 --> 00:20:58.560]   to all the Israelites, the people wept aloud,
[00:20:58.560 --> 00:21:00.920]   and they called that place Bochim.
[00:21:00.920 --> 00:21:03.200]   There they offered sacrifice to the Lord.
[00:21:03.200 --> 00:21:09.520]   (speaking in foreign language)
[00:21:09.520 --> 00:21:13.440]   (speaking in foreign language)
[00:21:13.440 --> 00:21:28.040]   So what was the charge that was being brought
[00:21:28.040 --> 00:21:30.280]   against the people of Israel here?
[00:21:30.280 --> 00:21:31.480]   If you read it carefully,
[00:21:31.480 --> 00:21:33.600]   the angel of the Lord did not accuse them
[00:21:33.600 --> 00:21:36.320]   because they failed to drive out the people
[00:21:36.320 --> 00:21:37.880]   in the land of Canaan.
[00:21:37.880 --> 00:21:40.480]   But in verse two, we see that it is because Israel's
[00:21:40.480 --> 00:21:43.760]   end up making a covenant with these people,
[00:21:43.760 --> 00:21:46.040]   a covenant that is incompatible
[00:21:46.040 --> 00:21:48.680]   with the Lord's covenant with Israel.
[00:21:48.680 --> 00:21:52.680]   And if you recall God's warning back in Jerome 20
[00:21:52.680 --> 00:21:56.080]   to completely destroy the inhabitants of the land,
[00:21:56.080 --> 00:21:59.760]   or they will lead Israel into worshiping idol,
[00:21:59.760 --> 00:22:02.560]   this warning actually becomes a reality here
[00:22:02.560 --> 00:22:05.040]   when we come to judges.
[00:22:05.040 --> 00:22:06.840]   So look again in chapter two here.
[00:22:06.840 --> 00:22:10.760]   (speaking in foreign language)
[00:22:10.760 --> 00:22:14.120]   The Lord went out from Gilgal to Bochim and said,
[00:22:14.120 --> 00:22:16.960]   I brought you up out of Egypt and led you into the land
[00:22:16.960 --> 00:22:19.360]   I swore to give to your ancestor.
[00:22:19.360 --> 00:22:22.440]   I say, I will never break my covenant with you.
[00:22:22.440 --> 00:22:24.280]   And you shall not make a covenant
[00:22:24.280 --> 00:22:26.160]   with the people of this land,
[00:22:26.160 --> 00:22:28.000]   but you shall break their altars.
[00:22:28.000 --> 00:22:30.440]   And yet you have disobeyed me.
[00:22:30.440 --> 00:22:35.840]   (speaking in foreign language)
[00:22:36.720 --> 00:22:38.680]   So in God's covenant with Israel,
[00:22:38.680 --> 00:22:41.320]   God actually held up his end of the bargain
[00:22:41.320 --> 00:22:44.080]   by bringing them into the promised land.
[00:22:44.080 --> 00:22:45.920]   But for the people of Israel,
[00:22:45.920 --> 00:22:48.640]   they failed to hold on to their end of the bargain.
[00:22:48.640 --> 00:22:51.640]   And what is the consequences here?
[00:22:51.640 --> 00:22:54.440]   In verse three, we see the Lord will not forgive them
[00:22:54.440 --> 00:22:56.120]   for their transgression.
[00:22:56.120 --> 00:22:57.680]   And the Lord will not forgive them
[00:22:57.680 --> 00:22:59.440]   for their transgression.
[00:22:59.440 --> 00:23:01.080]   And the Lord will not forgive them
[00:23:01.080 --> 00:23:02.880]   for their transgression.
[00:23:02.880 --> 00:23:05.480]   And what is the consequences here?
[00:23:05.480 --> 00:23:07.920]   In verse three, we see the Lord will not help Israel
[00:23:07.920 --> 00:23:10.080]   in driving out the Canaanites now.
[00:23:10.080 --> 00:23:13.040]   And these people will constantly be a thorn
[00:23:13.040 --> 00:23:14.440]   in Israel's side.
[00:23:14.440 --> 00:23:19.360]   (speaking in foreign language)
[00:23:19.360 --> 00:23:33.760]   (speaking in foreign language)
[00:23:33.760 --> 00:23:35.440]   So brothers and sister,
[00:23:35.440 --> 00:23:38.680]   do you see the dangers of our half-hearted obedience?
[00:23:38.680 --> 00:23:42.240]   When we allow sin to take roots in our lives
[00:23:42.240 --> 00:23:44.360]   and constantly resisting God,
[00:23:44.360 --> 00:23:47.840]   God will eventually give us into our own evil ways.
[00:23:47.840 --> 00:23:51.760]   (speaking in foreign language)
[00:23:51.760 --> 00:24:02.400]   And instead of becoming a light to the nations around them
[00:24:02.400 --> 00:24:04.880]   and showing them what God is like,
[00:24:04.880 --> 00:24:07.480]   Israel actually became more and more
[00:24:07.480 --> 00:24:10.200]   like these nations around them.
[00:24:10.200 --> 00:24:14.120]   (speaking in foreign language)
[00:24:14.120 --> 00:24:18.040]   (speaking in foreign language)
[00:24:18.040 --> 00:24:20.920]   And so this is what I want all of us
[00:24:20.920 --> 00:24:23.240]   to take away from today.
[00:24:23.240 --> 00:24:26.000]   When we settle for half-hearted obedience,
[00:24:26.000 --> 00:24:29.080]   we give in to the ways of the world.
[00:24:29.080 --> 00:24:32.080]   And again, when we settle for half-hearted obedience,
[00:24:32.080 --> 00:24:34.680]   we become more and more like the world around us
[00:24:34.680 --> 00:24:37.920]   instead of what God has called us to.
[00:24:37.920 --> 00:24:41.840]   (speaking in foreign language)
[00:24:41.840 --> 00:24:45.760]   (speaking in foreign language)
[00:24:45.760 --> 00:24:57.600]   So the questions that we need to ask ourselves is this,
[00:24:57.600 --> 00:24:59.600]   what areas of our life do we settle
[00:24:59.600 --> 00:25:01.440]   for half-hearted obedience?
[00:25:01.440 --> 00:25:06.920]   Is it our relationship with God, with others,
[00:25:06.920 --> 00:25:09.200]   with our money or material wealth,
[00:25:10.080 --> 00:25:13.840]   or with different addictions like alcohol, social media?
[00:25:13.840 --> 00:25:17.320]   And how have our half-hearted obedience lead us
[00:25:17.320 --> 00:25:19.760]   to become more and more like the world around us?
[00:25:19.760 --> 00:25:25.240]   (speaking in foreign language)
[00:25:25.240 --> 00:25:29.160]   (speaking in foreign language)
[00:25:29.160 --> 00:25:42.400]   And so before I end,
[00:25:42.400 --> 00:25:45.080]   I want to leave us with this encouragement here.
[00:25:45.080 --> 00:25:47.600]   This actually comes from Jesus' priestly prayer
[00:25:47.600 --> 00:25:50.200]   right before he was being arrested.
[00:25:50.200 --> 00:25:53.440]   And he spent an entire chapter in John 17
[00:25:53.440 --> 00:25:56.440]   praying for his disciples and for his followers.
[00:25:56.440 --> 00:25:59.880]   One of the things that Jesus specifically prayed about
[00:25:59.880 --> 00:26:03.280]   is this, "My prayer is not that you take them
[00:26:03.280 --> 00:26:05.720]   "out of the world, but that you protect them
[00:26:05.720 --> 00:26:07.400]   "from the evil one.
[00:26:07.400 --> 00:26:10.440]   "They are not of the world, even as I am not of it."
[00:26:10.440 --> 00:26:15.280]   (speaking in foreign language)
[00:26:15.280 --> 00:26:19.200]   (speaking in foreign language)
[00:26:19.200 --> 00:26:38.480]   So church, we are not of this world
[00:26:38.480 --> 00:26:41.080]   because we belong to Jesus.
[00:26:41.080 --> 00:26:43.160]   And if you recall our previous series
[00:26:43.160 --> 00:26:45.040]   on Jesus' Sermon on the Mount,
[00:26:45.040 --> 00:26:46.800]   we know that the way of Jesus
[00:26:46.800 --> 00:26:48.840]   is actually very, very different
[00:26:48.840 --> 00:26:51.320]   from the way of the world.
[00:26:51.320 --> 00:26:55.240]   (speaking in foreign language)
[00:26:55.240 --> 00:27:09.280]   And so when the world is figuring out how to get rich,
