
[00:00:00.000 --> 00:00:01.000]   - Thank you.
[00:06:01.280 --> 00:06:05.600]   all the people's chief priests and teachers of the law,
[00:06:05.600 --> 00:06:09.480]   and King Herod asked them where the Messiah was to be born.
[00:06:09.480 --> 00:06:14.280]   (speaking in foreign language)
[00:06:14.280 --> 00:06:28.840]   Now, notice how King Herod respond to the star,
[00:06:28.840 --> 00:06:30.800]   or the magi coming to Jerusalem.
[00:06:30.800 --> 00:06:35.080]   King Herod was actually a Roman client king
[00:06:35.080 --> 00:06:37.320]   appointed by the Roman government
[00:06:37.320 --> 00:06:41.080]   to rule over the land of the Jews, Judea,
[00:06:41.080 --> 00:06:43.360]   and he was only half Jewish,
[00:06:43.360 --> 00:06:46.600]   and he was not fully Jewish,
[00:06:46.600 --> 00:06:49.200]   but when he heard about the newborn king of the Jews
[00:06:49.200 --> 00:06:53.240]   has been born, he became really, really troubled
[00:06:53.240 --> 00:06:57.400]   and anxious because he felt that his power
[00:06:57.400 --> 00:07:00.720]   as the king of the Jews was threatened.
[00:07:00.720 --> 00:07:04.640]   (speaking in foreign language)
[00:07:04.640 --> 00:07:18.600]   So here the verses tells us the king
[00:07:18.600 --> 00:07:22.000]   gather all the experts in scripture,
[00:07:22.000 --> 00:07:24.760]   the chief priests and the scribes in Jerusalem,
[00:07:24.760 --> 00:07:27.000]   because they were experts and asked them,
[00:07:27.000 --> 00:07:30.280]   these scholars, and asked them the question,
[00:07:30.280 --> 00:07:32.720]   where the Messiah was to be born?
[00:07:32.720 --> 00:07:36.640]   (speaking in foreign language)
[00:07:36.640 --> 00:07:44.200]   And if I asked you the same question,
[00:07:44.200 --> 00:07:46.760]   you probably don't know the answer, right?
[00:07:46.760 --> 00:07:49.120]   Where was the Messiah to be born?
[00:07:49.120 --> 00:07:50.280]   Where?
[00:07:50.280 --> 00:07:53.400]   And where do you find this scripture in Old Testament?
[00:07:53.400 --> 00:07:55.720]   Which part of Old Testament talks about it?
[00:07:55.720 --> 00:07:56.760]   You don't know, right?
[00:07:56.760 --> 00:07:57.600]   You don't know.
[00:07:57.600 --> 00:08:00.760]   So the verses tell us in verse five,
[00:08:00.760 --> 00:08:02.760]   they immediately reply,
[00:08:02.760 --> 00:08:06.560]   they meaning the scribes and the experts in scripture,
[00:08:06.560 --> 00:08:09.520]   they said in Bethlehem in Judea,
[00:08:09.520 --> 00:08:12.240]   for this is what the prophet has written,
[00:08:12.240 --> 00:08:14.560]   but you Bethlehem in the land of Judah
[00:08:14.560 --> 00:08:18.600]   are by no means least among the rulers of Judah,
[00:08:18.600 --> 00:08:21.880]   for out of you will come a ruler
[00:08:21.880 --> 00:08:25.560]   who will be the shepherd of my people Israel.
[00:08:26.960 --> 00:08:30.880]   (speaking in foreign language)
[00:08:30.880 --> 00:08:50.600]   Now the Jewish scribes knew scripture really well, right?
[00:08:50.600 --> 00:08:53.880]   They recall, okay, there's the Old Testament passage
[00:08:53.880 --> 00:08:56.920]   that talk about where the Messiah was to be born.
[00:08:56.920 --> 00:08:58.080]   So they knew scripture well
[00:08:58.080 --> 00:09:01.160]   and they answer confidently and immediately.
[00:09:01.160 --> 00:09:03.400]   And they quote from, actually from a book
[00:09:03.400 --> 00:09:08.240]   in the Old Testament called Micah chapter five.
[00:09:08.240 --> 00:09:10.840]   They quote from Micah chapter five and says,
[00:09:10.840 --> 00:09:15.400]   which in that passage talks about God promising
[00:09:15.400 --> 00:09:18.600]   a new beginning to his people, his kingdom.
[00:09:18.600 --> 00:09:22.480]   And the new king is not from Jerusalem, the capital,
[00:09:22.480 --> 00:09:26.120]   but from the hometown of David, Bethlehem.
[00:09:26.120 --> 00:09:34.120]   (speaking in foreign language)
[00:09:34.120 --> 00:09:47.080]   So the scribes, the Jewish scribes,
[00:09:47.080 --> 00:09:49.520]   they were the ones who knew scripture best.
[00:09:49.520 --> 00:09:52.440]   And they were even teachers of the Bible.
[00:09:52.440 --> 00:09:55.920]   They are the PhDs of the day, PhD in the Bible.
[00:09:55.920 --> 00:10:00.680]   And then geographically, they were closest to Bethlehem.
[00:10:00.680 --> 00:10:02.680]   It's only two to three hours walk
[00:10:02.680 --> 00:10:04.680]   from Jerusalem to Bethlehem.
[00:10:04.680 --> 00:10:09.320]   Yet, did they go see Jesus, the new born king?
[00:10:09.320 --> 00:10:11.080]   Did they go worship him?
[00:10:11.080 --> 00:10:13.080]   No, they didn't even move.
[00:10:13.080 --> 00:10:18.040]   (speaking in foreign language)
[00:10:19.040 --> 00:10:21.600]   So the closest ones did not worship Jesus,
[00:10:21.600 --> 00:10:25.040]   but the farthest one, the Magi came and worshiped Jesus.
[00:10:25.040 --> 00:10:28.600]   I think this is part of the human nature, right?
[00:10:28.600 --> 00:10:33.600]   Those who are closest to the church, they're often late.
[00:10:33.600 --> 00:10:34.560]   Right?
[00:10:34.560 --> 00:10:37.360]   Those who are farther, they're often,
[00:10:37.360 --> 00:10:38.760]   they're often late.
[00:10:38.760 --> 00:10:40.760]   And so, the closest ones,
[00:10:40.760 --> 00:10:43.360]   the Magi, they're often late.
[00:10:43.360 --> 00:10:44.760]   And so, the closest ones,
[00:10:44.960 --> 00:10:49.960]   those who are farther, they often show up earlier.
[00:10:49.960 --> 00:10:53.040]   So I think that's interesting, you know,
[00:10:53.040 --> 00:10:56.480]   because those who are closest arrive the latest,
[00:10:56.480 --> 00:11:00.120]   because sometimes we take things lightly
[00:11:00.120 --> 00:11:03.240]   and make the least preparation.
[00:11:03.240 --> 00:11:08.080]   (speaking in foreign language)
[00:11:08.960 --> 00:11:12.800]   And verses seven to 11 talks about how the Magi
[00:11:12.800 --> 00:11:15.040]   follow the star and they rejoice greatly
[00:11:15.040 --> 00:11:17.160]   and enter the house and bow down.
[00:11:17.160 --> 00:11:18.880]   You see all the verbs, they bow down,
[00:11:18.880 --> 00:11:20.240]   they enter the house, they bow down,
[00:11:20.240 --> 00:11:23.120]   they worship the child, they present the gifts,
[00:11:23.120 --> 00:11:27.120]   go, frankincense and myrrh to the new born king.
[00:11:27.120 --> 00:11:31.040]   (speaking in foreign language)
[00:11:31.040 --> 00:11:33.320]   So, the Magi, they're often late.
[00:11:33.320 --> 00:11:34.800]   And so, the closest ones,
[00:11:34.800 --> 00:11:36.600]   the Magi, they're often late.
[00:11:36.600 --> 00:11:40.520]   (speaking in foreign language)
[00:11:40.520 --> 00:11:56.560]   And then the scripture continues to describe this story.
[00:11:56.560 --> 00:11:59.000]   They went on their way,
[00:11:59.000 --> 00:12:01.240]   and the star they had seen in the east
[00:12:01.240 --> 00:12:03.200]   went ahead of them until it stopped
[00:12:03.200 --> 00:12:05.680]   over the place where the child was.
[00:12:05.680 --> 00:12:06.880]   When they saw the star,
[00:12:06.880 --> 00:12:11.080]   they were overjoyed on coming to the house,
[00:12:11.080 --> 00:12:13.800]   they saw the child with his mother Mary
[00:12:13.800 --> 00:12:16.280]   and they bowed down and worshiped
[00:12:16.280 --> 00:12:19.600]   and opened the treasures and present the new born king
[00:12:19.600 --> 00:12:23.760]   with gifts of gold, incense and myrrh.
[00:12:23.760 --> 00:12:27.680]   (speaking in foreign language)
[00:12:28.680 --> 00:12:30.680]  , so you see, astrologers, superstitious people,
[00:12:30.680 --> 00:12:54.440]   the Gentiles, the pagans, they know almost nothing,
[00:12:54.440 --> 00:12:59.440]   very little about God, and they only saw a star in the sky,
[00:12:59.440 --> 00:13:06.040]   yet they took action and traveled miles and miles
[00:13:06.040 --> 00:13:09.680]   and they became the ones who truly understood
[00:13:09.680 --> 00:13:12.120]   what worshiping God is.
[00:13:12.120 --> 00:13:16.040]   (speaking in foreign language)
[00:13:23.440 --> 00:13:25.240]   And who, let me ask you,
[00:13:25.240 --> 00:13:29.000]   who has been a Christian for at least five years?
[00:13:29.000 --> 00:13:30.760]   Can you raise your hand?
[00:13:30.760 --> 00:13:33.960]   All right, we get so many of those, yeah.
[00:13:33.960 --> 00:13:35.440]   You know, I've been to church, you know,
[00:13:35.440 --> 00:13:37.840]   been there, done that, and you know,
[00:13:37.840 --> 00:13:41.560]   I really feel that sometimes new believers,
[00:13:41.560 --> 00:13:43.080]   not those who raised their hand,
[00:13:43.080 --> 00:13:46.240]   new believers always come to church with reverence
[00:13:46.240 --> 00:13:49.320]   and respect and sincerity.
[00:13:50.200 --> 00:13:53.600]   They come on time and they come prepared.
[00:13:53.600 --> 00:13:59.440]   And we should ask ourselves, is our heart toward worship
[00:13:59.440 --> 00:14:03.160]   more like the scribes of the Jews
[00:14:03.160 --> 00:14:06.280]   or like the simple and humble Magi?
[00:14:06.280 --> 00:14:11.120]   (speaking in foreign language)
[00:14:12.120 --> 00:14:16.800]   And the gospel of Matthew present Jesus as the King
[00:14:16.800 --> 00:14:18.120]   of all nations.
[00:14:18.120 --> 00:14:19.920]   You know, at the end of the gospel,
[00:14:19.920 --> 00:14:23.280]   Jesus died and he rose again,
[00:14:23.280 --> 00:14:26.240]   and he is the one who is worthy of worship
[00:14:26.240 --> 00:14:27.720]   of all nations and all people.
[00:14:27.720 --> 00:14:30.760]   And he calls the disciples to make disciples
[00:14:30.760 --> 00:14:33.560]   of all nations and our worship should be
[00:14:33.560 --> 00:14:36.160]   worthy of worship of all nations.
[00:14:36.160 --> 00:14:38.880]   And he calls the disciples to make disciples
[00:14:38.880 --> 00:14:42.880]   of all nations and our worship should always consider
[00:14:42.880 --> 00:14:47.360]   whether Jesus is worthy of our service.
[00:14:47.360 --> 00:14:51.280]   (speaking in foreign language)
[00:14:51.280 --> 00:14:59.440]   Okay, so that's the first comparison
[00:14:59.440 --> 00:15:00.920]   in the story of Christmas.
[00:15:00.920 --> 00:15:03.840]   The second comparison is between two kings.
[00:15:03.840 --> 00:15:07.720]   One king is called Herod the Great, he's the earthly king.
[00:15:07.720 --> 00:15:10.040]   The other king is the newborn King Jesus.
[00:15:10.040 --> 00:15:15.400]   (speaking in foreign language)
[00:15:15.400 --> 00:15:22.120]   And you know, King Herod or Herod the Great,
[00:15:22.120 --> 00:15:23.480]   he was known for many things.
[00:15:23.480 --> 00:15:28.120]   He was actually the greatest builder before modern times.
[00:15:28.120 --> 00:15:30.440]   And he built so many things in the land of Israel
[00:15:30.440 --> 00:15:32.240]   and Palestine and beyond.
[00:15:32.240 --> 00:15:35.400]   And during his reign, he carried out massive
[00:15:35.400 --> 00:15:39.640]   construction projects and he built more than 30 fortresses
[00:15:39.640 --> 00:15:42.760]   and cities throughout Palestine and beyond.
[00:15:42.760 --> 00:15:46.600]   And even today, you know, we go to Israel
[00:15:46.600 --> 00:15:48.760]   and travelers can visit those sites.
[00:15:48.760 --> 00:15:53.560]   (speaking in foreign language)
[00:16:03.200 --> 00:16:05.680]   And Herod also fought his entire life
[00:16:05.680 --> 00:16:09.840]   to gain his kingship, to keep his throne.
[00:16:09.840 --> 00:16:12.800]   And because of this, he was extremely, extremely,
[00:16:12.800 --> 00:16:15.200]   this guy, King Herod, the one on the right,
[00:16:15.200 --> 00:16:17.440]   on the left, King Herod the Great,
[00:16:17.440 --> 00:16:20.040]   he was extremely jealous and suspicious
[00:16:20.040 --> 00:16:21.440]   of all the people around him.
[00:16:21.440 --> 00:16:24.000]   And because he considered every single one of them
[00:16:24.000 --> 00:16:28.560]   as a threat and he would illuminate them
[00:16:28.560 --> 00:16:31.760]   to take them out when King Herod heard,
[00:16:31.760 --> 00:16:34.600]   as you can understand, heard about the Magi
[00:16:34.600 --> 00:16:38.240]   coming to worship another king of the Jews,
[00:16:38.240 --> 00:16:43.240]   and he was deeply, deeply disturbed.
[00:16:43.240 --> 00:16:47.600]   (speaking in foreign language)
[00:17:00.760 --> 00:17:04.960]   And especially in his later years, in his last years,
[00:17:04.960 --> 00:17:07.640]   King Herod was living in the constant fear
[00:17:07.640 --> 00:17:10.280]   of being overthrown and he killed almost
[00:17:10.280 --> 00:17:13.360]   every of his friends and relatives,
[00:17:13.360 --> 00:17:16.040]   his beloved wife, one of his beloved wives,
[00:17:16.040 --> 00:17:18.840]   and three of his own sons he killed.
[00:17:18.840 --> 00:17:22.600]   And he became really, really sick
[00:17:22.600 --> 00:17:24.640]   well, toward the end of his life.
[00:17:24.640 --> 00:17:28.000]   And he knew that no one would mourn for his death
[00:17:28.000 --> 00:17:32.040]   after he died, so he became more jealous and more cruel.
[00:17:32.040 --> 00:17:37.040]   (speaking in foreign language)
[00:17:37.040 --> 00:17:53.640]   And there's a historian called, named Josephus,
[00:17:53.640 --> 00:17:58.440]   and he talks so much about what happened in those years
[00:17:58.440 --> 00:18:00.680]   before King Herod died.
[00:18:00.680 --> 00:18:03.400]   And he described the final years of King Herod like this,
[00:18:03.400 --> 00:18:05.240]   at this passage shown you on the screen.
[00:18:05.240 --> 00:18:07.200]   In the past, King Herod took pleasure
[00:18:07.200 --> 00:18:10.480]   out of excessive concern for his own life
[00:18:10.480 --> 00:18:12.760]   and he turned against his own relatives.
[00:18:12.760 --> 00:18:16.320]   But the command he now issued right before he died
[00:18:16.320 --> 00:18:19.080]   was utterly inhuman.
[00:18:19.080 --> 00:18:21.800]   And Josephus said he ordered, King Herod ordered,
[00:18:21.800 --> 00:18:23.280]   at the moment of his death,
[00:18:23.280 --> 00:18:25.080]   one person in each Jewish household
[00:18:25.080 --> 00:18:27.440]   was to be put to death, so that when he died,
[00:18:27.440 --> 00:18:29.680]   the entire nation would truly mourn,
[00:18:29.680 --> 00:18:32.840]   having lost their own loved ones.
[00:18:32.840 --> 00:18:36.760]   (speaking in foreign language)
[00:18:37.600 --> 00:18:40.920]   Now this is the true picture of King Herod in Matthew.
[00:18:40.920 --> 00:18:45.920]   He was a tyrant and not a king who cared about his people.
[00:18:45.920 --> 00:18:49.600]   When King Herod died, he was a tyrant.
[00:18:49.600 --> 00:18:52.600]   And he was a tyrant who did not care about his people.
[00:18:52.600 --> 00:18:55.600]   And he was a tyrant who did not care about his people.
[00:18:55.600 --> 00:18:58.600]   And he was a tyrant who did not care about his people.
[00:18:58.600 --> 00:19:01.600]   And he was a tyrant who did not care about his people.
[00:19:01.600 --> 00:19:04.600]   And he was a tyrant who did not care about his people.
[00:19:04.600 --> 00:19:06.600]   And he did not care about his people.
[00:19:06.600 --> 00:19:08.600]   When King Herod heard about the new born king,
[00:19:08.600 --> 00:19:13.600]   of course he was anxious and he interrogated the Magi
[00:19:13.600 --> 00:19:16.600]   and he asked them questions and command a lot of things.
[00:19:16.600 --> 00:19:20.600]   (speaking in foreign language)
[00:19:20.600 --> 00:19:26.600]   Now, this is the first comparison.
[00:19:26.600 --> 00:19:30.600]   The second comparison is King Herod versus King Jesus.
[00:19:30.600 --> 00:19:32.600]   And Jesus was not just a king.
[00:19:32.600 --> 00:19:35.600]   The king described as born to be king.
[00:19:35.600 --> 00:19:38.600]   He didn't fight to have his kingship.
[00:19:38.600 --> 00:19:40.600]   He was born, granted the kingship.
[00:19:40.600 --> 00:19:42.600]   And he is the savior of the world.
[00:19:42.600 --> 00:19:45.600]   And he carried no weapons, no tanks, no guns.
[00:19:45.600 --> 00:19:50.600]   Yet he overcame the earthly king, Herod.
[00:19:50.600 --> 00:19:54.600]   (speaking in foreign language)
[00:20:00.600 --> 00:20:03.600]   Here, verse 12 continues to talk about the story
[00:20:03.600 --> 00:20:05.600]   in kind of a humorous way.
[00:20:05.600 --> 00:20:09.600]   It tells us that the Magi was warned in a dream.
[00:20:09.600 --> 00:20:11.600]   So God sent them a dream,
[00:20:11.600 --> 00:20:13.600]   not to return from Bethlehem to Jerusalem,
[00:20:13.600 --> 00:20:15.600]   back to King Herod.
[00:20:15.600 --> 00:20:17.600]   So they went home by another route.
[00:20:17.600 --> 00:20:21.600]   (speaking in foreign language)
[00:20:21.600 --> 00:20:28.600]   Remember I talked about Herod the Great.
[00:20:28.600 --> 00:20:32.600]   He had many military installations
[00:20:32.600 --> 00:20:36.600]   along the eastern border of Roman Empire.
[00:20:36.600 --> 00:20:39.600]   So that's a very interesting detail here
[00:20:39.600 --> 00:20:43.600]   that is kind of, has a sense of humor in the Bible.
[00:20:43.600 --> 00:20:47.600]   These Magi, they were unfamiliar with the land,
[00:20:47.600 --> 00:20:52.600]   but they escaped safely from the hands of Herod the Great.
[00:20:52.600 --> 00:20:53.600]   So here it tells you,
[00:20:53.600 --> 00:20:55.600]   the great power of Herod the Great
[00:20:55.600 --> 00:20:58.600]   was completely outwitted by God.
[00:20:58.600 --> 00:21:02.600]   (speaking in foreign language)
[00:21:02.600 --> 00:21:17.600]   And you can tell from today's news,
[00:21:17.600 --> 00:21:20.600]   those who seem to have a lot of power,
[00:21:20.600 --> 00:21:22.600]   they are actually very fragile.
[00:21:22.600 --> 00:21:25.600]   And in this Christmas story,
[00:21:25.600 --> 00:21:29.600]   the word most often used to describe Jesus
[00:21:29.600 --> 00:21:34.600]   is the child, the kid, the kid.
[00:21:34.600 --> 00:21:37.600]   The child Jesus, the child.
[00:21:37.600 --> 00:21:39.600]   Again and again, the Bible story
[00:21:39.600 --> 00:21:43.600]   describes Jesus as small, weak, vulnerable,
[00:21:43.600 --> 00:21:45.600]   and he has no power,
[00:21:45.600 --> 00:21:48.600]   but God used him, used this child,
[00:21:48.600 --> 00:21:50.600]   to accomplish his work.
[00:21:50.600 --> 00:21:54.600]   (speaking in foreign language)
[00:21:54.600 --> 00:22:07.600]   And after the Magi had gone,
[00:22:07.600 --> 00:22:10.600]   Matthew continues the Christmas story
[00:22:10.600 --> 00:22:13.600]   in verses 13 and following.
[00:22:13.600 --> 00:22:15.600]   After the Magi had gone,
[00:22:15.600 --> 00:22:18.600]   an angel appeared to Joseph in a dream and said,
[00:22:18.600 --> 00:22:21.600]   "Get up, take the child and his mother
[00:22:21.600 --> 00:22:22.600]   "and escape to Egypt.
[00:22:22.600 --> 00:22:23.600]   "Stay there until I tell you,
[00:22:23.600 --> 00:22:25.600]   "for Herod the Great is going to search
[00:22:25.600 --> 00:22:26.600]   "for the child to kill him."
[00:22:26.600 --> 00:22:31.600]   So he got up, Joseph got up, and took, who?
[00:22:31.600 --> 00:22:32.600]   The child, right?
[00:22:32.600 --> 00:22:34.600]   The defenseless child.
[00:22:34.600 --> 00:22:36.600]   And his mother, during the night,
[00:22:36.600 --> 00:22:38.600]   and left for Egypt,
[00:22:38.600 --> 00:22:41.600]   where he stayed until the death of Herod the Great.
[00:22:41.600 --> 00:22:43.600]   So fulfilled what the Lord has said
[00:22:43.600 --> 00:22:44.600]   through the prophet,
[00:22:44.600 --> 00:22:47.600]   "Out of Egypt I called my son."
[00:22:47.600 --> 00:22:51.600]   (speaking in foreign language)
[00:22:51.600 --> 00:22:55.600]   (speaking in foreign language)
[00:22:55.600 --> 00:22:57.600]   Now, if you know the Bible well,
[00:22:57.600 --> 00:23:00.600]   you know that the Lord is going to call Joseph,
[00:23:00.600 --> 00:23:02.600]   and he's going to call his son,
[00:23:02.600 --> 00:23:04.600]   and he's going to call his son, Joseph.
[00:23:04.600 --> 00:23:06.600]   And he's going to call his son, Joseph.
[00:23:06.600 --> 00:23:08.600]   And he's going to call his son, Joseph.
[00:23:08.600 --> 00:23:10.600]   And he's going to call his son, Joseph.
[00:23:10.600 --> 00:23:12.600]   And he's going to call his son, Joseph.
[00:23:12.600 --> 00:23:14.600]   And he's going to call his son, Joseph.
[00:23:14.600 --> 00:23:16.600]   And he's going to call his son, Joseph.
[00:23:16.600 --> 00:23:18.600]   And he's going to call his son, Joseph.
[00:23:18.600 --> 00:23:20.600]   And he's going to call his son, Joseph.
[00:23:20.600 --> 00:23:22.600]   And he's going to call his son, Joseph.
[00:23:22.600 --> 00:23:24.600]   And he's going to call his son, Joseph.
[00:23:24.600 --> 00:23:26.600]   If you know the Bible well,
[00:23:26.600 --> 00:23:30.600]   you heard the word, you know, Egypt,
[00:23:30.600 --> 00:23:31.600]   and out of Egypt,
[00:23:31.600 --> 00:23:35.600]   you will immediately thought of the Exodus story.
[00:23:35.600 --> 00:23:39.600]   (speaking in foreign language)
[00:23:39.600 --> 00:23:44.600]   Because in the time of Jesus,
[00:23:44.600 --> 00:23:47.600]   in the time of Moses, many, many years ago,
[00:23:47.600 --> 00:23:50.600]   you know, there was also a tyrant king,
[00:23:50.600 --> 00:23:51.600]   Pharaoh himself.
[00:23:51.600 --> 00:23:56.600]   And he, Pharaoh, feared that he'd lose his power
[00:23:56.600 --> 00:24:01.600]   and he gave the order that all the Hebrew boys,
[00:24:01.600 --> 00:24:03.600]   again, the child, to be killed, to be born.
[00:24:03.600 --> 00:24:05.600]   And yet, there was one left behind
[00:24:05.600 --> 00:24:08.600]   and did not get killed.
[00:24:08.600 --> 00:24:09.600]   Who was that?
[00:24:09.600 --> 00:24:11.600]   Moses, right?
[00:24:11.600 --> 00:24:14.600]   Moses survived, and God preserved Moses
[00:24:14.600 --> 00:24:16.600]   and raised Moses up
[00:24:16.600 --> 00:24:20.600]   and later used Moses to defeat the tyrant, the Pharaoh,
[00:24:20.600 --> 00:24:22.600]   and then deliver his people out of Egypt.
[00:24:22.600 --> 00:24:26.600]   (speaking in foreign language)
[00:24:26.600 --> 00:24:41.600]   And then here, the Gospel story
[00:24:41.600 --> 00:24:44.600]   is telling us something very important here.
[00:24:44.600 --> 00:24:47.600]   And Jesus is not just another Moses.
[00:24:47.600 --> 00:24:49.600]   He is the greater Moses.
