
[00:00:00.000 --> 00:00:03.000]  各位好 先跟大家拜個年
[00:03:18.700 --> 00:03:20.700]  要減肥
[00:03:20.700 --> 00:03:22.700]  有誰想過的
[00:03:22.700 --> 00:03:23.700]  有的吧
[00:03:23.700 --> 00:03:24.700]  每年都想過我們
[00:03:24.700 --> 00:03:25.700]  每年都想
[00:03:25.700 --> 00:03:27.700]  證明我們下一年又再想過
[00:03:27.700 --> 00:03:30.700]  去到今年已經初一
[00:03:30.700 --> 00:03:32.700]  我知道大家吃了很多東西
[00:03:32.700 --> 00:03:33.700]  應該都是失敗的
[00:03:33.700 --> 00:03:34.700]  不過不要緊
[00:03:34.700 --> 00:03:36.700]  我們繼續不要氣餒
[00:03:36.700 --> 00:03:38.700]  健康的人
[00:03:38.700 --> 00:03:40.700]  或者健康的生命
[00:03:40.700 --> 00:03:42.700]  總是有一些好的習慣要養成
[00:03:42.700 --> 00:03:44.700]  和一些壞習慣要除去
[00:03:44.700 --> 00:03:46.700]  教會其實都是一樣
[00:03:46.700 --> 00:03:48.700]  健康的教會
[00:03:48.700 --> 00:03:49.700]  有一些壞習慣
[00:03:49.700 --> 00:03:51.700]  我們需要去除去
[00:03:51.700 --> 00:03:52.700]  有些新的習慣
[00:03:52.700 --> 00:03:53.700]  好的習慣
[00:03:53.700 --> 00:03:54.700]  我們需要再pick up
[00:03:54.700 --> 00:03:56.700]  懶惰的
[00:03:56.700 --> 00:03:57.700]  我們疏懶了的東西
[00:03:57.700 --> 00:03:58.700]  我們要再pick up
[00:03:58.700 --> 00:04:00.700]  一個健康的基督徒
[00:04:00.700 --> 00:04:02.700]  也是一樣
[00:04:02.700 --> 00:04:03.700]  有一些懶惰的習慣
[00:04:03.700 --> 00:04:05.700]  忘記了
[00:04:05.700 --> 00:04:07.700]  忘記了的東西
[00:04:07.700 --> 00:04:09.700]  我們就要再pick up
[00:04:09.700 --> 00:04:12.700]  有一些好的習慣
[00:04:12.700 --> 00:04:14.700]  我們要再養成
[00:04:14.700 --> 00:04:15.700]  也是一樣
[00:04:15.700 --> 00:04:17.700]  我們作為一個family
[00:04:17.700 --> 00:04:18.700]  作為神的家
[00:04:18.700 --> 00:04:20.700]  我們都需要去想一想
[00:04:20.700 --> 00:04:22.700]  所以為什麼
[00:04:22.700 --> 00:04:25.700]  在我們今天開始
[00:04:25.700 --> 00:04:26.700]  我所說的這個series
[00:04:26.700 --> 00:04:28.700]  是和大家去想一想
[00:04:28.700 --> 00:04:29.700]  怎樣去應用
[00:04:29.700 --> 00:04:31.700]  我們作為一個family
[00:04:31.700 --> 00:04:32.700]  作為一個教會
[00:04:32.700 --> 00:04:34.700]  我們應該要做些什麼
[00:04:34.700 --> 00:04:37.700]  疫情總算過去了
[00:04:37.700 --> 00:04:39.700]  對不對
[00:04:39.700 --> 00:04:41.700]  總算過去了
[00:04:41.700 --> 00:04:43.700]  對於一些人來說
[00:04:43.700 --> 00:04:45.700]  疫情仍然持續
[00:04:45.700 --> 00:04:47.700]  不出街
[00:04:47.700 --> 00:04:49.700]  不敢去見人等等
[00:04:49.700 --> 00:04:50.700]  有時候未必是因為疫情
[00:04:50.700 --> 00:04:52.700]  可能是你需要的疫情
[00:04:52.700 --> 00:04:55.700]  你想有這個疫情
[00:04:55.700 --> 00:04:59.700]  那你可以避免很多其他事情
[00:04:59.700 --> 00:05:00.700]  真的
[00:05:00.700 --> 00:05:04.700]  疫情已經散去了
[00:05:04.700 --> 00:05:08.700]  那要想一想
[00:05:08.700 --> 00:05:11.700]  這個疫情對我們有什麼影響
[00:05:11.700 --> 00:05:12.700]  幾年的時間
[00:05:12.700 --> 00:05:14.700]  全球的疫情
[00:05:14.700 --> 00:05:18.700]  在去年2022年
[00:05:18.700 --> 00:05:21.700]  在英國做了一個研究
[00:05:21.700 --> 00:05:22.700]  在英國做了一個研究
[00:05:22.700 --> 00:05:23.700]  說什麼呢
[00:05:23.700 --> 00:05:25.700]  就是說這個疫情
[00:05:25.700 --> 00:05:29.700]  問到底有多少個family
[00:05:29.700 --> 00:05:31.700]  有多少個人
[00:05:31.700 --> 00:05:33.700]  覺得這個疫情
[00:05:33.700 --> 00:05:36.700]  會令到他們家庭的關係
[00:05:36.700 --> 00:05:38.700]  人際關係
[00:05:38.700 --> 00:05:39.700]  有進步的
[00:05:39.700 --> 00:05:40.700]  有改善的
[00:05:40.700 --> 00:05:42.700]  因為疫情而有改善的
[00:05:42.700 --> 00:05:44.700]  你知道調查結果
[00:05:44.700 --> 00:05:46.700]  有多少人認為疫情
[00:05:46.700 --> 00:05:49.700]  是幫到大家的關係
[00:05:49.700 --> 00:05:50.700]  你猜猜有多少
[00:05:50.700 --> 00:05:52.700]  百分之多少
[00:05:52.700 --> 00:05:54.700]  10%也好
[00:05:54.700 --> 00:05:56.700]  三分一
[00:05:56.700 --> 00:05:57.700]  三分一
[00:05:57.700 --> 00:05:59.700]  換句話說
[00:05:59.700 --> 00:06:01.700]  三分一這麼多
[00:06:01.700 --> 00:06:03.700]  不是啊
[00:06:03.700 --> 00:06:05.700]  我不知道是不是泰國的錯誤
[00:06:05.700 --> 00:06:08.700]  總之他就說有三分之一
[00:06:08.700 --> 00:06:10.700]  只會有三分之一的人
[00:06:10.700 --> 00:06:13.700]  說疫情是幫到他們的關係
[00:06:13.700 --> 00:06:15.700]  那三分之二是什麼
[00:06:15.700 --> 00:06:20.700]  很可能是令到關係更加差
[00:06:20.700 --> 00:06:22.700]  和張力更加大
[00:06:22.700 --> 00:06:23.700]  換句話說
[00:06:23.700 --> 00:06:24.700]  這裡這麼多人
[00:06:24.700 --> 00:06:27.700]  我們將它分三楷
[00:06:27.700 --> 00:06:29.700]  大家做那個調查
[00:06:29.700 --> 00:06:31.700]  做完調查之後
[00:06:31.700 --> 00:06:32.700]  我們問的問題
[00:06:32.700 --> 00:06:33.700]  同一個問題就是
[00:06:33.700 --> 00:06:35.700]  疫情有沒有令到你的關係
[00:06:35.700 --> 00:06:36.700]  或者家庭的關係
[00:06:36.700 --> 00:06:37.700]  婚姻的關係
[00:06:37.700 --> 00:06:39.700]  是會有改善的
[00:06:39.700 --> 00:06:41.700]  三楷在這裡
[00:06:41.700 --> 00:06:42.700]  怎麼回答
[00:06:42.700 --> 00:06:44.700]  只有一楷說有改善
[00:06:44.700 --> 00:06:45.700]  這裡
[00:06:45.700 --> 00:06:47.700]  然後我們這兩楷就挖著它
[00:06:47.700 --> 00:06:49.700]  我們有沒有教錯
[00:06:49.700 --> 00:06:50.700]  是不是啊
[00:06:50.700 --> 00:06:52.700]  你還可以這麼幸福
[00:06:52.700 --> 00:06:54.700]  No way
[00:06:54.700 --> 00:06:57.700]  所以這是一個很sad的news
[00:06:57.700 --> 00:07:00.700]  想想你自己是不是這樣
[00:07:00.700 --> 00:07:01.700]  第二個問題
[00:07:01.700 --> 00:07:03.700]  這個UK的study
[00:07:03.700 --> 00:07:05.700]  就是說在UK
[00:07:05.700 --> 00:07:06.700]  在英國
[00:07:06.700 --> 00:07:12.700]  最大的那些家庭法律的公司
[00:07:12.700 --> 00:07:14.700]  他們的report
[00:07:14.700 --> 00:07:15.700]  就是他們的報告
[00:07:15.700 --> 00:07:16.700]  去年
[00:07:16.700 --> 00:07:18.700]  就是說離婚率
[00:07:18.700 --> 00:07:19.700]  是增加了多少
[00:07:19.700 --> 00:07:21.700]  猜猜增加了多少
[00:07:21.700 --> 00:07:24.700]  百分之幾多
[00:07:24.700 --> 00:07:26.700]  百分之九十五
[00:07:26.700 --> 00:07:28.700]  哇
[00:07:28.700 --> 00:07:29.700]  很開心
[00:07:29.700 --> 00:07:30.700]  很開心
[00:07:30.700 --> 00:07:31.700]  他笑我開心
[00:07:31.700 --> 00:07:32.700]  他笑我開心
[00:07:32.700 --> 00:07:35.700]  離婚率增加了百分之九十五
[00:07:35.700 --> 00:07:37.700]  打官司都打到手軟
[00:07:37.700 --> 00:07:39.700]  換句話說
[00:07:39.700 --> 00:07:41.700]  我們用這裡做一個sample
[00:07:41.700 --> 00:07:44.700]  算了
[00:07:44.700 --> 00:07:47.700]  不要說這些
[00:07:47.700 --> 00:07:48.700]  新年快樂
[00:07:48.700 --> 00:07:49.700]  怎樣也好
[00:07:49.700 --> 00:07:52.700]  這個疫情對我們來說
[00:07:52.700 --> 00:07:54.700]  是很大的impact
[00:07:54.700 --> 00:07:55.700]  很大的影響
[00:07:55.700 --> 00:07:56.700]  無論你的工作也好
[00:07:56.700 --> 00:07:58.700]  你的個人的生命也好
[00:07:58.700 --> 00:07:59.700]  甚至家會也好
[00:07:59.700 --> 00:08:00.700]  所以這個時候
[00:08:00.700 --> 00:08:01.700]  我們想去想一想
[00:08:01.700 --> 00:08:02.700]  回到聖經裡面
[00:08:02.700 --> 00:08:03.700]  怎樣去看
[00:08:03.700 --> 00:08:05.700]  關係
[00:08:05.700 --> 00:08:07.700]  怎樣去看教會
[00:08:07.700 --> 00:08:11.700]  我就選了這段聖經來開始
[00:08:11.700 --> 00:08:13.700]  我還沒讀這段聖經的時候
[00:08:13.700 --> 00:08:15.700]  我想問你一個問題
[00:08:15.700 --> 00:08:17.700]  就是當我讀這段聖經
[00:08:17.700 --> 00:08:19.700]  從頭讀到尾的時候
[00:08:19.700 --> 00:08:22.700]  你有什麼感覺
[00:08:22.700 --> 00:08:24.700]  你的feeling是什麼
[00:08:24.700 --> 00:08:26.700]  你聽這段聖經
[00:08:26.700 --> 00:08:28.700]  可能是一段很熟悉的聖經
[00:08:28.700 --> 00:08:30.700]  又或者
[00:08:30.700 --> 00:08:32.700]  如果你當這段聖經
[00:08:32.700 --> 00:08:34.700]  是你第一次聽的
[00:08:34.700 --> 00:08:35.700]  第一次讀的
[00:08:35.700 --> 00:08:37.700]  你有什麼感覺呢
[00:08:37.700 --> 00:08:39.700]  我們開始吧
[00:08:39.700 --> 00:08:41.700]  已忽所書第五章
[00:08:41.700 --> 00:08:42.700]  第二十一節
[00:08:42.700 --> 00:08:46.700]  要傳敬畏基督的心
[00:08:46.700 --> 00:08:48.700]  彼此馴服
[00:08:48.700 --> 00:08:49.700]  作妻子的
[00:08:49.700 --> 00:08:51.700]  你們要馴服自己的丈夫
[00:08:51.700 --> 00:08:53.700]  如同馴服主
[00:08:53.700 --> 00:08:55.700]  因為丈夫是妻子的頭
[00:08:55.700 --> 00:08:57.700]  如同基督是教會的頭
[00:08:57.700 --> 00:09:00.700]  他又是這身體的救主
[00:09:00.700 --> 00:09:02.700]  教會怎樣馴服基督
[00:09:02.700 --> 00:09:05.700]  妻子也要怎樣馴服丈夫
[00:09:05.700 --> 00:09:07.700]  二十五節
[00:09:07.700 --> 00:09:08.700]  作丈夫的
[00:09:08.700 --> 00:09:10.700]  你們要愛自己的妻子
[00:09:10.700 --> 00:09:12.700]  如同基督愛教會
[00:09:12.700 --> 00:09:13.700]  為教會捨己
[00:09:13.700 --> 00:09:16.700]  以水藉著渡把教會洗淨
[00:09:16.700 --> 00:09:18.700]  使他成為聖傑
[00:09:18.700 --> 00:09:19.700]  好獻給自己
[00:09:19.700 --> 00:09:20.700]  作榮耀的教會
[00:09:20.700 --> 00:09:23.700]  毫無玷污咒文等類的缺陷
[00:09:23.700 --> 00:09:27.700]  以示聖傑沒有瑕疵的
[00:09:27.700 --> 00:09:28.700]  二十八節
[00:09:28.700 --> 00:09:31.700]  丈夫也要照樣愛妻子
[00:09:31.700 --> 00:09:33.700]  如同愛自己的身體
[00:09:33.700 --> 00:09:35.700]  愛妻子就是愛自己了
[00:09:35.700 --> 00:09:37.700]  從來沒有人肯護自己的身體
[00:09:37.700 --> 00:09:39.700]  總是保養愛惜
[00:09:39.700 --> 00:09:42.700]  正如基督待教會一樣
[00:09:42.700 --> 00:09:48.700]  因我們是他身體的肢體
[00:09:48.700 --> 00:09:49.700]  三十一節
[00:09:49.700 --> 00:09:51.700]  為這個緣故
[00:09:51.700 --> 00:09:54.700]  人要離開父母與妻子聯合
[00:09:54.700 --> 00:09:56.700]  依人成為一體
[00:09:56.700 --> 00:09:58.700]  這是極大的奧秘
[00:09:58.700 --> 00:10:01.700]  而我是指基督和教會說的
[00:10:01.700 --> 00:10:05.700]  然而你們每個人都要愛妻子
[00:10:05.700 --> 00:10:07.700]  如同愛自己一樣
[00:10:07.700 --> 00:10:09.700]  妻子也要敬重丈夫
[00:10:09.700 --> 00:10:11.700]  讀到這裡
[00:10:11.700 --> 00:10:13.700]  有什麼感覺
[00:10:13.700 --> 00:10:15.700]  有什麼感覺
[00:10:15.700 --> 00:10:17.700]  我們做個調查
[00:10:17.700 --> 00:10:20.700]  有誰覺得感覺好
[00:10:20.700 --> 00:10:21.700]  感覺好
[00:10:21.700 --> 00:10:23.700]  男人
[00:10:23.700 --> 00:10:25.700]  我看不到女人感覺好
[00:10:25.700 --> 00:10:27.700]  家裡感覺好
[00:10:27.700 --> 00:10:29.700]  That's good
[00:10:29.700 --> 00:10:32.700]  很明白聖經的道理
[00:10:32.700 --> 00:10:34.700]  有誰不是感覺好
[00:10:34.700 --> 00:10:36.700]  不一定感覺不好
[00:10:36.700 --> 00:10:38.700]  可能不是感覺好
[00:10:38.700 --> 00:10:40.700]  讀完聖經
[00:10:40.700 --> 00:10:42.700]  有人嗎
[00:10:42.700 --> 00:10:43.700]  OK
[00:10:43.700 --> 00:10:45.700]  可能有
[00:10:45.700 --> 00:10:47.700]  但不敢舉手
[00:10:47.700 --> 00:10:49.700]  很可能
[00:10:49.700 --> 00:10:51.700]  你覺得不太合聽
[00:10:51.700 --> 00:10:53.700]  因為我們現代人
[00:10:53.700 --> 00:10:55.700]  我們說什麼
[00:10:55.700 --> 00:10:57.700]  平等
[00:10:57.700 --> 00:10:58.700]  Equality
[00:10:58.700 --> 00:11:01.700]  丈夫與妻子應該是平等
[00:11:01.700 --> 00:11:03.700]  應該是平起平坐
[00:11:03.700 --> 00:11:07.700]  大家應該是平等的地位和待遇
[00:11:07.700 --> 00:11:09.700]  這段聖經為什麼不合聽
[00:11:09.700 --> 00:11:13.700]  因為一味叫那個女人去馴服
[00:11:13.700 --> 00:11:17.700]  所以有些人都會這樣
[00:11:17.700 --> 00:11:19.700]  強行來解釋
[00:11:19.700 --> 00:11:22.700]  總之丈夫做什麼
[00:11:22.700 --> 00:11:23.700]  什麼都好
[00:11:23.700 --> 00:11:24.700]  妻子一定要馴服
[00:11:24.700 --> 00:11:25.700]  因為要馴服
[00:11:25.700 --> 00:11:27.700]  所以每件事都要聽話
[00:11:27.700 --> 00:11:29.700]  丈夫叫你洗廁所
[00:11:29.700 --> 00:11:31.700]  你就要洗廁所
[00:11:31.700 --> 00:11:35.700]  你不要去洗爐頭
[00:11:35.700 --> 00:11:39.700]  一定要叫你走左
[00:11:39.700 --> 00:11:41.700]  你不要走右
[00:11:41.700 --> 00:11:43.700]  我們現代人會覺得
[00:11:43.700 --> 00:11:47.700]  甚至有些人會覺得oppressive
[00:11:47.700 --> 00:11:50.700]  好像欺負女人
[00:11:50.700 --> 00:11:52.700]  不知道你有沒有這個感覺
[00:11:52.700 --> 00:11:53.700]  可能會有這個感覺
[00:11:53.700 --> 00:11:55.700]  這個是understandable
[00:11:55.700 --> 00:11:59.700]  好像很古板的一些鼓勵人
[00:11:59.700 --> 00:12:01.700]  盲目的去信從
[00:12:01.700 --> 00:12:03.700]  對不對
[00:12:03.700 --> 00:12:05.700]  我不是講了你心聲嗎
[00:12:05.700 --> 00:12:07.700]  講了你心聲
[00:12:07.700 --> 00:12:09.700]  看聖經應該怎麼看
[00:12:09.700 --> 00:12:10.700]  我經常都這樣說
[00:12:10.700 --> 00:12:12.700]  聖經不是直接寫給我們
[00:12:12.700 --> 00:12:16.700]  這段聖經不是直接寫給我們現代人
[00:12:16.700 --> 00:12:18.700]  他一定是針對當時的處境
[00:12:18.700 --> 00:12:20.700]  去講這番說話
[00:12:20.700 --> 00:12:24.700]  我不是說將聖經框在以前的社會裡面
[00:12:24.700 --> 00:12:28.700]  而是他藉著當時社會所了解的語言也好
[00:12:28.700 --> 00:12:30.700]  或者那些比喻也好
[00:12:30.700 --> 00:12:34.700]  那些說法也好
[00:12:34.700 --> 00:12:36.700]  用那種思想形態
[00:12:36.700 --> 00:12:38.700]  來溝通某一樣東西
[00:12:38.700 --> 00:12:40.700]  那樣東西
[00:12:40.700 --> 00:12:42.700]  上帝要啟示要溝通的
[00:12:42.700 --> 00:12:44.700]  就是藉著當時的處境來溝通出來
[00:12:44.700 --> 00:12:48.700]  然後我們捉到那個精義
[00:12:48.700 --> 00:12:52.700]  那個精義就是橫跨所有時空
[00:12:52.700 --> 00:12:54.700]  我應該這樣看聖經
[00:12:54.700 --> 00:12:56.700]  因為聖經不是直接寫給我們
[00:12:56.700 --> 00:12:58.700]  而是為我們而寫
[00:12:58.700 --> 00:13:00.700]  所以我們看完聖經也是一樣
[00:13:00.700 --> 00:13:02.700]  雖然這段聖經好像很熟
[00:13:02.700 --> 00:13:04.700]  為什麼好像很熟呢
[00:13:04.700 --> 00:13:06.700]  我做過很多婚禮
[00:13:06.700 --> 00:13:10.700]  我覺得那些新人都沒有想清楚
[00:13:10.700 --> 00:13:12.700]  他們覺得Sound good OK
[00:13:12.700 --> 00:13:14.700]  那OK的
[00:13:14.700 --> 00:13:16.700]  有些聖經我們婚禮的時候用
[00:13:16.700 --> 00:13:18.700]  當然要Sound good
[00:13:18.700 --> 00:13:26.700]  難道你婚禮的時候講那些舊約的擊殺經文嗎
[00:13:26.700 --> 00:13:30.700]  你當然找一段比較合聽一點
[00:13:30.700 --> 00:13:32.700]  適合那個處境
[00:13:32.700 --> 00:13:36.700]  所以很多時候婚禮都會用這段聖經
[00:13:36.700 --> 00:13:38.700]  但我想你今天看
[00:13:38.700 --> 00:13:42.700]  就好像第一世紀的婚禮
[00:13:42.700 --> 00:13:44.700]  讀這段聖經
[00:13:44.700 --> 00:13:46.700]  就不是二十一世紀
[00:13:46.700 --> 00:13:48.700]  如果第一世紀的耳朵
[00:13:48.700 --> 00:13:50.700]  去聽這段聖經的時候
[00:13:50.700 --> 00:13:54.700]  會有什麼的分別
[00:13:54.700 --> 00:13:56.700]  和你捉到什麼的
[00:13:56.700 --> 00:13:58.700]  那個是正義
[00:13:58.700 --> 00:14:00.700]  每一個社會都會對某一些家庭的關係
[00:14:00.700 --> 00:14:02.700]  社會裡面人際的關係
[00:14:02.700 --> 00:14:04.700]  有一些的明文也好
[00:14:04.700 --> 00:14:06.700]  非明文也好
[00:14:06.700 --> 00:14:08.700]  的規例
[00:14:08.700 --> 00:14:10.700]  有些可能寫出來
[00:14:10.700 --> 00:14:12.700]  有些可能大家明白的
[00:14:12.700 --> 00:14:14.700]  譬如例子
[00:14:14.700 --> 00:14:16.700]  給個例子
[00:14:16.700 --> 00:14:18.700]  我們華人的文化都是這樣的
[00:14:18.700 --> 00:14:20.700]  特別對男人
[00:14:20.700 --> 00:14:22.700]  或者對女人
[00:14:22.700 --> 00:14:24.700]  諸多要求
[00:14:24.700 --> 00:14:26.700]  華人的傳統文化
[00:14:26.700 --> 00:14:28.700]  女人多些要求還是對男人多些要求
[00:14:28.700 --> 00:14:30.700]  女人
[00:14:30.700 --> 00:14:32.700]  女人要什麼
[00:14:32.700 --> 00:14:34.700]  三從四德 沒錯
[00:14:34.700 --> 00:14:36.700]  男人就三妻四妾
[00:14:36.700 --> 00:14:38.700]  所以是兩回事
[00:14:38.700 --> 00:14:40.700]  華人文化都是這樣
[00:14:40.700 --> 00:14:42.700]  有一些家規
[00:14:42.700 --> 00:14:44.700]  或者有一些的code
[00:14:44.700 --> 00:14:46.700]  我們叫它做social code
[00:14:46.700 --> 00:14:48.700]  去處理和去形容
[00:14:48.700 --> 00:14:50.700]  或者甚至去
[00:14:50.700 --> 00:14:52.700]  限制了
[00:14:52.700 --> 00:14:54.700]  某一些的關係的動態
[00:14:54.700 --> 00:14:56.700]  回到第一世紀
[00:14:56.700 --> 00:14:58.700]  羅馬帝國的社會
[00:14:58.700 --> 00:15:00.700]  有什麼文明
[00:15:00.700 --> 00:15:02.700]  或者非文明的法規
[00:15:02.700 --> 00:15:04.700]  來處理一些家庭的關係
[00:15:04.700 --> 00:15:06.700]  那些我們可以統稱
[00:15:06.700 --> 00:15:08.700]  叫做household code
[00:15:08.700 --> 00:15:10.700]  就是家庭的法規
[00:15:10.700 --> 00:15:12.700]  國有國法
[00:15:12.700 --> 00:15:14.700]  家有家規
[00:15:14.700 --> 00:15:16.700]  家庭的法規
[00:15:16.700 --> 00:15:18.700]  我們叫它家庭的法規
[00:15:18.700 --> 00:15:20.700]  家庭的法規
[00:15:20.700 --> 00:15:22.700]  家庭的法規
[00:15:22.700 --> 00:15:24.700]  國有國法 家有家規
[00:15:24.700 --> 00:15:26.700]  他們的家規
[00:15:26.700 --> 00:15:28.700]  是怎樣呢
[00:15:28.700 --> 00:15:30.700]  所以我在這裡讀一段文字
[00:15:30.700 --> 00:15:32.700]  不是聖經
[00:15:32.700 --> 00:15:34.700]  是當時
[00:15:34.700 --> 00:15:36.700]  應該是耳熟能詳
[00:15:36.700 --> 00:15:38.700]  在羅馬逛街的時候
[00:15:38.700 --> 00:15:40.700]  在大城市逛街的時候
[00:15:40.700 --> 00:15:42.700]  你會聽到這首歌就會這樣唱
[00:15:42.700 --> 00:15:44.700]  或者有一種這樣的
[00:15:44.700 --> 00:15:46.700]  社會的價值
[00:15:46.700 --> 00:15:48.700]  或者所謂的household code
[00:15:48.700 --> 00:15:50.700]  我不知道你有沒有聽過一個人
[00:15:50.700 --> 00:15:52.700]  叫做亞里士多德
[00:15:52.700 --> 00:15:54.700]  不是竇麗士多德
[00:15:54.700 --> 00:15:56.700]  新年頭你們上了路
[00:15:56.700 --> 00:15:58.700]  亞里士多德
[00:15:58.700 --> 00:16:00.700]  亞里斯多德
[00:16:00.700 --> 00:16:02.700]  當時是一個哲學家
[00:16:02.700 --> 00:16:04.700]  有很多的teaching
[00:16:04.700 --> 00:16:06.700]  有很多的教導
[00:16:06.700 --> 00:16:08.700]  都是深入民心的
[00:16:08.700 --> 00:16:10.700]  亞里士多德說了一句這樣的說話
[00:16:10.700 --> 00:16:12.700]  聽清楚
