
[00:00:00.000 --> 00:00:04.000]  加南地的地景是怎樣呢?
[00:07:22.000 --> 00:07:24.000]  又遷到去伯特利東邊的山
[00:07:24.000 --> 00:07:26.000]  支達象棚
[00:07:26.000 --> 00:07:28.000]  西邊的伯特利
[00:07:28.000 --> 00:07:30.000]  東邊的艾
[00:07:30.000 --> 00:07:32.000]  就是在伯特利和艾中間
[00:07:32.000 --> 00:07:34.000]  那裡又為耶和華捉了一座壇
[00:07:34.000 --> 00:07:36.000]  求告耶和華的名
[00:07:36.000 --> 00:07:38.000]  宣講耶和華的名
[00:07:38.000 --> 00:07:40.000]  後來就去哪了
[00:07:40.000 --> 00:07:42.000]  南地
[00:07:42.000 --> 00:07:44.000]  你記得嗎
[00:07:44.000 --> 00:07:46.000]  進了迦南地之後在事件捉了一座壇
[00:07:46.000 --> 00:07:48.000]  在伯特利捉了一座壇
[00:07:48.000 --> 00:07:50.000]  伯特利和艾中間捉了一座壇
[00:07:50.000 --> 00:07:52.000]  然後就去到南地
[00:07:52.000 --> 00:07:54.000]  如果你看地圖
[00:07:54.000 --> 00:07:56.000]  就是由北至南
[00:07:56.000 --> 00:07:58.000]  事件
[00:07:58.000 --> 00:08:00.000]  伯特利
[00:08:00.000 --> 00:08:02.000]  如果找回伯特利在哪
[00:08:02.000 --> 00:08:04.000]  北部
[00:08:04.000 --> 00:08:06.000]  就是在這裡
[00:08:06.000 --> 00:08:08.000]  伯特利和艾中間
[00:08:08.000 --> 00:08:10.000]  所以他跟著中央的山脈
[00:08:10.000 --> 00:08:12.000]  一直向南走
[00:08:12.000 --> 00:08:14.000]  下去
[00:08:14.000 --> 00:08:16.000]  Negev
[00:08:16.000 --> 00:08:18.000]  南地
[00:08:18.000 --> 00:08:20.000]  別士巴這個地方
[00:08:20.000 --> 00:08:22.000]  由北至南一直下來
[00:08:22.000 --> 00:08:24.000]  他跟著這個分水嶺
[00:08:24.000 --> 00:08:26.000]  一直到半遊牧民族
[00:08:26.000 --> 00:08:28.000]  經過不同的地方
[00:08:28.000 --> 00:08:30.000]  所以你見到他
[00:08:30.000 --> 00:08:32.000]  就是這樣去走
[00:08:32.000 --> 00:08:34.000]  去到Negev
[00:08:34.000 --> 00:08:36.000]  由南至北
[00:08:36.000 --> 00:08:38.000]  見到上帝賜給他將來的
[00:08:38.000 --> 00:08:40.000]  這塊地
[00:08:40.000 --> 00:08:42.000]  這個紅線
[00:08:42.000 --> 00:08:44.000]  然後我們就看
[00:08:44.000 --> 00:08:46.000]  藍線
[00:08:46.000 --> 00:08:48.000]  藍線就是由西至東
[00:08:48.000 --> 00:08:50.000]  西至東
[00:08:50.000 --> 00:08:52.000]  你見到
[00:08:52.000 --> 00:08:54.000]  這裏就讓你看到
[00:08:54.000 --> 00:08:56.000]  由地中海開始
[00:08:56.000 --> 00:08:58.000]  然後就是阿什特
[00:08:58.000 --> 00:09:00.000]  這個地方
[00:09:00.000 --> 00:09:02.000]  然後再進入一點
[00:09:02.000 --> 00:09:04.000]  就是到低山地
[00:09:04.000 --> 00:09:06.000]  就是Ekron
[00:09:06.000 --> 00:09:08.000]  以勒倫
[00:09:08.000 --> 00:09:10.000]  其中一個菲利士人的
[00:09:10.000 --> 00:09:12.000]  大的城市
[00:09:12.000 --> 00:09:14.000]  Ekron
[00:09:14.000 --> 00:09:16.000]  再上到去就是
[00:09:16.000 --> 00:09:18.000]  這個地方
[00:09:18.000 --> 00:09:20.000]  很多時候
[00:09:20.000 --> 00:09:22.000]  三武爾的上
[00:09:22.000 --> 00:09:24.000]  四章五章
[00:09:24.000 --> 00:09:26.000]  很多時候在這個地方發生
[00:09:26.000 --> 00:09:28.000]  然後經過
[00:09:28.000 --> 00:09:30.000]  然後再上去
[00:09:30.000 --> 00:09:32.000]  這個中央山地
[00:09:32.000 --> 00:09:34.000]  你見到分水嶺就在這裏
[00:09:34.000 --> 00:09:36.000]  就在耶路撒冷附近
[00:09:36.000 --> 00:09:38.000]  去到耶路撒冷
[00:09:38.000 --> 00:09:40.000]  然後二千多呎的海拔以上
[00:09:40.000 --> 00:09:42.000]  再下去的時候就去到死海
[00:09:42.000 --> 00:09:44.000]  就一直滑下去
[00:09:44.000 --> 00:09:46.000]  然後這個地方就寸草不生
[00:09:46.000 --> 00:09:48.000]  因為雨雲
[00:09:48.000 --> 00:09:50.000]  由西面吹到東面的時候
[00:09:50.000 --> 00:09:52.000]  雨水都是下在
[00:09:52.000 --> 00:09:54.000]  分水嶺
[00:09:54.000 --> 00:09:56.000]  以西的地方
[00:09:56.000 --> 00:09:58.000]  左邊的地方
[00:09:58.000 --> 00:10:00.000]  以東的地方
[00:10:00.000 --> 00:10:02.000]  就不會有雨水
[00:10:02.000 --> 00:10:04.000]  就變成有大礦業
[00:10:04.000 --> 00:10:06.000]  一直下去到死海的
[00:10:06.000 --> 00:10:08.000]  峽谷
[00:10:08.000 --> 00:10:10.000]  然後再上去約旦河東的
[00:10:10.000 --> 00:10:12.000]  高原
[00:10:12.000 --> 00:10:14.000]  你見到Mount Nebo
[00:10:14.000 --> 00:10:16.000]  尼泊山的地方
[00:10:16.000 --> 00:10:18.000]  如果你看看這個立體的話
[00:10:18.000 --> 00:10:20.000]  大概你都
[00:10:20.000 --> 00:10:22.000]  get到是這個意思
[00:10:22.000 --> 00:10:24.000]  由地中海
[00:10:24.000 --> 00:10:26.000]  一直過來這裏
[00:10:26.000 --> 00:10:28.000]  你見到農田都是比較大塊
[00:10:28.000 --> 00:10:30.000]  因為是平原
[00:10:30.000 --> 00:10:32.000]  這裏簡直是機場
[00:10:32.000 --> 00:10:34.000]  今天在特拉維夫的機場
[00:10:34.000 --> 00:10:36.000]  然後你經過另一個大城就是基適
[00:10:36.000 --> 00:10:38.000]  再過來這邊
[00:10:38.000 --> 00:10:40.000]  剛才我們提到白事墨
[00:10:40.000 --> 00:10:42.000]  這個就是低山地的地方
[00:10:42.000 --> 00:10:44.000]  低山地
[00:10:44.000 --> 00:10:46.000]  就是中央山地
[00:10:46.000 --> 00:10:48.000]  和沿海平原
[00:10:48.000 --> 00:10:50.000]  中間的
[00:10:50.000 --> 00:10:52.000]  gateway
[00:10:52.000 --> 00:10:54.000]  關口
[00:10:54.000 --> 00:10:56.000]  門口就在這裏
[00:10:56.000 --> 00:10:58.000]  所以你記得
[00:10:58.000 --> 00:11:00.000]  亞西加
[00:11:00.000 --> 00:11:02.000]  大衛和哥利亞打仗
[00:11:02.000 --> 00:11:04.000]  大家去到
[00:11:04.000 --> 00:11:06.000]  單對單搏鬥的地方
[00:11:06.000 --> 00:11:08.000]  綠色這個地方就是伊拉谷
[00:11:08.000 --> 00:11:10.000]  伊拉谷
[00:11:10.000 --> 00:11:12.000]  你見到我們現在
[00:11:12.000 --> 00:11:14.000]  往東看的時候
[00:11:14.000 --> 00:11:16.000]  就是這個
[00:11:16.000 --> 00:11:18.000]  猶大的山地
[00:11:18.000 --> 00:11:20.000]  中央山地
[00:11:20.000 --> 00:11:22.000]  你再看多一點
[00:11:22.000 --> 00:11:24.000]  當然你在伊拉谷
[00:11:24.000 --> 00:11:26.000]  看不到穿不過這個山
[00:11:26.000 --> 00:11:28.000]  這個山頭後面
[00:11:28.000 --> 00:11:30.000]  就是什麼地方
[00:11:30.000 --> 00:11:32.000]  死海
[00:11:32.000 --> 00:11:34.000]  猶大礦業
[00:11:34.000 --> 00:11:36.000]  回來這裏就是中央山地
[00:11:36.000 --> 00:11:38.000]  然後再下來
[00:11:38.000 --> 00:11:40.000]  這個就是赤斐拉
[00:11:40.000 --> 00:11:42.000]  這個
[00:11:42.000 --> 00:11:44.000]  低山地的地方
[00:11:44.000 --> 00:11:46.000]  然後再下來就是平原的地方
[00:11:46.000 --> 00:11:48.000]  為什麼會在
[00:11:48.000 --> 00:11:50.000]  亞西加附近的伊拉谷
[00:11:50.000 --> 00:11:52.000]  大衛和哥利亞
[00:11:52.000 --> 00:11:54.000]  猶大人和以色列人
[00:11:54.000 --> 00:11:56.000]  和菲利士人會有衝突呢
[00:11:56.000 --> 00:11:58.000]  因為這個就是低山地
[00:11:58.000 --> 00:12:00.000]  就是那個gateway
[00:12:00.000 --> 00:12:02.000]  上面就是以色列人
[00:12:02.000 --> 00:12:04.000]  入主迦南聚居的地方
[00:12:04.000 --> 00:12:06.000]  下面平原包括
[00:12:06.000 --> 00:12:08.000]  加特人
[00:12:08.000 --> 00:12:10.000]  哥利亞
[00:12:10.000 --> 00:12:12.000]  哥利亞就在
[00:12:12.000 --> 00:12:14.000]  加特這個地方出來
[00:12:14.000 --> 00:12:16.000]  這個平原
[00:12:16.000 --> 00:12:18.000]  就是菲利士人的地方
[00:12:18.000 --> 00:12:20.000]  上面就是以色列人和猶大人的地方
[00:12:20.000 --> 00:12:22.000]  所以他們經常有衝突的地方
[00:12:22.000 --> 00:12:24.000]  就是在低山地
[00:12:24.000 --> 00:12:26.000]  這個就是一個緩衝區
[00:12:26.000 --> 00:12:28.000]  那些約櫃的故事
[00:12:28.000 --> 00:12:30.000]  都是在這些地方發生
[00:12:30.000 --> 00:12:32.000]  因為兩者兩個的
[00:12:32.000 --> 00:12:34.000]  勢力就在中間
[00:12:34.000 --> 00:12:36.000]  所以很多時候會有衝突
[00:12:36.000 --> 00:12:38.000]  所以你這樣看的時候
[00:12:38.000 --> 00:12:40.000]  你會發現原來這個地景
[00:12:40.000 --> 00:12:42.000]  可以幫助我們看到聖經裡面
[00:12:42.000 --> 00:12:44.000]  發生了什麼事
[00:12:44.000 --> 00:12:46.000]  菲利士人在沿海平原的地方
[00:12:46.000 --> 00:12:48.000]  最好的地方
[00:12:48.000 --> 00:12:50.000]  恆商發達的地方
[00:12:50.000 --> 00:12:52.000]  都在這裡
[00:12:52.000 --> 00:12:54.000]  以色列人就在山
[00:12:54.000 --> 00:12:56.000]  他們要發展
[00:12:56.000 --> 00:12:58.000]  要去到擴充的時候
[00:12:58.000 --> 00:13:00.000]  就一定要下來下面
[00:13:00.000 --> 00:13:02.000]  然後菲利士人就和他們有很多這樣的張力
[00:13:02.000 --> 00:13:04.000]  這個就是
[00:13:04.000 --> 00:13:06.000]  讓我們一個地景
[00:13:06.000 --> 00:13:08.000]  可以明白到聖經裡面的一些經文

