
[00:00:00.000 --> 00:00:04.600]  咁今日嘅講到呢中英中英文堂呢都係Mark Sir嘅
[00:02:40.200 --> 00:02:42.800]  所以呢喺今個主日開始
[00:02:42.800 --> 00:02:44.400]  我想同大家諗一諗
[00:02:44.400 --> 00:02:47.200]  到底復活節係一回乜嘢事
[00:02:47.200 --> 00:02:50.400]  你話唔係喎 復活節過咗 仲講復活節做咩
[00:02:50.400 --> 00:02:52.600]  就係因為復活節完咗
[00:02:52.600 --> 00:02:54.600]  我哋先應該講復活節
[00:02:54.600 --> 00:02:56.200]  我哋先諗起
[00:02:56.200 --> 00:03:00.600]  以新約裏面講到我哋基督嘅信仰
[00:03:00.600 --> 00:03:04.200]  嗰個嘅foundation 基礎
[00:03:04.200 --> 00:03:07.600]  就係耶穌基督嘅復活
[00:03:07.600 --> 00:03:08.600]  所以今日好簡單
[00:03:08.600 --> 00:03:11.200]  我想有兩點係同大家分享
[00:03:11.200 --> 00:03:12.800]  但係未分享之前
[00:03:12.800 --> 00:03:17.000]  我哋先讀聖經裏面記載
[00:03:17.000 --> 00:03:19.000]  第一個復活嘅主日
[00:03:19.000 --> 00:03:20.000]  到底發生咩事
[00:03:20.000 --> 00:03:21.000]  係咪好有feel
[00:03:21.000 --> 00:03:25.000]  過咗復活節我哋仲喺度睇復活節嘅經文
[00:03:25.000 --> 00:03:28.000]  你睇下新約裏面好多時就係唔放手
[00:03:28.000 --> 00:03:31.000]  唔係耶穌喺十字架上死就完
[00:03:31.000 --> 00:03:33.400]  係有主從死裏面復活
[00:03:33.400 --> 00:03:34.400]  我哋睇睇呢個故事
[00:03:34.400 --> 00:03:36.400]  約翰福音第20章第一節
[00:03:36.400 --> 00:03:39.400]  七日嘅第一日清晨
[00:03:39.400 --> 00:03:41.000]  天還黑嘅時候
[00:03:41.000 --> 00:03:44.000]  沒大拉的瑪利亞來到墳墓
[00:03:44.000 --> 00:03:47.400]  看見石頭已從墳墓挪開了
[00:03:47.400 --> 00:03:50.800]  就跑去見西門彼得和耶穌所愛的那個門徒
[00:03:50.800 --> 00:03:51.800]  呢個應該係約翰
[00:03:51.800 --> 00:03:53.800]  對佢哋說
[00:03:53.800 --> 00:03:57.800]  有人從墳墓裏面把柱移走了
[00:03:57.800 --> 00:04:01.800]  我哋不知道佢哋把他放在那裏
[00:04:01.800 --> 00:04:04.800]  彼得和那門徒就出去往墳墓去
[00:04:04.800 --> 00:04:06.800]  兩個人同跑
[00:04:06.800 --> 00:04:09.800]  那門徒比彼得跑得更快
[00:04:09.800 --> 00:04:12.800]  呢個可能約翰比彼得跑得更快
[00:04:12.800 --> 00:04:13.800]  可能佢後生啲
[00:04:13.800 --> 00:04:14.800]  應該佢應該後生啲
[00:04:14.800 --> 00:04:16.800]  後生仔應該跑快啲
[00:04:16.800 --> 00:04:18.800]  後生仔就後面
[00:04:18.800 --> 00:04:23.800]  到了墳墓低頭往裏面看
[00:04:23.800 --> 00:04:26.800]  看見西瑪布還放在那裏
[00:04:26.800 --> 00:04:27.800]  只是沒有進去
[00:04:27.800 --> 00:04:29.800]  西門彼得個老啲嘅
[00:04:29.800 --> 00:04:33.800]  隨後嘅終於喘晒氣咁到
[00:04:33.800 --> 00:04:36.800]  進了墳墓看見西瑪布放在那裏
[00:04:36.800 --> 00:04:38.800]  又看見耶穌嘅果頭根
[00:04:38.800 --> 00:04:41.800]  沒有跟西瑪布放在一起
[00:04:41.800 --> 00:04:45.800]  係另一處捲起嘅摺起咗嘅
[00:04:45.800 --> 00:04:48.800]  然後先到墳墓嘅那門徒約翰
[00:04:48.800 --> 00:04:49.800]  亦都進去
[00:04:49.800 --> 00:04:52.800]  他看見就信了
[00:04:52.800 --> 00:04:54.800]  他們還不明白聖經所說
[00:04:54.800 --> 00:04:58.800]  耶穌必須從死人中復活的意思
[00:04:58.800 --> 00:05:02.800]  於是兩個門徒回自己的住處去了
[00:05:02.800 --> 00:05:06.800]  瑪利亞卻站在墳墓外面哭
[00:05:06.800 --> 00:05:10.800]  他哭嘅時候低頭往墳墓裏面看
[00:05:10.800 --> 00:05:12.800]  看見兩個天使著著白衣
[00:05:12.800 --> 00:05:15.800]  在安放耶穌身體的地方坐著
[00:05:15.800 --> 00:05:16.800]  一個在頭一個在腳
[00:05:16.800 --> 00:05:17.800]  天使對他說
[00:05:17.800 --> 00:05:19.800]  夫人你為什麼哭
[00:05:19.800 --> 00:05:21.800]  他對他們說
[00:05:21.800 --> 00:05:24.800]  因為有人把我主移走了
[00:05:24.800 --> 00:05:27.800]  我不知道他們把他放在那裏
[00:05:27.800 --> 00:05:28.800]  說了者說
[00:05:28.800 --> 00:05:31.800]  他轉身來看見耶穌站在那裏
[00:05:31.800 --> 00:05:35.800]  卻不知道他是耶穌
[00:05:35.800 --> 00:05:36.800]  耶穌問他
[00:05:36.800 --> 00:05:39.800]  夫人你為什麼哭你找誰
[00:05:39.800 --> 00:05:42.800]  瑪利亞以為他是看完子的
[00:05:42.800 --> 00:05:43.800]  就對他說
[00:05:43.800 --> 00:05:47.800]  先生若是你把他移了去
[00:05:47.800 --> 00:05:50.800]  請告訴我你把他放在那裏
[00:05:50.800 --> 00:05:52.800]  我去把他移回來
[00:05:52.800 --> 00:05:54.800]  耶穌對他說
[00:05:54.800 --> 00:05:55.800]  瑪利亞
[00:05:55.800 --> 00:05:59.800]  瑪利亞轉身來用希伯來話對他說
[00:05:59.800 --> 00:06:00.800]  拉玻璃
[00:06:00.800 --> 00:06:03.800]  拉玻璃就是老師拉筆的意思
[00:06:03.800 --> 00:06:04.800]  耶穌對他說
[00:06:04.800 --> 00:06:05.800]  不要拉住我
[00:06:05.800 --> 00:06:08.800]  因為我還沒有升上去見我的父
[00:06:08.800 --> 00:06:13.800]  請你到我的弟兄那裏去告訴他們
[00:06:13.800 --> 00:06:15.800]  我要升上去見我的父
[00:06:15.800 --> 00:06:17.800]  也是你們的父
[00:06:17.800 --> 00:06:20.800]  見我的上帝也是你們的上帝
[00:06:20.800 --> 00:06:24.800]  穆達拉的瑪利亞就向門徒報信
[00:06:24.800 --> 00:06:27.800]  我已經看見了主
[00:06:27.800 --> 00:06:33.800]  他又把主對他說的話告訴門徒
[00:06:33.800 --> 00:06:36.800]  這個就是第一個主日
[00:06:36.800 --> 00:06:38.800]  清晨發生的事
[00:06:38.800 --> 00:06:40.800]  今天我想和你分享兩點
[00:06:40.800 --> 00:06:41.800]  第一點
[00:06:41.800 --> 00:06:45.800]  如果你去到作為一個好學生
[00:06:45.800 --> 00:06:47.800]  我們都是好學生
[00:06:47.800 --> 00:06:49.800]  我們看一段文字的時候
[00:06:49.800 --> 00:06:51.800]  我們學一下怎樣去看它
[00:06:51.800 --> 00:06:54.800]  看這些復活的記載
[00:06:54.800 --> 00:06:56.800]  復活的主日的故事
[00:06:56.800 --> 00:06:59.800]  裏面的技術裏面的細節等等
[00:06:59.800 --> 00:07:03.800]  我們發現這些復活的主日的記載
[00:07:03.800 --> 00:07:06.800]  都是有歷史的寫實性
[00:07:06.800 --> 00:07:10.800]  就好像你看一個新聞報道
[00:07:10.800 --> 00:07:12.800]  上兩個星期
[00:07:12.800 --> 00:07:14.800]  我們一個多星期前
[00:07:14.800 --> 00:07:17.800]  這附近有大火
[00:07:17.800 --> 00:07:19.800]  在阿脫那裏有大火
[00:07:19.800 --> 00:07:21.800]  你看看不同的新聞報道
[00:07:21.800 --> 00:07:24.800]  那些細節都不一樣
[00:07:24.800 --> 00:07:27.800]  但是所報道的東西都是有共通點
[00:07:27.800 --> 00:07:30.800]  你就發現有件事發生了
[00:07:30.800 --> 00:07:33.800]  你看復活的記載其實都是一樣
[00:07:33.800 --> 00:07:36.800]  有歷史的寫實性
[00:07:36.800 --> 00:07:37.800]  這是第一點
[00:07:37.800 --> 00:07:40.800]  第二點就是復活的清晨
[00:07:40.800 --> 00:07:44.800]  復活的主日是一個新的創造的開始
[00:07:44.800 --> 00:07:46.800]  第一點
[00:07:46.800 --> 00:07:49.800]  就是那個所謂的Historical Authenticity
[00:07:49.800 --> 00:07:53.800]  你看那個復活的記載的時候
[00:07:53.800 --> 00:07:55.800]  你會找到一些證據
[00:07:55.800 --> 00:07:57.800]  或者找到一些記號
[00:07:57.800 --> 00:08:01.800]  你會發現那些不同的人的記述裏面
[00:08:01.800 --> 00:08:06.800]  那些細節是很不同的
[00:08:06.800 --> 00:08:10.800]  馬太、馬可、路加和約翰
[00:08:10.800 --> 00:08:11.800]  四幅音書
[00:08:11.800 --> 00:08:13.800]  記載同一件事
[00:08:13.800 --> 00:08:15.800]  都是有些不同
[00:08:15.800 --> 00:08:17.800]  如果你看看馬太的福音
[00:08:17.800 --> 00:08:19.800]  去記載復活節的清晨
[00:08:19.800 --> 00:08:21.800]  第七天的頭一日
[00:08:21.800 --> 00:08:23.800]  清晨的時候發生了什麼事
[00:08:23.800 --> 00:08:24.800]  有誰在呢?
[00:08:24.800 --> 00:08:25.800]  就是有馬尼亞
[00:08:25.800 --> 00:08:27.800]  和另外一個馬尼亞
[00:08:27.800 --> 00:08:31.800]  當時很多時候女孩子都叫馬尼亞
[00:08:31.800 --> 00:08:33.800]  你生女兒就叫馬尼亞
[00:08:33.800 --> 00:08:34.800]  你在街上叫馬尼亞
[00:08:34.800 --> 00:08:36.800]  有十幾個人認你
[00:08:36.800 --> 00:08:39.800]  這是一個很常見的名字
[00:08:39.800 --> 00:08:41.800]  但是馬太福音就記載了
[00:08:41.800 --> 00:08:44.800]  有莫大拉的馬尼亞和另外一個馬尼亞
[00:08:44.800 --> 00:08:46.800]  然後馬可福音就記載了
[00:08:46.800 --> 00:08:47.800]  有莫大拉的馬尼亞
[00:08:47.800 --> 00:08:49.800]  和一個雅國的母親
[00:08:49.800 --> 00:08:51.800]  叫什麼名字?
[00:08:51.800 --> 00:08:52.800]  叫馬尼亞
[00:08:52.800 --> 00:08:54.800]  然後有另外一個女人
[00:08:54.800 --> 00:08:57.800]  然後去到勞加的時候
[00:08:57.800 --> 00:09:00.800]  又是記載有莫大拉的誰?
[00:09:00.800 --> 00:09:01.800]  馬尼亞
[00:09:01.800 --> 00:09:02.800]  沒錯
[00:09:02.800 --> 00:09:04.800]  還有其他的女人在當中
[00:09:04.800 --> 00:09:07.800]  約翰福音剛剛看的那個故事
[00:09:07.800 --> 00:09:09.800]  就只有莫大拉的誰?
[00:09:09.800 --> 00:09:10.800]  馬尼亞
[00:09:10.800 --> 00:09:11.800]  沒錯
[00:09:11.800 --> 00:09:12.800]  又是馬尼亞
[00:09:12.800 --> 00:09:14.800]  但只是看到馬尼亞
[00:09:14.800 --> 00:09:16.800]  這些不同的四個的記述
[00:09:16.800 --> 00:09:18.800]  四份的所謂報章
[00:09:18.800 --> 00:09:20.800]  去記載這件事情的時候
[00:09:20.800 --> 00:09:23.800]  細節都是不盡相同
[00:09:23.800 --> 00:09:25.800]  但有一些共通點
[00:09:25.800 --> 00:09:27.800]  有什麼共通點呢?
[00:09:27.800 --> 00:09:29.800]  他們記載了一個空墳墓
[00:09:29.800 --> 00:09:31.800]  並且那個空墳墓
[00:09:31.800 --> 00:09:35.800]  不是有盜賊來搶東西的
[00:09:35.800 --> 00:09:38.800]  你有沒有留意剛剛看那段經文的時候
[00:09:38.800 --> 00:09:40.800]  有一個細節
[00:09:40.800 --> 00:09:42.800]  是作者特意去留神
[00:09:42.800 --> 00:09:44.800]  要我們知道的
[00:09:44.800 --> 00:09:49.800]  就是他說有兩條的細麻布
[00:09:49.800 --> 00:09:51.800]  一條是裹頭巾
[00:09:51.800 --> 00:09:54.800]  一條是包屍身的布
[00:09:54.800 --> 00:09:55.800]  有兩塊的
[00:09:55.800 --> 00:09:58.800]  我們找到第一世紀的墳墓
[00:09:58.800 --> 00:10:00.800]  是這樣撞當時的屍身
[00:10:00.800 --> 00:10:01.800]  是有兩塊布
[00:10:01.800 --> 00:10:03.800]  一塊布是蒙頭的
[00:10:03.800 --> 00:10:05.800]  一塊布是蒙屍身的
[00:10:05.800 --> 00:10:07.800]  他怎樣記載呢?
[00:10:07.800 --> 00:10:11.800]  他說裹頭巾和細麻布
[00:10:11.800 --> 00:10:14.800]  就是放在各一處
[00:10:14.800 --> 00:10:16.800]  然後怎樣記載呢?
[00:10:16.800 --> 00:10:18.800]  是摺起了的
[00:10:18.800 --> 00:10:20.800]  很整齊的摺起了
[00:10:20.800 --> 00:10:24.800]  你今天早上起床的時候有沒有摺床?
[00:10:24.800 --> 00:10:27.800]  沒有吧?
[00:10:27.800 --> 00:10:30.800]  如果有人現在進入你的睡房的時候
[00:10:30.800 --> 00:10:33.800]  可能他會覺得有賊仔進去
[00:10:33.800 --> 00:10:35.800]  因為太亂了
[00:10:35.800 --> 00:10:38.800]  有誰摺床的?
[00:10:38.800 --> 00:10:39.800]  Very good
[00:10:39.800 --> 00:10:41.800]  我不會摺床的
[00:10:41.800 --> 00:10:43.800]  但我老婆會摺床
[00:10:44.800 --> 00:10:47.800]  你看到這個空墳墓的記載
[00:10:47.800 --> 00:10:50.800]  他特別講到什麼呢?
[00:10:50.800 --> 00:10:53.800]  就是兩塊的毛巾
[00:10:53.800 --> 00:10:56.800]  兩塊的細麻布
[00:10:56.800 --> 00:10:59.800]  很整齊的放在那裡
[00:10:59.800 --> 00:11:05.800]  那個墳墓是沒有被盜獵過的
[00:11:05.800 --> 00:11:08.800]  全部東西都是in order
[00:11:08.800 --> 00:11:10.800]  很整齊的放在那裡
[00:11:10.800 --> 00:11:13.800]  這是第一
[00:11:13.800 --> 00:11:14.800]  第二
[00:11:14.800 --> 00:11:19.800]  四個福音書記載第一個復活的主人
[00:11:19.800 --> 00:11:25.800]  都有記載哪一個是第一個的見證人
[00:11:25.800 --> 00:11:27.800]  什麼名字呢?
[00:11:27.800 --> 00:11:28.800]  瑪麗亞
[00:11:28.800 --> 00:11:30.800]  是女人
[00:11:30.800 --> 00:11:32.800]  這個很奇怪
[00:11:32.800 --> 00:11:36.800]  如果你想去fabricate一個故事
[00:11:36.800 --> 00:11:39.800]  在第一世紀的背景裡面
[00:11:39.800 --> 00:11:42.800]  如果你想去作一些東西
[00:11:42.800 --> 00:11:45.800]  以致有公信力的話
[00:11:45.800 --> 00:11:50.800]  你就大概不會這樣去記載第一個的復活清晨
[00:11:50.800 --> 00:11:54.800]  因為第一班見證人就是女人
[00:11:54.800 --> 00:11:57.800]  不是男人
[00:11:57.800 --> 00:12:00.800]  以前第一世紀猶太人的社會
[00:12:00.800 --> 00:12:03.800]  上到法庭的
[00:12:03.800 --> 00:12:05.800]  或者做到法庭上見證人的
[00:12:05.800 --> 00:12:08.800]  全部都是男人
[00:12:08.800 --> 00:12:10.800]  女人是不可以上法庭的
[00:12:10.800 --> 00:12:15.800]  因為女人說的話是不可信的
[00:12:15.800 --> 00:12:18.800]  你今天是不是這樣想?
[00:12:18.800 --> 00:12:23.800]  所以你最近有沒有收到那些Jury duty的信?
[00:12:23.800 --> 00:12:27.800]  以前第一世紀女人就不會收到那些信
[00:12:27.800 --> 00:12:30.800]  因為全部都是照男人去做法庭的見證人
[00:12:30.800 --> 00:12:33.800]  或者在法庭裡面工作
[00:12:33.800 --> 00:12:38.800]  女人說的話大概是不可信的
[00:12:38.800 --> 00:12:42.800]  因為你知道當時是男尊女卑的社會
[00:12:42.800 --> 00:12:44.800]  Patriarchal society
[00:12:44.800 --> 00:12:47.800]  所以男人是尊貴一點的
[00:12:47.800 --> 00:12:48.800]  我自己過去這麼多年
[00:12:48.800 --> 00:12:53.800]  我搜集過一些當時的一些人寫有關女人的東西
[00:12:53.800 --> 00:12:55.800]  我覺得這幾句是很表達到當時
[00:12:55.800 --> 00:12:58.800]  一般來說是怎樣去看待女人
[00:12:58.800 --> 00:13:00.800]  或者女人所說的話
[00:13:00.800 --> 00:13:02.800]  我和你分享一下好不好?
[00:13:02.800 --> 00:13:04.800]  拉比說什麼呢?
[00:13:04.800 --> 00:13:06.800]  智者曾經說
[00:13:06.800 --> 00:13:08.800]  男人和女人談話太多的話
[00:13:08.800 --> 00:13:09.800]  就會有三個後果
[00:13:09.800 --> 00:13:12.800]  第一個後果就是他會自己帶來禍患
[00:13:12.800 --> 00:13:14.800]  第二就是浪費時間
[00:13:14.800 --> 00:13:16.800]  忽視了言讀律法的時間
[00:13:16.800 --> 00:13:20.800]  第三就是最終會接受地獄
[00:13:20.800 --> 00:13:22.800]  對不對?
[00:13:22.800 --> 00:13:24.800]  如果和女人說話太多的話
[00:13:24.800 --> 00:13:28.800]  不如多點茶經吧
[00:13:28.800 --> 00:13:30.800]  OK 第二句
[00:13:31.800 --> 00:13:33.800]  很有回響
[00:13:33.800 --> 00:13:35.800]  他說女人是貪吃的
[00:13:35.800 --> 00:13:40.800]  因為女人是涉嫌揭開別人的論社的instant pot
[00:13:40.800 --> 00:13:43.800]  想知道別人煮什麼
[00:13:43.800 --> 00:13:45.800]  OK
[00:13:45.800 --> 00:13:51.800]  這些都是猶太拉比的說法
[00:13:51.800 --> 00:13:53.800]  猶太拉比就說這些
[00:13:53.800 --> 00:13:57.800]  其實他們都很官人於微
[00:13:57.800 --> 00:14:00.800]  他們知道女人的特性是怎樣
[00:14:00.800 --> 00:14:02.800]  但他在說什麼呢?
[00:14:02.800 --> 00:14:04.800]  其實就是女人的天性
[00:14:04.800 --> 00:14:06.800]  你弄清楚
[00:14:06.800 --> 00:14:08.800]  不是我這樣看的
[00:14:08.800 --> 00:14:10.800]  我很尊重女士
[00:14:10.800 --> 00:14:12.800]  我不是這樣看
[00:14:12.800 --> 00:14:14.800]  是以前的猶太拉比
[00:14:14.800 --> 00:14:16.800]  所以做Civus
[00:14:16.800 --> 00:14:18.800]  第一世紀的歷史學家
[00:14:18.800 --> 00:14:20.800]  猶太人
[00:14:20.800 --> 00:14:24.800]  他說見證人的旨在不可受理
[00:14:24.800 --> 00:14:26.800]  但要三個或最少兩個
[00:14:26.800 --> 00:14:28.800]  其實提摩太前遊書都有說
[00:14:28.800 --> 00:14:30.800]  要兩個或三個
[00:14:30.800 --> 00:14:32.800]  而這些見證人
[00:14:32.800 --> 00:14:34.800]  是要有好的生命和見證
[00:14:34.800 --> 00:14:38.800]  但不可承認女人的正宮
[00:14:38.800 --> 00:14:40.800]  因為女人是率性和魯莽
[00:14:40.800 --> 00:14:42.800]  誰贊成?
[00:14:42.800 --> 00:14:44.800]  OK
[00:14:44.800 --> 00:14:46.800]  所以你可以看到
[00:14:46.800 --> 00:14:52.800]  如果第一個的副節
[00:14:52.800 --> 00:14:56.800]  當他們如實去報道的時候
[00:14:56.800 --> 00:14:58.800]  他們就沒得選擇
[00:14:58.800 --> 00:15:00.800]  他們一定要告訴你
[00:15:00.800 --> 00:15:02.800]  第一班的見證人
[00:15:02.800 --> 00:15:04.800]  就是女人
[00:15:04.800 --> 00:15:06.800]  所以你就可以看到
[00:15:06.800 --> 00:15:08.800]  這些所謂的技術
[00:15:08.800 --> 00:15:10.800]  我們做一個好學生
[00:15:10.800 --> 00:15:12.800]  那些技術是那種
[00:15:12.800 --> 00:15:14.800]  我們叫Authentic
[00:15:14.800 --> 00:15:16.800]  很實在的
[00:15:16.800 --> 00:15:18.800]  真是這樣報道
[00:15:18.800 --> 00:15:20.800]  其他的男人都去哪了?
[00:15:20.800 --> 00:15:22.800]  全部都躲起來
[00:15:22.800 --> 00:15:24.800]  In fact
[00:15:24.800 --> 00:15:26.800]  路加福音第十四章
[00:15:26.800 --> 00:15:28.800]  都有這樣的味道
[00:15:28.800 --> 00:15:32.800]  有些所謂看不起女人的態度
[00:15:32.800 --> 00:15:34.800]  就是那些女人去見到空墳墓的時候
[00:15:34.800 --> 00:15:36.800]  然後她們回來
[00:15:36.800 --> 00:15:38.800]  和那些藍門徒
[00:15:38.800 --> 00:15:40.800]  全部都是躲起來的那些藍門徒
[00:15:40.800 --> 00:15:42.800]  來解釋的時候
[00:15:42.800 --> 00:15:44.800]  他們說什麼呢?
[00:15:44.800 --> 00:15:46.800]  這些使徒就以為
[00:15:46.800 --> 00:15:48.800]  這些女人所說的話
[00:15:48.800 --> 00:15:50.800]  就是無稽之談
[00:15:50.800 --> 00:15:52.800]  就不相信
[00:15:52.800 --> 00:15:54.800]  Nonsense
[00:15:54.800 --> 00:15:56.800]  或者以前和學本也做
[00:15:56.800 --> 00:15:58.800]  是胡言
[00:15:58.800 --> 00:16:00.800]  胡說八道
[00:16:00.800 --> 00:16:02.800]  所以你看到第一個主人
[00:16:02.800 --> 00:16:04.800]  就發生這樣的事
[00:16:04.800 --> 00:16:06.800]  很奇怪
[00:16:06.800 --> 00:16:08.800]  女人就出去
[00:16:08.800 --> 00:16:10.800]  她們想打理
[00:16:10.800 --> 00:16:12.800]  耶穌安葬的事
[00:16:12.800 --> 00:16:14.800]  因為之前的安息日太急了
[00:16:14.800 --> 00:16:16.800]  搞不定
[00:16:16.800 --> 00:16:18.800]  因為安息日不可以做事
[00:16:18.800 --> 00:16:20.800]  所以七天的第一個早上
[00:16:20.800 --> 00:16:22.800]  早上她們就去
[00:16:22.800 --> 00:16:24.800]  帶香膏等等
[00:16:24.800 --> 00:16:26.800]  去預備那個師生
[00:16:26.800 --> 00:16:28.800]  然後每樣東西都預備好
[00:16:28.800 --> 00:16:30.800]  搞定了
[00:16:30.800 --> 00:16:32.800]  第一班去到的就是女人
[00:16:32.800 --> 00:16:34.800]  你會發現
[00:16:34.800 --> 00:16:36.800]  四方的記載
[00:16:36.800 --> 00:16:38.800]  復活節的清晨
[00:16:38.800 --> 00:16:40.800]  女人都是自出自入的
[00:16:40.800 --> 00:16:42.800]  男人就因為怕迫害
[00:16:42.800 --> 00:16:44.800]  然後她們全部都躲起來
[00:16:44.800 --> 00:16:46.800]  這個其實很符合
[00:16:46.800 --> 00:16:48.800]  中東的文化
[00:16:48.800 --> 00:16:50.800]  我記得有一次聽一個
[00:16:50.800 --> 00:16:52.800]  去中東宣教的
[00:16:52.800 --> 00:16:54.800]  傳教士
[00:16:54.800 --> 00:16:56.800]  他就回憶中東
[00:16:56.800 --> 00:16:58.800]  某些地方
[00:16:58.800 --> 00:17:00.800]  去打仗的時候
[00:17:00.800 --> 00:17:02.800]  戰火連天的時候
[00:17:02.800 --> 00:17:04.800]  他說當然
[00:17:04.800 --> 00:17:06.800]  他就是躲在家裡
[00:17:06.800 --> 00:17:08.800]  但他家裡望出去的時候
[00:17:08.800 --> 00:17:10.800]  他發現全部那些
[00:17:10.800 --> 00:17:12.800]  所謂守衛的男人全部都躲起來
[00:17:12.800 --> 00:17:14.800]  但是每一天
[00:17:14.800 --> 00:17:16.800]  從早到晚那些女人
[00:17:16.800 --> 00:17:18.800]  都是照樣出街買菜
[00:17:18.800 --> 00:17:20.800]  然後回家煮飯
[00:17:20.800 --> 00:17:22.800]  為什麼呢?
[00:17:22.800 --> 00:17:24.800]  因為那些男人不看女人在眼內
[00:17:24.800 --> 00:17:26.800]  對不對?
[00:17:26.800 --> 00:17:28.800]  她們可以
[00:17:28.800 --> 00:17:30.800]  手無殺雞之力
[00:17:30.800 --> 00:17:32.800]  當然可能你們
[00:17:32.800 --> 00:17:34.800]  比很多男人更愛宰雞
[00:17:34.800 --> 00:17:38.800]  但你看到男人
[00:17:38.800 --> 00:17:40.800]  怎樣看女人在這樣的環境裡面
[00:17:40.800 --> 00:17:42.800]  所以你看到
[00:17:42.800 --> 00:17:44.800]  這些節節記載的時候
[00:17:44.800 --> 00:17:46.800]  你就會發現
[00:17:46.800 --> 00:17:48.800]  好像他們
[00:17:48.800 --> 00:17:50.800]  找到這個空墳墓的時候
[00:17:50.800 --> 00:17:52.800]  不單止是如實的記載
[00:17:52.800 --> 00:17:54.800]  也會想起
