
[00:00:00.000 --> 00:00:03.040]  我們繼續Evan的系列
[00:03:18.700 --> 00:03:20.700]  一些的應許
[00:03:20.700 --> 00:03:21.700]  譬如大衛家的應許
[00:03:21.700 --> 00:03:22.700]  大衛國道
[00:03:22.700 --> 00:03:25.700]  以色列的君王要嫁到等等
[00:03:25.700 --> 00:03:27.700]  這些盼望這些的應許
[00:03:27.700 --> 00:03:29.700]  瑪麗亞應該很清楚
[00:03:29.700 --> 00:03:32.700]  因為她是一個敬虔的猶太人的家庭
[00:03:32.700 --> 00:03:34.700]  所以我問一下你
[00:03:34.700 --> 00:03:36.700]  特別當耶穌出生之後
[00:03:36.700 --> 00:03:40.700]  她帶耶穌去到耶路撒冷的聖殿
[00:03:40.700 --> 00:03:43.700]  她所獻的祭物
[00:03:43.700 --> 00:03:46.700]  是兩隻班戈或者初甲
[00:03:46.700 --> 00:03:49.700]  按照摩西的律法你就知道了
[00:03:49.700 --> 00:03:51.700]  如果只獻兩隻初甲
[00:03:51.700 --> 00:03:53.700]  那就是什麼呢
[00:03:53.700 --> 00:03:56.700]  就是貧苦大眾
[00:03:56.700 --> 00:03:58.700]  因為摩西的律法裡面說到
[00:03:58.700 --> 00:03:59.700]  如果你負擔不住的話
[00:03:59.700 --> 00:04:01.700]  你就獻上一隻初甲
[00:04:01.700 --> 00:04:05.700]  另外瑪麗亞的年紀有多大
[00:04:05.700 --> 00:04:07.700]  這裡
[00:04:07.700 --> 00:04:09.700]  大概有多大
[00:04:09.700 --> 00:04:11.700]  我們每個人都比她大
[00:04:11.700 --> 00:04:13.700]  應該十二三歲
[00:04:13.700 --> 00:04:15.700]  可能十四五歲
[00:04:15.700 --> 00:04:17.700]  為什麼因為以前的人
[00:04:17.700 --> 00:04:21.700]  到了十二三歲的時候
[00:04:21.700 --> 00:04:24.700]  他們就會談婚論嫁
[00:04:24.700 --> 00:04:27.700]  然後就建立家庭
[00:04:27.700 --> 00:04:29.700]  是不是比我們大
[00:04:29.700 --> 00:04:30.700]  比我們小
[00:04:30.700 --> 00:04:32.700]  比我們小很多
[00:04:32.700 --> 00:04:36.700]  所以是一個高中女孩
[00:04:36.700 --> 00:04:39.700]  可能是專一
[00:04:39.700 --> 00:04:43.700]  但居然她去到
[00:04:43.700 --> 00:04:48.700]  接受了這個報喜
[00:04:48.700 --> 00:04:51.700]  這裡所謂講一章二十七節
[00:04:51.700 --> 00:04:57.700]  同女已經許配了大衛家的約瑟
[00:04:57.700 --> 00:04:59.700]  我想這個時候
[00:04:59.700 --> 00:05:01.700]  嫁妝都已經講了
[00:05:01.700 --> 00:05:02.700]  準備了
[00:05:02.700 --> 00:05:03.700]  可能幾個月後
[00:05:03.700 --> 00:05:06.700]  她就要下嫁給約瑟
[00:05:06.700 --> 00:05:07.700]  是不是
[00:05:07.700 --> 00:05:09.700]  當時平凡的男女
[00:05:09.700 --> 00:05:11.700]  都是預料中事
[00:05:11.700 --> 00:05:13.700]  每個人都可以做這件事
[00:05:13.700 --> 00:05:14.700]  搞定這些東西
[00:05:14.700 --> 00:05:16.700]  應該是順理成章的
[00:05:16.700 --> 00:05:17.700]  原心計劃都是這樣的
[00:05:17.700 --> 00:05:18.700]  去到那個階段
[00:05:18.700 --> 00:05:20.700]  他們就應該很順利
[00:05:20.700 --> 00:05:22.700]  相看了
[00:05:22.700 --> 00:05:24.700]  約瑟、瑪麗亞
[00:05:24.700 --> 00:05:26.700]  搞定了兩家人
[00:05:26.700 --> 00:05:28.700]  講好了所有的東西
[00:05:28.700 --> 00:05:33.700]  禮服、婚宴都談好了
[00:05:33.700 --> 00:05:35.700]  天使就來報喜
[00:05:35.700 --> 00:05:37.700]  一章三十節
[00:05:37.700 --> 00:05:39.700]  天使對她說
[00:05:39.700 --> 00:05:40.700]  瑪麗亞不要怕
[00:05:40.700 --> 00:05:42.700]  在神面前你已經蒙恩了
[00:05:42.700 --> 00:05:44.700]  你要懷孕生子
[00:05:44.700 --> 00:05:47.700]  要給他起名叫耶穌
[00:05:47.700 --> 00:05:48.700]  他將要為大
[00:05:48.700 --> 00:05:51.700]  稱為至高者的兒子
[00:05:51.700 --> 00:05:55.700]  主神要把他祖先大衛的王位給他
[00:05:55.700 --> 00:05:58.700]  他要作那國家的王
[00:05:58.700 --> 00:05:59.700]  直到永遠
[00:05:59.700 --> 00:06:01.700]  他的國沒有窮盡
[00:06:01.700 --> 00:06:03.700]  瑪麗亞對天使說
[00:06:03.700 --> 00:06:04.700]  我沒有出嫁
[00:06:04.700 --> 00:06:07.700]  怎麼會有這事呢
[00:06:07.700 --> 00:06:09.700]  天使回答她說
[00:06:09.700 --> 00:06:10.700]  聖靈要臨到你身上
[00:06:10.700 --> 00:06:13.700]  至高者的能力要庇佑你
[00:06:13.700 --> 00:06:16.700]  因此那要出生的聖者
[00:06:16.700 --> 00:06:18.700]  要稱為神的兒子
[00:06:18.700 --> 00:06:21.700]  況且你的親戚伊麗莎白
[00:06:21.700 --> 00:06:24.700]  就算那數來稱為畢生育的
[00:06:24.700 --> 00:06:27.700]  在年老的時候也懷了男胎
[00:06:27.700 --> 00:06:29.700]  現在懷孕六個月了
[00:06:29.700 --> 00:06:31.700]  因為出於神的話
[00:06:31.700 --> 00:06:34.700]  沒有一句不大能力
[00:06:34.700 --> 00:06:35.700]  我想像一下
[00:06:35.700 --> 00:06:37.700]  十幾歲的一個女孩
[00:06:37.700 --> 00:06:41.700]  去接到一個這樣的消息
[00:06:41.700 --> 00:06:45.700]  對她來說是非常驚天動地
[00:06:45.700 --> 00:06:49.700]  我想你們可以想像一下
[00:06:49.700 --> 00:06:52.700]  到底在一個少女的腦海裏
[00:06:52.700 --> 00:06:55.700]  她在想什麼
[00:06:55.700 --> 00:06:58.700]  可能在想為什麼要選中我
[00:06:58.700 --> 00:07:01.700]  為什麼是我
[00:07:01.700 --> 00:07:02.700]  首先第一件事
[00:07:02.700 --> 00:07:05.700]  瑪麗亞這個名字
[00:07:05.700 --> 00:07:08.700]  或者叫瑪麗亞的女孩
[00:07:08.700 --> 00:07:09.700]  通街也是
[00:07:09.700 --> 00:07:12.700]  按照我們當時的名字的研究
[00:07:12.700 --> 00:07:14.700]  猶太人的社會裏面
[00:07:14.700 --> 00:07:18.700]  50%以上的人都是叫瑪麗亞的
[00:07:18.700 --> 00:07:19.700]  瑪麗亞這麼多個
[00:07:19.700 --> 00:07:22.700]  為什麼偏偏選中她呢
[00:07:22.700 --> 00:07:23.700]  跟她年紀差不多的瑪麗亞
[00:07:23.700 --> 00:07:25.700]  也有很多的
[00:07:25.700 --> 00:07:28.700]  整班同學裏面
[00:07:28.700 --> 00:07:32.700]  有半個都是叫Mary
[00:07:32.700 --> 00:07:35.700]  還有他們預料是談婚論嫁的男女
[00:07:35.700 --> 00:07:37.700]  我相信也有不少的
[00:07:37.700 --> 00:07:39.700]  雖然拿撒亞這個地方比較小
[00:07:39.700 --> 00:07:42.700]  但是你看看整個區域
[00:07:42.700 --> 00:07:45.700]  其實不止這一對的男女
[00:07:45.700 --> 00:07:46.700]  是不是
[00:07:46.700 --> 00:07:49.700]  可能也有很多弱勢瑪麗亞的男女
[00:07:49.700 --> 00:07:51.700]  是不是
[00:07:51.700 --> 00:07:53.700]  偏偏就選中她
[00:07:53.700 --> 00:07:56.700]  為什麼呢
[00:07:56.700 --> 00:07:58.700]  上帝主權
[00:07:58.700 --> 00:08:00.700]  三分天下
[00:08:00.700 --> 00:08:02.700]  上帝就是要選她
[00:08:02.700 --> 00:08:04.700]  出於上帝的召命
[00:08:04.700 --> 00:08:07.700]  出於上帝自己的主權
[00:08:07.700 --> 00:08:09.700]  我想最困擾的問題就是
[00:08:09.700 --> 00:08:11.700]  他問的問題34節
[00:08:11.700 --> 00:08:12.700]  我沒有出嫁
[00:08:12.700 --> 00:08:15.700]  怎麼會有這事呢
[00:08:15.700 --> 00:08:16.700]  他訂了婚
[00:08:16.700 --> 00:08:18.700]  但還沒有出嫁
[00:08:18.700 --> 00:08:20.700]  還有幾個月他才出嫁
[00:08:20.700 --> 00:08:24.700]  怎麼會有這事呢
[00:08:24.700 --> 00:08:27.700]  當然這個是神跡的發生
[00:08:27.700 --> 00:08:30.700]  聖靈的感人
[00:08:30.700 --> 00:08:33.700]  上帝在瑪麗亞身上做的事
[00:08:33.700 --> 00:08:36.700]  不單單是一個驚喜
[00:08:36.700 --> 00:08:40.700]  實際上是一個中斷
[00:08:40.700 --> 00:08:42.700]  是不方便
[00:08:42.700 --> 00:08:44.700]  不單止不方便
[00:08:44.700 --> 00:08:49.700]  是一個很大的打擾
[00:08:49.700 --> 00:08:52.700]  上帝突然間打擾你的計劃
[00:08:52.700 --> 00:08:55.700]  突然間中斷你心裡面所想的計劃
[00:08:55.700 --> 00:08:56.700]  正如我所說
[00:08:56.700 --> 00:08:57.700]  當時的社會
[00:08:57.700 --> 00:09:00.700]  大家都是在想和預料
[00:09:00.700 --> 00:09:01.700]  這個時候應該要做什麼
[00:09:01.700 --> 00:09:02.700]  瑪麗亞弱勢
[00:09:02.700 --> 00:09:05.700]  這個時候應該要談婚論嫁等等
[00:09:05.700 --> 00:09:06.700]  但上帝來到的時候
[00:09:06.700 --> 00:09:09.700]  就將它打斷
[00:09:09.700 --> 00:09:11.700]  並且在社會當中
[00:09:11.700 --> 00:09:13.700]  是很難交代的
[00:09:13.700 --> 00:09:16.700]  說沒有出嫁就有新人
[00:09:16.700 --> 00:09:19.700]  是很難交代的
[00:09:19.700 --> 00:09:21.700]  你不要說以前的社會
[00:09:21.700 --> 00:09:24.700]  現在的社會都很難交代
[00:09:24.700 --> 00:09:27.700]  你想像一下我和我太太訂婚之後
[00:09:27.700 --> 00:09:28.700]  失驚無神
[00:09:28.700 --> 00:09:31.700]  她說我有了新人
[00:09:31.700 --> 00:09:34.700]  你信她還是信我
[00:09:34.700 --> 00:09:37.700]  還是信那支棒
[00:09:37.700 --> 00:09:39.700]  我不知道
[00:09:39.700 --> 00:09:41.700]  是很難的
[00:09:41.700 --> 00:09:43.700]  你知道那個故事
[00:09:43.700 --> 00:09:49.700]  就是約瑟想在暗地裡將瑪麗亞休了
[00:09:49.700 --> 00:09:51.700]  但天使也都介入
[00:09:51.700 --> 00:09:53.700]  然後他遵行了上帝的旨意
[00:09:53.700 --> 00:09:54.700]  就將她娶過來
[00:09:54.700 --> 00:09:57.700]  這個行動絕對不簡單
[00:09:57.700 --> 00:09:59.700]  對當時來說
[00:09:59.700 --> 00:10:02.700]  是社會裡最大的羞恥
[00:10:02.700 --> 00:10:05.700]  你將她娶過來
[00:10:05.700 --> 00:10:07.700]  還是要很多年之後
[00:10:07.700 --> 00:10:12.700]  你才明白上帝的心意
[00:10:12.700 --> 00:10:13.700]  在這麼多年裡
[00:10:13.700 --> 00:10:19.700]  那種中斷的打擾
[00:10:19.700 --> 00:10:22.700]  真的不簡單
[00:10:22.700 --> 00:10:25.700]  還是現在開始的時候
[00:10:25.700 --> 00:10:26.700]  瑪麗亞怎樣回應呢
[00:10:26.700 --> 00:10:28.700]  38節
[00:10:28.700 --> 00:10:31.700]  瑪麗亞說我是主的侍女
[00:10:31.700 --> 00:10:35.700]  願意照你的話實現在我身上
[00:10:35.700 --> 00:10:37.700]  於是天使就離開
[00:10:37.700 --> 00:10:42.700]  這個回應和之前路祭司薩格尼亞截然不同
[00:10:42.700 --> 00:10:46.700]  薩格尼亞雖然懂得所有的律法
[00:10:46.700 --> 00:10:49.700]  知道所有舊約裡面所有的promises
[00:10:49.700 --> 00:10:52.700]  但他就說How can it be?
[00:10:52.700 --> 00:10:54.700]  No way
[00:10:54.700 --> 00:10:58.700]  所以就由不信之後成為信
[00:10:58.700 --> 00:11:02.700]  這裡瑪麗亞一個十幾歲的小女孩
[00:11:02.700 --> 00:11:05.700]  她說什麼呢
[00:11:05.700 --> 00:11:10.700]  她說願意照你的話實現在我身上
[00:11:10.700 --> 00:11:12.700]  如果你是有天主教背景的話
[00:11:12.700 --> 00:11:20.700]  你可能聽過這句話叫Marie's Fiat
[00:11:20.700 --> 00:11:22.700]  可能在天主教以前讀中學
[00:11:22.700 --> 00:11:24.700]  或者有天主教傳統的人
[00:11:24.700 --> 00:11:26.700]  你應該可能聽過這句話
[00:11:26.700 --> 00:11:31.700]  或者這種神學的概念
[00:11:31.700 --> 00:11:36.700]  瑪麗亞的兒子聖恆
[00:11:36.700 --> 00:11:40.700]  你的旨意行在我身上
[00:11:40.700 --> 00:11:41.700]  Marie's Fiat
[00:11:41.700 --> 00:11:45.700]  沒有天主教背景的可能你都聽過Fiat是什麼
[00:11:45.700 --> 00:11:48.700]  是車來的
[00:11:48.700 --> 00:11:49.700]  是車來的
[00:11:49.700 --> 00:11:51.700]  意大利的車
[00:11:51.700 --> 00:11:53.700]  我講道的時候都take了個break
[00:11:53.700 --> 00:11:55.700]  看看不同的車
[00:11:55.700 --> 00:11:56.700]  為什麼呢
[00:11:56.700 --> 00:11:59.700]  因為那時候我曾經買過一輛Mini Cooper
[00:11:59.700 --> 00:12:01.700]  我買Mini Cooper之前
[00:12:01.700 --> 00:12:04.700]  我就想買Mini Cooper一定買Fiat
[00:12:04.700 --> 00:12:06.700]  結果我買了Mini Cooper
[00:12:06.700 --> 00:12:09.700]  Fiat是意大利的車來的
[00:12:09.700 --> 00:12:12.700]  剛好由意大利
[00:12:12.700 --> 00:12:14.700]  天主教
[00:12:14.700 --> 00:12:20.700]  UV電影節目對名車應該是非常之看慣
[00:12:20.700 --> 00:12:23.700]  都不是很surprise
[00:12:23.700 --> 00:12:27.700]  但Marie's Fiat當然不是Marie的車
[00:12:27.700 --> 00:12:30.700]  什麼叫Marie's Fiat
[00:12:30.700 --> 00:12:33.700]  原來在主後四世紀的時候
[00:12:33.700 --> 00:12:36.700]  有一個拉丁文譯本叫做Volga
[00:12:36.700 --> 00:12:39.700]  中文叫做武加大
[00:12:39.700 --> 00:12:41.700]  武加大
[00:12:41.700 --> 00:12:43.700]  武加大武加世
[00:12:43.700 --> 00:12:45.700]  武加大譯本
[00:12:45.700 --> 00:12:46.700]  Volga是什麼意思
[00:12:46.700 --> 00:12:48.700]  就是common language的意思
[00:12:48.700 --> 00:12:49.700]  就是通用的語言
[00:12:49.700 --> 00:12:53.700]  當時就將聖經翻譯成當時的拉丁文
[00:12:53.700 --> 00:12:56.700]  因為當時拉丁文就是通用的語言
[00:12:56.700 --> 00:13:00.700]  一張三十八字願意照你的話實現在我身上
[00:13:00.700 --> 00:13:04.700]  第一個字在Volga裡面就是Fiat
[00:13:04.700 --> 00:13:05.700]  什麼意思
[00:13:05.700 --> 00:13:07.700]  就是Let it be
[00:13:07.700 --> 00:13:09.700]  Let there be
[00:13:09.700 --> 00:13:11.700]  願意
[00:13:11.700 --> 00:13:13.700]  讓他成就
[00:13:13.700 --> 00:13:15.700]  讓他去吧
[00:13:15.700 --> 00:13:17.700]  讓他行出來
[00:13:17.700 --> 00:13:20.700]  你記得在創世紀
[00:13:20.700 --> 00:13:23.700]  上帝講第一句說話是什麼
[00:13:23.700 --> 00:13:25.700]  創世紀第一章創立天地的時候
[00:13:25.700 --> 00:13:27.700]  上帝講的說話
[00:13:27.700 --> 00:13:29.700]  記不記得
[00:13:29.700 --> 00:13:34.700]  要有光
[00:13:34.700 --> 00:13:36.700]  中文翻譯要有光
[00:13:36.700 --> 00:13:37.700]  英文是什麼
[00:13:37.700 --> 00:13:40.700]  Let there be light
[00:13:40.700 --> 00:13:43.700]  在Volga裡面就是Fiat
[00:13:43.700 --> 00:13:45.700]  Lux
[00:13:45.700 --> 00:13:46.700]  Fiat
[00:13:46.700 --> 00:13:48.700]  Let there be
[00:13:48.700 --> 00:13:49.700]  Lux
[00:13:49.700 --> 00:13:50.700]  Light
[00:13:50.700 --> 00:13:52.700]  拉丁文
[00:13:52.700 --> 00:13:55.700]  所以為什麼會有一個這樣的概念
[00:13:55.700 --> 00:13:57.700]  就是Mary's Fiat
[00:13:57.700 --> 00:14:01.700]  當瑪利亞被震撼了她世界的時候
[00:14:01.700 --> 00:14:08.700]  被上帝的主權去打斷了她一切的計劃的時候
[00:14:08.700 --> 00:14:10.700]  這個小妹
[00:14:10.700 --> 00:14:13.700]  她就說Fiat
[00:14:13.700 --> 00:14:15.700]  第一個字
[00:14:15.700 --> 00:14:17.700]  Fiat
[00:14:17.700 --> 00:14:19.700]  願者是成就
[00:14:19.700 --> 00:14:21.700]  你有沒有想過那個Wonder
[00:14:21.700 --> 00:14:23.700]  一個少女
[00:14:23.700 --> 00:14:25.700]  沒有任何人生的經驗
[00:14:25.700 --> 00:14:30.700]  但是她聽見天使向她報喜的時候
[00:14:30.700 --> 00:14:35.700]  她願意用信心去接受
[00:14:35.700 --> 00:14:39.700]  救主可以道成肉身
[00:14:39.700 --> 00:14:42.700]  就是因為她的Fiat
[00:14:42.700 --> 00:14:44.700]  因為她的願意
[00:14:44.700 --> 00:14:48.700]  Yes 上帝來打斷我的計劃
[00:14:48.700 --> 00:14:51.700]  去中斷我有的預料
[00:14:51.700 --> 00:14:54.700]  去震撼我這個小的世界
[00:14:54.700 --> 00:14:58.700]  但是Let it be
[00:14:58.700 --> 00:15:00.700]  Let there be
[00:15:00.700 --> 00:15:02.700]  是上帝對她的心意
[00:15:02.700 --> 00:15:05.700]  上帝對她的心意的話語
[00:15:05.700 --> 00:15:07.700]  當然天主教的教義裡面
[00:15:07.700 --> 00:15:10.700]  如果是天主教背景的人
[00:15:10.700 --> 00:15:14.700]  你都知道瑪利亞的地位
[00:15:14.700 --> 00:15:17.700]  很多時候將她無限放大
[00:15:17.700 --> 00:15:19.700]  天主教的神學裡面說
[00:15:19.700 --> 00:15:21.700]  瑪利亞重要到一個地步
[00:15:21.700 --> 00:15:23.700]  是Co-redemptrix
[00:15:23.700 --> 00:15:26.700]  就是共同的女救主
[00:15:26.700 --> 00:15:28.700]  因為她願意
[00:15:28.700 --> 00:15:30.700]  所以救主能夠降生
[00:15:30.700 --> 00:15:32.700]  或者Mediatrix
[00:15:32.700 --> 00:15:35.700]  或者一個女的共同的中保
[00:15:35.700 --> 00:15:38.700]  或者Perpetual virginity
[00:15:38.700 --> 00:15:40.700]  終生的童生
[00:15:40.700 --> 00:15:42.700]  就是說她生了耶穌之後
[00:15:42.700 --> 00:15:44.700]  就沒有生其他小孩
[00:15:44.700 --> 00:15:47.700]  或者沒有原罪的理論
[00:15:47.700 --> 00:15:50.700]  Immaculate conception
[00:15:50.700 --> 00:15:52.700]  就是說瑪利亞出生的時候
[00:15:52.700 --> 00:15:53.700]  她是沒有原罪的
[00:15:53.700 --> 00:15:55.700]  我們每個人都有原罪
[00:15:55.700 --> 00:15:57.700]  都在罪惡的狀況底下
[00:15:57.700 --> 00:15:59.700]  Original sin
[00:15:59.700 --> 00:16:02.700]  但瑪利亞在天主教的教義裡面
[00:16:02.700 --> 00:16:04.700]  就是無罪之身
[00:16:04.700 --> 00:16:07.700]  或者有其他升天等等
[00:16:07.700 --> 00:16:09.700]  瑪利亞沒有死等等
[00:16:09.700 --> 00:16:13.700]  我們不需要將她無限放大
[00:16:13.700 --> 00:16:15.700]  看聖經怎麼說
[00:16:15.700 --> 00:16:17.700]  聖經怎麼說瑪利亞
[00:16:17.700 --> 00:16:19.700]  或者瑪利亞是一個怎樣的角色
[00:16:19.700 --> 00:16:21.700]  當然是一個很重要的角色
[00:16:21.700 --> 00:16:24.700]  但是否重要到這樣呢
[00:16:24.700 --> 00:16:26.700]  一章46節
[00:16:26.700 --> 00:16:28.700]  瑪利亞唱出她讚美詩歌的時候
[00:16:28.700 --> 00:16:30.700]  她說我心尊主為大
[00:16:30.700 --> 00:16:35.700]  我靈以神我的救主為樂
[00:16:35.700 --> 00:16:37.700]  她有沒有救主呢
[00:16:37.700 --> 00:16:38.700]  她都有救主
[00:16:38.700 --> 00:16:40.700]  耶穌基督就是她的救主
[00:16:40.700 --> 00:16:45.700]  提摩那前書2章4節更清楚
[00:16:45.700 --> 00:16:48.700]  上帝願意人人都得救認識真理
[00:16:48.700 --> 00:16:50.700]  因為只有一位神
[00:16:50.700 --> 00:16:52.700]  神和人之間
[00:16:52.700 --> 00:16:54.700]  幾多個宗婆
[00:16:54.700 --> 00:16:55.700]  一個
[00:16:55.700 --> 00:16:56.700]  Mediator
[00:16:56.700 --> 00:17:00.700]  成為人的基督耶穌
[00:17:00.700 --> 00:17:03.700]  我們不需要全盤去接納這些
[00:17:03.700 --> 00:17:06.700]  所謂天主教有的
[00:17:06.700 --> 00:17:09.700]  神學的想像
[00:17:09.700 --> 00:17:11.700]  有時候需要神學想像
[00:17:11.700 --> 00:17:15.700]  但有時候神學想像會太過份
[00:17:15.700 --> 00:17:17.700]  我們始終都要回到聖經裡面
[00:17:17.700 --> 00:17:22.700]  但同時我覺得我們不需要去貶低瑪利亞
[00:17:22.700 --> 00:17:25.700]  這個雖然是靚妹
[00:17:25.700 --> 00:17:27.700]  少女
[00:17:27.700 --> 00:17:29.700]  但她對上帝救贖的計劃
[00:17:29.700 --> 00:17:32.700]  縱使是中斷她人生的計劃
[00:17:32.700 --> 00:17:35.700]  帶來很多的震撼
[00:17:35.700 --> 00:17:37.700]  但她說Fear
[00:17:37.700 --> 00:17:39.700]  我肯
[00:17:39.700 --> 00:17:41.700]  Let it be
[00:17:41.700 --> 00:17:44.700]  路加福音第一章開始
[00:17:44.700 --> 00:17:46.700]  整本的路加福音裡面
[00:17:46.700 --> 00:17:48.700]  信心的人物你可以數
[00:17:48.700 --> 00:17:50.700]  但你數第一個
[00:17:50.700 --> 00:17:52.700]  就是這個少女
[00:17:52.700 --> 00:17:54.700]  這個少女
[00:17:54.700 --> 00:17:56.700]  有這個Let it be
[00:17:56.700 --> 00:18:01.700]  願意你的旨意行在我的身上
[00:18:01.700 --> 00:18:04.700]  到底瑪利亞特別在什麼地方
[00:18:04.700 --> 00:18:07.700]  如果不是無罪之身
[00:18:07.700 --> 00:18:09.700]  又不是共同中保等等
