
[00:00:00.000 --> 00:00:00.500]  Help me
[00:01:14.140 --> 00:01:16.260]  Jah means Jehovah
[00:01:16.260 --> 00:01:17.600]  I is the connecting point
[00:01:17.600 --> 00:01:19.720]  My God is Jehovah
[00:01:19.720 --> 00:01:23.060]  We knew that Elijah is a Tishbite
[00:01:23.060 --> 00:01:25.680]  from Tishbe in Gilead
[00:01:25.680 --> 00:01:27.800]  What does that mean
[00:01:27.800 --> 00:01:29.560]  Merely that
[00:01:29.560 --> 00:01:31.480]  they have no idea where he lives
[00:01:31.480 --> 00:01:34.140]  It's somewhere in Gilead
[00:01:34.140 --> 00:01:37.020]  and he lives in obscurity
[00:01:37.020 --> 00:01:40.440]  And so this guy who comes from a rural town
[00:01:40.440 --> 00:01:42.020]  who's kind of rough on the edges
[00:01:42.020 --> 00:01:43.640]  as you will see
[00:01:43.640 --> 00:01:45.060]  whose name literally means
[00:01:45.060 --> 00:01:47.020]  My God is Jehovah
[00:01:47.020 --> 00:01:50.340]  comes over to King Ahab
[00:01:50.340 --> 00:01:53.340]  And King Ahab is the king of the northern kingdom
[00:01:53.340 --> 00:01:55.340]  If you guys remember the back story
[00:01:55.340 --> 00:01:56.800]  There is a northern kingdom
[00:01:56.800 --> 00:01:57.800]  during that period of time
[00:01:57.800 --> 00:01:59.720]  and a southern kingdom
[00:01:59.720 --> 00:02:01.140]  The southern kingdom is where
[00:02:01.140 --> 00:02:04.020]  Jerusalem, Nehemiah, Ezra
[00:02:04.020 --> 00:02:05.800]  All of those guys take place
[00:02:05.800 --> 00:02:09.520]  Elijah takes place in the northern kingdom
[00:02:09.520 --> 00:02:11.760]  And in the history of the northern kingdom
[00:02:11.760 --> 00:02:14.720]  there are 19 kings who rule
[00:02:14.720 --> 00:02:16.560]  And none of them are good
[00:02:16.560 --> 00:02:18.800]  All of them are bad
[00:02:18.800 --> 00:02:22.520]  King Ahab is the worst of all of the kings
[00:02:22.520 --> 00:02:24.940]  And then there's Queen Jezebel, his wife
[00:02:24.940 --> 00:02:26.020]  who a lot of times
[00:02:26.020 --> 00:02:27.020]  when you look at scripture
[00:02:27.020 --> 00:02:29.260]  Queens are rarely ever mentioned
[00:02:29.260 --> 00:02:30.340]  Here's a king and here's a queen
[00:02:30.340 --> 00:02:32.100]  But Jezebel is mentioned
[00:02:32.100 --> 00:02:33.260]  You know why
[00:02:33.260 --> 00:02:36.180]  Because Jezebel will turn out to be the worst
[00:02:36.180 --> 00:02:37.560]  of all of the kings
[00:02:37.560 --> 00:02:40.380]  including Ahab, including the 18 kings
[00:02:40.380 --> 00:02:42.180]  She's this bad
[00:02:42.180 --> 00:02:44.220]  Well, Elijah suddenly gets
[00:02:44.220 --> 00:02:45.880]  a meeting with the king
[00:02:45.880 --> 00:02:47.980]  How a guy from Tishbe
[00:02:47.980 --> 00:02:49.420]  gets a meeting with the king
[00:02:49.420 --> 00:02:51.020]  who comes out of obscurity
[00:02:51.020 --> 00:02:51.760]  I don't know
[00:02:51.760 --> 00:02:53.480]  but he gets a meeting with the king
[00:02:53.480 --> 00:02:55.340]  And he says that neither dune nor rain
[00:02:55.340 --> 00:02:57.920]  except by my word
[00:02:57.920 --> 00:03:00.560]  And he says this in verse 2
[00:03:00.560 --> 00:03:02.760]  As the Lord the God of Israel lives
[00:03:02.760 --> 00:03:06.100]  before whom I stand
[00:03:06.100 --> 00:03:08.220]  That becomes the theme of Elijah's life
[00:03:08.220 --> 00:03:11.060]  That becomes the theme of this particular passage
[00:03:11.060 --> 00:03:12.600]  That's Elijah's motivation
[00:03:12.600 --> 00:03:15.300]  before whom I stand
[00:03:15.300 --> 00:03:18.460]  That's why he does the things that he does
[00:03:18.460 --> 00:03:19.840]  He tells them that there will be
[00:03:19.840 --> 00:03:21.800]  neither dune nor rain
[00:03:21.800 --> 00:03:22.840]  And just like that
[00:03:22.840 --> 00:03:25.340]  right in the middle of the action
[00:03:25.340 --> 00:03:28.760]  God takes him away to Cherith
[00:03:28.760 --> 00:03:30.340]  And now he lives in Cherith
[00:03:30.340 --> 00:03:31.600]  He doesn't just stay there
[00:03:31.600 --> 00:03:32.840]  He lives there
[00:03:32.840 --> 00:03:34.420]  And he's fed by ravens
[00:03:34.420 --> 00:03:35.420]  And he's staying there
[00:03:35.420 --> 00:03:37.140]  until the brook suddenly dries up
[00:03:37.140 --> 00:03:40.460]  And suddenly in the last time that was here
[00:03:40.460 --> 00:03:41.720]  which will eventually lead us
[00:03:41.720 --> 00:03:43.880]  to what we're talking about today
[00:03:43.880 --> 00:03:45.220]  The word of the Lord came to him
[00:03:45.220 --> 00:03:48.100]  and says arise go to Zarephath
[00:03:48.100 --> 00:03:49.800]  So you've been to Cherith
[00:03:49.800 --> 00:03:52.220]  And now you're going to Zarephath
[00:03:52.220 --> 00:03:53.800]  which belongs to Sidon
[00:03:53.800 --> 00:03:55.080]  and dwell there
[00:03:55.080 --> 00:03:56.460]  Behold I've commanded
[00:03:56.460 --> 00:03:58.460]  a widow there to feed you
[00:03:58.460 --> 00:04:00.680]  All right so God you want me to
[00:04:00.680 --> 00:04:03.260]  When I go against Ahab
[00:04:03.260 --> 00:04:05.180]  You want me to go to Cherith
[00:04:05.180 --> 00:04:06.720]  I went to Cherith
[00:04:06.720 --> 00:04:07.340]  It's nice
[00:04:07.340 --> 00:04:08.800]  I know you're protecting me
[00:04:08.800 --> 00:04:09.840]  Ravens fed me
[00:04:09.840 --> 00:04:11.040]  Brook fed me
[00:04:11.040 --> 00:04:12.640]  So now I'm happy
[00:04:12.640 --> 00:04:15.040]  Now you want me to go to Zarephath
[00:04:15.040 --> 00:04:18.340]  Zarephath literally is a hundred miles
[00:04:18.340 --> 00:04:20.920]  You want me to walk a hundred miles
[00:04:20.920 --> 00:04:21.840]  Do you not realize
[00:04:21.840 --> 00:04:23.880]  that Ahab is coming after me
[00:04:23.880 --> 00:04:26.640]  Do you not realize my life is in danger
[00:04:26.640 --> 00:04:27.720]  Yes
[00:04:27.720 --> 00:04:28.500]  And by the way
[00:04:28.500 --> 00:04:30.340]  which I never told you this
[00:04:30.340 --> 00:04:31.920]  Because I found out
[00:04:31.920 --> 00:04:32.840]  Right before
[00:04:32.840 --> 00:04:34.500]  Right after I came and spoke
[00:04:34.500 --> 00:04:37.140]  Zarephath is the birth town
[00:04:37.140 --> 00:04:39.680]  In the hometown of Queen Jezebel
[00:04:39.680 --> 00:04:43.420]  So you want me to walk a hundred miles
[00:04:43.420 --> 00:04:45.140]  Be exposed to danger
[00:04:45.140 --> 00:04:49.140]  And you want me to go to Jezebel's hometown
[00:04:49.140 --> 00:04:50.420]  Yes
[00:04:50.420 --> 00:04:51.340]  And someone's going to be there
[00:04:51.340 --> 00:04:52.340]  to take care of you
[00:04:52.340 --> 00:04:53.540]  Great
[00:04:53.540 --> 00:04:54.800]  He walks a hundred miles
[00:04:54.800 --> 00:04:57.180]  He risks the danger
[00:04:57.180 --> 00:05:00.800]  And there he has seen a widow
[00:05:00.800 --> 00:05:02.880]  Who when he meets in verse 12 says
[00:05:02.880 --> 00:05:04.220]  As the Lord your God lives
[00:05:04.220 --> 00:05:05.220]  Here's what she says to him
[00:05:05.220 --> 00:05:06.720]  He meets a widow
[00:05:06.720 --> 00:05:08.540]  As the Lord your God lives
[00:05:08.540 --> 00:05:09.960]  She's not even of the faith
[00:05:09.960 --> 00:05:11.720]  She doesn't even belong in the faith
[00:05:11.720 --> 00:05:13.680]  Your God
[00:05:13.680 --> 00:05:16.040]  I have nothing baked
[00:05:16.040 --> 00:05:19.340]  I only have a small handful of flour
[00:05:19.340 --> 00:05:20.720]  And a little oil
[00:05:20.720 --> 00:05:21.720]  And a jug
[00:05:21.720 --> 00:05:23.300]  So I have a little baked
[00:05:23.300 --> 00:05:24.300]  I have a little flour
[00:05:24.300 --> 00:05:25.500]  I have a little oil
[00:05:25.500 --> 00:05:26.840]  Really
[00:05:26.840 --> 00:05:29.580]  And now I am gathering a couple of sticks
[00:05:29.580 --> 00:05:30.840]  That I may go and prepare it
[00:05:30.840 --> 00:05:32.800]  For myself and my son
[00:05:32.800 --> 00:05:36.040]  That we may eat it and die
[00:05:36.040 --> 00:05:36.920]  Lord
[00:05:36.920 --> 00:05:38.920]  That's what you're sending me to
[00:05:38.920 --> 00:05:42.460]  You made me walk a hundred miles
[00:05:42.460 --> 00:05:45.420]  To the birthplace of the Queen Jezebel
[00:05:45.420 --> 00:05:48.260]  Who is the worst of everyone
[00:05:48.260 --> 00:05:49.640]  To meet a widow
[00:05:49.640 --> 00:05:51.180]  Who has no flour
[00:05:51.180 --> 00:05:51.920]  Little oil
[00:05:51.920 --> 00:05:53.760]  And she thinks she's about to die
[00:05:53.760 --> 00:05:55.680]  Yes
[00:05:55.680 --> 00:05:56.840]  And as you remembered
[00:05:56.840 --> 00:05:57.760]  For those who are here
[00:05:57.760 --> 00:05:58.760]  For those who are not here
[00:05:58.760 --> 00:06:01.720]  Quickly we talked about three things
[00:06:01.720 --> 00:06:03.640]  Three things that you need to know
[00:06:03.640 --> 00:06:05.220]  And two things that you need to overcome
[00:06:05.220 --> 00:06:06.380]  Number one
[00:06:06.380 --> 00:06:08.460]  The Lord sees you
[00:06:08.460 --> 00:06:10.960]  The Lord sees Elijah
[00:06:10.960 --> 00:06:13.060]  The Lord knows where Elijah is
[00:06:13.060 --> 00:06:15.520]  He knows that he's been in Tishb
[00:06:15.520 --> 00:06:17.460]  He knows that he went to see Ahab
[00:06:17.460 --> 00:06:19.220]  He knows that he was a chariotee
[00:06:19.220 --> 00:06:21.140]  He knows that he's in Zarephath
[00:06:21.140 --> 00:06:23.520]  The Lord sees you
[00:06:23.520 --> 00:06:24.640]  Number two
[00:06:24.640 --> 00:06:28.920]  The Lord knows where you need to go
[00:06:28.920 --> 00:06:30.680]  The Lord knows where you need to go
[00:06:30.680 --> 00:06:33.640]  You need to go to Zarephath
[00:06:33.640 --> 00:06:34.880]  You just need to go
[00:06:34.880 --> 00:06:37.420]  It reminds us of Joshua chapter three, right?
[00:06:37.420 --> 00:06:40.640]  It's after forty years in the wilderness
[00:06:40.640 --> 00:06:42.220]  To roam around the wilderness
[00:06:42.220 --> 00:06:43.920]  One day the Lord says to Joshua
[00:06:43.920 --> 00:06:47.420]  Tell everyone to pack up
[00:06:47.420 --> 00:06:48.260]  After forty years
[00:06:48.260 --> 00:06:49.880]  Pack up
[00:06:49.880 --> 00:06:52.560]  We're going to cross the Jordan River
[00:06:52.560 --> 00:06:53.380]  But follow me
[00:06:53.380 --> 00:06:55.880]  I love this verse
[00:06:55.880 --> 00:06:59.180]  Follow the ark of the covenant
[00:06:59.180 --> 00:07:01.920]  Because you have never been there before
[00:07:01.920 --> 00:07:05.180]  And you don't know where to go
[00:07:05.180 --> 00:07:07.100]  Follow the ark of the covenant
[00:07:07.100 --> 00:07:09.060]  Because you don't know where to go
[00:07:09.060 --> 00:07:14.140]  Because you have never, ever been there before
[00:07:14.140 --> 00:07:17.340]  Not only does the Lord see you
[00:07:17.340 --> 00:07:21.260]  The Lord knows where you need to go
[00:07:21.260 --> 00:07:25.220]  But the Lord knows what you need
[00:07:25.220 --> 00:07:29.880]  Now it may not be what we think we need
[00:07:29.880 --> 00:07:35.060]  It may not be our expectations of what we need
[00:07:35.060 --> 00:07:37.760]  But the Lord knows what we need
[00:07:37.760 --> 00:07:40.720]  He encounters a widow
[00:07:40.720 --> 00:07:44.100]  Doesn't have a lot but just enough
[00:07:44.100 --> 00:07:45.100]  He encounters a widow
[00:07:45.100 --> 00:07:46.180]  And there's two things
[00:07:46.180 --> 00:07:48.060]  That you need to overcome
[00:07:48.060 --> 00:07:49.060]  You're going to have to overcome
[00:07:49.060 --> 00:07:52.480]  First impressions or expectations
[00:07:52.480 --> 00:07:53.300]  That when we think that
[00:07:53.300 --> 00:07:54.520]  When we follow the Lord
[00:07:54.520 --> 00:07:55.760]  There's all these expectations
[00:07:55.760 --> 00:07:57.720]  Of what God should provide for us
[00:07:57.720 --> 00:07:58.760]  If we're faithful
[00:07:58.760 --> 00:08:00.060]  If we're faithful to you
[00:08:00.060 --> 00:08:01.800]  Here's what I expect out of you
[00:08:01.800 --> 00:08:03.640]  And we have these expectations
[00:08:03.640 --> 00:08:05.180]  And when these expectations
[00:08:05.180 --> 00:08:06.680]  Don't come through
[00:08:06.680 --> 00:08:09.480]  We get a little frustrated
[00:08:09.480 --> 00:08:12.680]  We get a little annoyed at God
[00:08:12.680 --> 00:08:15.600]  And we soon lose trust in God
[00:08:15.600 --> 00:08:17.060]  So you have to overcome
[00:08:17.060 --> 00:08:19.020]  These first impressions
[00:08:19.020 --> 00:08:21.600]  This widow and these expectations
[00:08:21.600 --> 00:08:24.140]  And trust that God
[00:08:24.140 --> 00:08:27.600]  Will open those doors as you see fit
[00:08:27.600 --> 00:08:28.480]  Mark mentioned that
[00:08:28.480 --> 00:08:29.720]  Some of you guys are graduating
[00:08:29.720 --> 00:08:30.980]  I was just talking with Rachel
[00:08:30.980 --> 00:08:33.420]  As she's graduating as well too
[00:08:33.420 --> 00:08:36.220]  All your life from first grade to second grade
[00:08:36.220 --> 00:08:37.520]  From third to fourth
[00:08:37.520 --> 00:08:38.880]  From seventh to eighth
[00:08:38.880 --> 00:08:40.880]  From eighth to freshman year
[00:08:40.880 --> 00:08:42.520]  Then from that point you go to college
[00:08:42.520 --> 00:08:44.180]  You know where you need to go
[00:08:44.180 --> 00:08:46.680]  Bam, bam, bam, bam, bam
[00:08:46.680 --> 00:08:48.720]  Upon the graduation from college
[00:08:48.720 --> 00:08:50.140]  It will be the first time
[00:08:50.140 --> 00:08:52.840]  College graduates look at their life and say
[00:08:52.840 --> 00:08:56.420]  There are five roads I could take
[00:08:56.420 --> 00:08:58.800]  There are multiple job offers
[00:08:58.800 --> 00:09:02.000]  There are master programs that I could take
[00:09:02.000 --> 00:09:05.420]  I don't know where to go
[00:09:05.420 --> 00:09:08.260]  And we think that if we take one passage
[00:09:08.260 --> 00:09:10.600]  If we think that's what God is calling us to do
[00:09:10.600 --> 00:09:12.000]  Everything will be okay
[00:09:12.000 --> 00:09:13.840]  And God will provide
[00:09:13.840 --> 00:09:15.680]  It may not happen
[00:09:15.680 --> 00:09:16.960]  So you have to overcome
[00:09:16.960 --> 00:09:19.100]  First impressions or expectations
[00:09:19.100 --> 00:09:20.840]  And then you're gonna have to overcome
[00:09:20.840 --> 00:09:24.000]  Physical impossibilities
[00:09:24.000 --> 00:09:26.300]  He, Elijah, had to overcome
[00:09:26.300 --> 00:09:28.600]  Physical impossibilities
[00:09:28.600 --> 00:09:30.600]  He had to overcome the very fact
[00:09:30.600 --> 00:09:33.300]  That this particular widow
[00:09:33.300 --> 00:09:36.260]  Didn't have very much
[00:09:36.260 --> 00:09:38.680]  But then he says to her
[00:09:38.680 --> 00:09:40.420]  Which I love and which a lot of times
[00:09:40.420 --> 00:09:43.060]  We actually didn't have enough time to spend on
[00:09:43.060 --> 00:09:44.880]  Because so today I want to spend time
[00:09:44.880 --> 00:09:47.180]  On this one verse
[00:09:47.180 --> 00:09:48.300]  Really unpack it
[00:09:48.300 --> 00:09:50.300]  And see what it means to me
[00:09:50.300 --> 00:09:52.640]  He says to her
[00:09:52.640 --> 00:09:54.800]  Go and do
[00:09:54.800 --> 00:09:56.420]  Go and do
[00:09:56.420 --> 00:09:57.220]  You're gonna have
[00:09:57.220 --> 00:09:57.960]  And here's a
[00:09:57.960 --> 00:09:59.100]  I'm losing it
[00:09:59.100 --> 00:10:01.300]  Oh Lord, here we go
[00:10:01.300 --> 00:10:02.420]  Here we go
[00:10:02.420 --> 00:10:03.880]  Elijah says to her
[00:10:03.880 --> 00:10:05.760]  Do not fear
[00:10:05.760 --> 00:10:09.800]  Go and do as you have said
[00:10:09.800 --> 00:10:10.960]  Even though you have seen
[00:10:10.960 --> 00:10:12.560]  All of these impossibilities
[00:10:12.560 --> 00:10:13.840]  Even though you have seen
[00:10:13.840 --> 00:10:14.960]  All these expectations
[00:10:14.960 --> 00:10:17.140]  That are out the window
[00:10:17.140 --> 00:10:19.600]  He says to the widow
[00:10:19.600 --> 00:10:21.460]  Go and do
[00:10:21.460 --> 00:10:22.920]  And that's a calling for us
[00:10:22.920 --> 00:10:24.600]  As Christ followers
[00:10:24.600 --> 00:10:27.260]  For us to go and do
[00:10:27.260 --> 00:10:29.720]  Three things that we're gonna talk about today
[00:10:29.720 --> 00:10:31.180]  What does it mean for us
[00:10:31.180 --> 00:10:32.960]  As we look at this particular phrase
[00:10:32.960 --> 00:10:35.460]  For us as Christ followers
[00:10:35.460 --> 00:10:37.880]  To go and do
[00:10:37.880 --> 00:10:41.140]  What does it mean for us not to go and do
[00:10:41.140 --> 00:10:44.680]  What does that mean for us not to go and do
[00:10:44.680 --> 00:10:47.800]  What do we do
[00:10:47.800 --> 00:10:48.760]  As Christ followers
[00:10:48.760 --> 00:10:49.880]  Three things we're gonna talk about
[00:10:49.880 --> 00:10:54.180]  What does it mean for us to go and do
[00:10:54.180 --> 00:10:58.680]  Number two, what does it mean not to go and do
[00:10:58.680 --> 00:11:02.880]  And what does it mean for us to actually do
[00:11:02.880 --> 00:11:04.640]  Those three things
[00:11:04.640 --> 00:11:05.840]  I told you the last three weeks
[00:11:05.840 --> 00:11:08.560]  I have literally been on the road
[00:11:08.560 --> 00:11:10.100]  Went to Minnesota for spring break
[00:11:10.100 --> 00:11:11.560]  With the family
[00:11:11.560 --> 00:11:13.060]  Went over to Romania
[00:11:13.060 --> 00:11:16.680]  To the city of Bucharest and Cluj
[00:11:16.680 --> 00:11:17.340]  Then from that point
[00:11:17.340 --> 00:11:18.640]  I went over to Prague
[00:11:18.640 --> 00:11:20.260]  Over the Czech Republic
[00:11:20.260 --> 00:11:22.380]  And I ended up over in Orlando
[00:11:22.380 --> 00:11:23.840]  With a bunch of our cohort
[00:11:23.840 --> 00:11:25.960]  From around the different worlds
[00:11:25.960 --> 00:11:27.420]  When I went to Romania
[00:11:27.420 --> 00:11:28.720]  I arrived in Bucharest
[00:11:28.720 --> 00:11:30.340]  The capital city of Romania
[00:11:30.340 --> 00:11:32.640]  On Orthodox Easter
[00:11:32.640 --> 00:11:35.680]  Where the city was completely empty
[00:11:35.680 --> 00:11:38.920]  It was completely deserted
[00:11:38.920 --> 00:11:40.200]  Why
[00:11:40.200 --> 00:11:43.040]  Because it is a huge national holiday
[00:11:43.040 --> 00:11:45.700]  Did you know in Romania
[00:11:45.700 --> 00:11:48.500]  90% of all the people
[00:11:48.500 --> 00:11:50.700]  Who live in the country of Romania
[00:11:50.700 --> 00:11:53.160]  Will say they're Christians
[00:11:53.160 --> 00:11:56.740]  Out of that 90%, 80% of them
[00:11:56.740 --> 00:11:59.540]  Are Orthodox Christians
[00:11:59.540 --> 00:12:01.500]  Romania as a country
[00:12:01.500 --> 00:12:03.960]  Is going through a huge rebuild
[00:12:03.960 --> 00:12:05.700]  Like when I stepped foot in Romania
[00:12:05.700 --> 00:12:07.500]  I've never been to Romania before
[00:12:07.500 --> 00:12:09.000]  Some of you guys
[00:12:09.000 --> 00:12:10.000]  Who have probably studied
[00:12:10.000 --> 00:12:11.500]  Eastern European history
[00:12:11.500 --> 00:12:12.500]  That's the only time
[00:12:12.500 --> 00:12:14.500]  I've ever heard about Romania
[00:12:14.500 --> 00:12:19.500]  It was embedded in communist regime
[00:12:19.500 --> 00:12:22.500]  All the way to 1989
[00:12:22.500 --> 00:12:25.500]  It was ruled by this general secretary
[00:12:25.500 --> 00:12:28.500]  By the name of Nikolai Ceaușescu
[00:12:28.500 --> 00:12:32.500]  And he ruled it with an iron hand
[00:12:32.500 --> 00:12:36.500]  And after his overthrow of the regime in 1989
[00:12:36.500 --> 00:12:38.500]  Everything started rebuilding
[00:12:38.500 --> 00:12:39.500]  But it got to a point
[00:12:39.500 --> 00:12:41.500]  If you know anything about
[00:12:41.500 --> 00:12:42.500]  What was going on in Romania
[00:12:42.500 --> 00:12:44.500]  This guy Nikolai Ceaușescu
[00:12:44.500 --> 00:12:46.500]  Was so obsessed
[00:12:46.500 --> 00:12:49.500]  About creating his own kingdom
[00:12:49.500 --> 00:12:52.500]  He ignored the basic necessities
[00:12:52.500 --> 00:12:54.500]  Of the people there
[00:12:54.500 --> 00:12:56.500]  He ignored the health of the country
[00:12:56.500 --> 00:12:58.500]  He ignored the needs
[00:12:58.500 --> 00:13:00.500]  Until it got to be so much
[00:13:00.500 --> 00:13:02.500]  They soon overthrew him
[00:13:02.500 --> 00:13:03.500]  On one of those days
[00:13:03.500 --> 00:13:05.500]  We visited his former palace
[00:13:05.500 --> 00:13:07.500]  It is now the parliament
[00:13:07.500 --> 00:13:08.500]  For where the congress
[00:13:08.500 --> 00:13:10.500]  And the senate takes place
[00:13:10.500 --> 00:13:12.500]  When you go into this former palace
[00:13:12.500 --> 00:13:15.500]  It is humongous
[00:13:15.500 --> 00:13:17.500]  We walked around
[00:13:17.500 --> 00:13:19.500]  It took me 25 minutes
[00:13:19.500 --> 00:13:22.500]  Just to walk around the outer perimeter
[00:13:22.500 --> 00:13:24.500]  Because it's Orthodox Easter
[00:13:24.500 --> 00:13:25.500]  So there's no security guard
[00:13:25.500 --> 00:13:26.500]  I'm sitting there
[00:13:26.500 --> 00:13:27.500]  Why is there no security guard
[00:13:27.500 --> 00:13:28.500]  Around the parliament
[00:13:28.500 --> 00:13:29.500]  I had no idea
[00:13:29.500 --> 00:13:30.500]  And so you had to walk all the way
[00:13:30.500 --> 00:13:31.500]  And we kept getting lost
[00:13:31.500 --> 00:13:33.500]  We finally ended up in this place
[00:13:33.500 --> 00:13:34.500]  To take a tour of this place
[00:13:34.500 --> 00:13:36.500]  It is so big
[00:13:36.500 --> 00:13:38.500]  It is the second biggest
[00:13:38.500 --> 00:13:39.500]  Government building
[00:13:39.500 --> 00:13:40.500]  Next to the pentagon
[00:13:40.500 --> 00:13:42.500]  So of all the different
[00:13:42.500 --> 00:13:43.500]  Government buildings
[00:13:43.500 --> 00:13:44.500]  Around the world
[00:13:44.500 --> 00:13:46.500]  This palace was the second biggest
[00:13:46.500 --> 00:13:48.500]  They told us that it takes
[00:13:48.500 --> 00:13:52.500]  $500,000 a month
[00:13:52.500 --> 00:13:53.500]  To power this thing up
[00:13:53.500 --> 00:13:55.500]  To pay for all the utilities
[00:13:55.500 --> 00:13:57.500]  And you know what was ironic
[00:13:57.500 --> 00:13:59.500]  It was empty
[00:13:59.500 --> 00:14:03.500]  75% of the building
[00:14:03.500 --> 00:14:05.500]  Is completely empty
[00:14:05.500 --> 00:14:06.500]  It was deserted
[00:14:06.500 --> 00:14:07.500]  And they said unless
[00:14:07.500 --> 00:14:09.500]  Congress and Senate meets
[00:14:09.500 --> 00:14:10.500]  It's just empty all the time
[00:14:10.500 --> 00:14:11.500]  Do you know any groups
[00:14:11.500 --> 00:14:13.500]  Who would like to rent this room
[00:14:13.500 --> 00:14:15.500]  It just was crazy
[00:14:15.500 --> 00:14:16.500]  And here's the one thing
[00:14:16.500 --> 00:14:17.500]  That's happening in Romania
[00:14:17.500 --> 00:14:18.500]  We went to Bucharest
[00:14:18.500 --> 00:14:19.500]  And later on we went to Cluj
[00:14:19.500 --> 00:14:21.500]  More on Cluj in a little bit
[00:14:21.500 --> 00:14:24.500]  If there's 90% of people in Romania
[00:14:24.500 --> 00:14:26.500]  Who says they're Christians
[00:14:26.500 --> 00:14:27.500]  Why do they have such an issue
[00:14:27.500 --> 00:14:30.500]  With corruption in Romania
[00:14:30.500 --> 00:14:32.500]  Because a lot of times
[00:14:32.500 --> 00:14:35.500]  Back in the days of the communist regime
[00:14:35.500 --> 00:14:38.500]  Many people had to trust God
[00:14:38.500 --> 00:14:40.500]  For basic necessities
[00:14:40.500 --> 00:14:42.500]  They had to trust that God would provide
[00:14:42.500 --> 00:14:43.500]  They couldn't trust that
[00:14:43.500 --> 00:14:44.500]  The government would provide
[00:14:44.500 --> 00:14:45.500]  Because the government
[00:14:45.500 --> 00:14:46.500]  Was taking all their money
[00:14:46.500 --> 00:14:47.500]  So a lot of times
[00:14:47.500 --> 00:14:49.500]  Many of the older baby boomers
[00:14:49.500 --> 00:14:51.500]  Lived in this regime
[00:14:51.500 --> 00:14:54.500]  Where their basic needs were not met
[00:14:54.500 --> 00:14:58.500]  When communists fell in 1989
[00:14:58.500 --> 00:15:00.500]  Democracy came
[00:15:00.500 --> 00:15:03.500]  You started bringing a whole new generation
[00:15:03.500 --> 00:15:06.500]  Who did not live in that regime
[00:15:06.500 --> 00:15:08.500]  So now you know what happened
[00:15:08.500 --> 00:15:11.500]  They started attending church
[00:15:11.500 --> 00:15:15.500]  But now because of those opportunities
[00:15:15.500 --> 00:15:19.500]  They didn't need to depend on God anymore
[00:15:19.500 --> 00:15:21.500]  They don't need church anymore
[00:15:21.500 --> 00:15:22.500]  I'll go on Sundays
[00:15:22.500 --> 00:15:24.500]  Because that's what is expected
[00:15:24.500 --> 00:15:25.500]  I've always lived
[00:15:25.500 --> 00:15:29.500]  I could control my own destiny
[00:15:29.500 --> 00:15:31.500]  And did they have mentors
[00:15:31.500 --> 00:15:33.500]  To mentor them as they were growing up
[00:15:33.500 --> 00:15:34.500]  No
[00:15:34.500 --> 00:15:38.500]  Because this is the first generation of Christians
[00:15:38.500 --> 00:15:42.500]  Who now are living in a democratic society
[00:15:42.500 --> 00:15:44.500]  That is different from their parents
[00:15:44.500 --> 00:15:46.500]  Their parents couldn't be the mentors
[00:15:46.500 --> 00:15:48.500]  Because they couldn't understand it
[00:15:48.500 --> 00:15:51.500]  So suddenly you have all these Christians
