
[00:00:00.000 --> 00:00:07.200]  所以剛才略提過巴力神話為什麼會叫做巴力循環
[00:02:23.200 --> 00:02:25.200]  或者應該翻譯成教訓者
[00:02:25.200 --> 00:02:31.200]  因為有其他抄本的字母是不同的
[00:02:31.200 --> 00:02:33.200]  有哪個字母是不同的呢?
[00:02:33.200 --> 00:02:35.200]  你看到這裡
[00:02:35.200 --> 00:02:37.200]  駕車經過曠野的這句話
[00:02:37.200 --> 00:02:39.200]  就是Law of Cat
[00:02:39.200 --> 00:02:41.200]  Baa-ra-foo
[00:02:41.200 --> 00:02:47.200]  Law of Cat就是駕駛
[00:02:47.200 --> 00:02:49.200]  駕駛者
[00:02:49.200 --> 00:02:51.200]  那個字母是什麼呢?
[00:02:51.200 --> 00:02:53.200]  Law就不用理會
[00:02:53.200 --> 00:02:55.200]  Law就是前置詞
[00:02:55.200 --> 00:02:57.200]  To the one, to
[00:02:57.200 --> 00:02:59.200]  unto的意思
[00:02:59.200 --> 00:03:01.200]  然後Rokef
[00:03:01.200 --> 00:03:03.200]  就是你拿走的響音
[00:03:03.200 --> 00:03:05.200]  就只剩下三個字母
[00:03:05.200 --> 00:03:07.200]  就是RK和B
[00:03:07.200 --> 00:03:13.200]  Baa-ra-foo
[00:03:13.200 --> 00:03:17.200]  這個就是曠野的意思
[00:03:17.200 --> 00:03:19.200]  In the 即是Baa
[00:03:19.200 --> 00:03:25.200]  Our vote 就是曠野
[00:03:25.200 --> 00:03:29.200]  就是駕駛經過曠野的那一位
[00:03:29.200 --> 00:03:31.200]  但其實有些抄本
[00:03:31.200 --> 00:03:35.200]  或者應該在烏加利的背景下
[00:03:35.200 --> 00:03:39.200]  其實你看到這裡
[00:03:39.200 --> 00:03:41.200]  如果翻譯成教訓者
[00:03:41.200 --> 00:03:43.200]  背後的原文
[00:03:43.200 --> 00:03:45.200]  其實差不多一樣
[00:03:45.200 --> 00:03:49.200]  除了尾三這個字母
[00:03:49.200 --> 00:03:51.200]  本身就是一個B
[00:03:51.200 --> 00:03:53.200]  但有些抄本
[00:03:53.200 --> 00:03:57.200]  就是寫成P
[00:03:57.200 --> 00:04:01.200]  所以其實讀音差不多
[00:04:01.200 --> 00:04:03.200]  Law of Cat
[00:04:03.200 --> 00:04:05.200]  Baa-ra-foo
[00:04:05.200 --> 00:04:07.200]  或者Pot
[00:04:07.200 --> 00:04:11.200]  所以幾乎一樣
[00:04:11.200 --> 00:04:13.200]  B就變成P
[00:04:13.200 --> 00:04:17.200]  其實嘉臨的語文
[00:04:17.200 --> 00:04:21.200]  希伯來文是其中一樣
[00:04:21.200 --> 00:04:23.200]  烏加利文是其中一樣
[00:04:23.200 --> 00:04:27.200]  還有很多西閃族的語文
[00:04:27.200 --> 00:04:33.200]  很多時候B和P是沒有分的
[00:04:33.200 --> 00:04:35.200]  所以很多時候搞亂了
[00:04:35.200 --> 00:04:37.200]  有時候本身是P
[00:04:37.200 --> 00:04:39.200]  有時候就說了B
[00:04:39.200 --> 00:04:41.200]  本身說了F
[00:04:41.200 --> 00:04:43.200]  有時候就說了V
[00:04:43.200 --> 00:04:45.200]  等於我們今天
[00:04:45.200 --> 00:04:49.200]  譬如英文聖經的名字叫Peter
[00:04:49.200 --> 00:04:51.200]  比特
[00:04:51.200 --> 00:04:53.200]  中文就叫比特
[00:04:53.200 --> 00:04:55.200]  但如果其他的名字是用B字開始的話
[00:04:55.200 --> 00:04:57.200]  我們都是用比的
[00:04:57.200 --> 00:05:01.200]  B和P我們是沒有分的
[00:05:01.200 --> 00:05:03.200]  如果你這樣看的時候
[00:05:03.200 --> 00:05:05.200]  就明白了
[00:05:05.200 --> 00:05:07.200]  為什麼會是教訓者
[00:05:07.200 --> 00:05:09.200]  是make sense的呢
[00:05:09.200 --> 00:05:11.200]  因為有烏加利的背景
[00:05:11.200 --> 00:05:13.200]  剛才我們看了一連串的
[00:05:13.200 --> 00:05:15.200]  Bell Cycle
[00:05:15.200 --> 00:05:17.200]  或者Bell的Epic
[00:05:17.200 --> 00:05:19.200]  這些史詩
[00:05:19.200 --> 00:05:21.200]  裡面所形容巴力是怎樣形容的
[00:05:21.200 --> 00:05:23.200]  就是這一句說話
[00:05:23.200 --> 00:05:25.200]  這個巴力的名號
[00:05:25.200 --> 00:05:27.200]  RKB
[00:05:27.200 --> 00:05:29.200]  一撇
[00:05:29.200 --> 00:05:31.200]  其實就是一個iron
[00:05:31.200 --> 00:05:35.200]  對希伯來文就是一個iron
[00:05:35.200 --> 00:05:37.200]  一撇
[00:05:37.200 --> 00:05:39.200]  然後是RPT
[00:05:39.200 --> 00:05:41.200]  Rage
[00:05:41.200 --> 00:05:43.200]  Pay
[00:05:43.200 --> 00:05:45.200]  Tough
[00:05:45.200 --> 00:05:47.200]  因為這個緣故
[00:05:47.200 --> 00:05:49.200]  所以我們make sense一點
[00:05:49.200 --> 00:05:51.200]  去將它譯作
[00:05:51.200 --> 00:05:53.200]  向上帝唱詩
[00:05:53.200 --> 00:05:55.200]  歌頌他的名
[00:05:55.200 --> 00:05:57.200]  向那家混者
[00:05:57.200 --> 00:05:59.200]  高歌
[00:05:59.200 --> 00:06:01.200]  他的名字
[00:06:01.200 --> 00:06:03.200]  不是巴力
[00:06:03.200 --> 00:06:05.200]  是耶和華
[00:06:05.200 --> 00:06:07.200]  你們要在他面前
[00:06:07.200 --> 00:06:09.200]  來歡樂
[00:06:09.200 --> 00:06:11.200]  所以這些背景
[00:06:11.200 --> 00:06:13.200]  可以暫時幫助我們
[00:06:13.200 --> 00:06:15.200]  以後我們會再看多一點
[00:06:15.200 --> 00:06:17.200]  這些烏加利的
[00:06:17.200 --> 00:06:19.200]  史詩等等
[00:06:19.200 --> 00:06:21.200]  其實已經翻譯了
[00:06:21.200 --> 00:06:23.200]  其中一個的edition
[00:06:23.200 --> 00:06:25.200]  其中一個的編輯
[00:06:25.200 --> 00:06:27.200]  當然翻譯了做英文
[00:06:27.200 --> 00:06:29.200]  剛才我們所翻譯的巴力神話的中文
[00:06:29.200 --> 00:06:31.200]  就是一些很
[00:06:31.200 --> 00:06:33.200]  粗略的翻譯
[00:06:33.200 --> 00:06:35.200]  但是
[00:06:35.200 --> 00:06:37.200]  這個其中一本
[00:06:37.200 --> 00:06:39.200]  叫做Rogaritic Narrative Poetry
[00:06:39.200 --> 00:06:41.200]  將剛才的巴力神話
[00:06:41.200 --> 00:06:43.200]  或者那些史詩
[00:06:43.200 --> 00:06:45.200]  將它翻譯出來
[00:06:45.200 --> 00:06:47.200]  最重要的文獻
[00:06:47.200 --> 00:06:49.200]  我們知道原來看完這些東西
[00:06:49.200 --> 00:06:51.200]  我們發現
[00:06:51.200 --> 00:06:53.200]  C篇68篇
[00:06:53.200 --> 00:06:55.200]  想講什麼呢
[00:06:55.200 --> 00:06:57.200]  他就用當時的人
[00:06:57.200 --> 00:06:59.200]  聽起來
[00:06:59.200 --> 00:07:01.200]  教運者當然一定是巴力
[00:07:01.200 --> 00:07:03.200]  整個社會
[00:07:03.200 --> 00:07:05.200]  整個文化
[00:07:05.200 --> 00:07:07.200]  走在街上
[00:07:07.200 --> 00:07:09.200]  每個人都會說
[00:07:09.200 --> 00:07:11.200]  巴力神明給我們風雲風雨
[00:07:11.200 --> 00:07:13.200]  C篇68篇
[00:07:13.200 --> 00:07:15.200]  或者其他的C篇
[00:07:15.200 --> 00:07:17.200]  告訴會眾
[00:07:17.200 --> 00:07:19.200]  告訴讀者
[00:07:19.200 --> 00:07:21.200]  不是巴力
[00:07:21.200 --> 00:07:23.200]  真正的教運者是誰
[00:07:23.200 --> 00:07:25.200]  是耶和華自己
[00:07:25.200 --> 00:07:27.200]  這些就叫做爭辯
[00:07:27.200 --> 00:07:29.200]  或者
[00:07:29.200 --> 00:07:31.200]  好像我們今天所講的
[00:07:31.200 --> 00:07:33.200]  apologetics
[00:07:33.200 --> 00:07:35.200]  什麼叫護教學
[00:07:35.200 --> 00:07:37.200]  大家就知道護教學
[00:07:37.200 --> 00:07:39.200]  apologetics
[00:07:39.200 --> 00:07:41.200]  護教學
[00:07:41.200 --> 00:07:43.200]  其實就在
[00:07:43.200 --> 00:07:45.200]  比特前書第三章
[00:07:45.200 --> 00:07:47.200]  裡面出來
[00:07:47.200 --> 00:07:49.200]  這裡說什麼呢
[00:07:49.200 --> 00:07:51.200]  他說只要心裡面奉主基督為聖
[00:07:51.200 --> 00:07:53.200]  尊他為主
[00:07:53.200 --> 00:07:55.200]  有人問你心中盼望的
[00:07:55.200 --> 00:07:57.200]  理由
[00:07:57.200 --> 00:07:59.200]  你要常作準備答覆
[00:07:59.200 --> 00:08:03.200]  這裡就是
[00:08:03.200 --> 00:08:05.200]  apologer
[00:08:05.200 --> 00:08:07.200]  這個字
[00:08:07.200 --> 00:08:09.200]  就好像今天英文
[00:08:09.200 --> 00:08:11.200]  apology的意思
[00:08:11.200 --> 00:08:13.200]  說對不起
[00:08:13.200 --> 00:08:15.200]  道歉的意思
[00:08:15.200 --> 00:08:17.200]  我講過apology
[00:08:17.200 --> 00:08:19.200]  但其實apology本身不是這個意思
[00:08:19.200 --> 00:08:21.200]  真正apology的意思
[00:08:21.200 --> 00:08:23.200]  或者希臘文的背景
[00:08:23.200 --> 00:08:25.200]  其實就是
[00:08:25.200 --> 00:08:27.200]  在一個法院上面
[00:08:27.200 --> 00:08:29.200]  一個人被
[00:08:29.200 --> 00:08:31.200]  誣告的時候
[00:08:31.200 --> 00:08:33.200]  他要給一個apology
[00:08:33.200 --> 00:08:35.200]  一個答覆
[00:08:35.200 --> 00:08:37.200]  這個答覆就是一個
[00:08:37.200 --> 00:08:39.200]  defense
[00:08:39.200 --> 00:08:41.200]  去保護自己
[00:08:41.200 --> 00:08:43.200]  或者去辯護自己
[00:08:43.200 --> 00:08:45.200]  這裡說什麼呢
[00:08:45.200 --> 00:08:47.200]  他說當時的教會
[00:08:47.200 --> 00:08:49.200]  他們正在面對不同的誣告
[00:08:49.200 --> 00:08:51.200]  有人去
[00:08:51.200 --> 00:08:53.200]  誣告他們
[00:08:53.200 --> 00:08:55.200]  他們信仰的東西
[00:08:55.200 --> 00:08:57.200]  等等
[00:08:57.200 --> 00:08:59.200]  或者誣告他們
[00:08:59.200 --> 00:09:01.200]  彼得就說什麼呢
[00:09:01.200 --> 00:09:03.200]  要常作準備
[00:09:03.200 --> 00:09:05.200]  準備去答覆
[00:09:05.200 --> 00:09:07.200]  給一個apology
[00:09:07.200 --> 00:09:09.200]  不過我們的心態是什麼呢
[00:09:09.200 --> 00:09:11.200]  要以溫柔敬畏的心來回答
[00:09:11.200 --> 00:09:13.200]  要存無愧的良心
[00:09:13.200 --> 00:09:15.200]  在你們的
[00:09:15.200 --> 00:09:17.200]  在你們被誣告的賀詩上
[00:09:17.200 --> 00:09:19.200]  在那凌辱你們
[00:09:19.200 --> 00:09:21.200]  在基督裡面有很不幸的人
[00:09:21.200 --> 00:09:23.200]  會自覺羞愧
[00:09:23.200 --> 00:09:25.200]  他就說出
[00:09:25.200 --> 00:09:27.200]  真正的apology是什麼
[00:09:27.200 --> 00:09:29.200]  是我們生命的apology
[00:09:29.200 --> 00:09:31.200]  所以這個
[00:09:31.200 --> 00:09:33.200]  舊約聖經裡面
[00:09:33.200 --> 00:09:35.200]  所說的巴力和耶和華
[00:09:35.200 --> 00:09:37.200]  之間的爭辯
[00:09:37.200 --> 00:09:39.200]  其實是一種apology
[00:09:39.200 --> 00:09:41.200]  一種apologetics
[00:09:41.200 --> 00:09:43.200]  和新約的大同小異都是一樣
[00:09:43.200 --> 00:09:45.200]  我們需要作答辯
[00:09:45.200 --> 00:09:47.200]  這種叫做
[00:09:47.200 --> 00:09:49.200]  一種護教學
[00:09:49.200 --> 00:09:51.200]  護教學就是提出一種
[00:09:51.200 --> 00:09:53.200]  回答
[00:09:53.200 --> 00:09:55.200]  回答很多時候是要去否定
[00:09:55.200 --> 00:09:57.200]  這個世界所說的
[00:09:57.200 --> 00:09:59.200]  而去
[00:09:59.200 --> 00:10:01.200]  講清楚真正的信仰
[00:10:01.200 --> 00:10:03.200]  聖經的信仰
[00:10:03.200 --> 00:10:05.200]  是說什麼
[00:10:05.200 --> 00:10:07.200]  回答方面也有另外一方面
[00:10:07.200 --> 00:10:09.200]  回答apology
[00:10:09.200 --> 00:10:11.200]  也有一種
[00:10:11.200 --> 00:10:13.200]  所謂
[00:10:13.200 --> 00:10:15.200]  去揭示
[00:10:15.200 --> 00:10:17.200]  世界的
[00:10:17.200 --> 00:10:19.200]  謊話
[00:10:19.200 --> 00:10:21.200]  文化裡面
[00:10:21.200 --> 00:10:23.200]  給我們的謊話
[00:10:23.200 --> 00:10:25.200]  世界意識形態給我們的謊話
[00:10:25.200 --> 00:10:27.200]  expose那些lies
[00:10:27.200 --> 00:10:29.200]  cultural lies
[00:10:29.200 --> 00:10:31.200]  然後去到說出
[00:10:31.200 --> 00:10:33.200]  真理的美善
[00:10:33.200 --> 00:10:35.200]  提出信仰的美善
[00:10:35.200 --> 00:10:37.200]  這個就是我們每一個
[00:10:37.200 --> 00:10:39.200]  所以我們說每一個基督徒
[00:10:39.200 --> 00:10:41.200]  其實都是一個apologist
[00:10:41.200 --> 00:10:43.200]  一個護教學者
[00:10:43.200 --> 00:10:45.200]  當然講得清楚不是和人爭辯
[00:10:45.200 --> 00:10:47.200]  而是
[00:10:47.200 --> 00:10:49.200]  溫柔敬畏心回答
[00:10:49.200 --> 00:10:51.200]  並且有一個好的生命
[00:10:51.200 --> 00:10:53.200]  使對方能夠被感染
[00:10:53.200 --> 00:10:55.200]  甚至那些冒過我們的人
[00:10:55.200 --> 00:10:57.200]  能夠自覺收攜
[00:10:57.200 --> 00:10:59.200]  這裡就是
[00:10:59.200 --> 00:11:01.200]  一種
[00:11:01.200 --> 00:11:03.200]  我們可以應用到的東西
[00:11:03.200 --> 00:11:05.200]  所以以後我們可以多看一些巴黎
[00:11:05.200 --> 00:11:07.200]  宗教的東西
[00:11:07.200 --> 00:11:09.200]  然後我們再看看
[00:11:09.200 --> 00:11:11.200]  我計劃會繼續看
[00:11:11.200 --> 00:11:13.200]  這篇其他地方和
[00:11:13.200 --> 00:11:15.200]  以利亞的故事
[00:11:15.200 --> 00:11:17.200]  以致我們更加清楚聖經在做什麼
[00:11:17.200 --> 00:11:19.200]  我們應用到
[00:11:19.200 --> 00:11:21.200]  聖經給我們的
[00:11:21.200 --> 00:11:23.200]  信息

