
[00:00:00.000 --> 00:00:03.000]  UV的頂梓梅,平安!感謝神
[00:03:53.000 --> 00:03:55.000]  然後第一章第六節就說
[00:03:55.000 --> 00:03:59.000]  他們起身要從摩押地歸回
[00:03:59.000 --> 00:04:02.000]  因為她在摩押地聽見耶和華
[00:04:02.000 --> 00:04:04.000]  眷顧自己的百姓
[00:04:04.000 --> 00:04:06.000]  賜糧食與他們
[00:04:06.000 --> 00:04:08.000]  諷刺的是甚麼呢?
[00:04:08.000 --> 00:04:11.000]  經過一連串的打擊
[00:04:11.000 --> 00:04:14.000]  即是人生的際遇
[00:04:14.000 --> 00:04:17.000]  現在聽到鄉下又有東西吃了
[00:04:17.000 --> 00:04:20.000]  結果拿訛米就打算回流
[00:04:20.000 --> 00:04:24.000]  這是第一次在路德記裏面記載的
[00:04:24.000 --> 00:04:26.000]  Divine Action
[00:04:26.000 --> 00:04:29.000]  主動的介入
[00:04:29.000 --> 00:04:32.000]  就是神眷顧耶和華
[00:04:32.000 --> 00:04:35.000]  眷顧自己的百姓賜糧食給他們
[00:04:35.000 --> 00:04:38.000]  第二次神的介入在哪裏呢?
[00:04:38.000 --> 00:04:40.000]  就要跳到第四章
[00:04:40.000 --> 00:04:42.000]  第四章十三節
[00:04:42.000 --> 00:04:46.000]  「於是波亞斯娶了路德為妻」
[00:04:46.000 --> 00:04:49.000]  波亞斯是我們的男主角
[00:04:49.000 --> 00:04:50.000]  路德是誰呢?
[00:04:50.000 --> 00:04:53.000]  路德當然是我們的女主角
[00:04:53.000 --> 00:04:59.000]  就是跟著拿訛米回猶大鄉下的摩亞義父
[00:04:59.000 --> 00:05:03.000]  他跟著婆婆回鄉
[00:05:03.000 --> 00:05:08.000]  在鄉下遇到婆婆的親戚波亞斯
[00:05:08.000 --> 00:05:11.000]  結果他們相遇而且相愛
[00:05:11.000 --> 00:05:13.000]  結果再嫁
[00:05:13.000 --> 00:05:16.000]  與他們與他同房
[00:05:16.000 --> 00:05:19.000]  耶和華使他懷孕生了一個兒子
[00:05:19.000 --> 00:05:22.000]  所以最後是一個大團圓的結局
[00:05:22.000 --> 00:05:25.000]  神使路德懷孕
[00:05:25.000 --> 00:05:29.000]  這是第二次在路德記的Divine Action
[00:05:29.000 --> 00:05:34.000]  第一次和第二次是一頭一尾的
[00:05:34.000 --> 00:05:36.000]  路德記只有四章
[00:05:36.000 --> 00:05:38.000]  第一次是第一章
[00:05:38.000 --> 00:05:40.000]  第二次是最後一章
[00:05:40.000 --> 00:05:44.000]  但中間我們完全看不到
[00:05:44.000 --> 00:05:49.000]  神有怎樣介入人類的歷史和命運裏面
[00:05:49.000 --> 00:05:51.000]  在人的困境裏面
[00:05:51.000 --> 00:05:54.000]  我們期望神來做更多的事
[00:05:54.000 --> 00:05:57.000]  但除了一開始神眷顧百姓
[00:05:57.000 --> 00:06:01.000]  和最後神使沒有生育過的女子懷孕
[00:06:01.000 --> 00:06:03.000]  當然這些都很重要
[00:06:03.000 --> 00:06:07.000]  但中間我們看不到神做了什麼
[00:06:07.000 --> 00:06:10.000]  相反在路德記
[00:06:10.000 --> 00:06:13.000]  我們看不到神的Divine Action
[00:06:13.000 --> 00:06:19.000]  但我們看到的是人與人之間彼此的恩代
[00:06:19.000 --> 00:06:21.000]  不是神恩代人
[00:06:21.000 --> 00:06:26.000]  是人與人之間彼此的恩代
[00:06:26.000 --> 00:06:30.000]  我們繼續看第一章第八節
[00:06:30.000 --> 00:06:33.000]  「那奴婢對兩個兒婦說:
[00:06:33.000 --> 00:06:35.000]  「你們各人回娘家去吧」
[00:06:35.000 --> 00:06:38.000]  當時那奴婢奶奶打算回鄉下
[00:06:38.000 --> 00:06:43.000]  她非但沒有要求這兩個媳婦服侍她中老
[00:06:43.000 --> 00:06:47.000]  反過來她勸她兩個媳婦回他們的娘家
[00:06:47.000 --> 00:06:50.000]  甚至祝福他們有重新開始
[00:06:50.000 --> 00:06:51.000]  所以她說:
[00:06:51.000 --> 00:06:53.000]  「你們各人回娘家去吧
[00:06:53.000 --> 00:06:55.000]  願耶和華恩代你們
[00:06:55.000 --> 00:06:58.000]  將你們恩代已死的人與我一樣」
[00:06:58.000 --> 00:07:01.000]  首先你要留意「恩代」這個字
[00:07:01.000 --> 00:07:03.000]  英文譯作Loving Kindness
[00:07:03.000 --> 00:07:06.000]  其實在聖經裏面是一個非常重要的字
[00:07:06.000 --> 00:07:09.000]  例如形容神自己的慈愛
[00:07:09.000 --> 00:07:12.000]  「因為慈愛」就是這個字
[00:07:12.000 --> 00:07:16.000]  「慈愛」這個字就是「恩代」這個字
[00:07:16.000 --> 00:07:18.000]  但我想留意的是甚麼呢?
[00:07:18.000 --> 00:07:21.000]  在這八節的路德記
[00:07:21.000 --> 00:07:25.000]  那個表達方法很奇怪
[00:07:25.000 --> 00:07:29.000]  我再讀這一節給大家聽
[00:07:29.000 --> 00:07:31.000]  「願耶和華恩代你們
[00:07:31.000 --> 00:07:37.000]  將你們恩代已死的人與我一樣」
[00:07:37.000 --> 00:07:41.000]  這個以誰為恩代的標準呢?
[00:07:41.000 --> 00:07:45.000]  是「將你們恩代我一樣」
[00:07:45.000 --> 00:07:49.000]  即是希望神賜福你們
[00:07:49.000 --> 00:07:53.000]  好像你們賜福我一樣
[00:07:53.000 --> 00:07:55.000]  即是用這兩個兒婦
[00:07:55.000 --> 00:07:57.000]  甚至是摩訶的兒婦
[00:07:57.000 --> 00:07:59.000]  為那個Role Model
[00:07:59.000 --> 00:08:02.000]  為那個慈愛、恩代的標準
[00:08:02.000 --> 00:08:04.000]  如果我們平時這樣溝通
[00:08:04.000 --> 00:08:05.000]  我們會怎樣呢?
[00:08:05.000 --> 00:08:08.000]  「求神賜福給你
[00:08:08.000 --> 00:08:11.000]  好像神賜福給我一樣」
[00:08:11.000 --> 00:08:12.000]  即是神賜福給你
[00:08:12.000 --> 00:08:14.000]  好像神賜福給我一樣
[00:08:14.000 --> 00:08:15.000]  但這裏不是
[00:08:15.000 --> 00:08:17.000]  是說「願神恩代你們
[00:08:17.000 --> 00:08:21.000]  好像你們恩代我一樣」
[00:08:21.000 --> 00:08:24.000]  原來這正正就是路德記的神學信息
[00:08:24.000 --> 00:08:27.000]  藉著人與人之間彼此的恩代
[00:08:27.000 --> 00:08:31.000]  成就了神自己的恩賜
[00:08:31.000 --> 00:08:35.000]  我再說,路德記神直接的參與
[00:08:35.000 --> 00:08:37.000]  是非常少的
[00:08:37.000 --> 00:08:39.000]  甚至有人這樣形容
[00:08:39.000 --> 00:08:42.000]  在路德記神是passively present
[00:08:42.000 --> 00:08:44.000]  祂在這裏,但祂是passive
[00:08:44.000 --> 00:08:46.000]  祂在背後策劃
[00:08:46.000 --> 00:08:48.000]  正如你讀下去
[00:08:48.000 --> 00:08:49.000]  你會留意到很多字
[00:08:49.000 --> 00:08:53.000]  「恰巧」、「剛剛」、「正好」等等
[00:08:53.000 --> 00:08:55.000]  但在路德記裏
[00:08:55.000 --> 00:08:58.000]  神是passive的
[00:08:58.000 --> 00:09:00.000]  祂是present,但祂是passive
[00:09:00.000 --> 00:09:02.000]  但更加active的是甚麼呢?
[00:09:02.000 --> 00:09:06.000]  是我們看到主角之間彼此的恩代
[00:09:06.000 --> 00:09:08.000]  不單是口說祝福
[00:09:08.000 --> 00:09:10.000]  更加是從對方的角度出發
[00:09:10.000 --> 00:09:13.000]  付代價地去恩代對方
[00:09:13.000 --> 00:09:16.000]  成就了神的恩賜
[00:09:16.000 --> 00:09:20.000]  甚至最後推動了救恩的計劃
[00:09:20.000 --> 00:09:22.000]  所以某程度上可以這樣說
[00:09:22.000 --> 00:09:24.000]  路德記是一個甚麼呢?
[00:09:24.000 --> 00:09:26.000]  是一個教科書
[00:09:26.000 --> 00:09:32.000]  教你如何做一個好人
[00:09:32.000 --> 00:09:38.000]  如何做一個恩代人的標準
[00:09:38.000 --> 00:09:41.000]  這些是可以在路德記裏看到的
[00:09:41.000 --> 00:09:44.000]  但時間關係,我今天只會說
[00:09:44.000 --> 00:09:47.000]  其中一個彼此恩代的原則
[00:09:47.000 --> 00:09:49.000]  在路德記裏,我們可以看到
[00:09:49.000 --> 00:09:51.000]  彼此恩代有其中一個原則是甚麼呢?
[00:09:51.000 --> 00:09:54.000]  口裏的祝福要化為行動
[00:09:54.000 --> 00:09:57.000]  我們繼續看一些經文
[00:09:57.000 --> 00:10:00.000]  因為時間關係,我們想看完四章
[00:10:00.000 --> 00:10:02.000]  但我們會跳來看
[00:10:02.000 --> 00:10:07.000]  例如第一章第九節
[00:10:07.000 --> 00:10:11.000]  「願耶和華使你們各在新夫家中得平安」
[00:10:11.000 --> 00:10:13.000]  第八節我們讀了
[00:10:13.000 --> 00:10:16.000]  「那訛米」就勸新婦離開
[00:10:16.000 --> 00:10:18.000]  祝福他們
[00:10:18.000 --> 00:10:20.000]  如何祝福他們呢?
[00:10:20.000 --> 00:10:24.000]  祝福他們各在新夫家中得平安
[00:10:24.000 --> 00:10:25.000]  即是甚麼呢?
[00:10:25.000 --> 00:10:27.000]  即是祝福他們再嫁
[00:10:27.000 --> 00:10:28.000]  這個很難得
[00:10:28.000 --> 00:10:30.000]  這個婆婆老實說
[00:10:30.000 --> 00:10:32.000]  她不去考慮自己的前途
[00:10:32.000 --> 00:10:36.000]  相反她考慮的是新婦們的前途
[00:10:36.000 --> 00:10:43.000]  竟然祝福這兩個寡婦的儀式有新婦
[00:10:43.000 --> 00:10:45.000]  留意得平安
[00:10:45.000 --> 00:10:50.000]  祝福他們在新夫家中找到安寧
[00:10:50.000 --> 00:10:52.000]  然後我們跳到第二章
[00:10:52.000 --> 00:10:55.000]  第二章結果
[00:10:55.000 --> 00:10:58.000]  兩個媳婦一個聽勸離開了
[00:10:58.000 --> 00:11:01.000]  另外路德,即是我們的主角
[00:11:01.000 --> 00:11:04.000]  緊緊跟著那訛米
[00:11:04.000 --> 00:11:06.000]  他不肯走
[00:11:06.000 --> 00:11:08.000]  他一定要跟著那訛米
[00:11:08.000 --> 00:11:10.000]  陪著那訛米一起回到鄉下
[00:11:10.000 --> 00:11:13.000]  去到第二章他們就回到鄉下
[00:11:13.000 --> 00:11:17.000]  男主角波亞斯在第二章出場
[00:11:17.000 --> 00:11:20.000]  原來當時路德為了謀生
[00:11:20.000 --> 00:11:24.000]  剛剛去到波亞斯的田地
[00:11:24.000 --> 00:11:30.000]  去拾取收割人掉在地上的墨水來謀生
[00:11:30.000 --> 00:11:32.000]  波亞斯作為一個田主
[00:11:32.000 --> 00:11:34.000]  即是一個大財主
[00:11:34.000 --> 00:11:37.000]  他明顯聽過路德的事蹟
[00:11:37.000 --> 00:11:39.000]  甚至欣賞他
[00:11:39.000 --> 00:11:43.000]  以至吩咐他的工人恩待路德
[00:11:43.000 --> 00:11:46.000]  我們跳到二章十到十二節
[00:11:46.000 --> 00:11:48.000]  二章十到十二節
[00:11:48.000 --> 00:11:51.000]  路德就苦服在地叩拜
[00:11:51.000 --> 00:11:53.000]  對他(波亞斯)說
[00:11:53.000 --> 00:11:56.000]  「我既是愛邦人,怎麼蒙你的恩?
[00:11:56.000 --> 00:11:58.000]  怎麼憐恤我?」
[00:11:58.000 --> 00:12:05.000]  因為田裡的工人受了波亞斯的叮囑
[00:12:05.000 --> 00:12:07.000]  要好好待路德
[00:12:07.000 --> 00:12:09.000]  路德就來感激波亞斯
[00:12:09.000 --> 00:12:11.000]  但波亞斯怎麼回答呢?
[00:12:11.000 --> 00:12:12.000]  十一節
[00:12:12.000 --> 00:12:13.000]  波亞斯回答說
[00:12:13.000 --> 00:12:15.000]  「自從你丈夫死後
[00:12:15.000 --> 00:12:17.000]  凡你向婆婆所行的
[00:12:17.000 --> 00:12:19.000]  並你離開父母和本地
[00:12:19.000 --> 00:12:21.000]  到數不認識的民眾
[00:12:21.000 --> 00:12:24.000]  這些事人全都告訴我了」
[00:12:24.000 --> 00:12:31.000]  留意,原來路德做的那種友善
[00:12:31.000 --> 00:12:34.000]  是會有回報價值的
[00:12:34.000 --> 00:12:39.000]  是因為路德怎樣恩待他的婆婆或婆婆
[00:12:39.000 --> 00:12:43.000]  現在波亞斯就回報給他
[00:12:43.000 --> 00:12:46.000]  我們留意第十二節
[00:12:46.000 --> 00:12:48.000]  是波亞斯的願望
[00:12:48.000 --> 00:12:51.000]  波亞斯怎樣祝福路德
[00:12:51.000 --> 00:12:52.000]  十二節
[00:12:52.000 --> 00:12:55.000]  「願耶和華照你所行的賞賜你
[00:12:55.000 --> 00:12:58.000]  你來投靠耶和華以色列神的賜旁下
[00:12:58.000 --> 00:13:01.000]  願你滿得祂的賞賜」
[00:13:01.000 --> 00:13:04.000]  波亞斯是一個很榮幸的人
[00:13:04.000 --> 00:13:07.000]  他也同樣祝福路德
[00:13:07.000 --> 00:13:09.000]  「願神祝福你」
[00:13:09.000 --> 00:13:10.000]  為什麼呢?
[00:13:10.000 --> 00:13:14.000]  因為「你來投靠耶和華以色列神的賜旁下」
[00:13:14.000 --> 00:13:16.000]  留意「賜旁」這個字
[00:13:16.000 --> 00:13:18.000]  剛才我們說了「Rest」
[00:13:18.000 --> 00:13:21.000]  即是「得平安」
[00:13:21.000 --> 00:13:23.000]  但這裡有另一個字我們要留意
[00:13:23.000 --> 00:13:24.000]  「賜旁」這個字
[00:13:24.000 --> 00:13:26.000]  在神的賜旁下
[00:13:26.000 --> 00:13:28.000]  我們跳到第三章
[00:13:28.000 --> 00:13:32.000]  「當拿訛米知道路德和他的親戚波亞斯
[00:13:32.000 --> 00:13:34.000]  在田裡相遇
[00:13:34.000 --> 00:13:37.000]  而且波亞斯厚待路德」
[00:13:37.000 --> 00:13:39.000]  到第三章一節
[00:13:39.000 --> 00:13:42.000]  「路德的婆婆拿訛米對他說
[00:13:42.000 --> 00:13:47.000]  女兒,我不當為你找個安身之處
[00:13:47.000 --> 00:13:49.000]  使你享福嗎?」
[00:13:49.000 --> 00:13:53.000]  原來這裡拿訛米就開始想了
[00:13:53.000 --> 00:13:57.000]  我要幫你找個安身之處
[00:13:57.000 --> 00:13:59.000]  一個「Rest」
[00:13:59.000 --> 00:14:02.000]  我要「Seek rest for you」
[00:14:02.000 --> 00:14:03.000]  使你享福
[00:14:03.000 --> 00:14:05.000]  這個「Rest」是甚麼呢?
[00:14:05.000 --> 00:14:07.000]  正正是第一章第九節
[00:14:07.000 --> 00:14:08.000]  我們剛剛讀的
[00:14:08.000 --> 00:14:12.000]  「願耶和華使你們各在辛苦家中得平安」
[00:14:12.000 --> 00:14:15.000]  起初這是拿訛米的願望
[00:14:15.000 --> 00:14:18.000]  是希望神為你們預備平安
[00:14:18.000 --> 00:14:20.000]  結果到三章一節
[00:14:20.000 --> 00:14:26.000]  「我豈不應該為你找平安或安身之處?」
[00:14:26.000 --> 00:14:30.000]  口中的祝福要化作行動
[00:14:30.000 --> 00:14:33.000]  接下來我們看到拿訛米
[00:14:33.000 --> 00:14:36.000]  在第三章後面開始為路德籌劃
[00:14:36.000 --> 00:14:39.000]  叫路德有一連串的預備
[00:14:39.000 --> 00:14:42.000]  去到收割的田裡
[00:14:42.000 --> 00:14:45.000]  去到三章第七到第九節
[00:14:45.000 --> 00:14:47.000]  收割完之後第七節
[00:14:47.000 --> 00:14:49.000]  「幫阿司吃喝完了
[00:14:49.000 --> 00:14:53.000]  心裡歡暢就去睡在麥堆的旁邊
[00:14:53.000 --> 00:14:56.000]  路德便悄悄地來掀開他腳上的被
[00:14:56.000 --> 00:14:58.000]  躺我在那裡
[00:14:58.000 --> 00:15:00.000]  到了夜半那人忽然驚醒
[00:15:00.000 --> 00:15:01.000]  翻過身來
[00:15:01.000 --> 00:15:03.000]  不料有女子躺在他的腳下
[00:15:03.000 --> 00:15:05.000]  他就說:你是誰?
[00:15:05.000 --> 00:15:07.000]  回答說:我是你的被裡
[00:15:07.000 --> 00:15:12.000]  路德,求你用你的衣襟遮蓋我
[00:15:12.000 --> 00:15:15.000]  因為你是我一個至近的親屬」
[00:15:15.000 --> 00:15:17.000]  我們可能有很多懷疑
[00:15:17.000 --> 00:15:19.000]  在這裡發生什麼事呢?
[00:15:19.000 --> 00:15:21.000]  好像很曖昧
[00:15:21.000 --> 00:15:23.000]  為什麼路德會這樣說呢?
[00:15:23.000 --> 00:15:26.000]  簡單來說,這是另類的求婚
[00:15:26.000 --> 00:15:29.000]  其實就是路德向邦亞斯求婚
[00:15:29.000 --> 00:15:32.000]  是求邦亞斯用他的衣襟
[00:15:32.000 --> 00:15:36.000]  代表保護來遮蓋路德
[00:15:36.000 --> 00:15:39.000]  其實是求你求婚
[00:15:39.000 --> 00:15:41.000]  然後求你保護我
[00:15:41.000 --> 00:15:43.000]  這樣的意思
[00:15:43.000 --> 00:15:45.000]  但這裡特別的地方是什麼呢?
[00:15:45.000 --> 00:15:47.000]  求你用你的衣襟這個字
[00:15:47.000 --> 00:15:49.000]  其實正正就是我們剛才讀的
[00:15:49.000 --> 00:15:53.000]  二章十二節的邦亞斯口中的祝福
[00:15:53.000 --> 00:15:57.000]  你來投靠以色列神的翅膀
[00:15:57.000 --> 00:16:00.000]  原來翅膀這個字
[00:16:00.000 --> 00:16:02.000]  其實在這裡就是衣襟
[00:16:02.000 --> 00:16:04.000]  即是Wings這個字
[00:16:04.000 --> 00:16:07.000]  即是翅膀,Wings這個字
[00:16:07.000 --> 00:16:10.000]  所以邦亞斯的Wish
[00:16:10.000 --> 00:16:12.000]  邦亞斯的祝福
[00:16:12.000 --> 00:16:15.000]  你來投靠以神的翅膀
[00:16:15.000 --> 00:16:18.000]  願神厚待你
[00:16:18.000 --> 00:16:22.000]  但路德說,你來兌現你的Wish
[00:16:22.000 --> 00:16:24.000]  不單是神的翅膀
[00:16:24.000 --> 00:16:28.000]  是你的衣襟來遮蓋路德
[00:16:28.000 --> 00:16:31.000]  所以原來Kindness、恩慈
[00:16:31.000 --> 00:16:34.000]  在路德記裡不只是停留在口中
[00:16:34.000 --> 00:16:38.000]  其實和新約很多教導是一致的
[00:16:38.000 --> 00:16:42.000]  是要在口中的祝福化作行動
[00:16:42.000 --> 00:16:46.000]  替對方著想,甚至付代價的
[00:16:46.000 --> 00:16:51.000]  這樣的一種恩慈,彼此來相待
[00:16:51.000 --> 00:16:54.000]  我講到這裡,可能大家就會想
[00:16:54.000 --> 00:16:56.000]  這個路德記的神學價值
[00:16:56.000 --> 00:16:58.000]  最後是否說Be a good man
[00:16:58.000 --> 00:17:00.000]  做個好人就這麼簡單呢?
[00:17:00.000 --> 00:17:03.000]  是否說,我們總之彼此恩待
[00:17:03.000 --> 00:17:06.000]  最後就會大團圓結局呢?
[00:17:06.000 --> 00:17:08.000]  我去到第四章
[00:17:08.000 --> 00:17:11.000]  結果的確是大團圓結局
[00:17:11.000 --> 00:17:14.000]  我們看第四章十一到二十二節
[00:17:14.000 --> 00:17:18.000]  四章十一到最後的二十二節
[00:17:18.000 --> 00:17:21.000]  「在城門坐著的眾民和長老都說
[00:17:21.000 --> 00:17:23.000]  我們作見證」
[00:17:23.000 --> 00:17:27.000]  其實這個簡單去畫圖
[00:17:27.000 --> 00:17:28.000]  是一個婚禮
[00:17:28.000 --> 00:17:34.000]  就是幫助師徒路德最後結成婚盟
[00:17:34.000 --> 00:17:39.000]  所以有在城門坐著的眾民和長老
[00:17:39.000 --> 00:17:40.000]  就作見證了
[00:17:40.000 --> 00:17:41.000]  然後他們怎樣呢?
[00:17:41.000 --> 00:17:43.000]  他們都有一個Blessing
[00:17:43.000 --> 00:17:45.000]  他們都有一個Well-wishes
[00:17:45.000 --> 00:17:48.000]  「願耶和華使進你家的這女子
[00:17:48.000 --> 00:17:52.000]  像建立以色列家的拉潔尼亞二人一樣
[00:17:52.000 --> 00:17:55.000]  又願你再以法他德亨通
[00:17:55.000 --> 00:17:57.000]  在伯利恆德名聲
[00:17:57.000 --> 00:18:00.000]  願耶和華從這少年女子賜你後裔
[00:18:00.000 --> 00:18:01.000]  使你的家長
[00:18:01.000 --> 00:18:04.000]  哈瑪從猶大所生法勒斯的家一半」
[00:18:04.000 --> 00:18:07.000]  所以這是一個婚禮Blessing
[00:18:07.000 --> 00:18:10.000]  在婚禮裏祝福這對新人
[00:18:10.000 --> 00:18:12.000]  當然焦點是甚麼呢?
[00:18:12.000 --> 00:18:13.000]  就是後裔
[00:18:13.000 --> 00:18:18.000]  十二節「願耶和華使你得後裔」
[00:18:18.000 --> 00:18:19.000]  到十三節
[00:18:19.000 --> 00:18:21.000]  真的成就了
[00:18:21.000 --> 00:18:25.000]  這次是神親自來成就Blessing
[00:18:25.000 --> 00:18:27.000]  「於是幫助師徒取了路德為妻
[00:18:27.000 --> 00:18:28.000]  與他同房
[00:18:28.000 --> 00:18:31.000]  耶和華使他懷孕生了一個兒子」
[00:18:31.000 --> 00:18:33.000]  所以神在路德記做了兩件事
[00:18:33.000 --> 00:18:38.000]  第一章第六節和第四章十三節
[00:18:38.000 --> 00:18:40.000]  「神使路德懷孕」
[00:18:40.000 --> 00:18:42.000]  跳到十六節
[00:18:42.000 --> 00:18:44.000]  「我米就把孩子抱在懷中
[00:18:44.000 --> 00:18:45.000]  作他的養母
[00:18:45.000 --> 00:18:47.000]  論者的婦人說:
[00:18:47.000 --> 00:18:48.000]  我米得孩子了
[00:18:48.000 --> 00:18:50.000]  就給孩子起名叫俄彼得
[00:18:50.000 --> 00:18:52.000]  正俄彼得是耶西的父
[00:18:52.000 --> 00:18:55.000]  耶西是大衛的父」
[00:18:55.000 --> 00:18:59.000]  如果最終路德記的神學思想是甚麼呢?
[00:18:59.000 --> 00:19:01.000]  「好人有好報」
[00:19:01.000 --> 00:19:04.000]  就是這本書的Take-home lesson
[00:19:04.000 --> 00:19:06.000]  就是這本書的中心思想
[00:19:06.000 --> 00:19:09.000]  其實停在十七節就已經完美了
[00:19:09.000 --> 00:19:11.000]  大團圓結局
[00:19:11.000 --> 00:19:17.000]  「那我米都有兒孫奉養他中老」
[00:19:17.000 --> 00:19:19.000]  而且還說了甚麼呢?
[00:19:19.000 --> 00:19:24.000]  說原來這個俄彼得成為大衛的祖先
[00:19:24.000 --> 00:19:27.000]  超級完美
[00:19:27.000 --> 00:19:29.000]  最後提醒我們
[00:19:29.000 --> 00:19:31.000]  記住了好人的句號
[00:19:31.000 --> 00:19:33.000]  是不是這樣呢?
[00:19:33.000 --> 00:19:35.000]  當然你會發現
[00:19:35.000 --> 00:19:38.000]  原來路德記不是停在十七節
[00:19:38.000 --> 00:19:42.000]  後面還有十八到二十二節
[00:19:42.000 --> 00:19:44.000]  十八到二十二節是甚麼呢?
[00:19:44.000 --> 00:19:45.000]  是一個家譜
[00:19:45.000 --> 00:19:47.000]  「法律師的後代記載下
[00:19:47.000 --> 00:19:48.000]  法律師生希斯倫
[00:19:48.000 --> 00:19:49.000]  希斯倫生蘭
