
[00:00:00.000 --> 00:00:04.880]  各位我們又來到聖地這個地方了
[00:06:12.320 --> 00:06:14.320]  你會想起過河過海
[00:06:14.320 --> 00:06:15.520]  出埃及
[00:06:15.520 --> 00:06:18.320]  想起出埃及之後到抗野
[00:06:18.320 --> 00:06:20.320]  然後過約旦河
[00:06:20.320 --> 00:06:23.600]  然後想起先知來到以利亞等等
[00:06:23.600 --> 00:06:28.080]  這些景象都是當時很多猶太人所盼望的
[00:06:28.080 --> 00:06:31.840]  在附近有一個地方叫做昆蘭
[00:06:31.840 --> 00:06:36.160]  早早有一群猶太人搬到這個地方
[00:06:36.160 --> 00:06:41.440]  他們很可能就是一世紀裡面經外文獻提過的愛錫里人
[00:06:41.440 --> 00:06:42.720]  Asim
[00:06:42.720 --> 00:06:48.480]  這群人是脫離早已經腐敗的耶路撒冷聖殿的體制
[00:06:48.480 --> 00:06:51.840]  他們不滿當時的權貴
[00:06:51.840 --> 00:06:58.720]  祭司來靠攏羅馬帝國欺壓人等等
[00:06:58.720 --> 00:07:01.520]  所以他們就搬到抗野昆蘭這個地方
[00:07:01.520 --> 00:07:03.840]  另外設立一個新的群體
[00:07:03.840 --> 00:07:07.600]  他們的身份都是認為他們是新的以色列民
[00:07:07.600 --> 00:07:12.400]  昆蘭這個地方當然留下了二十世紀裡面最大的考古發現
[00:07:12.400 --> 00:07:14.480]  叫做死海孤卷
[00:07:14.480 --> 00:07:18.160]  這些昆蘭人是很自律和自潔的
[00:07:18.160 --> 00:07:19.360]  泛物公庸
[00:07:19.360 --> 00:07:21.760]  每一天他們都會在潔淨池受洗
[00:07:21.760 --> 00:07:27.600]  等候自己天國王者救主的來臨
[00:07:27.600 --> 00:07:29.520]  所以有人認為
[00:07:29.520 --> 00:07:34.880]  施洗約翰甚至耶穌曾經和這些昆蘭的社群有所接觸
[00:07:34.880 --> 00:07:39.120]  昆蘭的遺址在抗野裡面生存是很難的
[00:07:39.120 --> 00:07:42.560]  但他們建了很多引水道
[00:07:42.560 --> 00:07:47.280]  然後把這些水放在一些井
[00:07:47.280 --> 00:07:51.440]  在這個遺址上也留下了很多房屋
[00:07:51.440 --> 00:07:53.600]  他們抄寫聖經的地方
[00:07:53.600 --> 00:07:57.280]  在這個遺址上有一個很重要的特色就是潔淨池
[00:07:57.280 --> 00:08:00.080]  他們按照樓梯走下去
[00:08:00.080 --> 00:08:03.040]  然後經過水受洗
[00:08:03.040 --> 00:08:06.320]  然後再上來的時候就得到潔淨
[00:08:06.320 --> 00:08:07.840]  起碼禮儀上的潔淨
[00:08:07.840 --> 00:08:10.800]  他們就預備在社群裡面生活
[00:08:10.800 --> 00:08:12.560]  預備去抄寫聖經
[00:08:12.560 --> 00:08:14.560]  預備去親近神
[00:08:14.560 --> 00:08:16.560]  預備去看神的華語
[00:08:16.560 --> 00:08:36.240]  (音樂)
[00:08:36.240 --> 00:08:38.240]  我再講施洗約翰
[00:08:38.240 --> 00:08:40.640]  施洗約翰在約旦河受洗
[00:08:40.640 --> 00:08:42.400]  是一次性的受洗
[00:08:42.400 --> 00:08:48.000]  這個猶太人的傳統很多時候是外邦人入教的時候就需要受洗
[00:08:48.000 --> 00:08:49.520]  猶太人是不需要
[00:08:49.520 --> 00:08:54.960]  但這裡特別的地方就是施洗約翰的洗禮是為所有人而設的
[00:08:54.960 --> 00:08:59.200]  連猶太人自命是神的子民的後裔
[00:08:59.200 --> 00:09:03.680]  這些人都要在施洗約翰的侍奉下去受洗
[00:09:03.680 --> 00:09:06.640]  換言之對施洗約翰的侍奉來說
[00:09:06.640 --> 00:09:09.360]  猶太人和外邦人是沒有分別的
[00:09:09.360 --> 00:09:13.760]  當上帝的天國 上帝的統治要來臨的時候
[00:09:13.760 --> 00:09:17.680]  每一個人都要悔改受洗
[00:09:17.680 --> 00:09:20.640]  當時施洗約翰面對的政局
[00:09:20.640 --> 00:09:23.920]  聖殿的權貴是貪腐
[00:09:23.920 --> 00:09:26.320]  羅馬軍隊是濫權
[00:09:26.320 --> 00:09:31.360]  本地的王 希律王等等是很腐敗
[00:09:31.360 --> 00:09:35.200]  施洗約翰不單止是叫人悔改受洗
[00:09:35.200 --> 00:09:40.960]  並且叫人成為神國的子民去行公二號聯運
[00:09:40.960 --> 00:09:44.320]  所以他講了很多先知的講道
[00:09:44.320 --> 00:09:46.320]  他也是救主的先鋒
[00:09:46.320 --> 00:09:51.520]  因為這個緣故施洗約翰吸引了很多猶太人成為他的門徒
[00:09:51.520 --> 00:09:53.440]  但他只不過是救主的先鋒
[00:09:53.440 --> 00:09:55.280]  當救主來到的時候
[00:09:55.280 --> 00:09:56.960]  耶穌來到的時候
[00:09:56.960 --> 00:10:00.400]  他就將人指向彌撞亞
[00:10:00.400 --> 00:10:01.840]  他就退出
[00:10:01.840 --> 00:10:03.520]  沒多久耶穌就出現了
[00:10:03.520 --> 00:10:05.520]  馬太方第三章十三節
[00:10:05.520 --> 00:10:07.840]  那時耶穌從加利利即北面
[00:10:07.840 --> 00:10:11.440]  來到約旦河約翰那裡即南面
[00:10:11.440 --> 00:10:13.120]  要受他的洗
[00:10:13.120 --> 00:10:15.120]  約翰想要阻止他
[00:10:15.120 --> 00:10:16.800]  說我應該受你的洗
[00:10:16.800 --> 00:10:18.800]  你怎麼會來我這裡呢
[00:10:18.800 --> 00:10:20.800]  這是一個很真實的記載
[00:10:20.800 --> 00:10:23.040]  因為按照猶太人的傳統
[00:10:23.040 --> 00:10:25.040]  甚至初期教會的傳統
[00:10:25.040 --> 00:10:29.120]  施洗者的地位是高過受洗者的
[00:10:29.120 --> 00:10:30.960]  所以如果是虛構的話
[00:10:30.960 --> 00:10:32.880]  一定會刪除這一段
[00:10:32.880 --> 00:10:34.880]  不過四福音都有記載
[00:10:34.880 --> 00:10:38.320]  耶穌是接受約翰的施洗
[00:10:38.320 --> 00:10:40.720]  所以為什麼約翰想要攔住他
[00:10:40.720 --> 00:10:41.920]  耶穌怎麼回答呢
[00:10:41.920 --> 00:10:43.600]  他說暫且這樣做
[00:10:43.600 --> 00:10:47.120]  我們理當這樣履行全部的義
[00:10:47.120 --> 00:10:50.160]  和學本就是諸般的義
[00:10:50.160 --> 00:10:51.840]  於是約翰就答應了他
[00:10:51.840 --> 00:10:52.720]  耶穌受了洗
[00:10:52.720 --> 00:10:54.480]  立刻從水中上來
[00:10:54.480 --> 00:10:56.320]  忽然天為他開了
[00:10:56.320 --> 00:10:57.680]  他就看見神的靈
[00:10:57.680 --> 00:11:00.720]  好像甲子降在他身上
[00:11:00.720 --> 00:11:03.680]  又有聲音從天上說
[00:11:03.680 --> 00:11:05.680]  這是我的愛子
[00:11:05.680 --> 00:11:07.040]  我所喜悅的
[00:11:07.040 --> 00:11:09.280]  這就像是一個公開的見證
[00:11:09.280 --> 00:11:13.200]  告訴人耶穌基督真正的身份是什麼
[00:11:13.200 --> 00:11:15.840]  新譯本就叫做理行全部的義
[00:11:15.840 --> 00:11:18.240]  和學本就是諸般的義
[00:11:18.240 --> 00:11:19.600]  其實是什麼意思呢
[00:11:19.600 --> 00:11:22.720]  義就是按照上帝的心意
[00:11:22.720 --> 00:11:24.960]  意思就是人子
[00:11:24.960 --> 00:11:29.280]  耶穌基督要完全認同我們每一個罪人
[00:11:29.280 --> 00:11:31.120]  我們每一個都需要悔改
[00:11:31.120 --> 00:11:32.480]  受洗進入天國
[00:11:32.480 --> 00:11:33.600]  雖然他沒有罪
[00:11:33.600 --> 00:11:36.320]  但因為他認同我們
[00:11:36.320 --> 00:11:38.320]  作為我們的代表
[00:11:38.320 --> 00:11:40.640]  他就要經歷我們所經歷的事
[00:11:40.640 --> 00:11:42.560]  正如以色列人所經歷的事
[00:11:42.560 --> 00:11:44.720]  也是我們每一個人所經歷的
[00:11:44.720 --> 00:11:46.400]  你記得上兩集說過
[00:11:46.400 --> 00:11:47.760]  耶穌的出生
[00:11:47.760 --> 00:11:51.120]  是在暴君大希律的追殺下出生
[00:11:51.120 --> 00:11:53.040]  正如以色列人曾經在埃及
[00:11:53.040 --> 00:11:55.760]  被暴君法奴所追殺一樣
[00:11:55.760 --> 00:11:56.640]  出生之後
[00:11:56.640 --> 00:11:59.040]  耶穌也是流亡在異地
[00:11:59.040 --> 00:11:59.760]  在埃及
[00:11:59.760 --> 00:12:01.600]  然後就離開埃及
[00:12:01.600 --> 00:12:03.600]  是上帝帶他出來的
[00:12:03.600 --> 00:12:06.480]  正如神曾經救以色列人
[00:12:06.480 --> 00:12:07.520]  離開埃及
[00:12:07.520 --> 00:12:08.720]  慰勞之地
[00:12:08.720 --> 00:12:09.920]  曾經被流亡
[00:12:09.920 --> 00:12:11.280]  但又回歸
[00:12:11.280 --> 00:12:14.880]  以色列人經過紅海或約旦河
[00:12:14.880 --> 00:12:16.800]  好像死裡重生一樣
[00:12:16.800 --> 00:12:19.600]  耶穌也是經歷約旦河的受洗
[00:12:19.600 --> 00:12:21.840]  以色列人經歷曠野四十年
[00:12:21.840 --> 00:12:24.160]  受上帝來試煉他們
[00:12:24.160 --> 00:12:28.800]  耶穌同樣在曠野四十天受試煉
[00:12:28.800 --> 00:12:32.000]  所以耶穌成為我們的代表
[00:12:32.000 --> 00:12:34.320]  能夠拯救我們一群罪人
[00:12:34.320 --> 00:12:40.000]  耶穌受洗後
[00:12:40.000 --> 00:12:42.720]  他就去到曠野受試探四十天
[00:12:42.720 --> 00:12:44.640]  《馬太方第四章》記載
[00:12:44.640 --> 00:12:47.520]  隨後耶穌被聖靈帶到曠野
[00:12:47.520 --> 00:12:49.600]  受魔鬼的試探
[00:12:49.600 --> 00:12:52.000]  耶穌禁食了四十晝夜
[00:12:52.000 --> 00:12:53.200]  就餓了
[00:12:53.200 --> 00:12:55.600]  試探者前來對他說
[00:12:55.600 --> 00:12:56.960]  你若是神的兒子
[00:12:56.960 --> 00:13:00.320]  就吩咐這些石頭變成食物吧
[00:13:00.320 --> 00:13:01.280]  耶穌回答
[00:13:01.280 --> 00:13:02.240]  經常記著
[00:13:02.240 --> 00:13:04.080]  人活著不是單靠食物
[00:13:04.080 --> 00:13:07.280]  是靠神口裡所出的一切
[00:13:07.280 --> 00:13:09.600]  你看到猶太的曠野
[00:13:09.600 --> 00:13:11.680]  滿地都是石頭
[00:13:11.680 --> 00:13:13.520]  所以耶穌肚餓的時候
[00:13:13.520 --> 00:13:15.200]  這個試探者
[00:13:15.200 --> 00:13:17.520]  撒旦魔鬼
[00:13:17.520 --> 00:13:19.680]  就來引誘他
[00:13:19.680 --> 00:13:22.240]  就要他濫用他的能力
[00:13:22.240 --> 00:13:25.440]  然後將這些石頭變成食物
[00:13:25.440 --> 00:13:26.400]  第五節
[00:13:26.400 --> 00:13:29.600]  隨後魔鬼帶耶穌進了聖城
[00:13:29.600 --> 00:13:32.480]  使他站在殿的最高處
[00:13:32.480 --> 00:13:33.200]  對他說
[00:13:33.200 --> 00:13:35.680]  你若是神的兒子就挑下來吧
[00:13:35.680 --> 00:13:37.280]  因為經常記著
[00:13:37.280 --> 00:13:38.560]  神為了你
[00:13:38.560 --> 00:13:41.280]  會吩咐自己的使者用手托著你
[00:13:41.280 --> 00:13:44.000]  免得你的腳碰到石頭
[00:13:44.000 --> 00:13:44.800]  耶穌對他說
[00:13:44.800 --> 00:13:46.080]  經常有記著
[00:13:46.080 --> 00:13:49.120]  不可試探主你的神
[00:13:49.120 --> 00:13:51.680]  這裡說殿的最高處
[00:13:51.680 --> 00:13:54.960]  大概是耶路撒冷聖殿的聖殿山
[00:13:54.960 --> 00:13:57.760]  聖殿平台的東南一角
[00:13:57.760 --> 00:14:00.960]  下面一望下去就是吸羊谷
[00:14:00.960 --> 00:14:04.320]  是當時最高的地方
[00:14:04.320 --> 00:14:07.520]  這裡又是魔鬼來試探耶穌
[00:14:07.520 --> 00:14:10.080]  叫他濫用自己的權柄
[00:14:10.080 --> 00:14:12.160]  來試探神
[00:14:12.160 --> 00:14:13.680]  第八節到第十一節
[00:14:13.680 --> 00:14:15.440]  最後魔鬼帶著耶穌
[00:14:15.440 --> 00:14:17.440]  上了一座極高的山
[00:14:17.440 --> 00:14:21.440]  將世界各國的榮華都賜給他
[00:14:21.440 --> 00:14:22.880]  並且對他說
[00:14:22.880 --> 00:14:24.880]  你只要跪下來拜我
[00:14:24.880 --> 00:14:27.120]  我就把這一切都給你
[00:14:27.120 --> 00:14:28.480]  但耶穌說
[00:14:28.480 --> 00:14:30.000]  撒旦走開
[00:14:30.000 --> 00:14:31.040]  經常記著
[00:14:31.040 --> 00:14:33.200]  當拜主你的神
[00:14:33.200 --> 00:14:35.280]  單要侍奉他
[00:14:35.280 --> 00:14:38.720]  於是魔鬼就暫時離開耶穌
[00:14:38.720 --> 00:14:41.120]  有天使來服侍他
[00:14:41.120 --> 00:14:43.680]  這裡馬太記載耶穌的三個試探
[00:14:43.680 --> 00:14:44.400]  很有意思
[00:14:44.400 --> 00:14:47.360]  因為三個試探是越來越高的
[00:14:47.360 --> 00:14:50.480]  由開始石頭變成食物
[00:14:50.480 --> 00:14:54.000]  然後帶他到聖殿的最高一樹
[00:14:54.000 --> 00:14:56.560]  然後到最高的山
[00:14:56.560 --> 00:14:57.760]  更值得留意的是
[00:14:57.760 --> 00:14:59.280]  耶穌三次的回應
[00:14:59.280 --> 00:15:02.720]  都是出自《生命記》六至八章
[00:15:02.720 --> 00:15:04.320]  那一處說的是什麼呢
[00:15:04.320 --> 00:15:07.520]  就是摩西引導了以色列人教導他們
[00:15:07.520 --> 00:15:09.440]  在進入迦南之前
[00:15:09.440 --> 00:15:12.160]  他們需要去中心敬拜主
[00:15:12.160 --> 00:15:15.280]  就跟他們回顧以色列人的故事
[00:15:15.280 --> 00:15:16.560]  你記得那個時跡
[00:15:16.560 --> 00:15:19.040]  當以色列人從埃及
[00:15:19.040 --> 00:15:21.200]  上帝救他們出來之後
[00:15:21.200 --> 00:15:22.880]  他們在曠野
[00:15:22.880 --> 00:15:25.920]  以色列人失敗過三大次
[00:15:25.920 --> 00:15:26.960]  第一次是什麼呢
[00:15:26.960 --> 00:15:28.080]  就是他們不信神
[00:15:28.080 --> 00:15:30.240]  沒有食物的時候他們發怨言
[00:15:30.240 --> 00:15:32.240]  詩篇後期這樣記載
[00:15:32.240 --> 00:15:35.040]  他們忘記了神的作為
[00:15:35.040 --> 00:15:37.360]  不仰望神的意志
[00:15:37.360 --> 00:15:40.560]  反而在曠野大起貪慾
[00:15:40.560 --> 00:15:43.840]  在曠野沙漠裡試探神
[00:15:43.840 --> 00:15:47.040]  第二次失敗就是他們駐造偶像
[00:15:47.040 --> 00:15:49.520]  詩篇第106篇也是這樣說
[00:15:49.520 --> 00:15:52.000]  他們在賀列山做偶
[00:15:52.000 --> 00:15:54.560]  來到敬拜主神的偶像
[00:15:54.560 --> 00:15:57.200]  他們竟然忘記了拯救他們的神
[00:15:57.200 --> 00:15:59.680]  第三次失敗就是他們沒有水
[00:15:59.680 --> 00:16:01.680]  詩篇第106篇這樣說
[00:16:01.680 --> 00:16:05.200]  他們去抗拒神的靈
[00:16:05.200 --> 00:16:08.880]  以色列人在曠野三次失敗
[00:16:08.880 --> 00:16:10.080]  但是這裡講清楚
[00:16:10.080 --> 00:16:12.480]  耶穌是真正的以色列人
[00:16:12.480 --> 00:16:14.800]  真正的神的意志
[00:16:14.800 --> 00:16:17.600]  他在曠野三次得勝
[00:16:17.600 --> 00:16:20.640]  所以告訴我們所有在耶穌基督裡面的人
[00:16:20.640 --> 00:16:22.640]  我們都能夠分享到這個特性
[00:16:22.640 --> 00:16:37.680]  在耶利哥附近有一個山叫做
[00:16:37.680 --> 00:16:40.240]  試探山Mount of Temptation
[00:16:40.240 --> 00:16:43.440]  上面是一個歷史悠久的修道院
[00:16:43.440 --> 00:16:46.560]  紀念的當然是耶穌40日受試探
[00:16:46.560 --> 00:16:48.720]  說起這些修道院
[00:16:48.720 --> 00:16:51.200]  其實是教會歷史上
[00:16:51.200 --> 00:16:53.920]  信徒學到的功課的遺產
[00:16:53.920 --> 00:16:56.080]  這些修道院到底是怎樣來的呢?
[00:16:56.080 --> 00:16:59.280]  修道主義最高峰的時期
[00:16:59.280 --> 00:17:02.160]  就是公元後四至六世紀
[00:17:02.160 --> 00:17:03.280]  最盛行的時候
[00:17:03.280 --> 00:17:04.720]  單在巴勒斯坦地區
[00:17:04.720 --> 00:17:08.560]  就有73間大大小小的修道院
[00:17:08.560 --> 00:17:11.360]  這些修道士保留了很多
[00:17:11.360 --> 00:17:14.480]  教會歷史的信仰遺產
[00:17:14.480 --> 00:17:16.880]  譬如聖經的手抄本
[00:17:16.880 --> 00:17:19.360]  一些學術哲學的著作
[00:17:19.360 --> 00:17:23.680]  或者修道士做一些醫療接待的服事等等
[00:17:23.680 --> 00:17:27.520]  並且也培育了很多出色的學者
[00:17:27.520 --> 00:17:30.320]  好像有一個很出名的John of Damascus
[00:17:30.320 --> 00:17:32.640]  大馬士革的約翰
[00:17:32.640 --> 00:17:34.880]  他生於大馬士革
[00:17:34.880 --> 00:17:36.880]  但他餘下一生的歲月
[00:17:36.880 --> 00:17:40.160]  就是在伯利恆附近的一間修道院
[00:17:40.160 --> 00:17:41.360]  叫做Massaba
[00:17:41.360 --> 00:17:42.800]  專心著作
[00:17:42.800 --> 00:17:44.320]  事實上是去港島的
[00:17:44.320 --> 00:17:45.920]  並且出去跟別人辯論
[00:17:45.920 --> 00:17:49.040]  宗教信仰和社會政治等等的題目
[00:17:49.040 --> 00:17:50.400]  值得留意的是
[00:17:50.400 --> 00:17:55.360]  修道院盛行的時間是公元後四至六世紀
[00:17:55.360 --> 00:17:59.920]  當時是羅馬帝國拜占庭的時候
[00:17:59.920 --> 00:18:03.760]  那個國家已經定了基督教成為國教
[00:18:03.760 --> 00:18:06.240]  對信仰有什麼侵蝕呢?
[00:18:06.240 --> 00:18:09.600]  慢慢地信仰變成很官方
[00:18:09.600 --> 00:18:11.040]  變成很形式化
[00:18:11.040 --> 00:18:12.800]  甚至很政治化
[00:18:12.800 --> 00:18:15.920]  修道院其實是一種抗衡的生活
[00:18:15.920 --> 00:18:19.440]  是一種尋求更新的運動
[00:18:19.440 --> 00:18:22.480]  修道就是你暫時或一生
[00:18:22.480 --> 00:18:27.760]  你決心脫離帝國都市的建制
[00:18:27.760 --> 00:18:31.040]  你就引退到抗野
[00:18:31.040 --> 00:18:33.360]  過一些清靜簡單的生活
[00:18:33.360 --> 00:18:34.640]  禁食等等
[00:18:34.640 --> 00:18:39.120]  甚至有些修道士會在山洞裡生活
[00:18:39.120 --> 00:18:42.720]  他們只會去迎見上帝
[00:18:42.720 --> 00:18:44.160]  在抗野裡
[00:18:44.160 --> 00:18:47.600]  他們的生活只靠上帝
[00:18:47.600 --> 00:18:49.600]  耶穌也有類似的習慣
[00:18:49.600 --> 00:18:51.520]  祂很自律很恆常
[00:18:51.520 --> 00:18:56.800]  暫時避開複雜表面華麗的建制人群
[00:18:56.800 --> 00:19:01.040]  所以科林書這樣描述耶穌的靈性生活
[00:19:01.040 --> 00:19:05.040]  不是靠耶路撒冷華麗的建制聖殿
[00:19:05.040 --> 00:19:07.440]  祂時常獨自退出來
[00:19:07.440 --> 00:19:09.840]  然後單單去到親近神
[00:19:09.840 --> 00:19:13.520]  然後才回到城市裡面面對人群
[00:19:13.520 --> 00:19:15.520]  路加福音第五章
[00:19:15.520 --> 00:19:18.720]  但耶穌的名聲越發的傳揚出去
[00:19:18.720 --> 00:19:20.880]  成群的人就來到去聚集
[00:19:20.880 --> 00:19:22.240]  要聽祂的說道
