
[00:00:00.000 --> 00:00:02.000]  大家好又係到聖經考古嘅時間
[00:03:01.000 --> 00:03:03.000]  又喺昆蘭猶大礦業
[00:03:03.000 --> 00:03:05.000]  一個咁乾燥嘅地方
[00:03:05.000 --> 00:03:08.000]  好似一個天然嘅博物館
[00:03:08.000 --> 00:03:13.000]  將呢啲古卷保留得比較完整
[00:03:13.000 --> 00:03:17.000]  於是頭一批手抄本就重見天日
[00:03:17.000 --> 00:03:19.000]  呢一個首次嘅發現
[00:03:19.000 --> 00:03:22.000]  總共搵到七份嘅古卷
[00:03:22.000 --> 00:03:26.000]  而呢一個首度發現手抄本嘅山洞
[00:03:26.000 --> 00:03:27.000]  就叫做Cave 1
[00:03:27.000 --> 00:03:29.000]  就將佢標籤為日號
[00:03:29.000 --> 00:03:34.000]  佢就係位於昆蘭以北大概半里嘅地方
[00:03:34.000 --> 00:03:37.000]  呢七卷嘅手抄本包括有啲乜嘢呢
[00:03:37.000 --> 00:03:41.000]  第一份就係一個完整嘅以賽亞抄本
[00:03:41.000 --> 00:03:45.000]  第二份係有部分嘅以賽亞抄本
[00:03:45.000 --> 00:03:49.000]  第三份就係昆蘭嘅社群紀律條例
[00:03:49.000 --> 00:03:52.000]  我哋今日叫佢做Manual of Discipline
[00:03:52.000 --> 00:03:55.000]  一種社群紀律嘅手抄
[00:03:55.000 --> 00:03:59.000]  第四份就係舊約哈巴谷書嘅Pesha
[00:03:59.000 --> 00:04:01.000]  Pesha嘅意思就係解經
[00:04:01.000 --> 00:04:03.000]  猶太人嘅commentary
[00:04:03.000 --> 00:04:06.000]  第五份我哋今日叫佢做戰卷
[00:04:06.000 --> 00:04:07.000]  Wars Group
[00:04:07.000 --> 00:04:12.000]  內容係講到呢啲昆蘭嘅社群嘅人
[00:04:12.000 --> 00:04:18.000]  一般我哋認為起碼有一部分係嗰啲叫做愛色里人
[00:04:18.000 --> 00:04:23.000]  第一世紀一個猶太古歷史學家叫做Josephus
[00:04:23.000 --> 00:04:29.000]  曾經提過呢一班人係嚴守紀律住喺昆蘭附近呢一個地方
[00:04:29.000 --> 00:04:36.000]  呢一班昆蘭嘅社群就自稱為光明之子
[00:04:36.000 --> 00:04:40.000]  佢哋大概喺公元前大概二三世紀嘅時候
[00:04:40.000 --> 00:04:45.000]  脫離咗當時腐敗嘅耶路撒冷嘅宗教權貴
[00:04:45.000 --> 00:04:48.000]  佢哋就遷徙去到東邊嘅曠野
[00:04:48.000 --> 00:04:50.000]  定居咗喺昆蘭呢個地方
[00:04:50.000 --> 00:04:52.000]  佢哋有一個意識形態
[00:04:52.000 --> 00:04:54.000]  一個末世論
[00:04:54.000 --> 00:04:57.000]  認為末日尼塞亞出現嘅時候
[00:04:57.000 --> 00:05:00.000]  我哋屬光明之子就會同黑暗之子
[00:05:00.000 --> 00:05:05.000]  代表住所有通通腐敗不忠於上帝律法嘅人
[00:05:05.000 --> 00:05:07.000]  最後會打一場嘅爭戰
[00:05:07.000 --> 00:05:11.000]  呢個就係大概Warscroll戰卷裏面所講嘅內容
[00:05:11.000 --> 00:05:14.000]  第六份嘅抄本係一啲詩歌
[00:05:14.000 --> 00:05:16.000]  一啲Thanksgiving Hymns
[00:05:16.000 --> 00:05:19.000]  或者我哋今日叫佢做Hymns Scroll
[00:05:19.000 --> 00:05:21.000]  希伯來文叫做Hadeach
[00:05:21.000 --> 00:05:24.000]  第七份就係創世紀嘅魏經抄本
[00:05:24.000 --> 00:05:29.000]  呢啲係兩約中間猶太人一啲著作
[00:05:29.000 --> 00:05:34.000]  或者對聖經嘅幻想加咗好多想像力嘅作品
[00:05:34.000 --> 00:05:38.000]  譬如呢本創世紀魏經Genesis Apocrypha
[00:05:38.000 --> 00:05:42.000]  裏面就提到薩萊係點樣靚
[00:05:42.000 --> 00:05:45.000]  但創世紀正典本身冇講
[00:05:45.000 --> 00:05:49.000]  但係呢份魏經就加咗好多幻想上去
[00:05:49.000 --> 00:05:51.000]  去解釋薩萊點樣靚
[00:05:51.000 --> 00:05:53.000]  點樣由頭賺到落尾
[00:05:53.000 --> 00:05:58.000]  呢七份係第一個山洞裏面發現嘅古卷出現之後
[00:05:58.000 --> 00:06:05.000]  其他去到搵呢啲死海古卷嘅細節故事內容
[00:06:05.000 --> 00:06:07.000]  我哋所知甚少
[00:06:07.000 --> 00:06:12.000]  我哋只知道呢啲死海古卷係用處理過嘅羊皮所造成
[00:06:12.000 --> 00:06:16.000]  當時首次發現呢啲古卷嘅貝都因人
[00:06:16.000 --> 00:06:18.000]  係唔知道呢啲古卷嘅價值
[00:06:18.000 --> 00:06:20.000]  所以輾轉之下
[00:06:20.000 --> 00:06:23.000]  佢哋就將呢啲古卷賣咗畀
[00:06:23.000 --> 00:06:26.000]  喺伯利恆一個古董商
[00:06:26.000 --> 00:06:28.000]  佢嘅綽號叫做Kando
[00:06:28.000 --> 00:06:32.000]  Kando本身都係敘利亞嘅東正教徒
[00:06:32.000 --> 00:06:37.000]  後來發現古卷嘅消息就好快傳開
[00:06:37.000 --> 00:06:40.000]  喺1947年11月28號
[00:06:40.000 --> 00:06:45.000]  當時希伯來大學嘅考國家就收到消息
[00:06:45.000 --> 00:06:48.000]  Schenklin當時冒險走入去
[00:06:48.000 --> 00:06:52.000]  當時仍然屬於阿拉伯人管理嘅伯利恆
[00:06:52.000 --> 00:06:56.000]  希望喺Kando嘅手裏面能夠攞到呢啲古卷
[00:06:56.000 --> 00:07:03.000]  喺呢個時候就啱啱係英國統治巴勒斯坦地嘅時間即將結束
[00:07:03.000 --> 00:07:06.000]  聯合國亦都快將通過劃分巴勒斯坦嘅計劃
[00:07:06.000 --> 00:07:09.000]  所謂UN Partition Plan for Palestine
[00:07:09.000 --> 00:07:12.000]  所以當時嘅政局係非常之緊張
[00:07:12.000 --> 00:07:20.000]  Schenklin第二日成功地喺Kando嘅手裏面買咗三卷古抄本
[00:07:20.000 --> 00:07:25.000]  呢啲嘅抄本當時佢攞返嚟嘅時候只係放住喺紙袋裏面
[00:07:25.000 --> 00:07:28.000]  Schenklin返嚟到耶路撒冷嘅時候
[00:07:28.000 --> 00:07:34.000]  就正正係聯合國剛剛通過劃分巴勒斯坦地嘅計劃
[00:07:34.000 --> 00:07:38.000]  所以當時街上嘅猶太人就狂歡
[00:07:38.000 --> 00:07:42.000]  Schenklin攞到呢三卷嘅古抄本
[00:07:42.000 --> 00:07:47.000]  其中一卷就係我哋今日好多時聽到嘅偉大嘅以賽亞書卷
[00:07:47.000 --> 00:07:49.000]  Great Isaiah Scroll
[00:07:49.000 --> 00:07:53.000]  正係喺呢個時候發現死海古卷嘅以賽亞書
[00:07:53.000 --> 00:07:58.000]  對猶太人無論係個人民族嘅意義係非常之大
[00:07:58.000 --> 00:08:05.000]  你記得現代嘅以色列國係喺1948年5月28號正式復國
[00:08:05.000 --> 00:08:10.000]  因為Kando本身係敘利亞嘅東正教徒
[00:08:10.000 --> 00:08:16.000]  佢就將其餘嗰四卷嘅古卷就用咗24英鎊
[00:08:16.000 --> 00:08:19.000]  當時大概100蚊美金
[00:08:19.000 --> 00:08:26.000]  賣咗俾耶路撒冷嘅另外一個敘利亞嘅教士叫做Metropolitan Samuel
[00:08:26.000 --> 00:08:28.000]  Samuel攞咗呢啲古卷之後
[00:08:28.000 --> 00:08:30.000]  佢就嘗試將佢出售
[00:08:30.000 --> 00:08:33.000]  但係結果都搵唔到買家
[00:08:33.000 --> 00:08:37.000]  所以佢就帶住呢四份古卷帶到去美國
[00:08:37.000 --> 00:08:42.000]  甚至喺當時國會嘅圖書館做過一次嘅展覽
[00:08:42.000 --> 00:08:46.000]  只不過當時就冇買家有興趣
[00:08:46.000 --> 00:08:52.000]  結果Samuel就決定喺華爾街時報Wall Street Journal嗰度刊登咗個廣告
[00:08:52.000 --> 00:08:55.000]  想去出售呢四份嘅死海古卷
[00:08:55.000 --> 00:08:58.000]  你見到呢個Wall Street Journal嘅classifier寫住
[00:08:58.000 --> 00:09:06.000]  The Four Dead Sea Scrolls, Biblical Manuscripts Dating Back to at least 200 B.C. are for Sale
[00:09:06.000 --> 00:09:12.000]  即係呢啲聖經嘅手抄本屬於起碼公元前200年
[00:09:12.000 --> 00:09:14.000]  而家就出售
[00:09:14.000 --> 00:09:22.000]  This would be an ideal gift for an educational or religious institution by an individual or group
[00:09:22.000 --> 00:09:27.000]  咁就話呢四份嘅古抄本係一個好好嘅禮物
[00:09:27.000 --> 00:09:32.000]  俾一啲學院或者係俾一啲宗教嘅機構
[00:09:32.000 --> 00:09:34.000]  但係非常之臭口
[00:09:34.000 --> 00:09:38.000]  喺希伯來大學嗰個考古學家Sukhinet
[00:09:38.000 --> 00:09:40.000]  佢嘅仔係Yigal Yedin
[00:09:40.000 --> 00:09:43.000]  Yigal Yedin當時啱啱就喺美國
[00:09:43.000 --> 00:09:47.000]  佢亦都係一位著名嘅聖經考古學者
[00:09:47.000 --> 00:09:52.000]  亦都係當時以色列建國嘅時候一個好重要嘅政客
[00:09:52.000 --> 00:09:55.000]  Yedin收到呢個消息之後
[00:09:55.000 --> 00:09:58.000]  佢就隱藏自己係代表以色列嘅身份
[00:09:58.000 --> 00:10:01.000]  就秘密呢啲古卷嚟到買入
[00:10:01.000 --> 00:10:07.000]  點解呢因為當時昆蘭仍然係屬於約旦王國嘅政權
[00:10:07.000 --> 00:10:10.000]  所以佢哋有呢個古卷嘅擁有權
[00:10:10.000 --> 00:10:16.000]  但係其實Mitchell,Barton,Samuel大可能都已經知道買家一定係以色列嘅代表
[00:10:16.000 --> 00:10:21.000]  因為成個世界裏面對呢啲古抄本有興趣嘅人
[00:10:21.000 --> 00:10:23.000]  相信一定係以色列嘅猶太人
[00:10:23.000 --> 00:10:27.000]  只不過佢哋唔係好理會呢啲擁有權嘅問題
[00:10:27.000 --> 00:10:30.000]  最後Yedin用咗幾多錢嚟到成交
[00:10:30.000 --> 00:10:33.000]  就用咗當時嘅美金25萬
[00:10:33.000 --> 00:10:39.000]  你諗下對當時40年代末嘅時候真係一個天價
[00:10:39.000 --> 00:10:43.000]  但係呢單嘅買賣對Mitchell,Barton,Samuel
[00:10:43.000 --> 00:10:49.000]  或者當時喺美國紐澤西州嘅敘利亞嘅宗教群體
[00:10:49.000 --> 00:10:51.000]  其實好處唔係好大
[00:10:51.000 --> 00:10:58.000]  因為美國最後就向Mitchell,Barton,Samuel作出起訴
[00:10:58.000 --> 00:11:02.000]  就話呢一行嘅買賣係需要納稅
[00:11:02.000 --> 00:11:07.000]  所以大部分嘅收益都係歸返畀美國嘅Uncle Sam
[00:11:07.000 --> 00:11:10.000]  初步發現咗第一批嘅古建之後
[00:11:10.000 --> 00:11:12.000]  消息傳得好快
[00:11:12.000 --> 00:11:16.000]  唔同嘅人就喺困難嘅一帶就展開自己尋寶嘅競賽
[00:11:16.000 --> 00:11:21.000]  有貝都因人,有敘利亞嘅教導,Cando
[00:11:21.000 --> 00:11:26.000]  分別唔同嘅人就返返去第一個嘅山洞所在嘅地點
[00:11:26.000 --> 00:11:31.000]  但係適逢當時英國正要撤出巴勒斯坦地
[00:11:31.000 --> 00:11:33.000]  戰雲密佈
[00:11:33.000 --> 00:11:39.000]  所以一度以嚟嗰啲學者都唔能夠去到困難一帶正式工作
[00:11:39.000 --> 00:11:41.000]  最後大戰過咗之後
[00:11:41.000 --> 00:11:43.000]  1949年1月
[00:11:43.000 --> 00:11:48.000]  學者就第一次去到困難發現古建嘅山洞地點
[00:11:48.000 --> 00:11:53.000]  2、3月嘅時候耶路撒冷嘅法國聖經學院兩個考古學家
[00:11:53.000 --> 00:11:55.000]  一個叫做Warren DeVos
[00:11:55.000 --> 00:11:57.000]  另外一個叫做Harding
[00:11:57.000 --> 00:12:00.000]  佢哋一齊就去到困難嘅第一個山洞
[00:12:00.000 --> 00:12:04.000]  做正式嘅科學考古法國工作
[00:12:04.000 --> 00:12:08.000]  亦都喺呢個山洞出到更加多嘅手抄本
[00:12:08.000 --> 00:12:14.000]  亦都喺困難嘅位置開始咗初步嘅考古法國工作
[00:12:14.000 --> 00:12:19.000]  李佐德以為困難只不過係羅馬時期後期
[00:12:19.000 --> 00:12:24.000]  即係公元後三四世紀羅馬嘅兵寨嘅位置
[00:12:24.000 --> 00:12:26.000]  同死海古卷就冇關係
[00:12:26.000 --> 00:12:30.000]  但係一路工作嘅時候直至到1952年
[00:12:30.000 --> 00:12:37.000]  佢就證實咗困難確實係當時猶太人社群所住嘅地方
[00:12:37.000 --> 00:12:42.000]  只不過去到公元後七十年羅馬帝國去到毀滅耶路撒冷嘅時候
[00:12:42.000 --> 00:12:44.000]  因為好多人走難嘅緣故
[00:12:44.000 --> 00:12:47.000]  所以當時困難社團嘅人
[00:12:47.000 --> 00:12:52.000]  佢哋先將呢啲手抄本急急嘅收藏喺山洞裏面
[00:12:52.000 --> 00:12:59.000]  喺呢段時間貝多瀛又繼續擴大呢啲手塞古卷嘅範圍
[00:12:59.000 --> 00:13:04.000]  居然發現第二個山洞甚至係更多嘅古卷
[00:13:04.000 --> 00:13:07.000]  第二個山洞自然叫做Cave 2
[00:13:07.000 --> 00:13:11.000]  逼到耶路撒冷嘅學院就要出手
[00:13:11.000 --> 00:13:15.000]  其中第一個出手嘅學院就係American School of Oriental Research
[00:13:15.000 --> 00:13:18.000]  美國近東研究學院
[00:13:18.000 --> 00:13:24.000]  就去到軍難嘅一帶礦野嘅山洞進行系統性嘅搜索
[00:13:24.000 --> 00:13:28.000]  願意去到無孔不入嘅去做發掘嘅工作
[00:13:28.000 --> 00:13:32.000]  結果喺1952年3月10至25號期間
[00:13:32.000 --> 00:13:37.000]  呢啲考古學家就發現咗第三個山洞叫做Cave 3
[00:13:37.000 --> 00:13:40.000]  咁就出土咗幾份嘅手抄本
[00:13:40.000 --> 00:13:46.000]  亦都發現咗一個好著名好神秘嘅古卷叫做Corpus Glow銅卷
[00:13:46.000 --> 00:13:50.000]  因為文字係寫喺一啲銅卷上面
[00:13:50.000 --> 00:13:55.000]  但係喺呢個時候貝都欣人居然又再發現另一個山洞
[00:13:55.000 --> 00:13:57.000]  我哋叫佢做Cave 4
[00:13:57.000 --> 00:14:02.000]  裡面因為冇啲啞屏裝住古卷
[00:14:02.000 --> 00:14:07.000]  所以已經分散到成千塊成萬塊嘅碎片
[00:14:07.000 --> 00:14:13.000]  所以後嚟我哋聽到死海古卷未能夠及時出版嘅爭議裏面
[00:14:13.000 --> 00:14:17.000]  有唔少嘅原因都係因為Cave 4喺第四個洞裏面
[00:14:17.000 --> 00:14:21.000]  呢啲手抄本零碎碎片實在太多
[00:14:21.000 --> 00:14:27.000]  要花好多時間好多精力好多資金先至能夠重新整理出嚟
[00:14:27.000 --> 00:14:29.000]  如果你有去過昆蘭嘅話
[00:14:29.000 --> 00:14:34.000]  相信你一定喺昆蘭位置上面遠望過去對面
[00:14:34.000 --> 00:14:36.000]  就見到第四個山洞
[00:14:36.000 --> 00:14:39.000]  嗰度有一個洞口當時係唔存在
[00:14:39.000 --> 00:14:43.000]  發掘嘅時候因為要有空氣流通嘅緣故
[00:14:43.000 --> 00:14:46.000]  所以考古學家先至作開咗一個山洞
[00:14:46.000 --> 00:14:48.000]  所以到1951年為止
[00:14:48.000 --> 00:14:52.000]  昆蘭一帶總共係發現咗11個山洞
[00:14:52.000 --> 00:14:54.000]  Cave 1 to 11
[00:14:54.000 --> 00:14:58.000]  出到咗近成千份嘅古手抄本
[00:14:58.000 --> 00:15:03.000]  而且昆蘭一帶亦都發現咗另外30個以上嘅山洞
[00:15:03.000 --> 00:15:05.000]  呢啲山洞裏面有唔同嘅瓷器
[00:15:05.000 --> 00:15:07.000]  有唔同嘅古物
[00:15:07.000 --> 00:15:10.000]  喺尋寶競賽裏面
[00:15:10.000 --> 00:15:15.000]  貝都因人就發現咗1 2 4 6 同11
[00:15:15.000 --> 00:15:19.000]  呢啲山洞裏面都有好豐富嘅重要嘅手抄本
[00:15:19.000 --> 00:15:23.000]  而考古學家就發現咗6個山洞
[00:15:23.000 --> 00:15:25.000]  3 5 7 至到10
[00:15:25.000 --> 00:15:28.000]  咁你話係咪打成平手呢
[00:15:28.000 --> 00:15:32.000]  而家我哋大概講到1953至到56年之間發生嘅事
[00:15:32.000 --> 00:15:34.000]  因為1951年嘅時候
[00:15:34.000 --> 00:15:41.000]  DeVos 同哈丁決定喺昆蘭進行大規模嘅系統性嘅考古工作
[00:15:41.000 --> 00:15:44.000]  所以喺53至到56年之間
[00:15:44.000 --> 00:15:47.000]  佢哋就全面嘅去到發掘昆蘭
[00:15:47.000 --> 00:15:53.000]  發掘嘅報告終於喺1993年同2000年嘅時候就出版咗
[00:15:53.000 --> 00:15:55.000]  呢啲好珍貴嘅死海古卷
[00:15:55.000 --> 00:16:00.000]  唔單止係一個好傳奇性嘅考古發掘嘅故事
[00:16:00.000 --> 00:16:03.000]  裏面嘅情節亦都係迂迴曲折
[00:16:03.000 --> 00:16:07.000]  更加係聖經考古裏面一個最大嘅發現
[00:16:07.000 --> 00:16:10.000]  唔單單係希伯來嘅首抄本
[00:16:10.000 --> 00:16:13.000]  成為咗經文鑑定學嘅重要資料
[00:16:13.000 --> 00:16:16.000]  亦都可以幫助我哋了解到
[00:16:16.000 --> 00:16:21.000]  當時兩約中間新約耶穌時代嗰種背景
[00:16:21.000 --> 00:16:27.000]  呢啲嘅死海古卷有好多唔同嘅文字記錄
[00:16:27.000 --> 00:16:29.000]  大概可以分開幾組
[00:16:29.000 --> 00:16:32.000]  第一組當然就係聖經嘅抄本
[00:16:32.000 --> 00:16:34.000]  即係呢啲困難社團嘅人
[00:16:34.000 --> 00:16:39.000]  不斷去抄寫舊約嘅聖經 希伯來嘅聖經
[00:16:39.000 --> 00:16:43.000]  第二大類嘅文獻就係困難社團嘅識經書
[00:16:43.000 --> 00:16:46.000]  譬如佢哋會對先知書唔同嘅地方
[00:16:46.000 --> 00:16:50.000]  唔同嘅經文佢哋會作一啲註釋
[00:16:50.000 --> 00:16:55.000]  第三類就係講到佢哋自己困難社團裏面一啲嘅內容
[00:16:55.000 --> 00:16:58.000]  譬如一啲紀律嘅搜查
[00:16:58.000 --> 00:17:01.000]  講到佢哋點樣能夠進入呢個社群
[00:17:01.000 --> 00:17:05.000]  裏面要搜啲乜嘢紀律 有啲咩手執等等
[00:17:05.000 --> 00:17:09.000]  而家你要去睇死海古卷 困難嘅文物
[00:17:09.000 --> 00:17:11.000]  或者呢啲古卷嘅copies
[00:17:11.000 --> 00:17:17.000]  最好嘅地方一定係去Israel Museum嘅Shrine of the Book展覽館
[00:17:17.000 --> 00:17:22.000]  你喺外面會見到一個白色嘅圓蓋嘅設計
[00:17:22.000 --> 00:17:29.000]  呢個白色嘅圓蓋係代表住嗰啲收藏古卷嘅長身啞屏
[00:17:29.000 --> 00:17:33.000]  呢個白色嘅蓋下面就係展館最中心嘅地方
[00:17:33.000 --> 00:17:37.000]  裏面有Great Isaiah Scroll 偉大嘅以賽亞古卷
[00:17:37.000 --> 00:17:40.000]  同埋好多其他嘅手抄本
[00:17:40.000 --> 00:17:42.000]  蓋嘅顏色係白色
[00:17:42.000 --> 00:17:46.000]  就寓意喺戰卷裏面呢啲困難社團
[00:17:46.000 --> 00:17:51.000]  認為佢哋係Son of the Light 光明之子
[00:17:51.000 --> 00:17:57.000]  另外一度就係黑牆 黑白相對就係光明之子與黑暗之子呢一個陣字
[00:17:57.000 --> 00:18:01.000]  當然我哋今日可以去到困難嘅位置參觀
[00:18:01.000 --> 00:18:04.000]  但亦都有唔同嘅工作繼續進行緊
[00:18:04.000 --> 00:18:12.000]  2017年嘅時候 希伯來大學嘅工作人員就喺困難附近搵到再多一個嘅山洞
[00:18:12.000 --> 00:18:17.000]  呢個山洞相信曾經收藏一啲死海古卷
[00:18:17.000 --> 00:18:21.000]  只不過呢個山洞就冇搵到再多啲嘅手抄本
[00:18:21.000 --> 00:18:29.000]  呢個其實係以色列文物局喺猶大曠野一路好多年進行緊嘅有系統嘅考古工作
[00:18:29.000 --> 00:18:36.000]  目的其實係想策略地統計猶大曠野所有山洞嘅位置
[00:18:36.000 --> 00:18:42.000]  所以如果你睇唔同嘅參考書 死海古卷嘅翻譯著作等等
[00:18:42.000 --> 00:18:48.000]  你就會碰到一啲標籤 好多時有個number跟住有個Q字
[00:18:48.000 --> 00:18:56.000]  Q就代表係昆灣 而嗰個數字好多時就代表係第幾個發現嘅山洞
[00:18:56.000 --> 00:19:05.000]  譬如1QISA 你就知道係喺昆灣嘅第一個cave 第一個山洞
[00:19:05.000 --> 00:19:09.000]  而裏面搵到嘅手抄本就係ISA ISA
[00:19:09.000 --> 00:19:16.000]  如果你想睇死海古卷有關嘅文物 當然第一個地方就係去以色列博物館Shahnaan Lubuk
[00:19:16.000 --> 00:19:21.000]  但係今日亦都有一個好大嘅工程一路進行緊
[00:19:21.000 --> 00:19:27.000]  就係將重要嘅死海古卷嘅抄本就將佢數碼化
[00:19:27.000 --> 00:19:34.000]  用最高科技嘅攝影儀器就將呢啲古卷嘅真相能夠喺網上面為我哋呈現
[00:19:34.000 --> 00:19:38.000]  如果我哋去Dead Sea Scrolls Digital Library 嘅話
[00:19:38.000 --> 00:19:45.000]  你會發現裏面有唔同嘅資料 並且佢會將呢啲手抄本分成兩類
[00:19:45.000 --> 00:19:49.000]  一類就係Biblical Scrolls 即係聖經嘅抄本
[00:19:49.000 --> 00:19:54.000]  另外一類就係一啲非聖經嘅抄本
[00:19:54.000 --> 00:20:03.000]  譬如呢度見到有4Q Genesis 即係話喺第四個山洞昆灣搵到創世紀嘅手抄本
[00:20:03.000 --> 00:20:11.000]  佢屬於嘅時間就係100至1 BCE 即係公元前100年嗰個世紀
[00:20:11.000 --> 00:20:17.000]  係屬於Late Hasmonean Period 即係瑪加比時代嘅後期
[00:20:17.000 --> 00:20:21.000]  而佢嘅語言就係Hebrew 係希伯來文
[00:20:21.000 --> 00:20:26.000]  如果你點擊嘅時候 你就可以喺螢幕上面去到將佢放大縮細
[00:20:26.000 --> 00:20:31.000]  然後睇到呢啲嘅手抄本裏面所寫嘅內容
[00:20:31.000 --> 00:20:36.000]  譬如呢度如果你認識少少希伯來文嘅字母
[00:20:36.000 --> 00:20:43.000]  呢度大概寫住 Elohim et Hashemayim ve'et Ha'ales
[00:20:43.000 --> 00:20:49.000]  呢度下面就係講到 Ruach Elohim 等等嘅字樣
[00:20:49.000 --> 00:20:52.000]  呢度就係創世紀第一章第一節
[00:20:52.000 --> 00:20:57.000]  神創造天地 et Hashemayim ve'et Ha'ales
[00:20:57.000 --> 00:21:00.000]  天與地 The Heavens and the Earth
[00:21:00.000 --> 00:21:03.000]  最後希望呢啲資訊能夠幫助到你
[00:21:03.000 --> 00:21:08.000]  認識聖經考古裏面最大的發現 死海故卷
[00:21:08.000 --> 00:21:10.000]  並且能夠給大家一些工具
[00:21:10.000 --> 00:21:14.000]  讓大家了解到不單止發現的過程
[00:21:14.000 --> 00:21:17.000]  故事有多麼有傳奇性之外
[00:21:17.000 --> 00:21:21.000]  你亦都可以親自去睇下呢啲死海故卷
[00:21:21.000 --> 00:21:27.000]  去明白下第一世紀新約新舊約中間的歷史背景

