
[00:00:00.000 --> 00:00:08.440]  第五部分 文化古文作需要了解
[00:03:32.420 --> 00:03:36.260]  他是主前三百二百年的人
[00:03:36.260 --> 00:03:38.940]  他是一個希臘的哲學家
[00:03:38.940 --> 00:03:41.760]  所以他是第一個這樣講
[00:03:41.760 --> 00:03:44.260]  但是沒有人在引用他
[00:03:44.260 --> 00:03:47.400]  不單止是這樣 你再想多一步
[00:03:47.400 --> 00:03:52.260]  就算是Apicurus是第一個在文獻裡面
[00:03:52.260 --> 00:03:57.640]  在他的寫作裡面有提過這句話
[00:03:57.640 --> 00:04:01.340]  他都不是第一個去present(展示)這個idea(想法)
[00:04:01.340 --> 00:04:06.860]  或者不是第一個去講人生的觀念的取態
[00:04:06.860 --> 00:04:11.660]  這個已經是約定俗成也好 或者已經是繪製人口也好
[00:04:11.660 --> 00:04:16.700]  或者已經在文化當中 大家共享的環境裡面
[00:04:16.700 --> 00:04:19.200]  已經是假設了 預設了
[00:04:19.200 --> 00:04:21.580]  只不過是有人講了出來而已
[00:04:21.580 --> 00:04:23.340]  formally(正式)講出來而已
[00:04:23.340 --> 00:04:26.240]  其實一向人都已經有這樣的看法的了
[00:04:26.240 --> 00:04:31.240]  所以今天聽到有人講這句話的時候
[00:04:31.240 --> 00:04:35.340]  如果你明白文化的dynamics(動態)
[00:04:35.340 --> 00:04:39.700]  你就不會說他在抄襲誰 或者在引述誰
[00:04:39.700 --> 00:04:43.780]  他只不過是跟他共有的文化
[00:04:43.780 --> 00:04:47.180]  一些的意識去到一些的resonance(共鳴)
[00:04:47.180 --> 00:04:50.760]  一些的迴響 有些的共鳴
[00:04:50.760 --> 00:04:53.700]  所以你這樣知道
[00:04:53.700 --> 00:05:00.000]  不是說聖經裡面有些東西很像近東的文獻
[00:05:00.000 --> 00:05:03.460]  所以聖經是抄襲他們早一點的
[00:05:03.460 --> 00:05:05.060]  不是這樣work(運作)的
[00:05:05.060 --> 00:05:08.180]  In fact(事實上)你看這個Epicurus(伯多利亞)
[00:05:08.180 --> 00:05:10.520]  如果你記得在史蘭傳第17章的話
[00:05:10.520 --> 00:05:14.000]  保羅去到雅典的時候 他就跟哲學家去辯論
[00:05:14.000 --> 00:05:16.620]  其中一班就是Epicurean(伯多利亞)
[00:05:16.620 --> 00:05:21.860]  這班人本身已經是很流行的了
[00:05:21.860 --> 00:05:25.800]  這個哲學的派系和Stoicism(斯多噶主義)
[00:05:25.800 --> 00:05:27.720]  都是很流行的了 去到第一世紀的時候
[00:05:27.720 --> 00:05:30.280]  你記得三百多年前
[00:05:30.280 --> 00:05:32.480]  就是這個Epicurus(伯多利亞)
[00:05:32.480 --> 00:05:35.760]  他開始講述 講學等等
[00:05:35.760 --> 00:05:40.720]  直到有些弟子 他們都有些這樣的哲學的主義
[00:05:40.720 --> 00:05:42.720]  保羅就跟他們去爭辯
[00:05:42.720 --> 00:05:46.560]  就說這個人講什麼 是不是外邦神明來的
[00:05:46.560 --> 00:05:51.060]  因為他在講耶穌和復活的福音
[00:05:51.060 --> 00:05:55.380]  所以不能夠這樣講 就是說總之講到任何東西
[00:05:55.380 --> 00:05:58.900]  Epicurus(伯多利亞)那句話就是在引用
[00:05:58.900 --> 00:06:02.960]  因為已經是含括在文化裡面
[00:06:02.960 --> 00:06:06.460]  大家都在裡面做一些回應
[00:06:06.460 --> 00:06:11.060]  甚至可能有人會說 耶穌在登山補訓那裡說
[00:06:11.060 --> 00:06:14.180]  不如為明天憂慮 因為明天有明天的憂慮
[00:06:14.180 --> 00:06:16.180]  一天難處理 當就夠了
[00:06:16.180 --> 00:06:22.060]  有人說 這個就是抄Epicurus(伯多利亞)
[00:06:22.060 --> 00:06:24.060]  希臘的哲學 是不是
[00:06:24.060 --> 00:06:29.840]  不是的 因為這些是很流行的人生的哲學
[00:06:29.840 --> 00:06:31.840]  人生的取態 是不是
[00:06:31.840 --> 00:06:38.020]  所以耶穌去到講這個說話的時候
[00:06:38.020 --> 00:06:41.020]  他只是在回應這個已經在文化裡面
[00:06:41.020 --> 00:06:43.580]  共有了很久的一種的意識 是不是
[00:06:43.580 --> 00:06:46.080]  所以他就會教門徒 我們不是說
[00:06:46.080 --> 00:06:48.080]  Don't worry, nothing to worry about
[00:06:48.080 --> 00:06:50.080]  我們就行啦 我們信神就行啦
[00:06:50.080 --> 00:06:52.080]  他不是在講這件事
[00:06:52.080 --> 00:06:54.080]  他在挑戰這件事 同時講出
[00:06:54.080 --> 00:06:57.080]  一個真正的門徒 要擔心的是什麼
[00:06:57.080 --> 00:06:59.080]  我們真正憂慮的是什麼呢
[00:06:59.080 --> 00:07:01.080]  憂慮的不是這些東西
[00:07:01.080 --> 00:07:03.080]  那些外邦人 你記得嗎
[00:07:03.080 --> 00:07:05.080]  外邦人所憂慮的東西
[00:07:05.080 --> 00:07:07.080]  耶穌說什麼 要憂慮的是
[00:07:07.080 --> 00:07:09.080]  求上帝的國和義
[00:07:09.080 --> 00:07:13.080]  我們每天擔心 要憂慮 要去到work on(工作)的
[00:07:13.080 --> 00:07:16.080]  就是上帝的國和上帝的義
[00:07:16.080 --> 00:07:19.080]  所以是一種文化的互動 是不是
[00:07:19.080 --> 00:07:21.080]  不是引述誰 抄襲誰 是不是
[00:07:21.080 --> 00:07:23.080]  這樣想太過幼稚
[00:07:23.080 --> 00:07:25.080]  再舉多一個例子 今朝有奏今朝在
[00:07:25.080 --> 00:07:27.080]  大家很明白這句話
[00:07:27.080 --> 00:07:29.080]  明日壽來 明日壽 是不是
[00:07:29.080 --> 00:07:31.080]  沒有人說這句話
[00:07:31.080 --> 00:07:33.080]  是說引自我找到的典故
[00:07:33.080 --> 00:07:35.080]  就是唐代的詩人羅忍
[00:07:35.080 --> 00:07:37.080]  沒有人會說
[00:07:37.080 --> 00:07:39.080]  我們現在是在引述他
[00:07:39.080 --> 00:07:41.080]  或者我們說一些類似的東西的時候
[00:07:41.080 --> 00:07:43.080]  我們就是在引述這個人
[00:07:43.080 --> 00:07:45.080]  這個文化不會這樣work(運作)的
[00:07:45.080 --> 00:07:48.080]  因為文化本身已經有很多這樣的意識在
[00:07:48.080 --> 00:07:50.080]  只不過有個唐代詩人
[00:07:50.080 --> 00:07:52.080]  他作了一首詩 說了出來
[00:07:52.080 --> 00:07:54.080]  再舉多一個例子
[00:07:54.080 --> 00:07:56.080]  就是911
[00:07:56.080 --> 00:07:58.080]  911是一件很大的事 是不是
[00:07:58.080 --> 00:08:02.080]  震驚世界 震驚美國的事
[00:08:02.080 --> 00:08:04.080]  如果你看看911之後寫的書
[00:08:04.080 --> 00:08:06.080]  或者拍的電影
[00:08:06.080 --> 00:08:08.080]  或者做一些藝術作品
[00:08:08.080 --> 00:08:10.080]  都會去詮釋911的事件
[00:08:10.080 --> 00:08:12.080]  這個大的災難
[00:08:12.080 --> 00:08:14.080]  到底發生了什麼事
[00:08:14.080 --> 00:08:16.080]  原因在哪裡
[00:08:16.080 --> 00:08:18.080]  aftermath(後面的數據)是怎樣
[00:08:18.080 --> 00:08:20.080]  中間的情節是怎樣
[00:08:20.080 --> 00:08:22.080]  如果你看看這些書
[00:08:22.080 --> 00:08:24.080]  或者紀錄片
[00:08:24.080 --> 00:08:26.080]  或者電影
[00:08:26.080 --> 00:08:28.080]  大致上它的脈絡
[00:08:28.080 --> 00:08:30.080]  大家都掌握得很好
[00:08:30.080 --> 00:08:32.080]  因為一些很基本的脈絡
[00:08:32.080 --> 00:08:34.080]  就是雙子大廈等等
[00:08:34.080 --> 00:08:36.080]  United 93
[00:08:36.080 --> 00:08:38.080]  但如果你看不同的詮釋
[00:08:38.080 --> 00:08:40.080]  不同的記載的時候
[00:08:40.080 --> 00:08:42.080]  他自然的手法就不同
[00:08:42.080 --> 00:08:44.080]  有些人做了很大的人像出來紀念
[00:08:44.080 --> 00:08:47.080]  有些國家或者美國的主義
[00:08:47.080 --> 00:08:49.080]  他就去表達出來
[00:08:49.080 --> 00:08:51.080]  譬如這個History Channel
[00:08:51.080 --> 00:08:53.080]  Dates that shape America
[00:08:53.080 --> 00:08:55.080]  他就有不同的角度去切入
[00:08:55.080 --> 00:08:57.080]  這個Commission Report
[00:08:57.080 --> 00:08:59.080]  一個美國政府官方的報告
[00:08:59.080 --> 00:09:01.080]  或者
[00:09:01.080 --> 00:09:03.080]  這本書
[00:09:03.080 --> 00:09:05.080]  Debunking Myths
[00:09:05.080 --> 00:09:07.080]  一些神話
[00:09:07.080 --> 00:09:09.080]  一些Conspiracy Theories
[00:09:09.080 --> 00:09:15.080]  有很多人引起一些陰謀主義的理論
[00:09:15.080 --> 00:09:17.080]  為什麼911會發生
[00:09:17.080 --> 00:09:19.080]  裡面有些什麼事
[00:09:19.080 --> 00:09:21.080]  他就去Debunk
[00:09:21.080 --> 00:09:23.080]  去De-Mythologize
[00:09:23.080 --> 00:09:25.080]  沒有這些事的
[00:09:25.080 --> 00:09:27.080]  有些人是這樣寫
[00:09:27.080 --> 00:09:29.080]  回應這樣的詮釋
[00:09:29.080 --> 00:09:31.080]  你這樣看的時候
[00:09:31.080 --> 00:09:33.080]  對一個災難
[00:09:33.080 --> 00:09:35.080]  不同的詮釋不同的回應
[00:09:35.080 --> 00:09:37.080]  或者有時候De-Myth
[00:09:37.080 --> 00:09:39.080]  有些陰謀論
[00:09:39.080 --> 00:09:41.080]  或者錯誤的看法
[00:09:41.080 --> 00:09:43.080]  他就改正
[00:09:43.080 --> 00:09:45.080]  不同的手法去回應
[00:09:45.080 --> 00:09:47.080]  那件事
[00:09:47.080 --> 00:09:49.080]  你這樣看就像
[00:09:49.080 --> 00:09:51.080]  羅亞洪水的故事
[00:09:51.080 --> 00:09:53.080]  和其他近東的
[00:09:53.080 --> 00:09:55.080]  洪水故事
[00:09:55.080 --> 00:09:57.080]  都是做一些類似的事
[00:09:57.080 --> 00:09:59.080]  不是誰抄誰
[00:09:59.080 --> 00:10:01.080]  又不一定
[00:10:01.080 --> 00:10:03.080]  最早期
[00:10:03.080 --> 00:10:05.080]  9月12號那年
[00:10:05.080 --> 00:10:07.080]  寫的書就一定是最準確
[00:10:07.080 --> 00:10:09.080]  有很多時候
[00:10:09.080 --> 00:10:11.080]  回想的時候
[00:10:11.080 --> 00:10:13.080]  後面寫的東西
[00:10:13.080 --> 00:10:15.080]  才是更加準確更加有權威性
[00:10:15.080 --> 00:10:17.080]  因為調查清楚
[00:10:17.080 --> 00:10:19.080]  反而早期寫的東西
[00:10:19.080 --> 00:10:21.080]  可能就是口齒薄皮
[00:10:21.080 --> 00:10:23.080]  或者以片開傳
[00:10:23.080 --> 00:10:25.080]  後期的可能更加
[00:10:25.080 --> 00:10:27.080]  是Reliable的報告
[00:10:27.080 --> 00:10:29.080]  所以不能夠說
[00:10:29.080 --> 00:10:31.080]  因為聖經是希伯來文
[00:10:31.080 --> 00:10:33.080]  所以給那些阿卡德文的文獻
[00:10:33.080 --> 00:10:35.080]  就一定是遲了
[00:10:35.080 --> 00:10:37.080]  所以他一定是Latecomer
[00:10:37.080 --> 00:10:39.080]  好像Deluge
[00:10:39.080 --> 00:10:41.080]  1902年Bible of Babel的講座
[00:10:41.080 --> 00:10:43.080]  這種看法
[00:10:43.080 --> 00:10:45.080]  完全是
[00:10:45.080 --> 00:10:47.080]  不明白文化
[00:10:47.080 --> 00:10:49.080]  是怎樣的
[00:10:49.080 --> 00:10:51.080]  一個共享文化的環境
[00:10:51.080 --> 00:10:53.080]  到底那個
[00:10:53.080 --> 00:10:55.080]  互動的關係
[00:10:55.080 --> 00:10:57.080]  是怎樣
[00:10:57.080 --> 00:10:59.080]  所以回到這裡
[00:10:59.080 --> 00:11:01.080]  比對的研究
[00:11:01.080 --> 00:11:03.080]  其實最主要不是去跟蹤
[00:11:03.080 --> 00:11:05.080]  誰先
[00:11:05.080 --> 00:11:07.080]  誰後
[00:11:07.080 --> 00:11:09.080]  先的超越一點
[00:11:09.080 --> 00:11:11.080]  後的低一點
[00:11:11.080 --> 00:11:13.080]  這個方法完全是錯的
[00:11:13.080 --> 00:11:15.080]  反而我們留意的是整體的環境
[00:11:15.080 --> 00:11:17.080]  有什麼相似
[00:11:17.080 --> 00:11:19.080]  和有什麼不同
[00:11:19.080 --> 00:11:21.080]  所以到70年代之後
[00:11:21.080 --> 00:11:23.080]  這個方法開始掌握了
[00:11:23.080 --> 00:11:25.080]  希望可以
[00:11:25.080 --> 00:11:27.080]  對我們聖經研究
[00:11:27.080 --> 00:11:29.080]  我們的焦點
[00:11:29.080 --> 00:11:31.080]  有幫助
[00:11:31.080 --> 00:11:33.080]  所以你看到Google Maps Epic
[00:11:33.080 --> 00:11:35.080]  Tablet 11
[00:11:35.080 --> 00:11:37.080]  跟羅亞洪水相比的時候
[00:11:37.080 --> 00:11:39.080]  脈絡當然是
[00:11:39.080 --> 00:11:41.080]  很相似
[00:11:41.080 --> 00:11:43.080]  正如你看911不同的書
[00:11:43.080 --> 00:11:45.080]  講論這件事
[00:11:45.080 --> 00:11:47.080]  脈絡都是一樣
[00:11:47.080 --> 00:11:49.080]  想起洪水就一定有方舟
[00:11:49.080 --> 00:11:51.080]  所以有什麼事發生
[00:11:51.080 --> 00:11:53.080]  然後水乾就會有什麼事發生
[00:11:53.080 --> 00:11:55.080]  所以在情節上
[00:11:55.080 --> 00:11:57.080]  有相似的地方
[00:11:57.080 --> 00:11:59.080]  絕對是我們會期望的
[00:11:59.080 --> 00:12:01.080]  反而可能
[00:12:01.080 --> 00:12:03.080]  聖經我們需要留意的
[00:12:03.080 --> 00:12:05.080]  就是它的差別
[00:12:05.080 --> 00:12:07.080]  它的獨特的地方
[00:12:07.080 --> 00:12:09.080]  它的不同的地方
[00:12:09.080 --> 00:12:11.080]  到底在哪裡
[00:12:11.080 --> 00:12:13.080]  我們可以用這個
[00:12:13.080 --> 00:12:15.080]  途徑去了解一下
[00:12:15.080 --> 00:12:17.080]  背後
[00:12:17.080 --> 00:12:19.080]  大家有一個所謂的911
[00:12:19.080 --> 00:12:21.080]  一個歷史的
[00:12:21.080 --> 00:12:23.080]  洪水的災難
[00:12:23.080 --> 00:12:25.080]  然後有不同的人
[00:12:25.080 --> 00:12:27.080]  有不同的版本
[00:12:27.080 --> 00:12:29.080]  巴比倫可能有Old Babylonian的版本
[00:12:29.080 --> 00:12:31.080]  有Standard
[00:12:31.080 --> 00:12:33.080]  之後的
[00:12:33.080 --> 00:12:35.080]  New Babylonian的版本
[00:12:35.080 --> 00:12:37.080]  亦都可以有亞述自己的版本
[00:12:37.080 --> 00:12:39.080]  以色列
[00:12:39.080 --> 00:12:41.080]  有希伯來
[00:12:41.080 --> 00:12:43.080]  聖經的版本
[00:12:43.080 --> 00:12:45.080]  黑人亦都有它的版本
[00:12:45.080 --> 00:12:47.080]  這些就是不同的文士
[00:12:47.080 --> 00:12:49.080]  不同的社會
[00:12:49.080 --> 00:12:51.080]  他們去到回應
[00:12:51.080 --> 00:12:53.080]  大體上是同一件事
[00:12:53.080 --> 00:12:55.080]  這兩本書
[00:12:55.080 --> 00:12:57.080]  我列出來的
[00:12:57.080 --> 00:12:59.080]  其實主要是在講
[00:12:59.080 --> 00:13:01.080]  當時近東的社會
[00:13:01.080 --> 00:13:03.080]  文書的文化
[00:13:03.080 --> 00:13:05.080]  Scribal culture 是怎樣的
[00:13:05.080 --> 00:13:07.080]  我們不明白的時候
[00:13:07.080 --> 00:13:09.080]  我們很多時候將現代人的Scribal culture
[00:13:09.080 --> 00:13:11.080]  我們的writing culture
[00:13:11.080 --> 00:13:13.080]  我們的書的文化
[00:13:13.080 --> 00:13:15.080]  又講版權
[00:13:15.080 --> 00:13:17.080]  不准抄
[00:13:17.080 --> 00:13:19.080]  抄了就是壞人
[00:13:19.080 --> 00:13:21.080]  抄了就是後者
[00:13:21.080 --> 00:13:23.080]  就是二次創作
[00:13:23.080 --> 00:13:25.080]  就是低等一點的
[00:13:25.080 --> 00:13:27.080]  不原創的
[00:13:27.080 --> 00:13:29.080]  近東的Scribal culture不是這樣的
[00:13:29.080 --> 00:13:31.080]  這個
[00:13:31.080 --> 00:13:33.080]  Vander Toon
[00:13:33.080 --> 00:13:35.080]  近東學者特別做了一個研究
[00:13:35.080 --> 00:13:37.080]  一個很基本的研究
[00:13:37.080 --> 00:13:39.080]  就是用一些
[00:13:39.080 --> 00:13:41.080]  近東的Scribal
[00:13:41.080 --> 00:13:43.080]  他們留下的泥板
[00:13:43.080 --> 00:13:45.080]  他們怎樣書寫 怎樣抄東西
[00:13:45.080 --> 00:13:47.080]  怎樣去流傳一些東西
[00:13:47.080 --> 00:13:49.080]  他們沒有講什麼侵犯版權
[00:13:49.080 --> 00:13:51.080]  沒有說
[00:13:51.080 --> 00:13:53.080]  會不會是
[00:13:53.080 --> 00:13:55.080]  去到照抄是不對的
[00:13:55.080 --> 00:13:57.080]  每個Scribal
[00:13:57.080 --> 00:13:59.080]  都是這樣
[00:13:59.080 --> 00:14:01.080]  流傳一些所謂的
[00:14:01.080 --> 00:14:03.080]  sacred的tradition
[00:14:03.080 --> 00:14:05.080]  這些可歌可泣的
[00:14:05.080 --> 00:14:07.080]  作品
[00:14:07.080 --> 00:14:09.080]  所以他們就在泥板裏面
[00:14:09.080 --> 00:14:11.080]  一直抄
[00:14:11.080 --> 00:14:13.080]  你這樣看的時候 有這樣的背景
[00:14:13.080 --> 00:14:15.080]  你就知道 希伯來聖經是怎樣的
[00:14:15.080 --> 00:14:17.080]  我們經常說希伯來聖經
[00:14:17.080 --> 00:14:19.080]  都是好像一個archaeological tale
[00:14:19.080 --> 00:14:21.080]  一層一層的
[00:14:21.080 --> 00:14:23.080]  有它的歷史
[00:14:23.080 --> 00:14:25.080]  之後的
[00:14:25.080 --> 00:14:27.080]  所謂editor
[00:14:27.080 --> 00:14:29.080]  編輯 可能會加一些東西
[00:14:29.080 --> 00:14:31.080]  update一些東西
[00:14:31.080 --> 00:14:33.080]  他們在Scribal culture裏面
[00:14:33.080 --> 00:14:35.080]  才能了解他們在做什麼
[00:14:35.080 --> 00:14:37.080]  不能用現代人的眼光來看
[00:14:37.080 --> 00:14:39.080]  另外一本比較新的
[00:14:39.080 --> 00:14:41.080]  就是John Wotten和Brandt Stendhal
[00:14:41.080 --> 00:14:43.080]  這個Laws of Scripture
[00:14:43.080 --> 00:14:45.080]  Laws of Scripture
[00:14:45.080 --> 00:14:47.080]  講到literary culture
[00:14:47.080 --> 00:14:49.080]  就是古代人
[00:14:49.080 --> 00:14:51.080]  這種書寫的文化
[00:14:51.080 --> 00:14:53.080]  所以講到這裏
[00:14:53.080 --> 00:14:55.080]  我們可以再問多一點問題
[00:14:55.080 --> 00:14:57.080]  就是
[00:14:57.080 --> 00:14:59.080]  特別是講到洪水
[00:14:59.080 --> 00:15:01.080]  不單止洪水
[00:15:01.080 --> 00:15:03.080]  有很多其他的事跡
[00:15:03.080 --> 00:15:05.080]  譬如亞述王 為什麼亞述王死
[00:15:05.080 --> 00:15:07.080]  獵王劫上下 都有不同的傳息
[00:15:07.080 --> 00:15:09.080]  對近東的文獻也有不同的傳息
[00:15:09.080 --> 00:15:11.080]  所以講到洪水的時候
[00:15:11.080 --> 00:15:13.080]  有什麼的
[00:15:13.080 --> 00:15:15.080]  dynamics需要留意
[00:15:15.080 --> 00:15:17.080]  就是希伯來聖經和其他的
[00:15:17.080 --> 00:15:19.080]  近東的文獻
[00:15:19.080 --> 00:15:23.080]  都是分享著一個傳統的背景
[00:15:23.080 --> 00:15:25.080]  有不同的傳息
[00:15:25.080 --> 00:15:27.080]  有不同的技術
[00:15:27.080 --> 00:15:29.080]  有不同的切入點
[00:15:29.080 --> 00:15:31.080]  最著名的
[00:15:31.080 --> 00:15:33.080]  最多找到copy的
[00:15:33.080 --> 00:15:35.080]  就是這個Gilgamesh Epic的Akkadian version
[00:15:35.080 --> 00:15:39.080]  應該是出自巴比倫這個地方
[00:15:39.080 --> 00:15:41.080]  因為在近東很多其他的地方
[00:15:41.080 --> 00:15:43.080]  都找到Gilgamesh Epic的
[00:15:43.080 --> 00:15:47.080]  例版或是例版的碎片
[00:15:47.080 --> 00:15:49.080]  巴比倫就在
[00:15:49.080 --> 00:15:53.080]  米索不達米亞的南邊
[00:15:53.080 --> 00:15:55.080]  這裡就是烏魯克城
[00:15:55.080 --> 00:15:57.080]  其實這個Gilgamesh Epic就是在講烏魯克王
[00:15:57.080 --> 00:15:59.080]  他的冒險的故事
[00:15:59.080 --> 00:16:01.080]  他的豐功偉績等等
[00:16:01.080 --> 00:16:05.080]  裡面有很多很精彩的細節
[00:16:05.080 --> 00:16:07.080]  其實他就是在找著
[00:16:07.080 --> 00:16:13.080]  長生不老 不想死的Obey
[00:16:13.080 --> 00:16:15.080]  所以就攀山涉水
[00:16:15.080 --> 00:16:17.080]  有很多的經歷
[00:16:17.080 --> 00:16:19.080]  很精彩的
[00:16:19.080 --> 00:16:23.080]  巴比倫也找到亞述的一些例版
[00:16:23.080 --> 00:16:27.080]  甚至到客人的地方
[00:16:27.080 --> 00:16:31.080]  喀塗沙 京都
[00:16:31.080 --> 00:16:33.080]  都有客人去抄寫
[00:16:33.080 --> 00:16:39.080]  或者去講述烏魯克王Gilgamesh Epic的故事
[00:16:39.080 --> 00:16:41.080]  甚至在密吉都
[00:16:41.080 --> 00:16:43.080]  以色列的米吉都
[00:16:43.080 --> 00:16:47.080]  也找到Gilgamesh Epic的碎片
[00:16:47.080 --> 00:16:51.080]  所以看到有不同的迦南地的文士
[00:16:51.080 --> 00:16:57.080]  也知道或是抄寫這些故事
[00:16:57.080 --> 00:16:59.080]  最著名當然就是阿卡利安
[00:16:59.080 --> 00:17:03.080]  最多最完整的版本就是他
[00:17:03.080 --> 00:17:05.080]  但這裡很有趣
[00:17:05.080 --> 00:17:07.080]  我就引述Jeffrey Teague
[00:17:07.080 --> 00:17:09.080]  裡面講到一個比較技術性的
[00:17:09.080 --> 00:17:13.080]  講到這些例版
[00:17:13.080 --> 00:17:17.080]  或者文學作品之間的關係
[00:17:17.080 --> 00:17:19.080]  講到這個literary borrowing
[00:17:19.080 --> 00:17:21.080]  我們經常用borrow這個字
[00:17:21.080 --> 00:17:23.080]  一用borrow的時候
[00:17:23.080 --> 00:17:27.080]  我們就用現代人的版權問題
[00:17:27.080 --> 00:17:29.080]  我抄你 你抄我
[00:17:29.080 --> 00:17:31.080]  後期抄早期的等等
[00:17:31.080 --> 00:17:37.080]  他講到這個Gilgamesh Epic的不同的例版
[00:17:37.080 --> 00:17:41.080]  他就提到這個黑人的version
[00:17:41.080 --> 00:17:43.080]  亞歇提的version
[00:17:43.080 --> 00:17:45.080]  他發現有趣的地方
[00:17:45.080 --> 00:17:51.080]  黑人的version就是縮減了或是省略了
[00:17:51.080 --> 00:17:55.080]  巴比倫版本的一些重要情節
[00:17:55.080 --> 00:17:57.080]  省略了什麼呢
[00:17:57.080 --> 00:17:59.080]  就是講到烏魯克城的偉大
[00:17:59.080 --> 00:18:01.080]  城牆等等
[00:18:01.080 --> 00:18:05.080]  黑人的版本就將它省略了
[00:18:05.080 --> 00:18:09.080]  增長了什麼呢
[00:18:09.080 --> 00:18:13.080]  增長了國王去征服黎巴嫩森林
[00:18:13.080 --> 00:18:15.080]  Lebanon Forest的旅程
[00:18:15.080 --> 00:18:17.080]  Gilgamesh Epic裡面
[00:18:17.080 --> 00:18:19.080]  其中一個很重要的情節
[00:18:19.080 --> 00:18:29.080]  就是烏魯克王去打敗守護Lebanon Forest的守護神
[00:18:29.080 --> 00:18:31.080]  叫做胡娃娃
[00:18:31.080 --> 00:18:35.080]  很精彩的將她打敗了
[00:18:35.080 --> 00:18:37.080]  殺了她
[00:18:37.080 --> 00:18:39.080]  這個version很奇怪
[00:18:39.080 --> 00:18:43.080]  講到Lebanon的征討旅程
[00:18:43.080 --> 00:18:45.080]  那個冒險的故事
[00:18:45.080 --> 00:18:47.080]  非常詳盡
[00:18:47.080 --> 00:18:49.080]  甚至加了很多不同的細節
[00:18:49.080 --> 00:18:53.080]  問題就是這樣問
[00:18:53.080 --> 00:18:55.080]  T記就問
[00:18:55.080 --> 00:18:57.080]  到底是黑人的文字
[00:18:57.080 --> 00:19:03.080]  抄襲了早期的巴比倫的阿卡德
