
[00:00:00.000 --> 00:00:01.280]  各位大型姐妹
[00:04:07.160 --> 00:04:08.920]  第二個人物耶哥尼亞
[00:04:08.920 --> 00:04:12.440]  是大衛王朝的最後一任的君王
[00:04:12.440 --> 00:04:14.720]  而第三個人名耶穌
[00:04:14.720 --> 00:04:20.360]  就是猶太人所盼望的大衛王朝的復興者
[00:04:20.360 --> 00:04:22.680]  就是大衛的君王
[00:04:22.680 --> 00:04:24.760]  那位尼塞亞
[00:04:24.760 --> 00:04:26.080]  所以我們就明白
[00:04:26.080 --> 00:04:32.240]  為什麼馬太要特意將一個加普編成三個十四代
[00:04:32.240 --> 00:04:34.280]  為什麼要特意刪減這麼多人物
[00:04:34.280 --> 00:04:36.920]  一定要砌三個十四代出來
[00:04:36.920 --> 00:04:39.240]  就是因為十四代代表著大衛
[00:04:39.240 --> 00:04:41.760]  而這三個十四代的最後一個人物
[00:04:41.760 --> 00:04:45.600]  都是和大衛王朝的關鍵事件有關
[00:04:45.600 --> 00:04:46.880]  說完大衛
[00:04:46.880 --> 00:04:48.640]  我們就看看這個加普
[00:04:48.640 --> 00:04:51.040]  怎樣圍繞著阿伯拉罕
[00:04:51.040 --> 00:04:54.160]  這個加普第一個奇怪的地方是
[00:04:54.160 --> 00:04:56.280]  就是它是很簡單直接的
[00:04:56.280 --> 00:04:57.880]  它是說一個生一個
[00:04:57.880 --> 00:04:59.480]  例如阿伯拉罕生什麼什麼
[00:04:59.480 --> 00:05:01.760]  什麼什麼生什麼什麼
[00:05:01.760 --> 00:05:03.520]  很少提及兄弟
[00:05:03.520 --> 00:05:05.520]  唯獨是有兩個地方
[00:05:05.520 --> 00:05:08.920]  這個加普提及了兄弟
[00:05:08.920 --> 00:05:10.920]  大家知不知道在哪裡
[00:05:10.920 --> 00:05:12.240]  是特意提及兄弟的
[00:05:12.240 --> 00:05:14.240]  是很奇怪的
[00:05:14.240 --> 00:05:17.320]  就是在第一個十四代的第四個人物
[00:05:17.320 --> 00:05:21.240]  和第二個十四代的最後的人物
[00:05:21.240 --> 00:05:24.760]  那裡分別提及尤大和他的兄弟
[00:05:24.760 --> 00:05:27.920]  和耶哥尼亞和他的兄弟
[00:05:27.920 --> 00:05:30.800]  如果這個加普是一個很簡單直接的加普
[00:05:30.800 --> 00:05:32.320]  不斷說A生B
[00:05:32.320 --> 00:05:33.080]  B生C
[00:05:33.080 --> 00:05:34.560]  C生D的話
[00:05:34.560 --> 00:05:37.080]  為什麼要特意在這兩個地方
[00:05:37.080 --> 00:05:40.280]  提及什麼什麼和他的兄弟呢
[00:05:40.280 --> 00:05:42.120]  不知道大家有沒有想過
[00:05:42.120 --> 00:05:45.000]  我們平時看聖經就會隨著阿伯這樣看
[00:05:45.000 --> 00:05:49.560]  我們很少很留心地去看經文的細節
[00:05:49.560 --> 00:05:52.440]  不過今天我就很想和大家看經文的細節
[00:05:52.440 --> 00:05:55.560]  其實馬太特意要在這兩個地方說
[00:05:55.560 --> 00:05:57.000]  什麼什麼和他的兄弟
[00:05:57.000 --> 00:05:59.760]  是一個很重要的原因
[00:05:59.760 --> 00:06:02.280]  尤大和他的兄弟
[00:06:02.280 --> 00:06:06.120]  令當時的猶太讀者想起
[00:06:06.120 --> 00:06:08.680]  想起以色列的十二個支派
[00:06:08.680 --> 00:06:10.120]  尤大是一個支派
[00:06:10.120 --> 00:06:12.800]  和他的兄弟就是其餘的十一個支派
[00:06:12.800 --> 00:06:16.000]  所以尤大和他的兄弟代表的是什麼
[00:06:16.000 --> 00:06:18.480]  尤大和他的兄弟代表的是
[00:06:18.480 --> 00:06:21.360]  以色列十二個支派的建立
[00:06:21.360 --> 00:06:23.680]  以色列的歷史的開始
[00:06:23.680 --> 00:06:26.760]  以色列十二個支派的開始
[00:06:26.760 --> 00:06:29.880]  而耶哥尼亞和他的兄弟代表的是什麼呢
[00:06:29.880 --> 00:06:33.160]  剛才我說過耶哥尼亞是大魏王朝最後一個君王
[00:06:33.160 --> 00:06:34.240]  那就是說什麼
[00:06:34.240 --> 00:06:35.760]  以色列滅亡
[00:06:35.760 --> 00:06:37.080]  所以那裡就是說
[00:06:37.080 --> 00:06:41.040]  以色列歷史作為一個國家的終結
[00:06:41.040 --> 00:06:43.560]  說的是以色列十二支派的終結
[00:06:43.560 --> 00:06:45.600]  所以在這裡說
[00:06:45.600 --> 00:06:49.400]  尤大和他的兄弟和耶哥尼亞和他的兄弟
[00:06:49.400 --> 00:06:53.120]  是為了令當時的猶太讀者回想起什麼
[00:06:53.120 --> 00:07:00.040]  回想起以色列以阿伯拉罕為始祖的國家的歷史
[00:07:00.040 --> 00:07:01.640]  所以你就會明白到
[00:07:01.640 --> 00:07:03.240]  什麼什麼和他的兄弟
[00:07:03.240 --> 00:07:05.720]  其實是呼應著阿伯拉罕
[00:07:05.720 --> 00:07:10.680]  在這個家譜裡面第二個的關鍵人物
[00:07:10.680 --> 00:07:13.520]  不過我們還有一個地方還沒有解通
[00:07:13.520 --> 00:07:15.360]  就是如果大家看我這個表格的話
[00:07:15.360 --> 00:07:16.720]  你就會發現
[00:07:16.720 --> 00:07:19.680]  在第一個十四代和第二個十四代
[00:07:19.680 --> 00:07:22.360]  都有什麼什麼和他的兄弟
[00:07:22.360 --> 00:07:23.640]  特別的地方是什麼呢
[00:07:23.640 --> 00:07:29.120]  為什麼第三個十四代沒有什麼什麼和他的兄弟呢
[00:07:29.120 --> 00:07:32.520]  還有第三個十四代有一些奇怪的地方
[00:07:32.520 --> 00:07:37.800]  雖然馬太說每一個section都有十四代
[00:07:37.800 --> 00:07:40.200]  但如果你留心一點數字我已經列出來了
[00:07:40.200 --> 00:07:43.160]  第三個十四代其實是沒有十四代的
[00:07:43.160 --> 00:07:46.320]  第三個十四代其實只有十三代
[00:07:46.320 --> 00:07:49.600]  那少了的一代是什麼呢
[00:07:49.600 --> 00:07:51.440]  是不是馬太算錯了呢
[00:07:51.440 --> 00:07:53.640]  就是他加減乘除不是很行
[00:07:53.640 --> 00:07:55.440]  就是加少了一個
[00:07:55.440 --> 00:07:56.240]  算漏了一個
[00:07:56.240 --> 00:07:58.080]  所以就少了一代
[00:07:58.080 --> 00:07:59.400]  最後一個section
[00:07:59.400 --> 00:08:01.080]  是不是這樣呢
[00:08:01.080 --> 00:08:03.480]  所以這裡我就很想跟大家說
[00:08:03.480 --> 00:08:07.080]  其實馬太特意在第三個十四代
[00:08:07.080 --> 00:08:09.200]  沒有提及什麼什麼和他的兄弟
[00:08:09.200 --> 00:08:11.120]  還有少了一代
[00:08:11.120 --> 00:08:13.800]  是一個很重要的原因
[00:08:13.800 --> 00:08:16.000]  如果大家能夠翻譯聖經的話可以翻譯
[00:08:16.000 --> 00:08:17.160]  不過不用翻譯也可以的
[00:08:17.160 --> 00:08:18.640]  因為我現在就可以直接說
[00:08:18.640 --> 00:08:22.000]  就是在馬太福音第十二章的五十節
[00:08:22.000 --> 00:08:24.320]  耶穌重新去定義
[00:08:24.320 --> 00:08:26.760]  哪一個才是他的兄弟
[00:08:26.760 --> 00:08:30.040]  耶穌說哪一個遵行天父的旨意
[00:08:30.040 --> 00:08:32.440]  哪一個就是他的兄弟
[00:08:32.440 --> 00:08:34.760]  在馬太福音二十八章十節那裡
[00:08:34.760 --> 00:08:36.600]  復活之後的耶穌
[00:08:36.600 --> 00:08:39.600]  和那些去墳墓找他的婦女說
[00:08:39.600 --> 00:08:41.120]  他和我的兄弟說
[00:08:41.120 --> 00:08:42.600]  叫他們去加利利
[00:08:42.600 --> 00:08:44.840]  他們在那裡會見到我
[00:08:44.840 --> 00:08:47.120]  在這段經文裡面所說的兄弟
[00:08:47.120 --> 00:08:51.120]  很明顯就是指耶穌的門徒
[00:08:51.120 --> 00:08:52.640]  如果耶穌的門徒
[00:08:52.640 --> 00:08:55.360]  就是那些遵行天父旨意的人
[00:08:55.360 --> 00:08:57.480]  就是耶穌的兄弟的話
[00:08:57.480 --> 00:09:01.560]  今天同樣地我們這一群遵行耶穌的教導
[00:09:01.560 --> 00:09:02.880]  跟隨他的人
[00:09:02.880 --> 00:09:05.960]  我們都是耶穌的兄弟
[00:09:05.960 --> 00:09:07.120]  所以我們這樣看的話
[00:09:07.120 --> 00:09:08.160]  我們就會明白
[00:09:08.160 --> 00:09:11.840]  馬太特意不在第三個十四代裡面去提
[00:09:11.840 --> 00:09:13.600]  「XX和他的兄弟」
[00:09:13.600 --> 00:09:16.440]  是因為這個家譜還沒完
[00:09:16.440 --> 00:09:19.280]  馬太特意不提「XX和他的兄弟」
[00:09:19.280 --> 00:09:22.320]  是想我們能夠進入這個家譜當中
[00:09:22.320 --> 00:09:24.560]  是想這個家譜能夠應用
[00:09:24.560 --> 00:09:26.040]  在我們這個時代當中
[00:09:26.040 --> 00:09:27.720]  因為這個家譜還沒完
[00:09:27.720 --> 00:09:29.480]  以色列的歷史
[00:09:29.480 --> 00:09:34.000]  並不是終結在耶哥尼亞和他的兄弟那裡
[00:09:34.000 --> 00:09:37.000]  以色列的歷史是繼續延續著
[00:09:37.000 --> 00:09:39.480]  不是只是停在耶穌的時代那裡
[00:09:39.480 --> 00:09:43.280]  今天我們作為耶穌的兄弟
[00:09:43.280 --> 00:09:44.920]  馬太科音重新定義了
[00:09:44.920 --> 00:09:46.280]  耶穌的兄弟就是我們
[00:09:46.280 --> 00:09:49.360]  就是我們這一群追隨耶穌
[00:09:49.360 --> 00:09:52.760]  跟隨他教導的人的門徒
[00:09:52.760 --> 00:09:54.120]  所以為什麼馬太特在這裡沒有提
[00:09:54.120 --> 00:09:55.160]  「XX和他的兄弟」
[00:09:55.160 --> 00:09:57.760]  就是因為這個家譜
[00:09:57.760 --> 00:09:59.240]  最後的那一代
[00:09:59.240 --> 00:10:02.040]  就是由我們這一代去繼續延續
[00:10:02.040 --> 00:10:05.680]  這個就是馬太特很想告訴讀者
[00:10:05.680 --> 00:10:07.440]  為什麼在第三十四代
[00:10:07.440 --> 00:10:09.720]  不再提「XX和他的兄弟」
[00:10:09.720 --> 00:10:11.680]  也沒有了最後一代
[00:10:11.680 --> 00:10:13.200]  是因為沒有了的那一代
[00:10:13.200 --> 00:10:14.520]  就是讀者
[00:10:14.520 --> 00:10:15.840]  沒有了的那一代
[00:10:15.840 --> 00:10:18.000]  就是耶穌的兄弟
[00:10:18.000 --> 00:10:21.480]  就是復活主的兄弟
[00:10:21.480 --> 00:10:23.040]  馬太透過這個家譜
[00:10:23.040 --> 00:10:25.400]  去說以色列的歷史
[00:10:25.400 --> 00:10:27.080]  是怎樣開始
[00:10:27.080 --> 00:10:28.280]  怎樣終結
[00:10:28.280 --> 00:10:30.280]  和怎樣延續
[00:10:30.280 --> 00:10:33.240]  在當時是一個很瘋狂的想法
[00:10:33.240 --> 00:10:34.400]  因為在那個時代
[00:10:34.400 --> 00:10:35.560]  在古代
[00:10:35.560 --> 00:10:37.640]  從來不會有人去想
[00:10:37.640 --> 00:10:38.960]  一個民族
[00:10:38.960 --> 00:10:41.440]  一個國家的歷史
[00:10:41.440 --> 00:10:44.560]  是可以由另一個不同的民族去延續的
[00:10:44.560 --> 00:10:45.320]  是不是
[00:10:45.320 --> 00:10:48.680]  我們在座每一個應該都不是猶太人
[00:10:48.680 --> 00:10:49.960]  不過馬太是在說
[00:10:49.960 --> 00:10:51.960]  這班不是猶太人的人
[00:10:51.960 --> 00:10:54.800]  是在延續猶太人的歷史
[00:10:54.800 --> 00:10:59.360]  以亞伯拉罕為始祖的以色列的歷史
[00:10:59.360 --> 00:11:03.000]  這是一個很瘋狂的想法
[00:11:03.000 --> 00:11:05.320]  在我們這個時代都覺得很瘋狂
[00:11:05.320 --> 00:11:07.320]  現在在現代的中國
[00:11:07.320 --> 00:11:09.320]  很講愛國主義
[00:11:09.320 --> 00:11:11.520]  沒有任何一個中國人會覺得
[00:11:11.520 --> 00:11:14.920]  中國人的歷史是可以由美國人去延續的
[00:11:14.920 --> 00:11:16.720]  沒有任何一個中國人會覺得
[00:11:16.720 --> 00:11:20.440]  中國人的歷史是由黑人去延續的
[00:11:20.440 --> 00:11:22.200]  是沒有人會這樣想的
[00:11:22.200 --> 00:11:23.960]  不過馬太就是要這樣說
[00:11:23.960 --> 00:11:24.880]  今天
[00:11:24.880 --> 00:11:26.840]  這個以色列民族的歷史
[00:11:26.840 --> 00:11:31.640]  是由我們這班不是屬於以色列的人去延續
[00:11:31.640 --> 00:11:34.880]  這個訊息對於我們今天的時代來說
[00:11:34.880 --> 00:11:36.560]  都是很重要的
[00:11:36.560 --> 00:11:38.560]  如果我們看今時今日
[00:11:38.560 --> 00:11:41.440]  我們這個時代其實和耶穌的時代一樣
[00:11:41.440 --> 00:11:44.160]  是充斥著各種的民族主義
[00:11:44.160 --> 00:11:46.080]  各種的愛國主義
[00:11:46.080 --> 00:11:47.200]  如果我們看看中國
[00:11:47.200 --> 00:11:48.440]  看看美國就會看到
[00:11:48.440 --> 00:11:50.440]  很多這樣的思想
[00:11:50.440 --> 00:11:55.840]  這篇經文不單挑戰當時的猶太讀者
[00:11:55.840 --> 00:11:59.080]  也挑戰今天我們這班人
[00:11:59.080 --> 00:12:02.920]  基督徒所延續的以色列
[00:12:02.920 --> 00:12:07.360]  並不是一個基於民族的國家
[00:12:07.360 --> 00:12:09.720]  我們不是要追求愛國主義
[00:12:09.720 --> 00:12:11.920]  我們不是要追求民族主義
[00:12:11.920 --> 00:12:12.760]  我們延續的
[00:12:12.760 --> 00:12:14.320]  我們效忠的
[00:12:14.320 --> 00:12:16.520]  並不是一個特別的
[00:12:16.520 --> 00:12:17.760]  不是一個
[00:12:17.760 --> 00:12:20.160]  任何一個特定的民族
[00:12:20.160 --> 00:12:21.560]  特定的國家
[00:12:21.560 --> 00:12:23.640]  而是一個由不同民族
[00:12:23.640 --> 00:12:25.720]  不同國家所組成
[00:12:25.720 --> 00:12:27.680]  效忠於耶穌基督
[00:12:27.680 --> 00:12:28.960]  這位大衛君王
[00:12:28.960 --> 00:12:32.040]  這位尼塞亞的上帝的國
[00:12:32.040 --> 00:12:33.840]  這一點對於我們這個時代
[00:12:33.840 --> 00:12:35.680]  這個被愛國主義
[00:12:35.680 --> 00:12:36.720]  被民族主義
[00:12:36.720 --> 00:12:38.880]  被種族主義充斥的年代
[00:12:38.880 --> 00:12:40.800]  同樣是很色切
[00:12:40.800 --> 00:12:44.120]  同樣是一個很大的挑戰
[00:12:44.120 --> 00:12:47.760]  接著我說完「XX和他德兄弟」之後
[00:12:47.760 --> 00:12:50.000]  我就想再去看這個家譜
[00:12:50.000 --> 00:12:52.960]  第二個奇怪的地方
[00:12:52.960 --> 00:12:57.880]  這個家譜第二個奇怪的地方就是
[00:12:57.880 --> 00:13:00.080]  這個家譜所提及的人物
[00:13:00.080 --> 00:13:01.760]  大部分都是男人
[00:13:01.760 --> 00:13:02.720]  主要是男人
[00:13:02.720 --> 00:13:05.080]  90%多都是男人的名字
[00:13:05.080 --> 00:13:06.800]  唯獨是有五個女人
[00:13:06.800 --> 00:13:08.440]  出現在這個家譜裡面
[00:13:08.440 --> 00:13:10.160]  就是他馬拉合路德
[00:13:10.160 --> 00:13:11.360]  和烏尼亞的妻子
[00:13:11.360 --> 00:13:12.400]  就是拔斯巴
[00:13:12.400 --> 00:13:14.240]  和瑪麗亞
[00:13:14.240 --> 00:13:16.040]  有這五個女人
[00:13:16.040 --> 00:13:19.680]  如果這個家譜主要是提及男人
[00:13:19.680 --> 00:13:23.000]  為什麼無緣無故又要提及五個女人呢
[00:13:23.000 --> 00:13:25.000]  這五個女人的出現
[00:13:25.000 --> 00:13:28.640]  一直都困擾著歷代的解經家
[00:13:28.640 --> 00:13:30.560]  所以有不同的解釋
[00:13:30.560 --> 00:13:35.000]  去解釋為什麼這五個女人要在這個家譜裡面出現
[00:13:35.000 --> 00:13:38.840]  第一個解釋就是
[00:13:38.840 --> 00:13:42.600]  在第四世紀有一個基督教神學家
[00:13:42.600 --> 00:13:43.880]  我們叫教父
[00:13:43.880 --> 00:13:45.720]  第四世紀有一個教父叫Jerome
[00:13:45.720 --> 00:13:46.600]  耶佑米
[00:13:46.600 --> 00:13:47.920]  就提出一個解釋
[00:13:47.920 --> 00:13:51.520]  他說馬太提及這五個女人
[00:13:51.520 --> 00:13:54.640]  是因為她們都是罪人
[00:13:54.640 --> 00:13:57.880]  她們的存在是為了凸顯
[00:13:57.880 --> 00:14:00.800]  耶穌是為罪人而生的
[00:14:00.800 --> 00:14:04.040]  不過我自己就覺得這個解釋是很偏頗的
[00:14:04.040 --> 00:14:06.240]  因為在猶太的歷史上
[00:14:06.240 --> 00:14:09.560]  從來不會有人覺得路德是一個罪人
[00:14:09.560 --> 00:14:12.360]  路德是一個敬虔的典範
[00:14:12.360 --> 00:14:14.360]  路德是一個聖女
[00:14:14.360 --> 00:14:16.360]  在猶太的傳統裡面覺得
[00:14:16.360 --> 00:14:18.360]  所以如果你說路德也是一個罪人的話
[00:14:18.360 --> 00:14:20.080]  是一個比較難去
[00:14:20.080 --> 00:14:22.640]  比較牽強的一個解釋
[00:14:22.640 --> 00:14:25.640]  有人就說她們都是義人
[00:14:25.640 --> 00:14:29.080]  所以為什麼馬太要特意提及這五個人的名字
[00:14:29.080 --> 00:14:31.720]  不過這一點同樣都是很偏頗
[00:14:31.720 --> 00:14:35.000]  因為雖然在撒姆爾記下
[00:14:35.000 --> 00:14:38.400]  他強調的是大衛主動和拔士班通姦
[00:14:38.400 --> 00:14:42.400]  但是都未至於去描述拔士班是一個義人
[00:14:42.400 --> 00:14:43.560]  一個敬虔的人
[00:14:43.560 --> 00:14:47.600]  所以如果我們說馬太記載這五個女人
[00:14:47.600 --> 00:14:48.600]  因為她們是義人
[00:14:48.600 --> 00:14:50.600]  這個解釋都是非常偏頗的
[00:14:50.600 --> 00:14:52.840]  最流行的解釋
[00:14:52.840 --> 00:14:54.840]  最多人支持的解釋就說
[00:14:54.840 --> 00:14:57.960]  這四個女人不包括瑪麗亞
[00:14:57.960 --> 00:15:00.600]  這四個女人都是外邦人
[00:15:00.600 --> 00:15:02.840]  不過我想說的是
[00:15:02.840 --> 00:15:06.560]  多人支持的解釋不一定是對的解釋
[00:15:06.560 --> 00:15:07.560]  為什麼呢?
[00:15:07.560 --> 00:15:11.560]  因為我們在舊約聖經有說
[00:15:11.560 --> 00:15:16.760]  拉合和路德都是外邦人
[00:15:16.760 --> 00:15:23.560]  同樣地在猶太傳統裏面
[00:15:23.560 --> 00:15:28.160]  雖然在舊約聖經裏面沒有提及他馬是不是外邦人
[00:15:28.160 --> 00:15:30.160]  不過在猶太傳統裏面
[00:15:30.160 --> 00:15:35.560]  我們都可以看到猶太傳統會認為他馬是迦南人
[00:15:35.560 --> 00:15:40.160]  所以頭三個女人說她是外邦人都是合理的
[00:15:40.160 --> 00:15:44.560]  他馬、拉合和路德都可以說她們是外邦人
[00:15:44.560 --> 00:15:46.160]  不過問題是什麼呢?
[00:15:46.160 --> 00:15:51.160]  問題是從來都沒有文獻去說拔士班是外邦人
[00:15:51.160 --> 00:15:53.760]  在舊約聖經沒有說拔士班是外邦人
[00:15:53.760 --> 00:15:55.760]  同樣地在猶太傳統裏面
[00:15:55.760 --> 00:15:57.960]  都沒有說過拔士班是外邦人
[00:15:57.960 --> 00:16:04.160]  所以如果我們說馬太記載這四個女人純粹是外邦人
[00:16:04.160 --> 00:16:06.160]  這個解釋其實都不是很合理
[00:16:06.160 --> 00:16:10.160]  因為最少拔士班不是外邦人
[00:16:10.160 --> 00:16:15.360]  所以我覺得這三個解釋都不太能解釋
[00:16:15.360 --> 00:16:21.160]  為什麼這五個婦女要被記載在馬太家譜裏面
[00:16:21.160 --> 00:16:26.360]  其實按照馬太的句法和編排
[00:16:26.360 --> 00:16:30.760]  我認為這五個女人應該分成兩組
[00:16:30.760 --> 00:16:35.960]  分別是第一組是他馬、拉合和路德
[00:16:35.960 --> 00:16:39.760]  第二組就是拔士班和瑪利亞
[00:16:39.760 --> 00:16:42.760]  這樣的分組有兩個原因
[00:16:42.760 --> 00:16:48.360]  第一我們剛才說過大衛是這個家譜的關鍵人物
[00:16:48.360 --> 00:16:52.760]  他馬、拉合和路德是排在大衛之前
[00:16:52.760 --> 00:16:57.360]  而拔士班和瑪利亞是排在大衛之後
[00:16:57.360 --> 00:17:03.360]  第二馬太在從XXXXXX的句式裏面
[00:17:03.360 --> 00:17:06.560]  有直接提及他馬、拉合和路德的名字
[00:17:06.560 --> 00:17:11.160]  但從來沒有提及拔士班和瑪利亞的名字
[00:17:11.160 --> 00:17:14.160]  馬太在這個家譜裏面如果大家有留意
[00:17:14.160 --> 00:17:18.360]  馬太在這個家譜裏面從來沒有提及拔士班的名字
[00:17:18.360 --> 00:17:24.560]  馬太稱呼拔士班做烏利亞的妻子
[00:17:24.560 --> 00:17:28.960]  至於瑪利亞雖然馬太有提及瑪利亞的名字
[00:17:28.960 --> 00:17:31.560]  但如果我們夠留心去看經文的話
[00:17:31.560 --> 00:17:34.960]  我們就會發現第十六節的希臘文
[00:17:34.960 --> 00:17:38.960]  是將瑪利亞的名字連到約瑟裏面
[00:17:38.960 --> 00:17:42.560]  馬太稱呼約瑟為瑪利亞的丈夫
[00:17:42.560 --> 00:17:47.360]  但在十六節的那句從XXXXX的句式裏面
[00:17:47.360 --> 00:17:51.360]  在原文裏面瑪利亞的名字是沒有出現的
[00:17:51.360 --> 00:17:53.360]  馬太的寫法是甚麼呢
[00:17:53.360 --> 00:17:57.760]  馬太的寫法是耶穌從他而生
[00:17:57.760 --> 00:17:59.160]  他即是瑪利亞
[00:17:59.160 --> 00:18:00.360]  換句話說
