
[00:00:00.000 --> 00:00:14.000]  大家早安,冷了一陣子終於暖了一點,我已經很期待夏天的來臨,今年真的很冷。
[00:03:52.000 --> 00:03:57.000]  道成你肉身,住在我們中間,充充滿滿地有恩典有真理。
[00:03:57.000 --> 00:04:04.000]  我們也見過他的榮光,正是負獨一而至的榮光。
[00:04:04.000 --> 00:04:06.000]  約翰為他作見證喊著說:
[00:04:06.000 --> 00:04:14.000]  「這就是我曾說,那在我以後來的先於我,因為在我以前他已經存在。」
[00:04:14.000 --> 00:04:21.000]  從他的豐富裡,我們都領受了恩典,而且欣賞加恩。
[00:04:21.000 --> 00:04:28.000]  律法是藉著摩西般步的,恩典和真理卻是由耶穌基督來的。
[00:04:28.000 --> 00:04:36.000]  從來沒有人見過上帝只有在父女,父懷女獨一而至,將他顯明出來。
[00:04:36.000 --> 00:04:41.000]  在這一段的上文,大家如果看整個約翰福音的第一章,
[00:04:41.000 --> 00:04:46.000]  上文其實會介紹另外一個約翰,是施洗約翰,
[00:04:46.000 --> 00:04:52.000]  說他是為真光而作見證,為耶穌鋪平道路。
[00:04:52.000 --> 00:04:55.000]  然後到十五字,我們正在看的這段經文,
[00:04:55.000 --> 00:04:57.000]  說了一句大家都不太明白的東西,
[00:04:57.000 --> 00:05:03.000]  「在我後來的人先於我,因為在我以前他已經存在。」
[00:05:03.000 --> 00:05:12.000]  這個世間你怎樣理解在我之前,在我之後,在我之後,在我之前的你?
[00:05:12.000 --> 00:05:21.000]  第十十字為何要提到摩西般步的律法,而恩典和真理又是由耶穌來的呢?
[00:05:21.000 --> 00:05:28.000]  從來沒有人見過上帝,那耶穌又怎樣將上帝顯明出來呢?
[00:05:28.000 --> 00:05:35.000]  不知道大家看約翰福音,會不會通常都有一個印象,就是很長氣。
[00:05:35.000 --> 00:05:43.000]  那些東西說完又說,說完又說,說了一些你明白的東西,但又不太明白。
[00:05:43.000 --> 00:05:49.000]  大家這些每個字都明白吧,放在一起好像很奇怪。
[00:05:49.000 --> 00:05:52.000]  大家如果有這樣的感覺是非常正常的,
[00:05:52.000 --> 00:05:58.000]  因為約翰福音所針對的思潮是接近在二千年前,
[00:05:58.000 --> 00:06:03.000]  我們已經跟他隔了很多代了,很有代溝的。
[00:06:03.000 --> 00:06:09.000]  我們現在跟下一代隔三年都覺得有代溝,何況我們隔了二千多年,我們隔了很多代了。
[00:06:09.000 --> 00:06:14.000]  以致有些東西我們不明白,所以今天我們要搞清楚他在回應什麼。
[00:06:14.000 --> 00:06:20.000]  我們要講一下他在回應什麼,其實他在回應三個很不同的思潮。
[00:06:20.000 --> 00:06:26.000]  第一個就是諾斯底主義,就是大家抬右這邊。
[00:06:26.000 --> 00:06:36.000]  他在回應的是很強烈的二元論,就是至高的真神屬於靈界,而物質的世界是屬於次一級的。
[00:06:36.000 --> 00:06:42.000]  是由這個邪惡的創造主所做的。
[00:06:42.000 --> 00:06:47.000]  這個思潮就會覺得如果上帝道成肉身,成為人的話,
[00:06:47.000 --> 00:06:51.000]  就會令上帝承認自己就是那個邪惡的創造主。
[00:06:51.000 --> 00:06:54.000]  所以約翰福音對這個思潮有很多的反駁。
[00:06:54.000 --> 00:07:01.000]  第二,約翰福音還會針對這個異教世界觀,特別是希臘的神明。
[00:07:01.000 --> 00:07:09.000]  如果大家有聽過希臘的神話,很多不同的神明,太陽神,阿典娜,
[00:07:09.000 --> 00:07:14.000]  時不時他們會落到人間,去扮人去欺騙人,
[00:07:14.000 --> 00:07:18.000]  以致那些神明可以滿足到自己的私慾。
[00:07:18.000 --> 00:07:23.000]  這個和約翰福音所講的道成肉身的本質上完全不同。
[00:07:23.000 --> 00:07:26.000]  耶穌就是那個創造萬有的道。
[00:07:26.000 --> 00:07:30.000]  他來到這個世界上要彰顯神的真理。
[00:07:30.000 --> 00:07:34.000]  所以約翰福音開始他很強調真理和道路。
[00:07:34.000 --> 00:07:40.000]  而第三,就是中間那裡,也就是我今天最想講的就是十誡。
[00:07:40.000 --> 00:07:46.000]  約翰很想回應猶太人對十誡的詮釋,特別是第一和第二誡。
[00:07:46.000 --> 00:07:49.000]  大家背不背得到第一誡和第二誡?
[00:07:49.000 --> 00:07:55.000]  除我以外,不可別臣,然後第二誡呢?
[00:07:55.000 --> 00:07:58.000]  不可為自己做偶像,是不是?
[00:07:58.000 --> 00:08:03.000]  我們這裡要花一點時間去了解一下,
[00:08:03.000 --> 00:08:10.000]  究竟猶太傳統如何去理解十誡,頭兩誡,對他們來說很重要。
[00:08:10.000 --> 00:08:17.000]  但是他們有什麼詮釋的錯誤,要約翰這麼用力,這麼長氣去反駁他們呢?
[00:08:17.000 --> 00:08:22.000]  其實在猶太傳統裡面,上帝是怎樣的?
[00:08:22.000 --> 00:08:27.000]  是無形無象的,是無處不在的。
[00:08:27.000 --> 00:08:33.000]  如果有人說這個人就是上帝,他們就會覺得你肯定是吹牛,
[00:08:33.000 --> 00:08:36.000]  還有這個人一定是人造的偶像。
[00:08:36.000 --> 00:08:40.000]  就好像當年他們在西奈山下面做了一隻金牛一樣,
[00:08:40.000 --> 00:08:44.000]  他說這個就是帶你們出埃及的上帝,這隻金牛就是了。
[00:08:44.000 --> 00:08:49.000]  於是猶太人在受到逼迫流散在不同的地方,
[00:08:49.000 --> 00:08:52.000]  受到希臘羅馬人的統治的時候,
[00:08:52.000 --> 00:09:00.000]  他們需要向羅馬人告訴,其實我們猶太人都是很有文化底蘊的,很有智慧的。
[00:09:00.000 --> 00:09:03.000]  他們就作了一本書,叫做《變西拉自焚》,
[00:09:03.000 --> 00:09:09.000]  裡面就很避重就輕的形容,上帝就是很像一個人。
[00:09:09.000 --> 00:09:12.000]  他不敢說上帝就是一個人,
[00:09:12.000 --> 00:09:16.000]  他說上帝就是很像一個人,
[00:09:16.000 --> 00:09:20.000]  好像一個智慧在人的當中。
[00:09:20.000 --> 00:09:26.000]  所以他們就說這個上帝依然都是無形無像,
[00:09:26.000 --> 00:09:32.000]  他無處不在,就好像希臘裡面的諾戈斯智慧一樣,和人一起。
[00:09:32.000 --> 00:09:37.000]  雖然在人的當中,但依然都是無形無像,
[00:09:37.000 --> 00:09:41.000]  就好像大家現在可能在用的AI一樣。
[00:09:41.000 --> 00:09:45.000]  叫Siri,你幫我想一下這個決定對不對。
[00:09:45.000 --> 00:09:50.000]  他突然就出聲說,這樣這樣做才對的。
[00:09:50.000 --> 00:09:52.000]  這個是一個很有智慧的導人,
[00:09:52.000 --> 00:09:54.000]  他這本書就是這樣寫的。
[00:09:54.000 --> 00:09:59.000]  為了明白多一點為什麼猶太人拒絕耶穌到成肉身,
[00:09:59.000 --> 00:10:01.000]  我們一起看看這本書好不好。
[00:10:01.000 --> 00:10:05.000]  《變西拉自焚》,
[00:10:05.000 --> 00:10:11.000]  大家好像很少看這本書,因為這本是次經來的。
[00:10:11.000 --> 00:10:12.000]  他這樣說的,
[00:10:12.000 --> 00:10:16.000]  那創造萬有的,向我下了命令,
[00:10:16.000 --> 00:10:19.000]  那創造我的,使我的著墨安置,
[00:10:19.000 --> 00:10:24.000]  吩咐說要在那國內居住,在以色列中取得產業。
[00:10:24.000 --> 00:10:28.000]  從太初在遺行之先,他就已經創造了我,
[00:10:28.000 --> 00:10:32.000]  直到永遠我總不滅絕。
[00:10:32.000 --> 00:10:37.000]  在他愛慕的城市裡,他使我有了安身之所,
[00:10:37.000 --> 00:10:41.000]  即在上主的份子中,他的基業中。
[00:10:41.000 --> 00:10:51.000]  大家可能覺得從太初之先在永恆的時候已經創造了我,
[00:10:51.000 --> 00:10:53.000]  這一句是很有約翰福音的味道,
[00:10:53.000 --> 00:10:57.000]  如果你掩蓋了變西拉自焚的話,
[00:10:57.000 --> 00:10:59.000]  大家可能會覺得這個是約翰福音。
[00:10:59.000 --> 00:11:07.000]  這裡的我其實指的是智慧,使我的著墨安置,
[00:11:07.000 --> 00:11:14.000]  意思是這個智慧就住在當年以色列人出埃及的時候的著墨裡,
[00:11:14.000 --> 00:11:17.000]  跟他們一起移動,跟他們一起生活。
[00:11:17.000 --> 00:11:21.000]  他們就想強調上帝就好像智慧,就好像一個人那樣,
[00:11:21.000 --> 00:11:24.000]  去到在人類當中居住,跟人一起。
[00:11:24.000 --> 00:11:30.000]  但是,因為猶太人對於十誡有很特別的理解,
[00:11:30.000 --> 00:11:33.000]  第一誡是什麼?不可有別臣。
[00:11:33.000 --> 00:11:37.000]  第二誡是不可為自己做偶像。
[00:11:37.000 --> 00:11:43.000]  所以他們就會覺得你做有型的事就等於偶像。
[00:11:43.000 --> 00:11:48.000]  他們不敢將智慧,不敢將上帝形容為一個真實的人,
[00:11:48.000 --> 00:11:51.000]  你只能說好像,他就好像一個人,好像Siri那樣,
[00:11:51.000 --> 00:11:57.000]  經常跟著你。以人法,上帝只能好像一個人那樣,
[00:11:57.000 --> 00:12:01.000]  無形無味地住在人類當中,跟以色列人一起。
[00:12:01.000 --> 00:12:06.000]  這裡說的是上帝的一部分,上帝的分子,
[00:12:06.000 --> 00:12:11.000]  上帝的一部分都不能夠成為道成肉身,
[00:12:11.000 --> 00:12:17.000]  所以這樣他們才能夠繼續他們對十誡的詮釋。
[00:12:17.000 --> 00:12:21.000]  所以到了這裡大家就會開始明白,
[00:12:21.000 --> 00:12:25.000]  楊豐陰這裡說的道成肉身,還提到摩西的律法,
[00:12:25.000 --> 00:12:30.000]  摩西的律法其實就是在西大山拿的法板,
[00:12:30.000 --> 00:12:37.000]  下來的十誡,他是在說服聽眾,這個理解才是對的。
[00:12:37.000 --> 00:12:41.000]  他來到自己的地方,自己的人不接納他。
[00:12:41.000 --> 00:12:45.000]  如果你看十一節,你會看到他來到自己的地方,
[00:12:45.000 --> 00:12:49.000]  自己的人不接納他,自己的人是什麼人?
[00:12:49.000 --> 00:12:53.000]  猶太人,沒錯,因為耶穌是猶太人,
[00:12:53.000 --> 00:13:00.000]  自己的人不接納他,是因為他們對於摩西的律法的詮釋,
[00:13:00.000 --> 00:13:04.000]  十誡的詮釋跟楊豐陰有一個很根本的分別,
[00:13:04.000 --> 00:13:07.000]  在猶太傳統底下所詮釋的上帝,
[00:13:07.000 --> 00:13:11.000]  是絕對絕對不會成為肉身的,
[00:13:11.000 --> 00:13:15.000]  他絕對不可能用一個人的身分出現在他身邊,
[00:13:15.000 --> 00:13:22.000]  所以當約翰說真理和恩典出自耶穌這個彌賽亞的時候,
[00:13:22.000 --> 00:13:26.000]  其實就是在拆解猶太人對於十誡的詮釋,
[00:13:26.000 --> 00:13:29.000]  不可有別臣,不可做偶像。
[00:13:29.000 --> 00:13:33.000]  猶太人世世代代這樣傳下來的傳統,
[00:13:33.000 --> 00:13:37.000]  說上帝不可能是用人出現的,
[00:13:37.000 --> 00:13:43.000]  這個傳統,如果有這樣的人說自己是上帝,
[00:13:43.000 --> 00:13:46.000]  他一定是一個偶像,是一個別臣,
[00:13:46.000 --> 00:13:49.000]  這個傳統他們傳了多少年?
[00:13:49.000 --> 00:13:54.000]  傳了幾千年,很深刻很牢固地刻在人的生命裏面,
[00:13:54.000 --> 00:14:01.000]  這份信念你可以說是執著,可想而知很難去改變,
[00:14:01.000 --> 00:14:04.000]  就算猶太人受到逼迫的時候,
[00:14:04.000 --> 00:14:09.000]  他們都沒有將上帝形容成希臘的神明那樣,
[00:14:09.000 --> 00:14:12.000]  以人的身分進入世界,
[00:14:12.000 --> 00:14:16.000]  他極其量說他很像,他很像一個人,
[00:14:16.000 --> 00:14:20.000]  這份信念和執著是多麼的堅毅,
[00:14:20.000 --> 00:14:25.000]  情況就好像,大家有沒有見過這個食物金字塔?
[00:14:25.000 --> 00:14:27.000]  大家可能有見過吧?
[00:14:27.000 --> 00:14:35.000]  這個新的食物金字塔和我們長久以來的教育,
[00:14:35.000 --> 00:14:41.000]  和我們的文化,和我們家庭的習慣都很不同,
[00:14:41.000 --> 00:14:46.000]  告訴我們我們以前學習的五穀類是最健康的,
[00:14:46.000 --> 00:14:50.000]  人體所需的東西,今早大家吃的米線,
[00:14:50.000 --> 00:14:52.000]  都應該是米線會多一點,
[00:14:52.000 --> 00:14:55.000]  對我們健康是最大的益處,
[00:14:55.000 --> 00:15:02.000]  但是最近美國衛生部發表了一個顛覆我們想像的食物金字塔,
[00:15:02.000 --> 00:15:06.000]  和我們以前很堅信的東西完全不同,
[00:15:06.000 --> 00:15:11.000]  他們總結發現原來五穀類不是我們人體最需要的營養,
[00:15:11.000 --> 00:15:13.000]  反而是什麼?
[00:15:13.000 --> 00:15:18.000]  反而是脂肪和蛋白質,脂肪和蛋白質,
[00:15:18.000 --> 00:15:23.000]  將我們傳統的飲食習慣完全顛倒了,
[00:15:23.000 --> 00:15:28.000]  令我們所相信的所謂健康的飲食完全不同,
[00:15:28.000 --> 00:15:31.000]  無論我們屬於哪一邊的飲食,
[00:15:31.000 --> 00:15:35.000]  你做168還是KETO,
[00:15:35.000 --> 00:15:42.000]  我們自己都要重新去審視對於健康飲食的一個習慣,
[00:15:42.000 --> 00:15:45.000]  你究竟這樣吃健不健康呢?
[00:15:45.000 --> 00:15:48.000]  你剛剛吃的米線究竟健不健康?
[00:15:48.000 --> 00:15:57.000]  我們會再一次再審視一下究竟我們吃的東西健不健康,
[00:15:57.000 --> 00:16:02.000]  現在才跟我說不要吃那麼多,不要省省吃,
[00:16:02.000 --> 00:16:06.000]  我們會怎麼做呢?
[00:16:06.000 --> 00:16:11.000]  如果將這樣的處境代入猶太人,
[00:16:11.000 --> 00:16:17.000]  十誡的處境就是他一直相信我們之前信的食物金字塔才是真的,
[00:16:17.000 --> 00:16:21.000]  你現在跟我說倒轉的那個才是真的,
[00:16:21.000 --> 00:16:27.000]  他們就會覺得頭突然間好像爆炸一樣去想,
[00:16:27.000 --> 00:16:30.000]  我從小到大都是這樣相信的,
[00:16:30.000 --> 00:16:34.000]  我從小到大都是這樣說上帝是無形無味,
[00:16:34.000 --> 00:16:36.000]  住在人的當中,
[00:16:36.000 --> 00:16:40.000]  你現在跟我說上帝可以道成肉身,
[00:16:40.000 --> 00:16:44.000]  可以沒有違反十誡,
[00:16:44.000 --> 00:16:48.000]  你可以想像到這個對於他們的信念的挑戰是多麼的巨大,
[00:16:48.000 --> 00:16:51.000]  多麼的劇烈,
[00:16:51.000 --> 00:16:54.000]  就算我們對著這個新的食物金字塔,
[00:16:54.000 --> 00:16:55.000]  我們都會覺得很衝擊,
[00:16:55.000 --> 00:16:58.000]  我們不停地找他的科學證據,
[00:16:58.000 --> 00:17:01.000]  質疑他們的立論,質疑他們的總結,
[00:17:01.000 --> 00:17:04.000]  甚至我們會經過很多輪的思考和驗證,
[00:17:04.000 --> 00:17:08.000]  我們開始慢慢才想究竟這些東西是不是真的呢?
[00:17:08.000 --> 00:17:11.000]  或者有些人就是我不理你,
[00:17:11.000 --> 00:17:14.000]  我吃我的飯,你就吃你的肉,
[00:17:14.000 --> 00:17:16.000]  我就總之不理你,
[00:17:16.000 --> 00:17:18.000]  那我自己的信念是怎樣呢?
[00:17:18.000 --> 00:17:20.000]  我就不需要受到挑戰,
[00:17:20.000 --> 00:17:22.000]  我不需要改變,
[00:17:22.000 --> 00:17:24.000]  同樣地對於猶太人來說,
[00:17:24.000 --> 00:17:28.000]  這個衝擊的過程很需要空間和時間,
[00:17:28.000 --> 00:17:31.000]  所以約翰福音很詳細地說,
[00:17:31.000 --> 00:17:33.000]  他說完又說,提完又提,
[00:17:33.000 --> 00:17:35.000]  目的是怎樣呢?
[00:17:35.000 --> 00:17:40.000]  讓聽眾知道有些我們一直以來堅持的信念,
[00:17:40.000 --> 00:17:44.000]  在做的傳統,可能做了很多年,
[00:17:44.000 --> 00:17:48.000]  未必是對的,未必是對的,
[00:17:48.000 --> 00:17:51.000]  上帝是會改變我們對於世界的看法,
[00:17:51.000 --> 00:17:56.000]  對我們自己,對事,對我們身邊的人的看法,
[00:17:56.000 --> 00:17:58.000]  這個道成肉身的上帝,
[00:17:58.000 --> 00:18:03.000]  就一直在等待著人去改變,
[00:18:03.000 --> 00:18:06.000]  好像有些人在未信主之前就覺得,
[00:18:06.000 --> 00:18:10.000]  基督教也是道人向善,
[00:18:10.000 --> 00:18:13.000]  和其他宗教,和佛教一樣都是道人向善,
[00:18:13.000 --> 00:18:15.000]  所以大家都是做好事,
[00:18:15.000 --> 00:18:17.000]  然後勸大家做好人,
[00:18:17.000 --> 00:18:19.000]  堅守一些道德的底線,
[00:18:19.000 --> 00:18:22.000]  那我怎樣衡量善呢?
[00:18:22.000 --> 00:18:24.000]  多數都是用自己和別人比較,
[00:18:24.000 --> 00:18:25.000]  就是自己不算差,
[00:18:25.000 --> 00:18:27.000]  譬如像我在M記,
[00:18:27.000 --> 00:18:30.000]  我見到隔壁桌子吃完東西又不收拾,
[00:18:30.000 --> 00:18:31.000]  那我就不同了,
[00:18:31.000 --> 00:18:33.000]  我就自己收拾自己的東西,
[00:18:33.000 --> 00:18:35.000]  我多有原則和多有愛心,
[00:18:35.000 --> 00:18:36.000]  這個就叫善,
[00:18:36.000 --> 00:18:39.000]  這個是未信主之前的一個比較,
[00:18:39.000 --> 00:18:43.000]  因為你要和別人比較才知道誰壞誰好,
[00:18:43.000 --> 00:18:45.000]  但是被神改變之後,
[00:18:45.000 --> 00:18:47.000]  你現在知道自己是罪人,
[00:18:47.000 --> 00:18:50.000]  發現所謂善的原則,
[00:18:50.000 --> 00:18:53.000]  不是用人的標準和和別人比較,
[00:18:53.000 --> 00:18:57.000]  是上帝完全的公義,
[00:18:57.000 --> 00:19:00.000]  聖潔的標準去看,
[00:19:00.000 --> 00:19:02.000]  本身你會覺得自己也不錯,
[00:19:02.000 --> 00:19:05.000]  但是慢慢會承認自己是一個罪人,
[00:19:05.000 --> 00:19:10.000]  內心很多自我中心、計較、驕傲,
[00:19:10.000 --> 00:19:12.000]  只是平時包裝得好一點,
[00:19:12.000 --> 00:19:16.000]  明白罪不只是做錯事那麼簡單,
[00:19:16.000 --> 00:19:22.000]  是離開神自我中心的一個狀態,
[00:19:22.000 --> 00:19:26.000]  以前我覺得對人好不傷害人就行了,
[00:19:26.000 --> 00:19:28.000]  但信主之後我就發現,
[00:19:28.000 --> 00:19:30.000]  上帝改變我們內心的看法,
[00:19:30.000 --> 00:19:32.000]  原來你表面對人好,
[00:19:32.000 --> 00:19:35.000]  內心也可以很黑暗,
[00:19:35.000 --> 00:19:39.000]  內心也可以很遠離神,
[00:19:39.000 --> 00:19:43.000]  不知道大家有沒有看最新的《尋秦記》,
[00:19:43.000 --> 00:19:44.000]  我應該不會劇透的,
[00:19:44.000 --> 00:19:48.000]  我先說一些大家知道的東西,
[00:19:48.000 --> 00:19:50.000]  在《尋秦記》裏面,
[00:19:50.000 --> 00:19:52.000]  最後一集已經說了,
[00:19:52.000 --> 00:19:57.000]  《尋秦記》的作者將秦王嬴政的身世重新詮釋,
[00:19:57.000 --> 00:20:00.000]  他將他描述為已經死了,
[00:20:00.000 --> 00:20:02.000]  在戰場上已經被人打死了,
[00:20:02.000 --> 00:20:09.000]  然後是項少龍找了趙國的王子趙盤去頂替他,
[00:20:09.000 --> 00:20:14.000]  為到秦王嬴政之後焚燒坑儒的歷史去做解釋,
[00:20:14.000 --> 00:20:19.000]  就是他不希望有人知道項少龍的存在,
[00:20:19.000 --> 00:20:21.000]  而知道他是一個假冒的秦王,
[00:20:21.000 --> 00:20:23.000]  大概故事線是這樣,
[00:20:23.000 --> 00:20:25.000]  那就沒有劇透了,
[00:20:25.000 --> 00:20:28.000]  如果想看之後就去看電影吧,
[00:20:28.000 --> 00:20:32.000]  我的看法當然是無從稽考,
[00:20:32.000 --> 00:20:33.000]  是作出來的,
[00:20:33.000 --> 00:20:39.000]  但是也給我們一個新的角度去審視秦始皇所做的一切,
[00:20:39.000 --> 00:20:43.000]  究竟他做焚燒坑儒是為了什麼呢?
[00:20:43.000 --> 00:20:46.000]  上帝作為我們人生的主宰,
[00:20:46.000 --> 00:20:47.000]  我們的作者,
[00:20:47.000 --> 00:20:51.000]  他為我們人生都鋪設了很多很精彩,
[00:20:51.000 --> 00:20:53.000]  很美妙的故事,
[00:20:53.000 --> 00:21:01.000]  他希望我們從他的角度去審視我們對人生很多很大的事件的一些看法,
[00:21:01.000 --> 00:21:04.000]  就好像當年猶太人一樣,
[00:21:04.000 --> 00:21:06.000]  他覺得十誡就說了,
[00:21:06.000 --> 00:21:09.000]  不可做偶像,不可有別神,
[00:21:09.000 --> 00:21:12.000]  怎麼會有一個神可以道成肉身呢?
[00:21:12.000 --> 00:21:17.000]  這樣是一個偶像的行為,
[00:21:17.000 --> 00:21:20.000]  但是在我們生命出現的耶穌,
[00:21:20.000 --> 00:21:25.000]  他就成為了一個很大的一個解法,
[00:21:25.000 --> 00:21:30.000]  就是他當初上帝的話語,
[00:21:30.000 --> 00:21:33.000]  他由起初已經存在,
[00:21:33.000 --> 00:21:35.000]  他來到這個世界,
[00:21:35.000 --> 00:21:37.000]  在一開始,
[00:21:37.000 --> 00:21:40.000]  在十誡未出現之前他已經在這裡,
[00:21:40.000 --> 00:21:41.000]  他成為了一個話語,
[00:21:41.000 --> 00:21:43.000]  進入了這個世界裡面,
[00:21:43.000 --> 00:21:48.000]  所以當年猶太人對於十誡的詮釋有很大的偏差,
[00:21:48.000 --> 00:21:55.000]  耶穌就要利用約翰福音這麼長的經文去重新提及摩西的律法,
[00:21:55.000 --> 00:21:59.000]  神的道路和真理和恩典,
[00:21:59.000 --> 00:22:02.000]  去令他們去審視自己對十誡,
[00:22:02.000 --> 00:22:04.000]  對道成肉身耶穌的看法,
[00:22:04.000 --> 00:22:06.000]  但是呢,
[00:22:06.000 --> 00:22:08.000]  現實是很殘酷的,
[00:22:08.000 --> 00:22:14.000]  人總是想回到自己很熟悉的詮釋和理解,
[00:22:14.000 --> 00:22:19.000]  對自己對別人對事件有一個很安全的位置,
[00:22:19.000 --> 00:22:21.000]  我不會受到挑戰,
[00:22:21.000 --> 00:22:24.000]  其實我信了一段,
[00:22:24.000 --> 00:22:26.000]  我信主一段日子之後,
[00:22:26.000 --> 00:22:28.000]  我就被蒙召去做傳道人,
[00:22:28.000 --> 00:22:30.000]  我去讀神學,
[00:22:30.000 --> 00:22:32.000]  當時我就秉承著一個理念,
[00:22:32.000 --> 00:22:35.000]  人活著為了什麼?
[00:22:35.000 --> 00:22:37.000]  敬拜上帝,
[00:22:37.000 --> 00:22:39.000]  在我的詮釋裡面,
[00:22:39.000 --> 00:22:42.000]  敬拜是動詞,
[00:22:42.000 --> 00:22:44.000]  怎麼做事?
[00:22:44.000 --> 00:22:47.000]  怎麼也不是你不做事,
[00:22:47.000 --> 00:22:50.000]  坐著就叫做敬拜,
[00:22:50.000 --> 00:22:52.000]  我就很拼命地做,
[00:22:52.000 --> 00:22:54.000]  在教會和神學院,
[00:22:54.000 --> 00:22:55.000]  我什麼服事都做,
[00:22:55.000 --> 00:23:01.000]  教會、師他、組長、洗廁所、抹桌椅、在圖書館執書,
[00:23:01.000 --> 00:23:03.000]  一個年教五十二個星期,
[00:23:03.000 --> 00:23:05.000]  主日學、情侶輔導、教導輔導,
[00:23:05.000 --> 00:23:08.000]  總之我覺得我懂的東西我都會做,
[00:23:08.000 --> 00:23:11.000]  我把所有東西拿出來服事,
[00:23:11.000 --> 00:23:15.000]  因為我很堅信我自己,
[00:23:15.000 --> 00:23:17.000]  人活著為了什麼?
[00:23:17.000 --> 00:23:18.000]  敬拜上帝,
[00:23:18.000 --> 00:23:19.000]  敬拜一定做些事,
[00:23:19.000 --> 00:23:22.000]  後來有一個神學院老師提醒我,
[00:23:22.000 --> 00:23:24.000]  他問我,
[00:23:24.000 --> 00:23:26.000]  你做這麼多事,
[00:23:26.000 --> 00:23:29.000]  為了什麼?
[00:23:29.000 --> 00:23:31.000]  我聽到就很愕然,
[00:23:31.000 --> 00:23:32.000]  我心想,
[00:23:32.000 --> 00:23:34.000]  做這麼多事當然是為了上帝,
[00:23:34.000 --> 00:23:35.000]  還用問,
[00:23:35.000 --> 00:23:37.000]  我當然沒有回答他,
[00:23:37.000 --> 00:23:39.000]  他再問,
[00:23:39.000 --> 00:23:40.000]  你做這麼多事,
[00:23:40.000 --> 00:23:43.000]  真正為了什麼?
[00:23:43.000 --> 00:23:46.000]  那一刻我覺得自己好像被冒犯,
[00:23:46.000 --> 00:23:47.000]  我做了這麼多事,
[00:23:47.000 --> 00:23:49.000]  當然是為了上帝,
[00:23:49.000 --> 00:23:53.000]  我竟然冠來別人的質疑,
[00:23:53.000 --> 00:23:56.000]  還要有神學院老師這樣跟我說,
