
[00:00:00.000 --> 00:00:01.500]   Okay, Mark.
[00:09:32.600 --> 00:09:37.600]   the Aegean Sea to the sort of the peninsula of Greece.
[00:09:37.600 --> 00:09:45.840]   So to call Paul to cross the sea,
[00:09:45.840 --> 00:09:48.840]   to come over and help him, all right?
[00:09:48.840 --> 00:09:50.440]   Now that's interesting,
[00:09:50.440 --> 00:09:52.800]   because if you know something about history
[00:09:52.800 --> 00:09:54.320]   or the context of the Bible,
[00:09:55.040 --> 00:09:58.400]   you know, the Macedonian, all right?
[00:09:58.400 --> 00:10:01.600]   Remember the name, Alexander the Great?
[00:10:01.600 --> 00:10:05.280]   Alexander the Great, ring any bell?
[00:10:05.280 --> 00:10:06.360]   Right?
[00:10:06.360 --> 00:10:10.680]   Fairly familiar name, a great military leader
[00:10:10.680 --> 00:10:13.960]   living in 300 BC or so.
[00:10:13.960 --> 00:10:16.480]   And he was a Macedonian.
[00:10:16.480 --> 00:10:21.480]   And Alexander the Great, he crossed the sea eastward
[00:10:21.760 --> 00:10:24.440]   and conquered what do they call Turkey
[00:10:24.440 --> 00:10:28.600]   and the entire Asia, the entire continent
[00:10:28.600 --> 00:10:32.960]   and brings with him the Hellenistic culture,
[00:10:32.960 --> 00:10:34.960]   the Greek culture.
[00:10:34.960 --> 00:10:38.840]   So it's the Macedonian helping the rest of the world, right?
[00:10:38.840 --> 00:10:42.680]   Conquered the entire piece of land, entire continent.
[00:10:42.680 --> 00:10:45.560]   And Alexander the Great conquered the world
[00:10:45.560 --> 00:10:49.640]   in order to help other people in the east.
[00:10:49.640 --> 00:10:53.080]   Here, the vision is the other way around.
[00:10:53.080 --> 00:10:56.800]   Paul saw this vision, the Macedonian man
[00:10:56.800 --> 00:11:01.800]   calling him to help him, bring the gospel over to help him.
[00:11:01.800 --> 00:11:06.320]   So it's such a cultural reverse, right?
[00:11:06.320 --> 00:11:10.960]   So Paul follow God's guidance
[00:11:10.960 --> 00:11:12.680]   and he did cross the sea
[00:11:12.680 --> 00:11:17.280]   and eventually he came to a town called Philippi, all right?
[00:11:17.280 --> 00:11:20.600]   Actually in the book of Acts, recorded this incident.
[00:11:20.600 --> 00:11:24.480]   So we, here we have Luke, the writer of the book of Acts
[00:11:24.480 --> 00:11:27.640]   and the apostle Paul and all the other co-workers,
[00:11:27.640 --> 00:11:31.560]   they bought a ship from Chorus
[00:11:31.560 --> 00:11:34.160]   and they sailed straight to another island
[00:11:34.160 --> 00:11:35.800]   and then the next day they landed
[00:11:35.800 --> 00:11:40.520]   to the other side of the land in Macedonia.
[00:11:40.520 --> 00:11:44.080]   And from there, they traveled to different towns
[00:11:44.080 --> 00:11:49.080]   in which the big city called Philippi, all right?
[00:11:49.080 --> 00:11:52.400]   So they came to Philippi, which is the district
[00:11:52.400 --> 00:11:55.080]   or the province of Macedonia.
[00:11:55.080 --> 00:11:59.360]   It's a colony of Rome, okay?
[00:11:59.360 --> 00:12:00.600]   It's a colonial city.
[00:12:00.600 --> 00:12:05.200]   So we stayed there for several days.
[00:12:05.200 --> 00:12:09.800]   Now, as you can tell, this is a major city in Macedonia.
[00:12:09.800 --> 00:12:13.360]   It's a major Roman colonial place
[00:12:13.360 --> 00:12:18.360]   and it's an important city to the Roman empire.
[00:12:18.360 --> 00:12:20.920]   Now, what is a colonial city?
[00:12:20.920 --> 00:12:22.600]   What is a colony?
[00:12:22.600 --> 00:12:23.720]   What does it do?
[00:12:23.720 --> 00:12:24.560]   What does it do?
[00:12:24.560 --> 00:12:28.240]   All right, what does it do?
[00:12:28.240 --> 00:12:29.760]   What does a colonial city do?
[00:12:29.760 --> 00:12:32.120]   What is the purpose?
[00:12:32.120 --> 00:12:33.840]   What is the function?
[00:12:33.840 --> 00:12:37.440]   For the empire, for the imperial power,
[00:12:37.440 --> 00:12:41.200]   they established different places, foreign places.
[00:12:41.200 --> 00:12:43.760]   They conquered the city and named that city
[00:12:43.760 --> 00:12:47.400]   and changed that city into a colonial port
[00:12:47.400 --> 00:12:48.640]   or a colonial town.
[00:12:48.640 --> 00:12:54.560]   And a colonial place has a really, really important
[00:12:54.560 --> 00:12:58.800]   political social function.
[00:12:58.800 --> 00:13:01.920]   For the capital of the imperial power,
[00:13:01.920 --> 00:13:06.480]   they established colonies around the world
[00:13:06.480 --> 00:13:08.840]   or outside of the border.
[00:13:08.840 --> 00:13:12.200]   It's to promote their own power, their own culture
[00:13:12.200 --> 00:13:13.800]   and their own values.
[00:13:13.800 --> 00:13:17.800]   So you live in Philippi as a Roman colonial city.
[00:13:17.800 --> 00:13:22.680]   Your job or your colonial dream
[00:13:22.680 --> 00:13:25.960]   is to become a Roman citizen.
[00:13:25.960 --> 00:13:29.200]   And by becoming a Roman citizen,
[00:13:29.200 --> 00:13:32.640]   your function in the empire, in a colonial city,
[00:13:32.640 --> 00:13:36.680]   is to promote the power and the value and the culture
[00:13:36.680 --> 00:13:38.520]   of the imperial power.
[00:13:38.520 --> 00:13:42.120]   That's what colonialism is, right?
[00:13:42.120 --> 00:13:44.120]   We are talking about our world today.
[00:13:44.120 --> 00:13:46.440]   It's a post-colonial world, right?
[00:13:46.440 --> 00:13:48.640]   Because it used to be the Brits,
[00:13:48.640 --> 00:13:53.640]   they conquered all the places around the globe.
[00:13:53.640 --> 00:13:57.960]   And what they wanted to do is to promote their own culture
[00:13:57.960 --> 00:14:00.680]   and project their power in other places.
[00:14:00.680 --> 00:14:05.520]   So you can imagine if you're a local person in Philippi,
[00:14:05.520 --> 00:14:10.080]   your lifetime dream is to become a Roman citizen
[00:14:10.080 --> 00:14:13.080]   and to promote the interests, the power,
[00:14:13.080 --> 00:14:16.000]   the propaganda of the imperial power, which is Rome.
[00:14:16.000 --> 00:14:20.080]   And then if you understand this background,
[00:14:20.080 --> 00:14:23.720]   you should understand some of the special words
[00:14:23.720 --> 00:14:28.440]   that Paul used in the letter of Philippians.
[00:14:28.440 --> 00:14:30.720]   So this is a special word alert.
[00:14:33.160 --> 00:14:34.880]   I'll give you some context first.
[00:14:34.880 --> 00:14:38.800]   Some of the pictures are taken
[00:14:38.800 --> 00:14:44.240]   belonging to the first century of Philippi, all right?
[00:14:44.240 --> 00:14:48.320]   Upper left is Roman forum,
[00:14:48.320 --> 00:14:51.680]   and lower right is Roman theater,
[00:14:51.680 --> 00:14:54.080]   which seats about 50,000 people,
[00:14:54.080 --> 00:14:59.560]   part of the imperial power projecting their own culture.
[00:14:59.560 --> 00:15:03.600]   And lower left is Roman toilets, all right?
[00:15:03.600 --> 00:15:05.600]   So the Roman lifestyle,
[00:15:05.600 --> 00:15:09.280]   they bring with their own imperial lifestyle
[00:15:09.280 --> 00:15:12.000]   to different places in different city, all right?
[00:15:12.000 --> 00:15:17.000]   So if you never try one of those Roman toilets,
[00:15:17.000 --> 00:15:22.640]   you should, yeah, because this is what we do, all right?
[00:15:22.640 --> 00:15:26.080]   This is what we do today, thanks to the Romans, right?
[00:15:26.080 --> 00:15:28.720]   So these are the buildings and architecture
[00:15:28.720 --> 00:15:30.240]   of imperial power.
[00:15:30.240 --> 00:15:34.200]   Whenever they go, they will establish their own symbols
[00:15:34.200 --> 00:15:36.760]   and their own lifestyles into the city,
[00:15:36.760 --> 00:15:40.000]   especially the city in the Roman East, all right?
[00:15:40.000 --> 00:15:42.600]   So they impose foreign power
[00:15:42.600 --> 00:15:46.760]   onto different towns that they conquer.
[00:15:46.760 --> 00:15:50.040]   Now, here's a special word alert that I'll talk about.
[00:15:50.040 --> 00:15:53.600]   We read this verses, 127.
[00:15:53.600 --> 00:15:56.680]   Paul is telling the church in Philippi,
[00:15:56.680 --> 00:16:00.480]   "You must live as citizens of heaven,
[00:16:00.480 --> 00:16:03.920]   "conducting yourself in a manner worthy of the gospel."
[00:16:03.920 --> 00:16:07.840]   What's so special about this word
[00:16:07.840 --> 00:16:12.000]   is that behind this word is the Greek term.
[00:16:12.000 --> 00:16:13.440]   Can you pronounce that word?
[00:16:13.440 --> 00:16:16.360]   Yeah, politiomai, right?
[00:16:16.360 --> 00:16:18.160]   Politiomai, right?
[00:16:18.160 --> 00:16:19.520]   Something like that.
[00:16:19.520 --> 00:16:20.800]   Now, you don't have to be,
[00:16:20.800 --> 00:16:22.960]   you don't have to be fluent in English
[00:16:22.960 --> 00:16:25.440]   in order to understand what this word is all about.
[00:16:25.440 --> 00:16:27.960]   What we translate in Chinese or other language
[00:16:27.960 --> 00:16:30.000]   or in English, live as citizen,
[00:16:30.000 --> 00:16:35.000]   conducting that verb, behind that verb, is politiomai.
[00:16:35.000 --> 00:16:39.440]   And politiomai, you can tell it's related
[00:16:39.440 --> 00:16:42.000]   to some of the words that we use today.
[00:16:42.000 --> 00:16:44.920]   Politics, right?
[00:16:44.920 --> 00:16:45.800]   Citizenship.
[00:16:45.800 --> 00:16:50.680]   So Paul is using a Roman term, Roman colonial term,
[00:16:51.820 --> 00:16:55.620]   to tell us, to tell the church in Philippi
[00:16:55.620 --> 00:16:57.220]   what it means to be a Christian,
[00:16:57.220 --> 00:17:00.980]   what it means to be a follower of Christ.
[00:17:00.980 --> 00:17:06.540]   Paul used this colonial word not for Roman citizenship,
[00:17:06.540 --> 00:17:11.020]   but for citizenship in heaven.
[00:17:11.020 --> 00:17:14.180]   Heaven is citizenship.
[00:17:14.180 --> 00:17:17.940]   He kind of used that common word
[00:17:17.940 --> 00:17:21.380]   that people were familiar with.
[00:17:22.020 --> 00:17:27.020]   And turn it around, subverting it or remixing it,
[00:17:27.020 --> 00:17:31.300]   and put it in the context of the gospel.
[00:17:31.300 --> 00:17:34.700]   When you came to Christ,
[00:17:34.700 --> 00:17:39.700]   your ultimate identity is not the earthly citizenship.
[00:17:39.700 --> 00:17:45.700]   I know it could be a very relevant topic to all of us,
[00:17:45.700 --> 00:17:46.700]   right?
[00:17:46.700 --> 00:17:49.260]   Many of us, we probably,
[00:17:49.260 --> 00:17:52.980]   some of our life goals
[00:17:52.980 --> 00:17:57.980]   is to obtain the United States citizenship, right?
[00:17:57.980 --> 00:18:00.140]   United States citizenship.
[00:18:00.140 --> 00:18:05.100]   Or any citizenship of any strong country, right?
[00:18:05.100 --> 00:18:07.440]   Big power, superpower.
[00:18:07.440 --> 00:18:09.980]   We want to have that political right.
[00:18:09.980 --> 00:18:12.440]   We want to have that political identity.
[00:18:12.440 --> 00:18:16.220]   Paul is reversing it.
[00:18:17.100 --> 00:18:20.020]   Paul is saying what you are seeking
[00:18:20.020 --> 00:18:22.780]   and what you are pursuing should be
[00:18:22.780 --> 00:18:25.700]   the citizenship in heaven.
[00:18:25.700 --> 00:18:31.540]   So we are Christ's colonial city.
[00:18:31.540 --> 00:18:35.660]   We are the heavenly colonial city.
[00:18:35.660 --> 00:18:39.060]   Christ plant us in different towns,
[00:18:39.060 --> 00:18:40.460]   in different communities,
[00:18:40.460 --> 00:18:44.540]   in order to promote the gospel,
[00:18:45.620 --> 00:18:46.740]   promote the value,
[00:18:46.740 --> 00:18:53.020]   the interest of the one and only eternal kingdom of God.
[00:18:53.020 --> 00:18:55.860]   It's not the Roman way that we're concerned about.
[00:18:55.860 --> 00:19:00.180]   It is the Christ way that we should be concerned about.
[00:19:00.180 --> 00:19:03.020]   Paul is using this term
[00:19:03.020 --> 00:19:08.020]   and reminding the people in Philippi,
[00:19:08.020 --> 00:19:09.460]   all of us in Christ,
[00:19:09.460 --> 00:19:14.460]   you are being called to the best citizenship of the world.
[00:19:15.380 --> 00:19:16.780]   Better than the Romans,
[00:19:16.780 --> 00:19:19.400]   better than the United States,
[00:19:19.400 --> 00:19:22.780]   better than anything.
[00:19:22.780 --> 00:19:25.340]   It is the kingdom of God.
[00:19:25.340 --> 00:19:28.580]   That is our identity.
[00:19:28.580 --> 00:19:31.260]   And that's what church is all about.
[00:19:31.260 --> 00:19:34.100]   You must be political mind.
[00:19:34.100 --> 00:19:37.360]   You must be the citizens of heaven.
[00:19:37.360 --> 00:19:42.940]   Remind yourself what are you after in your life?
[00:19:42.940 --> 00:19:46.860]   What is your greatest interest?
[00:19:46.860 --> 00:19:48.900]   It is to promote the kingdom of Christ,
[00:19:48.900 --> 00:19:51.860]   promote the value of the kingdom.
[00:19:51.860 --> 00:19:56.220]   Again and again, Paul's used this term
[00:19:56.220 --> 00:19:58.940]   in chapter three as well.
[00:19:58.940 --> 00:20:01.980]   Same word, but you are,
[00:20:01.980 --> 00:20:06.180]   you're not Roman citizens.
[00:20:06.180 --> 00:20:10.620]   You are citizens, political mind, of heaven.
[00:20:10.620 --> 00:20:13.300]   Where the Lord Jesus lives.
[00:20:13.300 --> 00:20:18.180]   And we are waiting for him to return as our savior.
[00:20:18.180 --> 00:20:20.820]   And he will take our weak mortal bodies
[00:20:20.820 --> 00:20:24.880]   and change them into the glorious body like his own.
[00:20:24.880 --> 00:20:27.940]   Using the same power with which
[00:20:27.940 --> 00:20:30.580]   he will bring everything under his control.
[00:20:30.580 --> 00:20:33.780]   He's talking about the coming king, Jesus Christ.
[00:20:33.780 --> 00:20:37.500]   The coming king of our kingdom.
[00:20:37.500 --> 00:20:40.700]   And he is coming and we are waiting for his coming,
[00:20:40.700 --> 00:20:42.500]   the glorious coming of Christ.
[00:20:42.500 --> 00:20:47.060]   And that's why we are going forward to heaven
[00:20:47.060 --> 00:20:49.780]   and we are the citizens of heaven.
[00:20:49.780 --> 00:20:52.820]   To promote the interest and the power
[00:20:52.820 --> 00:20:55.260]   in the kingdom of Jesus Christ.
[00:20:55.260 --> 00:20:56.980]   So if you ask the question,
[00:20:56.980 --> 00:21:01.460]   what does it mean to be a healthy church?
[00:21:01.460 --> 00:21:03.900]   What does it mean to be a healthy Christian?
[00:21:03.900 --> 00:21:07.160]   What does it mean?
[00:21:07.680 --> 00:21:11.840]   You think in the colonial way, the heavenly colonial way.
[00:21:11.840 --> 00:21:17.800]   A healthy Christian, a healthy church,
[00:21:17.800 --> 00:21:21.320]   is most concerned about promoting the gospel.
[00:21:21.320 --> 00:21:26.260]   And that's why Paul wrote the letter of Philippians.
[00:21:26.260 --> 00:21:30.000]   Let me give you some suggestions as we close.
[00:21:30.000 --> 00:21:35.120]   Some of the marks or some of the indicators
[00:21:35.120 --> 00:21:36.160]   of a healthy church.
[00:21:37.160 --> 00:21:41.480]   All right, it's the outreach to other people.
