
[00:00:00.000 --> 00:00:02.920]  到第六章 我們看少少
[00:04:33.000 --> 00:04:36.000]  罪惡最後是不滿意
[00:04:36.000 --> 00:04:46.000]  所以創世紀對近東的述說的方法
[00:04:46.000 --> 00:04:52.000]  是做一個意識形態的批判
[00:04:52.000 --> 00:04:55.000]  Genesis 1-11
[00:04:55.000 --> 00:04:58.000]  As Ideology Critique
[00:04:58.000 --> 00:04:59.000]  Critique什麼呢
[00:04:59.000 --> 00:05:03.000]  就是批判當時的
[00:05:03.000 --> 00:05:08.000]  米索不達米亞帝國的思想
[00:05:08.000 --> 00:05:10.000]  帝國的意識形態
[00:05:10.000 --> 00:05:14.000]  為什麼會有城市
[00:05:14.000 --> 00:05:16.000]  為什麼會有聚居
[00:05:16.000 --> 00:05:18.000]  米索不達米亞的文明
[00:05:18.000 --> 00:05:19.000]  為什麼會有這樣的工業
[00:05:19.000 --> 00:05:21.000]  為什麼會有這樣的文明
[00:05:21.000 --> 00:05:22.000]  因為神子
[00:05:22.000 --> 00:05:27.000]  因為我們人類的偉大
[00:05:27.000 --> 00:05:29.000]  因為君王的偉大
[00:05:29.000 --> 00:05:30.000]  你記得第一章我們討論過
[00:05:30.000 --> 00:05:33.000]  神按照他的形象所做人的時候
[00:05:33.000 --> 00:05:36.000]  那句話其實都是一個意識形態的批判
[00:05:36.000 --> 00:05:39.000]  因為當時的米索不達米亞
[00:05:39.000 --> 00:05:43.000]  蘇美爾 阿卡利亞 以色列 伯布隆尼亞
[00:05:43.000 --> 00:05:47.000]  他們都說誰是神的形象
[00:05:47.000 --> 00:05:49.000]  君王在上者
[00:05:49.000 --> 00:05:55.000]  都是一個暗示也好明示也好
[00:05:55.000 --> 00:05:58.000]  一種意識形態的批判
[00:05:58.000 --> 00:06:01.000]  這裡有一本書有一個學者叫Milton
[00:06:01.000 --> 00:06:04.000]  他專門去看創世紀第一章
[00:06:04.000 --> 00:06:07.000]  用近東的背景去看創世紀第一章
[00:06:07.000 --> 00:06:10.000]  這樣看就比較通了
[00:06:10.000 --> 00:06:13.000]  為什麼創世紀第四章無端端要說這些
[00:06:13.000 --> 00:06:15.000]  哥人 阿伯是這兩個的工業
[00:06:15.000 --> 00:06:18.000]  然後有城市 文明的建設
[00:06:18.000 --> 00:06:20.000]  第四章所說出來的就是
[00:06:20.000 --> 00:06:21.000]  遠離了神的時候
[00:06:21.000 --> 00:06:25.000]  罪惡滿盈是一種批判
[00:06:25.000 --> 00:06:27.000]  人離開了上帝
[00:06:27.000 --> 00:06:29.000]  文明雖然是有
[00:06:29.000 --> 00:06:32.000]  但是最終都會怎樣
[00:06:32.000 --> 00:06:34.000]  暴力會增添然後罪惡滿盈
[00:06:34.000 --> 00:06:36.000]  是暴往死亡的
[00:06:36.000 --> 00:06:41.000]  神是需要救贖人類的
[00:06:41.000 --> 00:06:46.000]  所以在第四章說到加普的時候
[00:06:46.000 --> 00:06:52.000]  最後這兩個的slide就是說這件事
[00:06:52.000 --> 00:06:59.000]  說到阿當和哥人離開了神的文明發展
[00:06:59.000 --> 00:07:02.000]  追溯到第七代拉麥
[00:07:02.000 --> 00:07:07.000]  暴力的擴張和罪惡的滿盈
[00:07:07.000 --> 00:07:09.000]  布魯斯沃奇說的是接下來
[00:07:09.000 --> 00:07:11.000]  說到第四章
[00:07:11.000 --> 00:07:16.000]  哥人的加普和後裔的成就
[00:07:16.000 --> 00:07:18.000]  加普是直線的共七代
[00:07:18.000 --> 00:07:23.000]  由哥人開始到最後是拉麥的四個子孫
[00:07:23.000 --> 00:07:26.000]  他的加普出了第一個至今術
[00:07:26.000 --> 00:07:28.000]  第一首詩歌
[00:07:28.000 --> 00:07:30.000]  離開了伊利蘭之後
[00:07:30.000 --> 00:07:32.000]  第一首詩歌拉麥的詩歌
[00:07:32.000 --> 00:07:33.000]  第一個城市
[00:07:33.000 --> 00:07:35.000]  他的加普都是人類文化的
[00:07:35.000 --> 00:07:36.000]  文明的象徵
[00:07:36.000 --> 00:07:39.000]  擁有偉大的文明卻沒有上帝
[00:07:39.000 --> 00:07:42.000]  同時罪術者很沉默地去爭辯
[00:07:42.000 --> 00:07:44.000]  那些異教的思想
[00:07:44.000 --> 00:07:46.000]  異教的神話
[00:07:46.000 --> 00:07:48.000]  這些異教的思想
[00:07:48.000 --> 00:07:50.000]  文化使命
[00:07:50.000 --> 00:07:51.000]  Cultural mandate
[00:07:51.000 --> 00:07:53.000]  神要給人去管理萬物
[00:07:53.000 --> 00:07:55.000]  第一章創世紀所說的
[00:07:55.000 --> 00:07:57.000]  這些進步歸因於神靈
[00:07:57.000 --> 00:08:00.000]  或者所謂半神靈
[00:08:00.000 --> 00:08:04.000]  作者就是在和這些東西爭辯
[00:08:04.000 --> 00:08:07.000]  所以是一種意識形態的批判
[00:08:07.000 --> 00:08:12.000]  同時第四章尾的時候
[00:08:12.000 --> 00:08:14.000]  作者不只是說這個
[00:08:14.000 --> 00:08:16.000]  追溯到另外一個加普
[00:08:16.000 --> 00:08:19.000]  這個就是神的後代
[00:08:19.000 --> 00:08:21.000]  神國的後代
[00:08:21.000 --> 00:08:24.000]  就一直追溯下去
[00:08:24.000 --> 00:08:28.000]  去到最後羅亞
[00:08:28.000 --> 00:08:31.000]  然後分三個意旨
[00:08:31.000 --> 00:08:33.000]  這個有什麼特別呢
[00:08:33.000 --> 00:08:36.000]  因為第四章25節開始
[00:08:36.000 --> 00:08:39.000]  就說到神去到
[00:08:39.000 --> 00:08:44.000]  保存著天國的子民
[00:08:44.000 --> 00:08:47.000]  就是另一個的宗系出來
[00:08:47.000 --> 00:08:49.000]  由瑟特開始
[00:08:49.000 --> 00:08:50.000]  第四章25節
[00:08:50.000 --> 00:08:53.000]  亞當又和妻子同房
[00:08:53.000 --> 00:08:56.000]  這句話是第四章第一節開始
[00:08:56.000 --> 00:08:58.000]  現在又呼應
[00:08:58.000 --> 00:09:01.000]  又開始一個新的家系
[00:09:01.000 --> 00:09:03.000]  一個新的子民出來
[00:09:03.000 --> 00:09:05.000]  他生了一個兒子Ben
[00:09:05.000 --> 00:09:07.000]  兒子就是Ben
[00:09:07.000 --> 00:09:11.000]  吸他起名叫瑟特
[00:09:11.000 --> 00:09:16.000]  因為他說神給我立了另一個後裔
[00:09:16.000 --> 00:09:17.000]  Sara
[00:09:17.000 --> 00:09:19.000]  這個Sid
[00:09:19.000 --> 00:09:20.000]  Sara
[00:09:20.000 --> 00:09:22.000]  你記得在哪裡出現過
[00:09:22.000 --> 00:09:23.000]  就是三章十五節
[00:09:23.000 --> 00:09:25.000]  女人的後裔
[00:09:25.000 --> 00:09:27.000]  生了一個兒子Ben
[00:09:27.000 --> 00:09:29.000]  代替了阿伯
[00:09:29.000 --> 00:09:32.000]  因為那個人殺了他
[00:09:32.000 --> 00:09:33.000]  第26節
[00:09:33.000 --> 00:09:36.000]  瑟特也生了一個兒子
[00:09:36.000 --> 00:09:37.000]  Ben
[00:09:37.000 --> 00:09:38.000]  繼續下去
[00:09:38.000 --> 00:09:39.000]  Sara Ben
[00:09:39.000 --> 00:09:41.000]  一個子孫
[00:09:41.000 --> 00:09:44.000]  就吸他起名叫爾羅士
[00:09:44.000 --> 00:09:50.000]  那時人開始去呼求耶和華的名
[00:09:50.000 --> 00:09:53.000]  開始去敬拜神
[00:09:53.000 --> 00:09:55.000]  去應信上帝
[00:09:55.000 --> 00:09:59.000]  去宣告上帝的同在
[00:09:59.000 --> 00:10:01.000]  所以去到這裡的時候
[00:10:01.000 --> 00:10:06.000]  似乎作者去到邀請和挑戰
[00:10:06.000 --> 00:10:09.000]  挑戰讀者到底我們是哪一班人
[00:10:09.000 --> 00:10:11.000]  到底我們是這邊
[00:10:11.000 --> 00:10:13.000]  遠離上帝
[00:10:13.000 --> 00:10:14.000]  縱使有文明
[00:10:14.000 --> 00:10:17.000]  但仍然步向滅亡
[00:10:17.000 --> 00:10:19.000]  還是這邊
[00:10:19.000 --> 00:10:22.000]  有上帝的名在中間
[00:10:22.000 --> 00:10:24.000]  我們去敬拜他
[00:10:24.000 --> 00:10:26.000]  宣告他等等
[00:10:26.000 --> 00:10:28.000]  所以我們結束的時候
[00:10:28.000 --> 00:10:31.000]  看看創世紀的家譜
[00:10:31.000 --> 00:10:34.000]  你就知道家譜都想講一些神話
[00:10:34.000 --> 00:10:36.000]  第一章開始
[00:10:36.000 --> 00:10:38.000]  天地的起源
[00:10:38.000 --> 00:10:40.000]  到第二章四節
[00:10:40.000 --> 00:10:43.000]  第一個分段
[00:10:43.000 --> 00:10:45.000]  人類的起源
[00:10:45.000 --> 00:10:47.000]  這個伊甸園
[00:10:47.000 --> 00:10:49.000]  然後第三章
[00:10:49.000 --> 00:10:51.000]  罪惡的起源
[00:10:51.000 --> 00:10:52.000]  人的叛變
[00:10:52.000 --> 00:10:54.000]  或者我們說人的墮落
[00:10:54.000 --> 00:10:55.000]  The Fall
[00:10:55.000 --> 00:10:58.000]  然後第四節
[00:10:58.000 --> 00:11:02.000]  就是講到恩典的起源
[00:11:02.000 --> 00:11:08.000]  神仍然與人同在
[00:11:08.000 --> 00:11:10.000]  給他有皮夾等等
[00:11:10.000 --> 00:11:13.000]  然後第四章又是另一個cycle
[00:11:13.000 --> 00:11:15.000]  就是惡者的後代
[00:11:15.000 --> 00:11:17.000]  這個蓋人
[00:11:17.000 --> 00:11:20.000]  然後最後的時候
[00:11:20.000 --> 00:11:21.000]  講完拉麥
[00:11:21.000 --> 00:11:23.000]  罪惡滿盈
[00:11:23.000 --> 00:11:24.000]  然後四章二十五節
[00:11:24.000 --> 00:11:26.000]  到第五章整個家譜
[00:11:26.000 --> 00:11:27.000]  講到義者
[00:11:27.000 --> 00:11:29.000]  失特的這個後代
[00:11:29.000 --> 00:11:32.000]  直到五章最後
[00:11:32.000 --> 00:11:35.000]  然後第六章第一節
[00:11:35.000 --> 00:11:37.000]  又是另一個故事出現
[00:11:37.000 --> 00:11:38.000]  就是罪惡的滿盈
[00:11:38.000 --> 00:11:40.000]  剛才我們看了一點
[00:11:40.000 --> 00:11:42.000]  然後義者蒙恩
[00:11:42.000 --> 00:11:44.000]  就是這個羅亞
[00:11:44.000 --> 00:11:45.000]  然後六章第九節
[00:11:45.000 --> 00:11:47.000]  另一個大的分段
[00:11:47.000 --> 00:11:50.000]  就是神的審判洪水
[00:11:50.000 --> 00:11:52.000]  就彌琳
[00:11:52.000 --> 00:12:01.000]  所以我們可以有些討論的問題
[00:12:01.000 --> 00:12:03.000]  我們不多講這些問題
[00:12:03.000 --> 00:12:05.000]  如果你可以看回這些問題
[00:12:05.000 --> 00:12:06.000]  可能跟我們的組員
[00:12:06.000 --> 00:12:08.000]  或者我們自己靈修也好
[00:12:08.000 --> 00:12:10.000]  或者我們教導也好
[00:12:10.000 --> 00:12:12.000]  我們可以試一下
[00:12:12.000 --> 00:12:15.000]  有一些這樣的反思
[00:12:16.000 --> 00:12:18.000]  如果你喜歡我們的YouTube頻道
[00:12:18.000 --> 00:12:21.000]  就記得Like, Comment和Subscribe吧
[00:12:21.000 --> 00:12:22.000]  拜拜!
[00:12:22.000 --> 00:12:25.000]  (字幕由 Amara.org 社群提供)

