
[00:00:00.000 --> 00:00:07.000]  第五節目早安,很高興大家在這麼大雪的日子裡都平安回到家中
[00:06:10.000 --> 00:06:12.000]  感覺上就很不同
[00:06:12.000 --> 00:06:16.000]  就是上帝主動說話去創造這個世界
[00:06:16.000 --> 00:06:19.000]  而且他對這個世界是有他的旨意和目的
[00:06:19.000 --> 00:06:22.000]  而不是只是說道家的那種道
[00:06:22.000 --> 00:06:27.000]  是絕對中立自然地去產生這個世界的秩序
[00:06:27.000 --> 00:06:29.000]  所以約翰福音這裡說的是
[00:06:29.000 --> 00:06:33.000]  上帝主動用他的話語去創造
[00:06:33.000 --> 00:06:37.000]  他希望這個世界不單止是他的世界
[00:06:37.000 --> 00:06:41.000]  而是他希望他的秩序都在這個世界裡面
[00:06:41.000 --> 00:06:44.000]  而不是由這個世界自由運行
[00:06:44.000 --> 00:06:46.000]  所以我們要說這個概念
[00:06:46.000 --> 00:06:49.000]  通常我們提到創造
[00:06:49.000 --> 00:06:52.000]  大家都會覺得上帝創造
[00:06:52.000 --> 00:06:55.000]  那就是由無變有
[00:06:55.000 --> 00:06:57.000]  我們是不是這樣想的
[00:06:57.000 --> 00:07:02.000]  但其實創造不只是由無變有創造一些新的東西
[00:07:02.000 --> 00:07:03.000]  而在《創世紀》一章裡面
[00:07:03.000 --> 00:07:09.000]  上帝創造是說將創造物各從其類
[00:07:09.000 --> 00:07:13.000]  按照上帝覺得好的旨意去分類
[00:07:13.000 --> 00:07:16.000]  就例如《創世紀》一章三節這樣說
[00:07:16.000 --> 00:07:19.000]  上帝說有光就有光
[00:07:19.000 --> 00:07:22.000]  上帝看光是好的就將光和暗
[00:07:22.000 --> 00:07:25.000]  分開
[00:07:25.000 --> 00:07:29.000]  第六節種水之間又有窮倉
[00:07:29.000 --> 00:07:32.000]  將水和水分開
[00:07:32.000 --> 00:07:37.000]  第九節天下的水要聚在一起
[00:07:37.000 --> 00:07:40.000]  使乾地露出來
[00:07:40.000 --> 00:07:43.000]  將地和水分開
[00:07:43.000 --> 00:07:46.000]  第十一節地要長出植物
[00:07:46.000 --> 00:07:50.000]  要各樣的果子有種子的樹
[00:07:50.000 --> 00:07:53.000]  在地上各從其類
[00:07:53.000 --> 00:07:56.000]  我們可以簡單看幾節就知道
[00:07:56.000 --> 00:08:01.000]  上帝的創造不只是由無變有
[00:08:01.000 --> 00:08:08.000]  還要包括按照他覺得怎樣才算好去分類
[00:08:08.000 --> 00:08:12.000]  這個叫做創造秩序
[00:08:12.000 --> 00:08:14.000]  上帝覺得好就是好
[00:08:14.000 --> 00:08:19.000]  所以當約翰福音在頭幾節說
[00:08:19.000 --> 00:08:21.000]  萬物都是藉著他做的
[00:08:21.000 --> 00:08:23.000]  沒有一樣東西不是藉著他做的
[00:08:23.000 --> 00:08:30.000]  強調的是上帝不只是由無去創造有萬物的世界
[00:08:30.000 --> 00:08:39.000]  他的意思是萬物都要按照他覺得好的旨意去形成秩序
[00:08:39.000 --> 00:08:41.000]  創造秩序這件事
[00:08:41.000 --> 00:08:44.000]  就好像我用一個例子去說
[00:08:44.000 --> 00:08:48.000]  我太太昨天上NBTI工作坊
[00:08:48.000 --> 00:08:50.000]  她在掙扎
[00:08:50.000 --> 00:08:52.000]  究竟她是J還是P
[00:08:52.000 --> 00:08:55.000]  我覺得她像J
[00:08:55.000 --> 00:09:02.000]  因為J的人有自己收拾的秩序
[00:09:02.000 --> 00:09:04.000]  其實我是很P
[00:09:04.000 --> 00:09:07.000]  我P的人雖然有自己收拾的秩序
[00:09:07.000 --> 00:09:08.000]  但大家都不太發現
[00:09:08.000 --> 00:09:10.000]  我的桌子通常比較亂
[00:09:10.000 --> 00:09:13.000]  但我永遠都找到我的桌子需要的東西
[00:09:13.000 --> 00:09:16.000]  收拾完之後我就找不到自己需要的東西
[00:09:16.000 --> 00:09:24.000]  我太太會在廚房裡走她的創造秩序
[00:09:24.000 --> 00:09:29.000]  就是每一樣東西她都覺得是好的位置
[00:09:29.000 --> 00:09:33.000]  這個是油,這個是鹽,這個是糖
[00:09:33.000 --> 00:09:34.000]  擺好了
[00:09:34.000 --> 00:09:36.000]  各從其類
[00:09:36.000 --> 00:09:40.000]  但有時候我用完的東西就沒有擺回原位
[00:09:40.000 --> 00:09:42.000]  那就不好了
[00:09:42.000 --> 00:09:44.000]  在她眼中就不好
[00:09:44.000 --> 00:09:46.000]  創造秩序就是這樣
[00:09:46.000 --> 00:09:50.000]  創造不單止是創造了一個空間
[00:09:50.000 --> 00:09:51.000]  她在說什麼?
[00:09:51.000 --> 00:09:56.000]  她在說空間裡面有一個創造的主宰
[00:09:56.000 --> 00:10:00.000]  他實行了他的秩序
[00:10:00.000 --> 00:10:03.000]  有些東西要各從其類去打理
[00:10:03.000 --> 00:10:09.000]  所以我們花這個時間去說創造秩序
[00:10:09.000 --> 00:10:14.000]  是上帝用自己的秩序實行在這個世界上
[00:10:14.000 --> 00:10:16.000]  目的是我們要明白這句
[00:10:16.000 --> 00:10:18.000]  光照在黑暗裡面
[00:10:18.000 --> 00:10:20.000]  黑暗卻沒有勝過光
[00:10:20.000 --> 00:10:23.000]  通常我們讀日文福音
[00:10:23.000 --> 00:10:25.000]  很快就會帶過這句
[00:10:25.000 --> 00:10:27.000]  因為這句很容易明白
[00:10:27.000 --> 00:10:29.000]  很貼近我們的生活
[00:10:29.000 --> 00:10:32.000]  例如我用電筒照
[00:10:32.000 --> 00:10:34.000]  基本上照到哪裡
[00:10:34.000 --> 00:10:39.000]  沒有一個地方是光不能勝過的
[00:10:39.000 --> 00:10:42.000]  因為黑暗是會消失的
[00:10:42.000 --> 00:10:44.000]  你這樣照下去
[00:10:44.000 --> 00:10:47.000]  就會看到光是會被克服的
[00:10:47.000 --> 00:10:49.000]  除了一個地方
[00:10:49.000 --> 00:10:51.000]  例如宇宙的黑洞
[00:10:51.000 --> 00:10:54.000]  它吸了光就會看不到光
[00:10:54.000 --> 00:10:57.000]  所以我們很自然就會去理解
[00:10:57.000 --> 00:11:00.000]  這句話很科學式的去理解
[00:11:00.000 --> 00:11:05.000]  我們會覺得我們之所以看到光
[00:11:05.000 --> 00:11:08.000]  是因為我們眼睛有感光細胞
[00:11:08.000 --> 00:11:10.000]  我們之所以看到光
[00:11:10.000 --> 00:11:13.000]  是因為有感光細胞
[00:11:13.000 --> 00:11:15.000]  接收到光的反射
[00:11:15.000 --> 00:11:18.000]  以致我能夠在腦裡
[00:11:18.000 --> 00:11:23.000]  感受到光源的訊息
[00:11:23.000 --> 00:11:30.000]  所以科學家就會定義黑暗是一個狀態
[00:11:30.000 --> 00:11:33.000]  它並不是一個存在的東西
[00:11:33.000 --> 00:11:36.000]  它會解釋這個角落之所以暗
[00:11:36.000 --> 00:11:38.000]  是因為這裡沒有光
[00:11:38.000 --> 00:11:40.000]  而不是因為黑暗存在
[00:11:40.000 --> 00:11:43.000]  如果我們用這個科學的角度
[00:11:43.000 --> 00:11:45.000]  去理解這段經文的話
[00:11:45.000 --> 00:11:48.000]  這段經文就突然變成一本科學書
[00:11:48.000 --> 00:11:50.000]  一個科學指南
[00:11:50.000 --> 00:11:52.000]  其實如果你畫了它
[00:11:52.000 --> 00:11:56.000]  對於整篇經文都沒有太大的影響
[00:11:56.000 --> 00:11:58.000]  如果我們這樣理解的話
[00:11:58.000 --> 00:12:01.000]  但是
[00:12:01.000 --> 00:12:06.000]  我們用創世紀上帝創造秩序去理解這句話
[00:12:06.000 --> 00:12:09.000]  我才想到的東西就完全不同了
[00:12:09.000 --> 00:12:12.000]  這句話說的是光照在黑暗的裡面
[00:12:12.000 --> 00:12:14.000]  就好像上帝說光是好的
[00:12:14.000 --> 00:12:16.000]  光和暗是互相不相容的
[00:12:16.000 --> 00:12:19.000]  光是負責將上帝的旨意
[00:12:19.000 --> 00:12:23.000]  即是生命注入人的裡面
[00:12:23.000 --> 00:12:26.000]  以至到人類的黑暗被揭示
[00:12:26.000 --> 00:12:27.000]  被克服
[00:12:27.000 --> 00:12:28.000]  被轉化
[00:12:28.000 --> 00:12:32.000]  就好像上帝拿著電筒
[00:12:32.000 --> 00:12:36.000]  它照到我們內心的深處
[00:12:36.000 --> 00:12:38.000]  這樣說好像有點玄
[00:12:38.000 --> 00:12:40.000]  好像道士說風水一樣
[00:12:40.000 --> 00:12:42.000]  我講一個例子給大家
[00:12:42.000 --> 00:12:44.000]  可能會明白一點
[00:12:44.000 --> 00:12:48.000]  我和Alice私底下都可能有和大家說過
[00:12:48.000 --> 00:12:51.000]  我們從結婚開始就有計劃想要下一代
[00:12:51.000 --> 00:12:53.000]  要有小朋友
[00:12:53.000 --> 00:12:56.000]  很自然這幾年我們都照常生活
[00:12:56.000 --> 00:12:58.000]  要做的事我們都做齊了
[00:12:58.000 --> 00:13:02.000]  但是有一天我們為了一件小事去吵架
[00:13:02.000 --> 00:13:03.000]  吵得很激烈
[00:13:03.000 --> 00:13:04.000]  我們兩個都很生氣
[00:13:04.000 --> 00:13:06.000]  我就說了一句
[00:13:06.000 --> 00:13:10.000]  我都不覺得我們小朋友會開心快樂地成長
[00:13:10.000 --> 00:13:14.000]  因為我覺得我們兩個相處這麼多張力
[00:13:14.000 --> 00:13:16.000]  這麼多爭吵
[00:13:16.000 --> 00:13:19.000]  如果有一個很無助的嬰兒存在
[00:13:19.000 --> 00:13:21.000]  我們會更加多磨擦
[00:13:21.000 --> 00:13:23.000]  大家做過父母都知道
[00:13:23.000 --> 00:13:26.000]  一個無助的嬰兒
[00:13:26.000 --> 00:13:29.000]  無論我們怎樣吵也好
[00:13:29.000 --> 00:13:31.000]  換尿片也要餵奶
[00:13:31.000 --> 00:13:34.000]  他不會自己突然起來
[00:13:34.000 --> 00:13:35.000]  父母說他吵架
[00:13:35.000 --> 00:13:37.000]  我自己換尿片和吃奶
[00:13:37.000 --> 00:13:39.000]  不會這樣的
[00:13:39.000 --> 00:13:42.000]  但是我說這句話的背後
[00:13:42.000 --> 00:13:44.000]  其實我很害怕
[00:13:44.000 --> 00:13:47.000]  我害怕這個嬰兒就像我童年一樣
[00:13:47.000 --> 00:13:48.000]  很多苦難
[00:13:48.000 --> 00:13:50.000]  加上我有腦癌
[00:13:50.000 --> 00:13:57.000]  我都很不想我下一代再一次經歷我這種無助和困難
[00:13:57.000 --> 00:14:00.000]  我很害怕會有遺傳
[00:14:00.000 --> 00:14:05.000]  我遺傳我下一代令他也有我這種苦難
[00:14:05.000 --> 00:14:07.000]  所以這樣吵吵架
[00:14:07.000 --> 00:14:11.000]  我才發現原來我口說我準備好會有下一代
[00:14:11.000 --> 00:14:15.000]  但是我內心一點也不準備好
[00:14:15.000 --> 00:14:17.000]  一點也不準備好
[00:14:17.000 --> 00:14:20.000]  這個世界充滿著苦難
[00:14:20.000 --> 00:14:23.000]  小朋友沒有選擇
[00:14:23.000 --> 00:14:25.000]  一旦他被人選上
[00:14:25.000 --> 00:14:29.000]  他就要經歷這個世界無常的痛苦
[00:14:29.000 --> 00:14:31.000]  還要有腦癌的話
[00:14:31.000 --> 00:14:34.000]  我真的不知道該怎麼辦
[00:14:34.000 --> 00:14:39.000]  我的內心深處有一個黑暗的位置
[00:14:39.000 --> 00:14:41.000]  這個恐懼抓住我
[00:14:41.000 --> 00:14:43.000]  令我無法喘息
[00:14:43.000 --> 00:14:46.000]  令我和Alice的關係也很有張力
[00:14:46.000 --> 00:14:50.000]  然後我們為了這件事糾結了一段時間
[00:14:50.000 --> 00:14:53.000]  我們覺得我們很需要外力去幫助
[00:14:53.000 --> 00:14:56.000]  上帝藉著輔導員的口
[00:14:56.000 --> 00:14:59.000]  去將生命的光照進我的內心
[00:14:59.000 --> 00:15:01.000]  我和他談了一大輪
[00:15:01.000 --> 00:15:04.000]  輔導員提供了兩個我從來沒有想過的角度
[00:15:04.000 --> 00:15:08.000]  第一就是我從小都有腦癌症
[00:15:08.000 --> 00:15:10.000]  經歷了這麼多年之後
[00:15:10.000 --> 00:15:12.000]  我也熬過來了
[00:15:12.000 --> 00:15:14.000]  其實我就是最懂得
[00:15:14.000 --> 00:15:19.000]  在這個病中照顧自己和別人的人
[00:15:19.000 --> 00:15:25.000]  我非常適合成為一個陪伴小朋友成長的人選
[00:15:25.000 --> 00:15:28.000]  第二就是在結婚之前
[00:15:28.000 --> 00:15:32.000]  其實Alice已經知道我有這個病
[00:15:32.000 --> 00:15:36.000]  但她仍然願意和我有下一代
[00:15:36.000 --> 00:15:39.000]  這個願意對我來說
[00:15:39.000 --> 00:15:44.000]  就像一道光照進了我的生命裡
[00:15:44.000 --> 00:15:48.000]  對我來說是一個很大的意志
[00:15:48.000 --> 00:15:51.000]  聽完之後我整個人在顫抖
[00:15:51.000 --> 00:15:53.000]  也不是人有三急
[00:15:53.000 --> 00:15:58.000]  是因為我感受到這一句
[00:15:58.000 --> 00:16:00.000]  生命在他裡頭
[00:16:00.000 --> 00:16:03.000]  這生命就是人的光
[00:16:03.000 --> 00:16:05.000]  光照在黑暗裡
[00:16:05.000 --> 00:16:08.000]  黑暗卻不接受光
[00:16:08.000 --> 00:16:10.000]  我內心深處的恐懼
[00:16:10.000 --> 00:16:14.000]  馬上被光照到無法反抗
[00:16:14.000 --> 00:16:16.000]  我馬上投降
[00:16:16.000 --> 00:16:18.000]  生命的黑暗就是一些
[00:16:18.000 --> 00:16:20.000]  我們平時都沒有留意
[00:16:20.000 --> 00:16:24.000]  一些我們生命中的盲點
[00:16:24.000 --> 00:16:27.000]  用這個例子希望大家明白
[00:16:27.000 --> 00:16:29.000]  這一句光照在黑暗裡
[00:16:29.000 --> 00:16:31.000]  黑暗卻沒有勝過光
[00:16:31.000 --> 00:16:33.000]  不是在說科學
[00:16:33.000 --> 00:16:36.000]  而是在說耶穌他親自成為生命的光
[00:16:36.000 --> 00:16:42.000]  將上帝的旨意照進我們內心的深處裡
[00:16:42.000 --> 00:16:46.000]  重新將創造的秩序
[00:16:46.000 --> 00:16:49.000]  擺放在我們人的生命裡
[00:16:49.000 --> 00:16:52.000]  就好像玩LEGO一樣
[00:16:52.000 --> 00:17:01.000]  當我們理解道與神同在的時候
[00:17:01.000 --> 00:17:06.000]  這不僅是上帝擁有創造的基石
[00:17:06.000 --> 00:17:09.000]  更是耶穌的跨越
[00:17:09.000 --> 00:17:12.000]  從上帝的話語成為生命的光
[00:17:12.000 --> 00:17:15.000]  重新將秩序擺放在人身上
[00:17:15.000 --> 00:17:17.000]  如果你玩LEGO的話
[00:17:17.000 --> 00:17:19.000]  你親手建造的樂園
[00:17:19.000 --> 00:17:22.000]  每一區都會有不同的設施
[00:17:22.000 --> 00:17:24.000]  和不同的LEGO人物
[00:17:24.000 --> 00:17:27.000]  可能我們會花很多時間
[00:17:27.000 --> 00:17:29.000]  在這個樂園裡
[00:17:29.000 --> 00:17:34.000]  用我們想像的方式去建立那些LEGO
[00:17:34.000 --> 00:17:36.000]  有我們喜歡的秩序
[00:17:36.000 --> 00:17:38.000]  就算我們多喜歡LEGO
[00:17:38.000 --> 00:17:39.000]  我們絕對不會想到
[00:17:39.000 --> 00:17:42.000]  我們自己會成為LEGO的一員
[00:17:42.000 --> 00:17:44.000]  由那個本身自由自在
[00:17:44.000 --> 00:17:46.000]  變成一個死物
[00:17:46.000 --> 00:17:48.000]  任人擺佈
[00:17:48.000 --> 00:17:52.000]  連你擺什麼姿勢都要主人決定
[00:17:52.000 --> 00:17:56.000]  你沒有辦法去說任何東西
[00:17:56.000 --> 00:17:58.000]  所以我們心裡面會知道
[00:17:58.000 --> 00:18:00.000]  LEGO只是我們其中一個娛樂
[00:18:00.000 --> 00:18:02.000]  我們不會一輩子想成為LEGO
[00:18:02.000 --> 00:18:04.000]  失去了人生的主導權
[00:18:04.000 --> 00:18:05.000]  即使是這樣
[00:18:05.000 --> 00:18:08.000]  上帝仍然願意將祂的話語
[00:18:08.000 --> 00:18:10.000]  即耶穌基督
[00:18:10.000 --> 00:18:12.000]  降生為人
[00:18:12.000 --> 00:18:15.000]  主動去到跨越這個世界的牆
[00:18:15.000 --> 00:18:17.000]  將創造的秩序
[00:18:17.000 --> 00:18:20.000]  重新安放在我們身上
[00:18:20.000 --> 00:18:22.000]  所以總結
[00:18:22.000 --> 00:18:29.000]  上帝如何透過我們熟悉的方式去揭露祂對我們生命的指引
[00:18:29.000 --> 00:18:32.000]  祂對我們生命向往的位置有什麼啟迪
[00:18:32.000 --> 00:18:34.000]  我想聽完這個講道
[00:18:34.000 --> 00:18:37.000]  我們這個問題可以一起回答
[00:18:37.000 --> 00:18:40.000]  就是上帝用了一個我們很熟悉的方式
[00:18:40.000 --> 00:18:42.000]  就是光和暗的比喻
[00:18:42.000 --> 00:18:46.000]  這個圖畫是由創世開始
[00:18:46.000 --> 00:18:48.000]  上帝將光帶到了世界
[00:18:48.000 --> 00:18:50.000]  讓我們可以分辨哪裡有生命
[00:18:50.000 --> 00:18:51.000]  哪裡有光
[00:18:51.000 --> 00:18:54.000]  哪裡剩下的只是黑暗
[00:18:54.000 --> 00:18:56.000]  在我生命的裡面
[00:18:56.000 --> 00:18:57.000]  可能會有些東西
[00:18:57.000 --> 00:19:01.000]  是未被上帝創造秩序所歸類的
[00:19:01.000 --> 00:19:05.000]  就好像我們未信主之前
[00:19:05.000 --> 00:19:09.000]  我們根本察覺不到上帝的存在
[00:19:09.000 --> 00:19:14.000]  以前我們就好像被黑暗遮蔽住
[00:19:14.000 --> 00:19:17.000]  不知道原來上帝是創造主
[00:19:17.000 --> 00:19:21.000]  更加不知道祂一直在我們身邊保護著我們
[00:19:21.000 --> 00:19:25.000]  當祂慢慢將祂的創造秩序放在我們生命的裡面
[00:19:25.000 --> 00:19:27.000]  我們才慢慢開始了解
[00:19:27.000 --> 00:19:31.000]  原來祂在我們的生命做了這麼多東西
[00:19:31.000 --> 00:19:32.000]  那時候我們才知道
[00:19:32.000 --> 00:19:37.000]  原來世界有溫暖 有光 有盼望
[00:19:37.000 --> 00:19:39.000]  老實說
[00:19:39.000 --> 00:19:43.000]  就算到現在做了傳道人
[00:19:43.000 --> 00:19:47.000]  我都依然覺得自己生命有很多黑暗的位置
[00:19:47.000 --> 00:19:50.000]  所以為什麼要這樣強調
[00:19:50.000 --> 00:19:52.000]  這個生命就是人的光
[00:19:52.000 --> 00:19:54.000]  光照在黑暗裡面
[00:19:54.000 --> 00:19:56.000]  黑暗勝不過光
[00:19:56.000 --> 00:19:59.000]  就是因為這個現身的上帝
[00:19:59.000 --> 00:20:02.000]  將光帶入世界的同時
[00:20:02.000 --> 00:20:05.000]  同一時間都帶入了我們的生命裡面
[00:20:05.000 --> 00:20:07.000]  令我們看世界很不同
[00:20:07.000 --> 00:20:12.000]  讓我們再一次看見生命有盼望
[00:20:12.000 --> 00:20:18.000]  所以面對著這個主動現身的上帝
[00:20:18.000 --> 00:20:21.000]  我們可以怎樣回應呢
[00:20:21.000 --> 00:20:27.000]  第一我們要先學會認識自己內心的黑暗
[00:20:27.000 --> 00:20:30.000]  讓上帝的光和生命可以照進來
[00:20:30.000 --> 00:20:38.000]  有時候我們的心會被一些生活的小事和煩惱遮蔽著
[00:20:38.000 --> 00:20:44.000]  令我們感受不到上帝的存在和他的指引
[00:20:44.000 --> 00:20:47.000]  所以我都建議大家
