
[00:00:00.000 --> 00:00:02.280]   - Thank you, Kelly.
[00:01:41.940 --> 00:01:45.180]   too distracting for you all.
[00:01:45.180 --> 00:01:48.340]   Okay, if you are a basketball fan,
[00:01:48.340 --> 00:01:50.820]   this time of the year is usually some of the most
[00:01:50.820 --> 00:01:53.820]   exciting time because the NBA playoff
[00:01:53.820 --> 00:01:56.700]   is actually happening right now.
[00:01:56.700 --> 00:01:58.460]   And most of the teams that are able to make it
[00:01:58.460 --> 00:02:01.260]   this far into the seasons are usually led by
[00:02:01.260 --> 00:02:04.060]   one or maybe two superstars.
[00:02:04.060 --> 00:02:06.860]   And so these matchups are usually pretty fun
[00:02:06.860 --> 00:02:07.980]   to watch as well.
[00:02:07.980 --> 00:02:13.120]   But what makes a great players like LeBron James
[00:02:13.120 --> 00:02:15.960]   or Micah Jordan or Steph Curry
[00:02:15.960 --> 00:02:17.920]   such a great basketball players?
[00:02:17.920 --> 00:02:20.940]   While there are many different positions
[00:02:20.940 --> 00:02:23.300]   on the basketball court, these are some of the
[00:02:23.300 --> 00:02:25.700]   common characteristics that makes someone
[00:02:25.700 --> 00:02:27.460]   a great NBA players.
[00:02:27.460 --> 00:02:31.260]   First, of course, there is the basketball skills.
[00:02:31.260 --> 00:02:32.960]   How well can they score?
[00:02:32.960 --> 00:02:35.100]   Or how well can they defend?
[00:02:35.100 --> 00:02:37.400]   Or how well can they make a play?
[00:02:37.400 --> 00:02:41.420]   And then there's also basketball IQ.
[00:02:41.420 --> 00:02:43.440]   How well do they understand the game?
[00:02:43.440 --> 00:02:45.540]   And are they able to read the opponents
[00:02:45.540 --> 00:02:47.000]   and respond accordingly?
[00:02:47.000 --> 00:02:50.340]   And of course, there's the work ethic
[00:02:50.340 --> 00:02:55.060]   and also attitude, both on and off the courts.
[00:02:55.060 --> 00:02:58.100]   And lastly, there's also some intangibles as well,
[00:02:58.100 --> 00:03:00.900]   like leaderships, versatility,
[00:03:00.900 --> 00:03:03.860]   or if they're able to make a clutch plays
[00:03:03.860 --> 00:03:05.860]   when a team needs them.
[00:03:05.860 --> 00:03:09.340]   So all of these are some of the basic characteristics
[00:03:09.340 --> 00:03:12.500]   that makes someone a good basketball players.
[00:03:12.500 --> 00:03:18.900]   But now if I ask, what makes someone a good Christian?
[00:03:19.780 --> 00:03:21.020]   How would you answer it?
[00:03:21.020 --> 00:03:25.700]   And how different do you think the answer would be
[00:03:25.700 --> 00:03:29.380]   if I ask non-believers these same questions?
[00:03:29.380 --> 00:03:32.900]   I'm currently in the running groups
[00:03:32.900 --> 00:03:36.980]   and we do a group run every Friday morning at 6.40.
[00:03:36.980 --> 00:03:38.660]   And usually when we do a group run,
[00:03:38.660 --> 00:03:40.780]   so you would just end up talking to the person
[00:03:40.780 --> 00:03:42.940]   right next to you, right, for probably like
[00:03:42.940 --> 00:03:44.660]   about 30 minutes.
[00:03:44.660 --> 00:03:47.460]   And usually when people find out that I'm a pastor,
[00:03:47.460 --> 00:03:49.620]   the first thing that they will usually mention to me
[00:03:49.620 --> 00:03:52.780]   is either, oh, I actually used to go to church growing up,
[00:03:52.780 --> 00:03:54.140]   but I just stopped going now.
[00:03:54.140 --> 00:03:56.980]   Or, hey, I actually went to church with a friend of mine
[00:03:56.980 --> 00:04:00.020]   over Easter or over Christmas.
[00:04:00.020 --> 00:04:02.380]   And if I ask them these questions,
[00:04:02.380 --> 00:04:05.060]   what do you guys think makes someone a good Christian?
[00:04:05.060 --> 00:04:08.100]   I'm fairly confident that a majority of them will say,
[00:04:08.100 --> 00:04:10.580]   okay, a good Christian is probably someone
[00:04:10.580 --> 00:04:13.020]   who goes to church regularly,
[00:04:13.020 --> 00:04:14.820]   because to them, going to church
[00:04:14.820 --> 00:04:17.620]   is some of the most basic activities
[00:04:17.620 --> 00:04:19.420]   that all Christian participate in.
[00:04:19.420 --> 00:04:22.660]   And when it comes to Jesus days,
[00:04:22.660 --> 00:04:24.180]   there were also a few activities
[00:04:24.180 --> 00:04:27.220]   that became sort of like the identity marker
[00:04:27.220 --> 00:04:29.580]   of a good and pious Jews,
[00:04:29.580 --> 00:04:33.040]   because these are some of the most basic religious duties
[00:04:33.040 --> 00:04:36.780]   that a Jewish person have to sort of like
[00:04:36.780 --> 00:04:38.440]   be responsible for.
[00:04:38.440 --> 00:04:39.420]   But in our passage today,
[00:04:39.420 --> 00:04:43.220]   we'll see how Jesus subverts the norms of his days
[00:04:44.500 --> 00:04:48.340]   on what makes someone a faithful or devout Jews.
[00:04:48.340 --> 00:04:49.980]   But before that, let's enjoy our passage
[00:04:49.980 --> 00:04:52.940]   in the larger context of the Sermon on the Mount.
[00:04:52.940 --> 00:04:55.440]   So in Jesus' Sermon on the Mount,
[00:04:55.440 --> 00:04:59.220]   there is three major section that sort of like
[00:04:59.220 --> 00:05:01.860]   made up the main content for this sermon.
[00:05:01.860 --> 00:05:04.460]   And in the first major section,
[00:05:04.460 --> 00:05:06.540]   that is in Matthew chapter five,
[00:05:06.540 --> 00:05:08.980]   we learn that the truly blessed life
[00:05:08.980 --> 00:05:11.260]   comes from having an intimate relationship
[00:05:11.260 --> 00:05:14.500]   with our heavenly father, true Jesus Christ,
[00:05:14.500 --> 00:05:16.380]   and following after Jesus' example
[00:05:16.380 --> 00:05:20.020]   to live in a way that embodies his kingdom righteousness.
[00:05:20.020 --> 00:05:22.780]   In this first section,
[00:05:22.780 --> 00:05:24.960]   Jesus focused on the true righteousness
[00:05:24.960 --> 00:05:27.500]   that exceeds that of the Pharisees
[00:05:27.500 --> 00:05:29.320]   and the teachers of the law.
[00:05:29.320 --> 00:05:32.860]   But in our section in Matthew chapter six today,
[00:05:32.860 --> 00:05:36.020]   Jesus continues with his teaching on righteousness.
[00:05:36.020 --> 00:05:37.980]   But this time, instead of focusing
[00:05:37.980 --> 00:05:41.180]   on the positive aspect of righteousness,
[00:05:41.180 --> 00:05:44.780]   Jesus is going to focus on the wrong kind of righteousness,
[00:05:44.780 --> 00:05:46.160]   false righteousness.
[00:05:46.160 --> 00:05:49.680]   Moreover, while the better righteousness
[00:05:49.680 --> 00:05:53.060]   in Matthew chapter five has to do with our relationship
[00:05:53.060 --> 00:05:54.900]   with each other, that is sort of like
[00:05:54.900 --> 00:05:58.020]   the horizontal aspect of our relationship,
[00:05:58.020 --> 00:06:00.440]   right here in Matthew chapter six,
[00:06:00.440 --> 00:06:02.220]   the righteousness that Jesus talks about
[00:06:02.220 --> 00:06:05.000]   has to do with our relationship with him.
[00:06:05.000 --> 00:06:08.520]   So the vertical relationship between us and between God.
[00:06:09.420 --> 00:06:11.820]   And as we'll see later in our passage,
[00:06:11.820 --> 00:06:14.460]   showing off one's personal devotion to God
[00:06:14.460 --> 00:06:18.540]   or one's personal righteousness has become an avenue
[00:06:18.540 --> 00:06:20.980]   where someone in Jesus' days can do this
[00:06:20.980 --> 00:06:23.660]   to gain respect from the community.
[00:06:23.660 --> 00:06:25.820]   Or they can do this to kind of like
[00:06:25.820 --> 00:06:27.880]   increase their social status.
[00:06:27.880 --> 00:06:30.860]   And so Jesus, specifically,
[00:06:30.860 --> 00:06:33.620]   he warns again these kind of righteousness,
[00:06:33.620 --> 00:06:35.540]   the performative righteousness,
[00:06:35.540 --> 00:06:38.380]   the wrong kind of righteousness for his followers.
[00:06:38.380 --> 00:06:41.380]   So let's look at our passage today in Matthew chapter six.
[00:06:41.380 --> 00:06:47.340]   So Matthew six begins like this, be careful.
[00:06:47.340 --> 00:06:49.100]   So Jesus doesn't waste any time
[00:06:49.100 --> 00:06:52.300]   and he gets straight to his point with this imperative
[00:06:52.300 --> 00:06:54.620]   or with this authoritative command,
[00:06:54.620 --> 00:06:58.260]   be careful or be aware.
[00:06:58.260 --> 00:07:02.820]   And when Jesus say, be careful, we need to pay attention.
[00:07:02.820 --> 00:07:05.460]   And so what is Jesus trying to warn us here about?
[00:07:05.460 --> 00:07:08.800]   He says, be careful not to practice your righteousness
[00:07:08.800 --> 00:07:12.220]   in front of others to be seen by them.
[00:07:12.220 --> 00:07:14.660]   If you do, you will have no reward
[00:07:14.660 --> 00:07:16.640]   from your father in heaven.
[00:07:16.640 --> 00:07:20.460]   So this verse right here, verse one,
[00:07:20.460 --> 00:07:23.500]   will serve as sort of like an overarching structure
[00:07:23.500 --> 00:07:25.100]   for our passage today.
[00:07:25.100 --> 00:07:26.900]   So let's break it down a little bit.
[00:07:26.900 --> 00:07:29.300]   So right here, there's four elements
[00:07:29.300 --> 00:07:32.100]   that Jesus will repeat on each of the examples
[00:07:32.100 --> 00:07:33.540]   that we'll be looking at today.
[00:07:33.540 --> 00:07:35.660]   So the first one is the action.
[00:07:35.660 --> 00:07:37.860]   So the action that Jesus talks about right here,
[00:07:37.860 --> 00:07:42.100]   the overarching actions is practicing righteousness.
[00:07:42.100 --> 00:07:43.700]   And what righteousness means is pretty much
[00:07:43.700 --> 00:07:46.260]   is how to live rightly before the Lord.
[00:07:46.260 --> 00:07:47.500]   And right here specifically,
[00:07:47.500 --> 00:07:51.020]   the emphasis is on our actions and on our deeds.
[00:07:51.020 --> 00:07:53.780]   And then the second element is the manner
[00:07:53.780 --> 00:07:55.820]   of practicing this righteousness.
[00:07:55.820 --> 00:07:57.720]   It is in front of other people.
[00:07:57.720 --> 00:08:00.320]   And then the third element, the motive,
[00:08:00.320 --> 00:08:05.320]   is to be seen and approved by other people as well.
[00:08:05.320 --> 00:08:08.120]   And then the final element, the consequences,
[00:08:08.120 --> 00:08:10.680]   Jesus say you will have no reward
[00:08:10.680 --> 00:08:12.620]   from your father in heaven.
[00:08:12.620 --> 00:08:17.000]   So right here, what Jesus is having an issue is
[00:08:17.000 --> 00:08:20.520]   with more specifically on the second and the third element,
[00:08:20.520 --> 00:08:22.520]   the manner and the motives
[00:08:22.520 --> 00:08:25.400]   in which we practice our righteousness.
[00:08:25.400 --> 00:08:28.800]   So with that in mind, this is the main idea
[00:08:28.800 --> 00:08:31.660]   that we'll be diving into today from our passage.
[00:08:31.660 --> 00:08:36.160]   A worldly disciple pursues right living
[00:08:36.160 --> 00:08:38.040]   for the applause of people.
[00:08:38.040 --> 00:08:42.280]   But a kingdom disciple pursues right living
[00:08:42.280 --> 00:08:44.920]   for the affirmation of the Father.
[00:08:44.920 --> 00:08:49.100]   So we'll look at this idea from the three different examples
[00:08:49.100 --> 00:08:51.720]   that Jesus has given.
[00:08:51.720 --> 00:08:54.080]   That is the first one, giving to the poor,
[00:08:54.080 --> 00:08:58.440]   second, praying, and then the third one, on fasting.
[00:08:58.440 --> 00:09:01.560]   And why these three examples specifically?
[00:09:01.560 --> 00:09:04.040]   Well, again, these are some of the most basic
[00:09:04.040 --> 00:09:06.800]   Jewish practice and religious activities
[00:09:06.800 --> 00:09:09.760]   that Jews can express their devotion to God.
[00:09:09.760 --> 00:09:12.960]   In other words, these three activities
[00:09:12.960 --> 00:09:16.320]   are the identity marker of a good Jewish person.
[00:09:16.320 --> 00:09:18.560]   If you check all of these off,
[00:09:18.560 --> 00:09:22.200]   that basically means you are a pretty decent Jew.
[00:09:22.200 --> 00:09:24.720]   And again, through these examples,
[00:09:24.720 --> 00:09:28.280]   Jesus is trying to show us that as a disciples of Jesus,
[00:09:28.280 --> 00:09:30.320]   as his kingdom disciples,
[00:09:30.320 --> 00:09:33.120]   we strive to live a holy and righteous life,
[00:09:33.120 --> 00:09:35.960]   not for the praise of other people,
[00:09:35.960 --> 00:09:38.800]   but to be seen by our heavenly Father alone.
[00:09:38.800 --> 00:09:43.120]   So let's take a look at each of these three examples today.
[00:09:43.120 --> 00:09:45.180]   And the first one is giving to the poor.
[00:09:45.180 --> 00:09:48.380]   So Matthew chapter six, verse two.
[00:09:48.380 --> 00:09:51.320]   So when you give to the needy,
[00:09:51.320 --> 00:09:53.400]   do not announce it with trumpets
[00:09:53.400 --> 00:09:57.800]   as the hypocrites do in the synagogues and on the streets.
[00:09:57.800 --> 00:09:59.960]   To be honored by others.
[00:09:59.960 --> 00:10:03.560]   Truly I tell you, they have received their reward in full.
[00:10:03.560 --> 00:10:05.920]   But when you give to the needy,
[00:10:05.920 --> 00:10:09.040]   do not let your left hand know what your right hand is doing
[00:10:09.040 --> 00:10:12.360]   so that your giving may be in secret.
[00:10:12.360 --> 00:10:15.680]   Then your father who sees what is done in secret
[00:10:15.680 --> 00:10:16.900]   will reward you.
[00:10:16.900 --> 00:10:19.960]   So if you remember the four element here,
[00:10:19.960 --> 00:10:21.920]   the first one is the action, right?
[00:10:21.920 --> 00:10:24.040]   So the action that Jesus focused on here
[00:10:24.040 --> 00:10:26.360]   is giving to the poor.
[00:10:26.360 --> 00:10:28.480]   And then the manner that Jesus warns against
[00:10:28.480 --> 00:10:32.280]   is announcing it with trumpets as these hypocrites do
[00:10:32.280 --> 00:10:35.280]   in synagogues or on the streets.
[00:10:35.280 --> 00:10:38.120]   So a little background context on giving to the poor
[00:10:38.120 --> 00:10:40.360]   or almsgiving from the Bible.
[00:10:40.360 --> 00:10:43.080]   In the Old Testament, social justice
[00:10:43.080 --> 00:10:46.180]   is actually a pretty prominent themes all throughout,
[00:10:46.180 --> 00:10:48.840]   but especially in the prophets.
[00:10:48.840 --> 00:10:51.880]   And when it comes to the intertestamental period,
[00:10:51.880 --> 00:10:53.840]   that is the time between the Old Testament
[00:10:53.840 --> 00:10:55.000]   and the New Testament,
[00:10:56.040 --> 00:11:00.120]   giving to the poor has become a sign of religious piety.
[00:11:00.120 --> 00:11:02.720]   And so fast forward to Jesus days,
[00:11:02.720 --> 00:11:05.840]   giving to the poor has pretty much become synonymous
[00:11:05.840 --> 00:11:07.360]   with righteousness.
[00:11:07.360 --> 00:11:09.920]   And when people give,
[00:11:09.920 --> 00:11:12.060]   they don't usually give directly to the needy,
[00:11:12.060 --> 00:11:14.880]   but they give it through the synagogues.
[00:11:14.880 --> 00:11:16.000]   And so the synagogues,
[00:11:16.000 --> 00:11:18.720]   they will function like a social agency,
[00:11:18.720 --> 00:11:20.760]   similar to the charities or nonprofits
[00:11:20.760 --> 00:11:22.400]   that we're familiar today,
[00:11:22.400 --> 00:11:25.820]   like Salvation Army or World Vision,
[00:11:25.820 --> 00:11:27.120]   where this agency,
[00:11:27.120 --> 00:11:30.800]   they will collect the donation from the community
[00:11:30.800 --> 00:11:33.040]   and then distribute it to the poor
[00:11:33.040 --> 00:11:34.460]   in the community as well.
[00:11:34.460 --> 00:11:38.040]   So while this public display of generosity
[00:11:38.040 --> 00:11:40.760]   is a way to celebrate God's goodness
[00:11:40.760 --> 00:11:43.400]   and generosity towards his own people,
[00:11:43.400 --> 00:11:45.120]   the hypocrites, on the other hand,
[00:11:45.120 --> 00:11:47.240]   they will take this as an opportunity
[00:11:47.240 --> 00:11:49.400]   to show off their generosity
[00:11:49.400 --> 00:11:52.560]   so that they can receive praise from other people.
[00:11:53.560 --> 00:11:55.980]   Simply put, their motivation here
[00:11:55.980 --> 00:12:00.360]   is to simply be seen and be praised by other people.
[00:12:00.360 --> 00:12:04.820]   So what Jesus warns against here is this.
[00:12:04.820 --> 00:12:06.780]   When you give to the poor,
[00:12:06.780 --> 00:12:09.260]   don't draw attention to your acts of kindness
[00:12:09.260 --> 00:12:11.960]   and generosity like these hypocrites do.
[00:12:11.960 --> 00:12:15.300]   And the word hypocrite here will actually be mentioned
[00:12:15.300 --> 00:12:17.620]   in all three of our examples today as well.
[00:12:17.620 --> 00:12:19.740]   So I think it is worthwhile to spend a little time
[00:12:19.740 --> 00:12:23.060]   just to understand what Jesus is referring to.
[00:12:23.060 --> 00:12:26.480]   So this word originally referred to a stage players
[00:12:26.480 --> 00:12:29.200]   or an actor in a Greek theater
[00:12:29.200 --> 00:12:31.560]   who put on mask to play all these different roles
[00:12:31.560 --> 00:12:32.960]   in the play.
[00:12:32.960 --> 00:12:34.600]   And usually, they will put on mask
[00:12:34.600 --> 00:12:37.280]   to pretend to be someone that they are not, right?
[00:12:37.280 --> 00:12:40.320]   So by the time of the New Testament,
[00:12:40.320 --> 00:12:44.320]   these words started to take on a more negative connotation,
[00:12:44.320 --> 00:12:47.760]   referring to someone who pretends to be morally good
[00:12:47.760 --> 00:12:49.480]   or morally virtuous,
[00:12:49.480 --> 00:12:52.560]   but they're just being false and empty inside.
[00:12:52.560 --> 00:12:54.960]   Essentially, someone who is a moral actor.
[00:12:54.960 --> 00:12:59.900]   I'm sure we all are familiar with someone like that, right?
[00:12:59.900 --> 00:13:01.620]   Growing up in Malaysia,
[00:13:01.620 --> 00:13:04.660]   usually when there's a flood or a house that got burned down
[00:13:04.660 --> 00:13:07.580]   or some sort of natural disaster that happened,
[00:13:07.580 --> 00:13:09.700]   the local politicians will usually show up
[00:13:09.700 --> 00:13:11.820]   to provide some sort of assistance
[00:13:11.820 --> 00:13:13.520]   and aid to these people, right?
[00:13:13.520 --> 00:13:14.880]   Because that is part of their job,
[00:13:14.880 --> 00:13:16.980]   that they're being elected by the people
[00:13:16.980 --> 00:13:18.240]   to serve the people.
[00:13:18.240 --> 00:13:22.540]   However, most of the time, when the politicians show up,
[00:13:22.540 --> 00:13:24.260]   they don't just come by themselves.
[00:13:24.260 --> 00:13:27.720]   They usually show up with the social media team
[00:13:27.720 --> 00:13:30.260]   or reporters from different news outlet
[00:13:30.260 --> 00:13:32.960]   or journalists from different newspaper
[00:13:32.960 --> 00:13:37.020]   in order that the good works can somewhat be documented
[00:13:37.020 --> 00:13:38.900]   and then being shown to the public.
[00:13:38.900 --> 00:13:41.900]   Look, look at what I've done for you all.
[00:13:41.900 --> 00:13:43.220]   And the funny thing is,
[00:13:43.220 --> 00:13:46.220]   the closer it gets to an election year,
[00:13:46.220 --> 00:13:47.900]   these kind of operations will become
[00:13:47.900 --> 00:13:49.500]   more and more frequent.
[00:13:49.500 --> 00:13:51.820]   They will start to visit the poorer part of the city
[00:13:51.820 --> 00:13:53.540]   and then take a photo there,
[00:13:53.540 --> 00:13:57.060]   or they will visit hospital or orphanage in the city,
[00:13:57.060 --> 00:13:59.980]   or do whatever they need, the publicity stunt,
[00:13:59.980 --> 00:14:01.820]   to increase the reputation.
[00:14:01.820 --> 00:14:07.580]   And the consequences of putting up a show for generosity
[00:14:07.580 --> 00:14:10.780]   like the hypocrites, this is what Jesus warns.
[00:14:10.780 --> 00:14:15.460]   "Truly, I tell you, they have received the reward in full."
[00:14:15.460 --> 00:14:17.720]   This can be a little bit confusing at first
[00:14:17.720 --> 00:14:18.900]   because you might wonder,
[00:14:18.900 --> 00:14:20.300]   "Jesus, I thought you warned against
[00:14:20.300 --> 00:14:23.340]   "this kind of public display of generosity.
[00:14:23.340 --> 00:14:25.860]   "How come they're still able to receive a reward
[00:14:25.860 --> 00:14:29.820]   "and even receive a reward in full?"
[00:14:29.820 --> 00:14:32.020]   So let's unpack that a little bit.
[00:14:32.020 --> 00:14:34.020]   So what Jesus is saying here
[00:14:34.020 --> 00:14:36.460]   is that they have received their full reward
[00:14:36.460 --> 00:14:39.380]   now in the earthly sense.
[00:14:39.380 --> 00:14:41.320]   Put it another way, Jesus is saying that
[00:14:41.320 --> 00:14:42.540]   if you give to the poor
[00:14:42.540 --> 00:14:46.500]   with the intention of receiving praise from people,
[00:14:46.500 --> 00:14:49.940]   then praise from people is all you're ever going to get.
[00:14:49.940 --> 00:14:51.860]   And God pretty much owes you nothing.
[00:14:51.860 --> 00:14:56.100]   So in this way, your reward is in the here and now.
[00:14:56.100 --> 00:14:58.460]   Your reward is pretty much temporary.
[00:14:58.460 --> 00:15:01.520]   And from another perspective,
[00:15:01.520 --> 00:15:03.620]   you're actually not giving to the poor,
[00:15:03.620 --> 00:15:07.120]   but you're sort of like buying your praises from people.
[00:15:07.120 --> 00:15:11.200]   So your reward is also transactional as well.
[00:15:11.200 --> 00:15:14.420]   Every time you want to receive honor or receive praise,
[00:15:14.420 --> 00:15:15.620]   you just give to the poor
[00:15:15.620 --> 00:15:18.460]   so that you pretty much buy your praises,
[00:15:18.460 --> 00:15:20.620]   buy the action of giving to the poor.
[00:15:20.620 --> 00:15:25.660]   So how should we give as his disciples?
[00:15:25.660 --> 00:15:28.620]   As kingdom disciples,
[00:15:28.620 --> 00:15:32.020]   how should we do this act of kindness towards the needy?
[00:15:32.020 --> 00:15:34.980]   And what kind of manner should we have?
[00:15:34.980 --> 00:15:37.940]   So in verse three and four, Jesus say,
[00:15:37.940 --> 00:15:40.020]   "When you give to the poor, to the needy,
[00:15:40.020 --> 00:15:41.540]   "do not let your left hand know
[00:15:41.540 --> 00:15:43.300]   "what your right hand is doing,
[00:15:43.300 --> 00:15:46.060]   "so that your giving may be in secret.
[00:15:46.140 --> 00:15:48.740]   "Then your father who sees what is done in secret
[00:15:48.740 --> 00:15:50.040]   "will reward you."
[00:15:50.040 --> 00:15:52.860]   So what Jesus say is this,
[00:15:52.860 --> 00:15:56.380]   when we give to the poor or when we help those in need,
[00:15:56.380 --> 00:15:58.900]   do it in secret or privacy,
[00:15:58.900 --> 00:16:00.900]   to the extent that even our left hand
[00:16:00.900 --> 00:16:03.000]   doesn't know what our right hand is doing.
[00:16:03.000 --> 00:16:06.500]   And to be able to show kindness and generosity
[00:16:06.500 --> 00:16:09.100]   to this extent requires us
[00:16:09.100 --> 00:16:11.860]   to completely disregard ourself, right?
[00:16:11.860 --> 00:16:13.160]   That is what Jesus mean,
[00:16:13.160 --> 00:16:14.620]   that your left hand doesn't know
[00:16:14.620 --> 00:16:16.540]   what your right hand is doing.
[00:16:16.540 --> 00:16:20.500]   It is a point where we need to completely disregard ourself.
[00:16:20.500 --> 00:16:22.180]   And the outcome of it,
[00:16:22.180 --> 00:16:25.320]   we will receive our heavenly reward from the Father.
[00:16:25.320 --> 00:16:28.300]   And one thing to note here,
[00:16:28.300 --> 00:16:29.940]   Jesus does not mean that we give
[00:16:29.940 --> 00:16:31.900]   because we want to receive a reward
[00:16:31.900 --> 00:16:33.900]   from our heavenly Father.
[00:16:33.900 --> 00:16:36.260]   We give from a cheerful and sincere heart
[00:16:36.260 --> 00:16:38.260]   for several reasons.
[00:16:38.260 --> 00:16:40.500]   If you recall at the end of Matthew five,
[00:16:40.500 --> 00:16:44.420]   the command to be perfect as our heavenly Father is,
[00:16:44.420 --> 00:16:46.460]   our goal on this side of heaven
[00:16:46.460 --> 00:16:48.580]   is to be like our heavenly Father.
[00:16:48.580 --> 00:16:50.420]   And from the Bible,
[00:16:50.420 --> 00:16:52.020]   we know that our heavenly Father
[00:16:52.020 --> 00:16:54.220]   is one who cares for the poor,
[00:16:54.220 --> 00:16:55.660]   the marginalized,
[00:16:55.660 --> 00:16:59.140]   and those in which the world has little regard for.
[00:16:59.140 --> 00:17:02.220]   So when we give to the poor or help those in need,
[00:17:02.220 --> 00:17:05.100]   we are living out our kingdom identity
[00:17:05.100 --> 00:17:07.440]   as the son and daughters of God.
[00:17:07.440 --> 00:17:11.740]   And secondly, we give to the poor because we love him
[00:17:11.740 --> 00:17:13.340]   and we want to give back a portion
[00:17:13.340 --> 00:17:15.140]   of what he has blessed us with.
[00:17:15.140 --> 00:17:17.020]   Later in Matthew,
[00:17:17.020 --> 00:17:19.420]   in the parable of the sheep and goat,
[00:17:19.420 --> 00:17:21.620]   Jesus himself emphasized that
[00:17:21.620 --> 00:17:24.580]   whatever we do to the least among us,
[00:17:24.580 --> 00:17:26.900]   we do it to Jesus himself.
[00:17:26.900 --> 00:17:29.740]   So as disciples of Jesus,
[00:17:29.740 --> 00:17:32.740]   we pursue generosity and kindness,
[00:17:32.740 --> 00:17:35.840]   not for the temporary glory from men,
[00:17:35.840 --> 00:17:38.700]   like the hypocrites or the worldly disciples do,
[00:17:38.700 --> 00:17:42.440]   but we do it for the affirmation from our heavenly Father.
[00:17:43.440 --> 00:17:46.620]   So this is the first examples on giving to the poor.
[00:17:46.620 --> 00:17:50.740]   Then Jesus moved on to the second examples, prayer.
[00:17:50.740 --> 00:17:52.460]   So let's start with some background context
[00:17:52.460 --> 00:17:55.120]   to prayer in the Jewish culture.
[00:17:55.120 --> 00:17:57.060]   If you are a Jews,
[00:17:57.060 --> 00:18:00.660]   there are set times of prayer for you every day.
[00:18:00.660 --> 00:18:02.080]   As traditionally,
[00:18:02.080 --> 00:18:05.120]   the Jews, they will pray at least twice a day,
[00:18:05.120 --> 00:18:08.000]   one in the morning and one in the evening.
[00:18:08.000 --> 00:18:10.040]   And usually during those set hours of prayers,
[00:18:10.040 --> 00:18:11.720]   they will pray the Shema prayer,
[00:18:11.720 --> 00:18:13.600]   which is from Deuteronomy.
[00:18:13.600 --> 00:18:16.500]   Hear, O Israel, the Lord, your God, the Lord is one.
[00:18:16.500 --> 00:18:19.640]   And so when it comes to prayer,
[00:18:19.640 --> 00:18:22.720]   more specifically on personal prayer,
[00:18:22.720 --> 00:18:24.400]   this is what Jesus has to say.
[00:18:24.400 --> 00:18:29.240]   And when you pray, do not be like the hypocrites,
[00:18:29.240 --> 00:18:31.840]   for they love to pray standing in the synagogues
[00:18:31.840 --> 00:18:35.120]   and on the street corners to be seen by others.
[00:18:35.120 --> 00:18:38.480]   Truly, I tell you, they have received their reward in full.
[00:18:39.560 --> 00:18:42.240]   But when you pray, go into your room,
[00:18:42.240 --> 00:18:46.360]   close the door and pray to the Father who is unseen.
[00:18:46.360 --> 00:18:49.440]   Then your Father who sees what is done in secret
[00:18:49.440 --> 00:18:50.820]   will reward you.
[00:18:50.820 --> 00:18:53.800]   So again, we see the similar elements
[00:18:53.800 --> 00:18:55.160]   and themes right here, right?
[00:18:55.160 --> 00:18:58.840]   It start with the action, that is praying.
