
[00:00:00.000 --> 00:00:02.640]  當我們看這些詩篇的時候,有一個問題可以問的
[00:06:57.400 --> 00:06:59.400]  任何一個地方
[00:06:59.400 --> 00:07:01.400]  一些掌權的人
[00:07:01.400 --> 00:07:03.400]  他們說的話未必一定是粗俗的
[00:07:03.400 --> 00:07:05.400]  但是很多時候
[00:07:05.400 --> 00:07:09.400]  比粗俗的說話更難聽
[00:07:09.400 --> 00:07:12.400]  這些就是欺壓的說話
[00:07:12.400 --> 00:07:13.400]  第九節
[00:07:13.400 --> 00:07:14.400]  他們的口
[00:07:14.400 --> 00:07:15.400]  狂惡人的口
[00:07:15.400 --> 00:07:17.400]  是褻瀆上天
[00:07:17.400 --> 00:07:20.400]  他們的舌頭是毀謗全地
[00:07:20.400 --> 00:07:22.400]  你看這些詩歌的時候
[00:07:22.400 --> 00:07:23.400]  你要知道
[00:07:23.400 --> 00:07:24.400]  希伯來的詩歌特別
[00:07:24.400 --> 00:07:26.400]  就是經常有並聯的
[00:07:26.400 --> 00:07:29.400]  有A句,然後有B句
[00:07:29.400 --> 00:07:31.400]  很多時候甚至有C句
[00:07:31.400 --> 00:07:33.400]  以前我們以為
[00:07:33.400 --> 00:07:37.400]  A句和B句說的話是完全一樣的
[00:07:37.400 --> 00:07:39.400]  現在開始我們明白
[00:07:39.400 --> 00:07:42.400]  原來不是A句和B句說的話是一樣的
[00:07:42.400 --> 00:07:44.400]  不是redundant的東西
[00:07:44.400 --> 00:07:46.400]  而是B句很多時候
[00:07:46.400 --> 00:07:49.400]  去到elaborate
[00:07:49.400 --> 00:07:51.400]  或者去擴充
[00:07:51.400 --> 00:07:53.400]  或者補充A句所說的話
[00:07:53.400 --> 00:07:55.400]  所以B是大於A的
[00:07:55.400 --> 00:07:59.400]  所以你這樣細細去看的時候
[00:07:59.400 --> 00:08:02.400]  第二句很多時候是expand
[00:08:02.400 --> 00:08:04.400]  或者擴大上一句
[00:08:04.400 --> 00:08:06.400]  第一句所說的話
[00:08:06.400 --> 00:08:09.400]  他說他們的口是褻瀆上天
[00:08:09.400 --> 00:08:11.400]  褻瀆上天
[00:08:11.400 --> 00:08:13.400]  就是他們是褻瀆上帝的
[00:08:13.400 --> 00:08:15.400]  B句說什麼呢?
[00:08:15.400 --> 00:08:18.400]  他說他們的舌頭是毀謗全地
[00:08:18.400 --> 00:08:20.400]  你可以想像到什麼呢?
[00:08:20.400 --> 00:08:21.400]  我就想像到
[00:08:21.400 --> 00:08:23.400]  就是那隻口是很大的
[00:08:23.400 --> 00:08:26.400]  上唇碰到上天
[00:08:26.400 --> 00:08:28.400]  然後下唇就在地上
[00:08:28.400 --> 00:08:32.400]  他要吞噬的是那些平民百姓的人
[00:08:32.400 --> 00:08:34.400]  就是那隻口很大很大的
[00:08:34.400 --> 00:08:36.400]  獅子張開大口
[00:08:36.400 --> 00:08:38.400]  上唇接天
[00:08:38.400 --> 00:08:39.400]  然後下唇就碰地
[00:08:39.400 --> 00:08:41.400]  就吞噬了所有的東西
[00:08:41.400 --> 00:08:44.400]  貪得無厭的一班人
[00:08:44.400 --> 00:08:45.400]  第十節
[00:08:45.400 --> 00:08:49.400]  因此他的民就歸回那裡
[00:08:49.400 --> 00:08:51.400]  這個和合本翻譯是神的民
[00:08:51.400 --> 00:08:53.400]  其實應該是他的民
[00:08:53.400 --> 00:08:55.400]  就是那些暴君的人民
[00:08:55.400 --> 00:08:57.400]  就歸去他那裡
[00:08:57.400 --> 00:09:00.400]  然後喝盡滿杯的苦水
[00:09:00.400 --> 00:09:03.400]  這個苦水翻譯得很對
[00:09:03.400 --> 00:09:07.400]  或者喝了很多的水
[00:09:07.400 --> 00:09:10.400]  受了很多的苦的意思
[00:09:10.400 --> 00:09:12.400]  他們說
[00:09:12.400 --> 00:09:14.400]  就是那些狂傲的人
[00:09:14.400 --> 00:09:16.400]  神怎能曉得
[00:09:16.400 --> 00:09:19.400]  至高者豈有自識
[00:09:19.400 --> 00:09:21.400]  看下者就是惡人
[00:09:21.400 --> 00:09:22.400]  詩人說什麼呢
[00:09:22.400 --> 00:09:24.400]  他們常享安人
[00:09:24.400 --> 00:09:27.400]  財富也是家宅
[00:09:27.400 --> 00:09:30.400]  這一段是73篇
[00:09:30.400 --> 00:09:32.400]  頭的三分一
[00:09:32.400 --> 00:09:35.400]  詩人就告訴我們他所見所聞
[00:09:35.400 --> 00:09:37.400]  在他的人生當中
[00:09:37.400 --> 00:09:39.400]  他遇見很多的惡人
[00:09:39.400 --> 00:09:42.400]  看見很多的惡人橫行霸道
[00:09:42.400 --> 00:09:47.400]  這個就是那個世情
[00:09:47.400 --> 00:09:50.400]  很多時候社會世界就是這樣
[00:09:50.400 --> 00:09:51.400]  古代就是這樣
[00:09:51.400 --> 00:09:54.400]  現代也可能是這樣
[00:09:54.400 --> 00:09:56.400]  上個星期我有機會看回
[00:09:56.400 --> 00:09:58.400]  2014年我寫過一篇文
[00:09:58.400 --> 00:10:00.400]  大概二三萬字的一篇文
[00:10:00.400 --> 00:10:02.400]  那時候為什麼寫這篇文呢
[00:10:02.400 --> 00:10:04.400]  就是剛從以色列回來
[00:10:04.400 --> 00:10:07.400]  那一年2014年就是以巴衝突
[00:10:07.400 --> 00:10:09.400]  又另一個回合
[00:10:09.400 --> 00:10:13.400]  我們計劃了去那裡做的事情
[00:10:13.400 --> 00:10:15.400]  全部都打調
[00:10:15.400 --> 00:10:20.400]  因為經常都有炮彈的警號
[00:10:20.400 --> 00:10:21.400]  經常都響
[00:10:21.400 --> 00:10:24.400]  整天在那個地方到處都響
[00:10:24.400 --> 00:10:25.400]  在街上又響
[00:10:25.400 --> 00:10:26.400]  在酒店裡面又響
[00:10:26.400 --> 00:10:29.400]  然後又去防空洞
[00:10:29.400 --> 00:10:31.400]  為什麼回來要寫這篇文呢
[00:10:31.400 --> 00:10:34.400]  就是很多人去指責那些巴勒斯坦人
[00:10:34.400 --> 00:10:36.400]  說他們很暴力
[00:10:36.400 --> 00:10:38.400]  說他們譴責他們
[00:10:38.400 --> 00:10:41.400]  為什麼要傷害平民百姓
[00:10:41.400 --> 00:10:42.400]  他們在加沙那裡
[00:10:42.400 --> 00:10:45.400]  也有寫過很多火箭炮
[00:10:45.400 --> 00:10:47.400]  過去以色列那邊
[00:10:47.400 --> 00:10:50.400]  但是為什麼要寫這篇文呢
[00:10:50.400 --> 00:10:52.400]  我覺得很多時候我們不明白
[00:10:52.400 --> 00:10:55.400]  就是我覺得沒有那個context
[00:10:55.400 --> 00:10:59.400]  去understand為什麼人會有violence
[00:10:59.400 --> 00:11:01.400]  在以巴這個情況
[00:11:01.400 --> 00:11:04.400]  是一個官逼民反的情況
[00:11:04.400 --> 00:11:07.400]  他們射火箭炮當然不對
[00:11:07.400 --> 00:11:10.400]  但為什麼他們要射火箭炮呢
[00:11:10.400 --> 00:11:11.400]  為什麼呢
[00:11:11.400 --> 00:11:13.400]  因為這麼多年以來
[00:11:13.400 --> 00:11:15.400]  已經70年了
[00:11:15.400 --> 00:11:17.400]  他們就是被趕盡殺絕的一群人
[00:11:17.400 --> 00:11:21.400]  開頭建國的時候
[00:11:21.400 --> 00:11:25.400]  有很多村落裡面的巴勒斯坦人被殺
[00:11:25.400 --> 00:11:26.400]  被殺戮
[00:11:26.400 --> 00:11:29.400]  然後有很多人被趕絕
[00:11:29.400 --> 00:11:30.400]  回不了自己家
[00:11:30.400 --> 00:11:32.400]  然後去了難民營
[00:11:32.400 --> 00:11:33.400]  一直到現在
[00:11:33.400 --> 00:11:35.400]  有兩代人
[00:11:35.400 --> 00:11:37.400]  70年都是這樣被趕絕
[00:11:37.400 --> 00:11:38.400]  引導絕望的時候
[00:11:38.400 --> 00:11:41.400]  你就不可以叫他們冷靜
[00:11:41.400 --> 00:11:48.400]  他們有沒有所謂和平的運動
[00:11:48.400 --> 00:11:50.400]  和平的示威呢
[00:11:50.400 --> 00:11:52.400]  有,絕對有
[00:11:52.400 --> 00:11:54.400]  但是我很贊成一個
[00:11:54.400 --> 00:12:01.400]  在當地以色列的一個學者說
[00:12:01.400 --> 00:12:05.400]  他說如果政府只是懂得一種語言
[00:12:05.400 --> 00:12:07.400]  而那種語言
[00:12:07.400 --> 00:12:09.400]  是暴力的語言
[00:12:09.400 --> 00:12:11.400]  Language of violence
[00:12:11.400 --> 00:12:16.400]  對方一定會跟你說同一種語言
[00:12:16.400 --> 00:12:18.400]  對嗎
[00:12:18.400 --> 00:12:22.400]  如果政權只會說language of violence
[00:12:22.400 --> 00:12:24.400]  在政權底下的人
[00:12:24.400 --> 00:12:28.400]  同樣也會說同一種語言
[00:12:28.400 --> 00:12:30.400]  因為似乎這種語言
[00:12:30.400 --> 00:12:33.400]  是唯一一種大家能夠明白的語言
[00:12:33.400 --> 00:12:38.400]  你就捲入了一個以暴易暴的情況底下
[00:12:38.400 --> 00:12:40.400]  不是以巴是這樣
[00:12:40.400 --> 00:12:43.400]  很多世界各地不同的地方其實都是一樣
[00:12:43.400 --> 00:12:46.400]  你仔細想想
[00:12:46.400 --> 00:12:50.400]  很多地方很多社會很多的政局
[00:12:50.400 --> 00:12:54.400]  其實是否被綁在一個死局裡面
[00:12:54.400 --> 00:12:57.400]  上個星期我去了多倫多
[00:12:57.400 --> 00:12:59.400]  度假了幾天
[00:12:59.400 --> 00:13:00.400]  昨晚才回來
[00:13:00.400 --> 00:13:02.400]  上個星期去了多倫多
[00:13:02.400 --> 00:13:04.400]  正在吃粥
[00:13:04.400 --> 00:13:06.400]  那裡有電視
[00:13:06.400 --> 00:13:08.400]  我先看電視
[00:13:08.400 --> 00:13:10.400]  在說香港的情況
[00:13:10.400 --> 00:13:14.400]  就說年青人佔據了立法會
[00:13:14.400 --> 00:13:17.400]  然後做了很多很暴力的事情
[00:13:17.400 --> 00:13:19.400]  看完那個報道之後
[00:13:19.400 --> 00:13:23.400]  為什麼沒有提到那個政權拖延
[00:13:23.400 --> 00:13:25.400]  或者政權無能呢
[00:13:25.400 --> 00:13:29.400]  為什麼沒有提到政權霸道等等方面呢
[00:13:29.400 --> 00:13:31.400]  因為制度也可以很暴力的
[00:13:31.400 --> 00:13:34.400]  這種以暴易暴的情況
[00:13:34.400 --> 00:13:35.400]  為什麼沒有提到
[00:13:35.400 --> 00:13:37.400]  原來右下角寫TVB
[00:13:37.400 --> 00:13:39.400]  怪不得
[00:13:39.400 --> 00:13:51.400]  如果大家只不過是在一種暴力的情勢底下
[00:13:51.400 --> 00:13:54.400]  說不對就打的
[00:13:54.400 --> 00:13:56.400]  沒有對話的
[00:13:56.400 --> 00:13:59.400]  沒有大家可以謀求的understanding
[00:13:59.400 --> 00:14:01.400]  這個一定是惡性循環
[00:14:01.400 --> 00:14:03.400]  以巴是這樣
[00:14:03.400 --> 00:14:08.400]  香港也是走向這個方向
[00:14:08.400 --> 00:14:13.400]  這就是C編在73篇所說
[00:14:13.400 --> 00:14:15.400]  狂傲的人
[00:14:15.400 --> 00:14:19.400]  去打壓下面的人
[00:14:19.400 --> 00:14:24.400]  你不要只說普通的政局
[00:14:24.400 --> 00:14:27.400]  教會也很多時候被打壓
[00:14:27.400 --> 00:14:29.400]  特別現在在中國大陸
[00:14:29.400 --> 00:14:34.400]  不需要留意很多新聞我們都明白
[00:14:34.400 --> 00:14:37.400]  最近我跟大家提過
[00:14:37.400 --> 00:14:40.400]  有一個牧師在中國大陸
[00:14:40.400 --> 00:14:42.400]  最近被指控
[00:14:42.400 --> 00:14:45.400]  說他有顛覆國家的罪
[00:14:45.400 --> 00:14:51.400]  甚至捉了教會裡面的其他信徒
[00:14:51.400 --> 00:14:54.400]  餵他們吃一些不知道是什麼的藥
[00:14:54.400 --> 00:14:58.400]  然後逼他們下一些假的證供
[00:14:58.400 --> 00:15:00.400]  然後指證那個牧師
[00:15:00.400 --> 00:15:02.400]  指證那個教會的領袖
[00:15:02.400 --> 00:15:05.400]  來將他們入罪
[00:15:05.400 --> 00:15:09.400]  或者有女的信徒被性侵犯等等
[00:15:09.400 --> 00:15:11.400]  這些是一些很不公義的事情
[00:15:11.400 --> 00:15:13.400]  這就是世情
[00:15:13.400 --> 00:15:16.400]  C編73篇所留意到的世情
[00:15:16.400 --> 00:15:19.400]  我想我提過的
[00:15:19.400 --> 00:15:22.400]  我認識一個講國語的傳統人
[00:15:22.400 --> 00:15:26.400]  他的親戚在新疆也做牧師
[00:15:26.400 --> 00:15:28.400]  不知道有沒有跟大家提過
[00:15:28.400 --> 00:15:32.400]  我記得去年一起吃飯的時候
[00:15:32.400 --> 00:15:34.400]  吃完飯我們一起祈禱
[00:15:34.400 --> 00:15:36.400]  他一個祈禱的事項是
[00:15:36.400 --> 00:15:38.400]  他的親戚在新疆不見了
[00:15:38.400 --> 00:15:40.400]  我問他不見了多久
[00:15:40.400 --> 00:15:42.400]  不見了九個月
[00:15:42.400 --> 00:15:44.400]  有沒有他的音訊
[00:15:44.400 --> 00:15:46.400]  沒有音訊
[00:15:46.400 --> 00:15:48.400]  WeChat也關了
[00:15:48.400 --> 00:15:50.400]  每樣東西都沒有了
[00:15:50.400 --> 00:15:52.400]  我問這位傳統人
[00:15:52.400 --> 00:15:54.400]  我問你親戚怎麼樣
[00:15:54.400 --> 00:15:56.400]  一直圍著他祈禱
[00:15:56.400 --> 00:15:58.400]  他就放了出來
[00:15:58.400 --> 00:16:00.400]  九個月十個月
[00:16:00.400 --> 00:16:02.400]  受了很多苦
[00:16:02.400 --> 00:16:04.400]  被人抓進了所謂的再教育營
[00:16:04.400 --> 00:16:06.400]  新疆裏面的
[00:16:06.400 --> 00:16:08.400]  他受了很多苦
[00:16:08.400 --> 00:16:12.400]  如果你有機會去看BBC
[00:16:12.400 --> 00:16:16.400]  去採訪新疆裏面的問題
[00:16:16.400 --> 00:16:18.400]  新疆裏面的再教育營
[00:16:18.400 --> 00:16:20.400]  真的看到你無骨悚然
[00:16:20.400 --> 00:16:22.400]  問題不是那些人
[00:16:22.400 --> 00:16:24.400]  那些人為了什麼
[00:16:24.400 --> 00:16:26.400]  他們不可以說什麼
[00:16:26.400 --> 00:16:28.400]  問題是他們不可以說什麼
[00:16:28.400 --> 00:16:30.400]  不可以說什麼
[00:16:30.400 --> 00:16:32.400]  這就是詩篇
[00:16:32.400 --> 00:16:34.400]  七十三篇所提到的情況
[00:16:34.400 --> 00:16:36.400]  往往西程就不是這樣的
[00:16:36.400 --> 00:16:38.400]  很多的詩篇
[00:16:38.400 --> 00:16:40.400]  很多的聖經
[00:16:40.400 --> 00:16:42.400]  很多時候我們要很斟酌翻譯
[00:16:42.400 --> 00:16:44.400]  那些字
[00:16:44.400 --> 00:16:46.400]  到底現代人怎麼用中文英文
[00:16:46.400 --> 00:16:48.400]  等等現代語言
[00:16:48.400 --> 00:16:50.400]  應該怎麼翻譯它
[00:16:50.400 --> 00:16:52.400]  怎麼掌握到那個意義
[00:16:52.400 --> 00:16:54.400]  詩篇七十三篇大概都不用的
[00:16:54.400 --> 00:16:56.400]  怎麼翻譯都好
[00:16:56.400 --> 00:16:58.400]  準不準都好
[00:16:58.400 --> 00:17:00.400]  大家都很明白
[00:17:00.400 --> 00:17:02.400]  這個世界
[00:17:02.400 --> 00:17:04.400]  很多時候就是這樣
[00:17:04.400 --> 00:17:06.400]  到第二段
[00:17:06.400 --> 00:17:08.400]  十三節
[00:17:08.400 --> 00:17:10.400]  詩人見到這樣的世情的時候
[00:17:10.400 --> 00:17:12.400]  他說我緊守
[00:17:12.400 --> 00:17:14.400]  我的心
[00:17:14.400 --> 00:17:16.400]  順存
[00:17:16.400 --> 00:17:18.400]  實在是徒然
[00:17:18.400 --> 00:17:20.400]  我洗手
[00:17:20.400 --> 00:17:22.400]  表明清白也是枉然
[00:17:22.400 --> 00:17:24.400]  因為我終日受傷害
[00:17:24.400 --> 00:17:26.400]  連他自己都受苦被欺壓
[00:17:26.400 --> 00:17:28.400]  每天早晨受懲罰
[00:17:28.400 --> 00:17:30.400]  如果我心裡面說
[00:17:30.400 --> 00:17:32.400]  我要說這樣的話
[00:17:32.400 --> 00:17:34.400]  我就是對你的這一代
[00:17:34.400 --> 00:17:36.400]  眾兒女神的兒女不重要
[00:17:36.400 --> 00:17:38.400]  我思想這件事的時候
[00:17:38.400 --> 00:17:40.400]  就覺得很煩惱
[00:17:40.400 --> 00:17:42.400]  英文翻譯
