
[00:00:00.000 --> 00:00:05.000]  謝謝 各位早安
[00:04:07.000 --> 00:04:12.000]  為什麼要向我一個撒瑪利亞女人要水喝呢
[00:04:12.000 --> 00:04:16.000]  因為猶太人和撒瑪利亞人沒有來往
[00:04:16.000 --> 00:04:20.000]  為什麼耶穌會親自開口
[00:04:20.000 --> 00:04:25.000]  主動去問一個撒瑪利亞婦人去說話
[00:04:25.000 --> 00:04:28.000]  也去給她借水喝
[00:04:28.000 --> 00:04:31.000]  這裡的沒有來往其實很值得留意
[00:04:31.000 --> 00:04:33.000]  寫得很隱晦
[00:04:33.000 --> 00:04:35.000]  究竟實際上代表什麼呢
[00:04:35.000 --> 00:04:37.000]  第十節
[00:04:37.000 --> 00:04:38.000]  耶穌就回答
[00:04:38.000 --> 00:04:40.000]  如果你知道上帝的恩賜
[00:04:40.000 --> 00:04:43.000]  跟你說給水喝的是誰
[00:04:43.000 --> 00:04:44.000]  你早就會求他
[00:04:44.000 --> 00:04:47.000]  他也會早就給你活水
[00:04:47.000 --> 00:04:49.000]  這裡提到活水
[00:04:49.000 --> 00:04:57.000]  究竟活水和這個婦人喝的井水有什麼分別
[00:04:57.000 --> 00:04:59.000]  看完經文之後
[00:04:59.000 --> 00:05:01.000]  我們會有三個問題
[00:05:01.000 --> 00:05:03.000]  我們收集這個問題
[00:05:03.000 --> 00:05:07.000]  就是聖經作者帶著我們去理解他的思路
[00:05:07.000 --> 00:05:10.000]  第一,第四支話
[00:05:10.000 --> 00:05:12.000]  耶穌必須經過撒瑪利亞
[00:05:12.000 --> 00:05:15.000]  必須因為什麼呢
[00:05:15.000 --> 00:05:18.000]  第二,耶穌作為一個猶太男人
[00:05:18.000 --> 00:05:22.000]  為什麼會和一個撒瑪利亞婦人去說話
[00:05:22.000 --> 00:05:24.000]  而且去問她借水喝呢
[00:05:24.000 --> 00:05:26.000]  第三,什麼是活水
[00:05:26.000 --> 00:05:29.000]  和婦人喝的井水有什麼分別
[00:05:29.000 --> 00:05:33.000]  我們就帶著這幾條問題去看今天的經文
[00:05:33.000 --> 00:05:36.000]  回答第一個問題
[00:05:36.000 --> 00:05:38.000]  耶穌必須經過撒瑪利亞
[00:05:38.000 --> 00:05:41.000]  就要明白這個必須要記出期
[00:05:41.000 --> 00:05:43.000]  這幅是地圖
[00:05:43.000 --> 00:05:45.000]  在說這幅地圖之前
[00:05:45.000 --> 00:05:49.000]  我要說一下猶太人和撒瑪利亞人的淵源
[00:05:49.000 --> 00:05:52.000]  在北國以色列亡國之後
[00:05:52.000 --> 00:05:55.000]  亞述王就將外族人遷入撒瑪利亞
[00:05:55.000 --> 00:05:57.000]  和當地人通婚
[00:05:57.000 --> 00:05:59.000]  他們的後代就是撒瑪利亞人
[00:05:59.000 --> 00:06:02.000]  他們只接受摩西吳敬
[00:06:02.000 --> 00:06:04.000]  還在基里森山建了自己的聖殿
[00:06:04.000 --> 00:06:07.000]  在主前大概一百二十幾年左右
[00:06:07.000 --> 00:06:11.000]  這個聖殿就被猶太人帶兵毀滅了
[00:06:11.000 --> 00:06:13.000]  另一邊,北國的以色列
[00:06:13.000 --> 00:06:15.000]  就是撒瑪利亞人的祖先
[00:06:15.000 --> 00:06:16.000]  剛剛說過
[00:06:16.000 --> 00:06:22.000]  曾經聯合外邦人去剿滅殘殺猶太國
[00:06:22.000 --> 00:06:24.000]  大家可以想像
[00:06:24.000 --> 00:06:27.000]  這兩族人雖然同源
[00:06:27.000 --> 00:06:30.000]  但是他們的仇恨很深
[00:06:30.000 --> 00:06:32.000]  因為他們互相殘殺
[00:06:32.000 --> 00:06:34.000]  所以在虔誠的猶太人
[00:06:34.000 --> 00:06:35.000]  在猶太地
[00:06:35.000 --> 00:06:37.000]  他要去到加利利的話
[00:06:37.000 --> 00:06:38.000]  他寧願繞路
[00:06:38.000 --> 00:06:41.000]  多走幾天都不願意踏入撒瑪利亞
[00:06:41.000 --> 00:06:43.000]  大家看看這幅地圖就知道
[00:06:43.000 --> 00:06:47.000]  最南面,橙色的部分是猶太地
[00:06:47.000 --> 00:06:49.000]  橙色的部分
[00:06:49.000 --> 00:06:53.000]  有耶路撒冷,有伯利恆
[00:06:53.000 --> 00:06:55.000]  中間那一塊就是撒瑪利亞
[00:06:55.000 --> 00:06:56.000]  有雅各井
[00:06:56.000 --> 00:06:58.000]  然後之後北面
[00:06:58.000 --> 00:07:00.000]  綠色那一塊是加利利
[00:07:00.000 --> 00:07:02.000]  有拿撒勒
[00:07:02.000 --> 00:07:04.000]  大家看到在地圖中間
[00:07:04.000 --> 00:07:07.000]  有一個紫色的箭咀和一條線
[00:07:07.000 --> 00:07:09.000]  大家看到嗎
[00:07:09.000 --> 00:07:13.000]  很可能就是耶穌當時走的路
[00:07:13.000 --> 00:07:16.000]  由耶路撒冷經過雅各井
[00:07:16.000 --> 00:07:20.000]  撒瑪利亞再上到北面的加利利
[00:07:20.000 --> 00:07:23.000]  當然你可以想像到
[00:07:23.000 --> 00:07:25.000]  猶太人是不會走這條路的
[00:07:25.000 --> 00:07:27.000]  猶太人有另一條路繞過撒瑪利亞
[00:07:27.000 --> 00:07:29.000]  就是紅色那條路
[00:07:29.000 --> 00:07:31.000]  紅色那條路線
[00:07:31.000 --> 00:07:35.000]  由約旦河東面直上繞過中間那塊
[00:07:35.000 --> 00:07:38.000]  就是黃色那塊地
[00:07:38.000 --> 00:07:40.000]  然後才到北面
[00:07:40.000 --> 00:07:42.000]  綠色那塊是加利利
[00:07:42.000 --> 00:07:45.000]  猶太人寧願走很遠的路
[00:07:45.000 --> 00:07:48.000]  都不想和撒瑪利亞人有接觸
[00:07:48.000 --> 00:07:51.000]  所以耶穌的必須
[00:07:51.000 --> 00:07:54.000]  是不是因為趕時間走捷徑呢
[00:07:54.000 --> 00:07:57.000]  這裡的必須不是在說地理
[00:07:57.000 --> 00:08:00.000]  是在說上帝的救恩計劃
[00:08:00.000 --> 00:08:02.000]  耶穌是必須走進去
[00:08:02.000 --> 00:08:04.000]  因為那裡有一個人
[00:08:04.000 --> 00:08:06.000]  甚至有一個民族
[00:08:06.000 --> 00:08:08.000]  必須經歷這個救恩
[00:08:08.000 --> 00:08:10.000]  就好像我們平時用GPS找路
[00:08:10.000 --> 00:08:13.000]  有時有些區域我們是不想走的
[00:08:13.000 --> 00:08:15.000]  就好像我這樣
[00:08:15.000 --> 00:08:17.000]  我去年撞車
[00:08:17.000 --> 00:08:20.000]  有時我都不想再走那條高速公路
[00:08:20.000 --> 00:08:22.000]  因為有些陰影
[00:08:22.000 --> 00:08:24.000]  你會想繞過那裡
[00:08:24.000 --> 00:08:28.000]  但耶穌的導航不是計時間
[00:08:28.000 --> 00:08:29.000]  是計人的
[00:08:29.000 --> 00:08:31.000]  他專門選了一條路
[00:08:31.000 --> 00:08:35.000]  為了一個避開全村人的婦女
[00:08:35.000 --> 00:08:37.000]  因為當時的婦女
[00:08:37.000 --> 00:08:40.000]  通常打水的時間是什麼時間
[00:08:40.000 --> 00:08:44.000]  是早上或者下午黃昏的時間
[00:08:44.000 --> 00:08:47.000]  很少會在中午的時候去打水
[00:08:47.000 --> 00:08:48.000]  因為中午
[00:08:48.000 --> 00:08:50.000]  你想想在中東
[00:08:50.000 --> 00:08:52.000]  熱到什麼地步
[00:08:52.000 --> 00:08:56.000]  曬到太陽最猛烈的時候
[00:08:56.000 --> 00:08:57.000]  又乾又熱
[00:08:57.000 --> 00:08:58.000]  你可以想像到
[00:08:58.000 --> 00:09:02.000]  那位婦女很明顯是一個孤獨的人
[00:09:02.000 --> 00:09:04.000]  她連打水都要避開人
[00:09:04.000 --> 00:09:09.000]  耶穌就專門在最曬的中午
[00:09:09.000 --> 00:09:13.000]  走進撒瑪利亞找這個婦人
[00:09:13.000 --> 00:09:16.000]  解決了第一個問題
[00:09:16.000 --> 00:09:17.000]  我們就要問
[00:09:17.000 --> 00:09:18.000]  第二個問題就是
[00:09:18.000 --> 00:09:22.000]  為什麼耶穌會開口借水喝
[00:09:22.000 --> 00:09:24.000]  而回答這個問題
[00:09:24.000 --> 00:09:27.000]  第九節有一個很關鍵的句子
[00:09:27.000 --> 00:09:32.000]  就是猶太人和撒瑪利亞人沒有來往
[00:09:32.000 --> 00:09:35.000]  原文的意思還要具體
[00:09:35.000 --> 00:09:40.000]  就是撒瑪利亞人和猶太人之間沒用
[00:09:40.000 --> 00:09:41.000]  沒用是什麼
[00:09:41.000 --> 00:09:44.000]  不是說他們沒用
[00:09:44.000 --> 00:09:47.000]  是說在井旁的場景裡面
[00:09:47.000 --> 00:09:52.000]  他們沒有共用器皿
[00:09:52.000 --> 00:09:53.000]  猶太人覺得
[00:09:53.000 --> 00:09:54.000]  撒瑪利亞人是什麼
[00:09:54.000 --> 00:09:56.000]  混種人士
[00:09:56.000 --> 00:09:57.000]  整個民族都是不潔的
[00:09:57.000 --> 00:09:58.000]  他用他的杯子
[00:09:58.000 --> 00:09:59.000]  他用他的水桶
[00:09:59.000 --> 00:10:01.000]  他碰一碰
[00:10:01.000 --> 00:10:05.000]  都會玷污了整個猶太人的習俗
[00:10:05.000 --> 00:10:06.000]  所以有點像是
[00:10:06.000 --> 00:10:09.000]  大家經歷了疫情之後就會明白
[00:10:09.000 --> 00:10:11.000]  那幾年我們跟別人吃飯
[00:10:11.000 --> 00:10:12.000]  我們用公飯
[00:10:12.000 --> 00:10:13.000]  戴口罩
[00:10:13.000 --> 00:10:14.000]  搓手液
[00:10:14.000 --> 00:10:16.000]  每個人都會用
[00:10:16.000 --> 00:10:19.000]  別人的杯子你會拿來喝嗎
[00:10:19.000 --> 00:10:20.000]  不會吧
[00:10:20.000 --> 00:10:22.000]  如果有一個陌生人突然走過來
[00:10:22.000 --> 00:10:25.000]  說可不可以借你的杯子來喝水
[00:10:25.000 --> 00:10:27.000]  你會怎樣
[00:10:27.000 --> 00:10:29.000]  他用完之後我當然不會用
[00:10:29.000 --> 00:10:31.000]  就是這樣
[00:10:31.000 --> 00:10:33.000]  所以經歷了疫情之後
[00:10:33.000 --> 00:10:37.000]  每個人的防線都特別明顯
[00:10:37.000 --> 00:10:39.000]  當時的猶太人和撒瑪利亞人
[00:10:39.000 --> 00:10:41.000]  經歷了打仗
[00:10:41.000 --> 00:10:43.000]  互槍殘殺之後
[00:10:43.000 --> 00:10:45.000]  更加是見面都不會見
[00:10:45.000 --> 00:10:51.000]  更遑論喝他手碰過的水
[00:10:51.000 --> 00:10:52.000]  是不是
[00:10:52.000 --> 00:10:54.000]  所以耶穌這一句
[00:10:54.000 --> 00:10:57.000]  請給我水飲
[00:10:57.000 --> 00:11:00.000]  已經打破了兩重的界限
[00:11:00.000 --> 00:11:04.000]  第一就是猶太人和撒瑪利亞人之間
[00:11:04.000 --> 00:11:06.000]  那種不潔的界限
[00:11:06.000 --> 00:11:10.000]  第二就是男人和女人之間的界限
[00:11:10.000 --> 00:11:12.000]  當時在耶穌的年代
[00:11:12.000 --> 00:11:13.000]  特別是猶太拉比
[00:11:13.000 --> 00:11:15.000]  通常會在公眾場合
[00:11:15.000 --> 00:11:18.000]  避免和非親屬的婦女說話
[00:11:18.000 --> 00:11:20.000]  這是一個社會的禁忌
[00:11:20.000 --> 00:11:26.000]  所以當耶穌專登進入撒瑪利亞的時候
[00:11:26.000 --> 00:11:27.000]  走近這個婦人
[00:11:27.000 --> 00:11:29.000]  還要開口問她拿水飲
[00:11:29.000 --> 00:11:31.000]  這個舉動是一個很大的突破
[00:11:31.000 --> 00:11:33.000]  沒有什麼猶太人會這樣做
[00:11:33.000 --> 00:11:36.000]  但是當這個井旁婦人
[00:11:36.000 --> 00:11:39.000]  用兩軸人的界線拒絕耶穌的時候
[00:11:39.000 --> 00:11:43.000]  耶穌的回答聽起來有點九不搭八
[00:11:43.000 --> 00:11:46.000]  就說如果你知道上帝的恩賜
[00:11:46.000 --> 00:11:50.000]  和你說給我水飲的是誰
[00:11:50.000 --> 00:11:52.000]  你早就會求他
[00:11:52.000 --> 00:11:54.000]  而且他會給你活水
[00:11:54.000 --> 00:11:56.000]  當婦人還以為
[00:11:56.000 --> 00:11:58.000]  這個活水就是那個流動的水
[00:11:58.000 --> 00:12:00.000]  耶穌說了一句金句
[00:12:00.000 --> 00:12:01.000]  就是說
[00:12:01.000 --> 00:12:04.000]  凡喝者水的還要再喝
[00:12:04.000 --> 00:12:07.000]  誰喝我所賜的水就永遠不喝
[00:12:07.000 --> 00:12:11.000]  我所賜的水要在他裡面成為泉源
[00:12:11.000 --> 00:12:13.000]  直湧到湖泳生
[00:12:13.000 --> 00:12:17.000]  那麼耶穌所指的活水是什麼
[00:12:17.000 --> 00:12:19.000]  這是我們第三條的問題
[00:12:19.000 --> 00:12:21.000]  婦人一開始聽錯了
[00:12:21.000 --> 00:12:26.000]  活水這個詞語其實一語相關
[00:12:26.000 --> 00:12:30.000]  上帝在井底的死水
[00:12:30.000 --> 00:12:34.000]  次免去解作活動的山泉水
[00:12:34.000 --> 00:12:36.000]  所以她才會這麼說
[00:12:36.000 --> 00:12:37.000]  井這麼深
[00:12:37.000 --> 00:12:39.000]  你又沒有打水的器皿
[00:12:39.000 --> 00:12:41.000]  你憑什麼要活水
[00:12:41.000 --> 00:12:43.000]  難道你比雅各更厲害嗎
[00:12:43.000 --> 00:12:44.000]  她這麼說
[00:12:44.000 --> 00:12:46.000]  當婦人還在考慮
[00:12:46.000 --> 00:12:49.000]  怎樣實際上打水的時候
[00:12:49.000 --> 00:12:54.000]  耶穌已經將層次提升到生命的層次
[00:12:54.000 --> 00:12:57.000]  留意約翰的用字很仔細
[00:12:57.000 --> 00:12:59.000]  他說雅各井的時候
[00:12:59.000 --> 00:13:01.000]  是祖宗留下的井水
[00:13:01.000 --> 00:13:04.000]  但是耶穌所賜的水
[00:13:04.000 --> 00:13:06.000]  他用了另外一個字
[00:13:06.000 --> 00:13:07.000]  泉源
[00:13:07.000 --> 00:13:11.000]  我所賜的水要在裡面成為泉源
[00:13:11.000 --> 00:13:13.000]  直到永生
[00:13:13.000 --> 00:13:16.000]  一個是靠人力一桶桶地打出來
[00:13:16.000 --> 00:13:18.000]  另一個是不斷湧出來
[00:13:18.000 --> 00:13:20.000]  不用你打的
[00:13:20.000 --> 00:13:24.000]  所以我們進一步問
[00:13:24.000 --> 00:13:27.000]  究竟活水、泉源是什麼
[00:13:27.000 --> 00:13:31.000]  大家如果將聖經翻後幾章
[00:13:31.000 --> 00:13:32.000]  約翰福音第七章
[00:13:32.000 --> 00:13:35.000]  約翰自己解了這個謎底
[00:13:35.000 --> 00:14:01.000]  如果我們帶著這個敘事的背景
[00:14:01.000 --> 00:14:02.000]  我們才會明白
[00:14:02.000 --> 00:14:05.000]  其實耶穌為什麼在下文提到
[00:14:05.000 --> 00:14:09.000]  婦人五個丈夫的對話
[00:14:09.000 --> 00:14:13.000]  祂不是因為想八卦、唱衰這個婦人
[00:14:13.000 --> 00:14:14.000]  而是因為這個婦人
[00:14:14.000 --> 00:14:17.000]  代表著整個撒瑪利亞的民族
[00:14:17.000 --> 00:14:19.000]  一直在尋找水源
[00:14:19.000 --> 00:14:20.000]  一直在尋找泉源
[00:14:20.000 --> 00:14:22.000]  一直都尚未找到
[00:14:22.000 --> 00:14:24.000]  所以聊聊活水
[00:14:24.000 --> 00:14:28.000]  耶穌就說叫你丈夫來吧
[00:14:28.000 --> 00:14:31.000]  這個婦人就說我沒有丈夫
[00:14:31.000 --> 00:14:33.000]  耶穌就說
[00:14:33.000 --> 00:14:34.000]  你說得對
[00:14:34.000 --> 00:14:35.000]  你現在已經有五個丈夫
[00:14:35.000 --> 00:14:37.000]  而且現在那個都不是你的丈夫
[00:14:37.000 --> 00:14:39.000]  很多人讀到這裡
[00:14:39.000 --> 00:14:42.000]  很快就會將這個婦人定罪
[00:14:42.000 --> 00:14:45.000]  覺得她私生活不檢點
[00:14:45.000 --> 00:14:49.000]  但是大家慢慢看一下這段經文
[00:14:49.000 --> 00:14:51.000]  耶穌有沒有說過一句
[00:14:51.000 --> 00:14:52.000]  祂是罪人
[00:14:52.000 --> 00:14:53.000]  耶穌有沒有說過
[00:14:53.000 --> 00:14:55.000]  你悔改吧
[00:14:55.000 --> 00:14:57.000]  一句都沒有
[00:14:57.000 --> 00:15:01.000]  對比起《約翰福音》第八章行淫的婦人
[00:15:01.000 --> 00:15:03.000]  耶穌起碼有一句說
[00:15:03.000 --> 00:15:06.000]  從此不要再犯罪了
[00:15:06.000 --> 00:15:09.000]  但是這裡一句都沒有
[00:15:09.000 --> 00:15:10.000]  在那個時代
[00:15:10.000 --> 00:15:14.000]  其實婦女基本上是沒有離婚的權利
[00:15:14.000 --> 00:15:18.000]  有妻的主動權是在男人手上
[00:15:18.000 --> 00:15:20.000]  一個女人嫁五次
[00:15:20.000 --> 00:15:22.000]  很可能不是她選的
[00:15:22.000 --> 00:15:25.000]  很可能是因為她五次被離婚
[00:15:25.000 --> 00:15:28.000]  或者五次守寡
[00:15:28.000 --> 00:15:30.000]  無論是被離婚或者守寡
[00:15:30.000 --> 00:15:34.000]  都是代表著一次又一次的被遺棄
[00:15:34.000 --> 00:15:37.000]  一次又一次的失去了依靠
[00:15:37.000 --> 00:15:41.000]  大家還記得她中午來打水嗎
[00:15:41.000 --> 00:15:44.000]  很可能不是因為她生活不檢點
[00:15:44.000 --> 00:15:48.000]  是因為她一直找的依靠
[00:15:48.000 --> 00:15:51.000]  到頭來沒有一個靠得住
[00:15:51.000 --> 00:15:54.000]  是因為她一直找的依靠
[00:15:54.000 --> 00:15:58.000]  到頭來沒有一個靠得住
[00:15:58.000 --> 00:16:00.000]  更加令人驚喜的是
[00:16:00.000 --> 00:16:05.000]  這五個丈夫其實是影射著整個撒瑪利亞的民族
[00:16:05.000 --> 00:16:07.000]  給大家看一段經文
[00:16:07.000 --> 00:16:11.000]  如果大家有看獵王幾下十七章
[00:16:11.000 --> 00:16:15.000]  你就會發現在北角亡國之後
[00:16:15.000 --> 00:16:19.000]  亞述王就將五族人遷入了撒瑪利亞
[00:16:19.000 --> 00:16:22.000]  這五族人帶著五族的神明
[00:16:22.000 --> 00:16:25.000]  而撒瑪利亞人又拜了一份
[00:16:25.000 --> 00:16:27.000]  經文是這樣說的
[00:16:27.000 --> 00:16:29.000]  亞述王在這五個地方
[00:16:29.000 --> 00:16:31.000]  巴比倫、古他等等的地方
[00:16:31.000 --> 00:16:33.000]  帶了很多人來撒瑪利亞
[00:16:33.000 --> 00:16:35.000]  各族的人住在城裏
[00:16:35.000 --> 00:16:38.000]  為自己製造神像
[00:16:38.000 --> 00:16:43.000]  安置在撒瑪利亞人所造的幽壇的殿裏
[00:16:43.000 --> 00:16:46.000]  而撒瑪利亞人都有拜
[00:16:46.000 --> 00:16:48.000]  所以在撒瑪利亞的歷史
[00:16:48.000 --> 00:16:52.000]  正正就是一段嫁過五個神的歷史
[00:16:52.000 --> 00:16:54.000]  同一時間拜耶和華
[00:16:54.000 --> 00:16:58.000]  同一時間都拜當地五族的神
[00:16:58.000 --> 00:17:00.000]  是一個混雜的敬拜
[00:17:00.000 --> 00:17:03.000]  所以五個的丈夫這句話
[00:17:03.000 --> 00:17:07.000]  其實他不單只是說一個婦人的故事
[00:17:07.000 --> 00:17:11.000]  他是在回響整個撒瑪利亞民族的故事
[00:17:11.000 --> 00:17:15.000]  他就說你們找了很多依靠
[00:17:15.000 --> 00:17:18.000]  但沒有一個靠得住
[00:17:18.000 --> 00:17:19.000]  所以耶穌說這句
[00:17:19.000 --> 00:17:21.000]  他不是說要踢爆婦人
[00:17:21.000 --> 00:17:23.000]  說她生活不檢點
[00:17:23.000 --> 00:17:24.000]  而是告訴你
[00:17:24.000 --> 00:17:26.000]  我認識你
[00:17:26.000 --> 00:17:30.000]  我知道你喝過多少口井的水
[00:17:30.000 --> 00:17:33.000]  我知道你水桶裝極都不滿
[00:17:33.000 --> 00:17:37.000]  留意婦人的回應很有趣
[00:17:37.000 --> 00:17:42.000]  她說先生我看得出你是善智
[00:17:42.000 --> 00:17:49.000]  反映耶穌說中了她生命中最深處的需要
[00:17:49.000 --> 00:17:50.000]  言下之意
[00:17:50.000 --> 00:17:54.000]  耶穌說我才是賜活水聖靈的那位
[00:17:54.000 --> 00:17:55.000]  是生命的傳元
[00:17:55.000 --> 00:17:59.000]  是依靠你們以前的族人不斷找都找不到
[00:17:59.000 --> 00:18:03.000]  現在耶穌親自來到你的面前
[00:18:03.000 --> 00:18:05.000]  都是因為這個原因
[00:18:05.000 --> 00:18:08.000]  所以如果大家發現第四章
[00:18:08.000 --> 00:18:11.000]  有說到敬拜的問題
[00:18:11.000 --> 00:18:14.000]  在下文緊接著有敬拜的問題
[00:18:14.000 --> 00:18:15.000]  今天我們沒有時間說這裡
[00:18:15.000 --> 00:18:17.000]  留待下次再說
[00:18:17.000 --> 00:18:18.000]  你要明白
[00:18:18.000 --> 00:18:23.000]  其實就是因為突然間說到生命的需要
[00:18:23.000 --> 00:18:24.000]  說到敬拜的問題
[00:18:24.000 --> 00:18:28.000]  他才會說我是這座山拜
[00:18:28.000 --> 00:18:30.000]  你是那座山拜
[00:18:30.000 --> 00:18:33.000]  這個婦人拿著手上的水桶
[00:18:33.000 --> 00:18:37.000]  就是她一直為生命的傳元
[00:18:37.000 --> 00:18:40.000]  以為有很靠得住的關係
[00:18:40.000 --> 00:18:42.000]  但無奈五段的婚姻
[00:18:42.000 --> 00:18:43.000]  五次的盛載
[00:18:43.000 --> 00:18:45.000]  多次的失敗
[00:18:45.000 --> 00:18:48.000]  反映很多人生不如意的事
[00:18:48.000 --> 00:18:51.000]  你以為那件事順利
[00:18:51.000 --> 00:18:52.000]  我們就會找到依靠
[00:18:52.000 --> 00:18:57.000]  滿足到我們生命的空虛
[00:18:57.000 --> 00:18:58.000]  其實我們每一個人
[00:18:58.000 --> 00:19:02.000]  手上都有自己的水桶
[00:19:02.000 --> 00:19:06.000]  一些是我們以為可以滿足到我們的來源
[00:19:06.000 --> 00:19:09.000]  有人的水桶是事業
[00:19:09.000 --> 00:19:12.000]  有人的水桶是關係
[00:19:12.000 --> 00:19:16.000]  有人是子女的成就
[00:19:16.000 --> 00:19:18.000]  有人是別人怎麼看我
[00:19:18.000 --> 00:19:21.000]  這些本身都不是壞事
[00:19:21.000 --> 00:19:22.000]  但請留意
