
[00:00:00.000 --> 00:00:01.000]  兩位主持人早安
[00:02:18.720 --> 00:02:21.640]  所以他們一開始就在這裡轉來轉去
[00:02:21.640 --> 00:02:23.400]  這就是所謂的基本功
[00:02:24.360 --> 00:02:28.640]  每一個科目或每一個行動、每一個活動
[00:02:28.640 --> 00:02:29.960]  都有它的基本功
[00:02:29.960 --> 00:02:31.120]  信仰其實也是一樣
[00:02:31.120 --> 00:02:34.920]  信仰有我們的基礎
[00:02:34.920 --> 00:02:36.240]  我們需要去把握
[00:02:36.240 --> 00:02:38.360]  基礎要做得好
[00:02:38.360 --> 00:02:42.000]  以至你能夠去享受那個活動
[00:02:42.000 --> 00:02:44.720]  能夠享受那個行動
[00:02:44.720 --> 00:02:47.560]  這個回歸基本功是怎樣來的
[00:02:47.560 --> 00:02:49.960]  在不久之前,大概兩星期前
[00:02:51.120 --> 00:02:55.720]  我在社交群組上有人發了一張這樣的照片
[00:02:55.720 --> 00:03:02.200]  社交群組的社交媒體帖文、新聞帖文
[00:03:02.200 --> 00:03:03.560]  有沒有這些東西
[00:03:03.560 --> 00:03:05.000]  沒有
[00:03:05.000 --> 00:03:06.040]  為甚麼我會有呢
[00:03:06.040 --> 00:03:12.280]  因為我很喜歡在家裡做事
[00:03:12.280 --> 00:03:15.560]  做木工、做這個做那個
[00:03:15.560 --> 00:03:16.240]  裝修一下
[00:03:16.240 --> 00:03:17.720]  小的那些,不是大的那些
[00:03:17.720 --> 00:03:19.920]  所以有時候會出現這些東西
[00:03:20.520 --> 00:03:23.000]  我發現這裡很有意思
[00:03:23.000 --> 00:03:24.760]  雖然是一個很簡單的圖
[00:03:24.760 --> 00:03:25.680]  大家可能見過
[00:03:25.680 --> 00:03:28.240]  一個樓越高的時候
[00:03:28.240 --> 00:03:30.360]  它的基礎就需要越深,是嗎
[00:03:30.360 --> 00:03:33.040]  你看到那個基礎
[00:03:33.040 --> 00:03:36.480]  是要下去到下面所謂的背景的地方
[00:03:36.480 --> 00:03:38.040]  床岩的地方
[00:03:38.040 --> 00:03:40.040]  上面的是軟的土
[00:03:40.040 --> 00:03:43.160]  再下去的可能是一些泥沙
[00:03:43.160 --> 00:03:46.040]  然後再下去下面就是一些硬的
[00:03:46.040 --> 00:03:47.520]  不會動的
[00:03:47.520 --> 00:03:50.080]  一些背景的床岩
[00:03:50.640 --> 00:03:51.440]  那些東西是不會動的
[00:03:51.440 --> 00:03:54.640]  所以你的基礎一定要下去到最底最底的地方
[00:03:54.640 --> 00:03:55.600]  最穩定的地方
[00:03:55.600 --> 00:04:01.160]  然後你的建築物才能夠建得高
[00:04:01.160 --> 00:04:03.760]  你看到我們芝加哥特別市中心
[00:04:03.760 --> 00:04:07.160]  有很多新的很高的樓宇,是嗎
[00:04:07.160 --> 00:04:10.920]  當然因為他們的基礎是下去到很深
[00:04:10.920 --> 00:04:15.200]  以至他們能夠建設到這麼高的樓宇
[00:04:15.200 --> 00:04:15.840]  是嗎
[00:04:15.840 --> 00:04:18.640]  最近有沒有看到一些新聞
[00:04:18.720 --> 00:04:19.920]  我看了一個中國大陸的新聞
[00:04:19.920 --> 00:04:21.720]  說有層樓裂開
[00:04:21.720 --> 00:04:22.640]  是嗎
[00:04:22.640 --> 00:04:24.160]  無緣無故裂開
[00:04:24.160 --> 00:04:26.720]  在住宅裏面多麼有趣
[00:04:26.720 --> 00:04:28.080]  真是慘
[00:04:28.080 --> 00:04:31.080]  很多豆腐渣的東西
[00:04:31.080 --> 00:04:33.840]  其實美國也有很多這樣的橋等等
[00:04:33.840 --> 00:04:37.040]  這些建築物都是日久失修,是嗎
[00:04:37.040 --> 00:04:38.600]  因為說的是建築
[00:04:38.600 --> 00:04:41.760]  說的是物質上的建築
[00:04:41.760 --> 00:04:44.400]  但屬靈上也是需要建築的
[00:04:44.400 --> 00:04:46.160]  我們的spiritual life
[00:04:46.400 --> 00:04:49.320]  是需要有basics,有那個foundation
[00:04:49.320 --> 00:04:52.360]  所以在這個系列裏面
[00:04:52.360 --> 00:04:56.080]  我們去說一說有什麼foundation是我們需要的
[00:04:56.080 --> 00:04:57.160]  或者在這個summer裏面
[00:04:57.160 --> 00:04:58.280]  我們需要說一說這件事
[00:04:58.280 --> 00:05:02.080]  我們今天去看一個新約的書信
[00:05:02.080 --> 00:05:03.520]  叫做提摩太后書
[00:05:03.520 --> 00:05:07.560]  提摩太后書第三章裏面說到兩大點
[00:05:07.560 --> 00:05:10.320]  今天的時間的原因
[00:05:10.320 --> 00:05:13.120]  我們只能夠說到頭一大點
[00:05:13.120 --> 00:05:14.400]  兩大點是什麼
[00:05:14.480 --> 00:05:19.680]  第一大點就是忽視主的話語的危險
[00:05:19.680 --> 00:05:22.760]  如果我們忽視主的話語
[00:05:22.760 --> 00:05:24.160]  不去學道的話
[00:05:24.160 --> 00:05:26.600]  不去明白聖經裏面所說的話
[00:05:26.600 --> 00:05:28.680]  就有很大的危機
[00:05:28.680 --> 00:05:30.680]  這是三章一至九節
[00:05:30.680 --> 00:05:32.800]  然後第二大點
[00:05:32.800 --> 00:05:34.240]  就是the benefit
[00:05:34.240 --> 00:05:35.520]  有什麼益處
[00:05:35.520 --> 00:05:37.360]  學習主的道
[00:05:37.360 --> 00:05:39.520]  學習主的道
[00:05:39.520 --> 00:05:42.240]  學習聖經裏面的話語上帝的啟示
[00:05:42.240 --> 00:05:43.160]  有什麼益處
[00:05:43.240 --> 00:05:45.480]  這是三章十至第十七節
[00:05:45.480 --> 00:05:47.600]  整個三章裏面十七節
[00:05:47.600 --> 00:05:49.000]  兩大部分
[00:05:49.000 --> 00:05:51.240]  第一部分就是忽視主的話語
[00:05:51.240 --> 00:05:53.720]  有什麼危機
[00:05:53.720 --> 00:05:59.840]  提摩太后書其實是屬於教穆書信
[00:05:59.840 --> 00:06:02.360]  我們統稱它為教穆書信
[00:06:02.360 --> 00:06:03.440]  Pastoral letters
[00:06:03.440 --> 00:06:06.000]  就是包括有三卷書在裏面
[00:06:06.000 --> 00:06:07.760]  在新約裏面這三卷書
[00:06:07.760 --> 00:06:10.960]  就是提摩太前書、後書和提多書
[00:06:10.960 --> 00:06:13.080]  1 Timothy和Titus
[00:06:13.560 --> 00:06:15.360]  這三卷書我們叫它教穆書信
[00:06:15.360 --> 00:06:16.360]  原因是什麼
[00:06:16.360 --> 00:06:20.600]  因為這三卷書信特別是寶羅寫給他們的徒弟
[00:06:20.600 --> 00:06:22.320]  其中一個就是提摩太
[00:06:22.320 --> 00:06:25.680]  寫給他們怎樣去教導他們
[00:06:25.680 --> 00:06:27.760]  去處理教會裏面的事務
[00:06:27.760 --> 00:06:29.480]  當然如果這樣看的話
[00:06:29.480 --> 00:06:31.080]  所有書信都是這樣的
[00:06:31.080 --> 00:06:34.480]  所有書信都是有關教會的運作
[00:06:34.480 --> 00:06:37.600]  教會的成長、教會的建政等等
[00:06:37.600 --> 00:06:39.520]  哥倫多前後書、羅馬書等等
[00:06:39.520 --> 00:06:40.400]  其實都是這樣
[00:06:40.400 --> 00:06:42.520]  但我們特別叫這三本書做教穆書信
[00:06:42.600 --> 00:06:47.960]  因為特別是一種個人的語氣
[00:06:47.960 --> 00:06:50.480]  來一個師父寶羅
[00:06:50.480 --> 00:06:54.240]  去跟他的徒弟說一番話
[00:06:54.240 --> 00:06:55.680]  去叮嚀他
[00:06:55.680 --> 00:06:58.640]  告訴他教會裏面有什麼事發生
[00:06:58.640 --> 00:07:02.400]  你要怎樣去處理、怎樣去牧養
[00:07:02.400 --> 00:07:06.160]  所以我們今天看提摩太後書
[00:07:06.160 --> 00:07:08.320]  你知道當時第一世紀
[00:07:08.320 --> 00:07:11.080]  寶羅去到不同的地方傳福音的時候
[00:07:11.080 --> 00:07:12.000]  有人信主
[00:07:12.520 --> 00:07:13.840]  然後他們建立了教會
[00:07:13.840 --> 00:07:15.840]  在不同的城市、不同的社區
[00:07:15.840 --> 00:07:18.200]  不同的國內有一些所謂小組的教會
[00:07:18.200 --> 00:07:20.160]  那時候教會很小的
[00:07:20.160 --> 00:07:21.640]  在家裏聚會的
[00:07:21.640 --> 00:07:23.600]  在家裏聚會的
[00:07:23.600 --> 00:07:26.120]  每個星期一次或者多過一次
[00:07:26.120 --> 00:07:29.120]  他們去到聚會的時候
[00:07:29.120 --> 00:07:30.800]  他們就會有教導的時間
[00:07:30.800 --> 00:07:32.680]  讀一些上帝的華語
[00:07:32.680 --> 00:07:33.880]  當時沒有新約聖經
[00:07:33.880 --> 00:07:35.320]  只有舊約聖經
[00:07:35.320 --> 00:07:37.800]  所以他們讀摩西五經等等
[00:07:37.800 --> 00:07:39.680]  有時候加起來
[00:07:39.760 --> 00:07:43.040]  就是寶羅會寫信給一些教會
[00:07:43.040 --> 00:07:44.680]  好像寫了電郵給他們
[00:07:44.680 --> 00:07:45.680]  告訴他們
[00:07:45.680 --> 00:07:46.440]  記住了
[00:07:46.440 --> 00:07:48.160]  你們聚會的時候
[00:07:48.160 --> 00:07:49.880]  你們聽清楚我說什麼
[00:07:49.880 --> 00:07:53.800]  教目書信就是其中一些新約的書信
[00:07:53.800 --> 00:07:56.520]  他就是給一些信仰的群體
[00:07:56.520 --> 00:07:57.720]  來指導他們
[00:07:57.720 --> 00:08:00.040]  很多時候這些教會
[00:08:00.040 --> 00:08:01.280]  初生的教會
[00:08:01.280 --> 00:08:04.280]  在一些大都會裏面
[00:08:04.280 --> 00:08:05.720]  去到存在的時候
[00:08:05.720 --> 00:08:07.840]  就有很多的挑戰、很多的危機
[00:08:08.520 --> 00:08:10.000]  特別是一些內環
[00:08:10.000 --> 00:08:13.040]  內環中間可能有一些問題
[00:08:13.040 --> 00:08:15.720]  或者一些張力、關係搞得不好等等
[00:08:15.720 --> 00:08:17.480]  這個是內環
[00:08:17.480 --> 00:08:21.400]  也有外憂
[00:08:21.400 --> 00:08:23.480]  有外環
[00:08:23.480 --> 00:08:28.480]  因為大都會裏面有很多不同的文化衝擊
[00:08:28.480 --> 00:08:29.920]  或者思想的衝擊
[00:08:29.920 --> 00:08:31.360]  宗教的勢力等等
[00:08:31.360 --> 00:08:33.200]  就會滲入這些教會裏面
[00:08:33.200 --> 00:08:34.800]  特別是提摩太前後書
[00:08:34.800 --> 00:08:36.000]  就有一些異端出現
[00:08:36.000 --> 00:08:37.000]  有一些假教師
[00:08:37.360 --> 00:08:38.760]  進入了教會後
[00:08:38.760 --> 00:08:42.200]  去到迷惑不同的人
[00:08:42.200 --> 00:08:45.440]  於是保羅就寫這些書信
[00:08:45.440 --> 00:08:46.720]  叫人帶去
[00:08:46.720 --> 00:08:48.640]  然後去到那個教會
[00:08:48.640 --> 00:08:50.160]  就去宣讀
[00:08:50.160 --> 00:08:51.400]  去教導他們
[00:08:51.400 --> 00:08:53.320]  提摩太當時在哪裏呢
[00:08:53.320 --> 00:08:56.480]  提摩太在羅馬帝國的東邊
[00:08:56.480 --> 00:08:58.920]  一個大的城市叫以弗所
[00:08:58.920 --> 00:09:00.400]  Ephesus
[00:09:00.400 --> 00:09:02.800]  你可以想像在一個大的城市
[00:09:02.800 --> 00:09:04.960]  當時的世界裏面
[00:09:04.960 --> 00:09:07.080]  數一數二的大城市
[00:09:08.080 --> 00:09:09.080]  在裏面去到
[00:09:09.080 --> 00:09:11.240]  牧羊教會
[00:09:11.240 --> 00:09:14.240]  是一個很大的使命
[00:09:14.240 --> 00:09:16.960]  所以保羅對他的徒弟
[00:09:16.960 --> 00:09:19.400]  提摩太就好像父親對兒子一樣
[00:09:19.400 --> 00:09:21.800]  其實他們叫大家
[00:09:21.800 --> 00:09:23.600]  是屬靈的父子
[00:09:23.600 --> 00:09:26.080]  因為是他帶大的
[00:09:26.080 --> 00:09:29.440]  所以他寫了這些書信給提摩太
[00:09:29.440 --> 00:09:32.520]  就去教導他怎樣去牧羊教會
[00:09:32.520 --> 00:09:36.120]  提摩太前後書就是這樣類型的書信
[00:09:36.800 --> 00:09:40.920]  有一點像牧師在職的訓練
[00:09:40.920 --> 00:09:42.640]  再寫一封書信給他
[00:09:42.640 --> 00:09:44.600]  再提醒他一些基本的東西
[00:09:44.600 --> 00:09:46.520]  或者一些重要的東西
[00:09:46.520 --> 00:09:48.920]  講到福音的因典
[00:09:48.920 --> 00:09:52.800]  提摩太前後書講到什麼叫Sound teaching
[00:09:52.800 --> 00:09:55.000]  什麼叫正統
[00:09:55.000 --> 00:09:57.080]  確立的教義
[00:09:57.080 --> 00:09:59.160]  這些教導對於教會
[00:09:59.160 --> 00:10:00.680]  對於基督徒的生命是重要的
[00:10:00.680 --> 00:10:03.280]  特別在教會裏面選立
[00:10:03.280 --> 00:10:04.440]  執事
[00:10:04.440 --> 00:10:06.400]  領袖
[00:10:07.000 --> 00:10:09.320]  他們的質素應該怎樣
[00:10:09.320 --> 00:10:11.320]  要有什麼Qualification
[00:10:11.320 --> 00:10:15.320]  所以保羅就在這兩封書信裏面
[00:10:15.320 --> 00:10:17.880]  用一個很叮嚀的口吻
[00:10:17.880 --> 00:10:19.920]  去告訴提摩太
[00:10:19.920 --> 00:10:21.200]  你需要忍耐
[00:10:21.200 --> 00:10:23.600]  需要在艱難當中
[00:10:23.600 --> 00:10:26.720]  在試煉當中去Tough it out
[00:10:26.720 --> 00:10:28.640]  要盡力
[00:10:28.640 --> 00:10:30.200]  繼續去侍奉
[00:10:30.200 --> 00:10:31.400]  繼續去牧羊教會
[00:10:31.400 --> 00:10:33.480]  今天我們看提摩太後書第三章
[00:10:33.480 --> 00:10:35.600]  提摩太後書第三章
[00:10:35.640 --> 00:10:36.800]  我們看兩段
[00:10:36.800 --> 00:10:38.400]  第一段
[00:10:38.400 --> 00:10:40.120]  一至到第五節
[00:10:40.120 --> 00:10:41.840]  你該知道
[00:10:41.840 --> 00:10:43.320]  他跟提摩太說
[00:10:43.320 --> 00:10:44.520]  提摩太你該知道
[00:10:44.520 --> 00:10:47.800]  末世必有艱難的日子來到
[00:10:47.800 --> 00:10:50.600]  那時人會專愛自己
[00:10:50.600 --> 00:10:52.360]  貪愛錢財
[00:10:52.360 --> 00:10:53.480]  自誇
[00:10:53.480 --> 00:10:54.280]  狂傲
[00:10:54.280 --> 00:10:56.000]  狂傲
[00:10:56.000 --> 00:10:57.200]  毀謗
[00:10:57.200 --> 00:10:58.520]  違背父母
[00:10:58.520 --> 00:10:59.320]  忘恩負義
[00:10:59.320 --> 00:11:00.040]  心不勝結
[00:11:00.040 --> 00:11:01.400]  沒有親情
[00:11:01.400 --> 00:11:02.600]  抗拒和解
[00:11:02.600 --> 00:11:03.320]  哭說
[00:11:03.320 --> 00:11:04.040]  殘言
[00:11:04.760 --> 00:11:06.240]  不能節制性情
[00:11:06.240 --> 00:11:06.920]  兇暴
[00:11:06.920 --> 00:11:08.600]  不愛良善
[00:11:08.600 --> 00:11:09.880]  賣主賣友
[00:11:09.880 --> 00:11:11.280]  任意妄為
[00:11:11.280 --> 00:11:12.440]  自高自大
[00:11:12.440 --> 00:11:15.320]  愛好燕落
[00:11:15.320 --> 00:11:16.560]  不愛上帝
[00:11:16.560 --> 00:11:18.600]  有敬權的外貌
[00:11:18.600 --> 00:11:21.760]  卻背棄了敬權的實質
[00:11:21.760 --> 00:11:22.920]  這當日
[00:11:22.920 --> 00:11:25.160]  你要避開
[00:11:25.160 --> 00:11:28.400]  什麼叫做末世
[00:11:28.400 --> 00:11:31.920]  末世在新說聖經裡面的教導
[00:11:31.920 --> 00:11:34.440]  就是耶穌第一次來
[00:11:35.320 --> 00:11:36.280]  在十字架上死
[00:11:36.280 --> 00:11:36.920]  然後復活
[00:11:36.920 --> 00:11:37.680]  升天
[00:11:37.680 --> 00:11:38.800]  第一次的來
[00:11:38.800 --> 00:11:40.920]  直到耶穌再回來
[00:11:40.920 --> 00:11:41.880]  耶穌再來
[00:11:41.880 --> 00:11:43.640]  耶穌當然還沒再來
[00:11:43.640 --> 00:11:44.880]  是將來的事
[00:11:44.880 --> 00:11:46.600]  隨時會發生的事
[00:11:46.600 --> 00:11:47.640]  任何時候
[00:11:47.640 --> 00:11:49.320]  第一次和第二次的來
[00:11:49.320 --> 00:11:51.160]  中間這段時間
[00:11:51.160 --> 00:11:54.320]  就是新約裡面所說的最後一天
[00:11:54.320 --> 00:11:57.960]  不要說最後一天就快來了
[00:11:57.960 --> 00:11:59.160]  我們快來到末世的日子
[00:11:59.160 --> 00:11:59.640]  不
[00:11:59.640 --> 00:12:01.800]  已經是末世的日子了
[00:12:01.800 --> 00:12:03.480]  現在已經是
[00:12:04.000 --> 00:12:04.360]  Right
[00:12:04.360 --> 00:12:06.360]  你想想死風書信的時候
[00:12:06.360 --> 00:12:07.600]  是當時第一世紀
[00:12:07.600 --> 00:12:08.280]  是吧
[00:12:08.280 --> 00:12:10.520]  整段時間到現在
[00:12:10.520 --> 00:12:12.080]  都是末世的時候
[00:12:12.080 --> 00:12:12.320]  Right
[00:12:12.320 --> 00:12:14.320]  保羅說末世的時候
[00:12:14.320 --> 00:12:15.800]  會有艱難的時候
[00:12:15.800 --> 00:12:18.040]  這不是一個easy time來的
[00:12:18.040 --> 00:12:20.120]  他和提摩太說
[00:12:20.120 --> 00:12:23.360]  和這位初生的年輕的牧者
[00:12:23.360 --> 00:12:24.720]  告訴他
[00:12:24.720 --> 00:12:25.760]  You know what
[00:12:25.760 --> 00:12:28.680]  你不要將這些浪漫化
[00:12:28.680 --> 00:12:30.840]  我們牧羊教會
[00:12:30.840 --> 00:12:32.400]  或者在這個末世當中
[00:12:32.400 --> 00:12:34.240]  是有difficult times
[00:12:34.240 --> 00:12:36.000]  作為一個信徒
[00:12:36.000 --> 00:12:37.600]  都會有difficult times
[00:12:37.600 --> 00:12:37.880]  Right
[00:12:37.880 --> 00:12:40.600]  然後他就形容裡面的人
[00:12:40.600 --> 00:12:42.360]  是一種怎樣的人
[00:12:42.360 --> 00:12:42.880]  Right
[00:12:42.880 --> 00:12:45.640]  列舉一大堆的東西
[00:12:45.640 --> 00:12:46.680]  當時新約的書信
[00:12:46.680 --> 00:12:48.560]  或者當時希羅的書信都是這樣
[00:12:48.560 --> 00:12:50.440]  要去爭論一件事
[00:12:50.440 --> 00:12:51.600]  要去論證一件事的時候
[00:12:51.600 --> 00:12:52.720]  他就給你一個list
[00:12:52.720 --> 00:12:55.040]  給你一個長的list
[00:12:55.040 --> 00:12:55.800]  就是告訴你
[00:12:55.800 --> 00:12:56.680]  你服不服
[00:12:56.680 --> 00:12:57.320]  明不明
[00:12:57.320 --> 00:12:59.320]  你看看這裡的
[00:12:59.320 --> 00:13:01.640]  對人的描述
[00:13:02.000 --> 00:13:03.560]  末世裡面的人
[00:13:03.560 --> 00:13:04.440]  會是怎樣
[00:13:04.440 --> 00:13:06.080]  不愛真理
[00:13:06.080 --> 00:13:08.520]  聽見真理的時候覺得
[00:13:08.520 --> 00:13:09.640]  很不舒服
[00:13:09.640 --> 00:13:10.360]  不喜歡聽
[00:13:10.360 --> 00:13:11.040]  Right
[00:13:11.040 --> 00:13:13.040]  你看看保羅怎樣形容這些人
[00:13:13.040 --> 00:13:14.520]  愛自己的
[00:13:14.520 --> 00:13:16.040]  什麼是行先
[00:13:16.040 --> 00:13:18.320]  是自己的前菜行先
[00:13:18.320 --> 00:13:18.720]  Right
[00:13:18.720 --> 00:13:20.280]  然後呢
[00:13:20.280 --> 00:13:22.040]  狂傲的去到
[00:13:22.040 --> 00:13:23.160]  敵黨
[00:13:23.160 --> 00:13:24.520]  上帝的權威
[00:13:24.520 --> 00:13:25.320]  上帝的話語
[00:13:25.320 --> 00:13:28.720]  你可以大概將他總結出來
[00:13:28.720 --> 00:13:29.760]  就是
[00:13:29.760 --> 00:13:30.640]  這些人
[00:13:30.640 --> 00:13:31.720]  就是
[00:13:32.720 --> 00:13:33.560]  最後這句
[00:13:33.560 --> 00:13:35.160]  有敬虔的外貌
[00:13:35.160 --> 00:13:37.040]  背棄了
[00:13:37.040 --> 00:13:38.280]  敬虔的
[00:13:38.280 --> 00:13:39.160]  實質
[00:13:39.160 --> 00:13:42.000]  這班人是自己先行的
[00:13:42.000 --> 00:13:43.800]  是敵黨上帝的
[00:13:43.800 --> 00:13:44.760]  Right
[00:13:44.760 --> 00:13:46.320]  這個就是末世的時候
[00:13:46.320 --> 00:13:49.440]  如果當時保羅和提摩泰
[00:13:49.440 --> 00:13:50.560]  是見到這樣的情況
[00:13:50.560 --> 00:13:52.160]  我相信我們今天
[00:13:52.160 --> 00:13:53.800]  就更加見到
[00:13:53.800 --> 00:13:54.760]  Right
[00:13:54.760 --> 00:13:55.800]  對嗎
[00:13:55.800 --> 00:13:59.320]  無論你是在這些社交群組裡面
[00:13:59.320 --> 00:14:00.040]  收到的消息
[00:14:00.600 --> 00:14:02.040]  或者聽到一些新聞
[00:14:02.040 --> 00:14:04.400]  或者在社區裡面等等
[00:14:04.400 --> 00:14:06.320]  可能甚至是你
[00:14:06.320 --> 00:14:10.440]  可能就是屬於這種描述
[00:14:10.440 --> 00:14:13.240]  敵黨上帝自高自大
[00:14:13.240 --> 00:14:15.760]  愛好的是獻下自己的禱福
[00:14:15.760 --> 00:14:17.080]  不愛上帝
[00:14:17.080 --> 00:14:18.240]  心不成結
[00:14:18.240 --> 00:14:19.280]  忘恩負義
[00:14:19.280 --> 00:14:19.680]  Right
[00:14:19.680 --> 00:14:23.120]  是很可怕的事情
[00:14:23.120 --> 00:14:23.960]  Right
[00:14:23.960 --> 00:14:26.280]  今天也是一樣
[00:14:26.280 --> 00:14:28.560]  或者甚至今天是更加
[00:14:29.680 --> 00:14:30.720]  再看下去第六節
[00:14:30.720 --> 00:14:35.760]  他說他們當中有人潛入別人的家裡面
[00:14:35.760 --> 00:14:37.840]  操縱無知的婦女
[00:14:37.840 --> 00:14:40.840]  這些婦女被罪惡壓制
[00:14:40.840 --> 00:14:42.840]  被各樣的私慾引誘
[00:14:42.840 --> 00:14:45.560]  雖然常常學習忠九末法
[00:14:45.560 --> 00:14:48.120]  達到明白真理的地步
[00:14:48.120 --> 00:14:52.160]  從前雅尼和楊比
[00:14:52.160 --> 00:14:55.280]  怎樣反對末世
[00:14:55.280 --> 00:14:57.560]  這班人也怎樣敵黨真理
[00:14:57.560 --> 00:14:59.240]  他們的心地敗壞
[00:14:59.400 --> 00:15:00.480]  信仰經不起考驗
[00:15:00.480 --> 00:15:02.080]  然而他們沒有進步
[00:15:02.080 --> 00:15:05.360]  因為他們的愚昧必在眾人面前顯露出來
[00:15:05.360 --> 00:15:06.600]  像那兩人
[00:15:06.600 --> 00:15:08.440]  就是雅尼和楊比一樣
[00:15:08.440 --> 00:15:11.080]  潛入家裡面
[00:15:11.080 --> 00:15:11.760]  正如我所說
[00:15:11.760 --> 00:15:14.280]  當時的教會是House Churches
[00:15:14.280 --> 00:15:15.800]  是家庭教會
[00:15:15.800 --> 00:15:17.960]  他們潛入家裡面
[00:15:17.960 --> 00:15:20.240]  這些假的教師想操縱什麼
[00:15:20.240 --> 00:15:21.480]  就是無知的婦女
[00:15:21.480 --> 00:15:24.720]  然後又趁著這些婦女
[00:15:24.720 --> 00:15:26.080]  她的私慾
[00:15:26.080 --> 00:15:27.920]  她自己的desire
