
[00:00:00.000 --> 00:00:01.400]   email, so yeah.
[00:14:34.180 --> 00:14:38.700]   you know this tunnel, 2,000 feet long,
[00:14:38.700 --> 00:14:40.300]   a body width, right?
[00:14:40.300 --> 00:14:43.860]   If you're too big in size, you cannot fit in, right?
[00:14:43.860 --> 00:14:45.260]   And good luck to you, right?
[00:14:45.260 --> 00:14:50.700]   And then water flowing from the spring
[00:14:50.700 --> 00:14:54.740]   all the way to the Siloam Pool inside the city.
[00:14:54.740 --> 00:14:56.900]   This water tunnel, this plumbing system
[00:14:56.900 --> 00:15:01.860]   was the greatest achievement in his time
[00:15:01.860 --> 00:15:03.540]   in the entire world.
[00:15:03.540 --> 00:15:06.580]   You go back to 700 BC,
[00:15:06.580 --> 00:15:12.060]   the greatest plumbing system was done by Hezekiah Tunnel.
[00:15:12.060 --> 00:15:13.820]   You can't find it in Rome.
[00:15:13.820 --> 00:15:15.940]   You can't find it in Greece.
[00:15:15.940 --> 00:15:18.940]   You can't find it in Iran or Iraq.
[00:15:18.940 --> 00:15:21.820]   The greatest plumbing system of all time
[00:15:21.820 --> 00:15:25.180]   during Hezekiah's time was found there.
[00:15:25.180 --> 00:15:27.780]   And we were walking through it, right?
[00:15:27.780 --> 00:15:29.580]   The greatest plumbing system.
[00:15:29.580 --> 00:15:30.780]   Probably the plumbing system is better
[00:15:30.780 --> 00:15:32.580]   than those in your homes.
[00:15:32.580 --> 00:15:35.620]   The best plumbing system.
[00:15:35.620 --> 00:15:37.460]   The best achievement.
[00:15:37.460 --> 00:15:38.700]   And because of that,
[00:15:38.700 --> 00:15:43.820]   now one of the questions is why the tunnel was not straight?
[00:15:43.820 --> 00:15:46.700]   Why wasn't it straight?
[00:15:46.700 --> 00:15:47.860]   From left to right,
[00:15:47.860 --> 00:15:52.380]   the shortest distance should be a straight line, right?
[00:15:52.380 --> 00:15:53.740]   Through the mountain, right?
[00:15:53.740 --> 00:15:56.460]   You just hill through the mountain, straight line.
[00:15:56.460 --> 00:15:57.380]   Now what happened was that
[00:15:57.380 --> 00:16:00.420]   because during the Assyrian crisis,
[00:16:00.420 --> 00:16:03.820]   they had to build this plumbing system ASAP,
[00:16:03.820 --> 00:16:05.340]   as soon as possible.
[00:16:05.340 --> 00:16:07.740]   So he divided into two teams of workers.
[00:16:07.740 --> 00:16:09.140]   They're trying to dig from,
[00:16:09.140 --> 00:16:12.500]   one dig from the spring, downhill.
[00:16:12.500 --> 00:16:16.500]   The other team, team B, is digging from the water pool
[00:16:16.500 --> 00:16:21.060]   at, on your lower left, all the way uphill.
[00:16:21.060 --> 00:16:24.580]   And they're trying to hear the noise of digging.
[00:16:24.580 --> 00:16:26.940]   Trying to discern where the other team is.
[00:16:26.940 --> 00:16:28.900]   So they're trying to dig through the mountain.
[00:16:28.900 --> 00:16:33.260]   That's why it's curving around inside the mountain.
[00:16:33.260 --> 00:16:35.740]   Now this is a great achievement
[00:16:35.740 --> 00:16:38.700]   because, no, you didn't have any GPS, right?
[00:16:38.700 --> 00:16:40.780]   You didn't even have flashlight back then.
[00:16:40.780 --> 00:16:43.260]   You only have oil lamp, right?
[00:16:43.260 --> 00:16:44.940]   You have oil lamp and candle,
[00:16:44.940 --> 00:16:47.340]   and then you have to go through the mountain,
[00:16:47.340 --> 00:16:52.460]   totally dark, and try to hear the noise
[00:16:52.460 --> 00:16:55.820]   so that you can meet together at the midpoint.
[00:16:55.820 --> 00:16:57.060]   You see the midpoint?
[00:16:57.060 --> 00:16:59.140]   They're trying to dig in, you know,
[00:16:59.140 --> 00:17:00.740]   with some excitement, right?
[00:17:00.740 --> 00:17:02.100]   You want to get to work, right?
[00:17:02.100 --> 00:17:03.540]   Because the Assyrians are coming.
[00:17:03.540 --> 00:17:05.340]   Crisis is coming to us.
[00:17:05.340 --> 00:17:06.540]   So they're trying to meet together.
[00:17:06.540 --> 00:17:09.140]   So the middle point is kind of like,
[00:17:09.140 --> 00:17:10.260]   there are some false starts,
[00:17:10.260 --> 00:17:13.820]   there are some false places
[00:17:13.820 --> 00:17:15.860]   they have to correct themselves.
[00:17:15.860 --> 00:17:18.380]   So that's why the tunnel is not straight.
[00:17:18.380 --> 00:17:22.340]   And then toward the end, there is an inscription.
[00:17:22.340 --> 00:17:25.260]   About 150 years ago, there's a high school boy
[00:17:25.260 --> 00:17:28.900]   who skipped school that day, 150 years ago.
[00:17:28.900 --> 00:17:31.340]   And then he was swimming in the pool.
[00:17:31.340 --> 00:17:34.380]   And then he started to say to himself,
[00:17:34.380 --> 00:17:37.300]   "Okay, let me go inside the tunnel."
[00:17:37.300 --> 00:17:39.740]   So he swam, swimming, swimming,
[00:17:39.740 --> 00:17:42.340]   and swim a little bit into the tunnel,
[00:17:42.340 --> 00:17:45.780]   about six meters deep inside the tunnel.
[00:17:45.780 --> 00:17:47.140]   And then he slipped.
[00:17:47.140 --> 00:17:51.220]   He drowned a little bit, and then he got up.
[00:17:51.220 --> 00:17:52.740]   And then he wiped his face,
[00:17:52.740 --> 00:17:57.300]   and he saw a stone inscription on the side of the tunnel.
[00:17:57.300 --> 00:18:01.540]   And that inscription can be translated,
[00:18:01.540 --> 00:18:04.940]   and it is kind of, you know,
[00:18:04.940 --> 00:18:07.620]   two feet by one foot,
[00:18:07.620 --> 00:18:11.100]   a stone inscription.
[00:18:11.100 --> 00:18:12.700]   And if you translate it,
[00:18:12.700 --> 00:18:16.660]   what it says is the story of digging through the tunnel.
[00:18:16.660 --> 00:18:18.220]   Let me translate it.
[00:18:18.220 --> 00:18:21.620]   The tunnel, this is the story of the tunnel.
[00:18:21.620 --> 00:18:24.340]   And they are digging against each other
[00:18:24.340 --> 00:18:26.540]   while three cubits was left.
[00:18:26.540 --> 00:18:29.460]   The voice of a man called to his teammate,
[00:18:29.460 --> 00:18:32.980]   his counterpart, and there was a sada,
[00:18:32.980 --> 00:18:34.420]   whatever that is, right?
[00:18:34.420 --> 00:18:36.820]   Probably a crack in the rock.
[00:18:36.820 --> 00:18:38.620]   And on the right and on the left,
[00:18:38.620 --> 00:18:39.860]   on the day of the tunnel,
[00:18:39.860 --> 00:18:42.300]   the stone covers struck each other
[00:18:42.300 --> 00:18:46.300]   toward his counterpart, X against X,
[00:18:46.300 --> 00:18:49.940]   and flow water from the source, the Gihon Spring,
[00:18:49.940 --> 00:18:54.700]   to the port for 1,200 cubits.
[00:18:54.700 --> 00:18:58.340]   It's about 1,900 feet long,
[00:18:58.340 --> 00:19:03.340]   and six cubit high in terms of the height of the tunnel
[00:19:03.340 --> 00:19:05.900]   over the head of the stone covers.
[00:19:05.900 --> 00:19:07.260]   Now, I don't know how to translate
[00:19:07.260 --> 00:19:10.780]   to express the excitement,
[00:19:10.780 --> 00:19:13.260]   because this is a historical record, right?
[00:19:13.260 --> 00:19:15.140]   So all you can do, all I can do,
[00:19:15.140 --> 00:19:18.180]   is add exclamation mark, right?
[00:19:18.180 --> 00:19:19.740]   You add a lot of exclamation mark.
[00:19:19.740 --> 00:19:23.580]   This is the greatest achievement of all time.
[00:19:23.580 --> 00:19:27.580]   It is the water tunnel is being done, right?
[00:19:27.580 --> 00:19:30.340]   So the high school boy who skipped school that day
[00:19:30.340 --> 00:19:33.700]   found this important inscription.
[00:19:33.700 --> 00:19:36.540]   So I guess one of the lesson is it's okay to skip school.
[00:19:37.540 --> 00:19:41.340]   You found something really, really important, right?
[00:19:41.340 --> 00:19:44.620]   Anyways, this is what the Bible recorded.
[00:19:44.620 --> 00:19:49.420]   This is the water tunnel, the greatest achievement of all.
[00:19:49.420 --> 00:19:53.940]   And second king did not fail to mention it.
[00:19:53.940 --> 00:19:55.300]   And that's the first point.
[00:19:55.300 --> 00:19:57.700]   But the second point I want to bring out
[00:19:57.700 --> 00:19:59.700]   is the importance of faith.
[00:19:59.700 --> 00:20:04.140]   Let me try to understand the biblical perspective
[00:20:04.140 --> 00:20:06.060]   on the life of Hezekiah.
[00:20:07.020 --> 00:20:09.580]   And how does the Bible see your life?
[00:20:09.580 --> 00:20:13.500]   How does Bible evaluate your life?
[00:20:13.500 --> 00:20:17.180]   How does the Bible evaluate the reign of Hezekiah?
[00:20:17.180 --> 00:20:22.380]   Let's take a look at this passage again.
[00:20:22.380 --> 00:20:24.340]   2020, second Kings.
[00:20:24.340 --> 00:20:27.740]   The rest of the events in Hezekiah's reign,
[00:20:27.740 --> 00:20:30.180]   including the extent of his power,
[00:20:30.180 --> 00:20:33.020]   how he built this and that water tunnel,
[00:20:33.020 --> 00:20:36.980]   recorded somewhere else in the book of history
[00:20:36.980 --> 00:20:38.340]   of the kings of Judah.
[00:20:38.340 --> 00:20:45.020]   Now this face, the rest of his achievements,
[00:20:45.020 --> 00:20:51.740]   is often repeated throughout the book of first and second Kings
[00:20:51.740 --> 00:20:55.620]   for each king, his political history.
[00:20:55.620 --> 00:21:00.140]   At the end of it, the book of Kings always concludes
[00:21:00.140 --> 00:21:03.620]   the rest of the events of this king or that king.
[00:21:03.620 --> 00:21:08.660]   Now in terms of Hezekiah, the Bible sees,
[00:21:08.660 --> 00:21:13.660]   did record the great achievement, the water tunnel.
[00:21:13.660 --> 00:21:17.900]   Again, it's the best plumbing system in his time
[00:21:17.900 --> 00:21:18.740]   in the world.
[00:21:18.740 --> 00:21:22.060]   However, what is the key word here?
[00:21:22.060 --> 00:21:26.260]   The key word is the rest.
[00:21:28.340 --> 00:21:33.340]   Now if you record, if you are the court historian,
[00:21:33.340 --> 00:21:37.460]   if you're going to write a book on Hezekiah,
[00:21:37.460 --> 00:21:40.380]   what would you spend most of your details
[00:21:40.380 --> 00:21:41.900]   or most of your content on?
[00:21:41.900 --> 00:21:45.800]   You're gonna talk about this tunnel.
[00:21:45.800 --> 00:21:49.560]   You're gonna talk about the engineering project,
[00:21:49.560 --> 00:21:52.200]   the water engineering project, right?
[00:21:52.200 --> 00:21:56.020]   Now if you have read some of the political history
[00:21:56.020 --> 00:21:59.380]   or autobiographies of politicians,
[00:21:59.380 --> 00:22:01.780]   you will open the book and you find,
[00:22:01.780 --> 00:22:05.400]   okay, this president or that politician
[00:22:05.400 --> 00:22:07.860]   has done something great, right?
[00:22:07.860 --> 00:22:12.420]   That's what biography, royal biography does.
[00:22:12.420 --> 00:22:17.420]   To praise a guy or a lady,
[00:22:17.420 --> 00:22:22.000]   how, what great achievement he has done or she has done.
[00:22:22.980 --> 00:22:25.980]   All kinds of autobiographies,
[00:22:25.980 --> 00:22:32.340]   Obama, Hillary Clinton, or whatever big politicians,
[00:22:32.340 --> 00:22:35.260]   when they write their own biography,
[00:22:35.260 --> 00:22:37.020]   when they write their own story,
