
[00:00:00.000 --> 00:00:03.360]   [END PLAYBACK]
[00:05:09.840 --> 00:05:11.840]   [NON-ENGLISH SPEECH]
[00:05:11.840 --> 00:05:13.840]   [NON-ENGLISH SPEECH]
[00:05:13.840 --> 00:05:15.840]   [NON-ENGLISH SPEECH]
[00:05:15.840 --> 00:05:17.840]   [NON-ENGLISH SPEECH]
[00:05:17.840 --> 00:05:19.840]   [NON-ENGLISH SPEECH]
[00:05:19.840 --> 00:05:21.840]   [NON-ENGLISH SPEECH]
[00:05:21.840 --> 00:05:23.840]   [NON-ENGLISH SPEECH]
[00:05:24.040 --> 00:05:25.040]   [NON-ENGLISH SPEECH]
[00:05:25.040 --> 00:05:27.040]   [NON-ENGLISH SPEECH]
[00:05:27.040 --> 00:05:29.040]   [NON-ENGLISH SPEECH]
[00:05:29.040 --> 00:05:31.040]   [NON-ENGLISH SPEECH]
[00:05:31.040 --> 00:05:33.040]   [NON-ENGLISH SPEECH]
[00:05:33.040 --> 00:05:35.040]   [NON-ENGLISH SPEECH]
[00:05:35.040 --> 00:05:37.040]   [NON-ENGLISH SPEECH]
[00:05:37.040 --> 00:05:39.040]   [NON-ENGLISH SPEECH]
[00:05:39.040 --> 00:05:41.040]   [NON-ENGLISH SPEECH]
[00:05:41.040 --> 00:05:43.040]   [NON-ENGLISH SPEECH]
[00:05:43.040 --> 00:05:45.040]   [NON-ENGLISH SPEECH]
[00:05:45.040 --> 00:05:47.040]   [NON-ENGLISH SPEECH]
[00:05:47.040 --> 00:05:49.040]   [NON-ENGLISH SPEECH]
[00:05:49.040 --> 00:05:51.040]   [NON-ENGLISH SPEECH]
[00:05:51.040 --> 00:05:53.040]   [NON-ENGLISH SPEECH]
[00:05:53.240 --> 00:05:54.240]   [NON-ENGLISH SPEECH]
[00:05:54.240 --> 00:05:56.240]   [NON-ENGLISH SPEECH]
[00:05:56.240 --> 00:05:58.240]   [NON-ENGLISH SPEECH]
[00:05:58.240 --> 00:06:00.240]   [NON-ENGLISH SPEECH]
[00:06:00.240 --> 00:06:02.240]   [NON-ENGLISH SPEECH]
[00:06:02.240 --> 00:06:04.240]   [NON-ENGLISH SPEECH]
[00:06:04.240 --> 00:06:06.240]   [NON-ENGLISH SPEECH]
[00:06:06.240 --> 00:06:08.240]   [NON-ENGLISH SPEECH]
[00:06:08.240 --> 00:06:10.240]   [NON-ENGLISH SPEECH]
[00:06:10.240 --> 00:06:12.240]   [NON-ENGLISH SPEECH]
[00:06:12.240 --> 00:06:14.240]   [NON-ENGLISH SPEECH]
[00:06:14.240 --> 00:06:16.240]   [NON-ENGLISH SPEECH]
[00:06:16.240 --> 00:06:18.240]   [NON-ENGLISH SPEECH]
[00:06:18.240 --> 00:06:20.240]   [NON-ENGLISH SPEECH]
[00:06:20.240 --> 00:06:22.240]   [NON-ENGLISH SPEECH]
[00:06:22.440 --> 00:06:23.440]   [NON-ENGLISH SPEECH]
[00:06:23.440 --> 00:06:25.440]   [NON-ENGLISH SPEECH]
[00:06:25.440 --> 00:06:27.440]   [NON-ENGLISH SPEECH]
[00:06:27.440 --> 00:06:29.440]   [NON-ENGLISH SPEECH]
[00:06:29.440 --> 00:06:31.440]   [NON-ENGLISH SPEECH]
[00:06:31.440 --> 00:06:33.440]   [NON-ENGLISH SPEECH]
[00:06:33.440 --> 00:06:35.440]   [NON-ENGLISH SPEECH]
[00:06:35.440 --> 00:06:37.440]   [NON-ENGLISH SPEECH]
[00:06:37.440 --> 00:06:39.440]   [NON-ENGLISH SPEECH]
[00:06:39.440 --> 00:06:41.440]   [NON-ENGLISH SPEECH]
[00:06:41.440 --> 00:06:43.440]   [NON-ENGLISH SPEECH]
[00:06:43.440 --> 00:06:45.440]   [NON-ENGLISH SPEECH]
[00:06:45.440 --> 00:06:47.440]   [NON-ENGLISH SPEECH]
[00:06:47.440 --> 00:06:49.440]   [NON-ENGLISH SPEECH]
[00:06:49.440 --> 00:06:51.440]   [NON-ENGLISH SPEECH]
[00:06:51.640 --> 00:06:52.640]   [NON-ENGLISH SPEECH]
[00:06:52.640 --> 00:06:54.640]   [NON-ENGLISH SPEECH]
[00:06:54.640 --> 00:06:56.640]   [NON-ENGLISH SPEECH]
[00:06:56.640 --> 00:06:58.640]   [NON-ENGLISH SPEECH]
[00:06:58.640 --> 00:07:00.640]   [NON-ENGLISH SPEECH]
[00:07:00.640 --> 00:07:02.640]   [NON-ENGLISH SPEECH]
[00:07:02.640 --> 00:07:04.640]   [NON-ENGLISH SPEECH]
[00:07:04.640 --> 00:07:06.640]   [NON-ENGLISH SPEECH]
[00:07:06.640 --> 00:07:08.640]   [NON-ENGLISH SPEECH]
[00:07:08.640 --> 00:07:10.640]   [NON-ENGLISH SPEECH]
[00:07:10.640 --> 00:07:12.640]   [NON-ENGLISH SPEECH]
[00:07:12.640 --> 00:07:14.640]   [NON-ENGLISH SPEECH]
[00:07:14.640 --> 00:07:16.640]   [NON-ENGLISH SPEECH]
[00:07:16.640 --> 00:07:18.640]   [NON-ENGLISH SPEECH]
[00:07:18.640 --> 00:07:20.640]   [NON-ENGLISH SPEECH]
[00:07:20.840 --> 00:07:21.840]   [NON-ENGLISH SPEECH]
[00:07:21.840 --> 00:07:23.840]   [NON-ENGLISH SPEECH]
[00:07:23.840 --> 00:07:25.840]   [NON-ENGLISH SPEECH]
[00:07:25.840 --> 00:07:27.840]   [NON-ENGLISH SPEECH]
[00:07:27.840 --> 00:07:29.840]   [NON-ENGLISH SPEECH]
[00:07:29.840 --> 00:07:31.840]   [NON-ENGLISH SPEECH]
[00:07:31.840 --> 00:07:33.840]   [NON-ENGLISH SPEECH]
[00:07:33.840 --> 00:07:35.840]   [NON-ENGLISH SPEECH]
[00:07:35.840 --> 00:07:37.840]   [NON-ENGLISH SPEECH]
[00:07:37.840 --> 00:07:39.840]   [NON-ENGLISH SPEECH]
[00:07:39.840 --> 00:07:41.840]   [NON-ENGLISH SPEECH]
[00:07:41.840 --> 00:07:43.840]   [NON-ENGLISH SPEECH]
[00:07:43.840 --> 00:07:45.840]   [NON-ENGLISH SPEECH]
[00:07:45.840 --> 00:07:47.840]   [NON-ENGLISH SPEECH]
[00:07:47.840 --> 00:07:49.840]   [NON-ENGLISH SPEECH]
[00:07:50.040 --> 00:07:51.040]   [NON-ENGLISH SPEECH]
[00:07:51.040 --> 00:07:53.040]   [NON-ENGLISH SPEECH]
[00:07:53.040 --> 00:07:55.040]   [NON-ENGLISH SPEECH]
[00:07:55.040 --> 00:07:57.040]   [NON-ENGLISH SPEECH]
[00:07:57.040 --> 00:07:59.040]   [NON-ENGLISH SPEECH]
[00:07:59.040 --> 00:08:01.040]   [NON-ENGLISH SPEECH]
[00:08:01.040 --> 00:08:03.040]   [NON-ENGLISH SPEECH]
[00:08:03.040 --> 00:08:05.040]   [NON-ENGLISH SPEECH]
[00:08:05.040 --> 00:08:07.040]   [NON-ENGLISH SPEECH]
[00:08:07.040 --> 00:08:09.040]   [NON-ENGLISH SPEECH]
[00:08:09.040 --> 00:08:11.040]   [NON-ENGLISH SPEECH]
[00:08:11.040 --> 00:08:13.040]   [NON-ENGLISH SPEECH]
[00:08:13.040 --> 00:08:15.040]   [NON-ENGLISH SPEECH]
[00:08:15.040 --> 00:08:17.040]   [NON-ENGLISH SPEECH]
[00:08:17.040 --> 00:08:19.040]   [NON-ENGLISH SPEECH]
[00:08:19.240 --> 00:08:20.240]   [NON-ENGLISH SPEECH]
[00:08:20.240 --> 00:08:22.240]   [NON-ENGLISH SPEECH]
[00:08:22.240 --> 00:08:24.240]   [NON-ENGLISH SPEECH]
[00:08:24.240 --> 00:08:26.240]   [NON-ENGLISH SPEECH]
[00:08:26.240 --> 00:08:28.240]   [NON-ENGLISH SPEECH]
[00:08:28.240 --> 00:08:30.240]   [NON-ENGLISH SPEECH]
[00:08:30.240 --> 00:08:35.240]   So let's look at our passage in verse 11 and 12.
[00:08:35.240 --> 00:08:42.240]   "The angel of the Lord came and sat down under the oak in Ofra that belonged to Joash the Abiezrite,
[00:08:42.240 --> 00:08:47.240]   where his son Gideon was threshing wheat in a winepress to keep it from the Midianites.
[00:08:48.240 --> 00:08:53.240]   When the angel of the Lord appeared to Gideon, he said, 'The Lord is with you, mighty warrior.'"
[00:08:53.240 --> 00:08:55.240]   [NON-ENGLISH SPEECH]
[00:08:55.240 --> 00:08:57.240]   [NON-ENGLISH SPEECH]
[00:08:57.240 --> 00:08:59.240]   [NON-ENGLISH SPEECH]
[00:08:59.240 --> 00:09:01.240]   [NON-ENGLISH SPEECH]
[00:09:01.240 --> 00:09:03.240]   [NON-ENGLISH SPEECH]
[00:09:03.240 --> 00:09:05.240]   [NON-ENGLISH SPEECH]
[00:09:05.240 --> 00:09:07.240]   [NON-ENGLISH SPEECH]
[00:09:07.240 --> 00:09:09.240]   [NON-ENGLISH SPEECH]
[00:09:09.240 --> 00:09:11.240]   [NON-ENGLISH SPEECH]
[00:09:11.240 --> 00:09:13.240]   [NON-ENGLISH SPEECH]
[00:09:13.240 --> 00:09:15.240]   [NON-ENGLISH SPEECH]
[00:09:15.240 --> 00:09:17.240]   [NON-ENGLISH SPEECH]
[00:09:17.240 --> 00:09:18.240]   [NON-ENGLISH SPEECH]
[00:09:18.240 --> 00:09:20.240]   [NON-ENGLISH SPEECH]
[00:09:20.240 --> 00:09:24.240]   And so here we're being introduced to Gideon for the first time in Chapter 6.
[00:09:24.240 --> 00:09:30.240]   And compared to the previous judges who only actually serve as God's instruments of deliverance
[00:09:30.240 --> 00:09:37.240]   as part of the larger narrative cycle, Gideon himself will actually become the focal point of this cycle.
[00:09:37.240 --> 00:09:39.240]   [NON-ENGLISH SPEECH]
[00:09:39.240 --> 00:09:41.240]   [NON-ENGLISH SPEECH]
[00:09:41.240 --> 00:09:43.240]   [NON-ENGLISH SPEECH]
[00:09:43.240 --> 00:09:45.240]   [NON-ENGLISH SPEECH]
[00:09:46.240 --> 00:09:47.240]   [NON-ENGLISH SPEECH]
[00:09:47.240 --> 00:09:49.240]   [NON-ENGLISH SPEECH]
[00:09:49.240 --> 00:09:51.240]   [NON-ENGLISH SPEECH]
[00:09:51.240 --> 00:09:53.240]   [NON-ENGLISH SPEECH]
[00:09:53.240 --> 00:09:59.240]   And so when the angel of the Lord appeared to Gideon, he was threshing wheat, not on the threshing floor,
[00:09:59.240 --> 00:10:02.240]   but we're being told it was in a wine press.
[00:10:02.240 --> 00:10:04.240]   [NON-ENGLISH SPEECH]
[00:10:04.240 --> 00:10:06.240]   [NON-ENGLISH SPEECH]
[00:10:06.240 --> 00:10:08.240]   [NON-ENGLISH SPEECH]
[00:10:08.240 --> 00:10:10.240]   [NON-ENGLISH SPEECH]
[00:10:10.240 --> 00:10:12.240]   [NON-ENGLISH SPEECH]
[00:10:13.240 --> 00:10:19.240]   So Gideon threshing wheat in a wine press highlights how unusual and also fearful the situation was.
[00:10:19.240 --> 00:10:23.240]   Because normally, wheat was processed on an open threshing floor,
[00:10:23.240 --> 00:10:26.240]   where the wind would just blow away the lighter shaft,
[00:10:26.240 --> 00:10:29.240]   leaving the heavier grain on the threshing floor to be collected.
[00:10:29.240 --> 00:10:35.240]   Because of that, threshing floors were usually found in open spaces that are highly visible,
[00:10:35.240 --> 00:10:38.240]   so you can have maximum exposure to the wind.
[00:10:39.240 --> 00:11:04.240]   [NON-ENGLISH SPEECH]
[00:11:05.240 --> 00:11:09.240]   And in contrast, wine press were often built underground,
[00:11:09.240 --> 00:11:12.240]   because you need a cool and shaded place to produce good wine.
[00:11:12.240 --> 00:11:18.240]   And so as you can imagine, threshing wheat in a wine press is probably highly ineffective,
[00:11:18.240 --> 00:11:23.240]   because there's barely any air movement in an enclosed space underground.
[00:11:24.240 --> 00:11:41.240]   [NON-ENGLISH SPEECH]
[00:11:41.240 --> 00:11:45.240]   And yet Gideon chose this hidden space because of his fear,
[00:11:45.240 --> 00:11:48.240]   so that he could hide from the Midianites,
[00:11:48.240 --> 00:11:52.240]   who were ready to take away whatever little grain that he could produce.
[00:11:53.240 --> 00:12:01.240]   [NON-ENGLISH SPEECH]
[00:12:01.240 --> 00:12:05.240]   So Gideon's response to the message from the angel of the Lord
[00:12:05.240 --> 00:12:07.240]   will actually show us a lot about who he is,
[00:12:07.240 --> 00:12:10.240]   his inner life, his belief about God,
[00:12:10.240 --> 00:12:13.240]   and also his understanding of God's power and deliverance.
[00:12:14.240 --> 00:12:26.240]   [NON-ENGLISH SPEECH]
[00:12:26.240 --> 00:12:30.240]   So verse 13, "Pardon me, my Lord," Gideon replied,
[00:12:30.240 --> 00:12:34.240]   "but if the Lord is with us, why has all this happened to us?
[00:12:34.240 --> 00:12:39.240]   Where are all His wonders that our ancestors told us about when they say,
[00:12:39.240 --> 00:12:42.240]   'Did not the Lord bring us up out of Egypt?'
[00:12:43.240 --> 00:12:47.240]   And now the Lord hath abandoned us, and given us into the hand of Midian."
[00:12:47.240 --> 00:13:10.240]   [NON-ENGLISH SPEECH]
[00:13:11.240 --> 00:13:14.240]   When the angel of the Lord appeared and said to Gideon,
[00:13:14.240 --> 00:13:16.240]   "The Lord is with you, mighty warriors,"
[00:13:16.240 --> 00:13:20.240]   I can imagine Gideon probably being shocked initially.
[00:13:20.240 --> 00:13:25.240]   But when the shock wore off, and he had some time to gather his thoughts,
[00:13:25.240 --> 00:13:28.240]   he was instantly triggered by this greeting,
[00:13:28.240 --> 00:13:31.240]   and his shock turned into a complaint.
[00:13:31.240 --> 00:13:34.240]   "What do you mean the Lord is with us?
[00:13:34.240 --> 00:13:39.240]   If He is with us, why am I threshing wheat in the winepress now?
[00:13:40.240 --> 00:13:43.240]   And do you know how much harder it is to thresh wheat in the winepress?
[00:13:43.240 --> 00:13:47.240]   Do you know the constant fear that I'm living in every single day right now
[00:13:47.240 --> 00:13:50.240]   with the threats of the Midianites?"
[00:13:51.240 --> 00:14:20.240]   [NON-ENGLISH SPEECH]
[00:14:20.240 --> 00:14:22.240]   And Gideon did not stop there.
[00:14:22.240 --> 00:14:25.240]   He continued, "Where is God now?
[00:14:25.240 --> 00:14:28.240]   And why didn't He show up when we needed Him the most?
[00:14:28.240 --> 00:14:31.240]   Where are all the wonders that our ancestors tell us
[00:14:31.240 --> 00:14:35.240]   about when God delivered them out of slavery from Egypt?"
[00:14:35.240 --> 00:14:42.240]   [NON-ENGLISH SPEECH]
[00:14:43.240 --> 00:15:02.240]   [NON-ENGLISH SPEECH]
[00:15:02.240 --> 00:15:06.240]   And so even though Gideon didn't say it out loud,
[00:15:06.240 --> 00:15:11.240]   but deep down in his soul, Gideon was actually questioning God's faithfulness
[00:15:12.240 --> 00:15:15.240]   and accusing God for breaking His covenant with Israel.
[00:15:15.240 --> 00:15:30.240]   [NON-ENGLISH SPEECH]
[00:15:30.240 --> 00:15:34.240]   And so while this feeling of God is at the wrong for breaking the covenant
[00:15:34.240 --> 00:15:39.240]   and abandoning Israel is as real as it can be for Gideon,
[00:15:40.240 --> 00:15:44.240]   he knows that Israel is actually the one who breaks the covenant with the Lord,
[00:15:44.240 --> 00:15:48.240]   disobeying the Lord by worshiping the gods of the Canaanites and the Amorites.
[00:15:48.240 --> 00:15:52.240]   And the circumstances that Gideon and his people are facing right now
[00:15:52.240 --> 00:15:55.240]   is actually a direct consequence of their disobedience,
[00:15:55.240 --> 00:15:58.240]   not God's unfaithfulness.
[00:15:59.240 --> 00:16:23.240]   [NON-ENGLISH SPEECH]
[00:16:23.240 --> 00:16:27.240]   If you're reading through the Book of Judges and you get to this verse,
[00:16:28.240 --> 00:16:31.240]   you'll notice this, "Wait a second, didn't the Lord just deliver Israel
[00:16:31.240 --> 00:16:36.240]   from the hand of Jabin in the cycle of Deborah in just the previous chapter?"
[00:16:36.240 --> 00:16:41.240]   However, for Gideon, his fear of circumstances led to his failure
[00:16:41.240 --> 00:16:47.240]   to recognize God's deliverance as well as his failure to recognize Israel's own sinfulness.
[00:16:48.240 --> 00:17:09.240]   [NON-ENGLISH SPEECH]
[00:17:09.240 --> 00:17:13.240]   So I don't know if you have experienced something similar before,
[00:17:14.240 --> 00:17:18.240]   where you let the fear of your circumstances cloud your faith in the Lord,
[00:17:18.240 --> 00:17:22.240]   or when your fear becomes so great that you begin to minimize God
[00:17:22.240 --> 00:17:25.240]   and to question His faithfulness.
[00:17:26.240 --> 00:17:43.240]   [NON-ENGLISH SPEECH]
[00:17:43.240 --> 00:17:49.240]   So maybe some of you are in a season of doubt or uncertainty or suffering.
[00:17:49.240 --> 00:17:52.240]   And imagine someone come up to you and say,
[00:17:53.240 --> 00:17:56.240]   "The Lord is with you, Patrick," or "The Lord is with you, Kelly."
[00:17:56.240 --> 00:17:58.240]   How would you respond to that?
[00:17:58.240 --> 00:18:13.240]   [NON-ENGLISH SPEECH]
[00:18:13.240 --> 00:18:16.240]   I'm sure you're familiar with the song, "Goodness of God," right?
[00:18:16.240 --> 00:18:20.240]   And to be completely honest, there is a season in my life
[00:18:21.240 --> 00:18:24.240]   where I couldn't bring myself to sing the words in this song.
[00:18:24.240 --> 00:18:26.240]   I'm not going to sing it, but I'm going to read.
[00:18:26.240 --> 00:18:28.240]   So this is the chorus.
[00:18:28.240 --> 00:18:32.240]   "All my life you have been faithful. All my life you have been so, so good."
[00:18:32.240 --> 00:18:36.240]   And I couldn't sing it because in my mind I was questioning,
[00:18:36.240 --> 00:18:41.240]   "Lord, if you are faithful, if you are good,
[00:18:41.240 --> 00:18:44.240]   where are you now when I need you the most?"
[00:18:45.240 --> 00:19:12.240]   [NON-ENGLISH SPEECH]
[00:19:13.240 --> 00:19:15.240]   And at that time, whenever I hear the song,
[00:19:15.240 --> 00:19:19.240]   my entire being just repels against the truth that God is faithful.
[00:19:19.240 --> 00:19:22.240]   Because like Gideon, I was in a dire situation,
[00:19:22.240 --> 00:19:26.240]   and I let the fear of my circumstances took hold of me,
[00:19:26.240 --> 00:19:29.240]   instead of choosing to trust in the faithfulness of God
[00:19:29.240 --> 00:19:32.240]   that He has shown me time and time again.
[00:19:33.240 --> 00:19:52.240]   [NON-ENGLISH SPEECH]
[00:19:52.240 --> 00:19:54.240]   So the question for us is,
[00:19:54.240 --> 00:19:59.240]   are we allowing our circumstances to affect our trust in God?
[00:20:00.240 --> 00:20:03.240]   Are we so fixated on the challenges or hardships that are right in front of us
[00:20:03.240 --> 00:20:09.240]   that we forget our God is an all-powerful, all-knowing, and a loving God?
[00:20:09.240 --> 00:20:24.240]   [NON-ENGLISH SPEECH]
[00:20:24.240 --> 00:20:29.240]   So Church, if we want to live out our identity and calling as God's children,
[00:20:29.240 --> 00:20:32.240]   we need to first learn to identify where in our lives
[00:20:32.240 --> 00:20:37.240]   have we allowed the fear of our circumstances undermine our faith in God?
[00:20:37.240 --> 00:20:51.240]   [NON-ENGLISH SPEECH]
[00:20:51.240 --> 00:20:54.240]   So this is the first fear that we see in Gideon's life,
[00:20:54.240 --> 00:20:56.240]   the fear of circumstances.
[00:20:57.240 --> 00:20:59.240]   His initial response is doubtful.
[00:20:59.240 --> 00:21:01.240]   God is still patient with him.
[00:21:01.240 --> 00:21:06.240]   So in verse 14, God Himself is speaking to Gideon directly now.
[00:21:06.240 --> 00:21:08.240]   And so He reassured Gideon.
[00:21:08.240 --> 00:21:10.240]   The Lord turned to him and said,
[00:21:10.240 --> 00:21:14.240]   "Go in the strength you have and save Israel out of Midian's hand.
[00:21:14.240 --> 00:21:16.240]   Am I not sending you?"
[00:21:17.240 --> 00:21:45.240]   [NON-ENGLISH SPEECH]
[00:21:46.240 --> 00:21:48.240]   In verse 15, this is how Gideon replied,
[00:21:48.240 --> 00:21:52.240]   "Pardon me, my Lord, but how can I save Israel?
[00:21:52.240 --> 00:21:58.240]   My clan is the weakest in Manasseh, and I am the least in my family."
[00:21:58.240 --> 00:22:14.240]   [NON-ENGLISH SPEECH]
[00:22:15.240 --> 00:22:18.240]   So this time, Gideon's response shows us another fear that he had,
[00:22:18.240 --> 00:22:21.240]   the fear of his own inadequacy.
[00:22:21.240 --> 00:22:24.240]   And this fear actually became a hurdle for Gideon
[00:22:24.240 --> 00:22:28.240]   when God called him to save Israel out of the hand of Midian.
[00:22:28.240 --> 00:22:39.240]   [NON-ENGLISH SPEECH]
[00:22:39.240 --> 00:22:43.240]   If you notice how he responds, politely he questions God's choice.
[00:22:44.240 --> 00:22:48.240]   "Why me? My clan is the weakest in our entire tribe.
[00:22:48.240 --> 00:22:52.240]   And on top of that, I am the least among my whole family.
[00:22:52.240 --> 00:22:56.240]   And so God, there must be other better candidates out there, right?"
[00:22:56.240 --> 00:23:12.240]   [NON-ENGLISH SPEECH]
[00:23:13.240 --> 00:23:16.240]   I'm sure we all have times where we don't feel confident enough, right?
[00:23:16.240 --> 00:23:19.240]   And sometimes, this can be a good thing,
[00:23:19.240 --> 00:23:23.240]   especially when we are aware of our own ability and our own limits.
[00:23:23.240 --> 00:23:33.240]   [NON-ENGLISH SPEECH]
[00:23:33.240 --> 00:23:39.240]   Recently, I watched a few interviews of Alex Hono after he free-soloed Taipei 101.
[00:23:40.240 --> 00:23:45.240]   While a lot of people criticized him for being reckless and doing something so dangerous,
[00:23:45.240 --> 00:23:49.240]   he actually just described it as taking smart, calculated risk.
