
[00:00:00.000 --> 00:00:08.000]  好 我們繼續講背景 或者比對研究的發展
[00:05:00.000 --> 00:05:04.000]  所以當時的歐洲學者
[00:05:04.000 --> 00:05:09.000]  古代近東聖經研究的學者
[00:05:09.000 --> 00:05:14.000]  就去到這些地方 或者支持這些發掘的工作
[00:05:14.000 --> 00:05:17.000]  和將這些找到的文獻翻譯出來
[00:05:17.000 --> 00:05:20.000]  希望能夠找回這個失落了的世界
[00:05:20.000 --> 00:05:24.000]  就是聖經原本 特別是舊約聖經原本的世界
[00:05:24.000 --> 00:05:27.000]  聽到他這樣說的時候
[00:05:27.000 --> 00:05:31.000]  你就發現好像對聖經很有善
[00:05:31.000 --> 00:05:34.000]  好像幫助到聖經去了解
[00:05:34.000 --> 00:05:37.000]  但是聽這個講座 或者現在不錄
[00:05:37.000 --> 00:05:40.000]  我們看回當時發生的事
[00:05:40.000 --> 00:05:42.000]  或者他演講的內容的時候
[00:05:42.000 --> 00:05:45.000]  你會知道Frederick Delos
[00:05:45.000 --> 00:05:47.000]  其實在說什麼呢
[00:05:47.000 --> 00:05:50.000]  找到這些近東的文獻的時候
[00:05:50.000 --> 00:05:53.000]  他就在講學上說
[00:05:53.000 --> 00:05:55.000]  他說舊約的以色列文
[00:05:55.000 --> 00:05:58.000]  就是希伯來聖經和他的文獻
[00:05:58.000 --> 00:06:00.000]  只不過是這麼多古舊的國家
[00:06:00.000 --> 00:06:02.000]  這些遠古的文明
[00:06:02.000 --> 00:06:04.000]  一個最年輕的一員
[00:06:04.000 --> 00:06:07.000]  就是說以色列是最後最後才出現的
[00:06:07.000 --> 00:06:11.000]  這些巴比倫 所謂巴別 比布 阿述
[00:06:11.000 --> 00:06:15.000]  其實比聖經遠古得很久
[00:06:15.000 --> 00:06:17.000]  他只不過是最年輕的一員
[00:06:17.000 --> 00:06:23.000]  所以舊約 以色列的道德教導 宗教等等
[00:06:23.000 --> 00:06:30.000]  對巴比倫並非高尚 並非超越他們
[00:06:30.000 --> 00:06:36.000]  所以他就認為 特別是舊約聖經
[00:06:36.000 --> 00:06:39.000]  他們所講的東西
[00:06:39.000 --> 00:06:44.000]  全部都是比近東的文明 巴比倫等等
[00:06:44.000 --> 00:06:47.000]  是比他們更加後期的原故
[00:06:47.000 --> 00:06:50.000]  所以他們是後期的產品
[00:06:50.000 --> 00:06:52.000]  並且他去到說
[00:06:52.000 --> 00:06:54.000]  聖經的作者寫作的時候
[00:06:54.000 --> 00:06:56.000]  舊約聖經的作者
[00:06:56.000 --> 00:06:58.000]  譬如講到洪水的故事等等
[00:06:58.000 --> 00:07:03.000]  他們其實有一個巴比倫的文獻在他們面前
[00:07:03.000 --> 00:07:08.000]  並且聖經的作者是在抄襲巴比倫的文獻
[00:07:08.000 --> 00:07:10.000]  所以你一聽到的時候
[00:07:10.000 --> 00:07:14.000]  你會發現 開始的時候好像是很想明白聖經
[00:07:14.000 --> 00:07:16.000]  但其實不是的
[00:07:16.000 --> 00:07:18.000]  其實Delish想講什麼呢
[00:07:18.000 --> 00:07:24.000]  他說巴比倫的文明 或者近東的文明
[00:07:24.000 --> 00:07:27.000]  在思想上和歷史上是為首的
[00:07:27.000 --> 00:07:29.000]  他們是先行的
[00:07:29.000 --> 00:07:31.000]  他們是先創建的
[00:07:31.000 --> 00:07:35.000]  然後以色列的思想才出現
[00:07:35.000 --> 00:07:39.000]  希伯來聖經 先知等等
[00:07:39.000 --> 00:07:44.000]  他們才會講他們的經文 舊約聖經所講的內容
[00:07:44.000 --> 00:07:47.000]  所以他們是後期的 是落後的
[00:07:47.000 --> 00:07:50.000]  所以對於Delish來說
[00:07:50.000 --> 00:07:54.000]  他就認為 現在我們要再一次
[00:07:54.000 --> 00:07:58.000]  因為有這樣的例版 有這樣的背景
[00:07:58.000 --> 00:08:04.000]  我們要再一次衡量希伯來宗教信仰的高尚性
[00:08:04.000 --> 00:08:06.000]  他就認為一點都不高尚
[00:08:06.000 --> 00:08:12.000]  其實舊約的宗教只不過是後期的抄襲的產品
[00:08:12.000 --> 00:08:17.000]  換句話說 巴比倫 近東才是superior
[00:08:17.000 --> 00:08:20.000]  才是高尚一點 因為他們是開頭來的
[00:08:20.000 --> 00:08:25.000]  後期來的以色列的宗教 是低劣一點的
[00:08:25.000 --> 00:08:29.000]  是差一點的 是後期一點的
[00:08:29.000 --> 00:08:31.000]  因為這樣的緣故
[00:08:31.000 --> 00:08:34.000]  他們幾場的講學
[00:08:34.000 --> 00:08:38.000]  就引起當時德國和歐洲的學界
[00:08:38.000 --> 00:08:42.000]  特別是聖經學界 聖經研究學者
[00:08:42.000 --> 00:08:44.000]  就有很大的爭論
[00:08:44.000 --> 00:08:46.000]  有很多人就非常之反感
[00:08:46.000 --> 00:08:49.000]  更加反感的就是
[00:08:49.000 --> 00:08:53.000]  Frederick Delish
[00:08:53.000 --> 00:08:57.000]  其實是當時剛好已故 剛好已過世的
[00:08:57.000 --> 00:09:01.000]  一個很出名的路德宗的色經家
[00:09:01.000 --> 00:09:03.000]  他爸爸就是Franz Delish
[00:09:03.000 --> 00:09:07.000]  Frederick Delish講的Bible of Babel
[00:09:07.000 --> 00:09:09.000]  他是他的兒子
[00:09:09.000 --> 00:09:15.000]  如果你對聖經的解經的資料 解經書
[00:09:15.000 --> 00:09:17.000]  有些認識的話
[00:09:17.000 --> 00:09:19.000]  你會知道Franz Delish
[00:09:19.000 --> 00:09:22.000]  一個德國的解經學者
[00:09:22.000 --> 00:09:27.000]  是一個很保守的基督教路德宗的解經學者
[00:09:27.000 --> 00:09:29.000]  如果你知道這些色經書的時候
[00:09:29.000 --> 00:09:32.000]  可能你會遇到一套是這樣的
[00:09:32.000 --> 00:09:39.000]  是靠Kyle和Franz Delish
[00:09:39.000 --> 00:09:45.000]  一起寫一套舊約的注釋書
[00:09:45.000 --> 00:09:47.000]  這一套注釋書 今天還有人用
[00:09:47.000 --> 00:09:49.000]  百多年後還有人用
[00:09:49.000 --> 00:09:52.000]  並且是一個很保守的一套色經書
[00:09:52.000 --> 00:09:54.000]  也是很值得參考
[00:09:54.000 --> 00:09:57.000]  百多年前 比較舊很多
[00:09:57.000 --> 00:10:00.000]  當然他們當時沒有很多新的數據
[00:10:00.000 --> 00:10:02.000]  沒有新的方法等等
[00:10:02.000 --> 00:10:06.000]  但是在Bible of Babel的講座之前
[00:10:06.000 --> 00:10:10.000]  Frederick Delish的父親
[00:10:10.000 --> 00:10:12.000]  就是Franz Delish
[00:10:12.000 --> 00:10:13.000]  為什麼呢?
[00:10:13.000 --> 00:10:18.000]  Frederick Delish講完他的《巴別與聖經》演講之後
[00:10:18.000 --> 00:10:21.000]  很多人有很大的反應
[00:10:21.000 --> 00:10:26.000]  令很多人感到很驚訝
[00:10:26.000 --> 00:10:30.000]  並且感到非常之反感
[00:10:30.000 --> 00:10:32.000]  因為他的立論
[00:10:32.000 --> 00:10:35.000]  就是說巴比倫在思想和歷史上
[00:10:35.000 --> 00:10:38.000]  都是為首以色列為後
[00:10:38.000 --> 00:10:43.000]  他認為有一個現象
[00:10:43.000 --> 00:10:46.000]  就是Pan-Babylonianism
[00:10:46.000 --> 00:10:48.000]  即是說是泛巴比倫主義
[00:10:48.000 --> 00:10:49.000]  換句話說
[00:10:49.000 --> 00:10:54.000]  你將巴比倫近東的文獻
[00:10:54.000 --> 00:10:55.000]  包括埃及等等
[00:10:55.000 --> 00:10:58.000]  近東文明留下的文獻
[00:10:58.000 --> 00:11:00.000]  和以色列去比較的時候
[00:11:00.000 --> 00:11:02.000]  你會發現很多相似的地方
[00:11:02.000 --> 00:11:05.000]  相似對於Frederick Delish來說
[00:11:05.000 --> 00:11:07.000]  肯定是抄襲
[00:11:07.000 --> 00:11:09.000]  既然是抄襲的話
[00:11:09.000 --> 00:11:11.000]  就一定是掠貨
[00:11:11.000 --> 00:11:13.000]  他們是以次創作也好
[00:11:13.000 --> 00:11:16.000]  或者是跟人家瘋也好
[00:11:16.000 --> 00:11:19.000]  所以以往一直以來
[00:11:19.000 --> 00:11:21.000]  我們說18世紀或之前
[00:11:21.000 --> 00:11:25.000]  一直以來我們對聖經背後的世界
[00:11:25.000 --> 00:11:27.000]  是所知甚少
[00:11:27.000 --> 00:11:30.000]  只有舊約聖經才知道
[00:11:30.000 --> 00:11:33.000]  巴比倫的宗教
[00:11:33.000 --> 00:11:35.000]  或者近東的世界
[00:11:35.000 --> 00:11:38.000]  但是只有舊約聖經的時候
[00:11:38.000 --> 00:11:39.000]  我們就知道
[00:11:39.000 --> 00:11:41.000]  舊約聖經很多時候
[00:11:41.000 --> 00:11:46.000]  先知都會去批判巴比倫
[00:11:46.000 --> 00:11:47.000]  或者別臣
[00:11:47.000 --> 00:11:52.000]  外邦的宗教文化等等
[00:11:52.000 --> 00:11:55.000]  所以只有舊約聖經的時候
[00:11:55.000 --> 00:11:57.000]  18世紀或之前
[00:11:57.000 --> 00:12:00.000]  你會覺得以色列的宗教
[00:12:00.000 --> 00:12:02.000]  是一種創新的宗教
[00:12:02.000 --> 00:12:04.000]  去批判其他人
[00:12:04.000 --> 00:12:08.000]  並且因為只有舊約聖經
[00:12:08.000 --> 00:12:11.000]  才知道聖經背後的世界
[00:12:11.000 --> 00:12:14.000]  所以我們這些學者
[00:12:14.000 --> 00:12:18.000]  在以前沒有近東的發現之前
[00:12:18.000 --> 00:12:20.000]  就會覺得希伯來的信仰
[00:12:20.000 --> 00:12:23.000]  是一種很高尚的啟示信仰
[00:12:23.000 --> 00:12:24.000]  獨臣的信仰
[00:12:24.000 --> 00:12:26.000]  發現了這些東西之後
[00:12:26.000 --> 00:12:29.000]  這個Bible的lecture
[00:12:29.000 --> 00:12:32.000]  就將它扭轉了過來
[00:12:32.000 --> 00:12:36.000]  就是說希伯來聖經原來是劣貨
[00:12:36.000 --> 00:12:38.000]  原來是低劣的宗教
[00:12:38.000 --> 00:12:39.000]  真正高尚的
[00:12:39.000 --> 00:12:41.000]  要回去尋求的
[00:12:41.000 --> 00:12:45.000]  就是這些巴比倫的思想
[00:12:45.000 --> 00:12:51.000]  我們今天怎樣看回這個演講呢
[00:12:51.000 --> 00:12:54.000]  我們就回到1902年的時候
[00:12:54.000 --> 00:12:57.000]  為什麼這個演講這麼重要呢
[00:12:57.000 --> 00:12:59.000]  回看當時的背景
[00:12:59.000 --> 00:13:01.000]  原來當時是19世紀
[00:13:01.000 --> 00:13:05.000]  歐洲國家民族主義崛起的時候
[00:13:05.000 --> 00:13:08.000]  你知道Friedrich Dillard
[00:13:08.000 --> 00:13:10.000]  他是德國人
[00:13:10.000 --> 00:13:13.000]  在19世紀的時候
[00:13:13.000 --> 00:13:16.000]  德國的國勢開始起飛
[00:13:16.000 --> 00:13:20.000]  歐洲很多其他國家都開始爭霸
[00:13:20.000 --> 00:13:23.000]  因為有工業革命的緣故
[00:13:23.000 --> 00:13:28.000]  所以當時世界的super power
[00:13:28.000 --> 00:13:30.000]  那些超大的強國
[00:13:30.000 --> 00:13:33.000]  就是歐洲的大國
[00:13:33.000 --> 00:13:35.000]  比如大英帝國等等
[00:13:35.000 --> 00:13:37.000]  正是這個時候
[00:13:37.000 --> 00:13:40.000]  德國的民族主義就非常之高漲
[00:13:40.000 --> 00:13:42.000]  你可以叫他們當時
[00:13:42.000 --> 00:13:45.000]  因為工業革命他們是比較後一點
[00:13:45.000 --> 00:13:47.000]  英國先的
[00:13:47.000 --> 00:13:49.000]  然後才到法國
[00:13:49.000 --> 00:13:51.000]  然後美國等等
[00:13:51.000 --> 00:13:53.000]  德國是比較遲一點
[00:13:53.000 --> 00:13:55.000]  所以當時Friedrich Dillard
[00:13:55.000 --> 00:13:57.000]  去講這個演講的時候
[00:13:57.000 --> 00:14:01.000]  就是所謂的超英趕法
[00:14:01.000 --> 00:14:03.000]  或者超英趕美
[00:14:03.000 --> 00:14:07.000]  在民族主義這麼高漲的時候
[00:14:07.000 --> 00:14:11.000]  講到這些近東的研究的時候
[00:14:11.000 --> 00:14:14.000]  不單止在工業革命上
[00:14:14.000 --> 00:14:16.000]  德國是比較遲一點
[00:14:16.000 --> 00:14:18.000]  比美國、法國、英國遲一點
[00:14:18.000 --> 00:14:20.000]  他們在近東研究上
[00:14:20.000 --> 00:14:23.000]  都是比英法落後一點
[00:14:23.000 --> 00:14:25.000]  剛才我們講過
[00:14:25.000 --> 00:14:27.000]  Rosetta Stone是誰發明的
[00:14:27.000 --> 00:14:29.000]  是法國
[00:14:29.000 --> 00:14:32.000]  然後在中東開始發掘的時候
[00:14:32.000 --> 00:14:34.000]  哪個國家開始
[00:14:34.000 --> 00:14:36.000]  英國不是法國
[00:14:36.000 --> 00:14:38.000]  所以他們的涉嫌文字
[00:14:38.000 --> 00:14:40.000]  全部都在他們手裏
[00:14:40.000 --> 00:14:43.000]  德國的近東學會才剛剛成立
[00:14:43.000 --> 00:14:45.000]  1902年的時候
[00:14:45.000 --> 00:14:46.000]  成立沒多久
[00:14:46.000 --> 00:14:48.000]  所以當時德國和
[00:14:48.000 --> 00:14:50.000]  當時德國的帝王
[00:14:50.000 --> 00:14:54.000]  都想大力推動去中東發掘
[00:14:54.000 --> 00:14:56.000]  拿這些遺產
[00:14:56.000 --> 00:15:02.000]  當時的一個爭霸的形勢
[00:15:02.000 --> 00:15:04.000]  不單止工業革命
[00:15:04.000 --> 00:15:06.000]  需要去趕緊的
[00:15:06.000 --> 00:15:10.000]  去做霸主
[00:15:10.000 --> 00:15:11.000]  去爭霸
[00:15:11.000 --> 00:15:13.000]  連這些近東的研究
[00:15:13.000 --> 00:15:15.000]  都希望能夠去爭霸
[00:15:15.000 --> 00:15:17.000]  你記得
[00:15:17.000 --> 00:15:19.000]  他剛剛開始演講的時候
[00:15:19.000 --> 00:15:20.000]  講什麼
[00:15:20.000 --> 00:15:23.000]  就是為什麼要去發掘
[00:15:23.000 --> 00:15:24.000]  為什麼要去發掘
[00:15:24.000 --> 00:15:26.000]  他就是想德國的聽眾
[00:15:26.000 --> 00:15:28.000]  聽到的時候
[00:15:28.000 --> 00:15:31.000]  為了聖經的緣故
[00:15:31.000 --> 00:15:33.000]  去發掘
[00:15:33.000 --> 00:15:36.000]  或者去得到這些發掘權
[00:15:36.000 --> 00:15:37.000]  佔領權
[00:15:37.000 --> 00:15:40.000]  以致德國都可以冒起
[00:15:40.000 --> 00:15:43.000]  正是這個時候
[00:15:43.000 --> 00:15:46.000]  我們發現
[00:15:46.000 --> 00:15:48.000]  Frederick Deluge
[00:15:48.000 --> 00:15:50.000]  講了這個演講
[00:15:50.000 --> 00:15:53.000]  成為了一個比對研究的分水嶺
[00:15:53.000 --> 00:15:55.000]  當他講了之後
[00:15:55.000 --> 00:15:57.000]  就形成了很大的爭議
[00:15:57.000 --> 00:15:58.000]  為什麼呢
[00:15:58.000 --> 00:15:59.000]  因為在他演講裡面
[00:15:59.000 --> 00:16:01.000]  你可以很清楚看到
[00:16:01.000 --> 00:16:03.000]  他不單止認為
[00:16:03.000 --> 00:16:04.000]  希伯來聖經
[00:16:04.000 --> 00:16:05.000]  或者猶太教
[00:16:05.000 --> 00:16:07.000]  是後期的產品
[00:16:07.000 --> 00:16:10.000]  其實他認為是很不幸的
[00:16:10.000 --> 00:16:12.000]  為什麼會有舊約聖經
[00:16:12.000 --> 00:16:14.000]  或者有希伯來聖經
[00:16:14.000 --> 00:16:16.000]  因為當時的德國學者
[00:16:16.000 --> 00:16:19.000]  認為舊約聖經
[00:16:19.000 --> 00:16:20.000]  Old Testament
[00:16:20.000 --> 00:16:24.000]  是一些Old Testament的宗教
[00:16:24.000 --> 00:16:28.000]  是一些發展得後期一點
[00:16:28.000 --> 00:16:31.000]  和是律法主義的一種宗教
[00:16:31.000 --> 00:16:34.000]  所以他的演講裡面
[00:16:34.000 --> 00:16:37.000]  都有這樣的味道
[00:16:37.000 --> 00:16:40.000]  你也看到Frederick Deluge
[00:16:40.000 --> 00:16:43.000]  開始講學的內容
[00:16:43.000 --> 00:16:45.000]  都是一些反猶太主義的
[00:16:45.000 --> 00:16:47.000]  很不喜歡猶太人
[00:16:47.000 --> 00:16:50.000]  所以很不喜歡猶太人的經卷
[00:16:50.000 --> 00:16:51.000]  所以就選擇了舊約聖經
[00:16:51.000 --> 00:16:53.000]  或者希伯來聖經
[00:16:53.000 --> 00:16:55.000]  他呼籲大家去回歸
[00:16:55.000 --> 00:16:58.000]  既然發現了這麼多的泥板
[00:16:58.000 --> 00:17:01.000]  巴比倫的文明等等
[00:17:01.000 --> 00:17:02.000]  是先者
[00:17:02.000 --> 00:17:04.000]  是源頭
[00:17:04.000 --> 00:17:06.000]  所以就應該回歸
[00:17:06.000 --> 00:17:10.000]  米索不達米亞的根源
[00:17:10.000 --> 00:17:12.000]  不要跟舊約聖經
[00:17:12.000 --> 00:17:16.000]  因為舊約聖經是後期的產品
[00:17:16.000 --> 00:17:20.000]  因為當時也是德國民族主義崛起
[00:17:20.000 --> 00:17:26.000]  所以更加令到他們不喜歡猶太教
[00:17:26.000 --> 00:17:28.000]  或者不喜歡舊約聖經
[00:17:28.000 --> 00:17:32.000]  或者將這些東西全部放在一起
[00:17:32.000 --> 00:17:36.000]  如果你知道20世紀初的歷史
[00:17:36.000 --> 00:17:41.000]  就發現這種德國民族主義崛起的時候
[00:17:41.000 --> 00:17:44.000]  其實就是為了希特拉普魯
[00:17:44.000 --> 00:17:49.000]  1930年4年5代納粹黨執政
[00:17:49.000 --> 00:17:52.000]  所以這些聖經學者
[00:17:52.000 --> 00:17:54.000]  包括Deluge其中一個
[00:17:54.000 --> 00:18:01.000]  其實在神學上就是為了納粹德國黨派
[00:18:01.000 --> 00:18:05.000]  去冒起然後取得權力
[00:18:05.000 --> 00:18:06.000]  希特拉再出現
[00:18:06.000 --> 00:18:11.000]  為了這些勢力去做神學
[00:18:11.000 --> 00:18:15.000]  在聖經研究上的鋪路
[00:18:15.000 --> 00:18:17.000]  所以在這篇article
[00:18:17.000 --> 00:18:19.000]  Journal of Biblical Literature
[00:18:19.000 --> 00:18:21.000]  講到Centennial Review
[00:18:21.000 --> 00:18:28.000]  Deluge講Bible-Babel的lecture之後
[00:18:28.000 --> 00:18:34.000]  100年之後再回頭去批判的時候
[00:18:34.000 --> 00:18:37.000]  就發現原來當時的Deluge
[00:18:37.000 --> 00:18:40.000]  都是他自己時代的產品
[00:18:40.000 --> 00:18:43.000]  因為當時的德國民族主義上漲
[00:18:43.000 --> 00:18:47.000]  並且德國人認為他們的種族是最厲害的
[00:18:47.000 --> 00:18:53.000]  當德國人開始在工業革命趕到英國的時候
[00:18:53.000 --> 00:18:58.000]  很快地他們的經濟開始有發展
[00:18:58.000 --> 00:19:05.000]  變成了一些很大的鋼鐵的生產商等等
[00:19:05.000 --> 00:19:09.000]  他們就會認為德國人是很厲害
[00:19:09.000 --> 00:19:13.000]  德國人是最好的民族
[00:19:13.000 --> 00:19:18.000]  所以就有一種民族的歧視出現
[00:19:18.000 --> 00:19:20.000]  特別是他們歧視的是猶太人
[00:19:20.000 --> 00:19:26.000]  所以就知道之後有希特拉
[00:19:26.000 --> 00:19:30.000]  他拿了權之後
[00:19:30.000 --> 00:19:34.000]  就令到德國很憎恨猶太人
[00:19:34.000 --> 00:19:39.000]  然後就有反猶太的運動出現
[00:19:39.000 --> 00:19:43.000]  當然反猶太的運動之前也有
[00:19:43.000 --> 00:19:45.000]  但是到了德國希特拉的時候
[00:19:45.000 --> 00:19:49.000]  就更加去intensify
[00:19:49.000 --> 00:19:51.000]  更加濃厚
[00:19:51.000 --> 00:19:56.000]  並且有Holocaust大屠殺的事件出現
[00:19:56.000 --> 00:20:00.000]  所以我們發現
[00:20:00.000 --> 00:20:07.000]  我們的解經家 所謂的解經學派
[00:20:07.000 --> 00:20:10.000]  和他當時的時代也很有關係
[00:20:10.000 --> 00:20:13.000]  有時候會受到他時代的影響
[00:20:13.000 --> 00:20:15.000]  你記得這個圖
[00:20:15.000 --> 00:20:18.000]  我們說過解經 釋經的事業有三方面
[00:20:18.000 --> 00:20:21.000]  第一方面就是The world behind the bible
[00:20:21.000 --> 00:20:23.000]  聖經背後的世界
[00:20:23.000 --> 00:20:25.000]  第二方面就是聖經裡面的世界
[00:20:25.000 --> 00:20:27.000]  The world in the bible
[00:20:27.000 --> 00:20:29.000]  第三方面就是聖經前面的世界
[00:20:29.000 --> 00:20:33.000]  就是我們作為釋經者 作為讀者
[00:20:33.000 --> 00:20:35.000]  我們怎樣去認識聖經呢
[00:20:35.000 --> 00:20:38.000]  其實我們都會受制於
[00:20:38.000 --> 00:20:45.000]  或者受到我們這個時代的洪流所影響
[00:20:45.000 --> 00:20:47.000]  如果我們不小心的時候
[00:20:47.000 --> 00:20:49.000]  不要自我批判
[00:20:49.000 --> 00:20:56.000]  很容易就去到以往Delage所走的路
[00:20:56.000 --> 00:21:03.000]  受到他德國至上的大國文化的氣氛影響
[00:21:03.000 --> 00:21:05.000]  我們是最厲害的
[00:21:05.000 --> 00:21:07.000]  其他人都是低劣一點
[00:21:07.000 --> 00:21:10.000]  包括聖經的文明等等
[00:21:10.000 --> 00:21:13.000]  所以我們傳統有我們的背景
[00:21:13.000 --> 00:21:17.000]  這些都是需要我們自己去檢視的
[00:21:17.000 --> 00:21:24.000]  在Delage說完巴別與聖經的演講之後
[00:21:24.000 --> 00:21:26.000]  1902年之後
[00:21:26.000 --> 00:21:30.000]  就造成了一個很大的分野
[00:21:30.000 --> 00:21:33.000]  很大的爭論是什麼呢
[00:21:33.000 --> 00:21:37.000]  就是將巴別論的近東文獻
[00:21:37.000 --> 00:21:40.000]  他們怎樣說宗教 怎樣說創造等等
[00:21:40.000 --> 00:21:43.000]  與以色列的文獻 舊約聖經
[00:21:43.000 --> 00:21:47.000]  希伯來聖經Hebrew Bible的文獻作比較的時候
[00:21:47.000 --> 00:21:51.000]  就造成了兩個越來越分裂的情況
[00:21:51.000 --> 00:21:54.000]  越來越對立的情況
[00:21:54.000 --> 00:21:57.000]  第一個情況我們可以叫他做
[00:21:57.000 --> 00:22:01.000]  為了找相似地方的
[00:22:01.000 --> 00:22:05.000]  很著迷於找這件事
[00:22:05.000 --> 00:22:08.000]  Parallelomania
[00:22:08.000 --> 00:22:10.000]  Parallelomania的意思是
[00:22:10.000 --> 00:22:12.000]  找到巴別論的文獻
[00:22:12.000 --> 00:22:14.000]  與舊約聖經比較的時候
[00:22:14.000 --> 00:22:16.000]  有相似的地方
[00:22:16.000 --> 00:22:18.000]  就一味找相似的地方
[00:22:18.000 --> 00:22:22.000]  這些就成為了批判學派
[00:22:22.000 --> 00:22:24.000]  我們叫他們不信聖經
[00:22:24.000 --> 00:22:28.000]  他們就經常有一種這樣的趨勢
[00:22:28.000 --> 00:22:32.000]  那種趨勢或者傾向
