
[00:00:00.000 --> 00:00:08.960]  歡迎各位弟兄姊妹 各位來賓
[00:02:41.680 --> 00:02:44.200]  如果大家沒有來就對不起了
[00:02:44.200 --> 00:02:48.880]  不過今天的題目就是最後一次了
[00:02:48.880 --> 00:02:54.280]  就是跨地域的分享
[00:02:54.280 --> 00:03:00.080]  所以我們忠臣下星期就會感恩崇拜
[00:03:00.080 --> 00:03:02.440]  遠慶聚會的高峰
[00:03:02.440 --> 00:03:04.120]  不過我們也感恩
[00:03:04.120 --> 00:03:05.320]  很多同工很努力
[00:03:05.320 --> 00:03:07.280]  過去也做了很多工作
[00:03:07.280 --> 00:03:09.240]  去服侍教會
[00:03:09.240 --> 00:03:12.480]  我很盼望今天的聚會或者其他的聚會
[00:03:12.480 --> 00:03:14.720]  真的跟教會一起思想
[00:03:14.720 --> 00:03:15.800]  一起對話
[00:03:15.800 --> 00:03:17.720]  在今天這麼複雜的處境裏面
[00:03:17.720 --> 00:03:20.440]  怎樣去遵行上帝的大使命
[00:03:20.440 --> 00:03:22.320]  怎樣好好地牧養信徒
[00:03:22.320 --> 00:03:26.640]  以下的時間就交給呂敬業博士
[00:03:26.640 --> 00:03:29.200]  他會有些東西介紹
[00:03:29.200 --> 00:03:31.320]  大家好
[00:03:31.320 --> 00:03:34.080]  如果你們錯過了頭關三堂
[00:03:34.080 --> 00:03:35.720]  那就錯過了
[00:03:35.720 --> 00:03:37.200]  可惜了 走到寶了
[00:03:37.200 --> 00:03:40.400]  我不知道是不是香港神學院第一次
[00:03:40.400 --> 00:03:42.960]  邀請四個地方
[00:03:42.960 --> 00:03:44.360]  包括香港在內
[00:03:44.360 --> 00:03:47.440]  四個地方的牧者一起去探討
[00:03:47.440 --> 00:03:50.680]  面對社會的變遷教會應該怎樣牧養
[00:03:50.680 --> 00:03:56.600]  我們先後有來自多倫多的黃牧師
[00:03:56.600 --> 00:03:59.200]  有來自悉尼的李牧師
[00:03:59.200 --> 00:04:02.520]  有來自曼徹斯特的趙牧師
[00:04:02.520 --> 00:04:05.680]  三位不同地方的牧者跟我們分享
[00:04:05.680 --> 00:04:08.520]  現在最後就是香港的出場
[00:04:08.520 --> 00:04:13.760]  我們香港請了陳全華牧師
[00:04:13.760 --> 00:04:18.160]  陳牧師其實在溫哥華讀大學
[00:04:18.160 --> 00:04:21.080]  不過他回流了回香港
[00:04:21.080 --> 00:04:23.480]  從事金融那一行
[00:04:23.480 --> 00:04:26.400]  當年應該賺很多錢
[00:04:26.400 --> 00:04:31.720]  不過神呼召他不要賺錢
[00:04:31.720 --> 00:04:36.080]  呼召他做一個傳道的工作
[00:04:36.080 --> 00:04:38.000]  他就進了中神
[00:04:38.000 --> 00:04:39.040]  2009年畢業
[00:04:39.040 --> 00:04:42.040]  又是中神另一個榮譽的出品
[00:04:42.040 --> 00:04:47.120]  他接著就去藉堂
[00:04:47.120 --> 00:04:49.320]  藉阿根堂
[00:04:49.320 --> 00:04:51.560]  之前是阿根堂的主席
[00:04:51.560 --> 00:04:59.080]  但他前幾年就退了主任牧師的位
[00:04:59.080 --> 00:05:02.040]  比較從事一些培訓的工作
[00:05:02.040 --> 00:05:06.840]  現在他也是中神的特約教授
[00:05:06.840 --> 00:05:08.160]  訪問教授
[00:05:08.160 --> 00:05:11.440]  中神的訪問教授
[00:05:11.440 --> 00:05:16.240]  也是負責統籌我們D-Mean的課程
[00:05:16.240 --> 00:05:18.880]  很高興他跟我們分享
[00:05:18.880 --> 00:05:21.920]  教會在變遷中的新品月調色
[00:05:21.920 --> 00:05:23.920]  我們請陳牧師上來
[00:05:23.920 --> 00:05:29.680]  (掌聲)
[00:05:29.680 --> 00:05:31.400]  (陳牧師)晚安
[00:05:31.400 --> 00:05:33.000]  大家好 晚安
[00:05:33.000 --> 00:05:35.120]  很開心今天在這裡分享
[00:05:35.120 --> 00:05:38.840]  今早這三個課題
[00:05:38.840 --> 00:05:40.360]  交流都很寶貴
[00:05:40.360 --> 00:05:42.920]  突然間問的問題都很入心
[00:05:42.920 --> 00:05:47.520]  亦都成為今晚繼續去發掘
[00:05:47.520 --> 00:05:51.640]  去探討一個很重要的路徑
[00:05:51.640 --> 00:05:54.960]  活在間域中
[00:05:54.960 --> 00:05:57.880]  我會從宏觀開始看
[00:05:57.880 --> 00:06:01.360]  因為我這個是一個cross-regional
[00:06:01.360 --> 00:06:03.840]  我會從整個基督教
[00:06:03.840 --> 00:06:05.840]  近來無論是西方國家
[00:06:05.840 --> 00:06:07.400]  亞洲國家開始看
[00:06:07.400 --> 00:06:08.120]  發生什麼事
[00:06:08.120 --> 00:06:11.000]  接著再看橫教會
[00:06:11.000 --> 00:06:14.200]  再回來不同地方和香港
[00:06:14.200 --> 00:06:16.200]  好
[00:06:16.200 --> 00:06:19.480]  這個是一條路
[00:06:19.480 --> 00:06:21.120]  間域
[00:06:21.120 --> 00:06:23.400]  這條路是通往一間房
[00:06:23.400 --> 00:06:25.320]  或者通往一個新的地方
[00:06:25.320 --> 00:06:27.480]  現在在這條路上走
[00:06:27.480 --> 00:06:29.480]  究竟會走到哪裡
[00:06:29.480 --> 00:06:31.240]  就很視乎我們怎麼走
[00:06:31.240 --> 00:06:32.840]  很視乎我們怎麼選
[00:06:32.840 --> 00:06:33.960]  又或者可以這樣說
[00:06:33.960 --> 00:06:38.000]  今早有不同的目者都說到是co-creation
[00:06:38.000 --> 00:06:39.120]  或者是怎麼走
[00:06:39.120 --> 00:06:40.160]  將會走到哪裡
[00:06:40.160 --> 00:06:42.560]  都是大家一起共同
[00:06:42.560 --> 00:06:45.680]  和主領袖一起去發掘
[00:06:45.680 --> 00:06:48.560]  剛才院長最後說過
[00:06:48.560 --> 00:06:49.360]  都很重要
[00:06:49.360 --> 00:06:51.360]  究竟我們在這樣的角度
[00:06:51.360 --> 00:06:56.200]  怎麼走出今天21世紀的大事
[00:06:56.200 --> 00:06:59.360]  這個我想是我們很重點要走
[00:06:59.360 --> 00:07:02.040]  你們都是客裡是寄居
[00:07:02.040 --> 00:07:05.040]  我覺得這段聖經對我來說
[00:07:05.040 --> 00:07:07.280]  是很遙遠的
[00:07:07.280 --> 00:07:09.240]  要看回聖經
[00:07:09.240 --> 00:07:10.160]  舊歷史
[00:07:10.160 --> 00:07:11.760]  看回以前的發展
[00:07:11.760 --> 00:07:14.160]  但是現在很感受到
[00:07:14.160 --> 00:07:15.880]  無論我們是客裡
[00:07:15.880 --> 00:07:18.720]  或者我們見到很多客裡
[00:07:18.720 --> 00:07:19.520]  在不同的地方
[00:07:19.520 --> 00:07:20.200]  香港
[00:07:20.200 --> 00:07:22.880]  或者去了曼徹斯特
[00:07:22.880 --> 00:07:23.720]  去了加拿大
[00:07:23.720 --> 00:07:28.640]  去了澳洲或者美國
[00:07:28.640 --> 00:07:30.760]  又或者剛才在不同的港島都說
[00:07:30.760 --> 00:07:32.920]  看看去多久
[00:07:32.920 --> 00:07:33.760]  或者回來也好
[00:07:33.760 --> 00:07:34.600]  不知道
[00:07:34.600 --> 00:07:35.600]  這個都是神力手
[00:07:35.600 --> 00:07:37.320]  不過很重要的一件事
[00:07:37.320 --> 00:07:41.440]  彷彿我們不可以再很有把握
[00:07:41.440 --> 00:07:45.560]  定了我們接下來可以怎麼走
[00:07:45.560 --> 00:07:47.600]  這種就是間諜
[00:07:47.600 --> 00:07:49.960]  也比較貼近聖經
[00:07:49.960 --> 00:07:52.120]  以往我自己的看法是
[00:07:52.120 --> 00:07:53.760]  好像很有把握的人生
[00:07:53.760 --> 00:07:55.880]  或者好像很知道怎麼走
[00:07:55.880 --> 00:08:03.080]  彷彿好像是一個很短暫的幻象
[00:08:03.080 --> 00:08:05.600]  例如我舉個例子
[00:08:05.600 --> 00:08:07.960]  近來在香港都在面對
[00:08:07.960 --> 00:08:10.280]  跟曼徹斯特教會很相反的
[00:08:10.280 --> 00:08:11.760]  剛才趙牧師說
[00:08:11.760 --> 00:08:15.080]  在曼徹斯特教會
[00:08:15.080 --> 00:08:17.280]  不是增長是增加
[00:08:17.280 --> 00:08:19.120]  我們就很經歷減少
[00:08:19.120 --> 00:08:20.000]  是不是
[00:08:20.000 --> 00:08:23.520]  他提到人歲多十倍
[00:08:23.520 --> 00:08:25.480]  但是奉獻之前只有幾倍
[00:08:25.480 --> 00:08:27.720]  我們人數少很多倍
[00:08:27.720 --> 00:08:30.000]  但是奉獻又更加少了
[00:08:30.000 --> 00:08:32.600]  那種相對性是很有趣的
[00:08:32.600 --> 00:08:34.560]  一方面我們很感恩
[00:08:34.560 --> 00:08:36.040]  我們不同的信徒
[00:08:36.040 --> 00:08:38.400]  可以去到哪裡繼續被牧養
[00:08:38.400 --> 00:08:39.800]  我們剛才也說了
[00:08:39.800 --> 00:08:40.640]  有些個案就是
[00:08:40.640 --> 00:08:44.240]  原來在曼徹斯特有幾位
[00:08:44.240 --> 00:08:45.960]  在以前雅根堂會友
[00:08:45.960 --> 00:08:48.640]  我真的多謝趙牧師幫我牧養
[00:08:48.640 --> 00:08:49.760]  他有沒有奉獻給你
[00:08:49.760 --> 00:08:50.600]  我不知道
[00:08:50.600 --> 00:08:52.480]  我也沒有問
[00:08:52.480 --> 00:08:53.280]  我不看的
[00:08:53.280 --> 00:08:54.400]  奉獻也沒有
[00:08:54.400 --> 00:08:55.480]  但是重要的是
[00:08:55.480 --> 00:08:57.080]  講一個角度觀
[00:08:57.080 --> 00:08:58.400]  大家一起
[00:08:58.400 --> 00:09:00.960]  教會不是四面牆
[00:09:00.960 --> 00:09:04.280]  教會是一群信徒走在一起
[00:09:04.280 --> 00:09:05.880]  教會觀今天
[00:09:05.880 --> 00:09:08.960]  彷彿可以重新去理解
[00:09:08.960 --> 00:09:11.600]  和體驗的是什麼
[00:09:11.600 --> 00:09:16.120]  在巨變的時代
[00:09:16.120 --> 00:09:18.600]  教會站在門檻之上
[00:09:18.600 --> 00:09:20.000]  回望過去
[00:09:20.000 --> 00:09:22.320]  也思索未來
[00:09:22.320 --> 00:09:25.240]  我們怎樣存在
[00:09:25.240 --> 00:09:26.840]  怎樣前行
[00:09:26.840 --> 00:09:28.720]  以前的存在是什麼
[00:09:28.720 --> 00:09:32.000]  接下來又怎樣前行
[00:09:32.000 --> 00:09:34.080]  這是很重要的
[00:09:34.080 --> 00:09:35.720]  或者剛才說
[00:09:35.720 --> 00:09:37.600]  在這個寄居
[00:09:37.600 --> 00:09:39.400]  我們相信過去幾年
[00:09:39.400 --> 00:09:42.920]  我們送機也送不少
[00:09:42.920 --> 00:09:46.040]  或者吃farewell飯也不少
[00:09:46.040 --> 00:09:49.240]  過年突然回香港吃飯
[00:09:49.240 --> 00:09:52.120]  過兩個星期再吃飯
[00:09:52.120 --> 00:09:55.880]  然後交給趙牧師
[00:09:55.880 --> 00:09:57.080]  李牧師
[00:09:57.080 --> 00:09:59.240]  或者黃牧師等等
[00:09:59.240 --> 00:10:01.240]  這是一個很特別的感受
[00:10:01.240 --> 00:10:02.440]  是一個感覺
[00:10:02.440 --> 00:10:07.120]  不單是一個理論
[00:10:07.120 --> 00:10:09.800]  是一個感受裏面發生的事
[00:10:09.800 --> 00:10:11.480]  間域是一個拉丁文
[00:10:11.480 --> 00:10:12.920]  我也想簡單說說
[00:10:12.920 --> 00:10:15.760]  今早Billy說過
[00:10:15.760 --> 00:10:18.320]  一個臨界狀態
[00:10:18.320 --> 00:10:20.040]  一個過渡的空間
[00:10:20.040 --> 00:10:23.080]  一個邊界的場域
[00:10:23.080 --> 00:10:25.680]  舊有身份離去了
[00:10:25.680 --> 00:10:27.680]  新的身份未確立
[00:10:27.680 --> 00:10:30.360]  熟悉的世界已經關閉
[00:10:30.360 --> 00:10:32.880]  或者正在關閉
[00:10:32.880 --> 00:10:36.440]  而前方仍未明朗
[00:10:36.440 --> 00:10:37.920]  但是要前行
[00:10:37.920 --> 00:10:39.840]  因為正在關閉
[00:10:39.840 --> 00:10:42.680]  有些舊的東西已經不在了
[00:10:42.680 --> 00:10:44.120]  或者正在轉換
[00:10:44.120 --> 00:10:49.920]  這也是人類學家Arnold Gennep提出的
[00:10:49.920 --> 00:10:52.760]  之後Victor Tuna繼續說
[00:10:52.760 --> 00:10:56.280]  在演變著這種理論
[00:10:56.280 --> 00:10:59.720]  舊的秩序可能正在崩潰
[00:10:59.720 --> 00:11:00.520]  這個字
[00:11:00.520 --> 00:11:03.480]  新的秩序尚未形成張力
[00:11:03.480 --> 00:11:05.480]  張力是脆弱
[00:11:05.480 --> 00:11:10.240]  但是也是正在創造的溫床
[00:11:10.240 --> 00:11:12.400]  不要放過
[00:11:12.400 --> 00:11:15.440]  在上帝帶領的盼望裏面
[00:11:15.440 --> 00:11:18.520]  我們緊緊的緊貼著
[00:11:18.520 --> 00:11:21.120]  在群體裏面一起驗證怎麼走
[00:11:21.120 --> 00:11:22.720]  我大概說說這個世界
[00:11:22.720 --> 00:11:23.720]  我想大家都很熟悉
[00:11:23.720 --> 00:11:25.600]  大家有這個感覺
[00:11:25.600 --> 00:11:29.360]  我相信政治的劇變
[00:11:29.360 --> 00:11:32.640]  無論以色列和加沙這場仗
[00:11:32.640 --> 00:11:35.000]  都有很多基督徒不同的看法
[00:11:35.000 --> 00:11:36.480]  一說下去
[00:11:36.480 --> 00:11:38.800]  第三句你開始明白
[00:11:38.800 --> 00:11:41.920]  你知道還說不說等等
[00:11:41.920 --> 00:11:43.840]  以前都沒有這種看法
[00:11:43.840 --> 00:11:45.120]  之前比較一面倒
[00:11:45.120 --> 00:11:47.320]  特別納粹黨的時候
[00:11:47.320 --> 00:11:49.600]  都知道了它會怎樣
[00:11:49.600 --> 00:11:51.120]  或者全球化秩序
[00:11:51.120 --> 00:11:52.320]  我們以前讀書是說
[00:11:52.320 --> 00:11:53.880]  Division of Labor
[00:11:53.880 --> 00:11:55.160]  Specialization
[00:11:55.160 --> 00:11:56.480]  我讀經濟
[00:11:56.480 --> 00:11:57.840]  讀Finance
[00:11:57.840 --> 00:11:59.800]  現在說的不是
[00:11:59.800 --> 00:12:01.400]  De-globalizing
[00:12:01.400 --> 00:12:02.920]  即是從頭開始
[00:12:02.920 --> 00:12:04.600]  生態環境我們很熟悉
[00:12:04.600 --> 00:12:07.920]  剛剛過去8天有3次黑雨
[00:12:07.920 --> 00:12:10.160]  不知道你有沒有體驗過
[00:12:10.160 --> 00:12:11.720]  香港從來都沒有
[00:12:11.720 --> 00:12:13.760]  這個都是無可否認
[00:12:13.760 --> 00:12:15.160]  世俗化衝擊
[00:12:15.160 --> 00:12:16.760]  價值的撕裂
[00:12:16.760 --> 00:12:18.880]  世代鴻溝
[00:12:18.880 --> 00:12:22.720]  部分的傳統教會模式和角色
[00:12:22.720 --> 00:12:26.040]  開始受到解構
[00:12:26.040 --> 00:12:27.400]  是怎樣的呢
[00:12:27.400 --> 00:12:30.120]  兩代之間怎樣看呢
[00:12:30.120 --> 00:12:33.480]  使命和形態在摸索中
[00:12:33.480 --> 00:12:35.160]  經過Pure Research
[00:12:35.160 --> 00:12:37.640]  在2010年到2020年
[00:12:37.640 --> 00:12:40.000]  比較大維的Research
[00:12:40.000 --> 00:12:43.000]  我們看到美國、加拿大、澳洲、法國
[00:12:43.000 --> 00:12:44.400]  基督徒人口其實
[00:12:44.400 --> 00:12:48.840]  已經出現雙位數的下跌
[00:12:48.840 --> 00:12:50.480]  OK
[00:12:50.480 --> 00:12:54.600]  而例如美國的信徒下跌
[00:12:54.600 --> 00:12:57.000]  過去10年
[00:12:57.000 --> 00:13:00.720]  是對上30年的3.7倍
[00:13:00.720 --> 00:13:02.200]  OK
[00:13:02.200 --> 00:13:07.400]  即是說急速變化的地步是相當重要
[00:13:07.400 --> 00:13:09.160]  當然
[00:13:09.160 --> 00:13:11.400]  香港
[00:13:11.400 --> 00:13:13.480]  先說一下美國
[00:13:13.480 --> 00:13:15.480]  80年90%
[00:13:15.480 --> 00:13:18.760]  到現在63%
[00:13:18.760 --> 00:13:21.560]  但你見到一開始27年
[00:13:21.560 --> 00:13:23.720]  下跌了12%
[00:13:23.720 --> 00:13:29.200]  但跟著那十幾年已經下跌了15%
[00:13:29.200 --> 00:13:31.240]  大概你會知道
[00:13:31.240 --> 00:13:35.520]  那個速度之快
[00:13:35.520 --> 00:13:36.960]  George Barnard這樣說
[00:13:36.960 --> 00:13:40.160]  Latest Studies 說
[00:13:40.160 --> 00:13:45.120]  美國正在離開Biblical View
[00:13:45.120 --> 00:13:47.840]  你會說有63%不錯
[00:13:47.840 --> 00:13:49.600]  錯了
[00:13:49.600 --> 00:13:51.040]  這個想法其實
[00:13:51.040 --> 00:13:53.200]  他馬上打破了
[00:13:53.200 --> 00:13:55.760]  他做了一個統計
[00:13:55.760 --> 00:13:58.560]  說究竟有多少人
[00:13:58.560 --> 00:14:05.080]  在全球的基督教的基地
[00:14:05.080 --> 00:14:07.000]  到美國還是
[00:14:07.040 --> 00:14:10.440]  究竟有多少人按照聖經的原則
[00:14:10.440 --> 00:14:12.040]  覺得是值得跟隨
[00:14:12.040 --> 00:14:13.400]  不是說跟了
[00:14:13.400 --> 00:14:16.920]  他覺得有這個Biblical View
[00:14:16.920 --> 00:14:18.200]  其實
[00:14:18.200 --> 00:14:20.720]  是10個少於1個
[00:14:20.720 --> 00:14:22.640]  即是63%
[00:14:22.640 --> 00:14:25.680]  是少於6%
[00:14:25.680 --> 00:14:28.440]  這樣算下來即是說
[00:14:28.440 --> 00:14:31.640]  在2024年7月1日
[00:14:31.640 --> 00:14:32.920]  他出了一個數據
[00:14:32.920 --> 00:14:34.280]  他這樣說
[00:14:34.280 --> 00:14:37.720]  他說他以為在疫情後
[00:14:37.720 --> 00:14:43.200]  那些人依靠著我們傳統的想法會上升
[00:14:43.200 --> 00:14:45.200]  不過不是 不好意思
[00:14:45.200 --> 00:14:48.040]  就從疫情前6%
[00:14:48.040 --> 00:14:50.400]  疫情前10%
[00:14:50.400 --> 00:14:52.080]  90年10%
[00:14:52.080 --> 00:14:54.760]  去到2023年疫情後
[00:14:54.760 --> 00:14:56.600]  跌到6%
[00:14:56.600 --> 00:14:59.920]  去到2024年跌到4%
[00:14:59.920 --> 00:15:01.120]  即是你很明白
[00:15:01.120 --> 00:15:03.920]  其實說是基督徒是不是基督徒
[00:15:03.920 --> 00:15:07.200]  我們就很看到那種混亂狀態
[00:15:07.200 --> 00:15:10.640]  我女兒在伯克利學院剛畢業
[00:15:10.640 --> 00:15:12.640]  剛去了第一年
[00:15:12.640 --> 00:15:15.120]  現在畢業了 現在在美國工作
[00:15:15.120 --> 00:15:18.880]  去第一年她已經留下宿舍槍擊案
[00:15:18.880 --> 00:15:21.920]  死了一個 兩個人受傷
[00:15:21.920 --> 00:15:23.800]  我就很緊張 她也很緊張
[00:15:23.800 --> 00:15:25.520]  第二天上學
[00:15:25.520 --> 00:15:28.920]  她的同學是完全如常的
[00:15:28.920 --> 00:15:30.240]  是不怕的
[00:15:30.240 --> 00:15:32.520]  It's normal
[00:15:32.520 --> 00:15:34.960]  You are still alive
[00:15:34.960 --> 00:15:37.920]  這種想法是很有趣的
[00:15:37.920 --> 00:15:41.120]  這是出來的數據
[00:15:41.120 --> 00:15:45.920]  在香港30萬人其實已經很早了
[00:15:45.920 --> 00:15:47.640]  是2014年
[00:15:47.640 --> 00:15:50.440]  2019年19萬
[00:15:50.440 --> 00:15:54.800]  今天跌到14萬
[00:15:54.800 --> 00:15:56.680]  Sorry 現在是19萬
[00:15:56.680 --> 00:15:59.640]  2019年是26萬
[00:15:59.640 --> 00:16:02.600]  所以跌幅度很高
[00:16:02.600 --> 00:16:04.960]  所以如果我們再不想
[00:16:04.960 --> 00:16:07.880]  如果用大使命來說
[00:16:07.880 --> 00:16:10.800]  我們再不deep change
[00:16:10.800 --> 00:16:12.640]  就slow death
[00:16:12.640 --> 00:16:16.400]  其中我們吃飯的時候也有一個說話
[00:16:16.400 --> 00:16:17.920]  我忘記哪位講完
[00:16:17.920 --> 00:16:20.440]  或者院長一定忘記了
[00:16:20.440 --> 00:16:23.040]  我們還有人
[00:16:23.040 --> 00:16:25.560]  所以不搞了 行不行
[00:16:25.560 --> 00:16:27.600]  這個是很危險的事
[00:16:27.600 --> 00:16:30.880]  再下去是非常危險的
[00:16:30.880 --> 00:16:36.240]  我們真的要祈禱了
[00:16:36.240 --> 00:16:38.360]  但祈禱可能不夠
[00:16:38.360 --> 00:16:39.840]  祈禱很重要
[00:16:39.840 --> 00:16:43.120]  幫我們想想究竟發生了什麼事
[00:16:43.120 --> 00:16:44.920]  我們很值得
[00:16:44.920 --> 00:16:49.080]  屬於外部環境和內部動態交織
[00:16:49.080 --> 00:16:50.880]  這個複雜的張力
[00:16:50.880 --> 00:16:52.880]  我們再看一看
[00:16:52.880 --> 00:16:54.920]  這種世俗化的信仰衝擊
[00:16:54.920 --> 00:16:59.960]  第一件事我們必須要去想一想
[00:16:59.960 --> 00:17:03.640]  禮儀 價值觀 世俗化
[00:17:03.640 --> 00:17:05.320]  理性主義 物質主義
[00:17:05.320 --> 00:17:08.160]  當然要帶來一些好處的思考
[00:17:08.160 --> 00:17:10.240]  不過同時我們也要深化想一想
[00:17:10.240 --> 00:17:12.600]  究竟這樣又等於什麼
[00:17:12.600 --> 00:17:15.880]  我女兒剛剛四月畢業
[00:17:15.880 --> 00:17:17.560]  在Berkeley
[00:17:17.560 --> 00:17:19.640]  有個講員
[00:17:19.640 --> 00:17:23.120]  他就說回他學校的motto
[00:17:23.120 --> 00:17:25.880]  學校的motto就是
[00:17:25.880 --> 00:17:28.840]  Fiat Luz 一個拉丁文
[00:17:28.840 --> 00:17:31.200]  是什麼呢 就是Let there be light
[00:17:31.200 --> 00:17:33.000]  神說有光就有光
[00:17:33.000 --> 00:17:35.520]  我當時也相當感動
[00:17:35.520 --> 00:17:37.520]  這間學校在美國
[00:17:37.520 --> 00:17:41.880]  2025年還說Let there be light
[00:17:41.880 --> 00:17:45.400]  我開心了30秒
[00:17:45.400 --> 00:17:47.680]  接著那個講員說
[00:17:47.680 --> 00:17:51.520]  But now we are the light
[00:17:51.520 --> 00:17:54.240]  你明白嗎 我們就帶你前行
[00:17:54.240 --> 00:17:56.880]  很清楚 很認真
[00:17:56.880 --> 00:18:00.200]  完了我就問我女兒懂不懂
[00:18:00.200 --> 00:18:03.160]  她說其實她在跟同學聊天
[00:18:03.160 --> 00:18:06.880]  接著我再跟她重複這個內容
[00:18:06.880 --> 00:18:08.160]  她說她明白了
[00:18:08.160 --> 00:18:10.280]  她知道問題在哪裡
[00:18:10.280 --> 00:18:12.560]  開始人們本來就是我們就是light
[00:18:12.560 --> 00:18:15.240]  我們已經可以取締
[00:18:15.240 --> 00:18:17.760]  那個智慧將會來
[00:18:17.760 --> 00:18:22.840]  生命上從上主義來的智慧
[00:18:22.840 --> 00:18:24.920]  近來我又回應了
[00:18:24.920 --> 00:18:28.080]  跟楊潔篪牧師出了一本書叫成功神學
[00:18:28.080 --> 00:18:30.760]  成功神學影響美國
[00:18:30.760 --> 00:18:33.760]  是75%的人相信
[00:18:33.760 --> 00:18:36.400]  韓國人相信成功神學
[00:18:36.400 --> 00:18:39.480]  我知道最大的教會都是成功神學
[00:18:39.480 --> 00:18:43.360]  新加坡最大的教會都是成功神學
[00:18:43.360 --> 00:18:44.520]  於是出了之後
[00:18:44.520 --> 00:18:47.000]  江飛勝老師在中神的前老師
[00:18:47.000 --> 00:18:49.200]  我剛剛前兩天看到
[00:18:49.200 --> 00:18:53.400]  在他的專頁裏面這樣說
[00:18:53.400 --> 00:18:56.960]  他說教會問題都是牧羊的問題
[00:18:56.960 --> 00:18:59.640]  牧羊的問題就是神學教育的問題
[00:18:59.640 --> 00:19:01.760]  大家又回來了
[00:19:01.760 --> 00:19:06.520]  成功神學根深蒂固在華人教會
[00:19:06.520 --> 00:19:09.680]  只有當神學教育工作者
[00:19:09.680 --> 00:19:12.520]  和教務願意正視成功神學
[00:19:12.520 --> 00:19:14.960]  對福音見證的背棄
[00:19:14.960 --> 00:19:22.440]  教會才有可能意識到這個問題的存在和禍害
[00:19:22.440 --> 00:19:27.320]  教會興星提醒信徒遠離成功神學
[00:19:27.320 --> 00:19:30.280]  卻為成功神學打開後門
