
[00:00:00.000 --> 00:00:03.000]  歡迎大家回來我們的第二部分
[00:06:45.000 --> 00:06:51.000]  然後我們就應該等待他們的成長
[00:06:51.000 --> 00:06:54.000]  我覺得這是挺被動的
[00:06:54.000 --> 00:06:56.000]  他們願不願意成長
[00:06:56.000 --> 00:06:59.000]  他們何時開始成長
[00:06:59.000 --> 00:07:01.000]  他們成長的速度和方向
[00:07:01.000 --> 00:07:04.000]  其實都不是牧者可以掌握的
[00:07:04.000 --> 00:07:07.000]  可能他們還沒有對聖經有興趣
[00:07:07.000 --> 00:07:09.000]  或者他們還沒有願意投入
[00:07:09.000 --> 00:07:11.000]  或者毀滅他們的屬羊群體
[00:07:11.000 --> 00:07:15.000]  或者一直在逃避侍奉
[00:07:15.000 --> 00:07:18.000]  牧者都仍然要堅守同行的界線
[00:07:18.000 --> 00:07:21.000]  就是不可以拔苗助長
[00:07:21.000 --> 00:07:27.000]  也不可以代牧羊對象去面對他的挑戰
[00:07:27.000 --> 00:07:30.000]  我們可以做的就是很多的禱告
[00:07:30.000 --> 00:07:34.000]  適時誠實勇敢地去提醒
[00:07:34.000 --> 00:07:39.000]  還有你對他同行的承諾
[00:07:39.000 --> 00:07:44.000]  可能對方的生命成長的狀態
[00:07:44.000 --> 00:07:46.000]  是令我們很無奈
[00:07:46.000 --> 00:07:49.000]  但其實牧者就沒有理由
[00:07:49.000 --> 00:07:54.000]  對象他們成長有失望的理由
[00:07:54.000 --> 00:07:57.000]  在我畢業之前那一屆
[00:07:57.000 --> 00:08:00.000]  畢業生有首歌
[00:08:00.000 --> 00:08:02.000]  他很感動我
[00:08:02.000 --> 00:08:04.000]  他基於臨前三章
[00:08:04.000 --> 00:08:08.000]  他說我們是負責栽種、燒灌
[00:08:08.000 --> 00:08:11.000]  但為了神的成長
[00:08:11.000 --> 00:08:14.000]  我都相信只要我們幫助他們
[00:08:14.000 --> 00:08:16.000]  生命建立在神的面前
[00:08:16.000 --> 00:08:18.000]  他們的成長是必然的
[00:08:18.000 --> 00:08:21.000]  這個就是我自己覺得牧羊去看
[00:08:21.000 --> 00:08:24.000]  那個界線在同行
[00:08:24.000 --> 00:08:27.000]  Jocelyn在父道方面
[00:08:27.000 --> 00:08:30.000]  或者中國牧羊的父道
[00:08:30.000 --> 00:08:33.000]  你有沒有一些看法或困難呢?
[00:08:33.000 --> 00:08:35.000]  其實我很認同你所說的
[00:08:35.000 --> 00:08:40.000]  牧羊界線是要將弟兄姊妹帶到神面前
[00:08:40.000 --> 00:08:43.000]  而不是帶到我們面前
[00:08:43.000 --> 00:08:45.000]  去依賴我們
[00:08:45.000 --> 00:08:48.000]  甚至是覺得沒有了我們的提醒
[00:08:48.000 --> 00:08:51.000]  他們就跟上帝的關係好像連結不了
[00:08:51.000 --> 00:08:54.000]  這是一個很重要的提醒
[00:08:54.000 --> 00:08:58.000]  但我覺得要有這份清心的動機
[00:08:58.000 --> 00:09:00.000]  其實都不容易
[00:09:00.000 --> 00:09:05.000]  特別我自己在父道的訓練中
[00:09:05.000 --> 00:09:07.000]  讓我很多時候都提醒
[00:09:07.000 --> 00:09:09.000]  界線是要有什麼
[00:09:09.000 --> 00:09:12.000]  所以進入教會群體的時候
[00:09:12.000 --> 00:09:16.000]  其實我本身是一個不容易定界線的人
[00:09:16.000 --> 00:09:17.000]  我都是很多事情
[00:09:17.000 --> 00:09:19.000]  你叫我做我就會說「是」
[00:09:19.000 --> 00:09:20.000]  很難跟你說「不」
[00:09:20.000 --> 00:09:25.000]  但我都知道自己要進入教會的設定去服侍的時候
[00:09:25.000 --> 00:09:28.000]  我都有很多這些反思
[00:09:28.000 --> 00:09:32.000]  或者特別留意在我身邊的牧者
[00:09:32.000 --> 00:09:35.000]  或者領袖的界線上
[00:09:35.000 --> 00:09:37.000]  我都有不同的觀察
[00:09:37.000 --> 00:09:39.000]  但我都發覺的確是不容易的
[00:09:39.000 --> 00:09:43.000]  特別我們服侍的群體可能年紀還小
[00:09:43.000 --> 00:09:46.000]  或者我服侍的那些是特殊需要的孩子
[00:09:46.000 --> 00:09:50.000]  他們的依附的部分是比較重的
[00:09:50.000 --> 00:09:53.000]  說笑地說
[00:09:53.000 --> 00:09:55.000]  其實我覺得定清心界線
[00:09:55.000 --> 00:09:57.000]  有時候難在你的上司
[00:09:57.000 --> 00:10:00.000]  我們有時候在上或者是執掌
[00:10:00.000 --> 00:10:02.000]  其實他對你的期望
[00:10:02.000 --> 00:10:05.000]  例如他界線定得模糊的時候
[00:10:05.000 --> 00:10:07.000]  其實都會影響我們
[00:10:07.000 --> 00:10:12.000]  要跟從或者定這些界線都是不容易的
[00:10:12.000 --> 00:10:15.000]  但另一方面我覺得是一些個人的因素
[00:10:15.000 --> 00:10:19.000]  其實我們每個人都有一些依附的需要
[00:10:19.000 --> 00:10:21.000]  當我們跟別人連繫
[00:10:21.000 --> 00:10:24.000]  我們跟弟兄姊妹一起的時候
[00:10:24.000 --> 00:10:26.000]  除了我們關愛他們
[00:10:26.000 --> 00:10:28.000]  其實我們都被他們關愛
[00:10:28.000 --> 00:10:35.000]  甚至他們會感覺到他們很需要我們
[00:10:35.000 --> 00:10:40.000]  這份被需要、被尊重、被看重
[00:10:40.000 --> 00:10:44.000]  其實都是牧養上令我們加力的地方
[00:10:44.000 --> 00:10:47.000]  令我們很滿足、很喜樂
[00:10:47.000 --> 00:10:51.000]  但這些都是需要
[00:10:51.000 --> 00:10:55.000]  但有很多時候我們這份人不是完美的
[00:10:55.000 --> 00:10:59.000]  很多時候我們的成長有很多的缺陷
[00:10:59.000 --> 00:11:03.000]  以致我們不知不覺地在弟兄姊妹之間
[00:11:03.000 --> 00:11:05.000]  在建立關係的時候
[00:11:05.000 --> 00:11:10.000]  我們會下了一些很不差的要求或者期望
[00:11:10.000 --> 00:11:12.000]  其實是在滿足一些
[00:11:12.000 --> 00:11:16.000]  很不知不覺地滿足自己的內在需要
[00:11:16.000 --> 00:11:19.000]  所以在定界線之先
[00:11:19.000 --> 00:11:21.000]  其實我很認同那件事
[00:11:21.000 --> 00:11:26.000]  就是要不時常地去上帝那裡反思自己的動機
[00:11:26.000 --> 00:11:31.000]  究竟我們是用愛來定界線
[00:11:31.000 --> 00:11:34.000]  還是為了自己滿足
[00:11:34.000 --> 00:11:36.000]  就是因為剛才那份不自覺
[00:11:36.000 --> 00:11:38.000]  因為牧者其實是全情投入
[00:11:38.000 --> 00:11:42.000]  為了將自己的需要放下
[00:11:42.000 --> 00:11:44.000]  但我們要定期
[00:11:44.000 --> 00:11:47.000]  還是說來說去那一套
[00:11:47.000 --> 00:11:50.000]  要定期回去退休、反思
[00:11:50.000 --> 00:11:55.000]  甚至乎要接受個人的輔導
[00:11:55.000 --> 00:11:58.000]  因為當我搞清楚自己是一個怎樣的人
[00:11:58.000 --> 00:12:00.000]  在我成長中我有什麼需要
[00:12:00.000 --> 00:12:03.000]  甚至乎清空一下我的垃圾
[00:12:03.000 --> 00:12:06.000]  我覺得是特別重要
[00:12:06.000 --> 00:12:10.000]  另一方面我覺得定界線的另一個困難
[00:12:10.000 --> 00:12:14.000]  就是人們對牧者的期望
[00:12:14.000 --> 00:12:16.000]  所以我也很認同師母所說
[00:12:16.000 --> 00:12:20.000]  教會是一個家的概念
[00:12:20.000 --> 00:12:22.000]  其實是很好的
[00:12:22.000 --> 00:12:27.000]  我記得我的教會很高舉
[00:12:27.000 --> 00:12:29.000]  我們是一家人
[00:12:29.000 --> 00:12:31.000]  我們一件事都可以說
[00:12:31.000 --> 00:12:33.000]  一件事都可以關愛
[00:12:33.000 --> 00:12:36.000]  這個家給人一種溫暖的感覺
[00:12:36.000 --> 00:12:39.000]  但這個家是一個很大的系統
[00:12:39.000 --> 00:12:41.000]  我們想像我們做輔導的時候
[00:12:41.000 --> 00:12:44.000]  很多時候家庭的界線混亂
[00:12:44.000 --> 00:12:46.000]  就產生很多問題
[00:12:46.000 --> 00:12:49.000]  輔導者會嘗試在家庭裡
[00:12:49.000 --> 00:12:51.000]  幫他們定一些健康的界線
[00:12:51.000 --> 00:12:53.000]  但其實那個界線都難定
[00:12:53.000 --> 00:12:58.000]  但這個系統都不小
[00:12:58.000 --> 00:12:59.000]  但你想像一下
[00:12:59.000 --> 00:13:02.000]  教會的家系統更大
[00:13:02.000 --> 00:13:04.000]  有很多次系統
[00:13:04.000 --> 00:13:05.000]  那些錯綜複雜
[00:13:05.000 --> 00:13:06.000]  你有不同的要求
[00:13:06.000 --> 00:13:08.000]  我有不同的想法
[00:13:08.000 --> 00:13:11.000]  各樣各樣讓事情更複雜
[00:13:11.000 --> 00:13:13.000]  更難去定這些界線
[00:13:13.000 --> 00:13:18.000]  我記得我畢業之前
[00:13:18.000 --> 00:13:21.000]  我就知道自己要回教會
[00:13:21.000 --> 00:13:23.000]  卸下牧會
[00:13:23.000 --> 00:13:25.000]  兼做一些輔導工作的時候
[00:13:25.000 --> 00:13:26.000]  老師就很緊張
[00:13:26.000 --> 00:13:30.000]  我記得不同輔導科的老師都跟我聊天
[00:13:30.000 --> 00:13:32.000]  亦有錦華校務
[00:13:32.000 --> 00:13:33.000]  都跟我講一句
[00:13:33.000 --> 00:13:34.000]  你要知道自己
[00:13:34.000 --> 00:13:38.000]  你的負擔群體是什麼
[00:13:38.000 --> 00:13:42.000]  你要知道上帝給你的那一份是什麼
[00:13:42.000 --> 00:13:43.000]  楊醫師經常說
[00:13:43.000 --> 00:13:44.000]  你的那一份是什麼
[00:13:44.000 --> 00:13:45.000]  要知道
[00:13:45.000 --> 00:13:48.000]  我會畫清楚
[00:13:48.000 --> 00:13:49.000]  特別是輔導
[00:13:49.000 --> 00:13:50.000]  輔導的界線
[00:13:50.000 --> 00:13:53.000]  不是只是普通關顧的弟兄姊妹
[00:13:53.000 --> 00:13:55.000]  你可能會再進一步
[00:13:55.000 --> 00:13:56.000]  有些輔導設定
[00:13:56.000 --> 00:13:59.000]  坐下兩個三個或一家庭的輔導
[00:13:59.000 --> 00:14:01.000]  所以界線對我來說很重要
[00:14:01.000 --> 00:14:03.000]  已經注入我腦海
[00:14:03.000 --> 00:14:04.000]  我要好好留意
[00:14:04.000 --> 00:14:08.000]  但這種千叮萬囑的界線問題
[00:14:08.000 --> 00:14:10.000]  當我回到教會的時候
[00:14:10.000 --> 00:14:16.000]  我發現原來進去做輔導的角色
[00:14:16.000 --> 00:14:17.000]  頂帽子
[00:14:17.000 --> 00:14:19.000]  其實反而不難定
[00:14:19.000 --> 00:14:20.000]  我坐在那裡
[00:14:20.000 --> 00:14:22.000]  我跟弟兄姊妹講清楚
[00:14:22.000 --> 00:14:26.000]  其實我和你接受維琪12次
[00:14:26.000 --> 00:14:28.000]  或者是我們輔導的一些關係
[00:14:28.000 --> 00:14:30.000]  我們也有約章
[00:14:30.000 --> 00:14:32.000]  寫清楚界線
[00:14:32.000 --> 00:14:33.000]  也告訴他們
[00:14:33.000 --> 00:14:38.000]  如果我在會堂見到他們的時候
[00:14:38.000 --> 00:14:40.000]  他們會怎樣期望我和他們的回應
[00:14:40.000 --> 00:14:42.000]  怎樣和他們互動
[00:14:42.000 --> 00:14:44.000]  這些說得清清楚楚
[00:14:44.000 --> 00:14:47.000]  我發現問題並不大
[00:14:47.000 --> 00:14:51.000]  但當進入到目的地的時候
[00:14:51.000 --> 00:14:53.000]  我覺得問題就開始複雜很多
[00:14:53.000 --> 00:14:56.000]  除了24小時他們期望你接電話
[00:14:56.000 --> 00:14:59.000]  你生命和他們的交流
[00:14:59.000 --> 00:15:00.000]  或者接觸
[00:15:00.000 --> 00:15:02.000]  多了很多不同的位置
[00:15:02.000 --> 00:15:05.000]  所以其實他們對我們的期望
[00:15:05.000 --> 00:15:06.000]  甚至對目者
[00:15:06.000 --> 00:15:08.000]  其實有很多投射
[00:15:08.000 --> 00:15:10.000]  甚至一些不健康的投射
[00:15:10.000 --> 00:15:15.000]  這些投射可能造成了不必要的期望
[00:15:15.000 --> 00:15:17.000]  我有一個例子
[00:15:17.000 --> 00:15:21.000]  因為我的身份的緣故
[00:15:21.000 --> 00:15:23.000]  除了目者之外
[00:15:23.000 --> 00:15:27.000]  我有權利聽聽弟兄姊妹
[00:15:27.000 --> 00:15:30.000]  他們來見我輔導的時候
[00:15:30.000 --> 00:15:34.000]  他們對目者的一些想法
[00:15:34.000 --> 00:15:36.000]  或者是一些衝突
[00:15:36.000 --> 00:15:38.000]  他們會來和我分享的時候
[00:15:38.000 --> 00:15:40.000]  我多了一點明白
[00:15:40.000 --> 00:15:42.000]  其實他們裡面經歷了什麼
[00:15:42.000 --> 00:15:44.000]  有一個年輕人
[00:15:44.000 --> 00:15:46.000]  他來見我輔導的時候
[00:15:46.000 --> 00:15:48.000]  他就和我說
[00:15:48.000 --> 00:15:50.000]  他在讀書期間
[00:15:50.000 --> 00:15:52.000]  他和他的目者有很多衝突
[00:15:52.000 --> 00:15:55.000]  其實他很生氣
[00:15:55.000 --> 00:15:57.000]  他覺得目者冷漠
[00:15:57.000 --> 00:15:59.000]  他覺得目者經常和他劃界
[00:15:59.000 --> 00:16:03.000]  甚至他覺得期望目者有更多的投入
[00:16:03.000 --> 00:16:07.000]  更多的投放在團體上
[00:16:07.000 --> 00:16:08.000]  但是他覺得
[00:16:08.000 --> 00:16:12.000]  他覺得目者總是能不能夠做到某些事情
[00:16:12.000 --> 00:16:13.000]  他就很生氣
[00:16:13.000 --> 00:16:15.000]  有時候會和目者爭執
[00:16:15.000 --> 00:16:16.000]  有很多要求
[00:16:16.000 --> 00:16:19.000]  目者不能夠一一回應的時候
[00:16:19.000 --> 00:16:21.000]  就各樣各樣的失望
[00:16:21.000 --> 00:16:24.000]  他記得他來到
[00:16:24.000 --> 00:16:27.000]  當時他們在讀書的階段
[00:16:27.000 --> 00:16:28.000]  有很多衝突
[00:16:28.000 --> 00:16:31.000]  但是原來當他進入了職場的時候
[00:16:31.000 --> 00:16:33.000]  他突然間就領悟到
[00:16:33.000 --> 00:16:34.000]  他就想
[00:16:34.000 --> 00:16:38.000]  其實職場裡面有很多界線
[00:16:38.000 --> 00:16:40.000]  我不能越界
[00:16:40.000 --> 00:16:41.000]  我是同事
[00:16:41.000 --> 00:16:44.000]  我家裡的事情可能不會說得那麼深入
[00:16:44.000 --> 00:16:45.000]  他開始領略到
[00:16:45.000 --> 00:16:48.000]  原來人與人之間是有這些界線
[00:16:48.000 --> 00:16:49.000]  他就開始明白
[00:16:49.000 --> 00:16:52.000]  這個目者其實也是一份工作
[00:16:52.000 --> 00:16:55.000]  他當這份工作是他下班的時間
[00:16:55.000 --> 00:16:59.000]  下班時間自然就不能回應某些事情
[00:16:59.000 --> 00:17:02.000]  但是當他明白了
[00:17:02.000 --> 00:17:04.000]  原來明白完之後
[00:17:04.000 --> 00:17:09.000]  原來有更深的悲傷就呈現了出來
[00:17:09.000 --> 00:17:12.000]  原來當目者定界線
[00:17:12.000 --> 00:17:15.000]  原來是代表他當這份是一份工作
[00:17:15.000 --> 00:17:17.000]  然後他就會覺得
[00:17:17.000 --> 00:17:19.000]  我對這個目者很失望
[00:17:19.000 --> 00:17:21.000]  原來我對教會的目者很失望
[00:17:21.000 --> 00:17:26.000]  我聽完之後更深明白
[00:17:26.000 --> 00:17:29.000]  為什麼當時我自己也會在會上
[00:17:29.000 --> 00:17:30.000]  可能星期一
[00:17:30.000 --> 00:17:34.000]  我未必會回應會友的時候
[00:17:34.000 --> 00:17:38.000]  會友會想找我馬上處理某些事情
[00:17:38.000 --> 00:17:40.000]  因為他經常都是這樣做
[00:17:40.000 --> 00:17:43.000]  馬上想我下午出來吃飯
[00:17:43.000 --> 00:17:45.000]  我一小時後會來教會附近
[00:17:45.000 --> 00:17:47.000]  你可不可以幫我處理某些事情
[00:17:47.000 --> 00:17:49.000]  但其實我不可以完全回應
[00:17:49.000 --> 00:17:51.000]  當我要這樣做的時候
[00:17:51.000 --> 00:17:53.000]  他們就會覺得我不一定可以
[00:17:53.000 --> 00:17:54.000]  他們就會覺得很失望
[00:17:54.000 --> 00:17:56.000]  覺得我好像拒絕他們
[00:17:56.000 --> 00:18:00.000]  我更加明白原來會有這樣的心情
[00:18:00.000 --> 00:18:02.000]  所以其實界線對我來說
[00:18:02.000 --> 00:18:06.000]  是不容易去定立的
[00:18:06.000 --> 00:18:08.000]  但是我也很需要去定立
[00:18:08.000 --> 00:18:11.000]  你有沒有什麼經驗?
[00:18:11.000 --> 00:18:16.000]  我們知道界線很重要
[00:18:16.000 --> 00:18:18.000]  但很多人都不明白界線很重要
[00:18:18.000 --> 00:18:20.000]  令我們自己也不知道該怎麼辦
[00:18:20.000 --> 00:18:24.000]  最慘的是我們有豬肉在前
[00:18:24.000 --> 00:18:27.000]  很多好的先賢的目者
[00:18:27.000 --> 00:18:29.000]  他們也有在教會裡
[00:18:29.000 --> 00:18:32.000]  將自己的人生都放在教會裡
[00:18:32.000 --> 00:18:34.000]  我們不做好一點是不行的
[00:18:34.000 --> 00:18:37.000]  現在的年輕人是不行的
[00:18:38.000 --> 00:18:41.000]  一個真實的問題是
[00:18:41.000 --> 00:18:44.000]  我做了這麼多年青年工作
[00:18:44.000 --> 00:18:47.000]  其實我們基本上是在營地生活
[00:18:47.000 --> 00:18:50.000]  我試過一個星期
[00:18:50.000 --> 00:18:51.000]  星期日出營地
[00:18:51.000 --> 00:18:53.000]  星期日就進營地
[00:18:53.000 --> 00:18:56.000]  一個星期有兩個營地在進營地
[00:18:56.000 --> 00:18:59.000]  其實你知道自己的限制
[00:18:59.000 --> 00:19:01.000]  但別人是不會知道你的限制
[00:19:01.000 --> 00:19:05.000]  我覺得在這個處境當中
[00:19:05.000 --> 00:19:10.000]  如果你相信你會加上一分收穫
[00:19:10.000 --> 00:19:12.000]  而你覺得你的投入
[00:19:12.000 --> 00:19:16.000]  令年輕人可以成長生命改變
[00:19:16.000 --> 00:19:19.000]  其實你非我樸虎
[00:19:19.000 --> 00:19:22.000]  基本上你投入多少都不夠
[00:19:22.000 --> 00:19:24.000]  所以我很認同
[00:19:24.000 --> 00:19:29.000]  自己首先要懂得建立健康界線的重要
[00:19:29.000 --> 00:19:32.000]  目者經常面對很多指數
[00:19:32.000 --> 00:19:35.000]  你剛才說到的回應
[00:19:35.000 --> 00:19:36.000]  現在就上網了
[00:19:36.000 --> 00:19:38.000]  有觀看數
[00:19:38.000 --> 00:19:43.000]  團體出席人數穩定嗎
[00:19:43.000 --> 00:19:45.000]  有些更慘
[00:19:45.000 --> 00:19:46.000]  因為我不是用IG的
[00:19:46.000 --> 00:19:48.000]  我同工經常都看到IG
[00:19:48.000 --> 00:19:51.000]  他們有一個男女都是
[00:19:51.000 --> 00:19:53.000]  我不開心
[00:19:53.000 --> 00:19:56.000]  遲些跟你們說
[00:19:56.000 --> 00:19:59.000]  其實你不知道他們不開心與你無關
[00:19:59.000 --> 00:20:01.000]  很慘的事
[00:20:01.000 --> 00:20:06.000]  基本上我們不能掌控很多事情
[00:20:06.000 --> 00:20:10.000]  但它可以挑動我們很多心情和情緒
[00:20:10.000 --> 00:20:12.000]  所以我覺得健康界線
[00:20:12.000 --> 00:20:15.000]  首先自己要知道什麼是健康界線
[00:20:15.000 --> 00:20:18.000]  就是明白自己能力不足的本質
[00:20:18.000 --> 00:20:21.000]  接受你的事業不太成功的可能
